# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-CPM
UniRef50_UPI0003AF8B59: PREDICTED: phosphoribosylformylglycinamidine synthase-like	64.8378
UniRef50_UPI0003AF8B59: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	64.8378
UniRef50_F9PRK1	64.5608
UniRef50_F9PRK1|unclassified	64.5608
UniRef50_UPI00046E6334: hypothetical protein	64.5439
UniRef50_UPI00046E6334: hypothetical protein|unclassified	64.5439
UniRef50_K1TQC8: Phosphoribosylformylglycinamidine synthase	64.3998
UniRef50_K1TQC8: Phosphoribosylformylglycinamidine synthase|unclassified	64.3998
UniRef50_R5CN53	64.0903
UniRef50_R5CN53|unclassified	64.0903
UniRef50_X1MBD4: Marine sediment metagenome DNA, contig: S06H3_S00757 (Fragment)	63.6682
UniRef50_X1MBD4: Marine sediment metagenome DNA, contig: S06H3_S00757 (Fragment)|unclassified	63.6682
UniRef50_Q97CA5: Ribose-phosphate pyrophosphokinase	62.4973
UniRef50_Q97CA5: Ribose-phosphate pyrophosphokinase|unclassified	62.4973
UniRef50_R5GIK8	62.1532
UniRef50_R5GIK8|unclassified	62.1532
UniRef50_UPI0003A2D1BC: MULTISPECIES: phosphoribosylformylglycinamidine synthase	61.8278
UniRef50_UPI0003A2D1BC: MULTISPECIES: phosphoribosylformylglycinamidine synthase|unclassified	61.8278
UniRef50_Q092V7	61.7871
UniRef50_Q092V7|unclassified	61.7871
UniRef50_UPI0003638C62: hypothetical protein	61.6369
UniRef50_UPI0003638C62: hypothetical protein|unclassified	61.6369
UniRef50_V7D7X5	61.1566
UniRef50_V7D7X5|unclassified	61.1566
UniRef50_UPI0002627EC0: phosphoribosylaminoimidazole synthetase	61.0708
UniRef50_UPI0002627EC0: phosphoribosylaminoimidazole synthetase|unclassified	61.0708
UniRef50_C4J057	60.9793
UniRef50_C4J057|unclassified	60.9793
UniRef50_X7YUF9: SAICAR synthetase family protein	60.9588
UniRef50_X7YUF9: SAICAR synthetase family protein|unclassified	60.9588
UniRef50_R6YQ01	60.7496
UniRef50_R6YQ01|unclassified	60.7496
UniRef50_P0AF94: 2-iminobutanoate/2-iminopropanoate deaminase	59.6926
UniRef50_P0AF94: 2-iminobutanoate/2-iminopropanoate deaminase|unclassified	59.6926
UniRef50_Q13ZT3	59.6038
UniRef50_Q13ZT3|unclassified	59.6038
UniRef50_UPI0003664C4C: hypothetical protein	58.3832
UniRef50_UPI0003664C4C: hypothetical protein|unclassified	58.3832
UniRef50_X0S607: Marine sediment metagenome DNA, contig: S01H1_L07335 (Fragment)	58.3055
UniRef50_X0S607: Marine sediment metagenome DNA, contig: S01H1_L07335 (Fragment)|unclassified	58.3055
UniRef50_UPI000365D201: hypothetical protein	58.1972
UniRef50_UPI000365D201: hypothetical protein|unclassified	58.1972
UniRef50_Q18DI6: IMP cyclohydrolase	57.1347
UniRef50_Q18DI6: IMP cyclohydrolase|unclassified	57.1347
UniRef50_X1QNU5: Marine sediment metagenome DNA, contig: S06H3_S16257 (Fragment)	56.8597
UniRef50_X1QNU5: Marine sediment metagenome DNA, contig: S06H3_S16257 (Fragment)|unclassified	56.8597
UniRef50_R6I8L0	56.7173
UniRef50_R6I8L0|unclassified	56.7173
UniRef50_A5CZ49	56.1491
UniRef50_A5CZ49|unclassified	56.1491
UniRef50_F0Z2X6: Putative regulator of purine operon, putative translation initiation inhibitor	55.4358
UniRef50_F0Z2X6: Putative regulator of purine operon, putative translation initiation inhibitor|unclassified	55.4358
UniRef50_W1XMP8: Phosphoribosylformylglycinamidine synthase (Fragment)	54.9977
UniRef50_W1XMP8: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	54.9977
UniRef50_UPI00035D7491: hypothetical protein	54.0947
UniRef50_UPI00035D7491: hypothetical protein|unclassified	54.0947
UniRef50_E7NEK0: Ade1p	54.0777
UniRef50_E7NEK0: Ade1p|unclassified	54.0777
UniRef50_W8UI47: Phosphoribosyl-aminoimidazole synthetase	53.9378
UniRef50_W8UI47: Phosphoribosyl-aminoimidazole synthetase|unclassified	53.9378
UniRef50_X1QKB2: Marine sediment metagenome DNA, contig: S06H3_S22976 (Fragment)	53.8635
UniRef50_X1QKB2: Marine sediment metagenome DNA, contig: S06H3_S22976 (Fragment)|unclassified	53.8635
UniRef50_Q065J3: Phosphoribosylformylglycinamidine synthetase PurS	53.8246
UniRef50_Q065J3: Phosphoribosylformylglycinamidine synthetase PurS|unclassified	53.8246
UniRef50_U2IBK9: Tetratricopeptide repeat protein (Fragment)	53.6581
UniRef50_U2IBK9: Tetratricopeptide repeat protein (Fragment)|unclassified	53.6581
UniRef50_K2BT75	52.7998
UniRef50_K2BT75|unclassified	52.7998
UniRef50_F5TB39	52.173
UniRef50_F5TB39|unclassified	52.173
UniRef50_U1Q7L8: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain protein	52.111
UniRef50_U1Q7L8: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain protein|unclassified	52.111
UniRef50_UPI0003713AE8: hypothetical protein, partial	52.0344
UniRef50_UPI0003713AE8: hypothetical protein, partial|unclassified	52.0344
UniRef50_W4TPI9: Phosphoribosylformylglycinamidine synthase	51.9844
UniRef50_W4TPI9: Phosphoribosylformylglycinamidine synthase|unclassified	51.9844
UniRef50_UPI00035EA92D: hypothetical protein	51.9758
UniRef50_UPI00035EA92D: hypothetical protein|unclassified	51.9758
UniRef50_O59586: Ribose-phosphate pyrophosphokinase	51.326
UniRef50_O59586: Ribose-phosphate pyrophosphokinase|unclassified	51.326
UniRef50_A0B5C6: Phosphoribosylformylglycinamidine synthase 1	51.219
UniRef50_A0B5C6: Phosphoribosylformylglycinamidine synthase 1|unclassified	51.219
UniRef50_UPI000368AAE5: hypothetical protein	51.0453
UniRef50_UPI000368AAE5: hypothetical protein|unclassified	51.0453
UniRef50_T1BHP7: Protein containing AIR synthase related protein (Fragment)	50.9025
UniRef50_T1BHP7: Protein containing AIR synthase related protein (Fragment)|unclassified	50.9025
UniRef50_UPI00035D77BC: hypothetical protein	50.8176
UniRef50_UPI00035D77BC: hypothetical protein|unclassified	50.8176
UniRef50_G4T832	50.2458
UniRef50_G4T832|unclassified	50.2458
UniRef50_R7I866	49.9496
UniRef50_R7I866|unclassified	49.9496
UniRef50_Q5JD29: IMP cyclohydrolase	49.2094
UniRef50_Q5JD29: IMP cyclohydrolase|unclassified	49.2094
UniRef50_D0NC78	48.9804
UniRef50_D0NC78|unclassified	48.9804
UniRef50_O28996: Putative phosphoribosylaminoimidazole-succinocarboxamide synthase	48.5964
UniRef50_O28996: Putative phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	48.5964
UniRef50_X1Q9Y6: Marine sediment metagenome DNA, contig: S06H3_S28339 (Fragment)	48.4393
UniRef50_X1Q9Y6: Marine sediment metagenome DNA, contig: S06H3_S28339 (Fragment)|unclassified	48.4393
UniRef50_Q8TUT6: Ribose-phosphate pyrophosphokinase	48.4111
UniRef50_Q8TUT6: Ribose-phosphate pyrophosphokinase|unclassified	48.4111
UniRef50_A4JR32	48.1125
UniRef50_A4JR32|unclassified	48.1125
UniRef50_UPI00037EB99A: hypothetical protein	48.0881
UniRef50_UPI00037EB99A: hypothetical protein|unclassified	48.0881
UniRef50_Q54JC8: Phosphoribosylformylglycinamidine synthase	47.5813
UniRef50_Q54JC8: Phosphoribosylformylglycinamidine synthase|unclassified	47.5813
UniRef50_X1NRD4: Marine sediment metagenome DNA, contig: S06H3_S02731 (Fragment)	47.3244
UniRef50_X1NRD4: Marine sediment metagenome DNA, contig: S06H3_S02731 (Fragment)|unclassified	47.3244
UniRef50_Q9ZN89: OrfL protein (Fragment)	47.0697
UniRef50_Q9ZN89: OrfL protein (Fragment)|unclassified	47.0697
UniRef50_P44839: RutC family protein HI_0719	46.5582
UniRef50_P44839: RutC family protein HI_0719|unclassified	46.5582
UniRef50_X1LDG4: Marine sediment metagenome DNA, contig: S06H3_L02705	46.3253
UniRef50_X1LDG4: Marine sediment metagenome DNA, contig: S06H3_L02705|unclassified	46.3253
UniRef50_T0M6C1	45.9509
UniRef50_T0M6C1|unclassified	45.9509
UniRef50_D5BVL5: Tetratricopeptide domain protein	45.6236
UniRef50_D5BVL5: Tetratricopeptide domain protein|unclassified	45.6236
UniRef50_T1D504: Phosphoribosylformylglycinamidine synthase II (Fragment)	45.4881
UniRef50_T1D504: Phosphoribosylformylglycinamidine synthase II (Fragment)|unclassified	45.4881
UniRef50_UPI00037B9963: hypothetical protein	45.3502
UniRef50_UPI00037B9963: hypothetical protein|unclassified	45.3502
UniRef50_UPI0003B4A32D: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial	45.2621
UniRef50_UPI0003B4A32D: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial|unclassified	45.2621
UniRef50_UPI000305C35E: phosphoglucose isomerase	45.056
UniRef50_UPI000305C35E: phosphoglucose isomerase|unclassified	45.056
UniRef50_Q9I6Q8: 3-carboxy-cis,cis-muconate cycloisomerase	44.5201
UniRef50_Q9I6Q8: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	44.5201
UniRef50_X1NS87: Marine sediment metagenome DNA, contig: S06H3_S04797 (Fragment)	44.4145
UniRef50_X1NS87: Marine sediment metagenome DNA, contig: S06H3_S04797 (Fragment)|unclassified	44.4145
UniRef50_R6CHC8	44.2158
UniRef50_R6CHC8|unclassified	44.2158
UniRef50_W5A3S3	44.207
UniRef50_W5A3S3|unclassified	44.207
UniRef50_UPI000367682A: hypothetical protein	44.1991
UniRef50_UPI000367682A: hypothetical protein|unclassified	44.1991
UniRef50_B9LU81: IMP cyclohydrolase	44.1903
UniRef50_B9LU81: IMP cyclohydrolase|unclassified	44.1903
UniRef50_W1Y8T8	43.9034
UniRef50_W1Y8T8|unclassified	43.9034
UniRef50_R7IIW5	43.7621
UniRef50_R7IIW5|unclassified	43.7621
UniRef50_U1MSR7: Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase	43.3342
UniRef50_U1MSR7: Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase|unclassified	43.3342
UniRef50_UPI0004673016: IMP cyclohydrolase	43.3284
UniRef50_UPI0004673016: IMP cyclohydrolase|unclassified	43.3284
UniRef50_X1R6Y2: Marine sediment metagenome DNA, contig: S06H3_S20002 (Fragment)	43.037
UniRef50_X1R6Y2: Marine sediment metagenome DNA, contig: S06H3_S20002 (Fragment)|unclassified	43.037
UniRef50_UPI00046291C6: PREDICTED: phosphoribosylformylglycinamidine synthase-like, partial	42.9018
UniRef50_UPI00046291C6: PREDICTED: phosphoribosylformylglycinamidine synthase-like, partial|unclassified	42.9018
UniRef50_Q0W6S4: IMP cyclohydrolase	42.3662
UniRef50_Q0W6S4: IMP cyclohydrolase|unclassified	42.3662
UniRef50_T0Z8B4: Phosphoribosylformylglycinamidine synthase I (Fragment)	42.152
UniRef50_T0Z8B4: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	42.152
UniRef50_UPI000361C98D: hypothetical protein	41.86
UniRef50_UPI000361C98D: hypothetical protein|unclassified	41.86
UniRef50_UPI0003718578: hypothetical protein	40.7342
UniRef50_UPI0003718578: hypothetical protein|unclassified	40.7342
UniRef50_UPI0004698A98: MULTISPECIES: hypothetical protein	40.7272
UniRef50_UPI0004698A98: MULTISPECIES: hypothetical protein|unclassified	40.7272
UniRef50_C9SD80: Translation initiation inhibitor	40.6361
UniRef50_C9SD80: Translation initiation inhibitor|unclassified	40.6361
UniRef50_Q83FE6	40.3443
UniRef50_Q83FE6|unclassified	40.3443
UniRef50_D1PNH0	40.295
UniRef50_D1PNH0|unclassified	40.295
UniRef50_UPI0002194289: phosphoribosylpyrophosphate synthetase, partial	40.1013
UniRef50_UPI0002194289: phosphoribosylpyrophosphate synthetase, partial|unclassified	40.1013
UniRef50_O23992: Expressed sequence tag (Fragment)	39.9241
UniRef50_O23992: Expressed sequence tag (Fragment)|unclassified	39.9241
UniRef50_UPI0003B3164D: 3-carboxy-cis,cis-muconate cycloisomerase	39.6904
UniRef50_UPI0003B3164D: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	39.6904
UniRef50_UPI00036244B3: hypothetical protein	39.5463
UniRef50_UPI00036244B3: hypothetical protein|unclassified	39.5463
UniRef50_K2D8C5	39.2353
UniRef50_K2D8C5|unclassified	39.2353
UniRef50_O30123: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	39.1827
UniRef50_O30123: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	39.1827
UniRef50_X0S1N9: Marine sediment metagenome DNA, contig: S01H1_L04709	39.1192
UniRef50_X0S1N9: Marine sediment metagenome DNA, contig: S01H1_L04709|unclassified	39.1192
UniRef50_I6XZA0	38.9388
UniRef50_I6XZA0|unclassified	38.9388
UniRef50_R6TQ74	38.0129
UniRef50_R6TQ74|unclassified	38.0129
UniRef50_T1BGC6: Phosphoribosylaminoimidazolesuccinocarboxamide synthase (Fragment)	37.8316
UniRef50_T1BGC6: Phosphoribosylaminoimidazolesuccinocarboxamide synthase (Fragment)|unclassified	37.8316
UniRef50_UPI0000E03111: PREDICTED: phosphoribosylformylglycinamidine synthase isoform X1	37.683
UniRef50_UPI0000E03111: PREDICTED: phosphoribosylformylglycinamidine synthase isoform X1|unclassified	37.683
UniRef50_P35421: Phosphoribosylformylglycinamidine synthase	37.5533
UniRef50_P35421: Phosphoribosylformylglycinamidine synthase|unclassified	37.5533
UniRef50_UPI00029A061A: adenylosuccinate lyase	37.539
UniRef50_UPI00029A061A: adenylosuccinate lyase|unclassified	37.539
UniRef50_UPI0003EBCAE9: PREDICTED: phosphoribosylformylglycinamidine synthase-like, partial	37.4454
UniRef50_UPI0003EBCAE9: PREDICTED: phosphoribosylformylglycinamidine synthase-like, partial|unclassified	37.4454
UniRef50_UPI0004769E77: IMP cyclohydrolase	37.2711
UniRef50_UPI0004769E77: IMP cyclohydrolase|unclassified	37.2711
UniRef50_R7JMG8	37.2345
UniRef50_R7JMG8|unclassified	37.2345
UniRef50_W1VCT2	36.9275
UniRef50_W1VCT2|unclassified	36.9275
UniRef50_D1C3A9: Phosphoribosylformylglycinamidine synthase, purS	36.6493
UniRef50_D1C3A9: Phosphoribosylformylglycinamidine synthase, purS|unclassified	36.6493
UniRef50_B5QNC8	36.2737
UniRef50_B5QNC8|unclassified	36.2737
UniRef50_A4X185: Phosphoribosylformylglycinamidine synthase, purS	36.1795
UniRef50_A4X185: Phosphoribosylformylglycinamidine synthase, purS|unclassified	36.1795
UniRef50_K2FBP4	36.1742
UniRef50_K2FBP4|unclassified	36.1742
UniRef50_X1UMU5: Marine sediment metagenome DNA, contig: S12H4_S23492 (Fragment)	35.9054
UniRef50_X1UMU5: Marine sediment metagenome DNA, contig: S12H4_S23492 (Fragment)|unclassified	35.9054
UniRef50_W8YRT9	35.8924
UniRef50_W8YRT9|unclassified	35.8924
UniRef50_UPI00047DF551: hypothetical protein	35.7456
UniRef50_UPI00047DF551: hypothetical protein|unclassified	35.7456
UniRef50_A5V288	35.6345
UniRef50_A5V288|unclassified	35.6345
UniRef50_F9VXF1	35.4574
UniRef50_F9VXF1|unclassified	35.4574
UniRef50_O15067: Phosphoribosylformylglycinamidine synthase	35.1214
UniRef50_O15067: Phosphoribosylformylglycinamidine synthase|unclassified	35.1214
UniRef50_R6Y2T8	34.7001
UniRef50_R6Y2T8|unclassified	34.7001
UniRef50_Q09BV4	34.6416
UniRef50_Q09BV4|unclassified	34.6416
UniRef50_UPI000471CE01: hypothetical protein	34.1699
UniRef50_UPI000471CE01: hypothetical protein|unclassified	34.1699
UniRef50_R7JQI8	33.9767
UniRef50_R7JQI8|unclassified	33.9767
UniRef50_S4NPA4: Phosphoribosylformylglycinamidine synthase (Fragment)	33.9521
UniRef50_S4NPA4: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	33.9521
UniRef50_Q2JWK1: Phosphoribosylformylglycinamidine synthase, PurS protein	33.6669
UniRef50_Q2JWK1: Phosphoribosylformylglycinamidine synthase, PurS protein|unclassified	33.6669
UniRef50_X1VC35: Marine sediment metagenome DNA, contig: S12H4_S11283 (Fragment)	33.6465
UniRef50_X1VC35: Marine sediment metagenome DNA, contig: S12H4_S11283 (Fragment)|unclassified	33.6465
UniRef50_X7X6E6	33.6007
UniRef50_X7X6E6|unclassified	33.6007
UniRef50_A8MCJ8: Phosphoribosylaminoimidazole-succinocarboxamide synthase	33.3154
UniRef50_A8MCJ8: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	33.3154
UniRef50_H0YGH1: Phosphoribosylformylglycinamidine synthase (Fragment)	33.2918
UniRef50_H0YGH1: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	33.2918
UniRef50_UPI0001D314F5: ribose-phosphate pyrophosphokinase	33.1342
UniRef50_UPI0001D314F5: ribose-phosphate pyrophosphokinase|unclassified	33.1342
UniRef50_X0WXY0: Marine sediment metagenome DNA, contig: S01H1_S25672 (Fragment)	33.01
UniRef50_X0WXY0: Marine sediment metagenome DNA, contig: S01H1_S25672 (Fragment)|unclassified	33.01
UniRef50_T1HDB2	32.7652
UniRef50_T1HDB2|unclassified	32.7652
UniRef50_UPI000373E1D5: hypothetical protein, partial	32.527
UniRef50_UPI000373E1D5: hypothetical protein, partial|unclassified	32.527
UniRef50_F4FHH0	32.3248
UniRef50_F4FHH0|unclassified	32.3248
UniRef50_U2JQT7: Tetratricopeptide repeat protein (Fragment)	32.2241
UniRef50_U2JQT7: Tetratricopeptide repeat protein (Fragment)|unclassified	32.2241
UniRef50_X1GKI5: Marine sediment metagenome DNA, contig: S03H2_L02396 (Fragment)	31.1692
UniRef50_X1GKI5: Marine sediment metagenome DNA, contig: S03H2_L02396 (Fragment)|unclassified	31.1692
UniRef50_UPI000393FB40: PREDICTED: adenylosuccinate lyase-like	31.1595
UniRef50_UPI000393FB40: PREDICTED: adenylosuccinate lyase-like|unclassified	31.1595
UniRef50_F9PRJ9	30.9573
UniRef50_F9PRJ9|unclassified	30.9573
UniRef50_D9QUJ6: Phosphoribosylformylglycinamidine synthase, purS	30.6998
UniRef50_D9QUJ6: Phosphoribosylformylglycinamidine synthase, purS|unclassified	30.6998
UniRef50_A8ABX6: Phosphoribosylformylglycinamidine synthase 2	30.6911
UniRef50_A8ABX6: Phosphoribosylformylglycinamidine synthase 2|unclassified	30.6911
UniRef50_UPI0002F6ACFE: phosphoribosylformylglycinamidine synthase	30.6636
UniRef50_UPI0002F6ACFE: phosphoribosylformylglycinamidine synthase|unclassified	30.6636
UniRef50_J9GFJ7	30.6434
UniRef50_J9GFJ7|unclassified	30.6434
UniRef50_A9WNK5	30.4669
UniRef50_A9WNK5|unclassified	30.4669
UniRef50_T0YSR3: Phosphoribosylformylglycinamidine synthase I (Fragment)	30.4495
UniRef50_T0YSR3: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	30.4495
UniRef50_X0Z1H8: Marine sediment metagenome DNA, contig: S01H4_L01393 (Fragment)	30.384
UniRef50_X0Z1H8: Marine sediment metagenome DNA, contig: S01H4_L01393 (Fragment)|unclassified	30.384
UniRef50_X0URJ0: Marine sediment metagenome DNA, contig: S01H1_S03360 (Fragment)	30.0327
UniRef50_X0URJ0: Marine sediment metagenome DNA, contig: S01H1_S03360 (Fragment)|unclassified	30.0327
UniRef50_X1CZZ2: Marine sediment metagenome DNA, contig: S01H4_L06248 (Fragment)	29.7808
UniRef50_X1CZZ2: Marine sediment metagenome DNA, contig: S01H4_L06248 (Fragment)|unclassified	29.7808
UniRef50_Q19311: Probable phosphoribosylformylglycinamidine synthase	29.7169
UniRef50_Q19311: Probable phosphoribosylformylglycinamidine synthase|unclassified	29.7169
UniRef50_X1MVD3: Marine sediment metagenome DNA, contig: S06H3_C05036 (Fragment)	29.6989
UniRef50_X1MVD3: Marine sediment metagenome DNA, contig: S06H3_C05036 (Fragment)|unclassified	29.6989
UniRef50_UPI00037F9920: IMP cyclohydrolase	29.6061
UniRef50_UPI00037F9920: IMP cyclohydrolase|unclassified	29.6061
UniRef50_UPI000362A93A: hypothetical protein	29.4956
UniRef50_UPI000362A93A: hypothetical protein|unclassified	29.4956
UniRef50_Q3D4Q3: Phosphoribosylformylglycinamidine synthase, putative (Fragment)	29.4698
UniRef50_Q3D4Q3: Phosphoribosylformylglycinamidine synthase, putative (Fragment)|unclassified	29.4698
UniRef50_A1SHS1: Endoribonuclease L-PSP	29.4041
UniRef50_A1SHS1: Endoribonuclease L-PSP|unclassified	29.4041
UniRef50_X0XBH0: Marine sediment metagenome DNA, contig: S01H1_S15706 (Fragment)	29.3998
UniRef50_X0XBH0: Marine sediment metagenome DNA, contig: S01H1_S15706 (Fragment)|unclassified	29.3998
UniRef50_UPI00037172F6: hypothetical protein	29.3206
UniRef50_UPI00037172F6: hypothetical protein|unclassified	29.3206
UniRef50_Q680A5: Ribose-phosphate pyrophosphokinase 4	29.1618
UniRef50_Q680A5: Ribose-phosphate pyrophosphokinase 4|unclassified	29.1618
UniRef50_C1D3N9: Putative endoribonuclease L-PSP	29.0034
UniRef50_C1D3N9: Putative endoribonuclease L-PSP|unclassified	29.0034
UniRef50_V6I2H2	28.8345
UniRef50_V6I2H2|unclassified	28.8345
UniRef50_Q2W731: Phosphoribosylformylglycinamidine synthase	28.8303
UniRef50_Q2W731: Phosphoribosylformylglycinamidine synthase|unclassified	28.8303
UniRef50_E6V5H3	28.8278
UniRef50_E6V5H3|unclassified	28.8278
UniRef50_UPI0001CBC1D4: PREDICTED: phosphoribosylformylglycinamidine synthase-like	28.7686
UniRef50_UPI0001CBC1D4: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	28.7686
UniRef50_A0B9N7: IMP cyclohydrolase	28.506
UniRef50_A0B9N7: IMP cyclohydrolase|unclassified	28.506
UniRef50_X0UKF8: Marine sediment metagenome DNA, contig: S01H1_S06900 (Fragment)	28.4759
UniRef50_X0UKF8: Marine sediment metagenome DNA, contig: S01H1_S06900 (Fragment)|unclassified	28.4759
UniRef50_UPI0003B4A220: hypothetical protein	28.297
UniRef50_UPI0003B4A220: hypothetical protein|unclassified	28.297
UniRef50_Q55842: UPF0062 protein slr0519	28.1539
UniRef50_Q55842: UPF0062 protein slr0519|unclassified	28.1539
UniRef50_UPI00036EF729: hypothetical protein	27.9074
UniRef50_UPI00036EF729: hypothetical protein|unclassified	27.9074
UniRef50_A7V0U7	27.7831
UniRef50_A7V0U7|unclassified	27.7831
UniRef50_X1RIY2: Marine sediment metagenome DNA, contig: S06H3_S30712 (Fragment)	27.6358
UniRef50_X1RIY2: Marine sediment metagenome DNA, contig: S06H3_S30712 (Fragment)|unclassified	27.6358
UniRef50_X1VUV9: Marine sediment metagenome DNA, contig: S12H4_S21918	27.5836
UniRef50_X1VUV9: Marine sediment metagenome DNA, contig: S12H4_S21918|unclassified	27.5836
UniRef50_Q2NEI3: IMP cyclohydrolase	27.1932
UniRef50_Q2NEI3: IMP cyclohydrolase|unclassified	27.1932
UniRef50_UPI00032AFC90: PREDICTED: ribose-phosphate pyrophosphokinase 1-like	27.1192
UniRef50_UPI00032AFC90: PREDICTED: ribose-phosphate pyrophosphokinase 1-like|unclassified	27.1192
UniRef50_N1QQB3	27.1092
UniRef50_N1QQB3|unclassified	27.1092
UniRef50_X1ADP5: Marine sediment metagenome DNA, contig: S01H4_L05343 (Fragment)	26.8838
UniRef50_X1ADP5: Marine sediment metagenome DNA, contig: S01H4_L05343 (Fragment)|unclassified	26.8838
UniRef50_X1VPN1: Marine sediment metagenome DNA, contig: S12H4_S26644 (Fragment)	26.8296
UniRef50_X1VPN1: Marine sediment metagenome DNA, contig: S12H4_S26644 (Fragment)|unclassified	26.8296
UniRef50_P12049: UPF0062 protein YexA	26.8227
UniRef50_P12049: UPF0062 protein YexA|unclassified	26.8227
UniRef50_T1ARN9: Phosphoribosylaminoimidazole synthetase (Fragment)	26.2023
UniRef50_T1ARN9: Phosphoribosylaminoimidazole synthetase (Fragment)|unclassified	26.2023
UniRef50_R5CBW3	26.1743
UniRef50_R5CBW3|unclassified	26.1743
UniRef50_R7JMG5	26.014
UniRef50_R7JMG5|unclassified	26.014
UniRef50_A4EC20	25.9589
UniRef50_A4EC20|unclassified	25.9589
UniRef50_R5GDW5	25.5286
UniRef50_R5GDW5|unclassified	25.5286
UniRef50_K2BYP3	24.9718
UniRef50_K2BYP3|unclassified	24.9718
UniRef50_UPI0003D10094: PREDICTED: phosphoribosylformylglycinamidine synthase-like	24.5681
UniRef50_UPI0003D10094: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	24.5681
UniRef50_C0BPR6	24.4034
UniRef50_C0BPR6|unclassified	24.4034
UniRef50_T0ZFN8: Phosphoribosylformylglycinamidine synthase (Fragment)	24.2738
UniRef50_T0ZFN8: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	24.2738
UniRef50_T2NAF3: SIR2-like domain protein (Fragment)	24.0375
UniRef50_T2NAF3: SIR2-like domain protein (Fragment)|unclassified	24.0375
UniRef50_A6BZ62	23.2405
UniRef50_A6BZ62|unclassified	23.2405
UniRef50_UPI00037DFC69: hypothetical protein, partial	22.5804
UniRef50_UPI00037DFC69: hypothetical protein, partial|unclassified	22.5804
UniRef50_F6U9T4	22.0116
UniRef50_F6U9T4|unclassified	22.0116
UniRef50_UPI00036CAFF9: hypothetical protein, partial	21.8832
UniRef50_UPI00036CAFF9: hypothetical protein, partial|unclassified	21.8832
UniRef50_UPI000248A396: dihydrofolate reductase	21.8458
UniRef50_UPI000248A396: dihydrofolate reductase|unclassified	21.8458
UniRef50_A3YZN6	21.8296
UniRef50_A3YZN6|unclassified	21.8296
UniRef50_I3TMV8: Phosphoribosylformylglycinamidine synthase protein	21.6975
UniRef50_I3TMV8: Phosphoribosylformylglycinamidine synthase protein|unclassified	21.6975
UniRef50_R5SLN3	21.4596
UniRef50_R5SLN3|unclassified	21.4596
UniRef50_E1L0Y1: Phosphoribosylformylglycinamidine synthase, purS protein	21.4482
UniRef50_E1L0Y1: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	21.4482
UniRef50_X1T314: Marine sediment metagenome DNA, contig: S12H4_L05306 (Fragment)	20.7369
UniRef50_X1T314: Marine sediment metagenome DNA, contig: S12H4_L05306 (Fragment)|unclassified	20.7369
UniRef50_Q5H3B9	20.7313
UniRef50_Q5H3B9|unclassified	20.7313
UniRef50_D4BN51	20.3488
UniRef50_D4BN51|unclassified	20.3488
UniRef50_Q8Y303: Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	20.2062
UniRef50_Q8Y303: Glutamine--fructose-6-phosphate aminotransferase [isomerizing]|unclassified	20.2062
UniRef50_Q01EZ1: WGS project CAID00000000 data, contig chromosome 02	19.9199
UniRef50_Q01EZ1: WGS project CAID00000000 data, contig chromosome 02|unclassified	19.9199
UniRef50_U1NZY3: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain protein	19.7221
UniRef50_U1NZY3: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain protein|unclassified	19.7221
UniRef50_Q2N8Y0	19.4088
UniRef50_Q2N8Y0|unclassified	19.4088
UniRef50_G5HDL9	19.2693
UniRef50_G5HDL9|unclassified	19.2693
UniRef50_UPI0001746899: phosphoribosylaminoimidazolesuccinocarboxamide synthase	19.2617
UniRef50_UPI0001746899: phosphoribosylaminoimidazolesuccinocarboxamide synthase|unclassified	19.2617
UniRef50_A5ULV3: IMP cyclohydrolase	19.2497
UniRef50_A5ULV3: IMP cyclohydrolase|unclassified	19.2497
