# Gene Family	SampleDe_Novo_Purine_Biosynthesis_Abundance-RPKs
UniRef50_Q97CA5: Ribose-phosphate pyrophosphokinase	18.0917188454
UniRef50_Q97CA5: Ribose-phosphate pyrophosphokinase|unclassified	18.0917188454
UniRef50_R5GIK8	17.9921081845
UniRef50_R5GIK8|unclassified	17.9921081845
UniRef50_UPI0003A2D1BC: MULTISPECIES: phosphoribosylformylglycinamidine synthase	17.8979049852
UniRef50_UPI0003A2D1BC: MULTISPECIES: phosphoribosylformylglycinamidine synthase|unclassified	17.8979049852
UniRef50_Q092V7	17.8861061431
UniRef50_Q092V7|unclassified	17.8861061431
UniRef50_UPI0003638C62: hypothetical protein	17.8426256018
UniRef50_UPI0003638C62: hypothetical protein|unclassified	17.8426256018
UniRef50_V7D7X5	17.7036014488
UniRef50_V7D7X5|unclassified	17.7036014488
UniRef50_UPI0002627EC0: phosphoribosylaminoimidazole synthetase	17.6787527993
UniRef50_UPI0002627EC0: phosphoribosylaminoimidazole synthetase|unclassified	17.6787527993
UniRef50_C4J057	17.6522642126
UniRef50_C4J057|unclassified	17.6522642126
UniRef50_X7YUF9: SAICAR synthetase family protein	17.6463287421
UniRef50_X7YUF9: SAICAR synthetase family protein|unclassified	17.6463287421
UniRef50_R6YQ01	17.5857700930
UniRef50_R6YQ01|unclassified	17.5857700930
UniRef50_P0AF94: 2-iminobutanoate/2-iminopropanoate deaminase	17.2797897097
UniRef50_P0AF94: 2-iminobutanoate/2-iminopropanoate deaminase|unclassified	17.2797897097
UniRef50_Q13ZT3	17.2541079812
UniRef50_Q13ZT3|unclassified	17.2541079812
UniRef50_UPI0003664C4C: hypothetical protein	16.9007714538
UniRef50_UPI0003664C4C: hypothetical protein|unclassified	16.9007714538
UniRef50_X0S607: Marine sediment metagenome DNA, contig: S01H1_L07335 (Fragment)	16.8782603453
UniRef50_X0S607: Marine sediment metagenome DNA, contig: S01H1_L07335 (Fragment)|unclassified	16.8782603453
UniRef50_UPI000365D201: hypothetical protein	16.8469016570
UniRef50_UPI000365D201: hypothetical protein|unclassified	16.8469016570
UniRef50_Q18DI6: IMP cyclohydrolase	16.5393392053
UniRef50_Q18DI6: IMP cyclohydrolase|unclassified	16.5393392053
UniRef50_X1QNU5: Marine sediment metagenome DNA, contig: S06H3_S16257 (Fragment)	16.4597419596
UniRef50_X1QNU5: Marine sediment metagenome DNA, contig: S06H3_S16257 (Fragment)|unclassified	16.4597419596
UniRef50_R6I8L0	16.4185258601
UniRef50_R6I8L0|unclassified	16.4185258601
UniRef50_A5CZ49	16.2540266206
UniRef50_A5CZ49|unclassified	16.2540266206
UniRef50_F0Z2X6: Putative regulator of purine operon, putative translation initiation inhibitor	16.0475357963
UniRef50_F0Z2X6: Putative regulator of purine operon, putative translation initiation inhibitor|unclassified	16.0475357963
UniRef50_W1XMP8: Phosphoribosylformylglycinamidine synthase (Fragment)	15.9207158813
UniRef50_W1XMP8: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	15.9207158813
UniRef50_UPI00035D7491: hypothetical protein	15.6593334360
UniRef50_UPI00035D7491: hypothetical protein|unclassified	15.6593334360
UniRef50_E7NEK0: Ade1p	15.6544053994
UniRef50_E7NEK0: Ade1p|unclassified	15.6544053994
UniRef50_W8UI47: Phosphoribosyl-aminoimidazole synthetase	15.6138904845
UniRef50_W8UI47: Phosphoribosyl-aminoimidazole synthetase|unclassified	15.6138904845
UniRef50_X1QKB2: Marine sediment metagenome DNA, contig: S06H3_S22976 (Fragment)	15.5924015234
UniRef50_X1QKB2: Marine sediment metagenome DNA, contig: S06H3_S22976 (Fragment)|unclassified	15.5924015234
UniRef50_Q065J3: Phosphoribosylformylglycinamidine synthetase PurS	15.5811222938
UniRef50_Q065J3: Phosphoribosylformylglycinamidine synthetase PurS|unclassified	15.5811222938
UniRef50_U2IBK9: Tetratricopeptide repeat protein (Fragment)	15.5329311528
UniRef50_U2IBK9: Tetratricopeptide repeat protein (Fragment)|unclassified	15.5329311528
UniRef50_K2BT75	15.2844754653
UniRef50_K2BT75|unclassified	15.2844754653
UniRef50_F5TB39	15.1030211745
UniRef50_F5TB39|unclassified	15.1030211745
UniRef50_U1Q7L8: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain protein	15.0850677112
UniRef50_U1Q7L8: Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain protein|unclassified	15.0850677112
UniRef50_UPI0003713AE8: hypothetical protein, partial	15.0629190026
UniRef50_UPI0003713AE8: hypothetical protein, partial|unclassified	15.0629190026
UniRef50_W4TPI9: Phosphoribosylformylglycinamidine synthase	15.0484263896
UniRef50_W4TPI9: Phosphoribosylformylglycinamidine synthase|unclassified	15.0484263896
UniRef50_UPI00035EA92D: hypothetical protein	15.0459529433
UniRef50_UPI00035EA92D: hypothetical protein|unclassified	15.0459529433
UniRef50_O59586: Ribose-phosphate pyrophosphokinase	14.8578478478
UniRef50_O59586: Ribose-phosphate pyrophosphokinase|unclassified	14.8578478478
UniRef50_A0B5C6: Phosphoribosylformylglycinamidine synthase 1	14.8268704869
UniRef50_A0B5C6: Phosphoribosylformylglycinamidine synthase 1|unclassified	14.8268704869
UniRef50_UPI000368AAE5: hypothetical protein	14.7765877120
UniRef50_UPI000368AAE5: hypothetical protein|unclassified	14.7765877120
UniRef50_T1BHP7: Protein containing AIR synthase related protein (Fragment)	14.7352353528
UniRef50_T1BHP7: Protein containing AIR synthase related protein (Fragment)|unclassified	14.7352353528
UniRef50_UPI00035D77BC: hypothetical protein	14.7106672549
UniRef50_UPI00035D77BC: hypothetical protein|unclassified	14.7106672549
UniRef50_G4T832	14.5451518477
UniRef50_G4T832|unclassified	14.5451518477
UniRef50_R7I866	14.4593994389
UniRef50_R7I866|unclassified	14.4593994389
UniRef50_Q5JD29: IMP cyclohydrolase	14.2451343993
UniRef50_Q5JD29: IMP cyclohydrolase|unclassified	14.2451343993
UniRef50_D0NC78	14.1788463959
UniRef50_D0NC78|unclassified	14.1788463959
UniRef50_O28996: Putative phosphoribosylaminoimidazole-succinocarboxamide synthase	14.0676789015
UniRef50_O28996: Putative phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	14.0676789015
UniRef50_X1Q9Y6: Marine sediment metagenome DNA, contig: S06H3_S28339 (Fragment)	14.0222027749
UniRef50_X1Q9Y6: Marine sediment metagenome DNA, contig: S06H3_S28339 (Fragment)|unclassified	14.0222027749
UniRef50_Q8TUT6: Ribose-phosphate pyrophosphokinase	14.0140239903
UniRef50_Q8TUT6: Ribose-phosphate pyrophosphokinase|unclassified	14.0140239903
UniRef50_A4JR32	13.9276069746
UniRef50_A4JR32|unclassified	13.9276069746
UniRef50_UPI00037EB99A: hypothetical protein	13.9205382241
UniRef50_UPI00037EB99A: hypothetical protein|unclassified	13.9205382241
UniRef50_Q54JC8: Phosphoribosylformylglycinamidine synthase	13.7738155153
UniRef50_Q54JC8: Phosphoribosylformylglycinamidine synthase|unclassified	13.7738155153
UniRef50_X1NRD4: Marine sediment metagenome DNA, contig: S06H3_S02731 (Fragment)	13.6994463318
UniRef50_X1NRD4: Marine sediment metagenome DNA, contig: S06H3_S02731 (Fragment)|unclassified	13.6994463318
UniRef50_Q9ZN89: OrfL protein (Fragment)	13.6257361489
UniRef50_Q9ZN89: OrfL protein (Fragment)|unclassified	13.6257361489
UniRef50_P44839: RutC family protein HI_0719	13.4776629590
UniRef50_P44839: RutC family protein HI_0719|unclassified	13.4776629590
UniRef50_X1LDG4: Marine sediment metagenome DNA, contig: S06H3_L02705	13.4102410230
UniRef50_X1LDG4: Marine sediment metagenome DNA, contig: S06H3_L02705|unclassified	13.4102410230
UniRef50_T0M6C1	13.3018700015
UniRef50_T0M6C1|unclassified	13.3018700015
UniRef50_D5BVL5: Tetratricopeptide domain protein	13.2070988436
UniRef50_D5BVL5: Tetratricopeptide domain protein|unclassified	13.2070988436
UniRef50_T1D504: Phosphoribosylformylglycinamidine synthase II (Fragment)	13.1678893975
UniRef50_T1D504: Phosphoribosylformylglycinamidine synthase II (Fragment)|unclassified	13.1678893975
UniRef50_UPI00037B9963: hypothetical protein	13.1279649508
UniRef50_UPI00037B9963: hypothetical protein|unclassified	13.1279649508
UniRef50_UPI0003B4A32D: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial	13.1024525744
UniRef50_UPI0003B4A32D: phosphoribosylaminoimidazole-succinocarboxamide synthase, partial|unclassified	13.1024525744
UniRef50_UPI000305C35E: phosphoglucose isomerase	13.0427949153
UniRef50_UPI000305C35E: phosphoglucose isomerase|unclassified	13.0427949153
UniRef50_Q9I6Q8: 3-carboxy-cis,cis-muconate cycloisomerase	12.8876758883
UniRef50_Q9I6Q8: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	12.8876758883
UniRef50_X1NS87: Marine sediment metagenome DNA, contig: S06H3_S04797 (Fragment)	12.8570946541
UniRef50_X1NS87: Marine sediment metagenome DNA, contig: S06H3_S04797 (Fragment)|unclassified	12.8570946541
UniRef50_R6CHC8	12.7995756481
UniRef50_R6CHC8|unclassified	12.7995756481
UniRef50_W5A3S3	12.7970256898
UniRef50_W5A3S3|unclassified	12.7970256898
UniRef50_UPI000367682A: hypothetical protein	12.7947418147
UniRef50_UPI000367682A: hypothetical protein|unclassified	12.7947418147
UniRef50_B9LU81: IMP cyclohydrolase	12.7922070012
UniRef50_B9LU81: IMP cyclohydrolase|unclassified	12.7922070012
UniRef50_W1Y8T8	12.7091377091
UniRef50_W1Y8T8|unclassified	12.7091377091
UniRef50_R7IIW5	12.6682373139
UniRef50_R7IIW5|unclassified	12.6682373139
UniRef50_U1MSR7: Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase	12.5443669343
UniRef50_U1MSR7: Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase|unclassified	12.5443669343
UniRef50_UPI0004673016: IMP cyclohydrolase	12.5427055519
UniRef50_UPI0004673016: IMP cyclohydrolase|unclassified	12.5427055519
UniRef50_X1R6Y2: Marine sediment metagenome DNA, contig: S06H3_S20002 (Fragment)	12.4583340335
UniRef50_X1R6Y2: Marine sediment metagenome DNA, contig: S06H3_S20002 (Fragment)|unclassified	12.4583340335
UniRef50_UPI00046291C6: PREDICTED: phosphoribosylformylglycinamidine synthase-like, partial	12.4192102295
UniRef50_UPI00046291C6: PREDICTED: phosphoribosylformylglycinamidine synthase-like, partial|unclassified	12.4192102295
UniRef50_Q0W6S4: IMP cyclohydrolase	12.2641523081
UniRef50_Q0W6S4: IMP cyclohydrolase|unclassified	12.2641523081
UniRef50_T0Z8B4: Phosphoribosylformylglycinamidine synthase I (Fragment)	12.2021570407
UniRef50_T0Z8B4: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	12.2021570407
UniRef50_UPI000361C98D: hypothetical protein	12.1176355786
UniRef50_UPI000361C98D: hypothetical protein|unclassified	12.1176355786
UniRef50_UPI0003718578: hypothetical protein	11.7917196491
UniRef50_UPI0003718578: hypothetical protein|unclassified	11.7917196491
UniRef50_UPI0004698A98: MULTISPECIES: hypothetical protein	11.7896905260
UniRef50_UPI0004698A98: MULTISPECIES: hypothetical protein|unclassified	11.7896905260
UniRef50_C9SD80: Translation initiation inhibitor	11.7633224055
UniRef50_C9SD80: Translation initiation inhibitor|unclassified	11.7633224055
UniRef50_Q83FE6	11.6788570065
UniRef50_Q83FE6|unclassified	11.6788570065
UniRef50_D1PNH0	11.6645783873
UniRef50_D1PNH0|unclassified	11.6645783873
UniRef50_UPI0002194289: phosphoribosylpyrophosphate synthetase, partial	11.6085244468
UniRef50_UPI0002194289: phosphoribosylpyrophosphate synthetase, partial|unclassified	11.6085244468
UniRef50_O23992: Expressed sequence tag (Fragment)	11.5572236478
UniRef50_O23992: Expressed sequence tag (Fragment)|unclassified	11.5572236478
UniRef50_UPI0003B3164D: 3-carboxy-cis,cis-muconate cycloisomerase	11.4895719816
UniRef50_UPI0003B3164D: 3-carboxy-cis,cis-muconate cycloisomerase|unclassified	11.4895719816
UniRef50_UPI00036244B3: hypothetical protein	11.4478434951
UniRef50_UPI00036244B3: hypothetical protein|unclassified	11.4478434951
UniRef50_K2D8C5	11.3578358844
UniRef50_K2D8C5|unclassified	11.3578358844
UniRef50_O30123: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase	11.3425949596
UniRef50_O30123: 5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase|unclassified	11.3425949596
UniRef50_X0S1N9: Marine sediment metagenome DNA, contig: S01H1_L04709	11.3242106619
UniRef50_X0S1N9: Marine sediment metagenome DNA, contig: S01H1_L04709|unclassified	11.3242106619
UniRef50_I6XZA0	11.2719883152
UniRef50_I6XZA0|unclassified	11.2719883152
UniRef50_R6TQ74	11.0039709669
UniRef50_R6TQ74|unclassified	11.0039709669
UniRef50_T1BGC6: Phosphoribosylaminoimidazolesuccinocarboxamide synthase (Fragment)	10.9514752490
UniRef50_T1BGC6: Phosphoribosylaminoimidazolesuccinocarboxamide synthase (Fragment)|unclassified	10.9514752490
UniRef50_UPI0000E03111: PREDICTED: phosphoribosylformylglycinamidine synthase isoform X1	10.9084737175
UniRef50_UPI0000E03111: PREDICTED: phosphoribosylformylglycinamidine synthase isoform X1|unclassified	10.9084737175
UniRef50_P35421: Phosphoribosylformylglycinamidine synthase	10.8709332818
UniRef50_P35421: Phosphoribosylformylglycinamidine synthase|unclassified	10.8709332818
UniRef50_UPI00029A061A: adenylosuccinate lyase	10.8667689093
UniRef50_UPI00029A061A: adenylosuccinate lyase|unclassified	10.8667689093
UniRef50_UPI0003EBCAE9: PREDICTED: phosphoribosylformylglycinamidine synthase-like, partial	10.8396851998
UniRef50_UPI0003EBCAE9: PREDICTED: phosphoribosylformylglycinamidine synthase-like, partial|unclassified	10.8396851998
UniRef50_UPI0004769E77: IMP cyclohydrolase	10.7892273187
UniRef50_UPI0004769E77: IMP cyclohydrolase|unclassified	10.7892273187
UniRef50_R7JMG8	10.7786258032
UniRef50_R7JMG8|unclassified	10.7786258032
UniRef50_W1VCT2	10.6897764986
UniRef50_W1VCT2|unclassified	10.6897764986
UniRef50_D1C3A9: Phosphoribosylformylglycinamidine synthase, purS	10.6092384210
UniRef50_D1C3A9: Phosphoribosylformylglycinamidine synthase, purS|unclassified	10.6092384210
UniRef50_B5QNC8	10.5004960864
UniRef50_B5QNC8|unclassified	10.5004960864
UniRef50_A4X185: Phosphoribosylformylglycinamidine synthase, purS	10.4732331842
UniRef50_A4X185: Phosphoribosylformylglycinamidine synthase, purS|unclassified	10.4732331842
UniRef50_K2FBP4	10.4716971743
UniRef50_K2FBP4|unclassified	10.4716971743
UniRef50_X1UMU5: Marine sediment metagenome DNA, contig: S12H4_S23492 (Fragment)	10.3939011133
UniRef50_X1UMU5: Marine sediment metagenome DNA, contig: S12H4_S23492 (Fragment)|unclassified	10.3939011133
UniRef50_W8YRT9	10.3901323425
UniRef50_W8YRT9|unclassified	10.3901323425
UniRef50_UPI00047DF551: hypothetical protein	10.3476342260
UniRef50_UPI00047DF551: hypothetical protein|unclassified	10.3476342260
UniRef50_A5V288	10.3154545101
UniRef50_A5V288|unclassified	10.3154545101
UniRef50_F9VXF1	10.2641881725
UniRef50_F9VXF1|unclassified	10.2641881725
UniRef50_O15067: Phosphoribosylformylglycinamidine synthase	10.1669412196
UniRef50_O15067: Phosphoribosylformylglycinamidine synthase|unclassified	10.1669412196
UniRef50_R6Y2T8	10.0449672012
UniRef50_R6Y2T8|unclassified	10.0449672012
UniRef50_Q09BV4	10.0280443020
UniRef50_Q09BV4|unclassified	10.0280443020
UniRef50_UPI000471CE01: hypothetical protein	9.8914937255
UniRef50_UPI000471CE01: hypothetical protein|unclassified	9.8914937255
UniRef50_R7JQI8	9.8355613413
UniRef50_R7JQI8|unclassified	9.8355613413
UniRef50_S4NPA4: Phosphoribosylformylglycinamidine synthase (Fragment)	9.8284498662
UniRef50_S4NPA4: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	9.8284498662
UniRef50_Q2JWK1: Phosphoribosylformylglycinamidine synthase, PurS protein	9.7459004514
UniRef50_Q2JWK1: Phosphoribosylformylglycinamidine synthase, PurS protein|unclassified	9.7459004514
UniRef50_X1VC35: Marine sediment metagenome DNA, contig: S12H4_S11283 (Fragment)	9.7399838581
UniRef50_X1VC35: Marine sediment metagenome DNA, contig: S12H4_S11283 (Fragment)|unclassified	9.7399838581
UniRef50_X7X6E6	9.7267323065
UniRef50_X7X6E6|unclassified	9.7267323065
UniRef50_A8MCJ8: Phosphoribosylaminoimidazole-succinocarboxamide synthase	9.6441372906
UniRef50_A8MCJ8: Phosphoribosylaminoimidazole-succinocarboxamide synthase|unclassified	9.6441372906
UniRef50_H0YGH1: Phosphoribosylformylglycinamidine synthase (Fragment)	9.6373165851
UniRef50_H0YGH1: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	9.6373165851
UniRef50_UPI0001D314F5: ribose-phosphate pyrophosphokinase	9.5916766534
UniRef50_UPI0001D314F5: ribose-phosphate pyrophosphokinase|unclassified	9.5916766534
UniRef50_X0WXY0: Marine sediment metagenome DNA, contig: S01H1_S25672 (Fragment)	9.5557380040
UniRef50_X0WXY0: Marine sediment metagenome DNA, contig: S01H1_S25672 (Fragment)|unclassified	9.5557380040
UniRef50_T1HDB2	9.4848604203
UniRef50_T1HDB2|unclassified	9.4848604203
UniRef50_UPI000373E1D5: hypothetical protein, partial	9.4159120506
UniRef50_UPI000373E1D5: hypothetical protein, partial|unclassified	9.4159120506
UniRef50_F4FHH0	9.3573804454
UniRef50_F4FHH0|unclassified	9.3573804454
UniRef50_U2JQT7: Tetratricopeptide repeat protein (Fragment)	9.3282334218
UniRef50_U2JQT7: Tetratricopeptide repeat protein (Fragment)|unclassified	9.3282334218
UniRef50_X1GKI5: Marine sediment metagenome DNA, contig: S03H2_L02396 (Fragment)	9.0228460048
UniRef50_X1GKI5: Marine sediment metagenome DNA, contig: S03H2_L02396 (Fragment)|unclassified	9.0228460048
UniRef50_UPI000393FB40: PREDICTED: adenylosuccinate lyase-like	9.0200482029
UniRef50_UPI000393FB40: PREDICTED: adenylosuccinate lyase-like|unclassified	9.0200482029
UniRef50_F9PRJ9	8.9615170374
UniRef50_F9PRJ9|unclassified	8.9615170374
UniRef50_D9QUJ6: Phosphoribosylformylglycinamidine synthase, purS	8.8869639455
UniRef50_D9QUJ6: Phosphoribosylformylglycinamidine synthase, purS|unclassified	8.8869639455
UniRef50_A8ABX6: Phosphoribosylformylglycinamidine synthase 2	8.8844619431
UniRef50_A8ABX6: Phosphoribosylformylglycinamidine synthase 2|unclassified	8.8844619431
UniRef50_UPI0002F6ACFE: phosphoribosylformylglycinamidine synthase	8.8764912348
UniRef50_UPI0002F6ACFE: phosphoribosylformylglycinamidine synthase|unclassified	8.8764912348
UniRef50_J9GFJ7	8.8706471417
UniRef50_J9GFJ7|unclassified	8.8706471417
UniRef50_A9WNK5	8.8195444145
UniRef50_A9WNK5|unclassified	8.8195444145
UniRef50_T0YSR3: Phosphoribosylformylglycinamidine synthase I (Fragment)	8.8145265676
UniRef50_T0YSR3: Phosphoribosylformylglycinamidine synthase I (Fragment)|unclassified	8.8145265676
UniRef50_X0Z1H8: Marine sediment metagenome DNA, contig: S01H4_L01393 (Fragment)	8.7955656492
UniRef50_X0Z1H8: Marine sediment metagenome DNA, contig: S01H4_L01393 (Fragment)|unclassified	8.7955656492
UniRef50_X0URJ0: Marine sediment metagenome DNA, contig: S01H1_S03360 (Fragment)	8.6938593550
UniRef50_X0URJ0: Marine sediment metagenome DNA, contig: S01H1_S03360 (Fragment)|unclassified	8.6938593550
UniRef50_X1CZZ2: Marine sediment metagenome DNA, contig: S01H4_L06248 (Fragment)	8.6209373478
UniRef50_X1CZZ2: Marine sediment metagenome DNA, contig: S01H4_L06248 (Fragment)|unclassified	8.6209373478
UniRef50_Q19311: Probable phosphoribosylformylglycinamidine synthase	8.6024305919
UniRef50_Q19311: Probable phosphoribosylformylglycinamidine synthase|unclassified	8.6024305919
UniRef50_X1MVD3: Marine sediment metagenome DNA, contig: S06H3_C05036 (Fragment)	8.5972428637
UniRef50_X1MVD3: Marine sediment metagenome DNA, contig: S06H3_C05036 (Fragment)|unclassified	8.5972428637
UniRef50_UPI00037F9920: IMP cyclohydrolase	8.5703786329
UniRef50_UPI00037F9920: IMP cyclohydrolase|unclassified	8.5703786329
UniRef50_UPI000362A93A: hypothetical protein	8.5383698875
UniRef50_UPI000362A93A: hypothetical protein|unclassified	8.5383698875
UniRef50_Q3D4Q3: Phosphoribosylformylglycinamidine synthase, putative (Fragment)	8.5309244958
UniRef50_Q3D4Q3: Phosphoribosylformylglycinamidine synthase, putative (Fragment)|unclassified	8.5309244958
UniRef50_A1SHS1: Endoribonuclease L-PSP	8.5118796359
UniRef50_A1SHS1: Endoribonuclease L-PSP|unclassified	8.5118796359
UniRef50_X0XBH0: Marine sediment metagenome DNA, contig: S01H1_S15706 (Fragment)	8.5106382979
UniRef50_X0XBH0: Marine sediment metagenome DNA, contig: S01H1_S15706 (Fragment)|unclassified	8.5106382979
UniRef50_UPI00037172F6: hypothetical protein	8.4877278325
UniRef50_UPI00037172F6: hypothetical protein|unclassified	8.4877278325
UniRef50_Q680A5: Ribose-phosphate pyrophosphokinase 4	8.4417471468
UniRef50_Q680A5: Ribose-phosphate pyrophosphokinase 4|unclassified	8.4417471468
UniRef50_C1D3N9: Putative endoribonuclease L-PSP	8.3958894911
UniRef50_C1D3N9: Putative endoribonuclease L-PSP|unclassified	8.3958894911
UniRef50_V6I2H2	8.3470024999
UniRef50_V6I2H2|unclassified	8.3470024999
UniRef50_Q2W731: Phosphoribosylformylglycinamidine synthase	8.3458020846
UniRef50_Q2W731: Phosphoribosylformylglycinamidine synthase|unclassified	8.3458020846
UniRef50_E6V5H3	8.3450777583
UniRef50_E6V5H3|unclassified	8.3450777583
UniRef50_UPI0001CBC1D4: PREDICTED: phosphoribosylformylglycinamidine synthase-like	8.3279377776
UniRef50_UPI0001CBC1D4: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	8.3279377776
UniRef50_A0B9N7: IMP cyclohydrolase	8.2519069088
UniRef50_A0B9N7: IMP cyclohydrolase|unclassified	8.2519069088
UniRef50_X0UKF8: Marine sediment metagenome DNA, contig: S01H1_S06900 (Fragment)	8.2431935285
UniRef50_X0UKF8: Marine sediment metagenome DNA, contig: S01H1_S06900 (Fragment)|unclassified	8.2431935285
UniRef50_UPI0003B4A220: hypothetical protein	8.1914165818
UniRef50_UPI0003B4A220: hypothetical protein|unclassified	8.1914165818
UniRef50_Q55842: UPF0062 protein slr0519	8.1499830444
UniRef50_Q55842: UPF0062 protein slr0519|unclassified	8.1499830444
UniRef50_UPI00036EF729: hypothetical protein	8.0786275330
UniRef50_UPI00036EF729: hypothetical protein|unclassified	8.0786275330
UniRef50_A7V0U7	8.0426356589
UniRef50_A7V0U7|unclassified	8.0426356589
UniRef50_X1RIY2: Marine sediment metagenome DNA, contig: S06H3_S30712 (Fragment)	8.0000000000
UniRef50_X1RIY2: Marine sediment metagenome DNA, contig: S06H3_S30712 (Fragment)|unclassified	8.0000000000
UniRef50_X1VUV9: Marine sediment metagenome DNA, contig: S12H4_S21918	7.9848930379
UniRef50_X1VUV9: Marine sediment metagenome DNA, contig: S12H4_S21918|unclassified	7.9848930379
UniRef50_Q2NEI3: IMP cyclohydrolase	7.8718876811
UniRef50_Q2NEI3: IMP cyclohydrolase|unclassified	7.8718876811
UniRef50_UPI00032AFC90: PREDICTED: ribose-phosphate pyrophosphokinase 1-like	7.8504599276
UniRef50_UPI00032AFC90: PREDICTED: ribose-phosphate pyrophosphokinase 1-like|unclassified	7.8504599276
UniRef50_N1QQB3	7.8475715453
UniRef50_N1QQB3|unclassified	7.8475715453
UniRef50_X1ADP5: Marine sediment metagenome DNA, contig: S01H4_L05343 (Fragment)	7.7823149646
UniRef50_X1ADP5: Marine sediment metagenome DNA, contig: S01H4_L05343 (Fragment)|unclassified	7.7823149646
UniRef50_X1VPN1: Marine sediment metagenome DNA, contig: S12H4_S26644 (Fragment)	7.7666236937
UniRef50_X1VPN1: Marine sediment metagenome DNA, contig: S12H4_S26644 (Fragment)|unclassified	7.7666236937
UniRef50_P12049: UPF0062 protein YexA	7.7646174472
UniRef50_P12049: UPF0062 protein YexA|unclassified	7.7646174472
UniRef50_T1ARN9: Phosphoribosylaminoimidazole synthetase (Fragment)	7.5850433433
UniRef50_T1ARN9: Phosphoribosylaminoimidazole synthetase (Fragment)|unclassified	7.5850433433
UniRef50_R5CBW3	7.5769172784
UniRef50_R5CBW3|unclassified	7.5769172784
UniRef50_R7JMG5	7.5305229337
UniRef50_R7JMG5|unclassified	7.5305229337
UniRef50_A4EC20	7.5145640536
UniRef50_A4EC20|unclassified	7.5145640536
UniRef50_R5GDW5	7.3900047824
UniRef50_R5GDW5|unclassified	7.3900047824
UniRef50_K2BYP3	7.2288414408
UniRef50_K2BYP3|unclassified	7.2288414408
UniRef50_UPI0003D10094: PREDICTED: phosphoribosylformylglycinamidine synthase-like	7.1119724553
UniRef50_UPI0003D10094: PREDICTED: phosphoribosylformylglycinamidine synthase-like|unclassified	7.1119724553
UniRef50_C0BPR6	7.0642923170
UniRef50_C0BPR6|unclassified	7.0642923170
UniRef50_T0ZFN8: Phosphoribosylformylglycinamidine synthase (Fragment)	7.0267756043
UniRef50_T0ZFN8: Phosphoribosylformylglycinamidine synthase (Fragment)|unclassified	7.0267756043
UniRef50_T2NAF3: SIR2-like domain protein (Fragment)	6.9583847081
UniRef50_T2NAF3: SIR2-like domain protein (Fragment)|unclassified	6.9583847081
UniRef50_A6BZ62	6.7276458085
UniRef50_A6BZ62|unclassified	6.7276458085
UniRef50_UPI00037DFC69: hypothetical protein, partial	6.5365621046
UniRef50_UPI00037DFC69: hypothetical protein, partial|unclassified	6.5365621046
UniRef50_F6U9T4	6.3719030175
UniRef50_F6U9T4|unclassified	6.3719030175
UniRef50_UPI00036CAFF9: hypothetical protein, partial	6.3347316060
UniRef50_UPI00036CAFF9: hypothetical protein, partial|unclassified	6.3347316060
UniRef50_UPI000248A396: dihydrofolate reductase	6.3239148370
UniRef50_UPI000248A396: dihydrofolate reductase|unclassified	6.3239148370
UniRef50_A3YZN6	6.3192334201
UniRef50_A3YZN6|unclassified	6.3192334201
UniRef50_I3TMV8: Phosphoribosylformylglycinamidine synthase protein	6.2809805760
UniRef50_I3TMV8: Phosphoribosylformylglycinamidine synthase protein|unclassified	6.2809805760
UniRef50_R5SLN3	6.2121086030
UniRef50_R5SLN3|unclassified	6.2121086030
UniRef50_E1L0Y1: Phosphoribosylformylglycinamidine synthase, purS protein	6.2088123613
UniRef50_E1L0Y1: Phosphoribosylformylglycinamidine synthase, purS protein|unclassified	6.2088123613
UniRef50_X1T314: Marine sediment metagenome DNA, contig: S12H4_L05306 (Fragment)	6.0029173053
UniRef50_X1T314: Marine sediment metagenome DNA, contig: S12H4_L05306 (Fragment)|unclassified	6.0029173053
UniRef50_Q5H3B9	6.0013036188
UniRef50_Q5H3B9|unclassified	6.0013036188
UniRef50_D4BN51	5.8905684226
UniRef50_D4BN51|unclassified	5.8905684226
UniRef50_Q8Y303: Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	5.8492918369
UniRef50_Q8Y303: Glutamine--fructose-6-phosphate aminotransferase [isomerizing]|unclassified	5.8492918369
UniRef50_Q01EZ1: WGS project CAID00000000 data, contig chromosome 02	5.7664214516
UniRef50_Q01EZ1: WGS project CAID00000000 data, contig chromosome 02|unclassified	5.7664214516
