ID	PHYLLO09_pathabundance	PHYLLO10_pathabundance	PHYLLO11_pathabundance	PHYLLO12_pathabundance	PHYLLO13_pathabundance	PHYLLO14_pathabundance	PHYLLO15_pathabundance	PHYLLO16_pathabundance	PHYLLO17_pathabundance	PHYLLO18_pathabundance	PHYLLO19_pathabundance	PHYLLO20_pathabundance	PHYLLO21_pathabundance	PHYLLO22_pathabundance	PHYLLO23_pathabundance	PHYLLO24_pathabundance	PHYLLO25_pathabundance	PHYLLO26_pathabundance	PHYLLO27_pathabundance	PHYLLO28_pathabundance	PHYLLO29_pathabundance
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0410339983	5.8214010262	0.0	0.0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	8.7009474137	23.5535776130	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5646793305	11.2367282806	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	76.9625884690	237.5139594548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.1130524286	0.0	0.0	13.0570439700	20.2531943364	106.4883122946	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.8422010711	0.0	20.5943880536	0.0
PWY0-1061: superpathway of L-alanine biosynthesis	28.3874450462	53.7986538382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5142470896	0.0	5.4815322792	0.0	7.2699367529	5.2018751008	0.0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8254173716	0.0	0.0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Pantoea.s__Pantoea_ananatis	0.0	2.1009646618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	9.0460483957	32.1992908259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7925091694	0.0	9.5802050816	4.0864867307	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2990759887	0.0	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Pantoea.s__Pantoea_agglomerans	2.8631387808	12.6921156614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling	46.5428103514	333.3483017940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.8949307007	0.0	12.0056630868	2.5024811846	20.3832352279	30.1332872221	0.0
PWY0-1261: anhydromuropeptides recycling|g__Acidovorax.s__Acidovorax_avenae	19.7868196289	102.0951572523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8981473144	0.0	0.0	1.4155415387	0.0	15.3427766830	0.0
PWY0-1261: anhydromuropeptides recycling|g__Acidovorax.s__Acidovorax_citrulli	0.0	118.3796082460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Acidovorax.s__Acidovorax_ebreus	1.4367282729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.1898765218	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Pantoea.s__Pantoea_agglomerans	4.5771657594	22.9610112863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9653499885	0.0	4.0725850100	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Pantoea.s__Pantoea_ananatis	0.0	8.1317543453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3677456225	0.0	2.4554048156	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8810951870	0.0
PWY0-1261: anhydromuropeptides recycling|g__Pseudomonas.s__Pseudomonas_psychrotolerans	7.0760255655	6.9909287441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation	9.6363985781	33.5320295010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1436148753	0.0	6.0027768473	8.1281945622	12.5621303604	32.9895416144	0.0
PWY0-1296: purine ribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0270575883	0.0	0.0
PWY0-1296: purine ribonucleosides degradation|g__Pantoea.s__Pantoea_agglomerans	5.7004019210	13.3748058450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4320672676	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation|g__Pantoea.s__Pantoea_ananatis	0.0	3.0025670935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8102718515	0.0
PWY0-1296: purine ribonucleosides degradation|unclassified	0.0	3.7986831265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.8101218868	0.0	13.6940965644	0.0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.0	22.5423186546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.9630148978	13.1780374955	22.8123347514	0.0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.8790917672	0.0	0.0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6088404271	0.0	12.1984077387	0.0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8807574564	16.2543312304	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II	18.7544628070	84.9983337785	0.0	0.0	0.0	1.4689695643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0838899162	0.0	4.5125378471	0.0	6.0199805020	6.3107402810	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2234131308	0.0	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Pantoea.s__Pantoea_agglomerans	0.0	12.8340238744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Pantoea.s__Pantoea_ananatis	0.0	2.7176948187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Pseudomonas.s__Pseudomonas_psychrotolerans	3.6101613249	9.8259982918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Pseudomonas.s__Pseudomonas_putida	0.0	5.3578956202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1338: polymyxin resistance	11.0870431481	19.5751462524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3729068004	0.0	1.6216284872	0.0	11.0636573475	0.0	0.0
PWY0-1338: polymyxin resistance|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0636573475	0.0	0.0
PWY0-1338: polymyxin resistance|g__Pantoea.s__Pantoea_agglomerans	0.0	7.5798666831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1338: polymyxin resistance|g__Pantoea.s__Pantoea_ananatis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0534429757	0.0	0.0	0.0	0.0
PWY0-1479: tRNA processing	71.9551937589	344.2356830229	0.0	0.0	4.6992737947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9278543085	1.0085203851	4.3011490585	0.0	9.1118618889	21.3351149630	0.0
PWY0-1479: tRNA processing|g__Acidovorax.s__Acidovorax_avenae	0.0	41.0955678708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.6319978514	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1479: tRNA processing|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2097901895	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1479: tRNA processing|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	28.4708520065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1479: tRNA processing|g__Azospirillum.s__Azospirillum_lipoferum	2.9944983834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	130.0401773799	1129.7235000740	0.0	0.0	6.1697400683	6.7436146556	1.0078786987	4.0854002972	0.0	0.0	0.0	0.0	2.4905679157	2.8654300361	47.8781034884	2.2336618605	18.9662731928	15.8575081902	35.7730294488	68.7441979452	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_avenae	53.6191966114	421.3524781645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.2819334642	0.0	4.8968951013	13.9642589783	0.0	62.1439073281	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_citrulli	0.0	477.4917051725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_ebreus	1.1469688432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	2.7279220615	2.2277095184	1.0078786987	2.4336164176	0.0	0.0	0.0	0.0	2.4905679157	2.8654300361	5.5023350861	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	60.9632923445	0.0	0.0	0.0	0.0	0.0	1.6476374027	0.0	0.0	0.0	0.0	0.0	0.0	5.1454031400	0.0	5.5050814611	1.6799664007	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	44.9331833617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.7978930117	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pantoea.s__Pantoea_agglomerans	3.9949937193	47.0335404713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5118261541	2.0208928085	4.4041334709	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pantoea.s__Pantoea_ananatis	0.0	9.8086991898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5357707178	0.0	2.7025459714	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2760352720	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	15.7788626492	15.9514839751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_putida	0.0	4.7359250320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	0.0	8.0652607854	0.0	0.0	0.0	4.2480233797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	123.8946514242	584.2028620577	0.0	0.0	6.4730929448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.5486635830	0.0	7.1318953657	0.0	38.5205165514	107.8347690619	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Acidovorax.s__Acidovorax_avenae	6.3774361538	139.2897302068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5772171315	0.0	0.0	0.0	0.0	18.9927892855	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.1140567369	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Microbacterium.s__Microbacterium_testaceum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9959946837	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Pantoea.s__Pantoea_agglomerans	0.0	20.1853524129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Pantoea.s__Pantoea_ananatis	0.0	4.7358387918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Propionibacterium.s__Propionibacterium_acnes	5.6161791370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	17.5149150258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	20.3372465547	44.6741083981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.3124910458	0.0	0.0	0.0	9.0359064355	47.4282899745	0.0
PWY0-321: phenylacetate degradation I (aerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6827122934	0.0
PWY0-321: phenylacetate degradation I (aerobic)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0381530171	0.0
PWY0-42: 2-methylcitrate cycle I	14.9103339890	145.8556053408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7488643902	0.0	2.1109614440	4.1117127467	0.0	24.2251376794	0.0
PWY0-42: 2-methylcitrate cycle I|g__Acidovorax.s__Acidovorax_avenae	8.8502270664	55.3609095677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-42: 2-methylcitrate cycle I|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3508200446	0.0
PWY0-781: aspartate superpathway	20.2565760364	107.7865323764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.2031990749	0.0	0.0	9.0716327391	0.0	0.0	0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	62.9933157227	411.0404308064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.3276741149	0.0	0.0	0.0	28.2704243932	0.0	0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.6273401099	0.0	0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Pseudomonas.s__Pseudomonas_psychrotolerans	6.6898400872	8.5710797540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	116.6490290593	303.7321195557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.3550682028	0.0	15.0437400263	20.2118645863	29.9192410697	58.8595130273	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Acidovorax.s__Acidovorax_avenae	5.7762583131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Acidovorax.s__Acidovorax_citrulli	0.0	17.8875096729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	42.7379905607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3471772880	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0.0	21.1268673353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5475423345	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6117761785	6.3165438573	0.0	0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	16.8496927732	70.9358629389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7925819943	0.0	5.8603462773	0.0	0.0	6.6360692853	0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Pantoea.s__Pantoea_agglomerans	0.0	15.2952023692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	7.0990824650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	16.8496927732	70.9358629389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7925819943	0.0	5.8603462773	0.0	0.0	6.6360692853	0.0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Pantoea.s__Pantoea_agglomerans	0.0	15.2952023692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	7.0990824650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-389: phytol degradation	0.0	263.8832671479	0.0	0.0	0.0	0.0	0.0	1.7115545934	0.0	0.0	0.0	0.0	1.7092294323	0.0	18.0299122788	0.0	10.8476793989	0.0	0.0	27.8404873629	0.0
PWY66-389: phytol degradation|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5680757628	0.0	0.0	0.0	0.0
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	0.0	94.4504753505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.7912167819	0.0
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2754715813	0.0
PWY66-398: TCA cycle III (animals)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.4971859050	14.9133584858	50.4464192079	0.0
PWY66-398: TCA cycle III (animals)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.1428131707	11.1072675321	36.4568110500	0.0
PWY66-399: gluconeogenesis III	59.8227605795	135.3138066138	0.0	0.0	5.1983388169	0.0	4.1091706290	3.5942320888	0.0	0.0	0.0	0.0	0.0	0.0	26.0275441407	0.0	12.3934758026	19.3151168940	20.0977122769	63.3332292140	0.0
PWY66-399: gluconeogenesis III|unclassified	10.8533658073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7949102327	0.0	6.0076634363	15.7872887724	14.6491423034	44.0841058307	0.0
PWY66-409: superpathway of purine nucleotide salvage	32.1870890458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.8043585716	22.6570552128	43.5371751944	0.0
PWY66-409: superpathway of purine nucleotide salvage|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.1412913668	11.9023885517	23.5606713932	0.0
PWY66-422: D-galactose degradation V (Leloir pathway)	0.0	68.4581186787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2163437352	0.0	4.8807362595	0.0	9.4707511030	10.5453051032	0.0
