ID	PHYLLO09_pathcoverage	PHYLLO10_pathcoverage	PHYLLO11_pathcoverage	PHYLLO12_pathcoverage	PHYLLO13_pathcoverage	PHYLLO14_pathcoverage	PHYLLO15_pathcoverage	PHYLLO16_pathcoverage	PHYLLO17_pathcoverage	PHYLLO18_pathcoverage	PHYLLO19_pathcoverage	PHYLLO20_pathcoverage	PHYLLO21_pathcoverage	PHYLLO22_pathcoverage	PHYLLO23_pathcoverage	PHYLLO24_pathcoverage	PHYLLO25_pathcoverage	PHYLLO26_pathcoverage	PHYLLO27_pathcoverage	PHYLLO28_pathcoverage	PHYLLO29_pathcoverage
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Acidovorax.s__Acidovorax_citrulli	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	0.3589818808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6924853325	0.0	0.0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Pantoea.s__Pantoea_agglomerans	0.0	0.0909694783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8461100453	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011095927	0.0042305114	0.0	0.0
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000055	0.0000000000	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0	0.0000000007	0.0000019349	0.0001209737	0.0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002303796	0.0	0.0000000000	0.0
PWY0-1061: superpathway of L-alanine biosynthesis	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000052	0.0	0.0022807037	0.0	0.0000000747	0.0000000000	0.0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009041032	0.0	0.0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Pantoea.s__Pantoea_ananatis	0.0	0.2983717631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000136772	0.0	0.0011094498	0.0000000000	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1171177428	0.0	0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0.3731314744	0.0318745310	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling	0.0000297238	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0270868488	0.0	0.3335714403	0.0000000022	0.0343011437	0.0000001008	0.0
PWY0-1261: anhydromuropeptides recycling|g__Acidovorax.s__Acidovorax_avenae	0.0000000014	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000001119	0.0	0.0	0.0000088374	0.0	0.0000000156	0.0
PWY0-1261: anhydromuropeptides recycling|g__Acidovorax.s__Acidovorax_citrulli	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Acidovorax.s__Acidovorax_ebreus	0.2220505345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5412752717	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Pantoea.s__Pantoea_agglomerans	0.6053609184	0.1982863619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5173154103	0.0	0.7568931949	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Pantoea.s__Pantoea_ananatis	0.0	0.8822765540	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7210713174	0.0	0.8011849769	0.0	0.0	0.0	0.0
PWY0-1261: anhydromuropeptides recycling|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7245069461	0.0
PWY0-1261: anhydromuropeptides recycling|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0677454777	0.0036510553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0740506768	0.0003994655	0.0004689265	0.0000000001	0.0
PWY0-1296: purine ribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0954506816	0.0	0.0
PWY0-1296: purine ribonucleosides degradation|g__Pantoea.s__Pantoea_agglomerans	0.7349561576	0.2718127022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5574694431	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation|g__Pantoea.s__Pantoea_ananatis	0.0	0.4214135455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1296: purine ribonucleosides degradation|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8033203241	0.0
PWY0-1296: purine ribonucleosides degradation|unclassified	0.0	0.0022437615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0866092078	0.0	0.0000058174	0.0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006119802	0.0007982861	0.0000000000	0.0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0962675374	0.0	0.0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0970245473	0.0	0.0000046081	0.0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000044739	0.0000000000	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II	0.0000000000	0.0000000000	0.0	0.0	0.0	0.1498615111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012571440	0.0	0.0170898579	0.0	0.0000001754	0.0000000000	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014544068	0.0	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Pantoea.s__Pantoea_agglomerans	0.0	0.1863717861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Pantoea.s__Pantoea_ananatis	0.0	0.3830616518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0006711963	0.0207959613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Pseudomonas.s__Pseudomonas_putida	0.0	0.4004252058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1338: polymyxin resistance	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0000095692	0.0	0.0204121607	0.0	0.0
PWY0-1338: polymyxin resistance|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3515113066	0.0	0.0
PWY0-1338: polymyxin resistance|g__Pantoea.s__Pantoea_agglomerans	0.0	0.0160755859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1338: polymyxin resistance|g__Pantoea.s__Pantoea_ananatis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5852137011	0.0	0.0	0.0	0.0
PWY0-1479: tRNA processing	0.0000000486	0.0000000000	0.0	0.0	0.3350998195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0203118108	0.2074234172	0.0072875989	0.0	0.0001799113	0.0000000000	0.0
PWY0-1479: tRNA processing|g__Acidovorax.s__Acidovorax_avenae	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005985417	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1479: tRNA processing|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3027814606	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1479: tRNA processing|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1479: tRNA processing|g__Azospirillum.s__Azospirillum_lipoferum	0.4145611603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	0.9953922677	1.0000000000	0.0	0.0	0.5341167549	0.7724733026	0.0679854734	0.5319885999	0.0	0.0	0.0	0.0	0.3354550318	0.5086610484	0.9160168962	0.5250207652	0.8873346018	0.1898253294	0.9526842055	0.3275280082	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_avenae	0.2037940083	0.0002563333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2532108177	0.0	0.6409617593	0.6954035217	0.0	0.8975256140	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_citrulli	0.0	0.9983246692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acidovorax.s__Acidovorax_ebreus	0.2110150353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acinetobacter.s__Acinetobacter_johnsonii	0.0	0.0	0.0	0.0	0.2432890819	0.4748449610	0.2729947288	0.7387468996	0.0	0.0	0.0	0.0	0.6551186797	0.6376850647	0.3129155606	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.0207846534	0.0	0.0	0.0	0.0	0.0	0.7263387298	0.0	0.0	0.0	0.0	0.0	0.0	0.8604771191	0.0	0.8021331117	0.5559428624	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	0.8980336987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9982052789	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pantoea.s__Pantoea_agglomerans	0.4888851849	0.9985789880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8205938484	0.7123634540	0.8081430020	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pantoea.s__Pantoea_ananatis	0.0	0.9468762672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7494753171	0.0	0.8467218435	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Providencia.s__Providencia_rettgeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7719857952	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.7402479248	0.1866615879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Pseudomonas.s__Pseudomonas_putida	0.0	0.3322251938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|unclassified	0.0	0.0692168685	0.0	0.0	0.0	0.6494188053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0.0495123924	0.0000000000	0.0	0.0	0.4435408275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9242042173	0.0	0.0072503251	0.0	0.1961960491	0.1618169932	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Acidovorax.s__Acidovorax_avenae	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000002968	0.0	0.0	0.0	0.0	0.0000000055	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5344268156	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Microbacterium.s__Microbacterium_testaceum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0058791283	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Pantoea.s__Pantoea_agglomerans	0.0	0.3115125303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Pantoea.s__Pantoea_ananatis	0.0	0.6002941322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Propionibacterium.s__Propionibacterium_acnes	0.5439586923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	0.3289758030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)|unclassified	0.6368327101	0.9988646044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7962532205	0.0	0.0	0.0	0.0407571213	0.8327564532	0.0
PWY0-321: phenylacetate degradation I (aerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0
PWY0-321: phenylacetate degradation I (aerobic)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0
PWY0-42: 2-methylcitrate cycle I	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000014138	0.0	0.0000035976	0.0000000003	0.0	0.0000000000	0.0
PWY0-42: 2-methylcitrate cycle I|g__Acidovorax.s__Acidovorax_avenae	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-42: 2-methylcitrate cycle I|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000032382	0.0
PWY0-781: aspartate superpathway	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0	0.0	0.0000003349	0.0	0.0	0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000393	0.0	0.0	0.0	0.1899504261	0.0	0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6737612772	0.0	0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0186889579	0.0000006005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	0.0000131515	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050759558	0.0	0.4764252282	0.0659807727	0.3041218219	0.0000000009	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Acidovorax.s__Acidovorax_avenae	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Acidovorax.s__Acidovorax_citrulli	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Bradyrhizobium.s__Bradyrhizobium_sp_DFCI_1	0.4186110625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7424171567	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Pantoea.s__Pantoea_agglomerans	0.0	0.1138684796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8517146070	0.0	0.0	0.0	0.0	0.0	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004762166	0.0053939726	0.0	0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012516297	0.0	0.0252718730	0.0	0.0	0.0000000000	0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Pantoea.s__Pantoea_agglomerans	0.0	0.2531327236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	0.0004394185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	0.0000000000	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012516297	0.0	0.0252718730	0.0	0.0	0.0000000000	0.0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Pantoea.s__Pantoea_agglomerans	0.0	0.2531327236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|g__Pseudomonas.s__Pseudomonas_psychrotolerans	0.0	0.0004394185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY66-389: phytol degradation	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.1035495649	0.0	0.0	0.0	0.0	0.2616276988	0.0	0.0000061322	0.0	0.1982067715	0.0	0.0	0.0000000000	0.0
PWY66-389: phytol degradation|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3728012524	0.0	0.0	0.0	0.0
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	0.0	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000010	0.0
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000000000	0.0
PWY66-398: TCA cycle III (animals)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0000741992	0.0000050468	0.0000000000	0.0
PWY66-398: TCA cycle III (animals)|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0740884539	0.0411175040	0.0011049355	0.0
PWY66-399: gluconeogenesis III	0.0000000000	0.0000000000	0.0	0.0	0.3436465504	0.0	0.5357299648	0.3314910489	0.0	0.0	0.0	0.0	0.0	0.0	0.0033176319	0.0	0.2688011919	0.0052709562	0.0164666622	0.0000000001	0.0
