# Gene Family	SampleBacterial_Chemotaxis_Abundance-RPKs
UniRef50_UPI0002630909: methyl-accepting chemotaxis protein, partial	6.7570995984
UniRef50_UPI0002630909: methyl-accepting chemotaxis protein, partial|unclassified	6.7570995984
UniRef50_UPI0004644F23: hypothetical protein	6.7477837803
UniRef50_UPI0004644F23: hypothetical protein|unclassified	6.7477837803
UniRef50_F3GH83: Sugar ABC transporter periplasmic sugar-binding protein	6.7455255195
UniRef50_F3GH83: Sugar ABC transporter periplasmic sugar-binding protein|unclassified	6.7455255195
UniRef50_U5SDH4: D-ribose transporter subunit RbsB	6.7225324416
UniRef50_U5SDH4: D-ribose transporter subunit RbsB|unclassified	6.7225324416
UniRef50_F9TJ74: Methyl-accepting chemotaxis protein (Fragment)	6.7152771615
UniRef50_F9TJ74: Methyl-accepting chemotaxis protein (Fragment)|unclassified	6.7152771615
UniRef50_UPI00016C3A67: PAS/PAC sensor hybrid histidine kinase	6.6885566171
UniRef50_UPI00016C3A67: PAS/PAC sensor hybrid histidine kinase|unclassified	6.6885566171
UniRef50_F0KDE7: Periplasmic sugar-binding protein	6.6547709536
UniRef50_F0KDE7: Periplasmic sugar-binding protein|unclassified	6.6547709536
UniRef50_UPI000365A608: hypothetical protein, partial	6.6542067851
UniRef50_UPI000365A608: hypothetical protein, partial|unclassified	6.6542067851
UniRef50_D5RIN9: Cache domain protein (Fragment)	6.6447089876
UniRef50_D5RIN9: Cache domain protein (Fragment)|unclassified	6.6447089876
UniRef50_UPI00036A9F0B: hypothetical protein	6.6225165563
UniRef50_UPI00036A9F0B: hypothetical protein|unclassified	6.6225165563
UniRef50_UPI00035C1F9A: hypothetical protein	6.6110667217
UniRef50_UPI00035C1F9A: hypothetical protein|unclassified	6.6110667217
UniRef50_UPI000379B1EF: hypothetical protein	6.5999810681
UniRef50_UPI000379B1EF: hypothetical protein|unclassified	6.5999810681
UniRef50_B2J7A7: Periplasmic binding protein/LacI transcriptional regulator	6.5997922287
UniRef50_B2J7A7: Periplasmic binding protein/LacI transcriptional regulator|unclassified	6.5997922287
UniRef50_UPI000373EF1B: hypothetical protein	6.5837536647
UniRef50_UPI000373EF1B: hypothetical protein|unclassified	6.5837536647
UniRef50_UPI00037D8232: hypothetical protein	6.5725849516
UniRef50_UPI00037D8232: hypothetical protein|unclassified	6.5725849516
UniRef50_UPI0003B33F76: hypothetical protein	6.5580143395
UniRef50_UPI0003B33F76: hypothetical protein|unclassified	6.5580143395
UniRef50_Q4C235	6.5360175148
UniRef50_Q4C235|unclassified	6.5360175148
UniRef50_K1X678	6.5217816856
UniRef50_K1X678|unclassified	6.5217816856
UniRef50_R7HWC3: Chemotaxis protein CheX	6.5161116008
UniRef50_R7HWC3: Chemotaxis protein CheX|unclassified	6.5161116008
UniRef50_UPI000374A0AA: hypothetical protein	6.4917686593
UniRef50_UPI000374A0AA: hypothetical protein|unclassified	6.4917686593
UniRef50_UPI0004765D37: hypothetical protein, partial	6.4839802831
UniRef50_UPI0004765D37: hypothetical protein, partial|unclassified	6.4839802831
UniRef50_U2KK15: Putative chemotaxis protein CheX	6.4649343915
UniRef50_U2KK15: Putative chemotaxis protein CheX|unclassified	6.4649343915
UniRef50_UPI000299D43A: hybrid histidine kinase	6.4547368918
UniRef50_UPI000299D43A: hybrid histidine kinase|unclassified	6.4547368918
UniRef50_UPI00036A9F6A: flagellar motor switch protein FliM	6.4503388791
UniRef50_UPI00036A9F6A: flagellar motor switch protein FliM|unclassified	6.4503388791
UniRef50_F8GXT8: Methyl-accepting chemotaxis protein I	6.4339683864
UniRef50_F8GXT8: Methyl-accepting chemotaxis protein I|unclassified	6.4339683864
UniRef50_A0A011RP77	6.4205622887
UniRef50_A0A011RP77|unclassified	6.4205622887
UniRef50_R6F7H8: Sugar ABC transporter substrate-binding protein	6.4204841947
UniRef50_R6F7H8: Sugar ABC transporter substrate-binding protein|unclassified	6.4204841947
UniRef50_I5C2T2: Periplasmic binding protein/LacI transcriptional regulator	6.3860359327
UniRef50_I5C2T2: Periplasmic binding protein/LacI transcriptional regulator|unclassified	6.3860359327
UniRef50_E1EAZ5: Methyl-accepting chemotaxis protein	6.3786177606
UniRef50_E1EAZ5: Methyl-accepting chemotaxis protein|unclassified	6.3786177606
UniRef50_UPI00047DE809: hypothetical protein	6.3721750252
UniRef50_UPI00047DE809: hypothetical protein|unclassified	6.3721750252
UniRef50_UPI0002EF1304: hypothetical protein	6.3469230063
UniRef50_UPI0002EF1304: hypothetical protein|unclassified	6.3469230063
UniRef50_UPI00046381AE: hypothetical protein	6.3420368974
UniRef50_UPI00046381AE: hypothetical protein|unclassified	6.3420368974
UniRef50_A0A011Q2P7	6.3291139241
UniRef50_A0A011Q2P7|unclassified	6.3291139241
UniRef50_UPI0003B3B6A3: hypothetical protein	6.3082000914
UniRef50_UPI0003B3B6A3: hypothetical protein|unclassified	6.3082000914
UniRef50_W1XFV0: Methyl-accepting chemotaxis sensory transducer (Fragment)	6.2893081761
UniRef50_W1XFV0: Methyl-accepting chemotaxis sensory transducer (Fragment)|unclassified	6.2893081761
UniRef50_Q11HX5: Monosaccharide ABC transporter substrate-binding protein, CUT2 family	6.2890289827
UniRef50_Q11HX5: Monosaccharide ABC transporter substrate-binding protein, CUT2 family|unclassified	6.2890289827
UniRef50_UPI00037A2DC4: hypothetical protein	6.2781794220
UniRef50_UPI00037A2DC4: hypothetical protein|unclassified	6.2781794220
UniRef50_A8V419	6.2705784068
UniRef50_A8V419|unclassified	6.2705784068
UniRef50_UPI000299D13C: atypical hybrid histidine kinase	6.2646231120
UniRef50_UPI000299D13C: atypical hybrid histidine kinase|unclassified	6.2646231120
UniRef50_UPI0003FA8F5C: hypothetical protein	6.2623728415
UniRef50_UPI0003FA8F5C: hypothetical protein|unclassified	6.2623728415
UniRef50_UPI0003828FD9: hypothetical protein, partial	6.2607475628
UniRef50_UPI0003828FD9: hypothetical protein, partial|unclassified	6.2607475628
UniRef50_C7QJZ0: Periplasmic binding protein/LacI transcriptional regulator	6.1971549058
UniRef50_C7QJZ0: Periplasmic binding protein/LacI transcriptional regulator|unclassified	6.1971549058
UniRef50_UPI0003B3A31D: diguanylate cyclase	6.1959028323
UniRef50_UPI0003B3A31D: diguanylate cyclase|unclassified	6.1959028323
UniRef50_UPI0001745063: ArsR family transcriptional regulator	6.1929582379
UniRef50_UPI0001745063: ArsR family transcriptional regulator|unclassified	6.1929582379
UniRef50_W1YTU3	6.1898981627
UniRef50_W1YTU3|unclassified	6.1898981627
UniRef50_UPI00036281D8: hypothetical protein	6.1855348236
UniRef50_UPI00036281D8: hypothetical protein|unclassified	6.1855348236
UniRef50_UPI000476A0ED: sugar ABC transporter substrate-binding protein	6.1700993886
UniRef50_UPI000476A0ED: sugar ABC transporter substrate-binding protein|unclassified	6.1700993886
UniRef50_UPI00037DFBE2: hypothetical protein	6.1655434787
UniRef50_UPI00037DFBE2: hypothetical protein|unclassified	6.1655434787
UniRef50_UPI0004785795: D-ribose transporter subunit RbsB	6.1561022564
UniRef50_UPI0004785795: D-ribose transporter subunit RbsB|unclassified	6.1561022564
UniRef50_UPI00047B8046: hypothetical protein, partial	6.1506862190
UniRef50_UPI00047B8046: hypothetical protein, partial|unclassified	6.1506862190
UniRef50_UPI00047E7761: hypothetical protein	6.1400087457
UniRef50_UPI00047E7761: hypothetical protein|unclassified	6.1400087457
UniRef50_UPI000382417D: hypothetical protein	6.1330400586
UniRef50_UPI000382417D: hypothetical protein|unclassified	6.1330400586
UniRef50_E2QET5: Ribose ABC transporter	6.1126267717
UniRef50_E2QET5: Ribose ABC transporter|unclassified	6.1126267717
UniRef50_T2GEJ8: Putative CheC domain protein	6.0856358010
UniRef50_T2GEJ8: Putative CheC domain protein|unclassified	6.0856358010
UniRef50_UPI0003673171: hypothetical protein	6.0548318962
UniRef50_UPI0003673171: hypothetical protein|unclassified	6.0548318962
UniRef50_UPI000371926D: hypothetical protein	6.0494746775
UniRef50_UPI000371926D: hypothetical protein|unclassified	6.0494746775
UniRef50_UPI00036A32AC: hypothetical protein	6.0488590298
UniRef50_UPI00036A32AC: hypothetical protein|unclassified	6.0488590298
UniRef50_UPI00047B8D00: hypothetical protein	6.0465756076
UniRef50_UPI00047B8D00: hypothetical protein|unclassified	6.0465756076
UniRef50_UPI00016B18EB: chemotaxis protein	6.0373517829
UniRef50_UPI00016B18EB: chemotaxis protein|unclassified	6.0373517829
UniRef50_UPI00041F6A69: hypothetical protein	6.0361210774
UniRef50_UPI00041F6A69: hypothetical protein|unclassified	6.0361210774
UniRef50_I0I8I2: Ribose ABC transporter substrate binding protein	6.0291136943
UniRef50_I0I8I2: Ribose ABC transporter substrate binding protein|unclassified	6.0291136943
UniRef50_UPI0003765045: MULTISPECIES: hypothetical protein	6.0197233070
UniRef50_UPI0003765045: MULTISPECIES: hypothetical protein|unclassified	6.0197233070
UniRef50_UPI00047832C4: hypothetical protein, partial	6.0134165690
UniRef50_UPI00047832C4: hypothetical protein, partial|unclassified	6.0134165690
UniRef50_UPI00036A6052: hypothetical protein	6.0130483037
UniRef50_UPI00036A6052: hypothetical protein|unclassified	6.0130483037
UniRef50_UPI00047D2382: hypothetical protein	5.9938479844
UniRef50_UPI00047D2382: hypothetical protein|unclassified	5.9938479844
UniRef50_UPI00047C1A57: hypothetical protein	5.9866883919
UniRef50_UPI00047C1A57: hypothetical protein|unclassified	5.9866883919
UniRef50_UPI0004718573: hypothetical protein, partial	5.9820658717
UniRef50_UPI0004718573: hypothetical protein, partial|unclassified	5.9820658717
UniRef50_UPI00016C38B8: chemotaxis-specific methylesterase	5.9671228940
UniRef50_UPI00016C38B8: chemotaxis-specific methylesterase|unclassified	5.9671228940
UniRef50_UPI00016C38B7: CheA chemotaxis protein	5.9375090046
UniRef50_UPI00016C38B7: CheA chemotaxis protein|unclassified	5.9375090046
UniRef50_UPI000373D988: methyl-accepting chemotaxis protein	5.9348338864
UniRef50_UPI000373D988: methyl-accepting chemotaxis protein|unclassified	5.9348338864
UniRef50_UPI0003745B5F: hypothetical protein	5.9328043850
UniRef50_UPI0003745B5F: hypothetical protein|unclassified	5.9328043850
UniRef50_K7AXY9	5.9304352116
UniRef50_K7AXY9|unclassified	5.9304352116
UniRef50_UPI00037EF09A: hypothetical protein	5.9280803900
UniRef50_UPI00037EF09A: hypothetical protein|unclassified	5.9280803900
UniRef50_UPI0003608A1F: hypothetical protein	5.9251332890
UniRef50_UPI0003608A1F: hypothetical protein|unclassified	5.9251332890
UniRef50_F0RXF6: Periplasmic-binding protein/LacI transcriptional regulator	5.9140846596
UniRef50_F0RXF6: Periplasmic-binding protein/LacI transcriptional regulator|unclassified	5.9140846596
UniRef50_UPI000377ED14: hypothetical protein	5.8950486120
UniRef50_UPI000377ED14: hypothetical protein|unclassified	5.8950486120
UniRef50_UPI00047AB613: chemotaxis protein CheR	5.8522324919
UniRef50_UPI00047AB613: chemotaxis protein CheR|unclassified	5.8522324919
UniRef50_UPI000360A910: hypothetical protein	5.8512598643
UniRef50_UPI000360A910: hypothetical protein|unclassified	5.8512598643
UniRef50_B2TB68	5.8479532164
UniRef50_B2TB68|unclassified	5.8479532164
UniRef50_UPI00036BD465: hypothetical protein	5.8418150596
UniRef50_UPI00036BD465: hypothetical protein|unclassified	5.8418150596
UniRef50_UPI000348FF86: hypothetical protein	5.7938612963
UniRef50_UPI000348FF86: hypothetical protein|unclassified	5.7938612963
UniRef50_X1MJ14: Marine sediment metagenome DNA, contig: S06H3_C05404 (Fragment)	5.7825914893
UniRef50_X1MJ14: Marine sediment metagenome DNA, contig: S06H3_C05404 (Fragment)|unclassified	5.7825914893
UniRef50_UPI0002E680E3: hypothetical protein	5.7743063513
UniRef50_UPI0002E680E3: hypothetical protein|unclassified	5.7743063513
UniRef50_UPI00036C1571: hypothetical protein	5.7633560188
UniRef50_UPI00036C1571: hypothetical protein|unclassified	5.7633560188
UniRef50_UPI00047B16D0: hypothetical protein	5.7421925977
UniRef50_UPI00047B16D0: hypothetical protein|unclassified	5.7421925977
UniRef50_UPI0003754D8B: hypothetical protein	5.7331624425
UniRef50_UPI0003754D8B: hypothetical protein|unclassified	5.7331624425
UniRef50_A4THZ4: Flagellar motor switch protein	5.7330941308
UniRef50_A4THZ4: Flagellar motor switch protein|unclassified	5.7330941308
UniRef50_X0TLU7: Marine sediment metagenome DNA, contig: S01H1_L07786 (Fragment)	5.7329653722
UniRef50_X0TLU7: Marine sediment metagenome DNA, contig: S01H1_L07786 (Fragment)|unclassified	5.7329653722
UniRef50_UPI00035E864D: hypothetical protein	5.7236522806
UniRef50_UPI00035E864D: hypothetical protein|unclassified	5.7236522806
UniRef50_L7ZW96: Ribose ABC importer substrate-binding protein	5.7079676891
UniRef50_L7ZW96: Ribose ABC importer substrate-binding protein|unclassified	5.7079676891
UniRef50_C1DLC8: ABC transporter substrate binding protein	5.7070849712
UniRef50_C1DLC8: ABC transporter substrate binding protein|unclassified	5.7070849712
UniRef50_H3NQR0	5.7069396744
UniRef50_H3NQR0|unclassified	5.7069396744
UniRef50_UPI00029A1328: hybrid histidine kinase	5.6938230603
UniRef50_UPI00029A1328: hybrid histidine kinase|unclassified	5.6938230603
UniRef50_UPI0003604039: hypothetical protein	5.6894942718
UniRef50_UPI0003604039: hypothetical protein|unclassified	5.6894942718
UniRef50_A0A011RZ75: Methyl-accepting chemotaxis protein 4	5.6812483271
UniRef50_A0A011RZ75: Methyl-accepting chemotaxis protein 4|unclassified	5.6812483271
UniRef50_R5X9K9: Monosaccharide ABC transporter substrate-binding protein CUT2 family (TC 3.A.1.2.-)	5.6548007522
UniRef50_R5X9K9: Monosaccharide ABC transporter substrate-binding protein CUT2 family (TC 3.A.1.2.-)|unclassified	5.6548007522
UniRef50_E0QSZ6	5.6497175141
UniRef50_E0QSZ6|unclassified	5.6497175141
UniRef50_UPI00036EF20C: hypothetical protein	5.6497175141
UniRef50_UPI00036EF20C: hypothetical protein|unclassified	5.6497175141
UniRef50_F9TJK1: Sugar ABC transporter periplasmic protein	5.6386323904
UniRef50_F9TJK1: Sugar ABC transporter periplasmic protein|unclassified	5.6386323904
UniRef50_UPI0003B4CE56: histidine kinase	5.6222745581
UniRef50_UPI0003B4CE56: histidine kinase|unclassified	5.6222745581
UniRef50_J3HU19	5.6172915727
UniRef50_J3HU19|unclassified	5.6172915727
UniRef50_F1VWG5	5.6057238552
UniRef50_F1VWG5|unclassified	5.6057238552
UniRef50_UPI00036CB0FF: hypothetical protein	5.6018552705
UniRef50_UPI00036CB0FF: hypothetical protein|unclassified	5.6018552705
UniRef50_UPI00037FC051: hypothetical protein, partial	5.5222459492
UniRef50_UPI00037FC051: hypothetical protein, partial|unclassified	5.5222459492
UniRef50_UPI000370C29E: MULTISPECIES: chemotaxis protein CheA	5.5090250481
UniRef50_UPI000370C29E: MULTISPECIES: chemotaxis protein CheA|unclassified	5.5090250481
UniRef50_F5S4K2: Galactoside ABC superfamily ATP binding cassette transporter, binding protein	5.4766253568
UniRef50_F5S4K2: Galactoside ABC superfamily ATP binding cassette transporter, binding protein|unclassified	5.4766253568
UniRef50_C5AMD0: Methyl-accepting chemotaxis protein	5.4610021272
UniRef50_C5AMD0: Methyl-accepting chemotaxis protein|unclassified	5.4610021272
UniRef50_U2DJV4	5.4570360775
UniRef50_U2DJV4|unclassified	5.4570360775
UniRef50_UPI0003622CBE: hypothetical protein	5.4494863519
UniRef50_UPI0003622CBE: hypothetical protein|unclassified	5.4494863519
UniRef50_UPI000345A186: hypothetical protein	5.4473479761
UniRef50_UPI000345A186: hypothetical protein|unclassified	5.4473479761
UniRef50_G4F9F5: Periplasmic binding protein/LacI transcriptional regulator	5.4460557073
UniRef50_G4F9F5: Periplasmic binding protein/LacI transcriptional regulator|unclassified	5.4460557073
UniRef50_UPI0002625B36: flagellar motor switch protein FliN	5.4398732436
UniRef50_UPI0002625B36: flagellar motor switch protein FliN|unclassified	5.4398732436
UniRef50_K2D4Q5	5.4347826087
UniRef50_K2D4Q5|unclassified	5.4347826087
UniRef50_UPI0004787643: hypothetical protein	5.4332438927
UniRef50_UPI0004787643: hypothetical protein|unclassified	5.4332438927
UniRef50_Q8PXA0: Probable chemoreceptor glutamine deamidase CheD 2	5.3782439590
UniRef50_Q8PXA0: Probable chemoreceptor glutamine deamidase CheD 2|unclassified	5.3782439590
UniRef50_A0A024H4R2: Putative sugar ABC transporter	5.3767713496
UniRef50_A0A024H4R2: Putative sugar ABC transporter|unclassified	5.3767713496
UniRef50_R6KNN6: Periplasmic binding s and sugar binding domain of the LacI family protein	5.3665864227
UniRef50_R6KNN6: Periplasmic binding s and sugar binding domain of the LacI family protein|unclassified	5.3665864227
UniRef50_G2ZCL0	5.3644494130
UniRef50_G2ZCL0|unclassified	5.3644494130
UniRef50_UPI00036240E1: hypothetical protein	5.3568655953
UniRef50_UPI00036240E1: hypothetical protein|unclassified	5.3568655953
UniRef50_UPI0001A42B87: methyl-accepting chemotaxis protein	5.3565590932
UniRef50_UPI0001A42B87: methyl-accepting chemotaxis protein|unclassified	5.3565590932
UniRef50_UPI0003B509C8: chemotaxis protein CheD	5.3541187769
UniRef50_UPI0003B509C8: chemotaxis protein CheD|unclassified	5.3541187769
UniRef50_UPI0002557F11: type IV pili sensor histidine kinase/response regulator PilL	5.3497599420
UniRef50_UPI0002557F11: type IV pili sensor histidine kinase/response regulator PilL|unclassified	5.3497599420
UniRef50_UPI0003C12F3B	5.3444380528
UniRef50_UPI0003C12F3B|unclassified	5.3444380528
UniRef50_UPI000262B86D: Sensory transduction histidine kinase	5.3420166364
UniRef50_UPI000262B86D: Sensory transduction histidine kinase|unclassified	5.3420166364
UniRef50_D7I0S9: Methyl-accepting chemotaxis protein	5.3191489362
UniRef50_D7I0S9: Methyl-accepting chemotaxis protein|unclassified	5.3191489362
UniRef50_UPI00046EE4D7: histidine kinase	5.3130341946
UniRef50_UPI00046EE4D7: histidine kinase|unclassified	5.3130341946
UniRef50_T0PG92	5.3121201453
UniRef50_T0PG92|unclassified	5.3121201453
UniRef50_UPI00035D5ED4: hypothetical protein	5.3116058745
UniRef50_UPI00035D5ED4: hypothetical protein|unclassified	5.3116058745
UniRef50_UPI00034A9169: hypothetical protein	5.3044880165
UniRef50_UPI00034A9169: hypothetical protein|unclassified	5.3044880165
UniRef50_Q9AQ05: Hypothetical 71.1 kDa protein	5.2965737894
UniRef50_Q9AQ05: Hypothetical 71.1 kDa protein|unclassified	5.2965737894
UniRef50_UPI0004708F1A: hypothetical protein	5.2962737179
UniRef50_UPI0004708F1A: hypothetical protein|unclassified	5.2962737179
UniRef50_UPI0002FAD5E9: hypothetical protein	5.2946713754
UniRef50_UPI0002FAD5E9: hypothetical protein|unclassified	5.2946713754
UniRef50_UPI0004763654: chemotaxis protein	5.2931313704
UniRef50_UPI0004763654: chemotaxis protein|unclassified	5.2931313704
UniRef50_UPI0003B353A1: ATPase	5.2880304043
UniRef50_UPI0003B353A1: ATPase|unclassified	5.2880304043
UniRef50_R6YPF0: Periplasmic binding protein/LacI transcriptional regulator	5.2856726987
UniRef50_R6YPF0: Periplasmic binding protein/LacI transcriptional regulator|unclassified	5.2856726987
UniRef50_R6I6V5	5.2849979336
UniRef50_R6I6V5|unclassified	5.2849979336
UniRef50_UPI00036D94AF: hypothetical protein	5.2834093028
UniRef50_UPI00036D94AF: hypothetical protein|unclassified	5.2834093028
UniRef50_UPI00034DE922: hypothetical protein	5.2826219086
UniRef50_UPI00034DE922: hypothetical protein|unclassified	5.2826219086
UniRef50_UPI00047DB027: hypothetical protein, partial	5.2792198813
UniRef50_UPI00047DB027: hypothetical protein, partial|unclassified	5.2792198813
UniRef50_A0A022GS86: Chemotaxis protein (Fragment)	5.2526513394
UniRef50_A0A022GS86: Chemotaxis protein (Fragment)|unclassified	5.2526513394
UniRef50_G8M2S3: CHASE3 domain protein	5.2360315609
UniRef50_G8M2S3: CHASE3 domain protein|unclassified	5.2360315609
UniRef50_UPI00037BDEB6: hypothetical protein	5.2332913801
UniRef50_UPI00037BDEB6: hypothetical protein|unclassified	5.2332913801
UniRef50_A0A011QS82: Chemotaxis protein methyltransferase	5.2270955708
UniRef50_A0A011QS82: Chemotaxis protein methyltransferase|unclassified	5.2270955708
UniRef50_UPI00036E998F: hypothetical protein	5.2102890799
UniRef50_UPI00036E998F: hypothetical protein|unclassified	5.2102890799
UniRef50_UPI000476D71A: hypothetical protein	5.1780507533
UniRef50_UPI000476D71A: hypothetical protein|unclassified	5.1780507533
UniRef50_W8U8B1: D-ribose-binding protein	5.1587965294
UniRef50_W8U8B1: D-ribose-binding protein|unclassified	5.1587965294
UniRef50_UPI00035C7481: hypothetical protein	5.1583056400
UniRef50_UPI00035C7481: hypothetical protein|unclassified	5.1583056400
UniRef50_UPI000469C184: chemotaxis protein	5.1474240565
UniRef50_UPI000469C184: chemotaxis protein|unclassified	5.1474240565
UniRef50_UPI0002FF6FAF: hypothetical protein	5.0940178837
UniRef50_UPI0002FF6FAF: hypothetical protein|unclassified	5.0940178837
UniRef50_UPI00046373BA: hypothetical protein	5.0928583635
UniRef50_UPI00046373BA: hypothetical protein|unclassified	5.0928583635
UniRef50_R8X6G6	5.0674028581
UniRef50_R8X6G6|unclassified	5.0674028581
UniRef50_UPI000476AF08: chemotaxis protein CheY	5.0543533667
UniRef50_UPI000476AF08: chemotaxis protein CheY|unclassified	5.0543533667
UniRef50_UPI00016C37CD: chemotaxis protein CheC	5.0422884142
UniRef50_UPI00016C37CD: chemotaxis protein CheC|unclassified	5.0422884142
UniRef50_UPI0004760C37: chemotaxis protein CheW	5.0276544828
UniRef50_UPI0004760C37: chemotaxis protein CheW|unclassified	5.0276544828
UniRef50_A0A011QW30	5.0251256281
UniRef50_A0A011QW30|unclassified	5.0251256281
UniRef50_G7H903	5.0112466712
UniRef50_G7H903|unclassified	5.0112466712
UniRef50_G2MTS4: Periplasmic binding protein/LacI transcriptional regulator	4.9989699040
UniRef50_G2MTS4: Periplasmic binding protein/LacI transcriptional regulator|unclassified	4.9989699040
UniRef50_UPI0003B64E3D: histidine kinase	4.9987742269
UniRef50_UPI0003B64E3D: histidine kinase|unclassified	4.9987742269
UniRef50_UPI000368D05F: hypothetical protein	4.9940301205
UniRef50_UPI000368D05F: hypothetical protein|unclassified	4.9940301205
UniRef50_K1RJM9: Protein containing Surface presentation of antigen (SpoA) domain protein (Fragment)	4.9821441043
UniRef50_K1RJM9: Protein containing Surface presentation of antigen (SpoA) domain protein (Fragment)|unclassified	4.9821441043
UniRef50_UPI00036A2569: hypothetical protein	4.9294731808
UniRef50_UPI00036A2569: hypothetical protein|unclassified	4.9294731808
UniRef50_UPI00036B2834: hypothetical protein	4.9198036366
UniRef50_UPI00036B2834: hypothetical protein|unclassified	4.9198036366
UniRef50_UPI0002EC4A90: hypothetical protein	4.8697368330
UniRef50_UPI0002EC4A90: hypothetical protein|unclassified	4.8697368330
UniRef50_UPI00035E1C32: hypothetical protein	4.8607816489
UniRef50_UPI00035E1C32: hypothetical protein|unclassified	4.8607816489
UniRef50_M5DPA1: Chemotaxis protein CheC	4.8342174094
UniRef50_M5DPA1: Chemotaxis protein CheC|unclassified	4.8342174094
UniRef50_E1QM00: CheC domain protein	4.8242239292
UniRef50_E1QM00: CheC domain protein|unclassified	4.8242239292
UniRef50_B9TMP9	4.7994344065
UniRef50_B9TMP9|unclassified	4.7994344065
UniRef50_E1QKN9: Putative inhibitor of MCP methylation	4.7782728010
UniRef50_E1QKN9: Putative inhibitor of MCP methylation|unclassified	4.7782728010
UniRef50_UPI000366DF96: hypothetical protein	4.7760625534
UniRef50_UPI000366DF96: hypothetical protein|unclassified	4.7760625534
UniRef50_UPI00036CC3FF: hypothetical protein	4.7262698734
UniRef50_UPI00036CC3FF: hypothetical protein|unclassified	4.7262698734
UniRef50_R6VZZ7: Periplasmic binding protein/LacI transcriptional regulator	4.7221786795
UniRef50_R6VZZ7: Periplasmic binding protein/LacI transcriptional regulator|unclassified	4.7221786795
UniRef50_UPI0003748C3B: hypothetical protein	4.7220543112
UniRef50_UPI0003748C3B: hypothetical protein|unclassified	4.7220543112
UniRef50_UPI0002559B94: chemotaxis protein histidine kinase-like kinase	4.7207321596
UniRef50_UPI0002559B94: chemotaxis protein histidine kinase-like kinase|unclassified	4.7207321596
UniRef50_UPI00037FA776: hypothetical protein	4.7047386993
UniRef50_UPI00037FA776: hypothetical protein|unclassified	4.7047386993
UniRef50_UPI00016A6A4C: CheA signal transduction histidine kinase, partial	4.7001462360
UniRef50_UPI00016A6A4C: CheA signal transduction histidine kinase, partial|unclassified	4.7001462360
UniRef50_UPI000363DFE8: hypothetical protein	4.6851120444
UniRef50_UPI000363DFE8: hypothetical protein|unclassified	4.6851120444
UniRef50_UPI0003621EA9: hypothetical protein	4.6842675251
UniRef50_UPI0003621EA9: hypothetical protein|unclassified	4.6842675251
UniRef50_UPI00035D2946: hypothetical protein	4.6690063058
UniRef50_UPI00035D2946: hypothetical protein|unclassified	4.6690063058
UniRef50_A0A011NSM9: Methyl-accepting chemotaxis protein 4	4.6271669630
UniRef50_A0A011NSM9: Methyl-accepting chemotaxis protein 4|unclassified	4.6271669630
UniRef50_K0PIT3: Periplasmic binding ABC transporter protein	4.6098046417
UniRef50_K0PIT3: Periplasmic binding ABC transporter protein|unclassified	4.6098046417
UniRef50_R9IT79	4.6067081304
UniRef50_R9IT79|unclassified	4.6067081304
UniRef50_UPI0003F4FED8: hypothetical protein	4.6030276003
UniRef50_UPI0003F4FED8: hypothetical protein|unclassified	4.6030276003
UniRef50_UPI00037BF70A: hypothetical protein	4.5927145188
UniRef50_UPI00037BF70A: hypothetical protein|unclassified	4.5927145188
UniRef50_O82843: Ribose binding protein	4.5653978129
UniRef50_O82843: Ribose binding protein|unclassified	4.5653978129
UniRef50_K9W3I3: CheC, inhibitor of MCP methylation	4.5637988411
UniRef50_K9W3I3: CheC, inhibitor of MCP methylation|unclassified	4.5637988411
UniRef50_UPI0004103E34: histidine kinase	4.5620361697
UniRef50_UPI0004103E34: histidine kinase|unclassified	4.5620361697
UniRef50_UPI0004647759: hypothetical protein	4.5583771460
UniRef50_UPI0004647759: hypothetical protein|unclassified	4.5583771460
UniRef50_UPI00046301F2: hypothetical protein	4.5530167954
UniRef50_UPI00046301F2: hypothetical protein|unclassified	4.5530167954
UniRef50_UPI000477374A: chemotaxis protein CheY	4.5475688121
UniRef50_UPI000477374A: chemotaxis protein CheY|unclassified	4.5475688121
UniRef50_UPI000373B346: hypothetical protein	4.5340209813
UniRef50_UPI000373B346: hypothetical protein|unclassified	4.5340209813
UniRef50_UPI00047E51A4: diguanylate cyclase	4.4976235812
UniRef50_UPI00047E51A4: diguanylate cyclase|unclassified	4.4976235812
UniRef50_UPI0002625F89: flagellar motor switch protein	4.4835979130
UniRef50_UPI0002625F89: flagellar motor switch protein|unclassified	4.4835979130
UniRef50_E3A6T9: Putative chemotaxis transducer	4.4813363219
UniRef50_E3A6T9: Putative chemotaxis transducer|unclassified	4.4813363219
UniRef50_UPI0002FA90D3: hypothetical protein	4.4752485723
UniRef50_UPI0002FA90D3: hypothetical protein|unclassified	4.4752485723
UniRef50_UPI000469E100: hypothetical protein	4.4740763264
UniRef50_UPI000469E100: hypothetical protein|unclassified	4.4740763264
UniRef50_UPI00047931A1: chemotaxis protein CheD	4.4683062917
UniRef50_UPI00047931A1: chemotaxis protein CheD|unclassified	4.4683062917
UniRef50_UPI00036A393A: hypothetical protein	4.4538317245
UniRef50_UPI00036A393A: hypothetical protein|unclassified	4.4538317245
UniRef50_UPI00047E626E: galactoside ABC transporter substrate-binding protein	4.4494347676
UniRef50_UPI00047E626E: galactoside ABC transporter substrate-binding protein|unclassified	4.4494347676
