# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-RPKs
UniRef50_K9Q7M8	11.3410984822
UniRef50_K9Q7M8|unclassified	11.3410984822
UniRef50_J1ZYS1	11.2359550562
UniRef50_J1ZYS1|unclassified	11.2359550562
UniRef50_O59113	10.9756423625
UniRef50_O59113|unclassified	10.9756423625
UniRef50_P47506: Dephospho-CoA kinase	10.9578746941
UniRef50_P47506: Dephospho-CoA kinase|unclassified	10.9578746941
UniRef50_A9NGI4: Type III pantothenate kinase	10.9401728349
UniRef50_A9NGI4: Type III pantothenate kinase|unclassified	10.9401728349
UniRef50_UPI00047175C1: hypothetical protein	10.6956508825
UniRef50_UPI00047175C1: hypothetical protein|unclassified	10.6956508825
UniRef50_R5CGP4	10.6486975196
UniRef50_R5CGP4|unclassified	10.6486975196
UniRef50_UPI0003A75BA1: 2-dehydropantoate 2-reductase	10.5880324264
UniRef50_UPI0003A75BA1: 2-dehydropantoate 2-reductase|unclassified	10.5880324264
UniRef50_A2W734	10.4058826552
UniRef50_A2W734|unclassified	10.4058826552
UniRef50_UPI00037E7E84: MULTISPECIES: hypothetical protein	10.4003267788
UniRef50_UPI00037E7E84: MULTISPECIES: hypothetical protein|unclassified	10.4003267788
UniRef50_X1MW03: Marine sediment metagenome DNA, contig: S06H3_S05082 (Fragment)	10.3594829814
UniRef50_X1MW03: Marine sediment metagenome DNA, contig: S06H3_S05082 (Fragment)|unclassified	10.3594829814
UniRef50_UPI000364CB5B: hypothetical protein	10.2957452863
UniRef50_UPI000364CB5B: hypothetical protein|unclassified	10.2957452863
UniRef50_UPI000255EDDE: hypothetical protein	10.1466976576
UniRef50_UPI000255EDDE: hypothetical protein|unclassified	10.1466976576
UniRef50_UPI00046A8CE2: hypothetical protein	10.1037509587
UniRef50_UPI00046A8CE2: hypothetical protein|unclassified	10.1037509587
UniRef50_UPI0003A5472F: sodium:proline symporter	10.0392664321
UniRef50_UPI0003A5472F: sodium:proline symporter|unclassified	10.0392664321
UniRef50_UPI00037BE984: hypothetical protein	10.0146932222
UniRef50_UPI00037BE984: hypothetical protein|unclassified	10.0146932222
UniRef50_UPI00047E2FD5: hypothetical protein	10.0045838165
UniRef50_UPI00047E2FD5: hypothetical protein|unclassified	10.0045838165
UniRef50_X1CSP0: Marine sediment metagenome DNA, contig: S01H4_S05956	9.9911176810
UniRef50_X1CSP0: Marine sediment metagenome DNA, contig: S01H4_S05956|unclassified	9.9911176810
UniRef50_UPI000375205B: hypothetical protein	9.9772745252
UniRef50_UPI000375205B: hypothetical protein|unclassified	9.9772745252
UniRef50_UPI0003775F7F: hypothetical protein	9.9069854456
UniRef50_UPI0003775F7F: hypothetical protein|unclassified	9.9069854456
UniRef50_UPI0003B3F2D2: dephospho-CoA kinase	9.8432764869
UniRef50_UPI0003B3F2D2: dephospho-CoA kinase|unclassified	9.8432764869
UniRef50_UPI00037E08C7: hypothetical protein	9.8377759552
UniRef50_UPI00037E08C7: hypothetical protein|unclassified	9.8377759552
UniRef50_F9ZP98	9.7450121532
UniRef50_F9ZP98|unclassified	9.7450121532
UniRef50_UPI000289358B: 2-dehydropantoate 2-reductase, partial	9.6732722614
UniRef50_UPI000289358B: 2-dehydropantoate 2-reductase, partial|unclassified	9.6732722614
UniRef50_UPI0003B3582E: flavoprotein	9.6410184489
UniRef50_UPI0003B3582E: flavoprotein|unclassified	9.6410184489
UniRef50_UPI00040D876B: electron transfer flavoprotein subunit beta	9.6369459802
UniRef50_UPI00040D876B: electron transfer flavoprotein subunit beta|unclassified	9.6369459802
UniRef50_A0A011R517: Acetate transporter ActP	9.6141786105
UniRef50_A0A011R517: Acetate transporter ActP|unclassified	9.6141786105
UniRef50_V7HFL9	9.5959595960
UniRef50_V7HFL9|unclassified	9.5959595960
UniRef50_X1ATN2: Marine sediment metagenome DNA, contig: S01H4_C00462	9.5525089543
UniRef50_X1ATN2: Marine sediment metagenome DNA, contig: S01H4_C00462|unclassified	9.5525089543
UniRef50_K2BIT5	9.4809787747
UniRef50_K2BIT5|unclassified	9.4809787747
UniRef50_UPI00041CC165: hypothetical protein	9.4245450531
UniRef50_UPI00041CC165: hypothetical protein|unclassified	9.4245450531
UniRef50_UPI0004753D9A: hypothetical protein	9.3899212028
UniRef50_UPI0004753D9A: hypothetical protein|unclassified	9.3899212028
UniRef50_UPI0003153146: hypothetical protein	9.3116257741
UniRef50_UPI0003153146: hypothetical protein|unclassified	9.3116257741
UniRef50_UPI00046CB21D: hypothetical protein	9.2079230548
UniRef50_UPI00046CB21D: hypothetical protein|unclassified	9.2079230548
UniRef50_UPI00034676CB: hypothetical protein	9.1796515027
UniRef50_UPI00034676CB: hypothetical protein|unclassified	9.1796515027
UniRef50_K1W3F0	9.1537494763
UniRef50_K1W3F0|unclassified	9.1537494763
UniRef50_UPI000423EF0D: hypothetical protein	9.1188828123
UniRef50_UPI000423EF0D: hypothetical protein|unclassified	9.1188828123
UniRef50_A9U7I2: Predicted protein (Fragment)	8.9895316459
UniRef50_A9U7I2: Predicted protein (Fragment)|unclassified	8.9895316459
UniRef50_UPI0003471DB3: hypothetical protein	8.9856501861
UniRef50_UPI0003471DB3: hypothetical protein|unclassified	8.9856501861
UniRef50_UPI00047E4B3B: uridine kinase	8.9436814901
UniRef50_UPI00047E4B3B: uridine kinase|unclassified	8.9436814901
UniRef50_UPI00047664DA: membrane protein	8.9121920176
UniRef50_UPI00047664DA: membrane protein|unclassified	8.9121920176
UniRef50_UPI0003F64D82: hypothetical protein	8.8485835673
UniRef50_UPI0003F64D82: hypothetical protein|unclassified	8.8485835673
UniRef50_X1SH26: Marine sediment metagenome DNA, contig: S06H3_S30727 (Fragment)	8.7205473787
UniRef50_X1SH26: Marine sediment metagenome DNA, contig: S06H3_S30727 (Fragment)|unclassified	8.7205473787
UniRef50_UPI00036C140C: hypothetical protein	8.6962185958
UniRef50_UPI00036C140C: hypothetical protein|unclassified	8.6962185958
UniRef50_UPI000219473F: dephospho-CoA kinase	8.5822711800
UniRef50_UPI000219473F: dephospho-CoA kinase|unclassified	8.5822711800
UniRef50_UPI000413E469: hypothetical protein	8.5029985337
UniRef50_UPI000413E469: hypothetical protein|unclassified	8.5029985337
UniRef50_UPI00036300AF: hypothetical protein, partial	8.4898232381
UniRef50_UPI00036300AF: hypothetical protein, partial|unclassified	8.4898232381
UniRef50_A0A024JKP1: Similar to saccharomyces cerevisiae YIL145C PAN6 Pantothenate synthase	8.4149925815
UniRef50_A0A024JKP1: Similar to saccharomyces cerevisiae YIL145C PAN6 Pantothenate synthase|unclassified	8.4149925815
UniRef50_UPI00038312FD: hypothetical protein	8.4142841365
UniRef50_UPI00038312FD: hypothetical protein|unclassified	8.4142841365
UniRef50_G5E1D8	8.3160442600
UniRef50_G5E1D8|unclassified	8.3160442600
UniRef50_UPI00047EE3D3: hypothetical protein	8.3085144923
UniRef50_UPI00047EE3D3: hypothetical protein|unclassified	8.3085144923
UniRef50_UPI00047B4F84: hypothetical protein	8.2282616192
UniRef50_UPI00047B4F84: hypothetical protein|unclassified	8.2282616192
UniRef50_UPI00046A4009: hypothetical protein	8.2278248541
UniRef50_UPI00046A4009: hypothetical protein|unclassified	8.2278248541
UniRef50_G9ZE92	8.2274289126
UniRef50_G9ZE92|unclassified	8.2274289126
UniRef50_UPI00047B8547: hypothetical protein	8.1300813008
UniRef50_UPI00047B8547: hypothetical protein|unclassified	8.1300813008
UniRef50_UPI000363AE14: hypothetical protein	8.1285042017
UniRef50_UPI000363AE14: hypothetical protein|unclassified	8.1285042017
UniRef50_UPI00037ECF83: hypothetical protein	8.0951068990
UniRef50_UPI00037ECF83: hypothetical protein|unclassified	8.0951068990
UniRef50_D3S194	7.9884793754
UniRef50_D3S194|unclassified	7.9884793754
UniRef50_A0A022MJM5	7.9311266538
UniRef50_A0A022MJM5|unclassified	7.9311266538
UniRef50_UPI0003B5AE01: phosphoribulokinase	7.8982753285
UniRef50_UPI0003B5AE01: phosphoribulokinase|unclassified	7.8982753285
UniRef50_J9GD74	7.8740157480
UniRef50_J9GD74|unclassified	7.8740157480
UniRef50_UPI00047CB3F8: hypothetical protein	7.8722648399
UniRef50_UPI00047CB3F8: hypothetical protein|unclassified	7.8722648399
UniRef50_UPI00029AB378: sodium:solute symporter	7.8569970358
UniRef50_UPI00029AB378: sodium:solute symporter|unclassified	7.8569970358
UniRef50_UPI000416CAFC: dephospho-CoA kinase	7.8376171673
UniRef50_UPI000416CAFC: dephospho-CoA kinase|unclassified	7.8376171673
UniRef50_UPI0002559BBA: 2-dehydropantoate 2-reductase	7.8308194570
UniRef50_UPI0002559BBA: 2-dehydropantoate 2-reductase|unclassified	7.8308194570
UniRef50_D7CWM7	7.7744072212
UniRef50_D7CWM7|unclassified	7.7744072212
UniRef50_UPI0003B50BA1: hypothetical protein	7.7535998573
UniRef50_UPI0003B50BA1: hypothetical protein|unclassified	7.7535998573
UniRef50_X0YZY8: Marine sediment metagenome DNA, contig: S01H4_C00039	7.7454847287
UniRef50_X0YZY8: Marine sediment metagenome DNA, contig: S01H4_C00039|unclassified	7.7454847287
UniRef50_I0H425	7.6568575994
UniRef50_I0H425|unclassified	7.6568575994
UniRef50_K1ZVV4	7.5402262651
UniRef50_K1ZVV4|unclassified	7.5402262651
UniRef50_W5WGD4	7.3774433464
UniRef50_W5WGD4|unclassified	7.3774433464
UniRef50_A6U5N5	7.3509494759
UniRef50_A6U5N5|unclassified	7.3509494759
UniRef50_A1WDW3	7.2788094612
UniRef50_A1WDW3|unclassified	7.2788094612
UniRef50_UPI0003A50A4A: phosphopantetheine adenylyltransferase	7.1762554810
UniRef50_UPI0003A50A4A: phosphopantetheine adenylyltransferase|unclassified	7.1762554810
UniRef50_UPI000367E312: hypothetical protein	7.0352623339
UniRef50_UPI000367E312: hypothetical protein|unclassified	7.0352623339
UniRef50_UPI00031DE2B6: hypothetical protein	7.0307212705
UniRef50_UPI00031DE2B6: hypothetical protein|unclassified	7.0307212705
UniRef50_UPI00029A0DCC: NUDIX hydrolase	6.9654162932
UniRef50_UPI00029A0DCC: NUDIX hydrolase|unclassified	6.9654162932
UniRef50_X6CT58	6.9640231170
UniRef50_X6CT58|unclassified	6.9640231170
UniRef50_UPI00036F2FA6: hypothetical protein	6.9558303724
UniRef50_UPI00036F2FA6: hypothetical protein|unclassified	6.9558303724
UniRef50_B0R7W9: UPF0201 protein OE_4444F	6.8756009905
UniRef50_B0R7W9: UPF0201 protein OE_4444F|unclassified	6.8756009905
UniRef50_UPI000382A943: hypothetical protein	6.8373761165
UniRef50_UPI000382A943: hypothetical protein|unclassified	6.8373761165
UniRef50_UPI00047BAD1B: hypothetical protein	6.8275962949
UniRef50_UPI00047BAD1B: hypothetical protein|unclassified	6.8275962949
UniRef50_A8T0D8: Sel1 domain protein repeat-containing protein	6.7459218501
UniRef50_A8T0D8: Sel1 domain protein repeat-containing protein|unclassified	6.7459218501
UniRef50_UPI00047153BC: hypothetical protein	6.6667123647
UniRef50_UPI00047153BC: hypothetical protein|unclassified	6.6667123647
UniRef50_UPI000225B1A9: pantetheine-phosphate adenylyltransferase	6.6085520063
UniRef50_UPI000225B1A9: pantetheine-phosphate adenylyltransferase|unclassified	6.6085520063
UniRef50_UPI000412AED1: hypothetical protein	6.5830587660
UniRef50_UPI000412AED1: hypothetical protein|unclassified	6.5830587660
UniRef50_UPI0002E81A28: hypothetical protein	6.5761804358
UniRef50_UPI0002E81A28: hypothetical protein|unclassified	6.5761804358
UniRef50_R5HE59	6.4540367860
UniRef50_R5HE59|unclassified	6.4540367860
UniRef50_Q3JV53	6.4304159317
UniRef50_Q3JV53|unclassified	6.4304159317
UniRef50_UPI0003B5D583: membrane protein	6.4015411582
UniRef50_UPI0003B5D583: membrane protein|unclassified	6.4015411582
UniRef50_UPI0004123768: hypothetical protein	6.2970356675
UniRef50_UPI0004123768: hypothetical protein|unclassified	6.2970356675
UniRef50_UPI000366C239: MULTISPECIES: hypothetical protein	6.2359497629
UniRef50_UPI000366C239: MULTISPECIES: hypothetical protein|unclassified	6.2359497629
UniRef50_B4ULU1: Thioesterase domain protein	6.1947721976
UniRef50_B4ULU1: Thioesterase domain protein|unclassified	6.1947721976
UniRef50_U7P0D1	6.1585689381
UniRef50_U7P0D1|unclassified	6.1585689381
UniRef50_A0A037XG08	6.1338480395
UniRef50_A0A037XG08|unclassified	6.1338480395
UniRef50_K2GS79: 2-dehydropantoate 2-reductase	6.1331500260
UniRef50_K2GS79: 2-dehydropantoate 2-reductase|unclassified	6.1331500260
UniRef50_X1FLM2: Marine sediment metagenome DNA, contig: S03H2_L02554 (Fragment)	6.0458857125
UniRef50_X1FLM2: Marine sediment metagenome DNA, contig: S03H2_L02554 (Fragment)|unclassified	6.0458857125
UniRef50_UPI0003B31207: thiosulfate sulfurtransferase	6.0296779822
UniRef50_UPI0003B31207: thiosulfate sulfurtransferase|unclassified	6.0296779822
UniRef50_UPI00047957CD: thiosulfate sulfurtransferase	5.9548979396
UniRef50_UPI00047957CD: thiosulfate sulfurtransferase|unclassified	5.9548979396
UniRef50_UPI00038F4B51: Probable 2-dehydropantoate 2-reductase	5.7623058970
UniRef50_UPI00038F4B51: Probable 2-dehydropantoate 2-reductase|unclassified	5.7623058970
UniRef50_E4IDJ0	5.7041180195
UniRef50_E4IDJ0|unclassified	5.7041180195
UniRef50_D9SYU2: Rhodanese domain protein	5.6658838846
UniRef50_D9SYU2: Rhodanese domain protein|unclassified	5.6658838846
UniRef50_UPI000475DABF: hypothetical protein	5.6497175141
UniRef50_UPI000475DABF: hypothetical protein|unclassified	5.6497175141
UniRef50_S9QNJ1	5.6399479412
UniRef50_S9QNJ1|unclassified	5.6399479412
UniRef50_R9T8D9	5.5982087592
UniRef50_R9T8D9|unclassified	5.5982087592
UniRef50_UPI000360FF0C: MULTISPECIES: hypothetical protein	5.5789733271
UniRef50_UPI000360FF0C: MULTISPECIES: hypothetical protein|unclassified	5.5789733271
UniRef50_K1X2Y7	5.5692030471
UniRef50_K1X2Y7|unclassified	5.5692030471
UniRef50_UPI000463F5E8: hypothetical protein	5.5248618785
UniRef50_UPI000463F5E8: hypothetical protein|unclassified	5.5248618785
UniRef50_UPI00034AE4E3: hypothetical protein	5.5037534360
UniRef50_UPI00034AE4E3: hypothetical protein|unclassified	5.5037534360
UniRef50_U2ZBP6	5.4945054945
UniRef50_U2ZBP6|unclassified	5.4945054945
UniRef50_UPI00016A57F8: DNA repair protein RadC, partial	5.4728163024
UniRef50_UPI00016A57F8: DNA repair protein RadC, partial|unclassified	5.4728163024
UniRef50_R4LGM7: Ketopantoate reductase ApbA/PanE	5.4702811847
UniRef50_R4LGM7: Ketopantoate reductase ApbA/PanE|unclassified	5.4702811847
UniRef50_I4C6B2	5.2294305197
UniRef50_I4C6B2|unclassified	5.2294305197
UniRef50_A3T250	5.2190001276
UniRef50_A3T250|unclassified	5.2190001276
UniRef50_UPI000373C5BA: hypothetical protein, partial	5.2076845704
UniRef50_UPI000373C5BA: hypothetical protein, partial|unclassified	5.2076845704
UniRef50_UPI00047A8271: hypothetical protein	5.1498650896
UniRef50_UPI00047A8271: hypothetical protein|unclassified	5.1498650896
UniRef50_H2CGN7: DNA/pantothenate metabolism flavoprotein domain protein	5.0721177732
UniRef50_H2CGN7: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	5.0721177732
UniRef50_UPI000362FAB4: hypothetical protein	4.9978422304
UniRef50_UPI000362FAB4: hypothetical protein|unclassified	4.9978422304
UniRef50_T0MPK8	4.8643477971
UniRef50_T0MPK8|unclassified	4.8643477971
UniRef50_UPI0004154235: hypothetical protein	4.8196268359
UniRef50_UPI0004154235: hypothetical protein|unclassified	4.8196268359
UniRef50_UPI0003737717: hypothetical protein	4.7787079600
UniRef50_UPI0003737717: hypothetical protein|unclassified	4.7787079600
UniRef50_UPI0003B591B6: nucleoside triphosphate hydrolase	4.7253286298
UniRef50_UPI0003B591B6: nucleoside triphosphate hydrolase|unclassified	4.7253286298
UniRef50_E6L2G0: Sodium:solute symporter family protein	4.7169811321
UniRef50_E6L2G0: Sodium:solute symporter family protein|unclassified	4.7169811321
UniRef50_UPI000366EBC9: hypothetical protein	4.6970432926
UniRef50_UPI000366EBC9: hypothetical protein|unclassified	4.6970432926
UniRef50_UPI00047D5BAD: thiosulfate sulfurtransferase	4.6887610088
UniRef50_UPI00047D5BAD: thiosulfate sulfurtransferase|unclassified	4.6887610088
UniRef50_UPI00029AC40B: 2-dehydropantoate 2-reductase	4.5945426927
UniRef50_UPI00029AC40B: 2-dehydropantoate 2-reductase|unclassified	4.5945426927
UniRef50_A0A059MG93	4.5618382131
UniRef50_A0A059MG93|unclassified	4.5618382131
UniRef50_A0A011MSU8	4.5585012379
UniRef50_A0A011MSU8|unclassified	4.5585012379
UniRef50_UPI000465392A: NUDIX hydrolase	4.5499226395
UniRef50_UPI000465392A: NUDIX hydrolase|unclassified	4.5499226395
UniRef50_W1TPM5	4.4726020372
UniRef50_W1TPM5|unclassified	4.4726020372
UniRef50_Q58549: ADP-ribose pyrophosphatase	4.4602947569
UniRef50_Q58549: ADP-ribose pyrophosphatase|unclassified	4.4602947569
UniRef50_UPI00034D025B: hypothetical protein	4.4165683854
UniRef50_UPI00034D025B: hypothetical protein|unclassified	4.4165683854
UniRef50_W0RE52	4.4047882354
UniRef50_W0RE52|unclassified	4.4047882354
UniRef50_UPI0003B3DE75: ketol-acid reductoisomerase	4.3612075876
UniRef50_UPI0003B3DE75: ketol-acid reductoisomerase|unclassified	4.3612075876
UniRef50_E3D747	4.3326499904
UniRef50_E3D747|unclassified	4.3326499904
UniRef50_UPI00016A3C2C: DNA repair protein RadC, partial	4.2632499585
UniRef50_UPI00016A3C2C: DNA repair protein RadC, partial|unclassified	4.2632499585
UniRef50_UPI000372A22C: hypothetical protein	4.1959940420
UniRef50_UPI000372A22C: hypothetical protein|unclassified	4.1959940420
UniRef50_UPI00035ECA55: hypothetical protein	4.1946463703
UniRef50_UPI00035ECA55: hypothetical protein|unclassified	4.1946463703
UniRef50_Q3JV52: UPF0758 protein BURPS1710b_1139	4.1690854843
UniRef50_Q3JV52: UPF0758 protein BURPS1710b_1139|unclassified	4.1690854843
UniRef50_UPI0002625F2F: ketopantoate reductase ApbA/PanE	4.1455027448
UniRef50_UPI0002625F2F: ketopantoate reductase ApbA/PanE|unclassified	4.1455027448
UniRef50_P22610: Type 4 prepilin-like proteins leader peptide-processing enzyme	4.1316531617
UniRef50_P22610: Type 4 prepilin-like proteins leader peptide-processing enzyme|unclassified	4.1316531617
UniRef50_UPI000473B1CD: hypothetical protein, partial	4.0629521752
UniRef50_UPI000473B1CD: hypothetical protein, partial|unclassified	4.0629521752
UniRef50_A3PF80: Bifunctional pantoate ligase/cytidylate kinase	4.0445639553
UniRef50_A3PF80: Bifunctional pantoate ligase/cytidylate kinase|unclassified	4.0445639553
UniRef50_UPI00037358AD: hypothetical protein	3.9994507229
UniRef50_UPI00037358AD: hypothetical protein|unclassified	3.9994507229
UniRef50_K2BJ29	3.9932237307
UniRef50_K2BJ29|unclassified	3.9932237307
UniRef50_Q97K30: Probable M18 family aminopeptidase 1	3.9835504803
UniRef50_Q97K30: Probable M18 family aminopeptidase 1|unclassified	3.9835504803
UniRef50_UPI0002E4D1A2: hypothetical protein	3.9254039701
UniRef50_UPI0002E4D1A2: hypothetical protein|unclassified	3.9254039701
UniRef50_UPI000262CCDA: dephospho-CoA kinase	3.8651763803
UniRef50_UPI000262CCDA: dephospho-CoA kinase|unclassified	3.8651763803
UniRef50_UPI00026266F2: dephospho-CoA kinase	3.8466441847
UniRef50_UPI00026266F2: dephospho-CoA kinase|unclassified	3.8466441847
UniRef50_UPI0004155912: hypothetical protein	3.8325134087
UniRef50_UPI0004155912: hypothetical protein|unclassified	3.8325134087
UniRef50_UPI0003B333B9: nucleoside triphosphate hydrolase	3.8068610568
UniRef50_UPI0003B333B9: nucleoside triphosphate hydrolase|unclassified	3.8068610568
UniRef50_UPI000368CB16: hypothetical protein	3.7781011788
UniRef50_UPI000368CB16: hypothetical protein|unclassified	3.7781011788
UniRef50_UPI00036C3D23: hypothetical protein, partial	3.7735849057
UniRef50_UPI00036C3D23: hypothetical protein, partial|unclassified	3.7735849057
UniRef50_J9YZZ1: DNA/pantothenate metabolism flavoprotein	3.7215374151
UniRef50_J9YZZ1: DNA/pantothenate metabolism flavoprotein|unclassified	3.7215374151
UniRef50_Q167P1	3.6533392349
UniRef50_Q167P1|unclassified	3.6533392349
UniRef50_UPI00034A10E7: hypothetical protein	3.6181230680
UniRef50_UPI00034A10E7: hypothetical protein|unclassified	3.6181230680
UniRef50_UPI00047D3635: hypothetical protein	3.5719346716
UniRef50_UPI00047D3635: hypothetical protein|unclassified	3.5719346716
UniRef50_W5XII8: Aspartate 1-decarboxylase	3.5555021388
UniRef50_W5XII8: Aspartate 1-decarboxylase|unclassified	3.5555021388
UniRef50_UPI000468CEC0: hypothetical protein	3.5486386117
UniRef50_UPI000468CEC0: hypothetical protein|unclassified	3.5486386117
UniRef50_X6CSZ9	3.5400680278
UniRef50_X6CSZ9|unclassified	3.5400680278
UniRef50_UPI0002379F9E: hypothetical protein	3.5200017419
UniRef50_UPI0002379F9E: hypothetical protein|unclassified	3.5200017419
UniRef50_UPI00029A522A: flavoprotein	3.4506324308
UniRef50_UPI00029A522A: flavoprotein|unclassified	3.4506324308
UniRef50_U5UTC7: Class II Aldolase and Adducin N-terminal domain protein	3.3898305085
UniRef50_U5UTC7: Class II Aldolase and Adducin N-terminal domain protein|unclassified	3.3898305085
UniRef50_N1PDF0	3.3670033670
UniRef50_N1PDF0|unclassified	3.3670033670
UniRef50_UPI00034BB6BF: hypothetical protein	3.3407162579
UniRef50_UPI00034BB6BF: hypothetical protein|unclassified	3.3407162579
UniRef50_UPI0002625F2E: 2-dehydropantoate 2-reductase	3.3253305422
UniRef50_UPI0002625F2E: 2-dehydropantoate 2-reductase|unclassified	3.3253305422
UniRef50_Q74JL8: Cytidylate kinase	3.3178243569
UniRef50_Q74JL8: Cytidylate kinase|unclassified	3.3178243569
UniRef50_UPI0004784AB7: DNA mismatch repair protein MutT	3.2278134121
UniRef50_UPI0004784AB7: DNA mismatch repair protein MutT|unclassified	3.2278134121
UniRef50_D8MSB8	3.0953564637
UniRef50_D8MSB8|unclassified	3.0953564637
UniRef50_C7R180: Rhodanese domain protein	3.0468073853
UniRef50_C7R180: Rhodanese domain protein|unclassified	3.0468073853
UniRef50_UPI00046652D6: MULTISPECIES: NUDIX hydrolase	2.9581556639
UniRef50_UPI00046652D6: MULTISPECIES: NUDIX hydrolase|unclassified	2.9581556639
UniRef50_UPI0002FDA6D0: hypothetical protein	2.9456561545
UniRef50_UPI0002FDA6D0: hypothetical protein|unclassified	2.9456561545
UniRef50_UPI0002FF9E01: N-methyltransferase	2.9275767033
UniRef50_UPI0002FF9E01: N-methyltransferase|unclassified	2.9275767033
UniRef50_I4B855	2.9198474693
UniRef50_I4B855|unclassified	2.9198474693
UniRef50_UPI0003190E74: hypothetical protein	2.9084842594
UniRef50_UPI0003190E74: hypothetical protein|unclassified	2.9084842594
UniRef50_UPI0003B51EA9: DNA mismatch repair protein MutT, partial	2.8581552152
UniRef50_UPI0003B51EA9: DNA mismatch repair protein MutT, partial|unclassified	2.8581552152
UniRef50_UPI000473158B: cytidylate kinase, partial	2.7468885784
UniRef50_UPI000473158B: cytidylate kinase, partial|unclassified	2.7468885784
UniRef50_Q9F7L5: Dephospho-CoA kinase	2.7365747548
UniRef50_Q9F7L5: Dephospho-CoA kinase|unclassified	2.7365747548
UniRef50_Q03941: Dephospho-CoA kinase CAB5	2.6919710596
UniRef50_Q03941: Dephospho-CoA kinase CAB5|unclassified	2.6919710596
UniRef50_S4Y4I1: L-aspartate oxidase	2.6775118945
UniRef50_S4Y4I1: L-aspartate oxidase|unclassified	2.6775118945
UniRef50_A3UZG5	2.6609725938
UniRef50_A3UZG5|unclassified	2.6609725938
UniRef50_UPI0003F6ECF2: hypothetical protein	2.5940036844
UniRef50_UPI0003F6ECF2: hypothetical protein|unclassified	2.5940036844
UniRef50_Q7V9S8: Bifunctional pantoate ligase/cytidylate kinase	2.5887727823
UniRef50_Q7V9S8: Bifunctional pantoate ligase/cytidylate kinase|unclassified	2.5887727823
UniRef50_T1AQT7: Rhodanese domain-containing protein (Fragment)	2.5731517659
UniRef50_T1AQT7: Rhodanese domain-containing protein (Fragment)|unclassified	2.5731517659
UniRef50_Q3JEI0: UPF0758 protein Noc_0236	2.5166299848
UniRef50_Q3JEI0: UPF0758 protein Noc_0236|unclassified	2.5166299848
UniRef50_I3UV52: UPF0758 protein	2.4829145298
UniRef50_I3UV52: UPF0758 protein|unclassified	2.4829145298
UniRef50_A7MK97	2.4825689708
UniRef50_A7MK97|unclassified	2.4825689708
UniRef50_UPI0003618013: hypothetical protein, partial	2.4479553897
UniRef50_UPI0003618013: hypothetical protein, partial|unclassified	2.4479553897
UniRef50_P77938: Probable nicotinate-nucleotide pyrophosphorylase [carboxylating]	2.4466628851
UniRef50_P77938: Probable nicotinate-nucleotide pyrophosphorylase [carboxylating]|unclassified	2.4466628851
UniRef50_UPI00038178FD: hypothetical protein, partial	2.4256321280
UniRef50_UPI00038178FD: hypothetical protein, partial|unclassified	2.4256321280
UniRef50_Q0SNE8: Probable M18 family aminopeptidase 1	2.4172104794
UniRef50_Q0SNE8: Probable M18 family aminopeptidase 1|unclassified	2.4172104794
UniRef50_P30011: Nicotinate-nucleotide pyrophosphorylase [carboxylating]	2.4161961720
UniRef50_P30011: Nicotinate-nucleotide pyrophosphorylase [carboxylating]|unclassified	2.4161961720
UniRef50_Q0EXF4	2.4095609578
UniRef50_Q0EXF4|unclassified	2.4095609578
UniRef50_A5WB02: UPF0758 protein Pput_5194	2.4014647276
UniRef50_A5WB02: UPF0758 protein Pput_5194|unclassified	2.4014647276
UniRef50_A0A024KAA8	2.3660353299
UniRef50_A0A024KAA8|unclassified	2.3660353299
UniRef50_K1VQV0	2.3607723900
UniRef50_K1VQV0|unclassified	2.3607723900
UniRef50_D2ZWT3: Sel1 repeat protein	2.3528879636
UniRef50_D2ZWT3: Sel1 repeat protein|unclassified	2.3528879636
UniRef50_X1FVD0: Marine sediment metagenome DNA, contig: S03H2_C00774	2.3511326129
UniRef50_X1FVD0: Marine sediment metagenome DNA, contig: S03H2_C00774|unclassified	2.3511326129
UniRef50_UPI0003DECF18: PREDICTED: methionine-R-sulfoxide reductase B1 isoform X6	2.3298903602
UniRef50_UPI0003DECF18: PREDICTED: methionine-R-sulfoxide reductase B1 isoform X6|unclassified	2.3298903602
UniRef50_UPI00041348CC: hypothetical protein	2.3051869135
UniRef50_UPI00041348CC: hypothetical protein|unclassified	2.3051869135
UniRef50_X1Q5W5: Marine sediment metagenome DNA, contig: S06H3_S09078	2.3043012075
UniRef50_X1Q5W5: Marine sediment metagenome DNA, contig: S06H3_S09078|unclassified	2.3043012075
UniRef50_X1AA43: Marine sediment metagenome DNA, contig: S01H4_S01061 (Fragment)	2.3041872584
UniRef50_X1AA43: Marine sediment metagenome DNA, contig: S01H4_S01061 (Fragment)|unclassified	2.3041872584
UniRef50_UPI0004159661: hypothetical protein	2.2750019334
UniRef50_UPI0004159661: hypothetical protein|unclassified	2.2750019334
UniRef50_I7BFL1: DNA repair radC-like protein	2.2283686625
UniRef50_I7BFL1: DNA repair radC-like protein|unclassified	2.2283686625
UniRef50_UPI00016C422E: NUDIX hydrolase	2.1763529237
UniRef50_UPI00016C422E: NUDIX hydrolase|unclassified	2.1763529237
UniRef50_E4RCX1: RadC	2.1617020717
UniRef50_E4RCX1: RadC|unclassified	2.1617020717
