# Gene Family	SampleCoenzyme_A_Biosynthesis_Abundance-CPM
UniRef50_UPI00036E1CF7: hypothetical protein|unclassified	41.7567
UniRef50_UPI000225AE22: pantothenate kinase	41.5049
UniRef50_UPI000225AE22: pantothenate kinase|unclassified	41.5049
UniRef50_UPI00035DB8AC: hypothetical protein	41.4298
UniRef50_UPI00035DB8AC: hypothetical protein|unclassified	41.4298
UniRef50_UPI0004716963: hypothetical protein	41.26
UniRef50_UPI0004716963: hypothetical protein|unclassified	41.26
UniRef50_UPI00047DBC77: hypothetical protein	40.9925
UniRef50_UPI00047DBC77: hypothetical protein|unclassified	40.9925
UniRef50_UPI00047684EB: aspartate decarboxylase	40.6643
UniRef50_UPI00047684EB: aspartate decarboxylase|unclassified	40.6643
UniRef50_UPI000472C810: hypothetical protein	40.6637
UniRef50_UPI000472C810: hypothetical protein|unclassified	40.6637
UniRef50_E4N0U3	40.3828
UniRef50_E4N0U3|unclassified	40.3828
UniRef50_UPI0003730ED6: hypothetical protein	40.2538
UniRef50_UPI0003730ED6: hypothetical protein|unclassified	40.2538
UniRef50_Q6AJM2: Dephospho-CoA kinase	40.2015
UniRef50_Q6AJM2: Dephospho-CoA kinase|unclassified	40.2015
UniRef50_UPI0002E54E54: hypothetical protein	40.1891
UniRef50_UPI0002E54E54: hypothetical protein|unclassified	40.1891
UniRef50_P75400: Dephospho-CoA kinase	39.6318
UniRef50_P75400: Dephospho-CoA kinase|unclassified	39.6318
UniRef50_UPI00030306CA: hypothetical protein	39.4781
UniRef50_UPI00030306CA: hypothetical protein|unclassified	39.4781
UniRef50_UPI00037A63E0: hypothetical protein	39.2687
UniRef50_UPI00037A63E0: hypothetical protein|unclassified	39.2687
UniRef50_UPI0003B65896: pantothenate kinase	39.1794
UniRef50_UPI0003B65896: pantothenate kinase|unclassified	39.1794
UniRef50_UPI00039CF99B: ketol-acid reductoisomerase	39.0068
UniRef50_UPI00039CF99B: ketol-acid reductoisomerase|unclassified	39.0068
UniRef50_M0NBV5	38.7432
UniRef50_M0NBV5|unclassified	38.7432
UniRef50_A2BMP1: Conserved archaeal protein	38.6046
UniRef50_A2BMP1: Conserved archaeal protein|unclassified	38.6046
UniRef50_UPI00046561F6: hypothetical protein	38.5411
UniRef50_UPI00046561F6: hypothetical protein|unclassified	38.5411
UniRef50_UPI00026286E8: ketopantoate reductase	37.8235
UniRef50_UPI00026286E8: ketopantoate reductase|unclassified	37.8235
UniRef50_UPI0003693B5E: hypothetical protein	37.4787
UniRef50_UPI0003693B5E: hypothetical protein|unclassified	37.4787
UniRef50_Q9YAK1	37.1219
UniRef50_Q9YAK1|unclassified	37.1219
UniRef50_Q69K55: Phosphopantothenoylcysteine decarboxylase	36.7763
UniRef50_Q69K55: Phosphopantothenoylcysteine decarboxylase|unclassified	36.7763
UniRef50_UPI0003B760E6: 2-dehydropantoate 2-reductase	36.5448
UniRef50_UPI0003B760E6: 2-dehydropantoate 2-reductase|unclassified	36.5448
UniRef50_L0IAM2: UPF0201 protein Halru_0358	36.5105
UniRef50_L0IAM2: UPF0201 protein Halru_0358|unclassified	36.5105
UniRef50_UPI000363803B: hypothetical protein	36.2685
UniRef50_UPI000363803B: hypothetical protein|unclassified	36.2685
UniRef50_UPI0003760D63: hypothetical protein, partial	36.0576
UniRef50_UPI0003760D63: hypothetical protein, partial|unclassified	36.0576
UniRef50_UPI00047C3DD1: dephospho-CoA kinase	35.704
UniRef50_UPI00047C3DD1: dephospho-CoA kinase|unclassified	35.704
UniRef50_UPI000366F982: hypothetical protein	35.2685
UniRef50_UPI000366F982: hypothetical protein|unclassified	35.2685
UniRef50_K0JPZ1	35.2283
UniRef50_K0JPZ1|unclassified	35.2283
UniRef50_UPI00029AC3E4: dephospho-CoA kinase	35.1721
UniRef50_UPI00029AC3E4: dephospho-CoA kinase|unclassified	35.1721
UniRef50_UPI00037A280E: hypothetical protein	34.6739
UniRef50_UPI00037A280E: hypothetical protein|unclassified	34.6739
UniRef50_UPI00036DCE75: hypothetical protein	34.601
UniRef50_UPI00036DCE75: hypothetical protein|unclassified	34.601
UniRef50_UPI00036015DA: hypothetical protein	33.9087
UniRef50_UPI00036015DA: hypothetical protein|unclassified	33.9087
UniRef50_D8EWK2	33.2994
UniRef50_D8EWK2|unclassified	33.2994
UniRef50_S4Y1N1	32.9769
UniRef50_S4Y1N1|unclassified	32.9769
UniRef50_UPI0003B5F61D: pantothenate kinase	32.9001
UniRef50_UPI0003B5F61D: pantothenate kinase|unclassified	32.9001
UniRef50_S5PBE6	32.4655
UniRef50_S5PBE6|unclassified	32.4655
UniRef50_C5C5E0	32.3663
UniRef50_C5C5E0|unclassified	32.3663
UniRef50_UPI00046FA768: hypothetical protein	32.2159
UniRef50_UPI00046FA768: hypothetical protein|unclassified	32.2159
UniRef50_UPI00036130F6: hypothetical protein	32.1165
UniRef50_UPI00036130F6: hypothetical protein|unclassified	32.1165
UniRef50_UPI0003665023: hypothetical protein, partial	32.049
UniRef50_UPI0003665023: hypothetical protein, partial|unclassified	32.049
UniRef50_W0BD03: Phosphopantothenoylcysteine synthetase/decarboxylase	31.1425
UniRef50_W0BD03: Phosphopantothenoylcysteine synthetase/decarboxylase|unclassified	31.1425
UniRef50_UPI00037021FF: hypothetical protein	31.1236
UniRef50_UPI00037021FF: hypothetical protein|unclassified	31.1236
UniRef50_UPI000370A0B9: hypothetical protein	30.9078
UniRef50_UPI000370A0B9: hypothetical protein|unclassified	30.9078
UniRef50_B1ZVH4: DNA/pantothenate metabolism flavoprotein domain protein	30.5934
UniRef50_B1ZVH4: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	30.5934
UniRef50_A9CZ66	30.1808
UniRef50_A9CZ66|unclassified	30.1808
UniRef50_U6HIR3: Dephospho-CoA kinase, putative	29.6901
UniRef50_U6HIR3: Dephospho-CoA kinase, putative|unclassified	29.6901
UniRef50_UPI0000E116DD: 2-dehydropantoate 2-reductase	29.5864
UniRef50_UPI0000E116DD: 2-dehydropantoate 2-reductase|unclassified	29.5864
UniRef50_K9Q7M8	29.5658
UniRef50_K9Q7M8|unclassified	29.5658
UniRef50_J1ZYS1	29.2917
UniRef50_J1ZYS1|unclassified	29.2917
UniRef50_O59113	28.613
UniRef50_O59113|unclassified	28.613
UniRef50_P47506: Dephospho-CoA kinase	28.5667
UniRef50_P47506: Dephospho-CoA kinase|unclassified	28.5667
UniRef50_A9NGI4: Type III pantothenate kinase	28.5206
UniRef50_A9NGI4: Type III pantothenate kinase|unclassified	28.5206
UniRef50_UPI00047175C1: hypothetical protein	27.8831
UniRef50_UPI00047175C1: hypothetical protein|unclassified	27.8831
UniRef50_R5CGP4	27.7607
UniRef50_R5CGP4|unclassified	27.7607
UniRef50_UPI0003A75BA1: 2-dehydropantoate 2-reductase	27.6026
UniRef50_UPI0003A75BA1: 2-dehydropantoate 2-reductase|unclassified	27.6026
UniRef50_A2W734	27.1277
UniRef50_A2W734|unclassified	27.1277
UniRef50_UPI00037E7E84: MULTISPECIES: hypothetical protein	27.1132
UniRef50_UPI00037E7E84: MULTISPECIES: hypothetical protein|unclassified	27.1132
UniRef50_X1MW03: Marine sediment metagenome DNA, contig: S06H3_S05082 (Fragment)	27.0067
UniRef50_X1MW03: Marine sediment metagenome DNA, contig: S06H3_S05082 (Fragment)|unclassified	27.0067
UniRef50_UPI000364CB5B: hypothetical protein	26.8406
UniRef50_UPI000364CB5B: hypothetical protein|unclassified	26.8406
UniRef50_UPI000255EDDE: hypothetical protein	26.452
UniRef50_UPI000255EDDE: hypothetical protein|unclassified	26.452
UniRef50_UPI00046A8CE2: hypothetical protein	26.3401
UniRef50_UPI00046A8CE2: hypothetical protein|unclassified	26.3401
UniRef50_UPI0003A5472F: sodium:proline symporter	26.1719
UniRef50_UPI0003A5472F: sodium:proline symporter|unclassified	26.1719
UniRef50_UPI00037BE984: hypothetical protein	26.1079
UniRef50_UPI00037BE984: hypothetical protein|unclassified	26.1079
UniRef50_UPI00047E2FD5: hypothetical protein	26.0815
UniRef50_UPI00047E2FD5: hypothetical protein|unclassified	26.0815
UniRef50_X1CSP0: Marine sediment metagenome DNA, contig: S01H4_S05956	26.0464
UniRef50_X1CSP0: Marine sediment metagenome DNA, contig: S01H4_S05956|unclassified	26.0464
UniRef50_UPI000375205B: hypothetical protein	26.0103
UniRef50_UPI000375205B: hypothetical protein|unclassified	26.0103
UniRef50_UPI0003775F7F: hypothetical protein	25.8271
UniRef50_UPI0003775F7F: hypothetical protein|unclassified	25.8271
UniRef50_UPI0003B3F2D2: dephospho-CoA kinase	25.661
UniRef50_UPI0003B3F2D2: dephospho-CoA kinase|unclassified	25.661
UniRef50_UPI00037E08C7: hypothetical protein	25.6467
UniRef50_UPI00037E08C7: hypothetical protein|unclassified	25.6467
UniRef50_F9ZP98	25.4048
UniRef50_F9ZP98|unclassified	25.4048
UniRef50_UPI000289358B: 2-dehydropantoate 2-reductase, partial	25.2178
UniRef50_UPI000289358B: 2-dehydropantoate 2-reductase, partial|unclassified	25.2178
UniRef50_UPI0003B3582E: flavoprotein	25.1337
UniRef50_UPI0003B3582E: flavoprotein|unclassified	25.1337
UniRef50_UPI00040D876B: electron transfer flavoprotein subunit beta	25.1231
UniRef50_UPI00040D876B: electron transfer flavoprotein subunit beta|unclassified	25.1231
UniRef50_A0A011R517: Acetate transporter ActP	25.0638
UniRef50_A0A011R517: Acetate transporter ActP|unclassified	25.0638
UniRef50_V7HFL9	25.0163
UniRef50_V7HFL9|unclassified	25.0163
UniRef50_X1ATN2: Marine sediment metagenome DNA, contig: S01H4_C00462	24.903
UniRef50_X1ATN2: Marine sediment metagenome DNA, contig: S01H4_C00462|unclassified	24.903
UniRef50_K2BIT5	24.7165
UniRef50_K2BIT5|unclassified	24.7165
UniRef50_UPI00041CC165: hypothetical protein	24.5694
UniRef50_UPI00041CC165: hypothetical protein|unclassified	24.5694
UniRef50_UPI0004753D9A: hypothetical protein	24.4791
UniRef50_UPI0004753D9A: hypothetical protein|unclassified	24.4791
UniRef50_UPI0003153146: hypothetical protein	24.275
UniRef50_UPI0003153146: hypothetical protein|unclassified	24.275
UniRef50_UPI00046CB21D: hypothetical protein	24.0047
UniRef50_UPI00046CB21D: hypothetical protein|unclassified	24.0047
UniRef50_UPI00034676CB: hypothetical protein	23.931
UniRef50_UPI00034676CB: hypothetical protein|unclassified	23.931
UniRef50_K1W3F0	23.8634
UniRef50_K1W3F0|unclassified	23.8634
UniRef50_UPI000423EF0D: hypothetical protein	23.7725
UniRef50_UPI000423EF0D: hypothetical protein|unclassified	23.7725
UniRef50_A9U7I2: Predicted protein (Fragment)	23.4353
UniRef50_A9U7I2: Predicted protein (Fragment)|unclassified	23.4353
UniRef50_UPI0003471DB3: hypothetical protein	23.4252
UniRef50_UPI0003471DB3: hypothetical protein|unclassified	23.4252
UniRef50_UPI00047E4B3B: uridine kinase	23.3158
UniRef50_UPI00047E4B3B: uridine kinase|unclassified	23.3158
UniRef50_UPI00047664DA: membrane protein	23.2337
UniRef50_UPI00047664DA: membrane protein|unclassified	23.2337
UniRef50_UPI0003F64D82: hypothetical protein	23.0679
UniRef50_UPI0003F64D82: hypothetical protein|unclassified	23.0679
UniRef50_X1SH26: Marine sediment metagenome DNA, contig: S06H3_S30727 (Fragment)	22.7341
UniRef50_X1SH26: Marine sediment metagenome DNA, contig: S06H3_S30727 (Fragment)|unclassified	22.7341
UniRef50_UPI00036C140C: hypothetical protein	22.6707
UniRef50_UPI00036C140C: hypothetical protein|unclassified	22.6707
UniRef50_UPI000219473F: dephospho-CoA kinase	22.3736
UniRef50_UPI000219473F: dephospho-CoA kinase|unclassified	22.3736
UniRef50_UPI000413E469: hypothetical protein	22.167
UniRef50_UPI000413E469: hypothetical protein|unclassified	22.167
UniRef50_UPI00036300AF: hypothetical protein, partial	22.1326
UniRef50_UPI00036300AF: hypothetical protein, partial|unclassified	22.1326
UniRef50_A0A024JKP1: Similar to saccharomyces cerevisiae YIL145C PAN6 Pantothenate synthase	21.9375
UniRef50_A0A024JKP1: Similar to saccharomyces cerevisiae YIL145C PAN6 Pantothenate synthase|unclassified	21.9375
UniRef50_UPI00038312FD: hypothetical protein	21.9357
UniRef50_UPI00038312FD: hypothetical protein|unclassified	21.9357
UniRef50_G5E1D8	21.6796
UniRef50_G5E1D8|unclassified	21.6796
UniRef50_UPI00047EE3D3: hypothetical protein	21.66
UniRef50_UPI00047EE3D3: hypothetical protein|unclassified	21.66
UniRef50_UPI00047B4F84: hypothetical protein	21.4507
UniRef50_UPI00047B4F84: hypothetical protein|unclassified	21.4507
UniRef50_UPI00046A4009: hypothetical protein	21.4496
UniRef50_UPI00046A4009: hypothetical protein|unclassified	21.4496
UniRef50_G9ZE92	21.4486
UniRef50_G9ZE92|unclassified	21.4486
UniRef50_UPI00047B8547: hypothetical protein	21.1948
UniRef50_UPI00047B8547: hypothetical protein|unclassified	21.1948
UniRef50_UPI000363AE14: hypothetical protein	21.1907
UniRef50_UPI000363AE14: hypothetical protein|unclassified	21.1907
UniRef50_UPI00037ECF83: hypothetical protein	21.1036
UniRef50_UPI00037ECF83: hypothetical protein|unclassified	21.1036
UniRef50_D3S194	20.8256
UniRef50_D3S194|unclassified	20.8256
UniRef50_A0A022MJM5	20.6761
UniRef50_A0A022MJM5|unclassified	20.6761
UniRef50_UPI0003B5AE01: phosphoribulokinase	20.5905
UniRef50_UPI0003B5AE01: phosphoribulokinase|unclassified	20.5905
UniRef50_J9GD74	20.5272
UniRef50_J9GD74|unclassified	20.5272
UniRef50_UPI00047CB3F8: hypothetical protein	20.5227
UniRef50_UPI00047CB3F8: hypothetical protein|unclassified	20.5227
UniRef50_UPI00029AB378: sodium:solute symporter	20.4829
UniRef50_UPI00029AB378: sodium:solute symporter|unclassified	20.4829
UniRef50_UPI000416CAFC: dephospho-CoA kinase	20.4323
UniRef50_UPI000416CAFC: dephospho-CoA kinase|unclassified	20.4323
UniRef50_UPI0002559BBA: 2-dehydropantoate 2-reductase	20.4146
UniRef50_UPI0002559BBA: 2-dehydropantoate 2-reductase|unclassified	20.4146
UniRef50_D7CWM7	20.2676
UniRef50_D7CWM7|unclassified	20.2676
UniRef50_UPI0003B50BA1: hypothetical protein	20.2133
UniRef50_UPI0003B50BA1: hypothetical protein|unclassified	20.2133
UniRef50_X0YZY8: Marine sediment metagenome DNA, contig: S01H4_C00039	20.1922
UniRef50_X0YZY8: Marine sediment metagenome DNA, contig: S01H4_C00039|unclassified	20.1922
UniRef50_I0H425	19.9611
UniRef50_I0H425|unclassified	19.9611
UniRef50_K1ZVV4	19.6571
UniRef50_K1ZVV4|unclassified	19.6571
UniRef50_W5WGD4	19.2327
UniRef50_W5WGD4|unclassified	19.2327
UniRef50_A6U5N5	19.1636
UniRef50_A6U5N5|unclassified	19.1636
UniRef50_A1WDW3	18.9756
UniRef50_A1WDW3|unclassified	18.9756
UniRef50_UPI0003A50A4A: phosphopantetheine adenylyltransferase	18.7082
UniRef50_UPI0003A50A4A: phosphopantetheine adenylyltransferase|unclassified	18.7082
UniRef50_UPI000367E312: hypothetical protein	18.3406
UniRef50_UPI000367E312: hypothetical protein|unclassified	18.3406
UniRef50_UPI00031DE2B6: hypothetical protein	18.3288
UniRef50_UPI00031DE2B6: hypothetical protein|unclassified	18.3288
UniRef50_UPI00029A0DCC: NUDIX hydrolase	18.1585
UniRef50_UPI00029A0DCC: NUDIX hydrolase|unclassified	18.1585
UniRef50_X6CT58	18.1549
UniRef50_X6CT58|unclassified	18.1549
UniRef50_UPI00036F2FA6: hypothetical protein	18.1336
UniRef50_UPI00036F2FA6: hypothetical protein|unclassified	18.1336
UniRef50_B0R7W9: UPF0201 protein OE_4444F	17.9244
UniRef50_B0R7W9: UPF0201 protein OE_4444F|unclassified	17.9244
UniRef50_UPI000382A943: hypothetical protein	17.8248
UniRef50_UPI000382A943: hypothetical protein|unclassified	17.8248
UniRef50_UPI00047BAD1B: hypothetical protein	17.7993
UniRef50_UPI00047BAD1B: hypothetical protein|unclassified	17.7993
UniRef50_A8T0D8: Sel1 domain protein repeat-containing protein	17.5863
UniRef50_A8T0D8: Sel1 domain protein repeat-containing protein|unclassified	17.5863
UniRef50_UPI00047153BC: hypothetical protein	17.3798
UniRef50_UPI00047153BC: hypothetical protein|unclassified	17.3798
UniRef50_UPI000225B1A9: pantetheine-phosphate adenylyltransferase	17.2282
UniRef50_UPI000225B1A9: pantetheine-phosphate adenylyltransferase|unclassified	17.2282
UniRef50_UPI000412AED1: hypothetical protein	17.1618
UniRef50_UPI000412AED1: hypothetical protein|unclassified	17.1618
UniRef50_UPI0002E81A28: hypothetical protein	17.1438
UniRef50_UPI0002E81A28: hypothetical protein|unclassified	17.1438
UniRef50_R5HE59	16.8254
UniRef50_R5HE59|unclassified	16.8254
UniRef50_Q3JV53	16.7638
UniRef50_Q3JV53|unclassified	16.7638
UniRef50_UPI0003B5D583: membrane protein	16.6886
UniRef50_UPI0003B5D583: membrane protein|unclassified	16.6886
UniRef50_UPI0004123768: hypothetical protein	16.4161
UniRef50_UPI0004123768: hypothetical protein|unclassified	16.4161
UniRef50_UPI000366C239: MULTISPECIES: hypothetical protein	16.2569
UniRef50_UPI000366C239: MULTISPECIES: hypothetical protein|unclassified	16.2569
UniRef50_B4ULU1: Thioesterase domain protein	16.1495
UniRef50_B4ULU1: Thioesterase domain protein|unclassified	16.1495
UniRef50_U7P0D1	16.0551
UniRef50_U7P0D1|unclassified	16.0551
UniRef50_A0A037XG08	15.9907
UniRef50_A0A037XG08|unclassified	15.9907
UniRef50_K2GS79: 2-dehydropantoate 2-reductase	15.9889
UniRef50_K2GS79: 2-dehydropantoate 2-reductase|unclassified	15.9889
UniRef50_X1FLM2: Marine sediment metagenome DNA, contig: S03H2_L02554 (Fragment)	15.7614
UniRef50_X1FLM2: Marine sediment metagenome DNA, contig: S03H2_L02554 (Fragment)|unclassified	15.7614
UniRef50_UPI0003B31207: thiosulfate sulfurtransferase	15.7191
UniRef50_UPI0003B31207: thiosulfate sulfurtransferase|unclassified	15.7191
UniRef50_UPI00047957CD: thiosulfate sulfurtransferase	15.5242
UniRef50_UPI00047957CD: thiosulfate sulfurtransferase|unclassified	15.5242
UniRef50_UPI00038F4B51: Probable 2-dehydropantoate 2-reductase	15.0221
UniRef50_UPI00038F4B51: Probable 2-dehydropantoate 2-reductase|unclassified	15.0221
UniRef50_E4IDJ0	14.8704
UniRef50_E4IDJ0|unclassified	14.8704
UniRef50_D9SYU2: Rhodanese domain protein	14.7707
UniRef50_D9SYU2: Rhodanese domain protein|unclassified	14.7707
UniRef50_UPI000475DABF: hypothetical protein	14.7286
UniRef50_UPI000475DABF: hypothetical protein|unclassified	14.7286
UniRef50_S9QNJ1	14.7031
UniRef50_S9QNJ1|unclassified	14.7031
UniRef50_R9T8D9	14.5943
UniRef50_R9T8D9|unclassified	14.5943
UniRef50_UPI000360FF0C: MULTISPECIES: hypothetical protein	14.5442
UniRef50_UPI000360FF0C: MULTISPECIES: hypothetical protein|unclassified	14.5442
UniRef50_K1X2Y7	14.5187
UniRef50_K1X2Y7|unclassified	14.5187
UniRef50_UPI000463F5E8: hypothetical protein	14.4031
UniRef50_UPI000463F5E8: hypothetical protein|unclassified	14.4031
UniRef50_UPI00034AE4E3: hypothetical protein	14.3481
UniRef50_UPI00034AE4E3: hypothetical protein|unclassified	14.3481
UniRef50_U2ZBP6	14.3239
UniRef50_U2ZBP6|unclassified	14.3239
UniRef50_UPI00016A57F8: DNA repair protein RadC, partial	14.2674
UniRef50_UPI00016A57F8: DNA repair protein RadC, partial|unclassified	14.2674
UniRef50_R4LGM7: Ketopantoate reductase ApbA/PanE	14.2608
UniRef50_R4LGM7: Ketopantoate reductase ApbA/PanE|unclassified	14.2608
UniRef50_I4C6B2	13.6329
UniRef50_I4C6B2|unclassified	13.6329
UniRef50_A3T250	13.6057
UniRef50_A3T250|unclassified	13.6057
UniRef50_UPI000373C5BA: hypothetical protein, partial	13.5762
UniRef50_UPI000373C5BA: hypothetical protein, partial|unclassified	13.5762
UniRef50_UPI00047A8271: hypothetical protein	13.4255
UniRef50_UPI00047A8271: hypothetical protein|unclassified	13.4255
UniRef50_H2CGN7: DNA/pantothenate metabolism flavoprotein domain protein	13.2228
UniRef50_H2CGN7: DNA/pantothenate metabolism flavoprotein domain protein|unclassified	13.2228
UniRef50_UPI000362FAB4: hypothetical protein	13.0292
UniRef50_UPI000362FAB4: hypothetical protein|unclassified	13.0292
UniRef50_T0MPK8	12.6812
UniRef50_T0MPK8|unclassified	12.6812
UniRef50_UPI0004154235: hypothetical protein	12.5646
UniRef50_UPI0004154235: hypothetical protein|unclassified	12.5646
UniRef50_UPI0003737717: hypothetical protein	12.4579
UniRef50_UPI0003737717: hypothetical protein|unclassified	12.4579
UniRef50_UPI0003B591B6: nucleoside triphosphate hydrolase	12.3187
UniRef50_UPI0003B591B6: nucleoside triphosphate hydrolase|unclassified	12.3187
UniRef50_E6L2G0: Sodium:solute symporter family protein	12.297
UniRef50_E6L2G0: Sodium:solute symporter family protein|unclassified	12.297
UniRef50_UPI000366EBC9: hypothetical protein	12.245
UniRef50_UPI000366EBC9: hypothetical protein|unclassified	12.245
UniRef50_UPI00047D5BAD: thiosulfate sulfurtransferase	12.2234
UniRef50_UPI00047D5BAD: thiosulfate sulfurtransferase|unclassified	12.2234
UniRef50_UPI00029AC40B: 2-dehydropantoate 2-reductase	11.9778
UniRef50_UPI00029AC40B: 2-dehydropantoate 2-reductase|unclassified	11.9778
UniRef50_A0A059MG93	11.8925
UniRef50_A0A059MG93|unclassified	11.8925
UniRef50_A0A011MSU8	11.8838
UniRef50_A0A011MSU8|unclassified	11.8838
UniRef50_UPI000465392A: NUDIX hydrolase	11.8615
UniRef50_UPI000465392A: NUDIX hydrolase|unclassified	11.8615
UniRef50_W1TPM5	11.6599
UniRef50_W1TPM5|unclassified	11.6599
UniRef50_Q58549: ADP-ribose pyrophosphatase	11.6278
UniRef50_Q58549: ADP-ribose pyrophosphatase|unclassified	11.6278
UniRef50_UPI00034D025B: hypothetical protein	11.5138
UniRef50_UPI00034D025B: hypothetical protein|unclassified	11.5138
UniRef50_W0RE52	11.4831
UniRef50_W0RE52|unclassified	11.4831
UniRef50_UPI0003B3DE75: ketol-acid reductoisomerase	11.3695
UniRef50_UPI0003B3DE75: ketol-acid reductoisomerase|unclassified	11.3695
UniRef50_E3D747	11.295
UniRef50_E3D747|unclassified	11.295
UniRef50_UPI00016A3C2C: DNA repair protein RadC, partial	11.1141
UniRef50_UPI00016A3C2C: DNA repair protein RadC, partial|unclassified	11.1141
UniRef50_UPI000372A22C: hypothetical protein	10.9388
UniRef50_UPI000372A22C: hypothetical protein|unclassified	10.9388
UniRef50_UPI00035ECA55: hypothetical protein	10.9353
UniRef50_UPI00035ECA55: hypothetical protein|unclassified	10.9353
UniRef50_Q3JV52: UPF0758 protein BURPS1710b_1139	10.8686
UniRef50_Q3JV52: UPF0758 protein BURPS1710b_1139|unclassified	10.8686
UniRef50_UPI0002625F2F: ketopantoate reductase ApbA/PanE	10.8072
UniRef50_UPI0002625F2F: ketopantoate reductase ApbA/PanE|unclassified	10.8072
UniRef50_P22610: Type 4 prepilin-like proteins leader peptide-processing enzyme	10.771
UniRef50_P22610: Type 4 prepilin-like proteins leader peptide-processing enzyme|unclassified	10.771
UniRef50_UPI000473B1CD: hypothetical protein, partial	10.5919
UniRef50_UPI000473B1CD: hypothetical protein, partial|unclassified	10.5919
UniRef50_A3PF80: Bifunctional pantoate ligase/cytidylate kinase	10.544
UniRef50_A3PF80: Bifunctional pantoate ligase/cytidylate kinase|unclassified	10.544
UniRef50_UPI00037358AD: hypothetical protein	10.4264
UniRef50_UPI00037358AD: hypothetical protein|unclassified	10.4264
UniRef50_K2BJ29	10.4102
UniRef50_K2BJ29|unclassified	10.4102
UniRef50_Q97K30: Probable M18 family aminopeptidase 1	10.3849
UniRef50_Q97K30: Probable M18 family aminopeptidase 1|unclassified	10.3849
UniRef50_UPI0002E4D1A2: hypothetical protein	10.2334
UniRef50_UPI0002E4D1A2: hypothetical protein|unclassified	10.2334
UniRef50_UPI000262CCDA: dephospho-CoA kinase	10.0764
UniRef50_UPI000262CCDA: dephospho-CoA kinase|unclassified	10.0764
UniRef50_UPI00026266F2: dephospho-CoA kinase	10.028
UniRef50_UPI00026266F2: dephospho-CoA kinase|unclassified	10.028
UniRef50_UPI0004155912: hypothetical protein	9.9912
UniRef50_UPI0004155912: hypothetical protein|unclassified	9.9912
UniRef50_UPI0003B333B9: nucleoside triphosphate hydrolase	9.92433
UniRef50_UPI0003B333B9: nucleoside triphosphate hydrolase|unclassified	9.92433
UniRef50_UPI000368CB16: hypothetical protein	9.84935
UniRef50_UPI000368CB16: hypothetical protein|unclassified	9.84935
UniRef50_UPI00036C3D23: hypothetical protein, partial	9.83758
UniRef50_UPI00036C3D23: hypothetical protein, partial|unclassified	9.83758
UniRef50_J9YZZ1: DNA/pantothenate metabolism flavoprotein	9.70189
UniRef50_J9YZZ1: DNA/pantothenate metabolism flavoprotein|unclassified	9.70189
UniRef50_Q167P1	9.5241
UniRef50_Q167P1|unclassified	9.5241
UniRef50_UPI00034A10E7: hypothetical protein	9.4323
UniRef50_UPI00034A10E7: hypothetical protein|unclassified	9.4323
UniRef50_UPI00047D3635: hypothetical protein	9.31188
UniRef50_UPI00047D3635: hypothetical protein|unclassified	9.31188
UniRef50_W5XII8: Aspartate 1-decarboxylase	9.26905
UniRef50_W5XII8: Aspartate 1-decarboxylase|unclassified	9.26905
UniRef50_UPI000468CEC0: hypothetical protein	9.25115
UniRef50_UPI000468CEC0: hypothetical protein|unclassified	9.25115
UniRef50_X6CSZ9	9.22881
UniRef50_X6CSZ9|unclassified	9.22881
UniRef50_UPI0002379F9E: hypothetical protein	9.1765
UniRef50_UPI0002379F9E: hypothetical protein|unclassified	9.1765
UniRef50_UPI00029A522A: flavoprotein	8.99565
UniRef50_UPI00029A522A: flavoprotein|unclassified	8.99565
UniRef50_U5UTC7: Class II Aldolase and Adducin N-terminal domain protein	8.83715
UniRef50_U5UTC7: Class II Aldolase and Adducin N-terminal domain protein|unclassified	8.83715
UniRef50_N1PDF0	8.77764
UniRef50_N1PDF0|unclassified	8.77764
UniRef50_UPI00034BB6BF: hypothetical protein	8.70911
UniRef50_UPI00034BB6BF: hypothetical protein|unclassified	8.70911
UniRef50_UPI0002625F2E: 2-dehydropantoate 2-reductase	8.669
UniRef50_UPI0002625F2E: 2-dehydropantoate 2-reductase|unclassified	8.669
UniRef50_Q74JL8: Cytidylate kinase	8.64943
UniRef50_Q74JL8: Cytidylate kinase|unclassified	8.64943
UniRef50_UPI0004784AB7: DNA mismatch repair protein MutT	8.41477
UniRef50_UPI0004784AB7: DNA mismatch repair protein MutT|unclassified	8.41477
UniRef50_D8MSB8	8.06947
UniRef50_D8MSB8|unclassified	8.06947
UniRef50_C7R180: Rhodanese domain protein	7.9429
UniRef50_C7R180: Rhodanese domain protein|unclassified	7.9429
UniRef50_UPI00046652D6: MULTISPECIES: NUDIX hydrolase	7.71179
UniRef50_UPI00046652D6: MULTISPECIES: NUDIX hydrolase|unclassified	7.71179
UniRef50_UPI0002FDA6D0: hypothetical protein	7.6792
UniRef50_UPI0002FDA6D0: hypothetical protein|unclassified	7.6792
UniRef50_UPI0002FF9E01: N-methyltransferase	7.63207
UniRef50_UPI0002FF9E01: N-methyltransferase|unclassified	7.63207
UniRef50_I4B855	7.61192
UniRef50_I4B855|unclassified	7.61192
UniRef50_UPI0003190E74: hypothetical protein	7.5823
UniRef50_UPI0003190E74: hypothetical protein|unclassified	7.5823
UniRef50_UPI0003B51EA9: DNA mismatch repair protein MutT, partial	7.45109
