# Gene Family	SampleCobalamin_synthesis_Abundance-CPM
UniRef50_UPI0004656CBB: hypothetical protein	59.2917
UniRef50_UPI0004656CBB: hypothetical protein|unclassified	59.2917
UniRef50_Q7VDR6: Cobalamin synthase	59.2203
UniRef50_Q7VDR6: Cobalamin synthase|unclassified	59.2203
UniRef50_R5ZB85: Cobyrinic acid a c-diamide synthase	58.9222
UniRef50_R5ZB85: Cobyrinic acid a c-diamide synthase|unclassified	58.9222
UniRef50_UPI000373D9FB: hypothetical protein	58.7776
UniRef50_UPI000373D9FB: hypothetical protein|unclassified	58.7776
UniRef50_F5RCM9: Putative phosphoglycerate mutase	58.7698
UniRef50_F5RCM9: Putative phosphoglycerate mutase|unclassified	58.7698
UniRef50_UPI00036241D3: hypothetical protein	58.5906
UniRef50_UPI00036241D3: hypothetical protein|unclassified	58.5906
UniRef50_C1A5L8: Phosphoglycerate mutase family	58.4192
UniRef50_C1A5L8: Phosphoglycerate mutase family|unclassified	58.4192
UniRef50_G4E4I1: Cobalamin (Vitamin B12) biosynthesis CbiG protein	58.249
UniRef50_G4E4I1: Cobalamin (Vitamin B12) biosynthesis CbiG protein|unclassified	58.249
UniRef50_UPI0003B37130: cobalamin biosynthesis protein CbiG	58.1159
UniRef50_UPI0003B37130: cobalamin biosynthesis protein CbiG|unclassified	58.1159
UniRef50_UPI00046476EB: hypothetical protein	57.8635
UniRef50_UPI00046476EB: hypothetical protein|unclassified	57.8635
UniRef50_I3YCH3: Fructose-2,6-bisphosphatase	57.793
UniRef50_I3YCH3: Fructose-2,6-bisphosphatase|unclassified	57.793
UniRef50_Q8TUT2: Cobalamin synthase	57.6268
UniRef50_Q8TUT2: Cobalamin synthase|unclassified	57.6268
UniRef50_A2SP04: Fructose-2,6-biphosphatase	57.4492
UniRef50_A2SP04: Fructose-2,6-biphosphatase|unclassified	57.4492
UniRef50_UPI0004779943: hypothetical protein	57.1531
UniRef50_UPI0004779943: hypothetical protein|unclassified	57.1531
UniRef50_UPI0004714B55: hypothetical protein	56.5324
UniRef50_UPI0004714B55: hypothetical protein|unclassified	56.5324
UniRef50_UPI0004772433: O-succinylbenzoic acid--CoA ligase	56.4096
UniRef50_UPI0004772433: O-succinylbenzoic acid--CoA ligase|unclassified	56.4096
UniRef50_I3BNU9: Phosphoglycerate mutase	56.2664
UniRef50_I3BNU9: Phosphoglycerate mutase|unclassified	56.2664
UniRef50_K1TS13: Cobyric acid synthase CobQ (Fragment)	56.0133
UniRef50_K1TS13: Cobyric acid synthase CobQ (Fragment)|unclassified	56.0133
UniRef50_A0A011QTN4: Cobalamin synthase	55.9573
UniRef50_A0A011QTN4: Cobalamin synthase|unclassified	55.9573
UniRef50_X6L3H0	55.896
UniRef50_X6L3H0|unclassified	55.896
UniRef50_G6XKB1	55.8285
UniRef50_G6XKB1|unclassified	55.8285
UniRef50_X1P6H3: Marine sediment metagenome DNA, contig: S06H3_S00545 (Fragment)	55.3851
UniRef50_X1P6H3: Marine sediment metagenome DNA, contig: S06H3_S00545 (Fragment)|unclassified	55.3851
UniRef50_D3NXB6: Phosphoglycerate mutase	55.347
UniRef50_D3NXB6: Phosphoglycerate mutase|unclassified	55.347
UniRef50_N0AGB1: Histidine phosphatase super family protein	55.342
UniRef50_N0AGB1: Histidine phosphatase super family protein|unclassified	55.342
UniRef50_UPI000368E027: hypothetical protein	55.2266
UniRef50_UPI000368E027: hypothetical protein|unclassified	55.2266
UniRef50_K7SZ89: Phosphoglycerate mutase	55.1501
UniRef50_K7SZ89: Phosphoglycerate mutase|unclassified	55.1501
UniRef50_UPI00046809C9: glutamine amidotransferase	55.0428
UniRef50_UPI00046809C9: glutamine amidotransferase|unclassified	55.0428
UniRef50_M6UZM5: Histidine phosphatase superfamily (Branch 1) domain protein	55.0421
UniRef50_M6UZM5: Histidine phosphatase superfamily (Branch 1) domain protein|unclassified	55.0421
UniRef50_UPI000472A58D: hypothetical protein	54.9813
UniRef50_UPI000472A58D: hypothetical protein|unclassified	54.9813
UniRef50_A1SJN0: Cobalamin synthase	54.8847
UniRef50_A1SJN0: Cobalamin synthase|unclassified	54.8847
UniRef50_D9V4W2: Alpha-ribazole phosphatase	54.8606
UniRef50_D9V4W2: Alpha-ribazole phosphatase|unclassified	54.8606
UniRef50_E6UV27: Phosphoglycerate mutase	54.5239
UniRef50_E6UV27: Phosphoglycerate mutase|unclassified	54.5239
UniRef50_UPI0003B74002: cobalamin 5-phosphate synthase	54.3761
UniRef50_UPI0003B74002: cobalamin 5-phosphate synthase|unclassified	54.3761
UniRef50_UPI00047D14B7: hypothetical protein, partial	54.3667
UniRef50_UPI00047D14B7: hypothetical protein, partial|unclassified	54.3667
UniRef50_UPI0002492181: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	54.2126
UniRef50_UPI0002492181: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	54.2126
UniRef50_C6LEQ3: Phosphoglycerate mutase family protein	54.1524
UniRef50_C6LEQ3: Phosphoglycerate mutase family protein|unclassified	54.1524
UniRef50_B5YL84: Cobalamin synthase	52.8437
UniRef50_B5YL84: Cobalamin synthase|unclassified	52.8437
UniRef50_H5XFS6: Fructose-2,6-bisphosphatase	52.8299
UniRef50_H5XFS6: Fructose-2,6-bisphosphatase|unclassified	52.8299
UniRef50_Q5KZ07	52.687
UniRef50_Q5KZ07|unclassified	52.687
UniRef50_Q73K39: Cobalamin synthase	52.2993
UniRef50_Q73K39: Cobalamin synthase|unclassified	52.2993
UniRef50_A0A059E4K5	52.1778
UniRef50_A0A059E4K5|unclassified	52.1778
UniRef50_M2U4E6: Alpha-ribazole-5'-phosphate phosphatase	52.1302
UniRef50_M2U4E6: Alpha-ribazole-5'-phosphate phosphatase|unclassified	52.1302
UniRef50_B5WVF6	51.9116
UniRef50_B5WVF6|unclassified	51.9116
UniRef50_UPI000472FA77: hypothetical protein	51.8534
UniRef50_UPI000472FA77: hypothetical protein|unclassified	51.8534
UniRef50_UPI00046F6629: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	51.7665
UniRef50_UPI00046F6629: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	51.7665
UniRef50_C1D327: Putative phosphoglycerate mutase family, putative fructose-2,6-bisphosphatase	51.5896
UniRef50_C1D327: Putative phosphoglycerate mutase family, putative fructose-2,6-bisphosphatase|unclassified	51.5896
UniRef50_UPI00036AF317: adenosylcobinamide kinase, partial	51.5808
UniRef50_UPI00036AF317: adenosylcobinamide kinase, partial|unclassified	51.5808
UniRef50_X0XUC4: Marine sediment metagenome DNA, contig: S01H1_S42129 (Fragment)	51.4582
UniRef50_X0XUC4: Marine sediment metagenome DNA, contig: S01H1_S42129 (Fragment)|unclassified	51.4582
UniRef50_D4MSI4	51.4124
UniRef50_D4MSI4|unclassified	51.4124
UniRef50_UPI0003143195: hypothetical protein	51.3955
UniRef50_UPI0003143195: hypothetical protein|unclassified	51.3955
UniRef50_UPI00047BF3DC: hypothetical protein	51.3311
UniRef50_UPI00047BF3DC: hypothetical protein|unclassified	51.3311
UniRef50_K2GRW9: Cobyric acid synthase	51.22
UniRef50_K2GRW9: Cobyric acid synthase|unclassified	51.22
UniRef50_U5P3Z6: Propanediol utilization protein	51.1998
UniRef50_U5P3Z6: Propanediol utilization protein|unclassified	51.1998
UniRef50_A0A011QMY5	51.1715
UniRef50_A0A011QMY5|unclassified	51.1715
UniRef50_S2E4D7: CobQ/CobB/MinD/ParA nucleotide binding domain protein	50.6791
UniRef50_S2E4D7: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	50.6791
UniRef50_UPI00046D5853: hypothetical protein	50.6715
UniRef50_UPI00046D5853: hypothetical protein|unclassified	50.6715
UniRef50_UPI00037EAA4F: hypothetical protein	50.2627
UniRef50_UPI00037EAA4F: hypothetical protein|unclassified	50.2627
UniRef50_R6EWX0: Putative cobalt-precorrin-6A synthase [deacetylating]	49.8112
UniRef50_R6EWX0: Putative cobalt-precorrin-6A synthase [deacetylating]|unclassified	49.8112
UniRef50_D5VCV6	49.4885
UniRef50_D5VCV6|unclassified	49.4885
UniRef50_C3MJX7: Cobalamin synthase	49.3467
UniRef50_C3MJX7: Cobalamin synthase|unclassified	49.3467
UniRef50_C5BS14: Phosphoglycerate mutase family protein	49.0705
UniRef50_C5BS14: Phosphoglycerate mutase family protein|unclassified	49.0705
UniRef50_UPI0003483C33: hypothetical protein	49.0191
UniRef50_UPI0003483C33: hypothetical protein|unclassified	49.0191
UniRef50_H0A905: Phosphoglycerate mutase family protein	48.9768
UniRef50_H0A905: Phosphoglycerate mutase family protein|unclassified	48.9768
UniRef50_R7B4Q1	48.8901
UniRef50_R7B4Q1|unclassified	48.8901
UniRef50_UPI000376F92C: hypothetical protein	48.87
UniRef50_UPI000376F92C: hypothetical protein|unclassified	48.87
UniRef50_UPI0003800D8C: hypothetical protein	48.4784
UniRef50_UPI0003800D8C: hypothetical protein|unclassified	48.4784
UniRef50_E0UST0: Phosphoglycerate mutase	48.2348
UniRef50_E0UST0: Phosphoglycerate mutase|unclassified	48.2348
UniRef50_UPI000373C0A2: hypothetical protein	48.1374
UniRef50_UPI000373C0A2: hypothetical protein|unclassified	48.1374
UniRef50_UPI000289C186: cobalamin synthase	48.0173
UniRef50_UPI000289C186: cobalamin synthase|unclassified	48.0173
UniRef50_UPI00046F0D97: hypothetical protein	47.7514
UniRef50_UPI00046F0D97: hypothetical protein|unclassified	47.7514
UniRef50_UPI000403547A: hypothetical protein	47.747
UniRef50_UPI000403547A: hypothetical protein|unclassified	47.747
UniRef50_Q97A63: Cobalt-precorrin-5B C(1)-methyltransferase	47.6422
UniRef50_Q97A63: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	47.6422
UniRef50_S6NLM9: Cobyrinic acid a,c-diamide synthase (Fragment)	47.5371
UniRef50_S6NLM9: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	47.5371
UniRef50_C6BWB3: Phosphoglycerate mutase	47.2315
UniRef50_C6BWB3: Phosphoglycerate mutase|unclassified	47.2315
UniRef50_UPI00039463D9: kinase	47.1956
UniRef50_UPI00039463D9: kinase|unclassified	47.1956
UniRef50_A6DF35	46.9263
UniRef50_A6DF35|unclassified	46.9263
UniRef50_UPI000401F1C5: phosphoglycerate kinase	46.7136
UniRef50_UPI000401F1C5: phosphoglycerate kinase|unclassified	46.7136
UniRef50_B6WR06: Phosphoglycerate mutase family protein	46.6839
UniRef50_B6WR06: Phosphoglycerate mutase family protein|unclassified	46.6839
UniRef50_H0UPJ9: Fructose-2,6-bisphosphatase	46.6581
UniRef50_H0UPJ9: Fructose-2,6-bisphosphatase|unclassified	46.6581
UniRef50_UPI000468B6AC: hypothetical protein	46.4199
UniRef50_UPI000468B6AC: hypothetical protein|unclassified	46.4199
UniRef50_M6RBC7: Cobyrinic acid a,c-diamide synthase domain protein	46.3217
UniRef50_M6RBC7: Cobyrinic acid a,c-diamide synthase domain protein|unclassified	46.3217
UniRef50_UPI000468DA16: cobalamin biosynthesis protein CbiD	46.3102
UniRef50_UPI000468DA16: cobalamin biosynthesis protein CbiD|unclassified	46.3102
UniRef50_UPI0002628777: bifunctional precorrin-3 methyltransferase/precorrin-6x reductase oxidoreductase, partial	46.3073
UniRef50_UPI0002628777: bifunctional precorrin-3 methyltransferase/precorrin-6x reductase oxidoreductase, partial|unclassified	46.3073
UniRef50_C1D6F9: Cobalamin synthase	46.289
UniRef50_C1D6F9: Cobalamin synthase|unclassified	46.289
UniRef50_UPI00046443C8: hypothetical protein	46.2345
UniRef50_UPI00046443C8: hypothetical protein|unclassified	46.2345
UniRef50_UPI000288A12C: cobalamin-5-phosphate synthase CobS	46.1497
UniRef50_UPI000288A12C: cobalamin-5-phosphate synthase CobS|unclassified	46.1497
UniRef50_Q8TYG5: Cobalt-precorrin-5B C(1)-methyltransferase	46.0764
UniRef50_Q8TYG5: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	46.0764
UniRef50_UPI0003B50E47: cobalamin 5-phosphate synthase	45.5716
UniRef50_UPI0003B50E47: cobalamin 5-phosphate synthase|unclassified	45.5716
UniRef50_R7EN87	45.5453
UniRef50_R7EN87|unclassified	45.5453
UniRef50_W1XQZ2	45.51
UniRef50_W1XQZ2|unclassified	45.51
UniRef50_B1FR14	45.4071
UniRef50_B1FR14|unclassified	45.4071
UniRef50_UPI00028934E4: ATP:corrinoid adenosyltransferase	45.3696
UniRef50_UPI00028934E4: ATP:corrinoid adenosyltransferase|unclassified	45.3696
UniRef50_R6RIH9	45.3458
UniRef50_R6RIH9|unclassified	45.3458
UniRef50_UPI000465D0AB: phosphoglycerate mutase	45.2234
UniRef50_UPI000465D0AB: phosphoglycerate mutase|unclassified	45.2234
UniRef50_UPI00037BDD51: hypothetical protein	45.1108
UniRef50_UPI00037BDD51: hypothetical protein|unclassified	45.1108
UniRef50_W8SPS8	44.7341
UniRef50_W8SPS8|unclassified	44.7341
UniRef50_F3KLG4: Cobyric acid synthase	44.2195
UniRef50_F3KLG4: Cobyric acid synthase|unclassified	44.2195
UniRef50_W6M807: Alpha-ribazole phosphatase	44.1444
UniRef50_W6M807: Alpha-ribazole phosphatase|unclassified	44.1444
UniRef50_UPI0002000396: hypothetical protein	44.0484
UniRef50_UPI0002000396: hypothetical protein|unclassified	44.0484
UniRef50_UPI0002E70290: hypothetical protein	43.991
UniRef50_UPI0002E70290: hypothetical protein|unclassified	43.991
UniRef50_UPI000475E4E3: cobalamin biosynthesis protein CbiG	43.7117
UniRef50_UPI000475E4E3: cobalamin biosynthesis protein CbiG|unclassified	43.7117
UniRef50_Q2BKL3	43.6769
UniRef50_Q2BKL3|unclassified	43.6769
UniRef50_UPI00046FAF34: hypothetical protein, partial	43.1574
UniRef50_UPI00046FAF34: hypothetical protein, partial|unclassified	43.1574
UniRef50_R6P2J7: Fructose-2 6-bisphosphatase	43.0437
UniRef50_R6P2J7: Fructose-2 6-bisphosphatase|unclassified	43.0437
UniRef50_F0FXE1: ABC cobalamin/Fe3+-siderophore transporter, ATPase subunit (Fragment)	42.9334
UniRef50_F0FXE1: ABC cobalamin/Fe3+-siderophore transporter, ATPase subunit (Fragment)|unclassified	42.9334
UniRef50_A0A009YHS0: Histidine phosphatase super family protein	42.8435
UniRef50_A0A009YHS0: Histidine phosphatase super family protein|unclassified	42.8435
UniRef50_UPI00037F02C0: hypothetical protein	42.7179
UniRef50_UPI00037F02C0: hypothetical protein|unclassified	42.7179
UniRef50_Q9HZU0: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]	42.4862
UniRef50_Q9HZU0: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]|unclassified	42.4862
UniRef50_D5QHR7: Putative phosphoglycerate mutase protein	42.3678
UniRef50_D5QHR7: Putative phosphoglycerate mutase protein|unclassified	42.3678
UniRef50_UPI0004627B4A: histidine phosphatase	42.2473
UniRef50_UPI0004627B4A: histidine phosphatase|unclassified	42.2473
UniRef50_UPI0003745B70: hypothetical protein	42.065
UniRef50_UPI0003745B70: hypothetical protein|unclassified	42.065
UniRef50_R6QE50: Phosphoglycerate mutase family protein	42.0524
UniRef50_R6QE50: Phosphoglycerate mutase family protein|unclassified	42.0524
UniRef50_UPI0003812C73: hypothetical protein	41.9609
UniRef50_UPI0003812C73: hypothetical protein|unclassified	41.9609
UniRef50_UPI000366D949: hypothetical protein, partial	41.8578
UniRef50_UPI000366D949: hypothetical protein, partial|unclassified	41.8578
UniRef50_W0DR82: Alpha-ribazole-5'-phosphate phosphatase	41.7892
UniRef50_W0DR82: Alpha-ribazole-5'-phosphate phosphatase|unclassified	41.7892
UniRef50_UPI0003771C46: hypothetical protein	41.6474
UniRef50_UPI0003771C46: hypothetical protein|unclassified	41.6474
UniRef50_UPI000346BB91: hypothetical protein	41.6242
UniRef50_UPI000346BB91: hypothetical protein|unclassified	41.6242
UniRef50_G2DAW9: Putative sulfur oxidation-associated protein DsrN	41.1675
UniRef50_G2DAW9: Putative sulfur oxidation-associated protein DsrN|unclassified	41.1675
UniRef50_J3D4E2: Fructose-2,6-bisphosphatase	40.7519
UniRef50_J3D4E2: Fructose-2,6-bisphosphatase|unclassified	40.7519
UniRef50_UPI0004630281: hypothetical protein	40.4904
UniRef50_UPI0004630281: hypothetical protein|unclassified	40.4904
UniRef50_I6FDR5	40.4848
UniRef50_I6FDR5|unclassified	40.4848
UniRef50_UPI0001C36F2E: precorrin-6x reductase	40.4068
UniRef50_UPI0001C36F2E: precorrin-6x reductase|unclassified	40.4068
UniRef50_UPI00047CA614: hypothetical protein	40.2091
UniRef50_UPI00047CA614: hypothetical protein|unclassified	40.2091
UniRef50_UPI00036DD097: hypothetical protein	40.1937
UniRef50_UPI00036DD097: hypothetical protein|unclassified	40.1937
UniRef50_UPI00046F53EB: hypothetical protein	40.1014
UniRef50_UPI00046F53EB: hypothetical protein|unclassified	40.1014
UniRef50_Q0A4T1: Cobalamin synthase	40.0449
UniRef50_Q0A4T1: Cobalamin synthase|unclassified	40.0449
UniRef50_A0A011PJH3	39.9822
UniRef50_A0A011PJH3|unclassified	39.9822
UniRef50_A0A011PC16	39.8996
UniRef50_A0A011PC16|unclassified	39.8996
UniRef50_H2CEK6: Phosphoglycerate mutase	39.8421
UniRef50_H2CEK6: Phosphoglycerate mutase|unclassified	39.8421
UniRef50_R6FRQ7	39.7981
UniRef50_R6FRQ7|unclassified	39.7981
UniRef50_E1YMV6	39.6823
UniRef50_E1YMV6|unclassified	39.6823
UniRef50_UPI000289205B: cobalamin biosynthesis protein CobD	39.4438
UniRef50_UPI000289205B: cobalamin biosynthesis protein CobD|unclassified	39.4438
UniRef50_V6UL63: Putative phosphoglycerate mutase	39.3431
UniRef50_V6UL63: Putative phosphoglycerate mutase|unclassified	39.3431
UniRef50_X1LL75: Marine sediment metagenome DNA, contig: S06H3_L03932 (Fragment)	38.7764
UniRef50_X1LL75: Marine sediment metagenome DNA, contig: S06H3_L03932 (Fragment)|unclassified	38.7764
UniRef50_C8PVR4: PGAP1-like protein	38.3662
UniRef50_C8PVR4: PGAP1-like protein|unclassified	38.3662
UniRef50_UPI000472BD6C: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	38.1287
UniRef50_UPI000472BD6C: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	38.1287
UniRef50_UPI00035DB90E: hypothetical protein, partial	38.0123
UniRef50_UPI00035DB90E: hypothetical protein, partial|unclassified	38.0123
UniRef50_R6EBD1	37.9112
UniRef50_R6EBD1|unclassified	37.9112
UniRef50_UPI00040F11F0: hypothetical protein	37.3647
UniRef50_UPI00040F11F0: hypothetical protein|unclassified	37.3647
UniRef50_UPI000471F071: cobinamide kinase	37.316
UniRef50_UPI000471F071: cobinamide kinase|unclassified	37.316
UniRef50_E3CWH5: Phosphoglycerate mutase	37.0377
UniRef50_E3CWH5: Phosphoglycerate mutase|unclassified	37.0377
UniRef50_UPI000374B154: hypothetical protein	36.8957
UniRef50_UPI000374B154: hypothetical protein|unclassified	36.8957
UniRef50_UPI0003786162: hypothetical protein	36.768
UniRef50_UPI0003786162: hypothetical protein|unclassified	36.768
UniRef50_I2MTI0: Putative phosphoglycerate mutase (Fragment)	36.6856
UniRef50_I2MTI0: Putative phosphoglycerate mutase (Fragment)|unclassified	36.6856
UniRef50_UPI00037D16AB: hypothetical protein, partial	36.3611
UniRef50_UPI00037D16AB: hypothetical protein, partial|unclassified	36.3611
UniRef50_UPI0003007BC0: hypothetical protein	36.3473
UniRef50_UPI0003007BC0: hypothetical protein|unclassified	36.3473
UniRef50_G2I605: Phosphoglycerate mutase	35.9613
UniRef50_G2I605: Phosphoglycerate mutase|unclassified	35.9613
UniRef50_A0A034U3G9	35.9593
UniRef50_A0A034U3G9|unclassified	35.9593
UniRef50_F2A0G2: Cobyrinic acid a,c-diamide synthase	35.7866
UniRef50_F2A0G2: Cobyrinic acid a,c-diamide synthase|unclassified	35.7866
UniRef50_UPI0002376170: cobalamin synthase, partial	35.7656
UniRef50_UPI0002376170: cobalamin synthase, partial|unclassified	35.7656
UniRef50_A0A037ZHT5	35.3107
UniRef50_A0A037ZHT5|unclassified	35.3107
UniRef50_UPI0003726021: hypothetical protein	35.2892
UniRef50_UPI0003726021: hypothetical protein|unclassified	35.2892
UniRef50_O29535: Cobalt-precorrin-5B C(1)-methyltransferase	34.8165
UniRef50_O29535: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	34.8165
UniRef50_W7WX67: Cobalamin synthase	34.78
UniRef50_W7WX67: Cobalamin synthase|unclassified	34.78
UniRef50_R5BWF0	34.5973
UniRef50_R5BWF0|unclassified	34.5973
UniRef50_R6MFH3: Phosphoglycerate mutase family protein	34.529
UniRef50_R6MFH3: Phosphoglycerate mutase family protein|unclassified	34.529
UniRef50_UPI0003B704BD: precorrin-6x reductase	34.3594
UniRef50_UPI0003B704BD: precorrin-6x reductase|unclassified	34.3594
UniRef50_UPI0001E8A031: Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase, CobU	34.2162
UniRef50_UPI0001E8A031: Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase, CobU|unclassified	34.2162
UniRef50_UPI000425021B: hypothetical protein	34.1596
UniRef50_UPI000425021B: hypothetical protein|unclassified	34.1596
UniRef50_UPI0003FACDAD: hypothetical protein	34.1227
UniRef50_UPI0003FACDAD: hypothetical protein|unclassified	34.1227
UniRef50_A0A059IJK5: Phosphoglycerate mutase	33.9981
UniRef50_A0A059IJK5: Phosphoglycerate mutase|unclassified	33.9981
UniRef50_R5VHU7: Fructose-2 6-bisphosphatase	33.9448
UniRef50_R5VHU7: Fructose-2 6-bisphosphatase|unclassified	33.9448
UniRef50_UPI00036A4C3C: hypothetical protein	33.85
UniRef50_UPI00036A4C3C: hypothetical protein|unclassified	33.85
UniRef50_U2BY34	33.4105
UniRef50_U2BY34|unclassified	33.4105
UniRef50_X7F696: Phosphoglycerate mutase	33.4081
UniRef50_X7F696: Phosphoglycerate mutase|unclassified	33.4081
UniRef50_UPI0003B4DBC6: phosphoglycerate mutase, partial	33.1571
UniRef50_UPI0003B4DBC6: phosphoglycerate mutase, partial|unclassified	33.1571
UniRef50_UPI0002EDF34C: hypothetical protein	33.062
UniRef50_UPI0002EDF34C: hypothetical protein|unclassified	33.062
UniRef50_UPI000412BC5F: hypothetical protein	32.9476
UniRef50_UPI000412BC5F: hypothetical protein|unclassified	32.9476
UniRef50_I3BQA0: Phosphoglycerate mutase	32.9236
UniRef50_I3BQA0: Phosphoglycerate mutase|unclassified	32.9236
UniRef50_UPI0003B72D82: hypothetical protein	32.8005
UniRef50_UPI0003B72D82: hypothetical protein|unclassified	32.8005
UniRef50_UPI0003497AB3: alpha-ribazole-5-phosphate phosphatase	32.6142
UniRef50_UPI0003497AB3: alpha-ribazole-5-phosphate phosphatase|unclassified	32.6142
UniRef50_UPI00036995F4: hypothetical protein, partial	32.5224
UniRef50_UPI00036995F4: hypothetical protein, partial|unclassified	32.5224
UniRef50_M1FFZ4: Cobyric acid synthase	32.3278
UniRef50_M1FFZ4: Cobyric acid synthase|unclassified	32.3278
UniRef50_G2SX05: Phosphoglycerate mutase	32.3213
UniRef50_G2SX05: Phosphoglycerate mutase|unclassified	32.3213
UniRef50_UPI0002B99867: hypothetical protein, partial	32.1407
UniRef50_UPI0002B99867: hypothetical protein, partial|unclassified	32.1407
UniRef50_W4SSW2	31.9634
UniRef50_W4SSW2|unclassified	31.9634
UniRef50_UPI00029CC1F2: hypothetical protein, partial	31.8739
UniRef50_UPI00029CC1F2: hypothetical protein, partial|unclassified	31.8739
UniRef50_W9H0Z3	31.8709
UniRef50_W9H0Z3|unclassified	31.8709
UniRef50_UPI00040DC373: L-threonine-O-3-phosphate decarboxylase	31.7285
UniRef50_UPI00040DC373: L-threonine-O-3-phosphate decarboxylase|unclassified	31.7285
UniRef50_UPI00036A386D: hypothetical protein	31.6889
UniRef50_UPI00036A386D: hypothetical protein|unclassified	31.6889
UniRef50_U5YPB6: Phosphoglycerate mutase	31.654
UniRef50_U5YPB6: Phosphoglycerate mutase|unclassified	31.654
UniRef50_UPI00036DDAAF: hypothetical protein	31.4689
UniRef50_UPI00036DDAAF: hypothetical protein|unclassified	31.4689
UniRef50_Z4YXN6: Cobyrinic acid A,C-diamide synthase	31.2909
UniRef50_Z4YXN6: Cobyrinic acid A,C-diamide synthase|unclassified	31.2909
UniRef50_UPI0004692628: O-succinylbenzoic acid--CoA ligase	31.2817
UniRef50_UPI0004692628: O-succinylbenzoic acid--CoA ligase|unclassified	31.2817
UniRef50_F6IPT0: Phosphoglycerate/bisphosphoglycerate mutase	31.1357
UniRef50_F6IPT0: Phosphoglycerate/bisphosphoglycerate mutase|unclassified	31.1357
UniRef50_UPI000424A070: hypothetical protein	31.026
UniRef50_UPI000424A070: hypothetical protein|unclassified	31.026
UniRef50_UPI000477F204: nitrite reductase	30.9836
UniRef50_UPI000477F204: nitrite reductase|unclassified	30.9836
UniRef50_UPI00046A445D: hypothetical protein	30.9562
UniRef50_UPI00046A445D: hypothetical protein|unclassified	30.9562
UniRef50_U1Y6C5: Phosphoglycerate mutase family protein	30.6907
UniRef50_U1Y6C5: Phosphoglycerate mutase family protein|unclassified	30.6907
UniRef50_R6J012	30.0459
UniRef50_R6J012|unclassified	30.0459
UniRef50_R5HJ92	30.0058
UniRef50_R5HJ92|unclassified	30.0058
UniRef50_W6I8D1	29.9981
UniRef50_W6I8D1|unclassified	29.9981
UniRef50_R9TA03: Cobyric acid synthase	29.9131
UniRef50_R9TA03: Cobyric acid synthase|unclassified	29.9131
UniRef50_UPI0002FD7531: hypothetical protein	29.8668
UniRef50_UPI0002FD7531: hypothetical protein|unclassified	29.8668
UniRef50_UPI000344B183: hypothetical protein	29.795
UniRef50_UPI000344B183: hypothetical protein|unclassified	29.795
UniRef50_UPI00025563A3: cobalamin synthase	29.7131
UniRef50_UPI00025563A3: cobalamin synthase|unclassified	29.7131
UniRef50_UPI0003606DC6: hypothetical protein	29.7067
UniRef50_UPI0003606DC6: hypothetical protein|unclassified	29.7067
UniRef50_M4RXJ8: Phosphoglycerate mutase	29.4943
UniRef50_M4RXJ8: Phosphoglycerate mutase|unclassified	29.4943
UniRef50_UPI0004740690: hypothetical protein, partial	29.463
UniRef50_UPI0004740690: hypothetical protein, partial|unclassified	29.463
UniRef50_UPI000479E565: hypothetical protein	29.2835
UniRef50_UPI000479E565: hypothetical protein|unclassified	29.2835
UniRef50_K5YTQ9: Phosphoglycerate mutase	29.2644
UniRef50_K5YTQ9: Phosphoglycerate mutase|unclassified	29.2644
UniRef50_G2E3Z9: Phosphoglycerate mutase	29.0856
UniRef50_G2E3Z9: Phosphoglycerate mutase|unclassified	29.0856
UniRef50_UPI0003735D88: hypothetical protein	28.6359
UniRef50_UPI0003735D88: hypothetical protein|unclassified	28.6359
UniRef50_X1LWM4: Marine sediment metagenome DNA, contig: S06H3_L01617	28.6051
UniRef50_X1LWM4: Marine sediment metagenome DNA, contig: S06H3_L01617|unclassified	28.6051
UniRef50_S6UR30: Cobyrinic acid a,c-diamide synthase (Fragment)	28.5208
UniRef50_S6UR30: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	28.5208
UniRef50_UPI00037E5B5F: hypothetical protein	28.4262
UniRef50_UPI00037E5B5F: hypothetical protein|unclassified	28.4262
UniRef50_UPI00016B180A: nitroreductase	28.3737
UniRef50_UPI00016B180A: nitroreductase|unclassified	28.3737
UniRef50_E2UWV8	28.149
UniRef50_E2UWV8|unclassified	28.149
UniRef50_F3LJ04: Cobyrinic acid A,C-diamide synthase	28.0764
