# Gene Family	SampleCobalamin_synthesis_Abundance-RPKs
UniRef50_UPI00046809C9: glutamine amidotransferase	15.9951977641
UniRef50_UPI00046809C9: glutamine amidotransferase|unclassified	15.9951977641
UniRef50_M6UZM5: Histidine phosphatase superfamily (Branch 1) domain protein	15.9950015809
UniRef50_M6UZM5: Histidine phosphatase superfamily (Branch 1) domain protein|unclassified	15.9950015809
UniRef50_UPI000472A58D: hypothetical protein	15.9773368142
UniRef50_UPI000472A58D: hypothetical protein|unclassified	15.9773368142
UniRef50_A1SJN0: Cobalamin synthase	15.9492569539
UniRef50_A1SJN0: Cobalamin synthase|unclassified	15.9492569539
UniRef50_D9V4W2: Alpha-ribazole phosphatase	15.9422739882
UniRef50_D9V4W2: Alpha-ribazole phosphatase|unclassified	15.9422739882
UniRef50_E6UV27: Phosphoglycerate mutase	15.8444179124
UniRef50_E6UV27: Phosphoglycerate mutase|unclassified	15.8444179124
UniRef50_UPI0003B74002: cobalamin 5-phosphate synthase	15.8014736882
UniRef50_UPI0003B74002: cobalamin 5-phosphate synthase|unclassified	15.8014736882
UniRef50_UPI00047D14B7: hypothetical protein, partial	15.7987365973
UniRef50_UPI00047D14B7: hypothetical protein, partial|unclassified	15.7987365973
UniRef50_UPI0002492181: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	15.7539481018
UniRef50_UPI0002492181: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	15.7539481018
UniRef50_C6LEQ3: Phosphoglycerate mutase family protein	15.7364618749
UniRef50_C6LEQ3: Phosphoglycerate mutase family protein|unclassified	15.7364618749
UniRef50_B5YL84: Cobalamin synthase	15.3561653862
UniRef50_B5YL84: Cobalamin synthase|unclassified	15.3561653862
UniRef50_H5XFS6: Fructose-2,6-bisphosphatase	15.3521475417
UniRef50_H5XFS6: Fructose-2,6-bisphosphatase|unclassified	15.3521475417
UniRef50_Q5KZ07	15.3106134660
UniRef50_Q5KZ07|unclassified	15.3106134660
UniRef50_Q73K39: Cobalamin synthase	15.1979694254
UniRef50_Q73K39: Cobalamin synthase|unclassified	15.1979694254
UniRef50_A0A059E4K5	15.1626655056
UniRef50_A0A059E4K5|unclassified	15.1626655056
UniRef50_M2U4E6: Alpha-ribazole-5'-phosphate phosphatase	15.1488239244
UniRef50_M2U4E6: Alpha-ribazole-5'-phosphate phosphatase|unclassified	15.1488239244
UniRef50_B5WVF6	15.0852886805
UniRef50_B5WVF6|unclassified	15.0852886805
UniRef50_UPI000472FA77: hypothetical protein	15.0683792764
UniRef50_UPI000472FA77: hypothetical protein|unclassified	15.0683792764
UniRef50_UPI00046F6629: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	15.0431362230
UniRef50_UPI00046F6629: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	15.0431362230
UniRef50_C1D327: Putative phosphoglycerate mutase family, putative fructose-2,6-bisphosphatase	14.9917251331
UniRef50_C1D327: Putative phosphoglycerate mutase family, putative fructose-2,6-bisphosphatase|unclassified	14.9917251331
UniRef50_UPI00036AF317: adenosylcobinamide kinase, partial	14.9891713408
UniRef50_UPI00036AF317: adenosylcobinamide kinase, partial|unclassified	14.9891713408
UniRef50_X0XUC4: Marine sediment metagenome DNA, contig: S01H1_S42129 (Fragment)	14.9535327431
UniRef50_X0XUC4: Marine sediment metagenome DNA, contig: S01H1_S42129 (Fragment)|unclassified	14.9535327431
UniRef50_D4MSI4	14.9402430825
UniRef50_D4MSI4|unclassified	14.9402430825
UniRef50_UPI0003143195: hypothetical protein	14.9353159590
UniRef50_UPI0003143195: hypothetical protein|unclassified	14.9353159590
UniRef50_UPI00047BF3DC: hypothetical protein	14.9166085867
UniRef50_UPI00047BF3DC: hypothetical protein|unclassified	14.9166085867
UniRef50_K2GRW9: Cobyric acid synthase	14.8843235973
UniRef50_K2GRW9: Cobyric acid synthase|unclassified	14.8843235973
UniRef50_U5P3Z6: Propanediol utilization protein	14.8784429981
UniRef50_U5P3Z6: Propanediol utilization protein|unclassified	14.8784429981
UniRef50_A0A011QMY5	14.8702144278
UniRef50_A0A011QMY5|unclassified	14.8702144278
UniRef50_S2E4D7: CobQ/CobB/MinD/ParA nucleotide binding domain protein	14.7271503326
UniRef50_S2E4D7: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	14.7271503326
UniRef50_UPI00046D5853: hypothetical protein	14.7249236215
UniRef50_UPI00046D5853: hypothetical protein|unclassified	14.7249236215
UniRef50_UPI00037EAA4F: hypothetical protein	14.6061231721
UniRef50_UPI00037EAA4F: hypothetical protein|unclassified	14.6061231721
UniRef50_R6EWX0: Putative cobalt-precorrin-6A synthase [deacetylating]	14.4749394450
UniRef50_R6EWX0: Putative cobalt-precorrin-6A synthase [deacetylating]|unclassified	14.4749394450
UniRef50_D5VCV6	14.3811546392
UniRef50_D5VCV6|unclassified	14.3811546392
UniRef50_C3MJX7: Cobalamin synthase	14.3399412041
UniRef50_C3MJX7: Cobalamin synthase|unclassified	14.3399412041
UniRef50_C5BS14: Phosphoglycerate mutase family protein	14.2596732036
UniRef50_C5BS14: Phosphoglycerate mutase family protein|unclassified	14.2596732036
UniRef50_UPI0003483C33: hypothetical protein	14.2447565240
UniRef50_UPI0003483C33: hypothetical protein|unclassified	14.2447565240
UniRef50_H0A905: Phosphoglycerate mutase family protein	14.2324522402
UniRef50_H0A905: Phosphoglycerate mutase family protein|unclassified	14.2324522402
UniRef50_R7B4Q1	14.2072527583
UniRef50_R7B4Q1|unclassified	14.2072527583
UniRef50_UPI000376F92C: hypothetical protein	14.2014160989
UniRef50_UPI000376F92C: hypothetical protein|unclassified	14.2014160989
UniRef50_UPI0003800D8C: hypothetical protein	14.0876338629
UniRef50_UPI0003800D8C: hypothetical protein|unclassified	14.0876338629
UniRef50_E0UST0: Phosphoglycerate mutase	14.0168307944
UniRef50_E0UST0: Phosphoglycerate mutase|unclassified	14.0168307944
UniRef50_UPI000373C0A2: hypothetical protein	13.9885339694
UniRef50_UPI000373C0A2: hypothetical protein|unclassified	13.9885339694
UniRef50_UPI000289C186: cobalamin synthase	13.9536425733
UniRef50_UPI000289C186: cobalamin synthase|unclassified	13.9536425733
UniRef50_UPI00046F0D97: hypothetical protein	13.8763592614
UniRef50_UPI00046F0D97: hypothetical protein|unclassified	13.8763592614
UniRef50_UPI000403547A: hypothetical protein	13.8750820572
UniRef50_UPI000403547A: hypothetical protein|unclassified	13.8750820572
UniRef50_Q97A63: Cobalt-precorrin-5B C(1)-methyltransferase	13.8446228651
UniRef50_Q97A63: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	13.8446228651
UniRef50_S6NLM9: Cobyrinic acid a,c-diamide synthase (Fragment)	13.8140937715
UniRef50_S6NLM9: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	13.8140937715
UniRef50_C6BWB3: Phosphoglycerate mutase	13.7252820771
UniRef50_C6BWB3: Phosphoglycerate mutase|unclassified	13.7252820771
UniRef50_UPI00039463D9: kinase	13.7148515188
UniRef50_UPI00039463D9: kinase|unclassified	13.7148515188
UniRef50_A6DF35	13.6365838436
UniRef50_A6DF35|unclassified	13.6365838436
UniRef50_UPI000401F1C5: phosphoglycerate kinase	13.5747872410
UniRef50_UPI000401F1C5: phosphoglycerate kinase|unclassified	13.5747872410
UniRef50_B6WR06: Phosphoglycerate mutase family protein	13.5661419470
UniRef50_B6WR06: Phosphoglycerate mutase family protein|unclassified	13.5661419470
UniRef50_H0UPJ9: Fructose-2,6-bisphosphatase	13.5586616814
UniRef50_H0UPJ9: Fructose-2,6-bisphosphatase|unclassified	13.5586616814
UniRef50_UPI000468B6AC: hypothetical protein	13.4894409255
UniRef50_UPI000468B6AC: hypothetical protein|unclassified	13.4894409255
UniRef50_M6RBC7: Cobyrinic acid a,c-diamide synthase domain protein	13.4609057736
UniRef50_M6RBC7: Cobyrinic acid a,c-diamide synthase domain protein|unclassified	13.4609057736
UniRef50_UPI000468DA16: cobalamin biosynthesis protein CbiD	13.4575427464
UniRef50_UPI000468DA16: cobalamin biosynthesis protein CbiD|unclassified	13.4575427464
UniRef50_UPI0002628777: bifunctional precorrin-3 methyltransferase/precorrin-6x reductase oxidoreductase, partial	13.4567159598
UniRef50_UPI0002628777: bifunctional precorrin-3 methyltransferase/precorrin-6x reductase oxidoreductase, partial|unclassified	13.4567159598
UniRef50_C1D6F9: Cobalamin synthase	13.4513774117
UniRef50_C1D6F9: Cobalamin synthase|unclassified	13.4513774117
UniRef50_UPI00046443C8: hypothetical protein	13.4355542644
UniRef50_UPI00046443C8: hypothetical protein|unclassified	13.4355542644
UniRef50_UPI000288A12C: cobalamin-5-phosphate synthase CobS	13.4109040175
UniRef50_UPI000288A12C: cobalamin-5-phosphate synthase CobS|unclassified	13.4109040175
UniRef50_Q8TYG5: Cobalt-precorrin-5B C(1)-methyltransferase	13.3896176578
UniRef50_Q8TYG5: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	13.3896176578
UniRef50_UPI0003B50E47: cobalamin 5-phosphate synthase	13.2429251597
UniRef50_UPI0003B50E47: cobalamin 5-phosphate synthase|unclassified	13.2429251597
UniRef50_R7EN87	13.2352668653
UniRef50_R7EN87|unclassified	13.2352668653
UniRef50_W1XQZ2	13.2250208841
UniRef50_W1XQZ2|unclassified	13.2250208841
UniRef50_B1FR14	13.1951173485
UniRef50_B1FR14|unclassified	13.1951173485
UniRef50_UPI00028934E4: ATP:corrinoid adenosyltransferase	13.1842279285
UniRef50_UPI00028934E4: ATP:corrinoid adenosyltransferase|unclassified	13.1842279285
UniRef50_R6RIH9	13.1773016721
UniRef50_R6RIH9|unclassified	13.1773016721
UniRef50_UPI000465D0AB: phosphoglycerate mutase	13.1417291774
UniRef50_UPI000465D0AB: phosphoglycerate mutase|unclassified	13.1417291774
UniRef50_UPI00037BDD51: hypothetical protein	13.1090021404
UniRef50_UPI00037BDD51: hypothetical protein|unclassified	13.1090021404
UniRef50_W8SPS8	12.9995582669
UniRef50_W8SPS8|unclassified	12.9995582669
UniRef50_F3KLG4: Cobyric acid synthase	12.8500132848
UniRef50_F3KLG4: Cobyric acid synthase|unclassified	12.8500132848
UniRef50_W6M807: Alpha-ribazole phosphatase	12.8281670287
UniRef50_W6M807: Alpha-ribazole phosphatase|unclassified	12.8281670287
UniRef50_UPI0002000396: hypothetical protein	12.8002785638
UniRef50_UPI0002000396: hypothetical protein|unclassified	12.8002785638
UniRef50_UPI0002E70290: hypothetical protein	12.7835962267
UniRef50_UPI0002E70290: hypothetical protein|unclassified	12.7835962267
UniRef50_UPI000475E4E3: cobalamin biosynthesis protein CbiG	12.7024519480
UniRef50_UPI000475E4E3: cobalamin biosynthesis protein CbiG|unclassified	12.7024519480
UniRef50_Q2BKL3	12.6923245957
UniRef50_Q2BKL3|unclassified	12.6923245957
UniRef50_UPI00046FAF34: hypothetical protein, partial	12.5413686332
UniRef50_UPI00046FAF34: hypothetical protein, partial|unclassified	12.5413686332
UniRef50_R6P2J7: Fructose-2 6-bisphosphatase	12.5083139037
UniRef50_R6P2J7: Fructose-2 6-bisphosphatase|unclassified	12.5083139037
UniRef50_F0FXE1: ABC cobalamin/Fe3+-siderophore transporter, ATPase subunit (Fragment)	12.4762635536
UniRef50_F0FXE1: ABC cobalamin/Fe3+-siderophore transporter, ATPase subunit (Fragment)|unclassified	12.4762635536
UniRef50_A0A009YHS0: Histidine phosphatase super family protein	12.4501529315
UniRef50_A0A009YHS0: Histidine phosphatase super family protein|unclassified	12.4501529315
UniRef50_UPI00037F02C0: hypothetical protein	12.4136419538
UniRef50_UPI00037F02C0: hypothetical protein|unclassified	12.4136419538
UniRef50_Q9HZU0: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]	12.3463185206
UniRef50_Q9HZU0: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]|unclassified	12.3463185206
UniRef50_D5QHR7: Putative phosphoglycerate mutase protein	12.3118933018
UniRef50_D5QHR7: Putative phosphoglycerate mutase protein|unclassified	12.3118933018
UniRef50_UPI0004627B4A: histidine phosphatase	12.2768988580
UniRef50_UPI0004627B4A: histidine phosphatase|unclassified	12.2768988580
UniRef50_UPI0003745B70: hypothetical protein	12.2239081229
UniRef50_UPI0003745B70: hypothetical protein|unclassified	12.2239081229
UniRef50_R6QE50: Phosphoglycerate mutase family protein	12.2202611256
UniRef50_R6QE50: Phosphoglycerate mutase family protein|unclassified	12.2202611256
UniRef50_UPI0003812C73: hypothetical protein	12.1936720636
UniRef50_UPI0003812C73: hypothetical protein|unclassified	12.1936720636
UniRef50_UPI000366D949: hypothetical protein, partial	12.1637164078
UniRef50_UPI000366D949: hypothetical protein, partial|unclassified	12.1637164078
UniRef50_W0DR82: Alpha-ribazole-5'-phosphate phosphatase	12.1437743684
UniRef50_W0DR82: Alpha-ribazole-5'-phosphate phosphatase|unclassified	12.1437743684
UniRef50_UPI0003771C46: hypothetical protein	12.1025639182
UniRef50_UPI0003771C46: hypothetical protein|unclassified	12.1025639182
UniRef50_UPI000346BB91: hypothetical protein	12.0958058244
UniRef50_UPI000346BB91: hypothetical protein|unclassified	12.0958058244
UniRef50_G2DAW9: Putative sulfur oxidation-associated protein DsrN	11.9630956634
UniRef50_G2DAW9: Putative sulfur oxidation-associated protein DsrN|unclassified	11.9630956634
UniRef50_J3D4E2: Fructose-2,6-bisphosphatase	11.8423427603
UniRef50_J3D4E2: Fructose-2,6-bisphosphatase|unclassified	11.8423427603
UniRef50_UPI0004630281: hypothetical protein	11.7663344408
UniRef50_UPI0004630281: hypothetical protein|unclassified	11.7663344408
UniRef50_I6FDR5	11.7647058824
UniRef50_I6FDR5|unclassified	11.7647058824
UniRef50_UPI0001C36F2E: precorrin-6x reductase	11.7420368377
UniRef50_UPI0001C36F2E: precorrin-6x reductase|unclassified	11.7420368377
UniRef50_UPI00047CA614: hypothetical protein	11.6845918476
UniRef50_UPI00047CA614: hypothetical protein|unclassified	11.6845918476
UniRef50_UPI00036DD097: hypothetical protein	11.6801203537
UniRef50_UPI00036DD097: hypothetical protein|unclassified	11.6801203537
UniRef50_UPI00046F53EB: hypothetical protein	11.6533088338
UniRef50_UPI00046F53EB: hypothetical protein|unclassified	11.6533088338
UniRef50_Q0A4T1: Cobalamin synthase	11.6368711135
UniRef50_Q0A4T1: Cobalamin synthase|unclassified	11.6368711135
UniRef50_A0A011PJH3	11.6186756084
UniRef50_A0A011PJH3|unclassified	11.6186756084
UniRef50_A0A011PC16	11.5946610857
UniRef50_A0A011PC16|unclassified	11.5946610857
UniRef50_H2CEK6: Phosphoglycerate mutase	11.5779463366
UniRef50_H2CEK6: Phosphoglycerate mutase|unclassified	11.5779463366
UniRef50_R6FRQ7	11.5651512290
UniRef50_R6FRQ7|unclassified	11.5651512290
UniRef50_E1YMV6	11.5315082603
UniRef50_E1YMV6|unclassified	11.5315082603
UniRef50_UPI000289205B: cobalamin biosynthesis protein CobD	11.4622117122
UniRef50_UPI000289205B: cobalamin biosynthesis protein CobD|unclassified	11.4622117122
UniRef50_V6UL63: Putative phosphoglycerate mutase	11.4329492327
UniRef50_V6UL63: Putative phosphoglycerate mutase|unclassified	11.4329492327
UniRef50_X1LL75: Marine sediment metagenome DNA, contig: S06H3_L03932 (Fragment)	11.2682486346
UniRef50_X1LL75: Marine sediment metagenome DNA, contig: S06H3_L03932 (Fragment)|unclassified	11.2682486346
UniRef50_C8PVR4: PGAP1-like protein	11.1490652007
UniRef50_C8PVR4: PGAP1-like protein|unclassified	11.1490652007
UniRef50_UPI000472BD6C: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	11.0800320846
UniRef50_UPI000472BD6C: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	11.0800320846
UniRef50_UPI00035DB90E: hypothetical protein, partial	11.0462114797
UniRef50_UPI00035DB90E: hypothetical protein, partial|unclassified	11.0462114797
UniRef50_R6EBD1	11.0168394183
UniRef50_R6EBD1|unclassified	11.0168394183
UniRef50_UPI00040F11F0: hypothetical protein	10.8580399036
UniRef50_UPI00040F11F0: hypothetical protein|unclassified	10.8580399036
UniRef50_UPI000471F071: cobinamide kinase	10.8438863081
UniRef50_UPI000471F071: cobinamide kinase|unclassified	10.8438863081
UniRef50_E3CWH5: Phosphoglycerate mutase	10.7630033265
UniRef50_E3CWH5: Phosphoglycerate mutase|unclassified	10.7630033265
UniRef50_UPI000374B154: hypothetical protein	10.7217261992
UniRef50_UPI000374B154: hypothetical protein|unclassified	10.7217261992
UniRef50_UPI0003786162: hypothetical protein	10.6846244877
UniRef50_UPI0003786162: hypothetical protein|unclassified	10.6846244877
UniRef50_I2MTI0: Putative phosphoglycerate mutase (Fragment)	10.6606902006
UniRef50_I2MTI0: Putative phosphoglycerate mutase (Fragment)|unclassified	10.6606902006
UniRef50_UPI00037D16AB: hypothetical protein, partial	10.5663882703
UniRef50_UPI00037D16AB: hypothetical protein, partial|unclassified	10.5663882703
UniRef50_UPI0003007BC0: hypothetical protein	10.5623798003
UniRef50_UPI0003007BC0: hypothetical protein|unclassified	10.5623798003
UniRef50_G2I605: Phosphoglycerate mutase	10.4501999138
UniRef50_G2I605: Phosphoglycerate mutase|unclassified	10.4501999138
UniRef50_A0A034U3G9	10.4496343992
UniRef50_A0A034U3G9|unclassified	10.4496343992
UniRef50_F2A0G2: Cobyrinic acid a,c-diamide synthase	10.3994421447
UniRef50_F2A0G2: Cobyrinic acid a,c-diamide synthase|unclassified	10.3994421447
UniRef50_UPI0002376170: cobalamin synthase, partial	10.3933492723
UniRef50_UPI0002376170: cobalamin synthase, partial|unclassified	10.3933492723
UniRef50_A0A037ZHT5	10.2611319741
UniRef50_A0A037ZHT5|unclassified	10.2611319741
UniRef50_UPI0003726021: hypothetical protein	10.2549060502
UniRef50_UPI0003726021: hypothetical protein|unclassified	10.2549060502
UniRef50_O29535: Cobalt-precorrin-5B C(1)-methyltransferase	10.1175218255
UniRef50_O29535: Cobalt-precorrin-5B C(1)-methyltransferase|unclassified	10.1175218255
UniRef50_W7WX67: Cobalamin synthase	10.1069220439
UniRef50_W7WX67: Cobalamin synthase|unclassified	10.1069220439
UniRef50_R5BWF0	10.0538400287
UniRef50_R5BWF0|unclassified	10.0538400287
UniRef50_R6MFH3: Phosphoglycerate mutase family protein	10.0339936088
UniRef50_R6MFH3: Phosphoglycerate mutase family protein|unclassified	10.0339936088
UniRef50_UPI0003B704BD: precorrin-6x reductase	9.9846907391
UniRef50_UPI0003B704BD: precorrin-6x reductase|unclassified	9.9846907391
UniRef50_UPI0001E8A031: Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase, CobU	9.9430916314
UniRef50_UPI0001E8A031: Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase, CobU|unclassified	9.9430916314
UniRef50_UPI000425021B: hypothetical protein	9.9266368550
UniRef50_UPI000425021B: hypothetical protein|unclassified	9.9266368550
UniRef50_UPI0003FACDAD: hypothetical protein	9.9159221471
UniRef50_UPI0003FACDAD: hypothetical protein|unclassified	9.9159221471
UniRef50_A0A059IJK5: Phosphoglycerate mutase	9.8797162765
UniRef50_A0A059IJK5: Phosphoglycerate mutase|unclassified	9.8797162765
UniRef50_R5VHU7: Fructose-2 6-bisphosphatase	9.8642090134
UniRef50_R5VHU7: Fructose-2 6-bisphosphatase|unclassified	9.8642090134
UniRef50_UPI00036A4C3C: hypothetical protein	9.8366753735
UniRef50_UPI00036A4C3C: hypothetical protein|unclassified	9.8366753735
UniRef50_U2BY34	9.7089666549
UniRef50_U2BY34|unclassified	9.7089666549
UniRef50_X7F696: Phosphoglycerate mutase	9.7082520545
UniRef50_X7F696: Phosphoglycerate mutase|unclassified	9.7082520545
UniRef50_UPI0003B4DBC6: phosphoglycerate mutase, partial	9.6353023216
UniRef50_UPI0003B4DBC6: phosphoglycerate mutase, partial|unclassified	9.6353023216
UniRef50_UPI0002EDF34C: hypothetical protein	9.6076786760
UniRef50_UPI0002EDF34C: hypothetical protein|unclassified	9.6076786760
UniRef50_UPI000412BC5F: hypothetical protein	9.5744497280
UniRef50_UPI000412BC5F: hypothetical protein|unclassified	9.5744497280
UniRef50_I3BQA0: Phosphoglycerate mutase	9.5674696870
UniRef50_I3BQA0: Phosphoglycerate mutase|unclassified	9.5674696870
UniRef50_UPI0003B72D82: hypothetical protein	9.5316968457
UniRef50_UPI0003B72D82: hypothetical protein|unclassified	9.5316968457
UniRef50_UPI0003497AB3: alpha-ribazole-5-phosphate phosphatase	9.4775391595
UniRef50_UPI0003497AB3: alpha-ribazole-5-phosphate phosphatase|unclassified	9.4775391595
UniRef50_UPI00036995F4: hypothetical protein, partial	9.4508614348
UniRef50_UPI00036995F4: hypothetical protein, partial|unclassified	9.4508614348
UniRef50_M1FFZ4: Cobyric acid synthase	9.3943266769
UniRef50_M1FFZ4: Cobyric acid synthase|unclassified	9.3943266769
UniRef50_G2SX05: Phosphoglycerate mutase	9.3924251194
UniRef50_G2SX05: Phosphoglycerate mutase|unclassified	9.3924251194
UniRef50_UPI0002B99867: hypothetical protein, partial	9.3399547269
UniRef50_UPI0002B99867: hypothetical protein, partial|unclassified	9.3399547269
UniRef50_W4SSW2	9.2884200605
UniRef50_W4SSW2|unclassified	9.2884200605
UniRef50_UPI00029CC1F2: hypothetical protein, partial	9.2624356775
UniRef50_UPI00029CC1F2: hypothetical protein, partial|unclassified	9.2624356775
UniRef50_W9H0Z3	9.2615577660
UniRef50_W9H0Z3|unclassified	9.2615577660
UniRef50_UPI00040DC373: L-threonine-O-3-phosphate decarboxylase	9.2201799309
UniRef50_UPI00040DC373: L-threonine-O-3-phosphate decarboxylase|unclassified	9.2201799309
UniRef50_UPI00036A386D: hypothetical protein	9.2086690521
UniRef50_UPI00036A386D: hypothetical protein|unclassified	9.2086690521
UniRef50_U5YPB6: Phosphoglycerate mutase	9.1985087088
UniRef50_U5YPB6: Phosphoglycerate mutase|unclassified	9.1985087088
UniRef50_UPI00036DDAAF: hypothetical protein	9.1447174293
UniRef50_UPI00036DDAAF: hypothetical protein|unclassified	9.1447174293
UniRef50_Z4YXN6: Cobyrinic acid A,C-diamide synthase	9.0930178158
UniRef50_Z4YXN6: Cobyrinic acid A,C-diamide synthase|unclassified	9.0930178158
UniRef50_UPI0004692628: O-succinylbenzoic acid--CoA ligase	9.0903367384
UniRef50_UPI0004692628: O-succinylbenzoic acid--CoA ligase|unclassified	9.0903367384
UniRef50_F6IPT0: Phosphoglycerate/bisphosphoglycerate mutase	9.0479012882
UniRef50_F6IPT0: Phosphoglycerate/bisphosphoglycerate mutase|unclassified	9.0479012882
UniRef50_UPI000424A070: hypothetical protein	9.0160378747
UniRef50_UPI000424A070: hypothetical protein|unclassified	9.0160378747
UniRef50_UPI000477F204: nitrite reductase	9.0036961124
UniRef50_UPI000477F204: nitrite reductase|unclassified	9.0036961124
UniRef50_UPI00046A445D: hypothetical protein	8.9957387941
UniRef50_UPI00046A445D: hypothetical protein|unclassified	8.9957387941
UniRef50_U1Y6C5: Phosphoglycerate mutase family protein	8.9185848303
UniRef50_U1Y6C5: Phosphoglycerate mutase family protein|unclassified	8.9185848303
UniRef50_R6J012	8.7312209573
UniRef50_R6J012|unclassified	8.7312209573
UniRef50_R5HJ92	8.7195608563
UniRef50_R5HJ92|unclassified	8.7195608563
UniRef50_W6I8D1	8.7173281388
UniRef50_W6I8D1|unclassified	8.7173281388
UniRef50_R9TA03: Cobyric acid synthase	8.6926110049
UniRef50_R9TA03: Cobyric acid synthase|unclassified	8.6926110049
UniRef50_UPI0002FD7531: hypothetical protein	8.6791743006
UniRef50_UPI0002FD7531: hypothetical protein|unclassified	8.6791743006
UniRef50_UPI000344B183: hypothetical protein	8.6583156307
UniRef50_UPI000344B183: hypothetical protein|unclassified	8.6583156307
UniRef50_UPI00025563A3: cobalamin synthase	8.6345050807
UniRef50_UPI00025563A3: cobalamin synthase|unclassified	8.6345050807
UniRef50_UPI0003606DC6: hypothetical protein	8.6326382950
UniRef50_UPI0003606DC6: hypothetical protein|unclassified	8.6326382950
UniRef50_M4RXJ8: Phosphoglycerate mutase	8.5709286228
UniRef50_M4RXJ8: Phosphoglycerate mutase|unclassified	8.5709286228
UniRef50_UPI0004740690: hypothetical protein, partial	8.5618153345
UniRef50_UPI0004740690: hypothetical protein, partial|unclassified	8.5618153345
UniRef50_UPI000479E565: hypothetical protein	8.5096492670
UniRef50_UPI000479E565: hypothetical protein|unclassified	8.5096492670
UniRef50_K5YTQ9: Phosphoglycerate mutase	8.5041152499
UniRef50_K5YTQ9: Phosphoglycerate mutase|unclassified	8.5041152499
UniRef50_G2E3Z9: Phosphoglycerate mutase	8.4521411255
UniRef50_G2E3Z9: Phosphoglycerate mutase|unclassified	8.4521411255
UniRef50_UPI0003735D88: hypothetical protein	8.3214601022
UniRef50_UPI0003735D88: hypothetical protein|unclassified	8.3214601022
UniRef50_X1LWM4: Marine sediment metagenome DNA, contig: S06H3_L01617	8.3125229807
UniRef50_X1LWM4: Marine sediment metagenome DNA, contig: S06H3_L01617|unclassified	8.3125229807
UniRef50_S6UR30: Cobyrinic acid a,c-diamide synthase (Fragment)	8.2880264038
UniRef50_S6UR30: Cobyrinic acid a,c-diamide synthase (Fragment)|unclassified	8.2880264038
UniRef50_UPI00037E5B5F: hypothetical protein	8.2605286159
UniRef50_UPI00037E5B5F: hypothetical protein|unclassified	8.2605286159
UniRef50_UPI00016B180A: nitroreductase	8.2452681047
UniRef50_UPI00016B180A: nitroreductase|unclassified	8.2452681047
UniRef50_E2UWV8	8.1799933088
UniRef50_E2UWV8|unclassified	8.1799933088
UniRef50_F3LJ04: Cobyrinic acid A,C-diamide synthase	8.1588709276
UniRef50_F3LJ04: Cobyrinic acid A,C-diamide synthase|unclassified	8.1588709276
UniRef50_W7XVH5: Cobalt-precorrin-6A synthase	8.1482956620
UniRef50_W7XVH5: Cobalt-precorrin-6A synthase|unclassified	8.1482956620
UniRef50_Q4JCM8	8.0198399286
UniRef50_Q4JCM8|unclassified	8.0198399286
UniRef50_Z5XSE9	8.0011610848
UniRef50_Z5XSE9|unclassified	8.0011610848
UniRef50_S6FAZ6: Putative Phosphoglycerate mutase family protein	7.9753273928
UniRef50_S6FAZ6: Putative Phosphoglycerate mutase family protein|unclassified	7.9753273928
UniRef50_X1PCR3: Marine sediment metagenome DNA, contig: S06H3_S20561 (Fragment)	7.9533998634
UniRef50_X1PCR3: Marine sediment metagenome DNA, contig: S06H3_S20561 (Fragment)|unclassified	7.9533998634
UniRef50_UPI00046F4DE1: hypothetical protein, partial	7.8903137450
UniRef50_UPI00046F4DE1: hypothetical protein, partial|unclassified	7.8903137450
UniRef50_UPI000373779C: hypothetical protein	7.8561787552
UniRef50_UPI000373779C: hypothetical protein|unclassified	7.8561787552
UniRef50_C1ABH5	7.8382273189
UniRef50_C1ABH5|unclassified	7.8382273189
UniRef50_S6B5P0: Alpha-ribazole phosphatase	7.7549457137
UniRef50_S6B5P0: Alpha-ribazole phosphatase|unclassified	7.7549457137
UniRef50_F7NUI3: Fructose-2,6-bisphosphatase	7.6883099657
UniRef50_F7NUI3: Fructose-2,6-bisphosphatase|unclassified	7.6883099657
UniRef50_UPI00036FF5F4: hypothetical protein	7.6830680122
UniRef50_UPI00036FF5F4: hypothetical protein|unclassified	7.6830680122
UniRef50_UPI0004719E02: hypothetical protein, partial	7.5537184478
UniRef50_UPI0004719E02: hypothetical protein, partial|unclassified	7.5537184478
UniRef50_F6EJX3: Fructose-2,6-bisphosphatase	7.5433775971
UniRef50_F6EJX3: Fructose-2,6-bisphosphatase|unclassified	7.5433775971
UniRef50_G8QPM8: Fructose-2,6-bisphosphatase	7.5348877904
