# Gene Family	SampleCopper_homeostasis_Abundance-RPKs
UniRef50_I6ZZN1: Cytochrome c family protein|unclassified	7.3844135619
UniRef50_UPI0003701869: hypothetical protein	7.3778503521
UniRef50_UPI0003701869: hypothetical protein|unclassified	7.3778503521
UniRef50_UPI0002EF7982: hypothetical protein	7.3691652052
UniRef50_UPI0002EF7982: hypothetical protein|unclassified	7.3691652052
UniRef50_W0DNB3	7.3685156263
UniRef50_W0DNB3|unclassified	7.3685156263
UniRef50_A0A011TWF0: Heavy-metal-associated domain protein (Fragment)	7.3538537270
UniRef50_A0A011TWF0: Heavy-metal-associated domain protein (Fragment)|unclassified	7.3538537270
UniRef50_UPI0004759DD9: hypothetical protein	7.3375388957
UniRef50_UPI0004759DD9: hypothetical protein|unclassified	7.3375388957
UniRef50_W1X7H9: Formate-dependent nitrite reductase complex subunit NrfF (Fragment)	7.3001070866
UniRef50_W1X7H9: Formate-dependent nitrite reductase complex subunit NrfF (Fragment)|unclassified	7.3001070866
UniRef50_X6EPA2	7.2781306217
UniRef50_X6EPA2|unclassified	7.2781306217
UniRef50_F0LPM5: Predicted metal-binding protein	7.2754004445
UniRef50_F0LPM5: Predicted metal-binding protein|unclassified	7.2754004445
UniRef50_G7VH19	7.2569384672
UniRef50_G7VH19|unclassified	7.2569384672
UniRef50_A0A059E539	7.2437348758
UniRef50_A0A059E539|unclassified	7.2437348758
UniRef50_UPI00035DB64F: cytochrome C biogenesis protein	7.2297848897
UniRef50_UPI00035DB64F: cytochrome C biogenesis protein|unclassified	7.2297848897
UniRef50_A0A018YS95: Copper resistance protein D (Fragment)	7.2236532804
UniRef50_A0A018YS95: Copper resistance protein D (Fragment)|unclassified	7.2236532804
UniRef50_UPI0003C1B110	7.2125111301
UniRef50_UPI0003C1B110|unclassified	7.2125111301
UniRef50_UPI0003B6C8B0: hypothetical protein	7.2011339693
UniRef50_UPI0003B6C8B0: hypothetical protein|unclassified	7.2011339693
UniRef50_UPI0003634E52: hypothetical protein	7.1992326788
UniRef50_UPI0003634E52: hypothetical protein|unclassified	7.1992326788
UniRef50_X1CNM9: Marine sediment metagenome DNA, contig: S01H4_S11113 (Fragment)	7.1848217941
UniRef50_X1CNM9: Marine sediment metagenome DNA, contig: S01H4_S11113 (Fragment)|unclassified	7.1848217941
UniRef50_UPI0004291626: hypothetical protein	7.1787601463
UniRef50_UPI0004291626: hypothetical protein|unclassified	7.1787601463
UniRef50_M7AY30: Copper-exporting ATPase	7.1768965509
UniRef50_M7AY30: Copper-exporting ATPase|unclassified	7.1768965509
UniRef50_UPI00046F0126: hypothetical protein	7.1595659279
UniRef50_UPI00046F0126: hypothetical protein|unclassified	7.1595659279
UniRef50_Q1LD64	7.1593074534
UniRef50_Q1LD64|unclassified	7.1593074534
UniRef50_UPI00046ED4E2: hypothetical protein	7.1527164988
UniRef50_UPI00046ED4E2: hypothetical protein|unclassified	7.1527164988
UniRef50_UPI000362F8AD: hypothetical protein	7.1489553119
UniRef50_UPI000362F8AD: hypothetical protein|unclassified	7.1489553119
UniRef50_UPI00035D814B: hypothetical protein	7.1476710003
UniRef50_UPI00035D814B: hypothetical protein|unclassified	7.1476710003
UniRef50_UPI00046F387E: response regulator	7.1421251350
UniRef50_UPI00046F387E: response regulator|unclassified	7.1421251350
UniRef50_Q0S0Y7	7.0996948582
UniRef50_Q0S0Y7|unclassified	7.0996948582
UniRef50_W9VD72: Cytochrome c family protein	7.0843072771
UniRef50_W9VD72: Cytochrome c family protein|unclassified	7.0843072771
UniRef50_T4B6L6: Cation transporting ATPase, family protein	7.0777090807
UniRef50_T4B6L6: Cation transporting ATPase, family protein|unclassified	7.0777090807
UniRef50_UPI0002F0AA69: hypothetical protein	7.0189264737
UniRef50_UPI0002F0AA69: hypothetical protein|unclassified	7.0189264737
UniRef50_UPI000248C08F: thioredoxin	7.0115548290
UniRef50_UPI000248C08F: thioredoxin|unclassified	7.0115548290
UniRef50_A9G6K9	7.0093809235
UniRef50_A9G6K9|unclassified	7.0093809235
UniRef50_UPI000370EDE9: hypothetical protein	6.9922712144
UniRef50_UPI000370EDE9: hypothetical protein|unclassified	6.9922712144
UniRef50_F6A911	6.9817754264
UniRef50_F6A911|unclassified	6.9817754264
UniRef50_UPI0003B75B24: hypothetical protein	6.9807938694
UniRef50_UPI0003B75B24: hypothetical protein|unclassified	6.9807938694
UniRef50_K0NMQ8	6.9722394677
UniRef50_K0NMQ8|unclassified	6.9722394677
UniRef50_K2D4Z5	6.9551874573
UniRef50_K2D4Z5|unclassified	6.9551874573
UniRef50_R7XRW9	6.9531295746
UniRef50_R7XRW9|unclassified	6.9531295746
UniRef50_S5FEJ4: Cytochrome C biosynthesis protein	6.9479236731
UniRef50_S5FEJ4: Cytochrome C biosynthesis protein|unclassified	6.9479236731
UniRef50_UPI0003658031: hypothetical protein, partial	6.9370448725
UniRef50_UPI0003658031: hypothetical protein, partial|unclassified	6.9370448725
UniRef50_R6W0Y5	6.9323674395
UniRef50_R6W0Y5|unclassified	6.9323674395
UniRef50_K2BEZ9	6.9322688637
UniRef50_K2BEZ9|unclassified	6.9322688637
UniRef50_B9QRK0	6.9069620168
UniRef50_B9QRK0|unclassified	6.9069620168
UniRef50_UPI000248DB0E: thiol-disulfide oxidoreductase	6.8946519868
UniRef50_UPI000248DB0E: thiol-disulfide oxidoreductase|unclassified	6.8946519868
UniRef50_Q6LRI9	6.8713879456
UniRef50_Q6LRI9|unclassified	6.8713879456
UniRef50_G3ZI38	6.8592568291
UniRef50_G3ZI38|unclassified	6.8592568291
UniRef50_U1L633	6.8566267266
UniRef50_U1L633|unclassified	6.8566267266
UniRef50_UPI0004779786: MFS transporter permease	6.8565071364
UniRef50_UPI0004779786: MFS transporter permease|unclassified	6.8565071364
UniRef50_W4HL83	6.8106973140
UniRef50_W4HL83|unclassified	6.8106973140
UniRef50_C5S1W0	6.8027210884
UniRef50_C5S1W0|unclassified	6.8027210884
UniRef50_UPI0004708F01: hypothetical protein	6.7990484299
UniRef50_UPI0004708F01: hypothetical protein|unclassified	6.7990484299
UniRef50_UPI0003B78277: cytochrome C biogenesis protein	6.7948586323
UniRef50_UPI0003B78277: cytochrome C biogenesis protein|unclassified	6.7948586323
UniRef50_Q1Q6E7	6.7820226882
UniRef50_Q1Q6E7|unclassified	6.7820226882
UniRef50_R9XLP1: Formate-dependent nitrite reductase complex NrfG subunit, cytochrome c biogenesis factor	6.7761265958
UniRef50_R9XLP1: Formate-dependent nitrite reductase complex NrfG subunit, cytochrome c biogenesis factor|unclassified	6.7761265958
UniRef50_UPI000382BAE8: hypothetical protein	6.7410268144
UniRef50_UPI000382BAE8: hypothetical protein|unclassified	6.7410268144
UniRef50_F6CSB3: Tetratricopeptide TPR_2 repeat-containing protein	6.7055750501
UniRef50_F6CSB3: Tetratricopeptide TPR_2 repeat-containing protein|unclassified	6.7055750501
UniRef50_UPI00046EDA6C: transcriptional regulator, partial	6.6953455389
UniRef50_UPI00046EDA6C: transcriptional regulator, partial|unclassified	6.6953455389
UniRef50_G3CHS8: Copper resistance protein B (Fragment)	6.6452132733
UniRef50_G3CHS8: Copper resistance protein B (Fragment)|unclassified	6.6452132733
UniRef50_UPI00046D4969: hypothetical protein	6.6313918083
UniRef50_UPI00046D4969: hypothetical protein|unclassified	6.6313918083
UniRef50_W9TZI5: Cytochrome C assembly family protein (Fragment)	6.6094074347
UniRef50_W9TZI5: Cytochrome C assembly family protein (Fragment)|unclassified	6.6094074347
UniRef50_V5LW78: Copper-containing nitrate reductase (Fragment)	6.5824414564
UniRef50_V5LW78: Copper-containing nitrate reductase (Fragment)|unclassified	6.5824414564
UniRef50_X0R127	6.5789473684
UniRef50_X0R127|unclassified	6.5789473684
UniRef50_W5XDW3: HIT family hydrolase, diadenosine tetraphosphate hydrolase	6.5690899668
UniRef50_W5XDW3: HIT family hydrolase, diadenosine tetraphosphate hydrolase|unclassified	6.5690899668
UniRef50_Q3M2X4	6.5675554633
UniRef50_Q3M2X4|unclassified	6.5675554633
UniRef50_UPI00038160B3: hypothetical protein	6.5626619440
UniRef50_UPI00038160B3: hypothetical protein|unclassified	6.5626619440
UniRef50_UPI00047C2AF7: copper-transporting ATPase	6.5598560617
UniRef50_UPI00047C2AF7: copper-transporting ATPase|unclassified	6.5598560617
UniRef50_S4XMS4	6.5542908140
UniRef50_S4XMS4|unclassified	6.5542908140
UniRef50_M4RL19: Reductase	6.5060976842
UniRef50_M4RL19: Reductase|unclassified	6.5060976842
UniRef50_UPI0003189EE0: hypothetical protein	6.4938798986
UniRef50_UPI0003189EE0: hypothetical protein|unclassified	6.4938798986
UniRef50_G8PIX7	6.4721309870
UniRef50_G8PIX7|unclassified	6.4721309870
UniRef50_UPI00037D72F1: hypothetical protein	6.4513500347
UniRef50_UPI00037D72F1: hypothetical protein|unclassified	6.4513500347
UniRef50_UPI00047C589B: hypothetical protein	6.4512943159
UniRef50_UPI00047C589B: hypothetical protein|unclassified	6.4512943159
UniRef50_UPI00035E700A: hypothetical protein	6.4330338387
UniRef50_UPI00035E700A: hypothetical protein|unclassified	6.4330338387
UniRef50_UPI0003B6541D: MFS transporter	6.4279710871
UniRef50_UPI0003B6541D: MFS transporter|unclassified	6.4279710871
UniRef50_UPI00035FE59F: hypothetical protein	6.4207849857
UniRef50_UPI00035FE59F: hypothetical protein|unclassified	6.4207849857
UniRef50_C7Q5V2: Integral membrane protein	6.3990205987
UniRef50_C7Q5V2: Integral membrane protein|unclassified	6.3990205987
UniRef50_C1DI37	6.3890192745
UniRef50_C1DI37|unclassified	6.3890192745
UniRef50_UPI0004126223: hypothetical protein	6.3792049165
UniRef50_UPI0004126223: hypothetical protein|unclassified	6.3792049165
UniRef50_A0A022GCI6	6.3588351538
UniRef50_A0A022GCI6|unclassified	6.3588351538
UniRef50_C6XIM2: Cytochrome C biogenesis protein	6.3541618358
UniRef50_C6XIM2: Cytochrome C biogenesis protein|unclassified	6.3541618358
UniRef50_H1L4V2	6.3168037762
UniRef50_H1L4V2|unclassified	6.3168037762
UniRef50_S6AD02	6.3141925452
UniRef50_S6AD02|unclassified	6.3141925452
UniRef50_R7E4W8	6.2893703707
UniRef50_R7E4W8|unclassified	6.2893703707
UniRef50_S6AAG1	6.2779445443
UniRef50_S6AAG1|unclassified	6.2779445443
UniRef50_Q82AK5: Probable cytochrome c oxidase subunit 3	6.2671940563
UniRef50_Q82AK5: Probable cytochrome c oxidase subunit 3|unclassified	6.2671940563
UniRef50_X1C2Z8: Marine sediment metagenome DNA, contig: S01H4_S13380 (Fragment)	6.2558951859
UniRef50_X1C2Z8: Marine sediment metagenome DNA, contig: S01H4_S13380 (Fragment)|unclassified	6.2558951859
UniRef50_UPI0001816FB4: multidrug transporter CflA	6.2478705499
UniRef50_UPI0001816FB4: multidrug transporter CflA|unclassified	6.2478705499
UniRef50_UPI00035C2861: hypothetical protein	6.2381589876
UniRef50_UPI00035C2861: hypothetical protein|unclassified	6.2381589876
UniRef50_UPI00036FDECF: hypothetical protein	6.2327599884
UniRef50_UPI00036FDECF: hypothetical protein|unclassified	6.2327599884
UniRef50_A0A031J3R4: Copper resistance protein CopD	6.2311956739
UniRef50_A0A031J3R4: Copper resistance protein CopD|unclassified	6.2311956739
UniRef50_M0QAU2: Cytochrome c-type biogenesis protein CcmH	6.2241666576
UniRef50_M0QAU2: Cytochrome c-type biogenesis protein CcmH|unclassified	6.2241666576
UniRef50_Q0YU94: Cytochrome c family protein (Fragment)	6.2147270982
UniRef50_Q0YU94: Cytochrome c family protein (Fragment)|unclassified	6.2147270982
UniRef50_F8JPM1: Membrane protein-like protein	6.2080033625
UniRef50_F8JPM1: Membrane protein-like protein|unclassified	6.2080033625
UniRef50_W0L814: Nitrite reductase	6.2042477165
UniRef50_W0L814: Nitrite reductase|unclassified	6.2042477165
UniRef50_H8GXU3: Formate-dependent nitrite reductase complex, nrfF subunit	6.1963271017
UniRef50_H8GXU3: Formate-dependent nitrite reductase complex, nrfF subunit|unclassified	6.1963271017
UniRef50_UPI0003725B5F: hypothetical protein	6.1738433881
UniRef50_UPI0003725B5F: hypothetical protein|unclassified	6.1738433881
UniRef50_L0PAQ2: I WGS project CAKM00000000 data, strain SE8, contig 186	6.1728395062
UniRef50_L0PAQ2: I WGS project CAKM00000000 data, strain SE8, contig 186|unclassified	6.1728395062
UniRef50_UPI000262CE36: cytochrome c, class I	6.1656878088
UniRef50_UPI000262CE36: cytochrome c, class I|unclassified	6.1656878088
UniRef50_UPI000381B2DC: hypothetical protein	6.1571441873
UniRef50_UPI000381B2DC: hypothetical protein|unclassified	6.1571441873
UniRef50_J8VAK8	6.1250433299
UniRef50_J8VAK8|unclassified	6.1250433299
UniRef50_B8J686	6.1092517189
UniRef50_B8J686|unclassified	6.1092517189
UniRef50_UPI0004634043: major facilitator transporter	6.1077740231
UniRef50_UPI0004634043: major facilitator transporter|unclassified	6.1077740231
UniRef50_UPI00037AC7B2: hypothetical protein	6.0705947959
UniRef50_UPI00037AC7B2: hypothetical protein|unclassified	6.0705947959
UniRef50_UPI0004669064: ATPase P	6.0695836141
UniRef50_UPI0004669064: ATPase P|unclassified	6.0695836141
UniRef50_UPI0004689248: hypothetical protein	6.0388698287
UniRef50_UPI0004689248: hypothetical protein|unclassified	6.0388698287
UniRef50_R5U8G5	6.0321900985
UniRef50_R5U8G5|unclassified	6.0321900985
UniRef50_UPI00026C7B1A: transcriptional regulator	6.0222671866
UniRef50_UPI00026C7B1A: transcriptional regulator|unclassified	6.0222671866
UniRef50_UPI0003787BD0: hypothetical protein	6.0210321625
UniRef50_UPI0003787BD0: hypothetical protein|unclassified	6.0210321625
UniRef50_UPI0003B52A48: cytochrome C oxidase assembly protein	6.0160497661
UniRef50_UPI0003B52A48: cytochrome C oxidase assembly protein|unclassified	6.0160497661
UniRef50_G0A5H5: Cytochrome c family protein	6.0150720639
UniRef50_G0A5H5: Cytochrome c family protein|unclassified	6.0150720639
UniRef50_Q30XE3: Cytochrome c family protein	6.0097640559
UniRef50_Q30XE3: Cytochrome c family protein|unclassified	6.0097640559
UniRef50_UPI00036B1E93: hypothetical protein	5.9859606760
UniRef50_UPI00036B1E93: hypothetical protein|unclassified	5.9859606760
UniRef50_UPI000363AF54: hypothetical protein	5.9681840063
UniRef50_UPI000363AF54: hypothetical protein|unclassified	5.9681840063
UniRef50_UPI00036EBADD: hypothetical protein	5.9617371747
UniRef50_UPI00036EBADD: hypothetical protein|unclassified	5.9617371747
UniRef50_E6RKN7	5.9148619370
UniRef50_E6RKN7|unclassified	5.9148619370
UniRef50_UPI0004630964: hypothetical protein, partial	5.8973249914
UniRef50_UPI0004630964: hypothetical protein, partial|unclassified	5.8973249914
UniRef50_UPI0003822018: hypothetical protein	5.8805398617
UniRef50_UPI0003822018: hypothetical protein|unclassified	5.8805398617
UniRef50_E0XXM7: Predicted metal-binding protein	5.8746653321
UniRef50_E0XXM7: Predicted metal-binding protein|unclassified	5.8746653321
UniRef50_R7EYW2: Cadmium-exporting ATPase	5.8611023315
UniRef50_R7EYW2: Cadmium-exporting ATPase|unclassified	5.8611023315
UniRef50_UPI00036C004D: hypothetical protein	5.8310341667
UniRef50_UPI00036C004D: hypothetical protein|unclassified	5.8310341667
UniRef50_W5YF83: Putative copper-transporting P-type ATPase	5.8188969593
UniRef50_W5YF83: Putative copper-transporting P-type ATPase|unclassified	5.8188969593
UniRef50_D4N7B3: Putative copper-containing nitrite reductase (Fragment)	5.7813086822
UniRef50_D4N7B3: Putative copper-containing nitrite reductase (Fragment)|unclassified	5.7813086822
UniRef50_A0A023XCX4	5.7803468208
UniRef50_A0A023XCX4|unclassified	5.7803468208
UniRef50_UPI0004204739: hypothetical protein	5.7567877924
UniRef50_UPI0004204739: hypothetical protein|unclassified	5.7567877924
UniRef50_UPI0004660A36: hypothetical protein	5.7358442748
UniRef50_UPI0004660A36: hypothetical protein|unclassified	5.7358442748
UniRef50_M4UNA3	5.7274184148
UniRef50_M4UNA3|unclassified	5.7274184148
UniRef50_UPI000362226F: hypothetical protein	5.7268930921
UniRef50_UPI000362226F: hypothetical protein|unclassified	5.7268930921
UniRef50_F6ILM7: Tetratricopeptide TPR_4	5.7174577997
UniRef50_F6ILM7: Tetratricopeptide TPR_4|unclassified	5.7174577997
UniRef50_K2BEW2: High-molecular-weight cytochrome c (Fragment)	5.7126458953
UniRef50_K2BEW2: High-molecular-weight cytochrome c (Fragment)|unclassified	5.7126458953
UniRef50_UPI00036B8742: hypothetical protein	5.7027608389
UniRef50_UPI00036B8742: hypothetical protein|unclassified	5.7027608389
UniRef50_E2CM41: Metal-binding protein	5.6948297937
UniRef50_E2CM41: Metal-binding protein|unclassified	5.6948297937
UniRef50_UPI0003B493FD: cytochrome C biogenesis protein	5.6912914191
UniRef50_UPI0003B493FD: cytochrome C biogenesis protein|unclassified	5.6912914191
UniRef50_UPI000348101B: hypothetical protein	5.6721019820
UniRef50_UPI000348101B: hypothetical protein|unclassified	5.6721019820
UniRef50_A0A024QES3: Copper-exporting P-type ATPase A	5.6707053947
UniRef50_A0A024QES3: Copper-exporting P-type ATPase A|unclassified	5.6707053947
UniRef50_F8UH85: Cytochrome c family protein (Fragment)	5.6653228144
UniRef50_F8UH85: Cytochrome c family protein (Fragment)|unclassified	5.6653228144
UniRef50_UPI000419F84D: cytochrome C	5.6509167110
UniRef50_UPI000419F84D: cytochrome C|unclassified	5.6509167110
UniRef50_UPI00037A51DD: hypothetical protein	5.6461102810
UniRef50_UPI00037A51DD: hypothetical protein|unclassified	5.6461102810
UniRef50_V9W0Y3	5.6417875468
UniRef50_V9W0Y3|unclassified	5.6417875468
UniRef50_V2AUT9: Putative cation transporter	5.6208191534
UniRef50_V2AUT9: Putative cation transporter|unclassified	5.6208191534
UniRef50_UPI0002D9CD2C: hypothetical protein	5.6182273615
UniRef50_UPI0002D9CD2C: hypothetical protein|unclassified	5.6182273615
UniRef50_E2Q868: Lipoprotein	5.6138879309
UniRef50_E2Q868: Lipoprotein|unclassified	5.6138879309
UniRef50_K9XNC1: Diguanylate cyclase	5.6103448838
UniRef50_K9XNC1: Diguanylate cyclase|unclassified	5.6103448838
UniRef50_UPI00036B4D85: hypothetical protein	5.6055847801
UniRef50_UPI00036B4D85: hypothetical protein|unclassified	5.6055847801
UniRef50_H5WIS5: Cytochrome c-type biogenesis protein CcmI	5.5882972340
UniRef50_H5WIS5: Cytochrome c-type biogenesis protein CcmI|unclassified	5.5882972340
UniRef50_Z5X2R3	5.5865921788
UniRef50_Z5X2R3|unclassified	5.5865921788
UniRef50_F4QYQ6: NADH dehydrogenase, subunit 7	5.5832104461
UniRef50_F4QYQ6: NADH dehydrogenase, subunit 7|unclassified	5.5832104461
UniRef50_G8QKX2: Cytochrome c-type biogenesis protein CcmI	5.5669227054
UniRef50_G8QKX2: Cytochrome c-type biogenesis protein CcmI|unclassified	5.5669227054
UniRef50_Q9AEL8: Cytochrome c oxidase subunit 3	5.5621093645
UniRef50_Q9AEL8: Cytochrome c oxidase subunit 3|unclassified	5.5621093645
UniRef50_G4SWG8: Cytochrome c-type biogenesis protein CcmI	5.5617476780
UniRef50_G4SWG8: Cytochrome c-type biogenesis protein CcmI|unclassified	5.5617476780
UniRef50_UPI000362C936: hypothetical protein	5.5456025647
UniRef50_UPI000362C936: hypothetical protein|unclassified	5.5456025647
UniRef50_UPI00035CA298: hypothetical protein	5.5447786947
UniRef50_UPI00035CA298: hypothetical protein|unclassified	5.5447786947
UniRef50_A0A010M3I6	5.5199494176
UniRef50_A0A010M3I6|unclassified	5.5199494176
UniRef50_K2JZD1: TPR-containing protein	5.4990375468
UniRef50_K2JZD1: TPR-containing protein|unclassified	5.4990375468
UniRef50_UPI0002559FAA: cytochrome C biogenesis protein	5.4883960610
UniRef50_UPI0002559FAA: cytochrome C biogenesis protein|unclassified	5.4883960610
UniRef50_D7AMM9: Cytochrome c, 5 heme-binding sites	5.4759583997
UniRef50_D7AMM9: Cytochrome c, 5 heme-binding sites|unclassified	5.4759583997
UniRef50_UPI00036F6E65: hypothetical protein, partial	5.4702545072
UniRef50_UPI00036F6E65: hypothetical protein, partial|unclassified	5.4702545072
UniRef50_Q2GBM3: TPR repeat protein	5.4282865905
UniRef50_Q2GBM3: TPR repeat protein|unclassified	5.4282865905
UniRef50_UPI00046CE868: hypothetical protein	5.4224143564
UniRef50_UPI00046CE868: hypothetical protein|unclassified	5.4224143564
UniRef50_Q022Q8	5.3854428938
UniRef50_Q022Q8|unclassified	5.3854428938
UniRef50_H1LH45	5.3845797213
UniRef50_H1LH45|unclassified	5.3845797213
UniRef50_UPI0003F0C53F: PREDICTED: kininogen-1-like	5.3742497692
UniRef50_UPI0003F0C53F: PREDICTED: kininogen-1-like|unclassified	5.3742497692
UniRef50_UPI000472EEEF: hypothetical protein	5.3489596486
UniRef50_UPI000472EEEF: hypothetical protein|unclassified	5.3489596486
UniRef50_UPI0004243D1A: cytochrome C	5.3454033143
UniRef50_UPI0004243D1A: cytochrome C|unclassified	5.3454033143
UniRef50_X7YHZ0: Bacterial Ig-like domain protein	5.3271684430
UniRef50_X7YHZ0: Bacterial Ig-like domain protein|unclassified	5.3271684430
UniRef50_UPI00035E2A5C: hypothetical protein	5.3250321215
UniRef50_UPI00035E2A5C: hypothetical protein|unclassified	5.3250321215
UniRef50_G2TEI4: Cytochrome c family protein	5.3115696898
UniRef50_G2TEI4: Cytochrome c family protein|unclassified	5.3115696898
UniRef50_A0A023XDR0	5.3080648795
UniRef50_A0A023XDR0|unclassified	5.3080648795
UniRef50_A8PLF8: Cytochrome c-type biogenesis protein CcmH	5.2907198001
UniRef50_A8PLF8: Cytochrome c-type biogenesis protein CcmH|unclassified	5.2907198001
UniRef50_G4E3Z8: Cytochrome C biogenesis protein	5.2778904993
UniRef50_G4E3Z8: Cytochrome C biogenesis protein|unclassified	5.2778904993
UniRef50_B1XXQ9	5.2709651416
UniRef50_B1XXQ9|unclassified	5.2709651416
UniRef50_UPI0003B7A444: CopG family transcripitonal regulator	5.2660347650
UniRef50_UPI0003B7A444: CopG family transcripitonal regulator|unclassified	5.2660347650
UniRef50_Q46151: XYLX (Fragment)	5.2653276212
UniRef50_Q46151: XYLX (Fragment)|unclassified	5.2653276212
UniRef50_B9Y7N2	5.2604277148
UniRef50_B9Y7N2|unclassified	5.2604277148
UniRef50_Q8YRE4: Alr3504 protein	5.2489811730
UniRef50_Q8YRE4: Alr3504 protein|unclassified	5.2489811730
UniRef50_M5RPV8: Cytochrome c family protein (Fragment)	5.2462056192
UniRef50_M5RPV8: Cytochrome c family protein (Fragment)|unclassified	5.2462056192
UniRef50_A0A011PN33	5.2253128320
UniRef50_A0A011PN33|unclassified	5.2253128320
UniRef50_F3KZW2	5.2158971650
UniRef50_F3KZW2|unclassified	5.2158971650
UniRef50_D9SDB5	5.2103470557
UniRef50_D9SDB5|unclassified	5.2103470557
UniRef50_UPI0004679704: hypothetical protein	5.2013992447
UniRef50_UPI0004679704: hypothetical protein|unclassified	5.2013992447
UniRef50_E8RL62: Cytochrome C biogenesis protein	5.1624416387
UniRef50_E8RL62: Cytochrome C biogenesis protein|unclassified	5.1624416387
UniRef50_UPI0003458FFA: hypothetical protein	5.1556961748
UniRef50_UPI0003458FFA: hypothetical protein|unclassified	5.1556961748
UniRef50_UPI00046EC1EB: hypothetical protein	5.1453651258
UniRef50_UPI00046EC1EB: hypothetical protein|unclassified	5.1453651258
UniRef50_UPI000288AA13: heme/copper-type cytochrome/quinol oxidase, subunit 3	5.1257511422
UniRef50_UPI000288AA13: heme/copper-type cytochrome/quinol oxidase, subunit 3|unclassified	5.1257511422
UniRef50_J9Z031	5.1242283944
UniRef50_J9Z031|unclassified	5.1242283944
UniRef50_M1P0U9: Doubled CXXCH domain-containing protein	5.1127638676
UniRef50_M1P0U9: Doubled CXXCH domain-containing protein|unclassified	5.1127638676
UniRef50_D5MFW5: Cytochrome c-type biogenesis protein cycL	5.1122811886
UniRef50_D5MFW5: Cytochrome c-type biogenesis protein cycL|unclassified	5.1122811886
UniRef50_UPI00046A0323: hypothetical protein	5.0962668071
UniRef50_UPI00046A0323: hypothetical protein|unclassified	5.0962668071
UniRef50_V5AFT9	5.0948873594
UniRef50_V5AFT9|unclassified	5.0948873594
UniRef50_Q58623: Putative cation-transporting ATPase MJ1226	5.0935475046
UniRef50_Q58623: Putative cation-transporting ATPase MJ1226|unclassified	5.0935475046
UniRef50_UPI00047A75FB: hypothetical protein	5.0826373168
UniRef50_UPI00047A75FB: hypothetical protein|unclassified	5.0826373168
UniRef50_F0TD94: Cytochrome c family protein	5.0782572496
UniRef50_F0TD94: Cytochrome c family protein|unclassified	5.0782572496
UniRef50_W1XDP9	5.0761421320
UniRef50_W1XDP9|unclassified	5.0761421320
UniRef50_UPI0004773F65: multicopper oxidase	5.0490178834
UniRef50_UPI0004773F65: multicopper oxidase|unclassified	5.0490178834
UniRef50_UPI000382D199: hypothetical protein	5.0371684972
UniRef50_UPI000382D199: hypothetical protein|unclassified	5.0371684972
UniRef50_T1AMV5: Cytochrome c-type biogenesis protein CcmF (Fragment)	5.0363538015
UniRef50_T1AMV5: Cytochrome c-type biogenesis protein CcmF (Fragment)|unclassified	5.0363538015
UniRef50_F5RBF1	5.0276694507
UniRef50_F5RBF1|unclassified	5.0276694507
UniRef50_UPI000344DB5A: hypothetical protein	5.0193160351
UniRef50_UPI000344DB5A: hypothetical protein|unclassified	5.0193160351
UniRef50_D0PRB9: Predicted metal-binding protein	4.9984308470
UniRef50_D0PRB9: Predicted metal-binding protein|unclassified	4.9984308470
UniRef50_UPI000462DEEC: hypothetical protein	4.9860490880
UniRef50_UPI000462DEEC: hypothetical protein|unclassified	4.9860490880
UniRef50_C5N291	4.9723827865
UniRef50_C5N291|unclassified	4.9723827865
UniRef50_E8MLR9	4.9592856480
UniRef50_E8MLR9|unclassified	4.9592856480
UniRef50_UPI00036CB121: hypothetical protein	4.9430648817
UniRef50_UPI00036CB121: hypothetical protein|unclassified	4.9430648817
UniRef50_A0A024YRZ0: Multicopper oxidase	4.9351525827
UniRef50_A0A024YRZ0: Multicopper oxidase|unclassified	4.9351525827
UniRef50_UPI0003820A2B: hypothetical protein	4.9316837348
UniRef50_UPI0003820A2B: hypothetical protein|unclassified	4.9316837348
UniRef50_A0A059G0M9: ATPase P (Fragment)	4.9261083744
UniRef50_A0A059G0M9: ATPase P (Fragment)|unclassified	4.9261083744
UniRef50_K1VMH9	4.9139167414
UniRef50_K1VMH9|unclassified	4.9139167414
UniRef50_UPI0002379F5D: ATPase P	4.8971880869
UniRef50_UPI0002379F5D: ATPase P|unclassified	4.8971880869
UniRef50_A6G904	4.8915156124
UniRef50_A6G904|unclassified	4.8915156124
UniRef50_X8BFP6: Putative cadmium-translocating P-type ATPase	4.8698464738
UniRef50_X8BFP6: Putative cadmium-translocating P-type ATPase|unclassified	4.8698464738
UniRef50_UPI00037848A7: hypothetical protein	4.8661097572
UniRef50_UPI00037848A7: hypothetical protein|unclassified	4.8661097572
UniRef50_UPI00046E7211: hypothetical protein	4.8426941064
UniRef50_UPI00046E7211: hypothetical protein|unclassified	4.8426941064
UniRef50_W1JGF0	4.8267268154
UniRef50_W1JGF0|unclassified	4.8267268154
UniRef50_E5U2F3	4.8253736993
UniRef50_E5U2F3|unclassified	4.8253736993
UniRef50_UPI0003B6439C: cytochrome C	4.8199976355
UniRef50_UPI0003B6439C: cytochrome C|unclassified	4.8199976355
UniRef50_U3B1U0: Cytochrome c-type biogenesis protein CcmH	4.8044091675
UniRef50_U3B1U0: Cytochrome c-type biogenesis protein CcmH|unclassified	4.8044091675
UniRef50_UPI00046EEA68: hypothetical protein	4.8002932964
