# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-RPKs
UniRef50_UPI00047357A8: hypothetical protein, partial	128.6547985727
UniRef50_UPI00047357A8: hypothetical protein, partial|unclassified	128.6547985727
UniRef50_UPI0004727281: N-acetyl-gamma-glutamyl-phosphate reductase, partial	128.6431763376
UniRef50_UPI0004727281: N-acetyl-gamma-glutamyl-phosphate reductase, partial|unclassified	128.6431763376
UniRef50_A7FUT4: Arginine repressor	128.2698674778
UniRef50_A7FUT4: Arginine repressor|unclassified	128.2698674778
UniRef50_UPI0002625B76: acetylglutamate kinase	128.1656790005
UniRef50_UPI0002625B76: acetylglutamate kinase|unclassified	128.1656790005
UniRef50_UPI0003B5BD07: N-acetyl-gamma-glutamyl-phosphate reductase	127.9568529961
UniRef50_UPI0003B5BD07: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	127.9568529961
UniRef50_UPI00042962C9: N-acetyl-gamma-glutamyl-phosphate reductase	127.8978089323
UniRef50_UPI00042962C9: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	127.8978089323
UniRef50_UPI00047CD924: hypothetical protein	127.7175992269
UniRef50_UPI00047CD924: hypothetical protein|unclassified	127.7175992269
UniRef50_UPI00036619EB: hypothetical protein	127.3730476391
UniRef50_UPI00036619EB: hypothetical protein|unclassified	127.3730476391
UniRef50_Q489P5: Acetylglutamate kinase	127.1824128701
UniRef50_Q489P5: Acetylglutamate kinase|unclassified	127.1824128701
UniRef50_P58685: Arginine repressor	126.3456568993
UniRef50_P58685: Arginine repressor|unclassified	126.3456568993
UniRef50_R6FSQ0	125.0485222046
UniRef50_R6FSQ0|unclassified	125.0485222046
UniRef50_UPI0003C14FA3: PREDICTED: protein arg11, mitochondrial-like	125.0061862346
UniRef50_UPI0003C14FA3: PREDICTED: protein arg11, mitochondrial-like|unclassified	125.0061862346
UniRef50_UPI00046E5832: peptidase M20	124.9351936677
UniRef50_UPI00046E5832: peptidase M20|unclassified	124.9351936677
UniRef50_UPI0003EC2681: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like	124.6291278508
UniRef50_UPI0003EC2681: PREDICTED: ornithine carbamoyltransferase, mitochondrial-like|unclassified	124.6291278508
UniRef50_Q5GS68: Succinyl-diaminopimelate desuccinylase	124.2340526263
UniRef50_Q5GS68: Succinyl-diaminopimelate desuccinylase|unclassified	124.2340526263
UniRef50_B0TEK0: Arginine repressor	124.1313205484
UniRef50_B0TEK0: Arginine repressor|unclassified	124.1313205484
UniRef50_P43061: Argininosuccinate lyase	123.7785560248
UniRef50_P43061: Argininosuccinate lyase|unclassified	123.7785560248
UniRef50_UPI000382C663: hypothetical protein, partial	123.4382725192
UniRef50_UPI000382C663: hypothetical protein, partial|unclassified	123.4382725192
UniRef50_C5D766: Acetylglutamate kinase	122.6675868523
UniRef50_C5D766: Acetylglutamate kinase|unclassified	122.6675868523
UniRef50_Q4FNK3: Argininosuccinate lyase	122.4313525814
UniRef50_Q4FNK3: Argininosuccinate lyase|unclassified	122.4313525814
UniRef50_Q0W7A4: Argininosuccinate lyase	122.3799251302
UniRef50_Q0W7A4: Argininosuccinate lyase|unclassified	122.3799251302
UniRef50_Q9WW19: Arginine repressor	122.0617038013
UniRef50_Q9WW19: Arginine repressor|unclassified	122.0617038013
UniRef50_UPI000462A5B4: hypothetical protein, partial	121.8175787211
UniRef50_UPI000462A5B4: hypothetical protein, partial|unclassified	121.8175787211
UniRef50_UPI00023B2CAC: PREDICTED: LOW QUALITY PROTEIN: acetylornithine aminotransferase, mitochondrial-like	121.6590633794
UniRef50_UPI00023B2CAC: PREDICTED: LOW QUALITY PROTEIN: acetylornithine aminotransferase, mitochondrial-like|unclassified	121.6590633794
UniRef50_Q7UVL4: N-acetyl-gamma-glutamyl-phosphate reductase	121.2537298525
UniRef50_Q7UVL4: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	121.2537298525
UniRef50_R6V4G7: N-acetyl-gamma-glutamyl-phosphate reductase	120.8741968116
UniRef50_R6V4G7: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	120.8741968116
UniRef50_UPI00047B2CE4: hypothetical protein	120.4075223849
UniRef50_UPI00047B2CE4: hypothetical protein|unclassified	120.4075223849
UniRef50_UPI000371FE3C: hypothetical protein	119.7985932038
UniRef50_UPI000371FE3C: hypothetical protein|unclassified	119.7985932038
UniRef50_P84010: Ornithine carbamoyltransferase, mitochondrial	119.5003149435
UniRef50_P84010: Ornithine carbamoyltransferase, mitochondrial|unclassified	119.5003149435
UniRef50_UPI0004701884: hypothetical protein	119.4646915058
UniRef50_UPI0004701884: hypothetical protein|unclassified	119.4646915058
UniRef50_P22675: Argininosuccinate lyase	119.2572707191
UniRef50_P22675: Argininosuccinate lyase|unclassified	119.2572707191
UniRef50_A0A028V702	119.2071168479
UniRef50_A0A028V702|unclassified	119.2071168479
UniRef50_UPI00047527AE: hypothetical protein, partial	118.4095082219
UniRef50_UPI00047527AE: hypothetical protein, partial|unclassified	118.4095082219
UniRef50_Q8DV44: Acetylglutamate kinase	118.1343885130
UniRef50_Q8DV44: Acetylglutamate kinase|unclassified	118.1343885130
UniRef50_UPI0003F93CCB: acetylglutamate kinase	118.0092704603
UniRef50_UPI0003F93CCB: acetylglutamate kinase|unclassified	118.0092704603
UniRef50_UPI0002BE226F: unnamed protein product	117.9785068523
UniRef50_UPI0002BE226F: unnamed protein product|unclassified	117.9785068523
UniRef50_UPI000374C35C: hypothetical protein	116.9269828469
UniRef50_UPI000374C35C: hypothetical protein|unclassified	116.9269828469
UniRef50_UPI0002FAAB54: hypothetical protein	116.6199606950
UniRef50_UPI0002FAAB54: hypothetical protein|unclassified	116.6199606950
UniRef50_A8ILN8	116.1014684099
UniRef50_A8ILN8|unclassified	116.1014684099
UniRef50_X5Y5B1	115.8838494527
UniRef50_X5Y5B1|unclassified	115.8838494527
UniRef50_UPI000423EAC6: acetylglutamate kinase	114.3721917459
UniRef50_UPI000423EAC6: acetylglutamate kinase|unclassified	114.3721917459
UniRef50_O67724: N-acetyl-gamma-glutamyl-phosphate reductase	114.2841041118
UniRef50_O67724: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	114.2841041118
UniRef50_UPI0004735D07: hypothetical protein, partial	114.2576052723
UniRef50_UPI0004735D07: hypothetical protein, partial|unclassified	114.2576052723
UniRef50_UPI00036D4645: hypothetical protein	114.1588382617
UniRef50_UPI00036D4645: hypothetical protein|unclassified	114.1588382617
UniRef50_UPI000474AC28: hypothetical protein, partial	114.0562393784
UniRef50_UPI000474AC28: hypothetical protein, partial|unclassified	114.0562393784
UniRef50_UPI0002B467AC: PREDICTED: argininosuccinate synthase-like	113.7654760917
UniRef50_UPI0002B467AC: PREDICTED: argininosuccinate synthase-like|unclassified	113.7654760917
UniRef50_UPI00035FEE73: hypothetical protein, partial	113.2312406460
UniRef50_UPI00035FEE73: hypothetical protein, partial|unclassified	113.2312406460
UniRef50_UPI0003B3F73E: ornithine carbamoyltransferase	113.0813241919
UniRef50_UPI0003B3F73E: ornithine carbamoyltransferase|unclassified	113.0813241919
UniRef50_UPI000369A71A: hypothetical protein, partial	112.5130372898
UniRef50_UPI000369A71A: hypothetical protein, partial|unclassified	112.5130372898
UniRef50_UPI00021A5F2B: PREDICTED: n-acetyl-gamma-glutamyl-phosphate reductase 2-like	112.2575730281
UniRef50_UPI00021A5F2B: PREDICTED: n-acetyl-gamma-glutamyl-phosphate reductase 2-like|unclassified	112.2575730281
UniRef50_B9KZP8: N-acetyl-gamma-glutamyl-phosphate reductase	112.2178179251
UniRef50_B9KZP8: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	112.2178179251
UniRef50_UPI00036C4733: hypothetical protein	111.5017354340
UniRef50_UPI00036C4733: hypothetical protein|unclassified	111.5017354340
UniRef50_C0QYU7: N-acetyl-gamma-glutamyl-phosphate reductase	111.1694180162
UniRef50_C0QYU7: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	111.1694180162
UniRef50_UPI0004731710: hypothetical protein	110.4952253956
UniRef50_UPI0004731710: hypothetical protein|unclassified	110.4952253956
UniRef50_A8FBW1: Acetylglutamate kinase	109.8835257578
UniRef50_A8FBW1: Acetylglutamate kinase|unclassified	109.8835257578
UniRef50_UPI00030D7BC7: hypothetical protein	108.6896194136
UniRef50_UPI00030D7BC7: hypothetical protein|unclassified	108.6896194136
UniRef50_Q5FGD5: N-acetyl-gamma-glutamyl-phosphate reductase	107.7197806585
UniRef50_Q5FGD5: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	107.7197806585
UniRef50_UPI0003819E68: hypothetical protein	107.4511566938
UniRef50_UPI0003819E68: hypothetical protein|unclassified	107.4511566938
UniRef50_UPI0003755CB0: hypothetical protein	107.2069968074
UniRef50_UPI0003755CB0: hypothetical protein|unclassified	107.2069968074
UniRef50_UPI0003B4E869: hypothetical protein	107.1443232870
UniRef50_UPI0003B4E869: hypothetical protein|unclassified	107.1443232870
UniRef50_UPI0004283D17: hypothetical protein	106.8373662237
UniRef50_UPI0004283D17: hypothetical protein|unclassified	106.8373662237
UniRef50_P0DJQ6: Arginine biosynthesis bifunctional protein ArgJ 3	106.8246242831
UniRef50_P0DJQ6: Arginine biosynthesis bifunctional protein ArgJ 3|unclassified	106.8246242831
UniRef50_UPI000469E69D: succinyl-diaminopimelate desuccinylase	106.7597183809
UniRef50_UPI000469E69D: succinyl-diaminopimelate desuccinylase|unclassified	106.7597183809
UniRef50_B9KHC9: Succinyl-diaminopimelate desuccinylase	106.5605730119
UniRef50_B9KHC9: Succinyl-diaminopimelate desuccinylase|unclassified	106.5605730119
UniRef50_Q9HKF1: Argininosuccinate synthase	106.4839088900
UniRef50_Q9HKF1: Argininosuccinate synthase|unclassified	106.4839088900
UniRef50_A7I005: Succinyl-diaminopimelate desuccinylase	106.1724416937
UniRef50_A7I005: Succinyl-diaminopimelate desuccinylase|unclassified	106.1724416937
UniRef50_K7UE53: Putative acetylornithine/succinylornithine aminotransferase family protein	106.0805739827
UniRef50_K7UE53: Putative acetylornithine/succinylornithine aminotransferase family protein|unclassified	106.0805739827
UniRef50_Q55DT8: Probable acetylornithine aminotransferase, mitochondrial	105.7468958207
UniRef50_Q55DT8: Probable acetylornithine aminotransferase, mitochondrial|unclassified	105.7468958207
UniRef50_B2IC79	105.7298857289
UniRef50_B2IC79|unclassified	105.7298857289
UniRef50_B0UPC4: N-acetyl-gamma-glutamyl-phosphate reductase	105.5661599490
UniRef50_B0UPC4: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	105.5661599490
UniRef50_UPI00047319E0: ArgR family transcriptional regulator	105.1177281895
UniRef50_UPI00047319E0: ArgR family transcriptional regulator|unclassified	105.1177281895
UniRef50_UPI00001AD637: argininosuccinate lyase	104.8683602044
UniRef50_UPI00001AD637: argininosuccinate lyase|unclassified	104.8683602044
UniRef50_Q54DY1: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	104.4551674382
UniRef50_Q54DY1: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	104.4551674382
UniRef50_Q72RH8: Acetylornithine aminotransferase	104.4425514603
UniRef50_Q72RH8: Acetylornithine aminotransferase|unclassified	104.4425514603
UniRef50_UPI0002F480B9: hypothetical protein	104.1213855511
UniRef50_UPI0002F480B9: hypothetical protein|unclassified	104.1213855511
UniRef50_UPI0003828E3A: hypothetical protein, partial	103.8685131704
UniRef50_UPI0003828E3A: hypothetical protein, partial|unclassified	103.8685131704
UniRef50_UPI00046E5B03: N-acetyl-gamma-glutamyl-phosphate reductase	103.8666612980
UniRef50_UPI00046E5B03: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	103.8666612980
UniRef50_Q8TX15: Arginine biosynthesis bifunctional protein ArgJ	103.4975253018
UniRef50_Q8TX15: Arginine biosynthesis bifunctional protein ArgJ|unclassified	103.4975253018
UniRef50_T1BD00: Succinyl-diaminopimelate desuccinylase (Fragment)	103.4843416624
UniRef50_T1BD00: Succinyl-diaminopimelate desuccinylase (Fragment)|unclassified	103.4843416624
UniRef50_O67100: Arginine biosynthesis bifunctional protein ArgJ	101.9037797097
UniRef50_O67100: Arginine biosynthesis bifunctional protein ArgJ|unclassified	101.9037797097
UniRef50_UPI0004166E36: hypothetical protein	101.6423090363
UniRef50_UPI0004166E36: hypothetical protein|unclassified	101.6423090363
UniRef50_I6AAN5	101.6241099007
UniRef50_I6AAN5|unclassified	101.6241099007
UniRef50_UPI0003728153: hypothetical protein	101.5286680786
UniRef50_UPI0003728153: hypothetical protein|unclassified	101.5286680786
UniRef50_Q9RTQ2: Arginine biosynthesis bifunctional protein ArgJ	101.1833625082
UniRef50_Q9RTQ2: Arginine biosynthesis bifunctional protein ArgJ|unclassified	101.1833625082
UniRef50_Q7UQZ6: Ornithine carbamoyltransferase	101.0754110367
UniRef50_Q7UQZ6: Ornithine carbamoyltransferase|unclassified	101.0754110367
UniRef50_UPI00035E0D66: hypothetical protein	100.6182734071
UniRef50_UPI00035E0D66: hypothetical protein|unclassified	100.6182734071
UniRef50_Q88X36: Arginine regulator	99.8888592162
UniRef50_Q88X36: Arginine regulator|unclassified	99.8888592162
UniRef50_UPI00046DC931: PREDICTED: acetylglutamate kinase, chloroplastic	99.8743898241
UniRef50_UPI00046DC931: PREDICTED: acetylglutamate kinase, chloroplastic|unclassified	99.8743898241
UniRef50_Q8CUN2: N-acetyl-gamma-glutamyl-phosphate reductase	99.7222528257
UniRef50_Q8CUN2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	99.7222528257
UniRef50_B1GYR2: N-acetyl-gamma-glutamyl-phosphate reductase	99.5562610984
UniRef50_B1GYR2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	99.5562610984
UniRef50_A6UW73: Argininosuccinate lyase	99.1708476668
UniRef50_A6UW73: Argininosuccinate lyase|unclassified	99.1708476668
UniRef50_B4RZS0: Succinyl-diaminopimelate desuccinylase 1	98.9406258608
UniRef50_B4RZS0: Succinyl-diaminopimelate desuccinylase 1|unclassified	98.9406258608
UniRef50_UPI00035D5E55: hypothetical protein	98.8506656808
UniRef50_UPI00035D5E55: hypothetical protein|unclassified	98.8506656808
UniRef50_UPI00036828A2: hypothetical protein	98.1801263988
UniRef50_UPI00036828A2: hypothetical protein|unclassified	98.1801263988
UniRef50_UPI0002888762: N-acetyl-gamma-glutamyl-phosphate reductase	97.2773213566
UniRef50_UPI0002888762: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	97.2773213566
UniRef50_UPI0002B43E32: PREDICTED: acetylglutamate kinase-like	97.1236653051
UniRef50_UPI0002B43E32: PREDICTED: acetylglutamate kinase-like|unclassified	97.1236653051
UniRef50_UPI00035DC10B: hypothetical protein	96.6058595575
UniRef50_UPI00035DC10B: hypothetical protein|unclassified	96.6058595575
UniRef50_UPI000319616A: hypothetical protein	96.1613481348
UniRef50_UPI000319616A: hypothetical protein|unclassified	96.1613481348
UniRef50_Q2INH7: Arginine repressor	95.9881913120
UniRef50_Q2INH7: Arginine repressor|unclassified	95.9881913120
UniRef50_A7E5P6: Arginine biosynthesis bifunctional protein ArgJ 1, mitochondrial	95.9762291713
UniRef50_A7E5P6: Arginine biosynthesis bifunctional protein ArgJ 1, mitochondrial|unclassified	95.9762291713
UniRef50_Q5SGY0: Acetylglutamate/acetylaminoadipate kinase	95.6264236758
UniRef50_Q5SGY0: Acetylglutamate/acetylaminoadipate kinase|unclassified	95.6264236758
UniRef50_O08320: Acetylglutamate kinase	95.3244638336
UniRef50_O08320: Acetylglutamate kinase|unclassified	95.3244638336
UniRef50_UPI0004738521: hypothetical protein, partial	92.6763356681
UniRef50_UPI0004738521: hypothetical protein, partial|unclassified	92.6763356681
UniRef50_B5YAL8: N-acetyl-gamma-glutamyl-phosphate reductase	92.6619796594
UniRef50_B5YAL8: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	92.6619796594
UniRef50_Q8U0B4: Acetylornithine/acetyl-lysine aminotransferase	92.1192247602
UniRef50_Q8U0B4: Acetylornithine/acetyl-lysine aminotransferase|unclassified	92.1192247602
UniRef50_Q6D6Y6: Putrescine aminotransferase	91.8892657421
UniRef50_Q6D6Y6: Putrescine aminotransferase|unclassified	91.8892657421
UniRef50_UPI0004665203: N-acetyl-gamma-glutamyl-phosphate reductase	91.8575192149
UniRef50_UPI0004665203: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	91.8575192149
UniRef50_UPI000255F033: hypothetical protein	91.5966630270
UniRef50_UPI000255F033: hypothetical protein|unclassified	91.5966630270
UniRef50_UPI0004626B2D: hypothetical protein, partial	91.4978472058
UniRef50_UPI0004626B2D: hypothetical protein, partial|unclassified	91.4978472058
UniRef50_Q97ET6: Arginine biosynthesis bifunctional protein ArgJ 2	91.3608604432
UniRef50_Q97ET6: Arginine biosynthesis bifunctional protein ArgJ 2|unclassified	91.3608604432
UniRef50_UPI0003B79942: acetylornithine aminotransferase	91.3228568555
UniRef50_UPI0003B79942: acetylornithine aminotransferase|unclassified	91.3228568555
UniRef50_UPI0003A91E99: hypothetical protein	91.1773563274
UniRef50_UPI0003A91E99: hypothetical protein|unclassified	91.1773563274
UniRef50_Q030G2: Acetylglutamate kinase	90.2138685273
UniRef50_Q030G2: Acetylglutamate kinase|unclassified	90.2138685273
UniRef50_UPI00037B9363: hypothetical protein	89.6459690781
UniRef50_UPI00037B9363: hypothetical protein|unclassified	89.6459690781
UniRef50_X1VDH5: Marine sediment metagenome DNA, contig: S12H4_S11358 (Fragment)	89.5134138382
UniRef50_X1VDH5: Marine sediment metagenome DNA, contig: S12H4_S11358 (Fragment)|unclassified	89.5134138382
UniRef50_UPI0004636255: hypothetical protein	89.1398004435
UniRef50_UPI0004636255: hypothetical protein|unclassified	89.1398004435
UniRef50_Q1RGL3: Succinyl-diaminopimelate desuccinylase	88.5139268097
UniRef50_Q1RGL3: Succinyl-diaminopimelate desuccinylase|unclassified	88.5139268097
UniRef50_R5U8F2	88.3952334491
UniRef50_R5U8F2|unclassified	88.3952334491
UniRef50_A5FQ84: Acetylglutamate kinase	87.2481927511
UniRef50_A5FQ84: Acetylglutamate kinase|unclassified	87.2481927511
UniRef50_UPI0004640F1B: acetylglutamate kinase, partial	87.0055622640
UniRef50_UPI0004640F1B: acetylglutamate kinase, partial|unclassified	87.0055622640
UniRef50_Q3SNU8	86.7023646347
UniRef50_Q3SNU8|unclassified	86.7023646347
UniRef50_UPI000368066A: hypothetical protein	86.5436772016
UniRef50_UPI000368066A: hypothetical protein|unclassified	86.5436772016
UniRef50_UPI00020DA352: acetylglutamate kinase	86.5012604009
UniRef50_UPI00020DA352: acetylglutamate kinase|unclassified	86.5012604009
UniRef50_W5X382: Argininosuccinate lyase	86.2996929024
UniRef50_W5X382: Argininosuccinate lyase|unclassified	86.2996929024
UniRef50_A8F448: N-acetyl-gamma-glutamyl-phosphate reductase	86.0615280168
UniRef50_A8F448: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	86.0615280168
UniRef50_Q7UUJ7: Arginine biosynthesis bifunctional protein ArgJ	85.2556411286
UniRef50_Q7UUJ7: Arginine biosynthesis bifunctional protein ArgJ|unclassified	85.2556411286
UniRef50_Q9YHY9: Ornithine carbamoyltransferase, mitochondrial	84.8220615265
UniRef50_Q9YHY9: Ornithine carbamoyltransferase, mitochondrial|unclassified	84.8220615265
UniRef50_Q9K8V4: Acetylglutamate kinase	84.6321900287
UniRef50_Q9K8V4: Acetylglutamate kinase|unclassified	84.6321900287
UniRef50_C5MG55: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	84.4605310527
UniRef50_C5MG55: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	84.4605310527
UniRef50_P0CZ69: Arginine regulator	84.1816975756
UniRef50_P0CZ69: Arginine regulator|unclassified	84.1816975756
UniRef50_W7W147	84.0777925290
UniRef50_W7W147|unclassified	84.0777925290
UniRef50_D2ZU28	83.9434359785
UniRef50_D2ZU28|unclassified	83.9434359785
UniRef50_UPI000472BA56: hypothetical protein, partial	83.6342359184
UniRef50_UPI000472BA56: hypothetical protein, partial|unclassified	83.6342359184
UniRef50_UPI0003623153: hypothetical protein	83.4630693220
UniRef50_UPI0003623153: hypothetical protein|unclassified	83.4630693220
UniRef50_O68873: Acetylornithine deacetylase	83.4043065738
UniRef50_O68873: Acetylornithine deacetylase|unclassified	83.4043065738
UniRef50_Q04T45: N-acetyl-gamma-glutamyl-phosphate reductase	83.1991360737
UniRef50_Q04T45: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	83.1991360737
UniRef50_B6FZQ0: Transporter gate domain protein	82.3658388891
UniRef50_B6FZQ0: Transporter gate domain protein|unclassified	82.3658388891
UniRef50_Q9CE11: Arginine repressor	82.0304750986
UniRef50_Q9CE11: Arginine repressor|unclassified	82.0304750986
UniRef50_A3QGR1: Succinyl-diaminopimelate desuccinylase 2	81.4642754160
UniRef50_A3QGR1: Succinyl-diaminopimelate desuccinylase 2|unclassified	81.4642754160
UniRef50_UPI0004251472: hypothetical protein	81.3814305860
UniRef50_UPI0004251472: hypothetical protein|unclassified	81.3814305860
UniRef50_Q981V0: Argininosuccinate lyase 2	80.7959875099
UniRef50_Q981V0: Argininosuccinate lyase 2|unclassified	80.7959875099
UniRef50_UPI000289D647: acetylglutamate kinase	80.7489387778
UniRef50_UPI000289D647: acetylglutamate kinase|unclassified	80.7489387778
UniRef50_UPI0003F4C69D: acetyltransferase	80.5262072597
UniRef50_UPI0003F4C69D: acetyltransferase|unclassified	80.5262072597
UniRef50_Q7WP51: Ornithine aminotransferase	79.6461327954
UniRef50_Q7WP51: Ornithine aminotransferase|unclassified	79.6461327954
UniRef50_A0A024J713: Similar to Saccharomyces cerevisiae YOL140W ARG8 Acetylornithine aminotransferase	79.2427122696
UniRef50_A0A024J713: Similar to Saccharomyces cerevisiae YOL140W ARG8 Acetylornithine aminotransferase|unclassified	79.2427122696
UniRef50_Q5UZ47: Argininosuccinate lyase	78.9875287855
UniRef50_Q5UZ47: Argininosuccinate lyase|unclassified	78.9875287855
UniRef50_P00480: Ornithine carbamoyltransferase, mitochondrial	77.9830978553
UniRef50_P00480: Ornithine carbamoyltransferase, mitochondrial|unclassified	77.9830978553
UniRef50_C1F4E8: Argininosuccinate lyase	77.9768187397
UniRef50_C1F4E8: Argininosuccinate lyase|unclassified	77.9768187397
UniRef50_UPI00047A6765: acetyltransferase	77.6947982831
UniRef50_UPI00047A6765: acetyltransferase|unclassified	77.6947982831
UniRef50_A8AAF8: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	76.5715514351
UniRef50_A8AAF8: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	76.5715514351
UniRef50_UPI00030EE99C: hypothetical protein	76.3953502302
UniRef50_UPI00030EE99C: hypothetical protein|unclassified	76.3953502302
UniRef50_Q9RW75: Acetylornithine/acetyl-lysine aminotransferase	75.9643273600
UniRef50_Q9RW75: Acetylornithine/acetyl-lysine aminotransferase|unclassified	75.9643273600
UniRef50_A9GQU6: Acetylglutamate kinase	75.8911015896
UniRef50_A9GQU6: Acetylglutamate kinase|unclassified	75.8911015896
UniRef50_Q6BUP9: Acetylornithine aminotransferase, mitochondrial	74.5747185901
UniRef50_Q6BUP9: Acetylornithine aminotransferase, mitochondrial|unclassified	74.5747185901
UniRef50_UPI000479ECB1: hypothetical protein	74.0858529639
UniRef50_UPI000479ECB1: hypothetical protein|unclassified	74.0858529639
UniRef50_Q9RVQ9: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	74.0237964698
UniRef50_Q9RVQ9: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	74.0237964698
UniRef50_UPI000474D731: argininosuccinate lyase, partial	73.8632508060
UniRef50_UPI000474D731: argininosuccinate lyase, partial|unclassified	73.8632508060
UniRef50_UPI0003473CE9: ornithine acetyltransferase	73.6129054948
UniRef50_UPI0003473CE9: ornithine acetyltransferase|unclassified	73.6129054948
UniRef50_Q97GH8: Acetylglutamate kinase	73.3653622652
UniRef50_Q97GH8: Acetylglutamate kinase|unclassified	73.3653622652
UniRef50_F9NM62	73.0887424135
UniRef50_F9NM62|unclassified	73.0887424135
UniRef50_Q0W0P5: Acetylglutamate kinase	72.9958987649
UniRef50_Q0W0P5: Acetylglutamate kinase|unclassified	72.9958987649
UniRef50_UPI0003619826: hypothetical protein	71.9321335177
UniRef50_UPI0003619826: hypothetical protein|unclassified	71.9321335177
UniRef50_B1MWD1: Acetylglutamate kinase	71.6065805739
UniRef50_B1MWD1: Acetylglutamate kinase|unclassified	71.6065805739
UniRef50_A5V0J4: Acetylglutamate kinase	71.4796628027
UniRef50_A5V0J4: Acetylglutamate kinase|unclassified	71.4796628027
UniRef50_Q8U705: Argininosuccinate lyase 2	70.6723397314
UniRef50_Q8U705: Argininosuccinate lyase 2|unclassified	70.6723397314
UniRef50_Q9RRP6: Acetylglutamate/acetylaminoadipate kinase	70.4864663880
UniRef50_Q9RRP6: Acetylglutamate/acetylaminoadipate kinase|unclassified	70.4864663880
UniRef50_Q7VF72: Succinyl-diaminopimelate desuccinylase	70.4700949995
UniRef50_Q7VF72: Succinyl-diaminopimelate desuccinylase|unclassified	70.4700949995
UniRef50_UPI00037E1865: acetylornithine deacetylase	70.0977548388
UniRef50_UPI00037E1865: acetylornithine deacetylase|unclassified	70.0977548388
UniRef50_UPI000289FD65: 4-aminobutyrate aminotransferase	69.5956759499
UniRef50_UPI000289FD65: 4-aminobutyrate aminotransferase|unclassified	69.5956759499
UniRef50_UPI000379FEB9: MULTISPECIES: hypothetical protein	69.4747532106
UniRef50_UPI000379FEB9: MULTISPECIES: hypothetical protein|unclassified	69.4747532106
UniRef50_UPI0003B5E89A: acetylornithine deacetylase	69.0696120102
UniRef50_UPI0003B5E89A: acetylornithine deacetylase|unclassified	69.0696120102
UniRef50_UPI0003802550: hypothetical protein	69.0567755880
UniRef50_UPI0003802550: hypothetical protein|unclassified	69.0567755880
UniRef50_Q9VW26: Ornithine aminotransferase, mitochondrial	68.4137332472
UniRef50_Q9VW26: Ornithine aminotransferase, mitochondrial|unclassified	68.4137332472
UniRef50_UPI00035FE648: hypothetical protein	67.5723784740
UniRef50_UPI00035FE648: hypothetical protein|unclassified	67.5723784740
UniRef50_UPI00047E873A: ornithine--oxo-acid aminotransferase, partial	67.0574495023
UniRef50_UPI00047E873A: ornithine--oxo-acid aminotransferase, partial|unclassified	67.0574495023
UniRef50_UPI0003B723DF: succinyl-diaminopimelate desuccinylase	67.0156331245
UniRef50_UPI0003B723DF: succinyl-diaminopimelate desuccinylase|unclassified	67.0156331245
UniRef50_UPI0004771FE3: N-acetylglutamate synthase	66.6566518348
UniRef50_UPI0004771FE3: N-acetylglutamate synthase|unclassified	66.6566518348
UniRef50_Q7UQZ8: Acetylglutamate kinase	66.6186240074
UniRef50_Q7UQZ8: Acetylglutamate kinase|unclassified	66.6186240074
UniRef50_UPI0003615739: hypothetical protein	66.2082557465
UniRef50_UPI0003615739: hypothetical protein|unclassified	66.2082557465
UniRef50_W5XCI5: N-acetyl-gamma-glutamyl-phosphate reductase	66.1214770265
UniRef50_W5XCI5: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	66.1214770265
UniRef50_UPI00047AC99A: succinyl-diaminopimelate desuccinylase	66.0655997847
UniRef50_UPI00047AC99A: succinyl-diaminopimelate desuccinylase|unclassified	66.0655997847
UniRef50_W1UX23: N-acetyl-gamma-glutamyl-phosphate reductase (Fragment)	64.7467096637
