# Gene Family	SampleCysteine_Biosynthesis_Abundance-RPKs
UniRef50_UPI000366E609: hypothetical protein|unclassified	6.2242808978
UniRef50_UPI00026CAB3B: serine acetyltransferase	6.2055846246
UniRef50_UPI00026CAB3B: serine acetyltransferase|unclassified	6.2055846246
UniRef50_UPI0003620071: hypothetical protein	6.2042622881
UniRef50_UPI0003620071: hypothetical protein|unclassified	6.2042622881
UniRef50_UPI0003805241: hypothetical protein	6.1969508935
UniRef50_UPI0003805241: hypothetical protein|unclassified	6.1969508935
UniRef50_UPI0003728CBA: hypothetical protein, partial	6.1790401379
UniRef50_UPI0003728CBA: hypothetical protein, partial|unclassified	6.1790401379
UniRef50_B5VXY6	6.1647509654
UniRef50_B5VXY6|unclassified	6.1647509654
UniRef50_Q3JSR5	6.1566802531
UniRef50_Q3JSR5|unclassified	6.1566802531
UniRef50_W0CM28: Cysteine synthase	6.1341052785
UniRef50_W0CM28: Cysteine synthase|unclassified	6.1341052785
UniRef50_B1VPT9	6.1162849084
UniRef50_B1VPT9|unclassified	6.1162849084
UniRef50_UPI000289988C: serine O-acetyltransferase	6.0788031202
UniRef50_UPI000289988C: serine O-acetyltransferase|unclassified	6.0788031202
UniRef50_B9JQJ8: Cysteine synthase	6.0712712440
UniRef50_B9JQJ8: Cysteine synthase|unclassified	6.0712712440
UniRef50_O83658: Spermidine/putrescine import ATP-binding protein PotA	6.0176864681
UniRef50_O83658: Spermidine/putrescine import ATP-binding protein PotA|unclassified	6.0176864681
UniRef50_UPI00036D7686: hypothetical protein	5.9962307439
UniRef50_UPI00036D7686: hypothetical protein|unclassified	5.9962307439
UniRef50_R9NKM8: Cysteine synthase/cystathionine beta-synthase	5.9635571977
UniRef50_R9NKM8: Cysteine synthase/cystathionine beta-synthase|unclassified	5.9635571977
UniRef50_UPI0004669E93: hypothetical protein, partial	5.9086799271
UniRef50_UPI0004669E93: hypothetical protein, partial|unclassified	5.9086799271
UniRef50_P55604	5.9045428838
UniRef50_P55604|unclassified	5.9045428838
UniRef50_L7KET6: Putative transporter	5.8268752660
UniRef50_L7KET6: Putative transporter|unclassified	5.8268752660
UniRef50_UPI00035F8340: hypothetical protein	5.8236259249
UniRef50_UPI00035F8340: hypothetical protein|unclassified	5.8236259249
UniRef50_A3UK92: OpuCA	5.8171578113
UniRef50_A3UK92: OpuCA|unclassified	5.8171578113
UniRef50_B3T3A5: Putative Pyridoxal-phosphate dependent enzyme	5.8094214316
UniRef50_B3T3A5: Putative Pyridoxal-phosphate dependent enzyme|unclassified	5.8094214316
UniRef50_UPI0003188BD8: cysteine synthase	5.7971650580
UniRef50_UPI0003188BD8: cysteine synthase|unclassified	5.7971650580
UniRef50_UPI000383B298: PREDICTED: cystathionine gamma-lyase	5.7908461599
UniRef50_UPI000383B298: PREDICTED: cystathionine gamma-lyase|unclassified	5.7908461599
UniRef50_UPI00047BD1F1: methionine gamma-lyase	5.7753041979
UniRef50_UPI00047BD1F1: methionine gamma-lyase|unclassified	5.7753041979
UniRef50_M6T500: Sulfate transporter N-terminal domain protein	5.7458002463
UniRef50_M6T500: Sulfate transporter N-terminal domain protein|unclassified	5.7458002463
UniRef50_Q60AI1: Spermidine/putrescine import ATP-binding protein PotA	5.7323907586
UniRef50_Q60AI1: Spermidine/putrescine import ATP-binding protein PotA|unclassified	5.7323907586
UniRef50_UPI000428A00C: spermidine/putrescine ABC transporter ATP-binding protein	5.7132669814
UniRef50_UPI000428A00C: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	5.7132669814
UniRef50_D5UBR1: Peptidase S1 and S6 chymotrypsin/Hap	5.6930280655
UniRef50_D5UBR1: Peptidase S1 and S6 chymotrypsin/Hap|unclassified	5.6930280655
UniRef50_UPI00035F3E55: hypothetical protein, partial	5.6841038158
UniRef50_UPI00035F3E55: hypothetical protein, partial|unclassified	5.6841038158
UniRef50_UPI0003F0E9AE: PREDICTED: cystathionine gamma-lyase-like	5.6186093619
UniRef50_UPI0003F0E9AE: PREDICTED: cystathionine gamma-lyase-like|unclassified	5.6186093619
UniRef50_R6EQA5: Cysteine synthase	5.6106250097
UniRef50_R6EQA5: Cysteine synthase|unclassified	5.6106250097
UniRef50_UPI000370F9A0: hypothetical protein	5.5822634526
UniRef50_UPI000370F9A0: hypothetical protein|unclassified	5.5822634526
UniRef50_K1ZI92	5.5814155011
UniRef50_K1ZI92|unclassified	5.5814155011
UniRef50_T0BL71	5.5247985582
UniRef50_T0BL71|unclassified	5.5247985582
UniRef50_UPI0004007557: sugar ABC transporter ATPase	5.4295025840
UniRef50_UPI0004007557: sugar ABC transporter ATPase|unclassified	5.4295025840
UniRef50_A0A015LFH0: Putative cysteine synthase	5.4187475090
UniRef50_A0A015LFH0: Putative cysteine synthase|unclassified	5.4187475090
UniRef50_P00935: Cystathionine gamma-synthase	5.3687497893
UniRef50_P00935: Cystathionine gamma-synthase|unclassified	5.3687497893
UniRef50_UPI000470534B: hypothetical protein, partial	5.3600689925
UniRef50_UPI000470534B: hypothetical protein, partial|unclassified	5.3600689925
UniRef50_K0K687: Pyridoxal-5'-phosphate-dependent protein, beta subunit	5.3275278144
UniRef50_K0K687: Pyridoxal-5'-phosphate-dependent protein, beta subunit|unclassified	5.3275278144
UniRef50_X1JND7: Marine sediment metagenome DNA, contig: S06H3_C01442	5.3047462798
UniRef50_X1JND7: Marine sediment metagenome DNA, contig: S06H3_C01442|unclassified	5.3047462798
UniRef50_UPI00045EA6A0: hypothetical protein	5.2665538591
UniRef50_UPI00045EA6A0: hypothetical protein|unclassified	5.2665538591
UniRef50_UPI00037464A1: hypothetical protein	5.2114934782
UniRef50_UPI00037464A1: hypothetical protein|unclassified	5.2114934782
UniRef50_UPI00046423BB: MULTISPECIES: hypothetical protein	5.1873241193
UniRef50_UPI00046423BB: MULTISPECIES: hypothetical protein|unclassified	5.1873241193
UniRef50_UPI0002B44BC5: PREDICTED: cystathionine gamma-lyase-like	5.1599397648
UniRef50_UPI0002B44BC5: PREDICTED: cystathionine gamma-lyase-like|unclassified	5.1599397648
UniRef50_UPI0003671921: hypothetical protein	5.1597526337
UniRef50_UPI0003671921: hypothetical protein|unclassified	5.1597526337
UniRef50_UPI00031163D2: ABC transporter	5.1100943404
UniRef50_UPI00031163D2: ABC transporter|unclassified	5.1100943404
UniRef50_UPI00034F2ABB: PREDICTED: cystathionine gamma-lyase isoform X3	5.0889286924
UniRef50_UPI00034F2ABB: PREDICTED: cystathionine gamma-lyase isoform X3|unclassified	5.0889286924
UniRef50_X1QRQ3: Marine sediment metagenome DNA, contig: S06H3_S28554 (Fragment)	5.0845458253
UniRef50_X1QRQ3: Marine sediment metagenome DNA, contig: S06H3_S28554 (Fragment)|unclassified	5.0845458253
UniRef50_X1BUZ0: Marine sediment metagenome DNA, contig: S01H4_S11474	5.0780386582
UniRef50_X1BUZ0: Marine sediment metagenome DNA, contig: S01H4_S11474|unclassified	5.0780386582
UniRef50_UPI0004708470: hypothetical protein	5.0676284239
UniRef50_UPI0004708470: hypothetical protein|unclassified	5.0676284239
UniRef50_T1CL22: Cystathionine beta-synthase (Fragment)	5.0633404171
UniRef50_T1CL22: Cystathionine beta-synthase (Fragment)|unclassified	5.0633404171
UniRef50_UPI00046BF056: PREDICTED: cystathionine gamma-lyase isoform X1	5.0110711544
UniRef50_UPI00046BF056: PREDICTED: cystathionine gamma-lyase isoform X1|unclassified	5.0110711544
UniRef50_UPI000370FC50: hypothetical protein	5.0044588378
UniRef50_UPI000370FC50: hypothetical protein|unclassified	5.0044588378
UniRef50_T1CH75: Cysteine synthase A	5.0044341215
UniRef50_T1CH75: Cysteine synthase A|unclassified	5.0044341215
UniRef50_F9FIU9	5.0026575615
UniRef50_F9FIU9|unclassified	5.0026575615
UniRef50_UPI0003169EC4: hypothetical protein	4.9903524708
UniRef50_UPI0003169EC4: hypothetical protein|unclassified	4.9903524708
UniRef50_UPI0003A475C7: hypothetical protein	4.9562456019
UniRef50_UPI0003A475C7: hypothetical protein|unclassified	4.9562456019
UniRef50_W7X1S0	4.9019607843
UniRef50_W7X1S0|unclassified	4.9019607843
UniRef50_Q5EDM9: Putative sulfate transporter (Fragment)	4.8797552704
UniRef50_Q5EDM9: Putative sulfate transporter (Fragment)|unclassified	4.8797552704
UniRef50_UPI000302E4C8: hypothetical protein	4.8780487805
UniRef50_UPI000302E4C8: hypothetical protein|unclassified	4.8780487805
UniRef50_Q89B11: Serine acetyltransferase	4.8092297215
UniRef50_Q89B11: Serine acetyltransferase|unclassified	4.8092297215
UniRef50_P0A9P5: Thioredoxin reductase	4.7817076074
UniRef50_P0A9P5: Thioredoxin reductase|unclassified	4.7817076074
UniRef50_UPI0002F8AC80: hypothetical protein	4.7815999431
UniRef50_UPI0002F8AC80: hypothetical protein|unclassified	4.7815999431
UniRef50_L8M128	4.7812369501
UniRef50_L8M128|unclassified	4.7812369501
UniRef50_UPI00046575D4: hypothetical protein	4.7709088106
UniRef50_UPI00046575D4: hypothetical protein|unclassified	4.7709088106
UniRef50_H0J1F7: CysZ protein	4.7509352283
UniRef50_H0J1F7: CysZ protein|unclassified	4.7509352283
UniRef50_UPI000369DDD3: hypothetical protein, partial	4.7403173247
UniRef50_UPI000369DDD3: hypothetical protein, partial|unclassified	4.7403173247
UniRef50_UPI0002630D1F: serine acetyltransferase	4.7312624700
UniRef50_UPI0002630D1F: serine acetyltransferase|unclassified	4.7312624700
UniRef50_UPI0003731FD9: response regulator	4.6669034652
UniRef50_UPI0003731FD9: response regulator|unclassified	4.6669034652
UniRef50_UPI00035EE10B: MULTISPECIES: hypothetical protein	4.6382836851
UniRef50_UPI00035EE10B: MULTISPECIES: hypothetical protein|unclassified	4.6382836851
UniRef50_E1IH66	4.6084139066
UniRef50_E1IH66|unclassified	4.6084139066
UniRef50_UPI00016A9EFB: inorganic anion transporter, sulfate permease (SulP) family protein, partial	4.5859380181
UniRef50_UPI00016A9EFB: inorganic anion transporter, sulfate permease (SulP) family protein, partial|unclassified	4.5859380181
UniRef50_E8UXQ5: Pyridoxal-5'-phosphate-dependent protein beta subunit	4.5687604779
UniRef50_E8UXQ5: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	4.5687604779
UniRef50_UPI000273F963: PREDICTED: cystathionine gamma-lyase-like	4.5545930410
UniRef50_UPI000273F963: PREDICTED: cystathionine gamma-lyase-like|unclassified	4.5545930410
UniRef50_UPI00035C6EC8: hypothetical protein	4.4659465157
UniRef50_UPI00035C6EC8: hypothetical protein|unclassified	4.4659465157
UniRef50_X1P796: Marine sediment metagenome DNA, contig: S06H3_S03217 (Fragment)	4.4502213737
UniRef50_X1P796: Marine sediment metagenome DNA, contig: S06H3_S03217 (Fragment)|unclassified	4.4502213737
UniRef50_UPI0003EBCEBD: PREDICTED: sodium-independent sulfate anion transporter-like	4.3859649123
UniRef50_UPI0003EBCEBD: PREDICTED: sodium-independent sulfate anion transporter-like|unclassified	4.3859649123
UniRef50_D1PXH8	4.3837944087
UniRef50_D1PXH8|unclassified	4.3837944087
UniRef50_Q6YPR6: Spermidine/putrescine import ATP-binding protein PotA	4.3747859387
UniRef50_Q6YPR6: Spermidine/putrescine import ATP-binding protein PotA|unclassified	4.3747859387
UniRef50_O29953: Probable adenylyl-sulfate kinase	4.3607183997
UniRef50_O29953: Probable adenylyl-sulfate kinase|unclassified	4.3607183997
UniRef50_UPI00035D07EB: hypothetical protein	4.3261022395
UniRef50_UPI00035D07EB: hypothetical protein|unclassified	4.3261022395
UniRef50_UPI000418D073: hypothetical protein	4.3136488755
UniRef50_UPI000418D073: hypothetical protein|unclassified	4.3136488755
UniRef50_F9SJR5: Putative sulfate permease (Fragment)	4.2685593510
UniRef50_F9SJR5: Putative sulfate permease (Fragment)|unclassified	4.2685593510
UniRef50_X8D6Q7: Small basic domain protein	4.2553191489
UniRef50_X8D6Q7: Small basic domain protein|unclassified	4.2553191489
UniRef50_UPI000219735F: ABC transporter	4.2099790280
UniRef50_UPI000219735F: ABC transporter|unclassified	4.2099790280
UniRef50_UPI000374A1F2: hypothetical protein	4.1929818909
UniRef50_UPI000374A1F2: hypothetical protein|unclassified	4.1929818909
UniRef50_UPI00036644EB: hypothetical protein	4.1753092922
UniRef50_UPI00036644EB: hypothetical protein|unclassified	4.1753092922
UniRef50_K9YQ10	4.1590405996
UniRef50_K9YQ10|unclassified	4.1590405996
UniRef50_UPI00024907AC: sugar ABC transporterATPase	4.1540769007
UniRef50_UPI00024907AC: sugar ABC transporterATPase|unclassified	4.1540769007
UniRef50_U1NXV0: Cysteine synthase	4.1436935001
UniRef50_U1NXV0: Cysteine synthase|unclassified	4.1436935001
UniRef50_X1JW62: Marine sediment metagenome DNA, contig: S06H3_C00480 (Fragment)	4.1388161108
UniRef50_X1JW62: Marine sediment metagenome DNA, contig: S06H3_C00480 (Fragment)|unclassified	4.1388161108
UniRef50_UPI0002883631: spermidine/putrescine ABC transporter ATP-binding protein	4.1213417407
UniRef50_UPI0002883631: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	4.1213417407
UniRef50_UPI00036623DC: hypothetical protein	4.1028707457
UniRef50_UPI00036623DC: hypothetical protein|unclassified	4.1028707457
UniRef50_X1IYD2: Marine sediment metagenome DNA, contig: S03H2_S12040 (Fragment)	4.0783448927
UniRef50_X1IYD2: Marine sediment metagenome DNA, contig: S03H2_S12040 (Fragment)|unclassified	4.0783448927
UniRef50_UPI000362A5BB: hypothetical protein	4.0178160321
UniRef50_UPI000362A5BB: hypothetical protein|unclassified	4.0178160321
UniRef50_K9YWV6	4.0048583549
UniRef50_K9YWV6|unclassified	4.0048583549
UniRef50_K1WNP7	3.9591064908
UniRef50_K1WNP7|unclassified	3.9591064908
UniRef50_Q0RAT5: Spermidine/putrescine import ATP-binding protein PotA	3.9559599309
UniRef50_Q0RAT5: Spermidine/putrescine import ATP-binding protein PotA|unclassified	3.9559599309
UniRef50_K1XC25	3.9516127323
UniRef50_K1XC25|unclassified	3.9516127323
UniRef50_Q2SNV9	3.9451925995
UniRef50_Q2SNV9|unclassified	3.9451925995
UniRef50_B2FI87	3.9366096175
UniRef50_B2FI87|unclassified	3.9366096175
UniRef50_Q6D2F6: Fe(3+) ions import ATP-binding protein FbpC 2	3.8817401317
UniRef50_Q6D2F6: Fe(3+) ions import ATP-binding protein FbpC 2|unclassified	3.8817401317
UniRef50_UPI00040D12A3: ABC transporter permease	3.8681779832
UniRef50_UPI00040D12A3: ABC transporter permease|unclassified	3.8681779832
UniRef50_N2M7B7: Pyridoxal-phosphate dependent enzyme family protein	3.8598051305
UniRef50_N2M7B7: Pyridoxal-phosphate dependent enzyme family protein|unclassified	3.8598051305
UniRef50_UPI0003680D68: hypothetical protein	3.8576862884
UniRef50_UPI0003680D68: hypothetical protein|unclassified	3.8576862884
UniRef50_UPI00034C1DA4: hypothetical protein	3.8314176245
UniRef50_UPI00034C1DA4: hypothetical protein|unclassified	3.8314176245
UniRef50_X0T1L3: Marine sediment metagenome DNA, contig: S01H1_L11999 (Fragment)	3.8275651165
UniRef50_X0T1L3: Marine sediment metagenome DNA, contig: S01H1_L11999 (Fragment)|unclassified	3.8275651165
UniRef50_R1E275	3.8185534744
UniRef50_R1E275|unclassified	3.8185534744
UniRef50_I1XJZ9: Sulfate transporter, CysZ-type	3.8146683232
UniRef50_I1XJZ9: Sulfate transporter, CysZ-type|unclassified	3.8146683232
UniRef50_UPI00041880EE: ABC transporter ATP-binding protein	3.8078648644
UniRef50_UPI00041880EE: ABC transporter ATP-binding protein|unclassified	3.8078648644
UniRef50_UPI000349D1AA: nitrate ABC transporter ATPase	3.7970129791
UniRef50_UPI000349D1AA: nitrate ABC transporter ATPase|unclassified	3.7970129791
UniRef50_UPI000367EDA5: hypothetical protein	3.7652128332
UniRef50_UPI000367EDA5: hypothetical protein|unclassified	3.7652128332
UniRef50_UPI00034DB078: hypothetical protein	3.7286615844
UniRef50_UPI00034DB078: hypothetical protein|unclassified	3.7286615844
UniRef50_UPI00031C6ED4: hypothetical protein	3.7163537582
UniRef50_UPI00031C6ED4: hypothetical protein|unclassified	3.7163537582
UniRef50_C3XGP6	3.7117984536
UniRef50_C3XGP6|unclassified	3.7117984536
UniRef50_UPI0003F61E06: ABC transporter ATP-binding protein	3.7111529912
UniRef50_UPI0003F61E06: ABC transporter ATP-binding protein|unclassified	3.7111529912
UniRef50_UPI0003B6CB71: sulfonate ABC transporter ATP-binding protein	3.7044806049
UniRef50_UPI0003B6CB71: sulfonate ABC transporter ATP-binding protein|unclassified	3.7044806049
UniRef50_UPI00034746B0: hypothetical protein	3.6847492169
UniRef50_UPI00034746B0: hypothetical protein|unclassified	3.6847492169
UniRef50_V4ZXR8	3.6725635392
UniRef50_V4ZXR8|unclassified	3.6725635392
UniRef50_UPI000479DC3A: hypothetical protein	3.6683566470
UniRef50_UPI000479DC3A: hypothetical protein|unclassified	3.6683566470
UniRef50_UPI0003B3E108: adenylylsulfate kinase	3.6372295520
UniRef50_UPI0003B3E108: adenylylsulfate kinase|unclassified	3.6372295520
UniRef50_D8HX18: Cysteine synthase	3.6356870904
UniRef50_D8HX18: Cysteine synthase|unclassified	3.6356870904
UniRef50_UPI000360050D: MULTISPECIES: hypothetical protein	3.6278642426
UniRef50_UPI000360050D: MULTISPECIES: hypothetical protein|unclassified	3.6278642426
UniRef50_X1KL92: Marine sediment metagenome DNA, contig: S03H2_S32680 (Fragment)	3.5925774710
UniRef50_X1KL92: Marine sediment metagenome DNA, contig: S03H2_S32680 (Fragment)|unclassified	3.5925774710
UniRef50_UPI000262A701: cysteine synthase	3.5856001714
UniRef50_UPI000262A701: cysteine synthase|unclassified	3.5856001714
UniRef50_UPI000473497F: hypothetical protein	3.5850421217
UniRef50_UPI000473497F: hypothetical protein|unclassified	3.5850421217
UniRef50_I3D8G1: Pyridoxal-phosphate dependent domain protein	3.5421972653
UniRef50_I3D8G1: Pyridoxal-phosphate dependent domain protein|unclassified	3.5421972653
UniRef50_UPI00047569BC: hypothetical protein, partial	3.5416668235
UniRef50_UPI00047569BC: hypothetical protein, partial|unclassified	3.5416668235
UniRef50_Q2K6L3: sn-glycerol-3-phosphate import ATP-binding protein UgpC 1	3.5376728349
UniRef50_Q2K6L3: sn-glycerol-3-phosphate import ATP-binding protein UgpC 1|unclassified	3.5376728349
UniRef50_UPI0004643AB7: hypothetical protein	3.5335689046
UniRef50_UPI0004643AB7: hypothetical protein|unclassified	3.5335689046
UniRef50_W4TE04: Cysteine synthase	3.5334636362
UniRef50_W4TE04: Cysteine synthase|unclassified	3.5334636362
UniRef50_N6UYQ4	3.4722222222
UniRef50_N6UYQ4|unclassified	3.4722222222
UniRef50_UPI0003594619: PREDICTED: cystathionine gamma-lyase-like	3.4172405289
UniRef50_UPI0003594619: PREDICTED: cystathionine gamma-lyase-like|unclassified	3.4172405289
UniRef50_X1K1U6: Marine sediment metagenome DNA, contig: S03H2_S27275 (Fragment)	3.4149894928
UniRef50_X1K1U6: Marine sediment metagenome DNA, contig: S03H2_S27275 (Fragment)|unclassified	3.4149894928
UniRef50_H0PTW0: Cysteine synthase B	3.4076474174
UniRef50_H0PTW0: Cysteine synthase B|unclassified	3.4076474174
UniRef50_X1UTC5: Marine sediment metagenome DNA, contig: S12H4_S25089 (Fragment)	3.4067161337
UniRef50_X1UTC5: Marine sediment metagenome DNA, contig: S12H4_S25089 (Fragment)|unclassified	3.4067161337
UniRef50_U5T640	3.4013605442
UniRef50_U5T640|unclassified	3.4013605442
UniRef50_UPI0003FBEF0D: hypothetical protein	3.3365170727
UniRef50_UPI0003FBEF0D: hypothetical protein|unclassified	3.3365170727
UniRef50_B7GUC5: Cystathionine beta-synthase	3.2875364908
UniRef50_B7GUC5: Cystathionine beta-synthase|unclassified	3.2875364908
UniRef50_X0X8Y7: Marine sediment metagenome DNA, contig: S01H1_S25425 (Fragment)	3.2737776741
UniRef50_X0X8Y7: Marine sediment metagenome DNA, contig: S01H1_S25425 (Fragment)|unclassified	3.2737776741
UniRef50_A1AZS2	3.2362459547
UniRef50_A1AZS2|unclassified	3.2362459547
UniRef50_T1B934: Cystathionine beta-synthase (Fragment)	3.2336071588
UniRef50_T1B934: Cystathionine beta-synthase (Fragment)|unclassified	3.2336071588
UniRef50_I6JQ26: Cysteine synthase/cystathionine beta-synthase family protein	3.2270003613
UniRef50_I6JQ26: Cysteine synthase/cystathionine beta-synthase family protein|unclassified	3.2270003613
UniRef50_I4F7X8: Genome sequencing data, contig C301	3.2071769939
UniRef50_I4F7X8: Genome sequencing data, contig C301|unclassified	3.2071769939
UniRef50_UPI00026C6FED: ABC transporter ATP-binding protein	3.2047959916
UniRef50_UPI00026C6FED: ABC transporter ATP-binding protein|unclassified	3.2047959916
UniRef50_L7LBB9: Putative sulfate transporter	3.1891430992
UniRef50_L7LBB9: Putative sulfate transporter|unclassified	3.1891430992
UniRef50_B0TBV2: Cysteine synthase	3.1788903547
UniRef50_B0TBV2: Cysteine synthase|unclassified	3.1788903547
UniRef50_C0EJC0	3.1556793409
UniRef50_C0EJC0|unclassified	3.1556793409
UniRef50_R2RUZ1	3.1523724543
UniRef50_R2RUZ1|unclassified	3.1523724543
UniRef50_D4TD01	3.1426108143
UniRef50_D4TD01|unclassified	3.1426108143
UniRef50_X1MQX5: Marine sediment metagenome DNA, contig: S06H3_S02657 (Fragment)	3.1063706727
UniRef50_X1MQX5: Marine sediment metagenome DNA, contig: S06H3_S02657 (Fragment)|unclassified	3.1063706727
UniRef50_I4YTW6: Putative iron-regulated membrane protein	3.0969828281
UniRef50_I4YTW6: Putative iron-regulated membrane protein|unclassified	3.0969828281
UniRef50_X1HXR2: Marine sediment metagenome DNA, contig: S03H2_S16292 (Fragment)	3.0960034893
UniRef50_X1HXR2: Marine sediment metagenome DNA, contig: S03H2_S16292 (Fragment)|unclassified	3.0960034893
UniRef50_T0TDY4: Sulfate permease	3.0873901307
UniRef50_T0TDY4: Sulfate permease|unclassified	3.0873901307
UniRef50_V5DJ06	3.0780058265
UniRef50_V5DJ06|unclassified	3.0780058265
UniRef50_UPI00047A93E4: spermidine/putrescine ABC transporter ATP-binding protein	3.0757088726
UniRef50_UPI00047A93E4: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	3.0757088726
UniRef50_UPI0003662CCA: hypothetical protein	3.0677512624
UniRef50_UPI0003662CCA: hypothetical protein|unclassified	3.0677512624
UniRef50_R1C5J0	3.0530210970
UniRef50_R1C5J0|unclassified	3.0530210970
UniRef50_W4LI50	3.0344463612
UniRef50_W4LI50|unclassified	3.0344463612
UniRef50_X1PMA0: Marine sediment metagenome DNA, contig: S06H3_S18460	3.0301612855
UniRef50_X1PMA0: Marine sediment metagenome DNA, contig: S06H3_S18460|unclassified	3.0301612855
UniRef50_Q5ZWE4: Spermidine/putrescine import ATP-binding protein PotA	3.0280924055
UniRef50_Q5ZWE4: Spermidine/putrescine import ATP-binding protein PotA|unclassified	3.0280924055
UniRef50_UPI000479119C: phosphate ABC transporter substrate-binding protein	2.9763326839
UniRef50_UPI000479119C: phosphate ABC transporter substrate-binding protein|unclassified	2.9763326839
UniRef50_UPI00046F2CA2: hypothetical protein	2.9752793624
UniRef50_UPI00046F2CA2: hypothetical protein|unclassified	2.9752793624
UniRef50_UPI000174692C: spermidine/putrescine ABC transporter ATP-binding protein	2.9625547533
UniRef50_UPI000174692C: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	2.9625547533
UniRef50_X0VZ85: Marine sediment metagenome DNA, contig: S01H1_S14775 (Fragment)	2.9621868620
UniRef50_X0VZ85: Marine sediment metagenome DNA, contig: S01H1_S14775 (Fragment)|unclassified	2.9621868620
UniRef50_UPI0003787A56: hypothetical protein	2.9355218161
UniRef50_UPI0003787A56: hypothetical protein|unclassified	2.9355218161
UniRef50_X8D815: Cysteine synthase CysK domain protein	2.9330615447
UniRef50_X8D815: Cysteine synthase CysK domain protein|unclassified	2.9330615447
UniRef50_UPI00029B2858: pyridoxal-5''''-phosphate-dependent protein subunit beta, partial	2.8869304765
UniRef50_UPI00029B2858: pyridoxal-5''''-phosphate-dependent protein subunit beta, partial|unclassified	2.8869304765
UniRef50_UPI0003F498FF: hypothetical protein TREMEDRAFT_15985, partial	2.8550314905
UniRef50_UPI0003F498FF: hypothetical protein TREMEDRAFT_15985, partial|unclassified	2.8550314905
UniRef50_X1QDU1: Marine sediment metagenome DNA, contig: S06H3_S21447 (Fragment)	2.8163066090
UniRef50_X1QDU1: Marine sediment metagenome DNA, contig: S06H3_S21447 (Fragment)|unclassified	2.8163066090
UniRef50_G5L8E9: Putative sulfate permease (Fragment)	2.8158099007
UniRef50_G5L8E9: Putative sulfate permease (Fragment)|unclassified	2.8158099007
UniRef50_UPI0004757F2C: hypothetical protein	2.8115253612
UniRef50_UPI0004757F2C: hypothetical protein|unclassified	2.8115253612
UniRef50_D5PDW1	2.8072165980
UniRef50_D5PDW1|unclassified	2.8072165980
UniRef50_X1D5H9: Marine sediment metagenome DNA, contig: S01H4_S04993 (Fragment)	2.8014795198
UniRef50_X1D5H9: Marine sediment metagenome DNA, contig: S01H4_S04993 (Fragment)|unclassified	2.8014795198
UniRef50_UPI000377FA81: hypothetical protein	2.7976868843
UniRef50_UPI000377FA81: hypothetical protein|unclassified	2.7976868843
UniRef50_UPI000382AE01: hypothetical protein	2.7636883530
UniRef50_UPI000382AE01: hypothetical protein|unclassified	2.7636883530
UniRef50_D5U752: Pyridoxal-5'-phosphate-dependent protein beta subunit	2.7448783353
UniRef50_D5U752: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	2.7448783353
UniRef50_K1ZNA8	2.7278910266
UniRef50_K1ZNA8|unclassified	2.7278910266
UniRef50_M1X4Q5: Sulfate permease family protein	2.7029835925
UniRef50_M1X4Q5: Sulfate permease family protein|unclassified	2.7029835925
UniRef50_UPI00046430E5: ABC transporter ATP-binding protein	2.6975974720
UniRef50_UPI00046430E5: ABC transporter ATP-binding protein|unclassified	2.6975974720
UniRef50_I0WLQ0: Cystathionine beta-synthase	2.6560483312
UniRef50_I0WLQ0: Cystathionine beta-synthase|unclassified	2.6560483312
UniRef50_UPI0003655A73: hypothetical protein	2.6413937985
UniRef50_UPI0003655A73: hypothetical protein|unclassified	2.6413937985
UniRef50_UPI0003640D59: hypothetical protein	2.6345287501
UniRef50_UPI0003640D59: hypothetical protein|unclassified	2.6345287501
UniRef50_UPI00038234FA: hypothetical protein	2.6222834362
UniRef50_UPI00038234FA: hypothetical protein|unclassified	2.6222834362
UniRef50_UPI0004709F4B: hypothetical protein	2.6174235845
UniRef50_UPI0004709F4B: hypothetical protein|unclassified	2.6174235845
UniRef50_X1JA43: Marine sediment metagenome DNA, contig: S06H3_C02302	2.6062658633
UniRef50_X1JA43: Marine sediment metagenome DNA, contig: S06H3_C02302|unclassified	2.6062658633
UniRef50_P53780: Cystathionine beta-lyase, chloroplastic	2.5763554270
UniRef50_P53780: Cystathionine beta-lyase, chloroplastic|unclassified	2.5763554270
UniRef50_UPI000373B788: hypothetical protein	2.5469307926
UniRef50_UPI000373B788: hypothetical protein|unclassified	2.5469307926
UniRef50_UPI000382DD62: hypothetical protein	2.5201875183
UniRef50_UPI000382DD62: hypothetical protein|unclassified	2.5201875183
UniRef50_W6LXE6	2.4916785971
UniRef50_W6LXE6|unclassified	2.4916785971
UniRef50_UPI0003668F32: hypothetical protein	2.4865301800
UniRef50_UPI0003668F32: hypothetical protein|unclassified	2.4865301800
UniRef50_X1BUQ4: Marine sediment metagenome DNA, contig: S01H4_S06186 (Fragment)	2.4568345398
UniRef50_X1BUQ4: Marine sediment metagenome DNA, contig: S01H4_S06186 (Fragment)|unclassified	2.4568345398
