# Gene Family	SampleCysteine_Biosynthesis_Abundance-CPM
UniRef50_S7HM18: Cysteine synthase|unclassified	105.441
UniRef50_UPI0003B37862: spermidine/putrescine ABC transporter ATP-binding protein	105.276
UniRef50_UPI0003B37862: spermidine/putrescine ABC transporter ATP-binding protein|unclassified	105.276
UniRef50_UPI00037EBA12: hypothetical protein, partial	104.493
UniRef50_UPI00037EBA12: hypothetical protein, partial|unclassified	104.493
UniRef50_UPI0004692399: spermidine/putrescine ABC transporter ATPase	104.404
UniRef50_UPI0004692399: spermidine/putrescine ABC transporter ATPase|unclassified	104.404
UniRef50_UPI000363D820: hypothetical protein, partial	103.545
UniRef50_UPI000363D820: hypothetical protein, partial|unclassified	103.545
UniRef50_C9N172	103.21
UniRef50_C9N172|unclassified	103.21
UniRef50_Q59829: Putative cystathionine gamma-lyase	102.714
UniRef50_Q59829: Putative cystathionine gamma-lyase|unclassified	102.714
UniRef50_UPI0003B74E71: sulfur deprivation response regulator	102.414
UniRef50_UPI0003B74E71: sulfur deprivation response regulator|unclassified	102.414
UniRef50_B2S8M5: Cysteine synthase A	102.07
UniRef50_B2S8M5: Cysteine synthase A|unclassified	102.07
UniRef50_E3IZ54: ATP-sulfurylase	102.014
UniRef50_E3IZ54: ATP-sulfurylase|unclassified	102.014
UniRef50_UPI0004754826: hypothetical protein	101.916
UniRef50_UPI0004754826: hypothetical protein|unclassified	101.916
UniRef50_UPI0004674A11: hypothetical protein, partial	100.059
UniRef50_UPI0004674A11: hypothetical protein, partial|unclassified	100.059
UniRef50_T0ND38	99.4244
UniRef50_T0ND38|unclassified	99.4244
UniRef50_X7ZG37: Putative transporter domain protein	99.4151
UniRef50_X7ZG37: Putative transporter domain protein|unclassified	99.4151
UniRef50_V6L5V1	98.701
UniRef50_V6L5V1|unclassified	98.701
UniRef50_A5UX18	97.5566
UniRef50_A5UX18|unclassified	97.5566
UniRef50_X1DXQ6: Marine sediment metagenome DNA, contig: S01H4_S24942 (Fragment)	96.6059
UniRef50_X1DXQ6: Marine sediment metagenome DNA, contig: S01H4_S24942 (Fragment)|unclassified	96.6059
UniRef50_UPI000477A56D: hypothetical protein	95.8407
UniRef50_UPI000477A56D: hypothetical protein|unclassified	95.8407
UniRef50_UPI000473C65A: phosphoadenosine phosphosulfate reductase, partial	95.6066
UniRef50_UPI000473C65A: phosphoadenosine phosphosulfate reductase, partial|unclassified	95.6066
UniRef50_D5C138	95.4354
UniRef50_D5C138|unclassified	95.4354
UniRef50_X1N366: Marine sediment metagenome DNA, contig: S06H3_S13015 (Fragment)	95.4215
UniRef50_X1N366: Marine sediment metagenome DNA, contig: S06H3_S13015 (Fragment)|unclassified	95.4215
UniRef50_UPI00037A56E2: hypothetical protein	95.4005
UniRef50_UPI00037A56E2: hypothetical protein|unclassified	95.4005
UniRef50_UPI0004085219: cysteine synthase	94.1178
UniRef50_UPI0004085219: cysteine synthase|unclassified	94.1178
UniRef50_UPI00047DC765: permease	92.8205
UniRef50_UPI00047DC765: permease|unclassified	92.8205
UniRef50_UPI000470DAFC: hypothetical protein, partial	92.7636
UniRef50_UPI000470DAFC: hypothetical protein, partial|unclassified	92.7636
UniRef50_U4V1T9: Cysteine synthase	92.411
UniRef50_U4V1T9: Cysteine synthase|unclassified	92.411
UniRef50_I3I8C5: CysZ protein	92.1151
UniRef50_I3I8C5: CysZ protein|unclassified	92.1151
UniRef50_D6AQF1: Predicted protein	91.9237
UniRef50_D6AQF1: Predicted protein|unclassified	91.9237
UniRef50_S4L5G6: STAS domain protein (Fragment)	91.198
UniRef50_S4L5G6: STAS domain protein (Fragment)|unclassified	91.198
UniRef50_L2TB18: Sulfate permease-like transporter, MFS superfamily protein (Fragment)	91.0839
UniRef50_L2TB18: Sulfate permease-like transporter, MFS superfamily protein (Fragment)|unclassified	91.0839
UniRef50_Q83A83: Cystathionine beta-lyase	90.2156
UniRef50_Q83A83: Cystathionine beta-lyase|unclassified	90.2156
UniRef50_UPI00036DECED: hypothetical protein	90.1718
UniRef50_UPI00036DECED: hypothetical protein|unclassified	90.1718
UniRef50_B9TQN2	89.9634
UniRef50_B9TQN2|unclassified	89.9634
UniRef50_H7FL40	89.8314
UniRef50_H7FL40|unclassified	89.8314
UniRef50_UPI000473BF1F: phosphoadenosine phosphosulfate reductase, partial	89.5345
UniRef50_UPI000473BF1F: phosphoadenosine phosphosulfate reductase, partial|unclassified	89.5345
UniRef50_X0SIC4: Marine sediment metagenome DNA, contig: S01H1_L07631 (Fragment)	89.3616
UniRef50_X0SIC4: Marine sediment metagenome DNA, contig: S01H1_L07631 (Fragment)|unclassified	89.3616
UniRef50_W8L4G2	88.7203
UniRef50_W8L4G2|unclassified	88.7203
UniRef50_UPI00046F70EC: hypothetical protein	88.2468
UniRef50_UPI00046F70EC: hypothetical protein|unclassified	88.2468
UniRef50_UPI00036C0E46: hypothetical protein	88.0244
UniRef50_UPI00036C0E46: hypothetical protein|unclassified	88.0244
UniRef50_J9K2L8	87.1433
UniRef50_J9K2L8|unclassified	87.1433
UniRef50_UPI00036712C2: hypothetical protein, partial	87.0299
UniRef50_UPI00036712C2: hypothetical protein, partial|unclassified	87.0299
UniRef50_F8K2R8: Cysteine synthase	86.1601
UniRef50_F8K2R8: Cysteine synthase|unclassified	86.1601
UniRef50_T0YY00: Cysteine synthase B (Fragment)	86.0384
UniRef50_T0YY00: Cysteine synthase B (Fragment)|unclassified	86.0384
UniRef50_Q65PC9: Serine acetyltransferase	85.8561
UniRef50_Q65PC9: Serine acetyltransferase|unclassified	85.8561
UniRef50_Q8YM92: Spermidine/putrescine import ATP-binding protein PotA	85.5945
UniRef50_Q8YM92: Spermidine/putrescine import ATP-binding protein PotA|unclassified	85.5945
UniRef50_UPI0002559BF9: sulfate adenylyltransferase subunit 1/adenylylsulfate kinase	84.2631
UniRef50_UPI0002559BF9: sulfate adenylyltransferase subunit 1/adenylylsulfate kinase|unclassified	84.2631
UniRef50_UPI0003793D13: hypothetical protein	84.1092
UniRef50_UPI0003793D13: hypothetical protein|unclassified	84.1092
UniRef50_UPI000424D5A7: sulfate transporter	84.0245
UniRef50_UPI000424D5A7: sulfate transporter|unclassified	84.0245
UniRef50_UPI0003B72C2F: ferredoxin-nitrite reductase	83.9365
UniRef50_UPI0003B72C2F: ferredoxin-nitrite reductase|unclassified	83.9365
UniRef50_Q6HLQ9: Spermidine/putrescine import ATP-binding protein PotA	83.8372
UniRef50_Q6HLQ9: Spermidine/putrescine import ATP-binding protein PotA|unclassified	83.8372
UniRef50_Q4K681: Spermidine/putrescine import ATP-binding protein PotA	83.2067
UniRef50_Q4K681: Spermidine/putrescine import ATP-binding protein PotA|unclassified	83.2067
UniRef50_UPI0003787814: hypothetical protein	83.2062
UniRef50_UPI0003787814: hypothetical protein|unclassified	83.2062
UniRef50_D1RH51: Protein CysZ	82.7638
UniRef50_D1RH51: Protein CysZ|unclassified	82.7638
UniRef50_W7W6G3: YtnM family protein	81.8559
UniRef50_W7W6G3: YtnM family protein|unclassified	81.8559
UniRef50_UPI00037DC590: hypothetical protein	81.4938
UniRef50_UPI00037DC590: hypothetical protein|unclassified	81.4938
UniRef50_A6TNQ8: Pyridoxal-5'-phosphate-dependent protein, beta subunit	80.6562
UniRef50_A6TNQ8: Pyridoxal-5'-phosphate-dependent protein, beta subunit|unclassified	80.6562
UniRef50_Q6GJE0: Serine acetyltransferase	80.6039
UniRef50_Q6GJE0: Serine acetyltransferase|unclassified	80.6039
UniRef50_T0ZJM3: Cystathionine beta-synthase (Fragment)	80.5938
UniRef50_T0ZJM3: Cystathionine beta-synthase (Fragment)|unclassified	80.5938
UniRef50_UPI00047A3255: hypothetical protein	79.8979
UniRef50_UPI00047A3255: hypothetical protein|unclassified	79.8979
UniRef50_M0YGY8	79.3533
UniRef50_M0YGY8|unclassified	79.3533
UniRef50_UPI00041B7937: hypothetical protein	79.1205
UniRef50_UPI00041B7937: hypothetical protein|unclassified	79.1205
UniRef50_H6RHV5: Sulfate transporter	78.9382
UniRef50_H6RHV5: Sulfate transporter|unclassified	78.9382
UniRef50_UPI0003A7F193: sulfate:proton symporter	78.8869
UniRef50_UPI0003A7F193: sulfate:proton symporter|unclassified	78.8869
UniRef50_P43886: Serine acetyltransferase	78.3873
UniRef50_P43886: Serine acetyltransferase|unclassified	78.3873
UniRef50_UPI00035C6227: hypothetical protein	78.1669
UniRef50_UPI00035C6227: hypothetical protein|unclassified	78.1669
UniRef50_UPI0003738C2E: hypothetical protein	77.3989
UniRef50_UPI0003738C2E: hypothetical protein|unclassified	77.3989
UniRef50_U5WZQ3	76.5905
UniRef50_U5WZQ3|unclassified	76.5905
UniRef50_A4A5A6	75.8856
UniRef50_A4A5A6|unclassified	75.8856
UniRef50_A0LAI1	75.5652
UniRef50_A0LAI1|unclassified	75.5652
UniRef50_W8V3C0: Sulfate permease and transporter (MFS superfamily)	75.5162
UniRef50_W8V3C0: Sulfate permease and transporter (MFS superfamily)|unclassified	75.5162
UniRef50_UPI00037E66DE: hypothetical protein	75.4892
UniRef50_UPI00037E66DE: hypothetical protein|unclassified	75.4892
UniRef50_V7Z4V7: Cysteine synthase	75.1317
UniRef50_V7Z4V7: Cysteine synthase|unclassified	75.1317
UniRef50_UPI00036E2577: hypothetical protein	74.8621
UniRef50_UPI00036E2577: hypothetical protein|unclassified	74.8621
UniRef50_UPI000378E1D6: hypothetical protein	74.7448
UniRef50_UPI000378E1D6: hypothetical protein|unclassified	74.7448
UniRef50_L8UEE4	74.6532
UniRef50_L8UEE4|unclassified	74.6532
UniRef50_A8F961: Serine acetyltransferase	74.3994
UniRef50_A8F961: Serine acetyltransferase|unclassified	74.3994
UniRef50_N2LWD7: Pyridoxal-phosphate dependent enzyme family protein	74.1911
UniRef50_N2LWD7: Pyridoxal-phosphate dependent enzyme family protein|unclassified	74.1911
UniRef50_Q1IYH9: Sulfate adenylyltransferase	73.9491
UniRef50_Q1IYH9: Sulfate adenylyltransferase|unclassified	73.9491
UniRef50_UPI00035EDF34: ABC transporter ATP-binding protein	73.4371
UniRef50_UPI00035EDF34: ABC transporter ATP-binding protein|unclassified	73.4371
UniRef50_P95231: Serine acetyltransferase	73.3276
UniRef50_P95231: Serine acetyltransferase|unclassified	73.3276
UniRef50_X0XJV9: Marine sediment metagenome DNA, contig: S01H1_S41744 (Fragment)	73.2317
UniRef50_X0XJV9: Marine sediment metagenome DNA, contig: S01H1_S41744 (Fragment)|unclassified	73.2317
UniRef50_UPI0002626D6C: hypothetical protein	73.145
UniRef50_UPI0002626D6C: hypothetical protein|unclassified	73.145
UniRef50_UPI000417BA18: phosphoadenosine phosphosulfate reductase	72.5568
UniRef50_UPI000417BA18: phosphoadenosine phosphosulfate reductase|unclassified	72.5568
UniRef50_L7UJF6	72.1717
UniRef50_L7UJF6|unclassified	72.1717
UniRef50_UPI0003B35E8C: hypothetical protein	72.0867
UniRef50_UPI0003B35E8C: hypothetical protein|unclassified	72.0867
UniRef50_Q9LZ66: Sulfite reductase [ferredoxin], chloroplastic	71.8936
UniRef50_Q9LZ66: Sulfite reductase [ferredoxin], chloroplastic|unclassified	71.8936
UniRef50_UPI000174657D: Adenylylsulfate kinase	71.879
UniRef50_UPI000174657D: Adenylylsulfate kinase|unclassified	71.879
UniRef50_P55708: Putative cysteine synthase	71.7179
UniRef50_P55708: Putative cysteine synthase|unclassified	71.7179
UniRef50_UPI00046F7539: hypothetical protein	71.4526
UniRef50_UPI00046F7539: hypothetical protein|unclassified	71.4526
UniRef50_UPI00041DC2F9: ABC transporter	71.3379
UniRef50_UPI00041DC2F9: ABC transporter|unclassified	71.3379
UniRef50_R5MWD3: Cystathionine beta-synthase	71.0577
UniRef50_R5MWD3: Cystathionine beta-synthase|unclassified	71.0577
UniRef50_UPI000255EA5D: TrkA-C, di- and tricarboxylate transporters	71.0456
UniRef50_UPI000255EA5D: TrkA-C, di- and tricarboxylate transporters|unclassified	71.0456
UniRef50_C0ZCU8: Putative truncated sulfate transporter	70.8317
UniRef50_C0ZCU8: Putative truncated sulfate transporter|unclassified	70.8317
UniRef50_UPI00047EE2E3: sulfate transporter	69.1252
UniRef50_UPI00047EE2E3: sulfate transporter|unclassified	69.1252
UniRef50_G0EDR1: Pyridoxal-5'-phosphate-dependent protein beta subunit	68.9917
UniRef50_G0EDR1: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	68.9917
UniRef50_UPI000369B1B6: hypothetical protein	68.5817
UniRef50_UPI000369B1B6: hypothetical protein|unclassified	68.5817
UniRef50_UPI000478027D: hypothetical protein	65.3307
UniRef50_UPI000478027D: hypothetical protein|unclassified	65.3307
UniRef50_B5GLS6: Trypsin	64.5282
UniRef50_B5GLS6: Trypsin|unclassified	64.5282
UniRef50_L0GUH8	64.1898
UniRef50_L0GUH8|unclassified	64.1898
UniRef50_Q08SC6	64.1114
UniRef50_Q08SC6|unclassified	64.1114
UniRef50_P72854: Sulfite reductase [ferredoxin]	63.8911
UniRef50_P72854: Sulfite reductase [ferredoxin]|unclassified	63.8911
UniRef50_I7HK23: Cystathionine beta-synthase (Fragment)	63.4135
UniRef50_I7HK23: Cystathionine beta-synthase (Fragment)|unclassified	63.4135
UniRef50_UPI0003632DC8: hypothetical protein	63.2815
UniRef50_UPI0003632DC8: hypothetical protein|unclassified	63.2815
UniRef50_UPI00016A4D0A: binding-protein-dependent transport systems inner membrane component, partial	63.2513
UniRef50_UPI00016A4D0A: binding-protein-dependent transport systems inner membrane component, partial|unclassified	63.2513
UniRef50_B3PLE9: Putative sulfate transporter	63.2367
UniRef50_B3PLE9: Putative sulfate transporter|unclassified	63.2367
UniRef50_G8UIR9	63.0797
UniRef50_G8UIR9|unclassified	63.0797
UniRef50_UPI000476F019: molybdenum ABC transporter permease	62.7181
UniRef50_UPI000476F019: molybdenum ABC transporter permease|unclassified	62.7181
UniRef50_X1D9Z4: Marine sediment metagenome DNA, contig: S01H4_S18028 (Fragment)	62.4967
UniRef50_X1D9Z4: Marine sediment metagenome DNA, contig: S01H4_S18028 (Fragment)|unclassified	62.4967
UniRef50_G4YU58	62.4782
UniRef50_G4YU58|unclassified	62.4782
UniRef50_X0VTP0: Marine sediment metagenome DNA, contig: S01H1_S23592 (Fragment)	61.9165
UniRef50_X0VTP0: Marine sediment metagenome DNA, contig: S01H1_S23592 (Fragment)|unclassified	61.9165
UniRef50_UPI0004791DBF: serine acetyltransferase	61.2087
UniRef50_UPI0004791DBF: serine acetyltransferase|unclassified	61.2087
UniRef50_Q9CJE2	60.9749
UniRef50_Q9CJE2|unclassified	60.9749
UniRef50_UPI000288AD92: spermidine/putrescine ABC transporter ATPase	60.6887
UniRef50_UPI000288AD92: spermidine/putrescine ABC transporter ATPase|unclassified	60.6887
UniRef50_UPI0003B59286: adenylylsulfate kinase	60.6462
UniRef50_UPI0003B59286: adenylylsulfate kinase|unclassified	60.6462
UniRef50_X1KAI3: Marine sediment metagenome DNA, contig: S06H3_L06660	60.1523
UniRef50_X1KAI3: Marine sediment metagenome DNA, contig: S06H3_L06660|unclassified	60.1523
UniRef50_A0A011NUK0	60.0922
UniRef50_A0A011NUK0|unclassified	60.0922
UniRef50_D9XKV5: Cysteine synthase	60.055
UniRef50_D9XKV5: Cysteine synthase|unclassified	60.055
UniRef50_E1KR98: STAS domain protein	59.3989
UniRef50_E1KR98: STAS domain protein|unclassified	59.3989
UniRef50_W1MBZ6	59.1846
UniRef50_W1MBZ6|unclassified	59.1846
UniRef50_G4I8V8: Oxidoreductase FAD/NAD(P)-binding domain protein	58.7363
UniRef50_G4I8V8: Oxidoreductase FAD/NAD(P)-binding domain protein|unclassified	58.7363
UniRef50_X1A3E9: Marine sediment metagenome DNA, contig: S01H4_L02769 (Fragment)	57.5722
UniRef50_X1A3E9: Marine sediment metagenome DNA, contig: S01H4_L02769 (Fragment)|unclassified	57.5722
UniRef50_K1YX00: SulP3 (Fragment)	57.3241
UniRef50_K1YX00: SulP3 (Fragment)|unclassified	57.3241
UniRef50_Q6MCV4: Spermidine/putrescine import ATP-binding protein PotA	57.1146
UniRef50_Q6MCV4: Spermidine/putrescine import ATP-binding protein PotA|unclassified	57.1146
UniRef50_UPI0003B7B00D: spermidine/putrescine ABC transporter ATPase	57.0943
UniRef50_UPI0003B7B00D: spermidine/putrescine ABC transporter ATPase|unclassified	57.0943
UniRef50_U2T3Q5: Pyridoxal-phosphate dependent protein (Fragment)	56.7911
UniRef50_U2T3Q5: Pyridoxal-phosphate dependent protein (Fragment)|unclassified	56.7911
UniRef50_J2LQC6	56.6161
UniRef50_J2LQC6|unclassified	56.6161
UniRef50_UPI0001745084: putative sulfate transport protein	56.3861
UniRef50_UPI0001745084: putative sulfate transport protein|unclassified	56.3861
UniRef50_F0TFK9: Cysteine synthase	56.0347
UniRef50_F0TFK9: Cysteine synthase|unclassified	56.0347
UniRef50_UPI000302BF68: hypothetical protein	55.6685
UniRef50_UPI000302BF68: hypothetical protein|unclassified	55.6685
UniRef50_Q4EDT9: Mucin	55.6363
UniRef50_Q4EDT9: Mucin|unclassified	55.6363
UniRef50_UPI0004737BD0: hypothetical protein, partial	55.3723
UniRef50_UPI0004737BD0: hypothetical protein, partial|unclassified	55.3723
UniRef50_UPI0004634C4E: hypothetical protein	54.7222
UniRef50_UPI0004634C4E: hypothetical protein|unclassified	54.7222
UniRef50_Q92WJ0: Fe(3+) ions import ATP-binding protein FbpC 1	54.5585
UniRef50_Q92WJ0: Fe(3+) ions import ATP-binding protein FbpC 1|unclassified	54.5585
UniRef50_C6UN42: Putative cysteine synthase A	53.9496
UniRef50_C6UN42: Putative cysteine synthase A|unclassified	53.9496
UniRef50_UPI000255A1AF: sulfate ABC transporter ATPase	53.7425
UniRef50_UPI000255A1AF: sulfate ABC transporter ATPase|unclassified	53.7425
UniRef50_A6SUC9: Sulfate permease	53.2503
UniRef50_A6SUC9: Sulfate permease|unclassified	53.2503
UniRef50_D0KWD9	53.2432
UniRef50_D0KWD9|unclassified	53.2432
UniRef50_UPI000473D0B5: hypothetical protein, partial	52.9081
UniRef50_UPI000473D0B5: hypothetical protein, partial|unclassified	52.9081
UniRef50_UPI00037E947E: hypothetical protein	52.2871
UniRef50_UPI00037E947E: hypothetical protein|unclassified	52.2871
UniRef50_UPI000464542D: spermidine/putrescine ABC transporter	52.1688
UniRef50_UPI000464542D: spermidine/putrescine ABC transporter|unclassified	52.1688
UniRef50_UPI000466F3FE: hypothetical protein	51.9745
UniRef50_UPI000466F3FE: hypothetical protein|unclassified	51.9745
UniRef50_UPI000475BC5F: cysteine synthase	51.7115
UniRef50_UPI000475BC5F: cysteine synthase|unclassified	51.7115
UniRef50_UPI00047C9C40: hypothetical protein	51.633
UniRef50_UPI00047C9C40: hypothetical protein|unclassified	51.633
UniRef50_UPI00038F70A9: ABC transporter	51.5376
UniRef50_UPI00038F70A9: ABC transporter|unclassified	51.5376
UniRef50_K1RQ01: Protein containing sulfate transporter/antisigma-factor antagonist STAS domain protein (Fragment)	51.3817
UniRef50_K1RQ01: Protein containing sulfate transporter/antisigma-factor antagonist STAS domain protein (Fragment)|unclassified	51.3817
UniRef50_UPI00047A95D3: ABC transporter	51.1221
UniRef50_UPI00047A95D3: ABC transporter|unclassified	51.1221
UniRef50_A4VS44	51.0052
UniRef50_A4VS44|unclassified	51.0052
UniRef50_UPI0003A2CA4D: hypothetical protein	50.9705
UniRef50_UPI0003A2CA4D: hypothetical protein|unclassified	50.9705
UniRef50_UPI00047B34AD: ABC transporter	50.9383
UniRef50_UPI00047B34AD: ABC transporter|unclassified	50.9383
UniRef50_W9T7T8: Iron-regulated membrane protein	50.7314
UniRef50_W9T7T8: Iron-regulated membrane protein|unclassified	50.7314
UniRef50_B5JWI3: Protein CysZ	50.7254
UniRef50_B5JWI3: Protein CysZ|unclassified	50.7254
UniRef50_UPI00046586BB: hypothetical protein	50.5523
UniRef50_UPI00046586BB: hypothetical protein|unclassified	50.5523
UniRef50_UPI0004773072: transferase	50.4477
UniRef50_UPI0004773072: transferase|unclassified	50.4477
UniRef50_Q21Q71	50.4261
UniRef50_Q21Q71|unclassified	50.4261
UniRef50_U2DFA2	50.056
UniRef50_U2DFA2|unclassified	50.056
UniRef50_B7ZYN9	49.9591
UniRef50_B7ZYN9|unclassified	49.9591
UniRef50_UPI000377D7B1: ABC transporter	49.4094
UniRef50_UPI000377D7B1: ABC transporter|unclassified	49.4094
UniRef50_UPI0003B5C8AC: sulfate:proton symporter	49.3979
UniRef50_UPI0003B5C8AC: sulfate:proton symporter|unclassified	49.3979
UniRef50_Q2JU97: Sulfate adenylyltransferase	49.2764
UniRef50_Q2JU97: Sulfate adenylyltransferase|unclassified	49.2764
UniRef50_W8UW40	48.8667
UniRef50_W8UW40|unclassified	48.8667
UniRef50_UPI00036E0150: hypothetical protein, partial	48.7696
UniRef50_UPI00036E0150: hypothetical protein, partial|unclassified	48.7696
UniRef50_UPI0003615A4E: hypothetical protein	48.3406
UniRef50_UPI0003615A4E: hypothetical protein|unclassified	48.3406
UniRef50_UPI000470E306: serine acetyltransferase	48.0629
UniRef50_UPI000470E306: serine acetyltransferase|unclassified	48.0629
UniRef50_UPI00047C862B: cysteine synthase	47.977
UniRef50_UPI00047C862B: cysteine synthase|unclassified	47.977
UniRef50_A5N5J9: Predicted cysteine synthase	47.5929
UniRef50_A5N5J9: Predicted cysteine synthase|unclassified	47.5929
UniRef50_G5R3B1: Cysteine synthase	47.3891
UniRef50_G5R3B1: Cysteine synthase|unclassified	47.3891
UniRef50_UPI00036E39B6: hypothetical protein, partial	47.3398
UniRef50_UPI00036E39B6: hypothetical protein, partial|unclassified	47.3398
UniRef50_UPI0003B5AA9F: sulfate:proton symporter	46.8635
UniRef50_UPI0003B5AA9F: sulfate:proton symporter|unclassified	46.8635
UniRef50_UPI000360EC29: hypothetical protein	46.829
UniRef50_UPI000360EC29: hypothetical protein|unclassified	46.829
UniRef50_UPI0002F984C7: cysteine synthase	46.6459
UniRef50_UPI0002F984C7: cysteine synthase|unclassified	46.6459
UniRef50_UPI000377F527: hypothetical protein	46.5077
UniRef50_UPI000377F527: hypothetical protein|unclassified	46.5077
UniRef50_F3GPL1	46.2768
UniRef50_F3GPL1|unclassified	46.2768
UniRef50_UPI000366F4BD: hypothetical protein	46.2567
UniRef50_UPI000366F4BD: hypothetical protein|unclassified	46.2567
UniRef50_K2BKC6	46.2501
UniRef50_K2BKC6|unclassified	46.2501
UniRef50_UPI0003B6DCF9: cysteine synthase	45.7402
UniRef50_UPI0003B6DCF9: cysteine synthase|unclassified	45.7402
UniRef50_V8DN97	45.6837
UniRef50_V8DN97|unclassified	45.6837
UniRef50_Q1K2U1	45.6329
UniRef50_Q1K2U1|unclassified	45.6329
UniRef50_UPI000368B785: hypothetical protein	45.5857
UniRef50_UPI000368B785: hypothetical protein|unclassified	45.5857
UniRef50_W9QKD7: Cysteine synthase	45.2461
UniRef50_W9QKD7: Cysteine synthase|unclassified	45.2461
UniRef50_UPI0003B35AB7: phosphoadenosine phosphosulfate reductase	45.1804
UniRef50_UPI0003B35AB7: phosphoadenosine phosphosulfate reductase|unclassified	45.1804
UniRef50_C4U004: Cysteine synthase	45.0116
UniRef50_C4U004: Cysteine synthase|unclassified	45.0116
UniRef50_UPI00046CEEB8: hypothetical protein	45.0103
UniRef50_UPI00046CEEB8: hypothetical protein|unclassified	45.0103
UniRef50_W9UQP6: Putative sulfate transporterc	44.6551
UniRef50_W9UQP6: Putative sulfate transporterc|unclassified	44.6551
UniRef50_A0A011Q4X4	44.6025
UniRef50_A0A011Q4X4|unclassified	44.6025
UniRef50_R6NRJ5: Cysteine synthase A	44.3046
UniRef50_R6NRJ5: Cysteine synthase A|unclassified	44.3046
UniRef50_Q1C849: SulP family sulfate permease	44.0253
UniRef50_Q1C849: SulP family sulfate permease|unclassified	44.0253
UniRef50_UPI000465532B: cystathionine gamma-synthase	43.7762
UniRef50_UPI000465532B: cystathionine gamma-synthase|unclassified	43.7762
UniRef50_UPI000466D4C1: hypothetical protein	43.6087
UniRef50_UPI000466D4C1: hypothetical protein|unclassified	43.6087
UniRef50_UPI0004741A79: hypothetical protein, partial	43.5371
UniRef50_UPI0004741A79: hypothetical protein, partial|unclassified	43.5371
UniRef50_UPI0003B780A6: organic solvent ABC transporter ATP-binding protein	43.5141
UniRef50_UPI0003B780A6: organic solvent ABC transporter ATP-binding protein|unclassified	43.5141
UniRef50_UPI00046425D6: cysteine synthase	43.2411
UniRef50_UPI00046425D6: cysteine synthase|unclassified	43.2411
UniRef50_UPI0003AD17DC: hypothetical protein	43.1417
UniRef50_UPI0003AD17DC: hypothetical protein|unclassified	43.1417
UniRef50_UPI00040EC213: serine acetyltransferase	42.9031
UniRef50_UPI00040EC213: serine acetyltransferase|unclassified	42.9031
UniRef50_UPI000255AFF9: sulfate:proton symporter	42.6762
UniRef50_UPI000255AFF9: sulfate:proton symporter|unclassified	42.6762
UniRef50_X1MGD6: Marine sediment metagenome DNA, contig: S06H3_L02843 (Fragment)	42.5423
UniRef50_X1MGD6: Marine sediment metagenome DNA, contig: S06H3_L02843 (Fragment)|unclassified	42.5423
UniRef50_U4VK82	42.3096
UniRef50_U4VK82|unclassified	42.3096
UniRef50_H1QKQ9: Nitrite and sulphite reductase 4Fe-4S domain protein (Fragment)	42.1888
UniRef50_H1QKQ9: Nitrite and sulphite reductase 4Fe-4S domain protein (Fragment)|unclassified	42.1888
UniRef50_U7K4H8	42.1075
UniRef50_U7K4H8|unclassified	42.1075
UniRef50_X1KLQ6: Marine sediment metagenome DNA, contig: S06H3_L05670 (Fragment)	42.0727
UniRef50_X1KLQ6: Marine sediment metagenome DNA, contig: S06H3_L05670 (Fragment)|unclassified	42.0727
UniRef50_L5MN85: Sulfate transporter	41.921
UniRef50_L5MN85: Sulfate transporter|unclassified	41.921
UniRef50_U6ZPE5	41.838
UniRef50_U6ZPE5|unclassified	41.838
UniRef50_UPI00037CD6BB: hypothetical protein	41.5018
UniRef50_UPI00037CD6BB: hypothetical protein|unclassified	41.5018
UniRef50_Q50059: CysS	41.4835
UniRef50_Q50059: CysS|unclassified	41.4835
UniRef50_UPI0003480C96: polyamine ABC transporter ATPase	41.4139
UniRef50_UPI0003480C96: polyamine ABC transporter ATPase|unclassified	41.4139
UniRef50_UPI0002471246: hypothetical protein	41.2862
UniRef50_UPI0002471246: hypothetical protein|unclassified	41.2862
UniRef50_H1W242	40.88
UniRef50_H1W242|unclassified	40.88
UniRef50_O05393: O-acetylserine dependent cystathionine beta-synthase	40.656
UniRef50_O05393: O-acetylserine dependent cystathionine beta-synthase|unclassified	40.656
UniRef50_UPI0003733FE2: hypothetical protein	40.6133
UniRef50_UPI0003733FE2: hypothetical protein|unclassified	40.6133
UniRef50_F9CY24: Pyridoxal-5'-phosphate-dependent protein beta subunit	40.5094
UniRef50_F9CY24: Pyridoxal-5'-phosphate-dependent protein beta subunit|unclassified	40.5094
UniRef50_UPI000237541E: sulfate transporter, partial	40.395
UniRef50_UPI000237541E: sulfate transporter, partial|unclassified	40.395
UniRef50_G7H3V7	40.3765
UniRef50_G7H3V7|unclassified	40.3765
UniRef50_W9T9K1: Sulfate transporter	40.0896
UniRef50_W9T9K1: Sulfate transporter|unclassified	40.0896
UniRef50_C0Z3K2: AT5G28020 protein	40.0854
UniRef50_C0Z3K2: AT5G28020 protein|unclassified	40.0854
UniRef50_P23145: Probable serine acetyltransferase	39.9674
UniRef50_P23145: Probable serine acetyltransferase|unclassified	39.9674
UniRef50_W9T811: Iron-regulated membrane protein	39.4546
UniRef50_W9T811: Iron-regulated membrane protein|unclassified	39.4546
UniRef50_UPI0004797D76: sulfate transporter	39.3894
UniRef50_UPI0004797D76: sulfate transporter|unclassified	39.3894
