# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-RPKs
UniRef50_G4B368: Adenylate cyclase	2.8233860882
UniRef50_G4B368: Adenylate cyclase|unclassified	2.8233860882
UniRef50_X1I9W1: Marine sediment metagenome DNA, contig: S03H2_S22829 (Fragment)	2.8208861433
UniRef50_X1I9W1: Marine sediment metagenome DNA, contig: S03H2_S22829 (Fragment)|unclassified	2.8208861433
UniRef50_U5Q2F5: Adenylyl cyclase CyaB	2.8201915548
UniRef50_U5Q2F5: Adenylyl cyclase CyaB|unclassified	2.8201915548
UniRef50_X1U4S3: Marine sediment metagenome DNA, contig: S12H4_L01436 (Fragment)	2.8200680787
UniRef50_X1U4S3: Marine sediment metagenome DNA, contig: S12H4_L01436 (Fragment)|unclassified	2.8200680787
UniRef50_I9C2D2: Peptidase M23B	2.8160073051
UniRef50_I9C2D2: Peptidase M23B|unclassified	2.8160073051
UniRef50_V4JQP9: Adenylate cyclase (Fragment)	2.8152990463
UniRef50_V4JQP9: Adenylate cyclase (Fragment)|unclassified	2.8152990463
UniRef50_I7C001: Hth domain-containing protein	2.8152261660
UniRef50_I7C001: Hth domain-containing protein|unclassified	2.8152261660
UniRef50_A0A058TIN3: Peptidase, M23 family	2.8143624714
UniRef50_A0A058TIN3: Peptidase, M23 family|unclassified	2.8143624714
UniRef50_A1A1H1	2.8127982776
UniRef50_A1A1H1|unclassified	2.8127982776
UniRef50_UPI00047857E8: hypothetical protein	2.8112520755
UniRef50_UPI00047857E8: hypothetical protein|unclassified	2.8112520755
UniRef50_Q02ZE0: Phage-associated peptidase (Family M23/M37)	2.8095894293
UniRef50_Q02ZE0: Phage-associated peptidase (Family M23/M37)|unclassified	2.8095894293
UniRef50_UPI00047A0D8A: hypothetical protein	2.8015395646
UniRef50_UPI00047A0D8A: hypothetical protein|unclassified	2.8015395646
UniRef50_J3G2P0	2.7961022661
UniRef50_J3G2P0|unclassified	2.7961022661
UniRef50_UPI0003B3F4D9: hypothetical protein	2.7951181683
UniRef50_UPI0003B3F4D9: hypothetical protein|unclassified	2.7951181683
UniRef50_Q1MXQ3: Membrane protein	2.7944049107
UniRef50_Q1MXQ3: Membrane protein|unclassified	2.7944049107
UniRef50_Q3SLJ9: Peptidase family protein	2.7887980142
UniRef50_Q3SLJ9: Peptidase family protein|unclassified	2.7887980142
UniRef50_UPI000345DA9F: hypothetical protein	2.7877399949
UniRef50_UPI000345DA9F: hypothetical protein|unclassified	2.7877399949
UniRef50_UPI000477A90F: hypothetical protein	2.7867485433
UniRef50_UPI000477A90F: hypothetical protein|unclassified	2.7867485433
UniRef50_UPI00037C431B: hypothetical protein	2.7826785602
UniRef50_UPI00037C431B: hypothetical protein|unclassified	2.7826785602
UniRef50_A0A022KZX1: Peptidase M23	2.7770860359
UniRef50_A0A022KZX1: Peptidase M23|unclassified	2.7770860359
UniRef50_UPI00034D7FDC: hypothetical protein	2.7721070455
UniRef50_UPI00034D7FDC: hypothetical protein|unclassified	2.7721070455
UniRef50_K6FPR4: HD-GYP domain-containing protein	2.7616119934
UniRef50_K6FPR4: HD-GYP domain-containing protein|unclassified	2.7616119934
UniRef50_U5T5F4	2.7566284274
UniRef50_U5T5F4|unclassified	2.7566284274
UniRef50_UPI00035C87F0: hypothetical protein	2.7549767214
UniRef50_UPI00035C87F0: hypothetical protein|unclassified	2.7549767214
UniRef50_UPI0003B5C945: hypothetical protein	2.7498120629
UniRef50_UPI0003B5C945: hypothetical protein|unclassified	2.7498120629
UniRef50_X1GWX9: Marine sediment metagenome DNA, contig: S03H2_S08000 (Fragment)	2.7442172997
UniRef50_X1GWX9: Marine sediment metagenome DNA, contig: S03H2_S08000 (Fragment)|unclassified	2.7442172997
UniRef50_K8GR17: FHA domain-containing protein	2.7392424083
UniRef50_K8GR17: FHA domain-containing protein|unclassified	2.7392424083
UniRef50_M6T709	2.7390495863
UniRef50_M6T709|unclassified	2.7390495863
UniRef50_A1TNY8: NIPSNAP family containing protein	2.7327032124
UniRef50_A1TNY8: NIPSNAP family containing protein|unclassified	2.7327032124
UniRef50_UPI0003648871: hypothetical protein	2.7302951953
UniRef50_UPI0003648871: hypothetical protein|unclassified	2.7302951953
UniRef50_G2J273: Diguanylate cyclase	2.7302157413
UniRef50_G2J273: Diguanylate cyclase|unclassified	2.7302157413
UniRef50_B0CAI8: Peptidase, M23 family, putative	2.7282895591
UniRef50_B0CAI8: Peptidase, M23 family, putative|unclassified	2.7282895591
UniRef50_K9RAW5	2.7225746677
UniRef50_K9RAW5|unclassified	2.7225746677
UniRef50_UPI0003B2F2DC: hypothetical protein, partial	2.7142070098
UniRef50_UPI0003B2F2DC: hypothetical protein, partial|unclassified	2.7142070098
UniRef50_D8G2S8	2.7126879031
UniRef50_D8G2S8|unclassified	2.7126879031
UniRef50_C7JAW6: Uracil-DNA glycosylase	2.7098749023
UniRef50_C7JAW6: Uracil-DNA glycosylase|unclassified	2.7098749023
UniRef50_S7R4X5: Adenylate cyclase	2.6933683868
UniRef50_S7R4X5: Adenylate cyclase|unclassified	2.6933683868
UniRef50_UPI0003F71BB9: hypothetical protein	2.6917612738
UniRef50_UPI0003F71BB9: hypothetical protein|unclassified	2.6917612738
UniRef50_S9RPH7: Lipoprotein NlpD	2.6708451780
UniRef50_S9RPH7: Lipoprotein NlpD|unclassified	2.6708451780
UniRef50_UPI00045E99D8: hypothetical protein	2.6650457613
UniRef50_UPI00045E99D8: hypothetical protein|unclassified	2.6650457613
UniRef50_UPI00034630F2: hypothetical protein	2.6623083075
UniRef50_UPI00034630F2: hypothetical protein|unclassified	2.6623083075
UniRef50_UPI00047473A7: hypothetical protein	2.6621771766
UniRef50_UPI00047473A7: hypothetical protein|unclassified	2.6621771766
UniRef50_N6YWF4: FHA domain containing protein (Fragment)	2.6583857891
UniRef50_N6YWF4: FHA domain containing protein (Fragment)|unclassified	2.6583857891
UniRef50_UPI0002627AD0: ArsR family transcriptional regulator	2.6508164608
UniRef50_UPI0002627AD0: ArsR family transcriptional regulator|unclassified	2.6508164608
UniRef50_W1JUY5	2.6472641169
UniRef50_W1JUY5|unclassified	2.6472641169
UniRef50_C5CWA5: Peptidase M23	2.6451945550
UniRef50_C5CWA5: Peptidase M23|unclassified	2.6451945550
UniRef50_UPI0004781602: hypothetical protein	2.6406068905
UniRef50_UPI0004781602: hypothetical protein|unclassified	2.6406068905
UniRef50_UPI00047E0B35: peptidase M23	2.6401836133
UniRef50_UPI00047E0B35: peptidase M23|unclassified	2.6401836133
UniRef50_F3KU99: Peptidase M23B	2.6362350284
UniRef50_F3KU99: Peptidase M23B|unclassified	2.6362350284
UniRef50_A1KQA7	2.6201991053
UniRef50_A1KQA7|unclassified	2.6201991053
UniRef50_R4M2M9	2.6199453449
UniRef50_R4M2M9|unclassified	2.6199453449
UniRef50_UPI0003602DB2: hypothetical protein	2.6140978105
UniRef50_UPI0003602DB2: hypothetical protein|unclassified	2.6140978105
UniRef50_M4X017: Diguanylate cyclase	2.6119464316
UniRef50_M4X017: Diguanylate cyclase|unclassified	2.6119464316
UniRef50_F1Z3V0: Peptidase M23	2.6111600904
UniRef50_F1Z3V0: Peptidase M23|unclassified	2.6111600904
UniRef50_M0DY23: Anion-transporting ATPase (Fragment)	2.6099315543
UniRef50_M0DY23: Anion-transporting ATPase (Fragment)|unclassified	2.6099315543
UniRef50_UPI0003733BC7: hypothetical protein	2.6019204319
UniRef50_UPI0003733BC7: hypothetical protein|unclassified	2.6019204319
UniRef50_T0ZTA6: Phosphate uptake regulator, PhoU	2.5992234712
UniRef50_T0ZTA6: Phosphate uptake regulator, PhoU|unclassified	2.5992234712
UniRef50_UPI0003D3A290: predicted transcriptional regulators	2.5916531416
UniRef50_UPI0003D3A290: predicted transcriptional regulators|unclassified	2.5916531416
UniRef50_W0ZDD6: Peptidase M23 (Modular protein)	2.5905339812
UniRef50_W0ZDD6: Peptidase M23 (Modular protein)|unclassified	2.5905339812
UniRef50_S3Y786	2.5887466250
UniRef50_S3Y786|unclassified	2.5887466250
UniRef50_H8YWM0	2.5871121807
UniRef50_H8YWM0|unclassified	2.5871121807
UniRef50_V4XLR6: Putative transcriptional regulator	2.5735533338
UniRef50_V4XLR6: Putative transcriptional regulator|unclassified	2.5735533338
UniRef50_B8F9X1: Peptidase M23	2.5713420901
UniRef50_B8F9X1: Peptidase M23|unclassified	2.5713420901
UniRef50_H1SEB7: Putative peptidase M23 family protein	2.5686202659
UniRef50_H1SEB7: Putative peptidase M23 family protein|unclassified	2.5686202659
UniRef50_UPI000369A94F: peptidase M23	2.5634266799
UniRef50_UPI000369A94F: peptidase M23|unclassified	2.5634266799
UniRef50_I5C7V5: Diguanylate cyclase	2.5561046655
UniRef50_I5C7V5: Diguanylate cyclase|unclassified	2.5561046655
UniRef50_K6ZAS2	2.5538186925
UniRef50_K6ZAS2|unclassified	2.5538186925
UniRef50_W4M795	2.5448311810
UniRef50_W4M795|unclassified	2.5448311810
UniRef50_F6IG93: Peptidase M23B	2.5352806301
UniRef50_F6IG93: Peptidase M23B|unclassified	2.5352806301
UniRef50_A0ZJ00: Peptidase M23B	2.5347806090
UniRef50_A0ZJ00: Peptidase M23B|unclassified	2.5347806090
UniRef50_UPI0003031BB1: hypothetical protein	2.5294227352
UniRef50_UPI0003031BB1: hypothetical protein|unclassified	2.5294227352
UniRef50_X1DRT7: Marine sediment metagenome DNA, contig: S01H4_S24595 (Fragment)	2.5284104103
UniRef50_X1DRT7: Marine sediment metagenome DNA, contig: S01H4_S24595 (Fragment)|unclassified	2.5284104103
UniRef50_H5UN83	2.5173557573
UniRef50_H5UN83|unclassified	2.5173557573
UniRef50_T8HFG2	2.5125628141
UniRef50_T8HFG2|unclassified	2.5125628141
UniRef50_UPI0003648840: hypothetical protein	2.5098747732
UniRef50_UPI0003648840: hypothetical protein|unclassified	2.5098747732
UniRef50_T1DE24: Phospholipase D/transphosphatidylase (Fragment)	2.5071332388
UniRef50_T1DE24: Phospholipase D/transphosphatidylase (Fragment)|unclassified	2.5071332388
UniRef50_UPI000348874D: hypothetical protein	2.5016325355
UniRef50_UPI000348874D: hypothetical protein|unclassified	2.5016325355
UniRef50_W1JZI9	2.4975864644
UniRef50_W1JZI9|unclassified	2.4975864644
UniRef50_F3GNY2: Insecticidal toxin protein (Fragment)	2.4918844273
UniRef50_F3GNY2: Insecticidal toxin protein (Fragment)|unclassified	2.4918844273
UniRef50_H1Z4B3: Adenylyl cyclase CyaB	2.4879687489
UniRef50_H1Z4B3: Adenylyl cyclase CyaB|unclassified	2.4879687489
UniRef50_D3SM13: Peptidase M23	2.4862354598
UniRef50_D3SM13: Peptidase M23|unclassified	2.4862354598
UniRef50_C9R9P7: Peptidase M23	2.4850360607
UniRef50_C9R9P7: Peptidase M23|unclassified	2.4850360607
UniRef50_J8VWA8: Membrane protein (Fragment)	2.4833281462
UniRef50_J8VWA8: Membrane protein (Fragment)|unclassified	2.4833281462
UniRef50_D0LSS2: Cysteine-rich repeat protein	2.4816206555
UniRef50_D0LSS2: Cysteine-rich repeat protein|unclassified	2.4816206555
UniRef50_S7XGF3: Peptidoglycan lytic protein P45	2.4793103693
UniRef50_S7XGF3: Peptidoglycan lytic protein P45|unclassified	2.4793103693
UniRef50_H3KZT3: Putative peptidase	2.4741613445
UniRef50_H3KZT3: Putative peptidase|unclassified	2.4741613445
UniRef50_X1LT81: Marine sediment metagenome DNA, contig: S06H3_L00208 (Fragment)	2.4705250332
UniRef50_X1LT81: Marine sediment metagenome DNA, contig: S06H3_L00208 (Fragment)|unclassified	2.4705250332
UniRef50_X1QTF2: Marine sediment metagenome DNA, contig: S06H3_S29907 (Fragment)	2.4704819478
UniRef50_X1QTF2: Marine sediment metagenome DNA, contig: S06H3_S29907 (Fragment)|unclassified	2.4704819478
UniRef50_B5WPB4: Peptidase M23	2.4691006131
UniRef50_B5WPB4: Peptidase M23|unclassified	2.4691006131
UniRef50_D0X4H5	2.4667400700
UniRef50_D0X4H5|unclassified	2.4667400700
UniRef50_M0D2M9	2.4661534990
UniRef50_M0D2M9|unclassified	2.4661534990
UniRef50_W7B019: Regulatory protein ArsR	2.4657120058
UniRef50_W7B019: Regulatory protein ArsR|unclassified	2.4657120058
UniRef50_UPI0002484A6A: adenylate cyclase	2.4612923541
UniRef50_UPI0002484A6A: adenylate cyclase|unclassified	2.4612923541
UniRef50_A3U1Q7: LysM domain/M23/M37 peptidase	2.4562006469
UniRef50_A3U1Q7: LysM domain/M23/M37 peptidase|unclassified	2.4562006469
UniRef50_K2DMN3	2.4554046382
UniRef50_K2DMN3|unclassified	2.4554046382
UniRef50_E0SRT4: Adenylyl cyclase CyaB	2.4507583742
UniRef50_E0SRT4: Adenylyl cyclase CyaB|unclassified	2.4507583742
UniRef50_R4VLJ3: Peptidase M23	2.4496481275
UniRef50_R4VLJ3: Peptidase M23|unclassified	2.4496481275
UniRef50_UPI00037EB0B8: hypothetical protein	2.4454890797
UniRef50_UPI00037EB0B8: hypothetical protein|unclassified	2.4454890797
UniRef50_S7PII0: Adenylate cyclase	2.4407316472
UniRef50_S7PII0: Adenylate cyclase|unclassified	2.4407316472
UniRef50_E9S242: M23/M37 peptidase domain-containing protein	2.4394847792
UniRef50_E9S242: M23/M37 peptidase domain-containing protein|unclassified	2.4394847792
UniRef50_A3UFX5: Peptidase M23B	2.4372966470
UniRef50_A3UFX5: Peptidase M23B|unclassified	2.4372966470
UniRef50_D4ZS57	2.4334398464
UniRef50_D4ZS57|unclassified	2.4334398464
UniRef50_UPI0001FFDE8E: protein kinase, partial	2.4284540919
UniRef50_UPI0001FFDE8E: protein kinase, partial|unclassified	2.4284540919
UniRef50_C5JBE4: Peptidase U35, phage prohead HK97	2.4218382480
UniRef50_C5JBE4: Peptidase U35, phage prohead HK97|unclassified	2.4218382480
UniRef50_K1XXK9: Chad protein	2.4191836936
UniRef50_K1XXK9: Chad protein|unclassified	2.4191836936
UniRef50_K8DYL4: Rhodanese-like protein	2.4169966180
UniRef50_K8DYL4: Rhodanese-like protein|unclassified	2.4169966180
UniRef50_S6C2L2: Transcriptional regulator	2.4058595939
UniRef50_S6C2L2: Transcriptional regulator|unclassified	2.4058595939
UniRef50_K4MCP8	2.4047867982
UniRef50_K4MCP8|unclassified	2.4047867982
UniRef50_H1QFP0: M23 peptidase domain protein	2.4038512285
UniRef50_H1QFP0: M23 peptidase domain protein|unclassified	2.4038512285
UniRef50_Z5XNQ8: Diguanylate cyclase	2.3996221286
UniRef50_Z5XNQ8: Diguanylate cyclase|unclassified	2.3996221286
UniRef50_L0JUA0: ArsR family transcriptional regulator	2.3906415826
UniRef50_L0JUA0: ArsR family transcriptional regulator|unclassified	2.3906415826
UniRef50_UPI0004190B91: hypothetical protein	2.3806689572
UniRef50_UPI0004190B91: hypothetical protein|unclassified	2.3806689572
UniRef50_UPI0003B4B39B: peptidase	2.3796986801
UniRef50_UPI0003B4B39B: peptidase|unclassified	2.3796986801
UniRef50_X1D730: Marine sediment metagenome DNA, contig: S01H4_S14281	2.3789014318
UniRef50_X1D730: Marine sediment metagenome DNA, contig: S01H4_S14281|unclassified	2.3789014318
UniRef50_UPI0003B5C6A4: peptidase M23	2.3775334670
UniRef50_UPI0003B5C6A4: peptidase M23|unclassified	2.3775334670
UniRef50_UPI00036A89D1: hypothetical protein	2.3773105498
UniRef50_UPI00036A89D1: hypothetical protein|unclassified	2.3773105498
UniRef50_F3CER1: GGDEF domain/EAL domain-containing protein (Fragment)	2.3740969662
UniRef50_F3CER1: GGDEF domain/EAL domain-containing protein (Fragment)|unclassified	2.3740969662
UniRef50_V2YIA9	2.3706697241
UniRef50_V2YIA9|unclassified	2.3706697241
UniRef50_A0A023SA38: Diguanylate cyclase	2.3676033544
UniRef50_A0A023SA38: Diguanylate cyclase|unclassified	2.3676033544
UniRef50_D1NDF3: Outer membrane antigenic lipoprotein B (Fragment)	2.3629919252
UniRef50_D1NDF3: Outer membrane antigenic lipoprotein B (Fragment)|unclassified	2.3629919252
UniRef50_R9AWM2	2.3594655964
UniRef50_R9AWM2|unclassified	2.3594655964
UniRef50_UPI0003612EE2: hypothetical protein, partial	2.3494952476
UniRef50_UPI0003612EE2: hypothetical protein, partial|unclassified	2.3494952476
UniRef50_L9Y4K7: Transcriptional regulator TrmB	2.3489357559
UniRef50_L9Y4K7: Transcriptional regulator TrmB|unclassified	2.3489357559
UniRef50_K9TK93	2.3467910243
UniRef50_K9TK93|unclassified	2.3467910243
UniRef50_K9S3N3: FHA domain containing protein	2.3372248332
UniRef50_K9S3N3: FHA domain containing protein|unclassified	2.3372248332
UniRef50_UPI000475A861: hypothetical protein	2.3317752913
UniRef50_UPI000475A861: hypothetical protein|unclassified	2.3317752913
UniRef50_UPI000362F817: hypothetical protein	2.3309938978
UniRef50_UPI000362F817: hypothetical protein|unclassified	2.3309938978
UniRef50_A0A059MFL6: Peptidase M24	2.3268291097
UniRef50_A0A059MFL6: Peptidase M24|unclassified	2.3268291097
UniRef50_R2S4C1	2.3245082974
UniRef50_R2S4C1|unclassified	2.3245082974
UniRef50_E8T9V1	2.3242708106
UniRef50_E8T9V1|unclassified	2.3242708106
UniRef50_UPI0003B6DD25: peptidase	2.3222009194
UniRef50_UPI0003B6DD25: peptidase|unclassified	2.3222009194
UniRef50_UPI00047B3FF9: membrane protein	2.3157622347
UniRef50_UPI00047B3FF9: membrane protein|unclassified	2.3157622347
UniRef50_Q98MJ2: Mll0558 protein	2.3118650359
UniRef50_Q98MJ2: Mll0558 protein|unclassified	2.3118650359
UniRef50_C2FYF6	2.3089296284
UniRef50_C2FYF6|unclassified	2.3089296284
UniRef50_UPI00034D3FB6: hypothetical protein	2.2972323491
UniRef50_UPI00034D3FB6: hypothetical protein|unclassified	2.2972323491
UniRef50_Q3SJK0: PhnB protein	2.2891359556
UniRef50_Q3SJK0: PhnB protein|unclassified	2.2891359556
UniRef50_X1QWU5: Marine sediment metagenome DNA, contig: S12H4_C01321 (Fragment)	2.2885111180
UniRef50_X1QWU5: Marine sediment metagenome DNA, contig: S12H4_C01321 (Fragment)|unclassified	2.2885111180
UniRef50_UPI00047C2E16: hypothetical protein	2.2864600396
UniRef50_UPI00047C2E16: hypothetical protein|unclassified	2.2864600396
UniRef50_D3LIR0: Phage minor structural protein (Fragment)	2.2679065007
UniRef50_D3LIR0: Phage minor structural protein (Fragment)|unclassified	2.2679065007
UniRef50_A0A023RKF4: Diguanylate cyclase	2.2585853201
UniRef50_A0A023RKF4: Diguanylate cyclase|unclassified	2.2585853201
UniRef50_E4QL30: Diguanylate cyclase	2.2531047754
UniRef50_E4QL30: Diguanylate cyclase|unclassified	2.2531047754
UniRef50_A8U2Z7: Peptidase M23B	2.2525872997
UniRef50_A8U2Z7: Peptidase M23B|unclassified	2.2525872997
UniRef50_UPI0003B438E1: peptidase	2.2498742692
UniRef50_UPI0003B438E1: peptidase|unclassified	2.2498742692
UniRef50_UPI00035EFE21: hypothetical protein, partial	2.2456613738
UniRef50_UPI00035EFE21: hypothetical protein, partial|unclassified	2.2456613738
UniRef50_UPI0003A05CFE: hypothetical protein	2.2447421160
UniRef50_UPI0003A05CFE: hypothetical protein|unclassified	2.2447421160
UniRef50_UPI00034A1229: hypothetical protein	2.2276449577
UniRef50_UPI00034A1229: hypothetical protein|unclassified	2.2276449577
UniRef50_UPI000370BD45: hypothetical protein	2.2190431962
UniRef50_UPI000370BD45: hypothetical protein|unclassified	2.2190431962
UniRef50_A6U9V9: Uracil-DNA glycosylase superfamily	2.2054791036
UniRef50_A6U9V9: Uracil-DNA glycosylase superfamily|unclassified	2.2054791036
UniRef50_U2FR68: Peptidase M23B protein	2.2020779398
UniRef50_U2FR68: Peptidase M23B protein|unclassified	2.2020779398
UniRef50_UPI000403879B: hypothetical protein	2.1975712146
UniRef50_UPI000403879B: hypothetical protein|unclassified	2.1975712146
UniRef50_UPI0004116B18: hypothetical protein	2.1939540844
UniRef50_UPI0004116B18: hypothetical protein|unclassified	2.1939540844
UniRef50_UPI0004637071: hypothetical protein	2.1893817062
UniRef50_UPI0004637071: hypothetical protein|unclassified	2.1893817062
UniRef50_X8B5G3: Putative m23 peptidase domain protein	2.1882709747
UniRef50_X8B5G3: Putative m23 peptidase domain protein|unclassified	2.1882709747
UniRef50_F5XM27	2.1869907705
UniRef50_F5XM27|unclassified	2.1869907705
UniRef50_F4XWY8: Membrane protein, putative metalloendopeptidase	2.1771801228
UniRef50_F4XWY8: Membrane protein, putative metalloendopeptidase|unclassified	2.1771801228
UniRef50_W6K9U3	2.1742458388
UniRef50_W6K9U3|unclassified	2.1742458388
UniRef50_UPI00046680F9: guanylate cyclase	2.1694672306
UniRef50_UPI00046680F9: guanylate cyclase|unclassified	2.1694672306
UniRef50_A8V419	2.1619821753
UniRef50_A8V419|unclassified	2.1619821753
UniRef50_A9HXZ0	2.1607870569
UniRef50_A9HXZ0|unclassified	2.1607870569
UniRef50_W9AMZ8: CHAP domain-containing protein	2.1589689160
UniRef50_W9AMZ8: CHAP domain-containing protein|unclassified	2.1589689160
UniRef50_K9Q5R1: Peptidase M23	2.1522902539
UniRef50_K9Q5R1: Peptidase M23|unclassified	2.1522902539
UniRef50_F4XT27	2.1482184348
UniRef50_F4XT27|unclassified	2.1482184348
UniRef50_F3GMM9: Insecticidal toxin protein (Fragment)	2.1471943799
UniRef50_F3GMM9: Insecticidal toxin protein (Fragment)|unclassified	2.1471943799
UniRef50_X1V8C8: Marine sediment metagenome DNA, contig: S12H4_S11085 (Fragment)	2.1465608431
UniRef50_X1V8C8: Marine sediment metagenome DNA, contig: S12H4_S11085 (Fragment)|unclassified	2.1465608431
UniRef50_G2LJM7	2.1432083397
UniRef50_G2LJM7|unclassified	2.1432083397
UniRef50_UPI000465FE97: hypothetical protein	2.1378400409
UniRef50_UPI000465FE97: hypothetical protein|unclassified	2.1378400409
UniRef50_M3HWY2: Putative lipoprotein	2.1368377410
UniRef50_M3HWY2: Putative lipoprotein|unclassified	2.1368377410
UniRef50_UPI00037E3964: hypothetical protein	2.1362851886
UniRef50_UPI00037E3964: hypothetical protein|unclassified	2.1362851886
UniRef50_UPI000255E860: metallopeptidase	2.1352771652
UniRef50_UPI000255E860: metallopeptidase|unclassified	2.1352771652
UniRef50_UPI00036CE7B7: hypothetical protein	2.1303340650
UniRef50_UPI00036CE7B7: hypothetical protein|unclassified	2.1303340650
UniRef50_M6T5E4: Peptidase, M23 family	2.1293993500
UniRef50_M6T5E4: Peptidase, M23 family|unclassified	2.1293993500
UniRef50_E6QAE8: Adenylate cyclase	2.1293920530
UniRef50_E6QAE8: Adenylate cyclase|unclassified	2.1293920530
UniRef50_UPI0003712BAB: hypothetical protein	2.1226388280
UniRef50_UPI0003712BAB: hypothetical protein|unclassified	2.1226388280
UniRef50_W9TAQ0: CHAD domain protein	2.1186754584
UniRef50_W9TAQ0: CHAD domain protein|unclassified	2.1186754584
UniRef50_UPI0002DBDDA0: hypothetical protein	2.1176318027
UniRef50_UPI0002DBDDA0: hypothetical protein|unclassified	2.1176318027
UniRef50_E6QM68	2.1154746281
UniRef50_E6QM68|unclassified	2.1154746281
UniRef50_UPI0003827A9A: hypothetical protein	2.1140733444
UniRef50_UPI0003827A9A: hypothetical protein|unclassified	2.1140733444
UniRef50_F8KQX8: Membrane proteins related to metalloendopeptidases	2.1137975800
UniRef50_F8KQX8: Membrane proteins related to metalloendopeptidases|unclassified	2.1137975800
UniRef50_E7QT18	2.1129934010
UniRef50_E7QT18|unclassified	2.1129934010
UniRef50_UPI0002DA131D: hypothetical protein	2.1121763104
UniRef50_UPI0002DA131D: hypothetical protein|unclassified	2.1121763104
UniRef50_UPI00036C8C45: hypothetical protein	2.1116287092
UniRef50_UPI00036C8C45: hypothetical protein|unclassified	2.1116287092
UniRef50_UPI000376E244: hypothetical protein	2.1078691273
UniRef50_UPI000376E244: hypothetical protein|unclassified	2.1078691273
UniRef50_UPI0003606C84: hypothetical protein	2.1047317980
UniRef50_UPI0003606C84: hypothetical protein|unclassified	2.1047317980
UniRef50_UPI000367A490: hypothetical protein	2.1018185813
UniRef50_UPI000367A490: hypothetical protein|unclassified	2.1018185813
UniRef50_I2QDC4	2.1000403220
UniRef50_I2QDC4|unclassified	2.1000403220
UniRef50_UPI000470AD98: hypothetical protein	2.0904703778
UniRef50_UPI000470AD98: hypothetical protein|unclassified	2.0904703778
UniRef50_F8FJJ5: Activator of Hsp90 ATPase 1 family protein	2.0833333333
UniRef50_F8FJJ5: Activator of Hsp90 ATPase 1 family protein|unclassified	2.0833333333
UniRef50_UPI00037BEA88: hypothetical protein	2.0827859366
UniRef50_UPI00037BEA88: hypothetical protein|unclassified	2.0827859366
UniRef50_UPI000359652E	2.0760383585
UniRef50_UPI000359652E|unclassified	2.0760383585
UniRef50_Q30WJ8: Peptidase M23	2.0724023977
UniRef50_Q30WJ8: Peptidase M23|unclassified	2.0724023977
UniRef50_E7C379: Membrane proteins related to metalloendopeptidases	2.0710226577
UniRef50_E7C379: Membrane proteins related to metalloendopeptidases|unclassified	2.0710226577
UniRef50_UPI00037187D3: hypothetical protein	2.0703649484
UniRef50_UPI00037187D3: hypothetical protein|unclassified	2.0703649484
UniRef50_A0A031I975: Peptidase M23 family protein	2.0701986464
UniRef50_A0A031I975: Peptidase M23 family protein|unclassified	2.0701986464
UniRef50_H6SKD9: Adenylate cyclase	2.0699531264
UniRef50_H6SKD9: Adenylate cyclase|unclassified	2.0699531264
UniRef50_R7L5S0: Peptidase M23	2.0622335330
UniRef50_R7L5S0: Peptidase M23|unclassified	2.0622335330
UniRef50_UPI00034C12E7: hypothetical protein	2.0558429904
UniRef50_UPI00034C12E7: hypothetical protein|unclassified	2.0558429904
UniRef50_U5DAB5	2.0557369762
UniRef50_U5DAB5|unclassified	2.0557369762
UniRef50_E6WZ27: Peptidase M23	2.0536680335
UniRef50_E6WZ27: Peptidase M23|unclassified	2.0536680335
UniRef50_G2P7I5: CHAD domain containing protein	2.0469300767
UniRef50_G2P7I5: CHAD domain containing protein|unclassified	2.0469300767
UniRef50_UPI000313A9D3: hypothetical protein	2.0401382769
UniRef50_UPI000313A9D3: hypothetical protein|unclassified	2.0401382769
UniRef50_UPI000478F974: hypothetical protein	2.0390926182
UniRef50_UPI000478F974: hypothetical protein|unclassified	2.0390926182
UniRef50_UPI0002557811: metallophosphoesterase	2.0366237536
UniRef50_UPI0002557811: metallophosphoesterase|unclassified	2.0366237536
UniRef50_UPI00035F6534: hypothetical protein	2.0314462425
UniRef50_UPI00035F6534: hypothetical protein|unclassified	2.0314462425
UniRef50_A0A059KIN8	2.0311647132
UniRef50_A0A059KIN8|unclassified	2.0311647132
UniRef50_C3IUU6	2.0279436507
UniRef50_C3IUU6|unclassified	2.0279436507
UniRef50_I2JHA1: Peptidase M23B	2.0260330725
UniRef50_I2JHA1: Peptidase M23B|unclassified	2.0260330725
UniRef50_K0YR65	2.0234527920
UniRef50_K0YR65|unclassified	2.0234527920
UniRef50_UPI0002625B26: nicotinamidase	2.0152730258
UniRef50_UPI0002625B26: nicotinamidase|unclassified	2.0152730258
UniRef50_C8WZJ9: Peptidase M23	2.0078237079
UniRef50_C8WZJ9: Peptidase M23|unclassified	2.0078237079
UniRef50_UPI0003710B2B: hypothetical protein	2.0033233215
UniRef50_UPI0003710B2B: hypothetical protein|unclassified	2.0033233215
UniRef50_R0F437: Peptidase M23B (Fragment)	1.9909639255
UniRef50_R0F437: Peptidase M23B (Fragment)|unclassified	1.9909639255
UniRef50_UPI0004015D28: transcriptional regulator	1.9827489680
UniRef50_UPI0004015D28: transcriptional regulator|unclassified	1.9827489680
UniRef50_E6SEZ8: Peptidase M23	1.9804155462
UniRef50_E6SEZ8: Peptidase M23|unclassified	1.9804155462
