# Gene Family	SamplecAMP_signaling_in_bacteria_Abundance-CPM
UniRef50_UPI0001FFDE8E: protein kinase, partial|unclassified	8.45167
UniRef50_C5JBE4: Peptidase U35, phage prohead HK97	8.42864
UniRef50_C5JBE4: Peptidase U35, phage prohead HK97|unclassified	8.42864
UniRef50_K1XXK9: Chad protein	8.41941
UniRef50_K1XXK9: Chad protein|unclassified	8.41941
UniRef50_K8DYL4: Rhodanese-like protein	8.41179
UniRef50_K8DYL4: Rhodanese-like protein|unclassified	8.41179
UniRef50_S6C2L2: Transcriptional regulator	8.37303
UniRef50_S6C2L2: Transcriptional regulator|unclassified	8.37303
UniRef50_K4MCP8	8.3693
UniRef50_K4MCP8|unclassified	8.3693
UniRef50_H1QFP0: M23 peptidase domain protein	8.36604
UniRef50_H1QFP0: M23 peptidase domain protein|unclassified	8.36604
UniRef50_Z5XNQ8: Diguanylate cyclase	8.35133
UniRef50_Z5XNQ8: Diguanylate cyclase|unclassified	8.35133
UniRef50_L0JUA0: ArsR family transcriptional regulator	8.32007
UniRef50_L0JUA0: ArsR family transcriptional regulator|unclassified	8.32007
UniRef50_UPI0004190B91: hypothetical protein	8.28536
UniRef50_UPI0004190B91: hypothetical protein|unclassified	8.28536
UniRef50_UPI0003B4B39B: peptidase	8.28199
UniRef50_UPI0003B4B39B: peptidase|unclassified	8.28199
UniRef50_X1D730: Marine sediment metagenome DNA, contig: S01H4_S14281	8.27921
UniRef50_X1D730: Marine sediment metagenome DNA, contig: S01H4_S14281|unclassified	8.27921
UniRef50_UPI0003B5C6A4: peptidase M23	8.27445
UniRef50_UPI0003B5C6A4: peptidase M23|unclassified	8.27445
UniRef50_UPI00036A89D1: hypothetical protein	8.27368
UniRef50_UPI00036A89D1: hypothetical protein|unclassified	8.27368
UniRef50_F3CER1: GGDEF domain/EAL domain-containing protein (Fragment)	8.26249
UniRef50_F3CER1: GGDEF domain/EAL domain-containing protein (Fragment)|unclassified	8.26249
UniRef50_V2YIA9	8.25056
UniRef50_V2YIA9|unclassified	8.25056
UniRef50_A0A023SA38: Diguanylate cyclase	8.23989
UniRef50_A0A023SA38: Diguanylate cyclase|unclassified	8.23989
UniRef50_D1NDF3: Outer membrane antigenic lipoprotein B (Fragment)	8.22384
UniRef50_D1NDF3: Outer membrane antigenic lipoprotein B (Fragment)|unclassified	8.22384
UniRef50_R9AWM2	8.21157
UniRef50_R9AWM2|unclassified	8.21157
UniRef50_UPI0003612EE2: hypothetical protein, partial	8.17687
UniRef50_UPI0003612EE2: hypothetical protein, partial|unclassified	8.17687
UniRef50_L9Y4K7: Transcriptional regulator TrmB	8.17492
UniRef50_L9Y4K7: Transcriptional regulator TrmB|unclassified	8.17492
UniRef50_K9TK93	8.16746
UniRef50_K9TK93|unclassified	8.16746
UniRef50_K9S3N3: FHA domain containing protein	8.13417
UniRef50_K9S3N3: FHA domain containing protein|unclassified	8.13417
UniRef50_UPI000475A861: hypothetical protein	8.1152
UniRef50_UPI000475A861: hypothetical protein|unclassified	8.1152
UniRef50_UPI000362F817: hypothetical protein	8.11248
UniRef50_UPI000362F817: hypothetical protein|unclassified	8.11248
UniRef50_A0A059MFL6: Peptidase M24	8.09799
UniRef50_A0A059MFL6: Peptidase M24|unclassified	8.09799
UniRef50_R2S4C1	8.08991
UniRef50_R2S4C1|unclassified	8.08991
UniRef50_E8T9V1	8.08908
UniRef50_E8T9V1|unclassified	8.08908
UniRef50_UPI0003B6DD25: peptidase	8.08188
UniRef50_UPI0003B6DD25: peptidase|unclassified	8.08188
UniRef50_UPI00047B3FF9: membrane protein	8.05947
UniRef50_UPI00047B3FF9: membrane protein|unclassified	8.05947
UniRef50_Q98MJ2: Mll0558 protein	8.04591
UniRef50_Q98MJ2: Mll0558 protein|unclassified	8.04591
UniRef50_C2FYF6	8.03569
UniRef50_C2FYF6|unclassified	8.03569
UniRef50_UPI00034D3FB6: hypothetical protein	7.99498
UniRef50_UPI00034D3FB6: hypothetical protein|unclassified	7.99498
UniRef50_Q3SJK0: PhnB protein	7.9668
UniRef50_Q3SJK0: PhnB protein|unclassified	7.9668
UniRef50_X1QWU5: Marine sediment metagenome DNA, contig: S12H4_C01321 (Fragment)	7.96463
UniRef50_X1QWU5: Marine sediment metagenome DNA, contig: S12H4_C01321 (Fragment)|unclassified	7.96463
UniRef50_UPI00047C2E16: hypothetical protein	7.95749
UniRef50_UPI00047C2E16: hypothetical protein|unclassified	7.95749
UniRef50_D3LIR0: Phage minor structural protein (Fragment)	7.89292
UniRef50_D3LIR0: Phage minor structural protein (Fragment)|unclassified	7.89292
UniRef50_A0A023RKF4: Diguanylate cyclase	7.86048
UniRef50_A0A023RKF4: Diguanylate cyclase|unclassified	7.86048
UniRef50_E4QL30: Diguanylate cyclase	7.84141
UniRef50_E4QL30: Diguanylate cyclase|unclassified	7.84141
UniRef50_A8U2Z7: Peptidase M23B	7.83961
UniRef50_A8U2Z7: Peptidase M23B|unclassified	7.83961
UniRef50_UPI0003B438E1: peptidase	7.83016
UniRef50_UPI0003B438E1: peptidase|unclassified	7.83016
UniRef50_UPI00035EFE21: hypothetical protein, partial	7.8155
UniRef50_UPI00035EFE21: hypothetical protein, partial|unclassified	7.8155
UniRef50_UPI0003A05CFE: hypothetical protein	7.8123
UniRef50_UPI0003A05CFE: hypothetical protein|unclassified	7.8123
UniRef50_UPI00034A1229: hypothetical protein	7.7528
UniRef50_UPI00034A1229: hypothetical protein|unclassified	7.7528
UniRef50_UPI000370BD45: hypothetical protein	7.72286
UniRef50_UPI000370BD45: hypothetical protein|unclassified	7.72286
UniRef50_A6U9V9: Uracil-DNA glycosylase superfamily	7.67566
UniRef50_A6U9V9: Uracil-DNA glycosylase superfamily|unclassified	7.67566
UniRef50_U2FR68: Peptidase M23B protein	7.66382
UniRef50_U2FR68: Peptidase M23B protein|unclassified	7.66382
UniRef50_UPI000403879B: hypothetical protein	7.64813
UniRef50_UPI000403879B: hypothetical protein|unclassified	7.64813
UniRef50_UPI0004116B18: hypothetical protein	7.63555
UniRef50_UPI0004116B18: hypothetical protein|unclassified	7.63555
UniRef50_UPI0004637071: hypothetical protein	7.61963
UniRef50_UPI0004637071: hypothetical protein|unclassified	7.61963
UniRef50_X8B5G3: Putative m23 peptidase domain protein	7.61577
UniRef50_X8B5G3: Putative m23 peptidase domain protein|unclassified	7.61577
UniRef50_F5XM27	7.61131
UniRef50_F5XM27|unclassified	7.61131
UniRef50_F4XWY8: Membrane protein, putative metalloendopeptidase	7.57717
UniRef50_F4XWY8: Membrane protein, putative metalloendopeptidase|unclassified	7.57717
UniRef50_W6K9U3	7.56696
UniRef50_W6K9U3|unclassified	7.56696
UniRef50_UPI00046680F9: guanylate cyclase	7.55033
UniRef50_UPI00046680F9: guanylate cyclase|unclassified	7.55033
UniRef50_A8V419	7.52428
UniRef50_A8V419|unclassified	7.52428
UniRef50_A9HXZ0	7.52012
UniRef50_A9HXZ0|unclassified	7.52012
UniRef50_W9AMZ8: CHAP domain-containing protein	7.51379
UniRef50_W9AMZ8: CHAP domain-containing protein|unclassified	7.51379
UniRef50_K9Q5R1: Peptidase M23	7.49054
UniRef50_K9Q5R1: Peptidase M23|unclassified	7.49054
UniRef50_F4XT27	7.47637
UniRef50_F4XT27|unclassified	7.47637
UniRef50_F3GMM9: Insecticidal toxin protein (Fragment)	7.47281
UniRef50_F3GMM9: Insecticidal toxin protein (Fragment)|unclassified	7.47281
UniRef50_X1V8C8: Marine sediment metagenome DNA, contig: S12H4_S11085 (Fragment)	7.47061
UniRef50_X1V8C8: Marine sediment metagenome DNA, contig: S12H4_S11085 (Fragment)|unclassified	7.47061
UniRef50_G2LJM7	7.45894
UniRef50_G2LJM7|unclassified	7.45894
UniRef50_UPI000465FE97: hypothetical protein	7.44025
UniRef50_UPI000465FE97: hypothetical protein|unclassified	7.44025
UniRef50_M3HWY2: Putative lipoprotein	7.43677
UniRef50_M3HWY2: Putative lipoprotein|unclassified	7.43677
UniRef50_UPI00037E3964: hypothetical protein	7.43484
UniRef50_UPI00037E3964: hypothetical protein|unclassified	7.43484
UniRef50_UPI000255E860: metallopeptidase	7.43133
UniRef50_UPI000255E860: metallopeptidase|unclassified	7.43133
UniRef50_UPI00036CE7B7: hypothetical protein	7.41413
UniRef50_UPI00036CE7B7: hypothetical protein|unclassified	7.41413
UniRef50_M6T5E4: Peptidase, M23 family	7.41088
UniRef50_M6T5E4: Peptidase, M23 family|unclassified	7.41088
UniRef50_E6QAE8: Adenylate cyclase	7.41085
UniRef50_E6QAE8: Adenylate cyclase|unclassified	7.41085
UniRef50_UPI0003712BAB: hypothetical protein	7.38735
UniRef50_UPI0003712BAB: hypothetical protein|unclassified	7.38735
UniRef50_W9TAQ0: CHAD domain protein	7.37356
UniRef50_W9TAQ0: CHAD domain protein|unclassified	7.37356
UniRef50_UPI0002DBDDA0: hypothetical protein	7.36992
UniRef50_UPI0002DBDDA0: hypothetical protein|unclassified	7.36992
UniRef50_E6QM68	7.36242
UniRef50_E6QM68|unclassified	7.36242
UniRef50_UPI0003827A9A: hypothetical protein	7.35754
UniRef50_UPI0003827A9A: hypothetical protein|unclassified	7.35754
UniRef50_F8KQX8: Membrane proteins related to metalloendopeptidases	7.35658
UniRef50_F8KQX8: Membrane proteins related to metalloendopeptidases|unclassified	7.35658
UniRef50_E7QT18	7.35378
UniRef50_E7QT18|unclassified	7.35378
UniRef50_UPI0002DA131D: hypothetical protein	7.35094
UniRef50_UPI0002DA131D: hypothetical protein|unclassified	7.35094
UniRef50_UPI00036C8C45: hypothetical protein	7.34903
UniRef50_UPI00036C8C45: hypothetical protein|unclassified	7.34903
UniRef50_UPI000376E244: hypothetical protein	7.33595
UniRef50_UPI000376E244: hypothetical protein|unclassified	7.33595
UniRef50_UPI0003606C84: hypothetical protein	7.32503
UniRef50_UPI0003606C84: hypothetical protein|unclassified	7.32503
UniRef50_UPI000367A490: hypothetical protein	7.31489
UniRef50_UPI000367A490: hypothetical protein|unclassified	7.31489
UniRef50_I2QDC4	7.3087
UniRef50_I2QDC4|unclassified	7.3087
UniRef50_UPI000470AD98: hypothetical protein	7.2754
UniRef50_UPI000470AD98: hypothetical protein|unclassified	7.2754
UniRef50_F8FJJ5: Activator of Hsp90 ATPase 1 family protein	7.25056
UniRef50_F8FJJ5: Activator of Hsp90 ATPase 1 family protein|unclassified	7.25056
UniRef50_UPI00037BEA88: hypothetical protein	7.24865
UniRef50_UPI00037BEA88: hypothetical protein|unclassified	7.24865
UniRef50_UPI000359652E	7.22517
UniRef50_UPI000359652E|unclassified	7.22517
UniRef50_Q30WJ8: Peptidase M23	7.21251
UniRef50_Q30WJ8: Peptidase M23|unclassified	7.21251
UniRef50_E7C379: Membrane proteins related to metalloendopeptidases	7.20771
UniRef50_E7C379: Membrane proteins related to metalloendopeptidases|unclassified	7.20771
UniRef50_UPI00037187D3: hypothetical protein	7.20542
UniRef50_UPI00037187D3: hypothetical protein|unclassified	7.20542
UniRef50_A0A031I975: Peptidase M23 family protein	7.20484
UniRef50_A0A031I975: Peptidase M23 family protein|unclassified	7.20484
UniRef50_H6SKD9: Adenylate cyclase	7.20399
UniRef50_H6SKD9: Adenylate cyclase|unclassified	7.20399
UniRef50_R7L5S0: Peptidase M23	7.17712
UniRef50_R7L5S0: Peptidase M23|unclassified	7.17712
UniRef50_UPI00034C12E7: hypothetical protein	7.15488
UniRef50_UPI00034C12E7: hypothetical protein|unclassified	7.15488
UniRef50_U5DAB5	7.15451
UniRef50_U5DAB5|unclassified	7.15451
UniRef50_E6WZ27: Peptidase M23	7.14731
UniRef50_E6WZ27: Peptidase M23|unclassified	7.14731
UniRef50_G2P7I5: CHAD domain containing protein	7.12386
UniRef50_G2P7I5: CHAD domain containing protein|unclassified	7.12386
UniRef50_UPI000313A9D3: hypothetical protein	7.10023
UniRef50_UPI000313A9D3: hypothetical protein|unclassified	7.10023
UniRef50_UPI000478F974: hypothetical protein	7.09659
UniRef50_UPI000478F974: hypothetical protein|unclassified	7.09659
UniRef50_UPI0002557811: metallophosphoesterase	7.08799
UniRef50_UPI0002557811: metallophosphoesterase|unclassified	7.08799
UniRef50_UPI00035F6534: hypothetical protein	7.06998
UniRef50_UPI00035F6534: hypothetical protein|unclassified	7.06998
UniRef50_A0A059KIN8	7.069
UniRef50_A0A059KIN8|unclassified	7.069
UniRef50_C3IUU6	7.05779
UniRef50_C3IUU6|unclassified	7.05779
UniRef50_I2JHA1: Peptidase M23B	7.05114
UniRef50_I2JHA1: Peptidase M23B|unclassified	7.05114
UniRef50_K0YR65	7.04216
UniRef50_K0YR65|unclassified	7.04216
UniRef50_UPI0002625B26: nicotinamidase	7.01369
UniRef50_UPI0002625B26: nicotinamidase|unclassified	7.01369
UniRef50_C8WZJ9: Peptidase M23	6.98776
UniRef50_C8WZJ9: Peptidase M23|unclassified	6.98776
UniRef50_UPI0003710B2B: hypothetical protein	6.9721
UniRef50_UPI0003710B2B: hypothetical protein|unclassified	6.9721
UniRef50_R0F437: Peptidase M23B (Fragment)	6.92909
UniRef50_R0F437: Peptidase M23B (Fragment)|unclassified	6.92909
UniRef50_UPI0004015D28: transcriptional regulator	6.9005
UniRef50_UPI0004015D28: transcriptional regulator|unclassified	6.9005
UniRef50_E6SEZ8: Peptidase M23	6.89238
UniRef50_E6SEZ8: Peptidase M23|unclassified	6.89238
UniRef50_UPI0004280999: hypothetical protein	6.88562
UniRef50_UPI0004280999: hypothetical protein|unclassified	6.88562
UniRef50_M6UZE6: Peptidase, M23 family	6.88124
UniRef50_M6UZE6: Peptidase, M23 family|unclassified	6.88124
UniRef50_G5J1G5: Insecticidal toxin complex-like protein	6.87986
UniRef50_G5J1G5: Insecticidal toxin complex-like protein|unclassified	6.87986
UniRef50_D4GVQ8: ArsR family transcription regulator	6.87975
UniRef50_D4GVQ8: ArsR family transcription regulator|unclassified	6.87975
UniRef50_U7U674	6.84736
UniRef50_U7U674|unclassified	6.84736
UniRef50_U5T7X9	6.84142
UniRef50_U5T7X9|unclassified	6.84142
UniRef50_UPI0003B2EA4F: ferredoxin	6.83546
UniRef50_UPI0003B2EA4F: ferredoxin|unclassified	6.83546
UniRef50_X0ZFG1: Marine sediment metagenome DNA, contig: S01H4_L00431 (Fragment)	6.82916
UniRef50_X0ZFG1: Marine sediment metagenome DNA, contig: S01H4_L00431 (Fragment)|unclassified	6.82916
UniRef50_H8MQ93	6.82552
UniRef50_H8MQ93|unclassified	6.82552
UniRef50_H8I7B7	6.80143
UniRef50_H8I7B7|unclassified	6.80143
UniRef50_U7GH75	6.79288
UniRef50_U7GH75|unclassified	6.79288
UniRef50_UPI0003736C1A: hypothetical protein	6.7894
UniRef50_UPI0003736C1A: hypothetical protein|unclassified	6.7894
UniRef50_Q9AYV6: Minor structural protein 3	6.78275
UniRef50_Q9AYV6: Minor structural protein 3|unclassified	6.78275
UniRef50_U1QQQ1	6.78076
UniRef50_U1QQQ1|unclassified	6.78076
UniRef50_R4Z640	6.77883
UniRef50_R4Z640|unclassified	6.77883
UniRef50_U1JVN3: Diguanylate cyclase	6.77743
UniRef50_U1JVN3: Diguanylate cyclase|unclassified	6.77743
UniRef50_Q2S8S6: Membrane protein related to metalloendopeptidase	6.7185
UniRef50_Q2S8S6: Membrane protein related to metalloendopeptidase|unclassified	6.7185
UniRef50_M2U5F8: Peptidase, M23/M37 family	6.70245
UniRef50_M2U5F8: Peptidase, M23/M37 family|unclassified	6.70245
UniRef50_UPI0003808F03: hypothetical protein	6.67198
UniRef50_UPI0003808F03: hypothetical protein|unclassified	6.67198
UniRef50_U2BIG5: Peptidase, M23 family (Fragment)	6.65396
UniRef50_U2BIG5: Peptidase, M23 family (Fragment)|unclassified	6.65396
UniRef50_I8SWP8: Metalloendopeptidase-related membrane protein	6.65272
UniRef50_I8SWP8: Metalloendopeptidase-related membrane protein|unclassified	6.65272
UniRef50_A3IYJ3: Adenylate cyclase	6.64965
UniRef50_A3IYJ3: Adenylate cyclase|unclassified	6.64965
UniRef50_T0ZZ59: FHA domain containing protein (Fragment)	6.63006
UniRef50_T0ZZ59: FHA domain containing protein (Fragment)|unclassified	6.63006
UniRef50_K9Y0M5: CHASE2 domain protein	6.62195
UniRef50_K9Y0M5: CHASE2 domain protein|unclassified	6.62195
UniRef50_E1IB56: Peptidase M23B	6.61464
UniRef50_E1IB56: Peptidase M23B|unclassified	6.61464
UniRef50_Q1LH93	6.57826
UniRef50_Q1LH93|unclassified	6.57826
UniRef50_W4MFR8	6.57339
UniRef50_W4MFR8|unclassified	6.57339
UniRef50_UPI00036C056E: hypothetical protein	6.57282
UniRef50_UPI00036C056E: hypothetical protein|unclassified	6.57282
UniRef50_UPI0003694550: hypothetical protein	6.56654
UniRef50_UPI0003694550: hypothetical protein|unclassified	6.56654
UniRef50_K2JF97: Peptidase M23B	6.53158
UniRef50_K2JF97: Peptidase M23B|unclassified	6.53158
UniRef50_M0DMB8: ArsR family transcriptional regulator	6.52499
UniRef50_M0DMB8: ArsR family transcriptional regulator|unclassified	6.52499
UniRef50_K9FLR1	6.47416
UniRef50_K9FLR1|unclassified	6.47416
UniRef50_G9YWX6: Peptidase, M23 family (Fragment)	6.46592
UniRef50_G9YWX6: Peptidase, M23 family (Fragment)|unclassified	6.46592
UniRef50_E6QIR4	6.46399
UniRef50_E6QIR4|unclassified	6.46399
UniRef50_Q3A1P6: Zinc metalloendopeptidase, M23 family	6.46043
UniRef50_Q3A1P6: Zinc metalloendopeptidase, M23 family|unclassified	6.46043
UniRef50_UPI0002557C8C: diguanylate cyclase	6.43363
UniRef50_UPI0002557C8C: diguanylate cyclase|unclassified	6.43363
UniRef50_S9S6J7: Uracil-DNA glycosylase	6.42218
UniRef50_S9S6J7: Uracil-DNA glycosylase|unclassified	6.42218
UniRef50_X0XPU1: Marine sediment metagenome DNA, contig: S01H1_S27253 (Fragment)	6.41956
UniRef50_X0XPU1: Marine sediment metagenome DNA, contig: S01H1_S27253 (Fragment)|unclassified	6.41956
UniRef50_UPI00031A4B00: hypothetical protein	6.4189
UniRef50_UPI00031A4B00: hypothetical protein|unclassified	6.4189
UniRef50_N7WQZ4	6.39852
UniRef50_N7WQZ4|unclassified	6.39852
UniRef50_UPI000372501C: hypothetical protein, partial	6.39225
UniRef50_UPI000372501C: hypothetical protein, partial|unclassified	6.39225
UniRef50_W0JXJ3	6.38887
UniRef50_W0JXJ3|unclassified	6.38887
UniRef50_K9UNR2: Tetratricopeptide repeat protein	6.38772
UniRef50_K9UNR2: Tetratricopeptide repeat protein|unclassified	6.38772
UniRef50_W4SAW5: TPR containing repeat protein (Fragment)	6.35868
UniRef50_W4SAW5: TPR containing repeat protein (Fragment)|unclassified	6.35868
UniRef50_W0E2A0: Peptidase M23	6.33047
UniRef50_W0E2A0: Peptidase M23|unclassified	6.33047
UniRef50_UPI000477F154: hypothetical protein	6.31349
UniRef50_UPI000477F154: hypothetical protein|unclassified	6.31349
UniRef50_B5JGP3: M23 peptidase domain protein	6.31023
UniRef50_B5JGP3: M23 peptidase domain protein|unclassified	6.31023
UniRef50_UPI00047E47E7: hypothetical protein	6.30467
UniRef50_UPI00047E47E7: hypothetical protein|unclassified	6.30467
UniRef50_UPI0003B6A9F8: ArsR family transcriptional regulator	6.30213
UniRef50_UPI0003B6A9F8: ArsR family transcriptional regulator|unclassified	6.30213
UniRef50_G2DT82: Peptidase M23B	6.29169
UniRef50_G2DT82: Peptidase M23B|unclassified	6.29169
UniRef50_U7UFE2: Putative adenylyl cyclase CyaB	6.25515
UniRef50_U7UFE2: Putative adenylyl cyclase CyaB|unclassified	6.25515
UniRef50_N6XDA8	6.24525
UniRef50_N6XDA8|unclassified	6.24525
UniRef50_U2QF40: Peptidase, M23 family (Fragment)	6.23165
UniRef50_U2QF40: Peptidase, M23 family (Fragment)|unclassified	6.23165
UniRef50_X1B8J7: Marine sediment metagenome DNA, contig: S01H4_S01210 (Fragment)	6.22218
UniRef50_X1B8J7: Marine sediment metagenome DNA, contig: S01H4_S01210 (Fragment)|unclassified	6.22218
UniRef50_Q4BYH4: GGDEF	6.13725
UniRef50_Q4BYH4: GGDEF|unclassified	6.13725
UniRef50_UPI000374B677: hypothetical protein, partial	6.10271
UniRef50_UPI000374B677: hypothetical protein, partial|unclassified	6.10271
UniRef50_T2G8T6: Putative peptidase M23 family protein	6.09661
UniRef50_T2G8T6: Putative peptidase M23 family protein|unclassified	6.09661
UniRef50_K9TNF5: Metalloendopeptidase-like membrane protein	6.08391
UniRef50_K9TNF5: Metalloendopeptidase-like membrane protein|unclassified	6.08391
UniRef50_V4J732	6.07404
UniRef50_V4J732|unclassified	6.07404
UniRef50_UPI0004775ECE: phosphotyrosine protein phosphatase	6.05957
UniRef50_UPI0004775ECE: phosphotyrosine protein phosphatase|unclassified	6.05957
UniRef50_UPI0004715EA2: hypothetical protein	5.98978
UniRef50_UPI0004715EA2: hypothetical protein|unclassified	5.98978
UniRef50_K6E0P9	5.97851
UniRef50_K6E0P9|unclassified	5.97851
UniRef50_A7BTZ9	5.97489
UniRef50_A7BTZ9|unclassified	5.97489
UniRef50_UPI00046648E8: hypothetical protein	5.97416
UniRef50_UPI00046648E8: hypothetical protein|unclassified	5.97416
UniRef50_UPI00036920EC: hypothetical protein	5.9637
UniRef50_UPI00036920EC: hypothetical protein|unclassified	5.9637
UniRef50_H5WVX9	5.96105
UniRef50_H5WVX9|unclassified	5.96105
UniRef50_K9DWK5	5.95737
UniRef50_K9DWK5|unclassified	5.95737
UniRef50_K6WB96	5.93885
UniRef50_K6WB96|unclassified	5.93885
UniRef50_G7LWI5: Diguanylate cyclase	5.91946
UniRef50_G7LWI5: Diguanylate cyclase|unclassified	5.91946
UniRef50_M0GP95: DNA binding protein transcriptional regulator	5.91079
UniRef50_M0GP95: DNA binding protein transcriptional regulator|unclassified	5.91079
UniRef50_G9ZUW6: Peptidase, M23 family	5.89704
UniRef50_G9ZUW6: Peptidase, M23 family|unclassified	5.89704
UniRef50_UPI0002DDBCC1: hypothetical protein	5.88974
UniRef50_UPI0002DDBCC1: hypothetical protein|unclassified	5.88974
UniRef50_U3AQJ2	5.86615
UniRef50_U3AQJ2|unclassified	5.86615
UniRef50_K7Q2K5: Uracil DNA glycosylase family protein	5.86277
UniRef50_K7Q2K5: Uracil DNA glycosylase family protein|unclassified	5.86277
UniRef50_I2MY88: CHAD domain containing protein (Fragment)	5.85713
UniRef50_I2MY88: CHAD domain containing protein (Fragment)|unclassified	5.85713
UniRef50_UPI000474B109: hypothetical protein, partial	5.81997
UniRef50_UPI000474B109: hypothetical protein, partial|unclassified	5.81997
UniRef50_Q4EA01: M23/M37 peptidase domain protein	5.81175
UniRef50_Q4EA01: M23/M37 peptidase domain protein|unclassified	5.81175
UniRef50_F9CZ78: Transcriptional regulator protein-like protein	5.80865
UniRef50_F9CZ78: Transcriptional regulator protein-like protein|unclassified	5.80865
UniRef50_UPI00040A6323: transcriptional regulator	5.79616
UniRef50_UPI00040A6323: transcriptional regulator|unclassified	5.79616
UniRef50_Q3BT58	5.7925
UniRef50_Q3BT58|unclassified	5.7925
UniRef50_W1S5K8	5.78294
UniRef50_W1S5K8|unclassified	5.78294
UniRef50_UPI00037D9B90: hypothetical protein	5.781
UniRef50_UPI00037D9B90: hypothetical protein|unclassified	5.781
UniRef50_W7X505: Arsenate reductase (Thioredoxin)	5.75959
UniRef50_W7X505: Arsenate reductase (Thioredoxin)|unclassified	5.75959
UniRef50_X0T5A0: Marine sediment metagenome DNA, contig: S01H1_L04221 (Fragment)	5.75512
UniRef50_X0T5A0: Marine sediment metagenome DNA, contig: S01H1_L04221 (Fragment)|unclassified	5.75512
UniRef50_UPI0003B3EF59: peptidase M23	5.74981
UniRef50_UPI0003B3EF59: peptidase M23|unclassified	5.74981
UniRef50_UPI000370D674: hypothetical protein	5.72281
UniRef50_UPI000370D674: hypothetical protein|unclassified	5.72281
UniRef50_X0WYE3: Marine sediment metagenome DNA, contig: S01H1_S23237 (Fragment)	5.72245
UniRef50_X0WYE3: Marine sediment metagenome DNA, contig: S01H1_S23237 (Fragment)|unclassified	5.72245
UniRef50_UPI0002F94A51: hypothetical protein	5.7203
UniRef50_UPI0002F94A51: hypothetical protein|unclassified	5.7203
UniRef50_K9RLV5	5.71385
UniRef50_K9RLV5|unclassified	5.71385
UniRef50_W6M5G8	5.67725
UniRef50_W6M5G8|unclassified	5.67725
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial	5.66391
UniRef50_UPI000441E63E: PREDICTED: probable transcriptional regulator ycf27-like, partial|unclassified	5.66391
UniRef50_E2B4V8	5.65428
UniRef50_E2B4V8|unclassified	5.65428
UniRef50_Q1GFP0: LysM domain/M23/M37 peptidase	5.64993
UniRef50_Q1GFP0: LysM domain/M23/M37 peptidase|unclassified	5.64993
UniRef50_U1FKR8: Peptidase, M23 family	5.64098
UniRef50_U1FKR8: Peptidase, M23 family|unclassified	5.64098
UniRef50_F0G5D3	5.63673
UniRef50_F0G5D3|unclassified	5.63673
UniRef50_UPI000465CBF4: hypothetical protein	5.63529
UniRef50_UPI000465CBF4: hypothetical protein|unclassified	5.63529
UniRef50_V8CC81	5.62986
UniRef50_V8CC81|unclassified	5.62986
UniRef50_A4JNZ9: Uracil-DNA glycosylase superfamily	5.6242
UniRef50_A4JNZ9: Uracil-DNA glycosylase superfamily|unclassified	5.6242
UniRef50_UPI00035D9A81: hypothetical protein	5.58784
UniRef50_UPI00035D9A81: hypothetical protein|unclassified	5.58784
UniRef50_F3JP49: YD repeat-containing protein (Fragment)	5.58251
UniRef50_F3JP49: YD repeat-containing protein (Fragment)|unclassified	5.58251
UniRef50_A0A038GV92	5.57416
UniRef50_A0A038GV92|unclassified	5.57416
UniRef50_L0G0X1: cAMP-binding protein	5.56484
UniRef50_L0G0X1: cAMP-binding protein|unclassified	5.56484
UniRef50_UPI00037E1FF2: hypothetical protein	5.56117
UniRef50_UPI00037E1FF2: hypothetical protein|unclassified	5.56117
UniRef50_F7Y900: NIPSNAP family containing protein	5.557
UniRef50_F7Y900: NIPSNAP family containing protein|unclassified	5.557
UniRef50_UPI000347BE56: hypothetical protein	5.53926
UniRef50_UPI000347BE56: hypothetical protein|unclassified	5.53926
UniRef50_T0ZT72: FHA domain-containing protein-like protein (Fragment)	5.48641
UniRef50_T0ZT72: FHA domain-containing protein-like protein (Fragment)|unclassified	5.48641
UniRef50_F2NV93: Peptidase M23	5.47803
UniRef50_F2NV93: Peptidase M23|unclassified	5.47803
UniRef50_U3U1R4: Diguanylate cyclase	5.46364
UniRef50_U3U1R4: Diguanylate cyclase|unclassified	5.46364
UniRef50_I2PWY2: Metalloendopeptidase-like membrane protein	5.4373
UniRef50_I2PWY2: Metalloendopeptidase-like membrane protein|unclassified	5.4373
UniRef50_UPI00037A598B: hypothetical protein	5.4083
UniRef50_UPI00037A598B: hypothetical protein|unclassified	5.4083
UniRef50_X2JAQ5: CG14434, isoform C	5.39447
UniRef50_X2JAQ5: CG14434, isoform C|unclassified	5.39447
UniRef50_M1PCL1: Metalloendopeptidase-like membrane protein	5.39363
UniRef50_M1PCL1: Metalloendopeptidase-like membrane protein|unclassified	5.39363
UniRef50_K0NQ04: Predicted metallopeptidase, M23 family	5.38369
UniRef50_K0NQ04: Predicted metallopeptidase, M23 family|unclassified	5.38369
UniRef50_K2EFY9	5.37949
UniRef50_K2EFY9|unclassified	5.37949
UniRef50_R2SBI6: Phage minor structural protein	5.37888
UniRef50_R2SBI6: Phage minor structural protein|unclassified	5.37888
UniRef50_UPI00046AE50A: phosphopeptide-binding protein	5.34139
UniRef50_UPI00046AE50A: phosphopeptide-binding protein|unclassified	5.34139
UniRef50_UPI0003B6225F: membrane protein	5.33634
