# Gene Family	SampleDNA_repair._bacterial_Abundance-CPM
UniRef50_W4F312: DNA repair protein RadC	21.8615
UniRef50_W4F312: DNA repair protein RadC|unclassified	21.8615
UniRef50_UPI0002F22E56: hypothetical protein	21.7961
UniRef50_UPI0002F22E56: hypothetical protein|unclassified	21.7961
UniRef50_K1U1Z2: DNA repair protein RadC (Fragment)	21.728
UniRef50_K1U1Z2: DNA repair protein RadC (Fragment)|unclassified	21.728
UniRef50_UPI0004637278: hypothetical protein, partial	21.7137
UniRef50_UPI0004637278: hypothetical protein, partial|unclassified	21.7137
UniRef50_U2G1X2: DNA recombination protein RmuC	21.6807
UniRef50_U2G1X2: DNA recombination protein RmuC|unclassified	21.6807
UniRef50_X1ILB3: Marine sediment metagenome DNA, contig: S03H2_S03478	21.6639
UniRef50_X1ILB3: Marine sediment metagenome DNA, contig: S03H2_S03478|unclassified	21.6639
UniRef50_UPI000368DDAB: hypothetical protein	21.6637
UniRef50_UPI000368DDAB: hypothetical protein|unclassified	21.6637
UniRef50_R5T718	21.6008
UniRef50_R5T718|unclassified	21.6008
UniRef50_B0S4M4	21.5399
UniRef50_B0S4M4|unclassified	21.5399
UniRef50_UPI0003A57B20: cell envelope biogenesis protein AsmA	21.5251
UniRef50_UPI0003A57B20: cell envelope biogenesis protein AsmA|unclassified	21.5251
UniRef50_F6FPP4	21.4623
UniRef50_F6FPP4|unclassified	21.4623
UniRef50_K2DVI8: DNA repair protein RecN	21.4113
UniRef50_K2DVI8: DNA repair protein RecN|unclassified	21.4113
UniRef50_Q7UT53: RadC	21.3876
UniRef50_Q7UT53: RadC|unclassified	21.3876
UniRef50_UPI0003B77D2D: DNA repair protein RadA	21.204
UniRef50_UPI0003B77D2D: DNA repair protein RadA|unclassified	21.204
UniRef50_E7MMI7: DNA repair protein RadC	21.1939
UniRef50_E7MMI7: DNA repair protein RadC|unclassified	21.1939
UniRef50_UPI000382C6C0: hypothetical protein	21.0546
UniRef50_UPI000382C6C0: hypothetical protein|unclassified	21.0546
UniRef50_R5LHX9	21.0476
UniRef50_R5LHX9|unclassified	21.0476
UniRef50_W6U4L9	21.0088
UniRef50_W6U4L9|unclassified	21.0088
UniRef50_K9TBT8	20.9906
UniRef50_K9TBT8|unclassified	20.9906
UniRef50_UPI000464E07B: hypothetical protein	20.9778
UniRef50_UPI000464E07B: hypothetical protein|unclassified	20.9778
UniRef50_A0A011NQR2: Endonuclease III	20.9721
UniRef50_A0A011NQR2: Endonuclease III|unclassified	20.9721
UniRef50_UPI0001C37691: DNA repair protein RadC	20.909
UniRef50_UPI0001C37691: DNA repair protein RadC|unclassified	20.909
UniRef50_Q0GNI5: Smu18B	20.8748
UniRef50_Q0GNI5: Smu18B|unclassified	20.8748
UniRef50_UPI0002FB25A8: hypothetical protein	20.8747
UniRef50_UPI0002FB25A8: hypothetical protein|unclassified	20.8747
UniRef50_UPI00046CA418: hypothetical protein	20.8658
UniRef50_UPI00046CA418: hypothetical protein|unclassified	20.8658
UniRef50_UPI000474B6EB: hypothetical protein, partial	20.8658
UniRef50_UPI000474B6EB: hypothetical protein, partial|unclassified	20.8658
UniRef50_X1TR68: Marine sediment metagenome DNA, contig: S12H4_S04591 (Fragment)	20.8526
UniRef50_X1TR68: Marine sediment metagenome DNA, contig: S12H4_S04591 (Fragment)|unclassified	20.8526
UniRef50_D4XWF6	20.848
UniRef50_D4XWF6|unclassified	20.848
UniRef50_R9MDM9: DNA repair protein RadC	20.8231
UniRef50_R9MDM9: DNA repair protein RadC|unclassified	20.8231
UniRef50_I0I2Q1	20.8055
UniRef50_I0I2Q1|unclassified	20.8055
UniRef50_Q9HKY3: Bifunctional methyltransferase/endonuclease	20.7918
UniRef50_Q9HKY3: Bifunctional methyltransferase/endonuclease|unclassified	20.7918
UniRef50_K8Z7G5: DNA repair protein RadC	20.7808
UniRef50_K8Z7G5: DNA repair protein RadC|unclassified	20.7808
UniRef50_Q6MBP3	20.7585
UniRef50_Q6MBP3|unclassified	20.7585
UniRef50_D0D9W0: Exopolysaccharide biosynthesis domain protein	20.7518
UniRef50_D0D9W0: Exopolysaccharide biosynthesis domain protein|unclassified	20.7518
UniRef50_A8ZYJ4: DNA repair protein RadC	20.7074
UniRef50_A8ZYJ4: DNA repair protein RadC|unclassified	20.7074
UniRef50_A6EEF9: DNA repair protein	20.704
UniRef50_A6EEF9: DNA repair protein|unclassified	20.704
UniRef50_U1RM60: RmuC domain protein	20.6923
UniRef50_U1RM60: RmuC domain protein|unclassified	20.6923
UniRef50_UPI00014AD6BB: MULTISPECIES: single-stranded DNA-binding protein	20.6248
UniRef50_UPI00014AD6BB: MULTISPECIES: single-stranded DNA-binding protein|unclassified	20.6248
UniRef50_I0IIA0	20.6022
UniRef50_I0IIA0|unclassified	20.6022
UniRef50_UPI0001FFF745: exonuclease	20.5944
UniRef50_UPI0001FFF745: exonuclease|unclassified	20.5944
UniRef50_W2CKV2	20.582
UniRef50_W2CKV2|unclassified	20.582
UniRef50_G8W7N6	20.5214
UniRef50_G8W7N6|unclassified	20.5214
UniRef50_V9H472	20.5153
UniRef50_V9H472|unclassified	20.5153
UniRef50_F7KAP7: DNA repair protein RadC	20.515
UniRef50_F7KAP7: DNA repair protein RadC|unclassified	20.515
UniRef50_H8KNS2: DNA repair protein	20.5063
UniRef50_H8KNS2: DNA repair protein|unclassified	20.5063
UniRef50_R5ZX42	20.4901
UniRef50_R5ZX42|unclassified	20.4901
UniRef50_R5IXJ0: DNA repair protein RadC	20.4422
UniRef50_R5IXJ0: DNA repair protein RadC|unclassified	20.4422
UniRef50_C6I000	20.4159
UniRef50_C6I000|unclassified	20.4159
UniRef50_UPI0004696C55: DNA recombinase	20.3503
UniRef50_UPI0004696C55: DNA recombinase|unclassified	20.3503
UniRef50_H8EN86	20.3272
UniRef50_H8EN86|unclassified	20.3272
UniRef50_K0YER9	20.312
UniRef50_K0YER9|unclassified	20.312
UniRef50_A5EW20	20.2693
UniRef50_A5EW20|unclassified	20.2693
UniRef50_UPI0003B30934: DNA recombination protein RmuC	20.231
UniRef50_UPI0003B30934: DNA recombination protein RmuC|unclassified	20.231
UniRef50_S2PI88	20.2169
UniRef50_S2PI88|unclassified	20.2169
UniRef50_UPI00046D0CDF: hypothetical protein	20.0712
UniRef50_UPI00046D0CDF: hypothetical protein|unclassified	20.0712
UniRef50_UPI00037FD556: hypothetical protein	20.03
UniRef50_UPI00037FD556: hypothetical protein|unclassified	20.03
UniRef50_S9SLM3	19.9482
UniRef50_S9SLM3|unclassified	19.9482
UniRef50_I7K8E2	19.8762
UniRef50_I7K8E2|unclassified	19.8762
UniRef50_D5BUR2: Alkylated DNA repair protein-like protein	19.8697
UniRef50_D5BUR2: Alkylated DNA repair protein-like protein|unclassified	19.8697
UniRef50_UPI0003790AF2: hypothetical protein	19.8663
UniRef50_UPI0003790AF2: hypothetical protein|unclassified	19.8663
UniRef50_UPI0003785919: hypothetical protein	19.8604
UniRef50_UPI0003785919: hypothetical protein|unclassified	19.8604
UniRef50_UPI00037FAAFF: hypothetical protein	19.8389
UniRef50_UPI00037FAAFF: hypothetical protein|unclassified	19.8389
UniRef50_S4XQ59	19.8308
UniRef50_S4XQ59|unclassified	19.8308
UniRef50_UPI000369A9E8: single-stranded DNA-binding protein	19.8263
UniRef50_UPI000369A9E8: single-stranded DNA-binding protein|unclassified	19.8263
UniRef50_R7IBJ9	19.769
UniRef50_R7IBJ9|unclassified	19.769
UniRef50_UPI000410E566: hypothetical protein	19.7689
UniRef50_UPI000410E566: hypothetical protein|unclassified	19.7689
UniRef50_UPI0000E0EED3: Ada family regulatory protein	19.7584
UniRef50_UPI0000E0EED3: Ada family regulatory protein|unclassified	19.7584
UniRef50_UPI000464C07B: hypothetical protein	19.7561
UniRef50_UPI000464C07B: hypothetical protein|unclassified	19.7561
UniRef50_D4JA77: DNA repair proteins	19.7193
UniRef50_D4JA77: DNA repair proteins|unclassified	19.7193
UniRef50_K1T2N9	19.6959
UniRef50_K1T2N9|unclassified	19.6959
UniRef50_B1ZC49: SMC domain protein	19.6935
UniRef50_B1ZC49: SMC domain protein|unclassified	19.6935
UniRef50_T0UKW6: DNA repair protein	19.6759
UniRef50_T0UKW6: DNA repair protein|unclassified	19.6759
UniRef50_S2R499	19.6421
UniRef50_S2R499|unclassified	19.6421
UniRef50_X1NP65: Marine sediment metagenome DNA, contig: S06H3_S07349 (Fragment)	19.6397
UniRef50_X1NP65: Marine sediment metagenome DNA, contig: S06H3_S07349 (Fragment)|unclassified	19.6397
UniRef50_UPI0003481D30: MULTISPECIES: hypothetical protein	19.6328
UniRef50_UPI0003481D30: MULTISPECIES: hypothetical protein|unclassified	19.6328
UniRef50_UPI0003F6F849: hypothetical protein	19.5658
UniRef50_UPI0003F6F849: hypothetical protein|unclassified	19.5658
UniRef50_V3LRM0	19.5463
UniRef50_V3LRM0|unclassified	19.5463
UniRef50_X1AAX7: Marine sediment metagenome DNA, contig: S01H4_C00836	19.4551
UniRef50_X1AAX7: Marine sediment metagenome DNA, contig: S01H4_C00836|unclassified	19.4551
UniRef50_T0QKQ8: DNA repair protein RadC (Fragment)	19.4389
UniRef50_T0QKQ8: DNA repair protein RadC (Fragment)|unclassified	19.4389
UniRef50_B9LVQ4: Metallophosphoesterase	19.4045
UniRef50_B9LVQ4: Metallophosphoesterase|unclassified	19.4045
UniRef50_U2T1K7	19.3781
UniRef50_U2T1K7|unclassified	19.3781
UniRef50_Q5FNC5: DNA repair protein RadC	19.3386
UniRef50_Q5FNC5: DNA repair protein RadC|unclassified	19.3386
UniRef50_X1CFJ1: Marine sediment metagenome DNA, contig: S01H4_S04057	19.334
UniRef50_X1CFJ1: Marine sediment metagenome DNA, contig: S01H4_S04057|unclassified	19.334
UniRef50_UPI0003FB21F1: hypothetical protein	19.3025
UniRef50_UPI0003FB21F1: hypothetical protein|unclassified	19.3025
UniRef50_UPI000468C9B4: hypothetical protein	19.2847
UniRef50_UPI000468C9B4: hypothetical protein|unclassified	19.2847
UniRef50_J6F469	19.2702
UniRef50_J6F469|unclassified	19.2702
UniRef50_B2KC67	19.1587
UniRef50_B2KC67|unclassified	19.1587
UniRef50_UPI000472020D: hypothetical protein, partial	19.1575
UniRef50_UPI000472020D: hypothetical protein, partial|unclassified	19.1575
UniRef50_T0ZUD0: RmuC domain protein	19.1524
UniRef50_T0ZUD0: RmuC domain protein|unclassified	19.1524
UniRef50_G5GGY7	19.1503
UniRef50_G5GGY7|unclassified	19.1503
UniRef50_K2BSS6	19.1186
UniRef50_K2BSS6|unclassified	19.1186
UniRef50_G0GW34: DNA repair protein RadC	19.1184
UniRef50_G0GW34: DNA repair protein RadC|unclassified	19.1184
UniRef50_B1GYT8: DNA recombination protein RmuC homolog	19.0928
UniRef50_B1GYT8: DNA recombination protein RmuC homolog|unclassified	19.0928
UniRef50_UPI0003678452: hypothetical protein	19.0598
UniRef50_UPI0003678452: hypothetical protein|unclassified	19.0598
UniRef50_UPI000464111A: single-stranded DNA-binding protein, partial	18.9981
UniRef50_UPI000464111A: single-stranded DNA-binding protein, partial|unclassified	18.9981
UniRef50_S3WYW9	18.9507
UniRef50_S3WYW9|unclassified	18.9507
UniRef50_UPI000479830E: hypothetical protein	18.9452
UniRef50_UPI000479830E: hypothetical protein|unclassified	18.9452
UniRef50_UPI00029AF2FC: DNA polymerase IV	18.936
UniRef50_UPI00029AF2FC: DNA polymerase IV|unclassified	18.936
UniRef50_C0SYL7	18.8794
UniRef50_C0SYL7|unclassified	18.8794
UniRef50_E1VQ29: DNA recombination protein RmuC homolog	18.8242
UniRef50_E1VQ29: DNA recombination protein RmuC homolog|unclassified	18.8242
UniRef50_H0I053: DNA polymerase IV	18.7971
UniRef50_H0I053: DNA polymerase IV|unclassified	18.7971
UniRef50_UPI00016A67BA: hypothetical protein, partial	18.7651
UniRef50_UPI00016A67BA: hypothetical protein, partial|unclassified	18.7651
UniRef50_C9RLS9: DNA repair protein RadC	18.7624
UniRef50_C9RLS9: DNA repair protein RadC|unclassified	18.7624
UniRef50_P34720: Modification methylase MboIA	18.7501
UniRef50_P34720: Modification methylase MboIA|unclassified	18.7501
UniRef50_C0RNR8	18.7354
UniRef50_C0RNR8|unclassified	18.7354
UniRef50_UPI000479E7DD: hypothetical protein	18.6468
UniRef50_UPI000479E7DD: hypothetical protein|unclassified	18.6468
UniRef50_F8DS42: Replication protein	18.5619
UniRef50_F8DS42: Replication protein|unclassified	18.5619
UniRef50_M1MPP3	18.4914
UniRef50_M1MPP3|unclassified	18.4914
UniRef50_X0TTH6: Marine sediment metagenome DNA, contig: S01H1_L05356 (Fragment)	18.4341
UniRef50_X0TTH6: Marine sediment metagenome DNA, contig: S01H1_L05356 (Fragment)|unclassified	18.4341
UniRef50_UPI0003711B92: hypothetical protein, partial	18.4114
UniRef50_UPI0003711B92: hypothetical protein, partial|unclassified	18.4114
UniRef50_G8PCK3: DNA repair RadC family protein	18.395
UniRef50_G8PCK3: DNA repair RadC family protein|unclassified	18.395
UniRef50_X1RZE4: Marine sediment metagenome DNA, contig: S12H4_C01141	18.3697
UniRef50_X1RZE4: Marine sediment metagenome DNA, contig: S12H4_C01141|unclassified	18.3697
UniRef50_R5K0Z2: DNA replication and repair protein RadC	18.3654
UniRef50_R5K0Z2: DNA replication and repair protein RadC|unclassified	18.3654
UniRef50_UPI0003AB0683: hypothetical protein	18.3571
UniRef50_UPI0003AB0683: hypothetical protein|unclassified	18.3571
UniRef50_M4Q3X0: DNA repair protein RadC	18.3398
UniRef50_M4Q3X0: DNA repair protein RadC|unclassified	18.3398
UniRef50_F0RTH9: DNA repair protein RadC	18.317
UniRef50_F0RTH9: DNA repair protein RadC|unclassified	18.317
UniRef50_UPI000375F309: MULTISPECIES: hypothetical protein	18.2322
UniRef50_UPI000375F309: MULTISPECIES: hypothetical protein|unclassified	18.2322
UniRef50_W1XS62	18.1996
UniRef50_W1XS62|unclassified	18.1996
UniRef50_UPI00016AEE03: hypothetical protein, partial	18.1858
UniRef50_UPI00016AEE03: hypothetical protein, partial|unclassified	18.1858
UniRef50_M5J607: DNA repair protein	18.1602
UniRef50_M5J607: DNA repair protein|unclassified	18.1602
UniRef50_UPI0002D91677: hypothetical protein	18.1456
UniRef50_UPI0002D91677: hypothetical protein|unclassified	18.1456
UniRef50_F4GTH1	18.1126
UniRef50_F4GTH1|unclassified	18.1126
UniRef50_Q630W7	18.0832
UniRef50_Q630W7|unclassified	18.0832
UniRef50_W9GD00: DNA polymerase V	18.078
UniRef50_W9GD00: DNA polymerase V|unclassified	18.078
UniRef50_D4J877: DNA replication and repair protein RadC	18.0423
UniRef50_D4J877: DNA replication and repair protein RadC|unclassified	18.0423
UniRef50_L8JMX8: DNA repair protein RadC	18.0074
UniRef50_L8JMX8: DNA repair protein RadC|unclassified	18.0074
UniRef50_UPI000478D036: hypothetical protein	17.9996
UniRef50_UPI000478D036: hypothetical protein|unclassified	17.9996
UniRef50_B9XMP6	17.9891
UniRef50_B9XMP6|unclassified	17.9891
UniRef50_B5RND3	17.8899
UniRef50_B5RND3|unclassified	17.8899
UniRef50_E6AEZ8	17.8796
UniRef50_E6AEZ8|unclassified	17.8796
UniRef50_A7H8I7: Heat shock protein DnaJ-like protein	17.81
UniRef50_A7H8I7: Heat shock protein DnaJ-like protein|unclassified	17.81
UniRef50_E7N5I9	17.7077
UniRef50_E7N5I9|unclassified	17.7077
UniRef50_W1GHK3: DNA repair protein RadA	17.7077
UniRef50_W1GHK3: DNA repair protein RadA|unclassified	17.7077
UniRef50_W0FJQ8: RmuC-domain protein	17.6937
UniRef50_W0FJQ8: RmuC-domain protein|unclassified	17.6937
UniRef50_Q03G71	17.6784
UniRef50_Q03G71|unclassified	17.6784
UniRef50_UPI0001DB5BBB: hypothetical protein LEGAS_1297	17.6624
UniRef50_UPI0001DB5BBB: hypothetical protein LEGAS_1297|unclassified	17.6624
UniRef50_UPI00046855A6: hypothetical protein	17.6205
UniRef50_UPI00046855A6: hypothetical protein|unclassified	17.6205
UniRef50_I1YGW3: DNA recombination protein RmuC	17.6165
UniRef50_I1YGW3: DNA recombination protein RmuC|unclassified	17.6165
UniRef50_UPI0002E49DBB: hypothetical protein	17.576
UniRef50_UPI0002E49DBB: hypothetical protein|unclassified	17.576
UniRef50_Q1Q4J9	17.5629
UniRef50_Q1Q4J9|unclassified	17.5629
UniRef50_R7D1D8: RhuM protein	17.5339
UniRef50_R7D1D8: RhuM protein|unclassified	17.5339
UniRef50_G0GES1	17.5308
UniRef50_G0GES1|unclassified	17.5308
UniRef50_UPI0002FDEAF5: hypothetical protein	17.508
UniRef50_UPI0002FDEAF5: hypothetical protein|unclassified	17.508
UniRef50_A6EKP4: DNA repair protein	17.4502
UniRef50_A6EKP4: DNA repair protein|unclassified	17.4502
UniRef50_A5U672: LexA repressor	17.4247
UniRef50_A5U672: LexA repressor|unclassified	17.4247
UniRef50_F0S368: DNA repair protein RadC	17.4134
UniRef50_F0S368: DNA repair protein RadC|unclassified	17.4134
UniRef50_A1AWD8	17.3773
UniRef50_A1AWD8|unclassified	17.3773
UniRef50_W4HG35: RmuC-domain-containing protein	17.3703
UniRef50_W4HG35: RmuC-domain-containing protein|unclassified	17.3703
UniRef50_X1BYH5: Marine sediment metagenome DNA, contig: S01H4_L07104 (Fragment)	17.3318
UniRef50_X1BYH5: Marine sediment metagenome DNA, contig: S01H4_L07104 (Fragment)|unclassified	17.3318
UniRef50_R9JVB8	17.3309
UniRef50_R9JVB8|unclassified	17.3309
UniRef50_C9M651: RmuC domain protein	17.3281
UniRef50_C9M651: RmuC domain protein|unclassified	17.3281
UniRef50_L5MM51: DNA repair protein RadC	17.3033
UniRef50_L5MM51: DNA repair protein RadC|unclassified	17.3033
UniRef50_UPI0002377731: DNA-directed DNA polymerase, partial	17.2417
UniRef50_UPI0002377731: DNA-directed DNA polymerase, partial|unclassified	17.2417
UniRef50_A0A011NS53: DNA repair protein RadC	17.2387
UniRef50_A0A011NS53: DNA repair protein RadC|unclassified	17.2387
UniRef50_UPI0003B312AF: adenine glycosylase	17.2343
UniRef50_UPI0003B312AF: adenine glycosylase|unclassified	17.2343
UniRef50_D9WSX5: DNA repair protein RadA	17.2264
UniRef50_D9WSX5: DNA repair protein RadA|unclassified	17.2264
UniRef50_B4RG10: DNA repair protein RadC	17.2046
UniRef50_B4RG10: DNA repair protein RadC|unclassified	17.2046
UniRef50_UPI00037A28E7: hypothetical protein	17.2024
UniRef50_UPI00037A28E7: hypothetical protein|unclassified	17.2024
UniRef50_UPI0003645C6A: hypothetical protein	17.183
UniRef50_UPI0003645C6A: hypothetical protein|unclassified	17.183
UniRef50_UPI0003B37B1E: DNA-3-methyladenine glycosylase	17.1399
UniRef50_UPI0003B37B1E: DNA-3-methyladenine glycosylase|unclassified	17.1399
UniRef50_UPI0003782548: hypothetical protein	17.1176
UniRef50_UPI0003782548: hypothetical protein|unclassified	17.1176
UniRef50_Q5GTB2: RadC-like DNA repair protein	17.1099
UniRef50_Q5GTB2: RadC-like DNA repair protein|unclassified	17.1099
UniRef50_D1Y6L3: DNA repair protein RadC	17.087
UniRef50_D1Y6L3: DNA repair protein RadC|unclassified	17.087
UniRef50_UPI0004797736: ImpB/MucB/SamB family protein	17.0506
UniRef50_UPI0004797736: ImpB/MucB/SamB family protein|unclassified	17.0506
UniRef50_UPI0003824C80: hypothetical protein	16.9596
UniRef50_UPI0003824C80: hypothetical protein|unclassified	16.9596
UniRef50_R7NRY9: DNA repair protein radA	16.9525
UniRef50_R7NRY9: DNA repair protein radA|unclassified	16.9525
UniRef50_UPI00031C307C: hypothetical protein	16.931
UniRef50_UPI00031C307C: hypothetical protein|unclassified	16.931
UniRef50_R5VDA7: DNA replication and repair protein RadC	16.9279
UniRef50_R5VDA7: DNA replication and repair protein RadC|unclassified	16.9279
UniRef50_A9IAI7	16.8959
UniRef50_A9IAI7|unclassified	16.8959
UniRef50_UPI000472E9FD: hypothetical protein	16.892
UniRef50_UPI000472E9FD: hypothetical protein|unclassified	16.892
UniRef50_C8W1Z4	16.8477
UniRef50_C8W1Z4|unclassified	16.8477
UniRef50_UPI000378C718: hypothetical protein	16.8347
UniRef50_UPI000378C718: hypothetical protein|unclassified	16.8347
UniRef50_K2AHC5	16.7996
UniRef50_K2AHC5|unclassified	16.7996
UniRef50_A0A016XKW6	16.7897
UniRef50_A0A016XKW6|unclassified	16.7897
UniRef50_UPI000307F4EC: hypothetical protein	16.7892
UniRef50_UPI000307F4EC: hypothetical protein|unclassified	16.7892
UniRef50_UPI0003EFA174: hypothetical protein	16.7659
UniRef50_UPI0003EFA174: hypothetical protein|unclassified	16.7659
UniRef50_UPI000381A5E2: hypothetical protein	16.7403
UniRef50_UPI000381A5E2: hypothetical protein|unclassified	16.7403
UniRef50_UPI000390344C: DNA polymerase IV 2	16.7151
UniRef50_UPI000390344C: DNA polymerase IV 2|unclassified	16.7151
UniRef50_L0FVE1: DNA repair protein	16.7026
UniRef50_L0FVE1: DNA repair protein|unclassified	16.7026
UniRef50_T0ZSM7: DNA repair protein RadA	16.7014
UniRef50_T0ZSM7: DNA repair protein RadA|unclassified	16.7014
UniRef50_H7EYG2: DNA repair protein RadC	16.646
UniRef50_H7EYG2: DNA repair protein RadC|unclassified	16.646
UniRef50_D4JES4	16.5984
UniRef50_D4JES4|unclassified	16.5984
UniRef50_A0A024PM56: DNA repair protein RadC	16.5923
UniRef50_A0A024PM56: DNA repair protein RadC|unclassified	16.5923
UniRef50_UPI0003B70A6A: exonuclease SbcD	16.5842
UniRef50_UPI0003B70A6A: exonuclease SbcD|unclassified	16.5842
UniRef50_K0DAS0	16.5713
UniRef50_K0DAS0|unclassified	16.5713
UniRef50_U6RTA5	16.545
UniRef50_U6RTA5|unclassified	16.545
UniRef50_UPI000372B2C9: MULTISPECIES: hypothetical protein	16.5306
UniRef50_UPI000372B2C9: MULTISPECIES: hypothetical protein|unclassified	16.5306
UniRef50_A0A031K420	16.5255
UniRef50_A0A031K420|unclassified	16.5255
UniRef50_R5X172	16.5244
UniRef50_R5X172|unclassified	16.5244
UniRef50_W8Z272	16.5095
UniRef50_W8Z272|unclassified	16.5095
UniRef50_D8E0G1	16.5075
UniRef50_D8E0G1|unclassified	16.5075
UniRef50_T1B948: DNA repair protein RadC	16.4862
UniRef50_T1B948: DNA repair protein RadC|unclassified	16.4862
UniRef50_W4L2Y9: DNA repair protein RadC	16.4805
UniRef50_W4L2Y9: DNA repair protein RadC|unclassified	16.4805
UniRef50_M4SCC7	16.4796
UniRef50_M4SCC7|unclassified	16.4796
UniRef50_G8P6U1	16.4619
UniRef50_G8P6U1|unclassified	16.4619
UniRef50_F7KIJ6	16.3218
UniRef50_F7KIJ6|unclassified	16.3218
UniRef50_K2HH71	16.294
UniRef50_K2HH71|unclassified	16.294
UniRef50_V8A9G9	16.2807
UniRef50_V8A9G9|unclassified	16.2807
UniRef50_G4F7M7: DNA repair protein RadC	16.2724
UniRef50_G4F7M7: DNA repair protein RadC|unclassified	16.2724
UniRef50_UPI000467BBAB: SelT/selW/selH domain protein	16.2121
UniRef50_UPI000467BBAB: SelT/selW/selH domain protein|unclassified	16.2121
UniRef50_A4VV99: DNA repair protein	16.1752
UniRef50_A4VV99: DNA repair protein|unclassified	16.1752
UniRef50_W5Y6Y3: DNA repair protein RadC	16.1631
UniRef50_W5Y6Y3: DNA repair protein RadC|unclassified	16.1631
UniRef50_H1HWK2	16.1218
UniRef50_H1HWK2|unclassified	16.1218
UniRef50_UPI0003B2F5EF: type VI secretion protein ImpB	16.1194
UniRef50_UPI0003B2F5EF: type VI secretion protein ImpB|unclassified	16.1194
UniRef50_UPI000382537D: Fis family transcriptional regulator	16.1123
UniRef50_UPI000382537D: Fis family transcriptional regulator|unclassified	16.1123
UniRef50_R9LYT0: DNA repair protein RadC	16.08
UniRef50_R9LYT0: DNA repair protein RadC|unclassified	16.08
UniRef50_W6TIK1: DNA repair protein recN	16.0633
UniRef50_W6TIK1: DNA repair protein recN|unclassified	16.0633
UniRef50_B0S468: Putative DNA repair protein	16.0591
UniRef50_B0S468: Putative DNA repair protein|unclassified	16.0591
UniRef50_UPI000463014B: hypothetical protein	16.0585
UniRef50_UPI000463014B: hypothetical protein|unclassified	16.0585
UniRef50_UPI0003827593: hypothetical protein	16.0577
UniRef50_UPI0003827593: hypothetical protein|unclassified	16.0577
UniRef50_UPI000470D1AD: hypothetical protein	16.0574
UniRef50_UPI000470D1AD: hypothetical protein|unclassified	16.0574
UniRef50_X0U0C7: Marine sediment metagenome DNA, contig: S01H1_L10646 (Fragment)	16.0443
UniRef50_X0U0C7: Marine sediment metagenome DNA, contig: S01H1_L10646 (Fragment)|unclassified	16.0443
UniRef50_R6YGF9: DNA repair protein RadC	15.9707
UniRef50_R6YGF9: DNA repair protein RadC|unclassified	15.9707
UniRef50_C3RQV3	15.9248
UniRef50_C3RQV3|unclassified	15.9248
UniRef50_M8YD64: AAA domain protein	15.8982
UniRef50_M8YD64: AAA domain protein|unclassified	15.8982
UniRef50_C3DWR5: DNA repair protein RadC	15.8573
UniRef50_C3DWR5: DNA repair protein RadC|unclassified	15.8573
UniRef50_K1W963	15.7688
UniRef50_K1W963|unclassified	15.7688
UniRef50_V9VZW4	15.7399
UniRef50_V9VZW4|unclassified	15.7399
UniRef50_K1S9P6: DNA repair protein RadA (Fragment)	15.7155
UniRef50_K1S9P6: DNA repair protein RadA (Fragment)|unclassified	15.7155
UniRef50_UPI00046623C0: hypothetical protein	15.6823
UniRef50_UPI00046623C0: hypothetical protein|unclassified	15.6823
UniRef50_R5M8K5	15.663
UniRef50_R5M8K5|unclassified	15.663
UniRef50_UPI00047C20DB: hypothetical protein	15.6625
UniRef50_UPI00047C20DB: hypothetical protein|unclassified	15.6625
UniRef50_C9Y7V7	15.6495
UniRef50_C9Y7V7|unclassified	15.6495
UniRef50_H1D7T6	15.6171
UniRef50_H1D7T6|unclassified	15.6171
UniRef50_F0R773: RmuC-domain protein	15.5693
UniRef50_F0R773: RmuC-domain protein|unclassified	15.5693
UniRef50_Q6MD68	15.5524
UniRef50_Q6MD68|unclassified	15.5524
UniRef50_N6Z643	15.5183
UniRef50_N6Z643|unclassified	15.5183
UniRef50_K8WEB0: DNA repair protein RadC	15.4975
UniRef50_K8WEB0: DNA repair protein RadC|unclassified	15.4975
UniRef50_UPI00047504A6: hypothetical protein, partial	15.4432
UniRef50_UPI00047504A6: hypothetical protein, partial|unclassified	15.4432
UniRef50_J1YCC8	15.4285
UniRef50_J1YCC8|unclassified	15.4285
UniRef50_D5MHR8: DNA repair protein radC homolog	15.4126
UniRef50_D5MHR8: DNA repair protein radC homolog|unclassified	15.4126
UniRef50_B4SN95	15.3728
UniRef50_B4SN95|unclassified	15.3728
UniRef50_V8CK87	15.2986
UniRef50_V8CK87|unclassified	15.2986
UniRef50_K1WX73: DNA repair and genetic recombination (Fragment)	15.2369
UniRef50_K1WX73: DNA repair and genetic recombination (Fragment)|unclassified	15.2369
UniRef50_UPI000367AB35: hypothetical protein	15.1982
UniRef50_UPI000367AB35: hypothetical protein|unclassified	15.1982
UniRef50_J8V7B3	15.1849
UniRef50_J8V7B3|unclassified	15.1849
UniRef50_UPI0004685F10: hypothetical protein	15.1551
UniRef50_UPI0004685F10: hypothetical protein|unclassified	15.1551
UniRef50_F0P102: RmuC-domain protein	15.142
UniRef50_F0P102: RmuC-domain protein|unclassified	15.142
UniRef50_U2YYG6: DNA recombination protein RmuC	15.138
UniRef50_U2YYG6: DNA recombination protein RmuC|unclassified	15.138
UniRef50_UPI0003B4296B: Ser/Thr protein phosphatase	15.1377
UniRef50_UPI0003B4296B: Ser/Thr protein phosphatase|unclassified	15.1377
