# Gene Family	SampleAmmonia_assimilation_Abundance-RPKs
UniRef50_K1UFX5: Glutamate synthase (NADPH), homotetrameric (Fragment)	33.7643548537
UniRef50_K1UFX5: Glutamate synthase (NADPH), homotetrameric (Fragment)|unclassified	33.7643548537
UniRef50_UPI0003B468FE: ammonium transporter	33.5439630036
UniRef50_UPI0003B468FE: ammonium transporter|unclassified	33.5439630036
UniRef50_C6NYI4: Two component, sigma54 specific, transcriptional regulator, Fis family	33.5336667271
UniRef50_C6NYI4: Two component, sigma54 specific, transcriptional regulator, Fis family|unclassified	33.5336667271
UniRef50_UPI0003A7EC66: PII uridylyl-transferase	33.3331733106
UniRef50_UPI0003A7EC66: PII uridylyl-transferase|unclassified	33.3331733106
UniRef50_UPI000373F190: hypothetical protein	33.2577328948
UniRef50_UPI000373F190: hypothetical protein|unclassified	33.2577328948
UniRef50_X1SEX6: Marine sediment metagenome DNA, contig: S12H4_S07362	32.8964070528
UniRef50_X1SEX6: Marine sediment metagenome DNA, contig: S12H4_S07362|unclassified	32.8964070528
UniRef50_UPI00038040B9: hypothetical protein, partial	32.8441716406
UniRef50_UPI00038040B9: hypothetical protein, partial|unclassified	32.8441716406
UniRef50_UPI00034AEDE7: hypothetical protein	32.0785979171
UniRef50_UPI00034AEDE7: hypothetical protein|unclassified	32.0785979171
UniRef50_Q8DMF3: Tll0165 protein	31.7367429553
UniRef50_Q8DMF3: Tll0165 protein|unclassified	31.7367429553
UniRef50_UPI0003B73920: LuxR family transcriptional regulator	31.5686108399
UniRef50_UPI0003B73920: LuxR family transcriptional regulator|unclassified	31.5686108399
UniRef50_UPI00047046AB: Fis family transcriptional regulator	31.4247199104
UniRef50_UPI00047046AB: Fis family transcriptional regulator|unclassified	31.4247199104
UniRef50_UPI0003015561: hypothetical protein	31.3832095870
UniRef50_UPI0003015561: hypothetical protein|unclassified	31.3832095870
UniRef50_C6NXS5: Nitrogen metabolism transcriptional regulator, NtrC, Fis Family	31.1628046146
UniRef50_C6NXS5: Nitrogen metabolism transcriptional regulator, NtrC, Fis Family|unclassified	31.1628046146
UniRef50_UPI0003666867: hypothetical protein	31.1523268521
UniRef50_UPI0003666867: hypothetical protein|unclassified	31.1523268521
UniRef50_Q24RF8	30.8731758024
UniRef50_Q24RF8|unclassified	30.8731758024
UniRef50_K2DHJ9	30.8519569245
UniRef50_K2DHJ9|unclassified	30.8519569245
UniRef50_UPI000463EAD1: Fis family transcriptional regulator	30.6388136281
UniRef50_UPI000463EAD1: Fis family transcriptional regulator|unclassified	30.6388136281
UniRef50_X0WB63: Marine sediment metagenome DNA, contig: S01H1_S16328 (Fragment)	30.5817412695
UniRef50_X0WB63: Marine sediment metagenome DNA, contig: S01H1_S16328 (Fragment)|unclassified	30.5817412695
UniRef50_D3HJH6	30.5449021985
UniRef50_D3HJH6|unclassified	30.5449021985
UniRef50_UPI0003B67344: LuxR family transcriptional regulator	30.5276452228
UniRef50_UPI0003B67344: LuxR family transcriptional regulator|unclassified	30.5276452228
UniRef50_X1IWZ3: Marine sediment metagenome DNA, contig: S03H2_S17717 (Fragment)	30.3086958329
UniRef50_X1IWZ3: Marine sediment metagenome DNA, contig: S03H2_S17717 (Fragment)|unclassified	30.3086958329
UniRef50_UPI000467C9A0: MULTISPECIES: chemotaxis protein CheY	30.2660933277
UniRef50_UPI000467C9A0: MULTISPECIES: chemotaxis protein CheY|unclassified	30.2660933277
UniRef50_UPI000368B79F: hypothetical protein	30.2639983364
UniRef50_UPI000368B79F: hypothetical protein|unclassified	30.2639983364
UniRef50_UPI0003B6741D: UTP:GlnB (protein PII) uridylyltransferase	30.2557730533
UniRef50_UPI0003B6741D: UTP:GlnB (protein PII) uridylyltransferase|unclassified	30.2557730533
UniRef50_UPI00035EE8AE: hypothetical protein	30.2075726290
UniRef50_UPI00035EE8AE: hypothetical protein|unclassified	30.2075726290
UniRef50_A0A011PHM6	30.2042940261
UniRef50_A0A011PHM6|unclassified	30.2042940261
UniRef50_UPI0003B3BC3C: acetoacetate metabolism regulatory protein AtoC	30.1873500382
UniRef50_UPI0003B3BC3C: acetoacetate metabolism regulatory protein AtoC|unclassified	30.1873500382
UniRef50_X1F770: Marine sediment metagenome DNA, contig: S03H2_C01045 (Fragment)	30.0581156857
UniRef50_X1F770: Marine sediment metagenome DNA, contig: S03H2_C01045 (Fragment)|unclassified	30.0581156857
UniRef50_UPI00047E66B1: ammonium transporter	30.0377852116
UniRef50_UPI00047E66B1: ammonium transporter|unclassified	30.0377852116
UniRef50_UPI00037B9E89: hypothetical protein	29.9928537441
UniRef50_UPI00037B9E89: hypothetical protein|unclassified	29.9928537441
UniRef50_S2S1C8: FAD(NAD)-dependent oxidoreductase (Fragment)	29.9798874199
UniRef50_S2S1C8: FAD(NAD)-dependent oxidoreductase (Fragment)|unclassified	29.9798874199
UniRef50_UPI00046CC1E2: hypothetical protein	29.9481172784
UniRef50_UPI00046CC1E2: hypothetical protein|unclassified	29.9481172784
UniRef50_UPI0002F98998: hypothetical protein	29.7351693036
UniRef50_UPI0002F98998: hypothetical protein|unclassified	29.7351693036
UniRef50_UPI000465DD42: nitrogen regulatory protein P-II	29.6522323247
UniRef50_UPI000465DD42: nitrogen regulatory protein P-II|unclassified	29.6522323247
UniRef50_UPI00032A8CFA: PREDICTED: glutamate synthase [NADH], amyloplastic-like isoform X2	29.6162904525
UniRef50_UPI00032A8CFA: PREDICTED: glutamate synthase [NADH], amyloplastic-like isoform X2|unclassified	29.6162904525
UniRef50_UPI00046CFD3D: histidine kinase	29.5650694262
UniRef50_UPI00046CFD3D: histidine kinase|unclassified	29.5650694262
UniRef50_UPI0003660A6D: hypothetical protein	29.3745568036
UniRef50_UPI0003660A6D: hypothetical protein|unclassified	29.3745568036
UniRef50_UPI0003658C06: hypothetical protein	29.3536215167
UniRef50_UPI0003658C06: hypothetical protein|unclassified	29.3536215167
UniRef50_J3LZH1	28.9761360929
UniRef50_J3LZH1|unclassified	28.9761360929
UniRef50_X1I9N6: Marine sediment metagenome DNA, contig: S03H2_S24069 (Fragment)	28.9611488974
UniRef50_X1I9N6: Marine sediment metagenome DNA, contig: S03H2_S24069 (Fragment)|unclassified	28.9611488974
UniRef50_B8LCM3: Predicted protein (Fragment)	28.8249650438
UniRef50_B8LCM3: Predicted protein (Fragment)|unclassified	28.8249650438
UniRef50_R6IJK8: Glutamate synthase NADH/NADPH small subunit	28.7821714961
UniRef50_R6IJK8: Glutamate synthase NADH/NADPH small subunit|unclassified	28.7821714961
UniRef50_UPI0002555F7E: glutamate synthase NADH/NADPH small subunit	28.6185871686
UniRef50_UPI0002555F7E: glutamate synthase NADH/NADPH small subunit|unclassified	28.6185871686
UniRef50_UPI0002E26A3A: hypothetical protein	28.5504435918
UniRef50_UPI0002E26A3A: hypothetical protein|unclassified	28.5504435918
UniRef50_UPI00047DB4E6: hypothetical protein, partial	28.2654780892
UniRef50_UPI00047DB4E6: hypothetical protein, partial|unclassified	28.2654780892
UniRef50_J8SS54	28.2301652221
UniRef50_J8SS54|unclassified	28.2301652221
UniRef50_UPI00031D5615: hypothetical protein	28.2264987147
UniRef50_UPI00031D5615: hypothetical protein|unclassified	28.2264987147
UniRef50_U7NFB1	28.1432725434
UniRef50_U7NFB1|unclassified	28.1432725434
UniRef50_E5ZRZ6	28.0652672586
UniRef50_E5ZRZ6|unclassified	28.0652672586
UniRef50_V9W3J8	27.7552279627
UniRef50_V9W3J8|unclassified	27.7552279627
UniRef50_W7WPH5	27.6390554438
UniRef50_W7WPH5|unclassified	27.6390554438
UniRef50_UPI0004643DB1: hypothetical protein	27.1676533665
UniRef50_UPI0004643DB1: hypothetical protein|unclassified	27.1676533665
UniRef50_J9FU21: Ferredoxin-NADP(+) reductase subunit alpha	27.1448299507
UniRef50_J9FU21: Ferredoxin-NADP(+) reductase subunit alpha|unclassified	27.1448299507
UniRef50_UPI0003B34439: oxidoreductase, partial	27.1281014242
UniRef50_UPI0003B34439: oxidoreductase, partial|unclassified	27.1281014242
UniRef50_UPI000366C76B: hypothetical protein	26.9492118930
UniRef50_UPI000366C76B: hypothetical protein|unclassified	26.9492118930
UniRef50_UPI000362483E: hypothetical protein	26.7755774153
UniRef50_UPI000362483E: hypothetical protein|unclassified	26.7755774153
UniRef50_UPI000371D381: hypothetical protein, partial	26.7371065626
UniRef50_UPI000371D381: hypothetical protein, partial|unclassified	26.7371065626
UniRef50_X1BQB4: Marine sediment metagenome DNA, contig: S01H4_S12651 (Fragment)	26.6511936810
UniRef50_X1BQB4: Marine sediment metagenome DNA, contig: S01H4_S12651 (Fragment)|unclassified	26.6511936810
UniRef50_UPI00046982E2: transcriptional regulator	26.5970587450
UniRef50_UPI00046982E2: transcriptional regulator|unclassified	26.5970587450
UniRef50_X1TG19: Marine sediment metagenome DNA, contig: S12H4_S15878 (Fragment)	26.3956891222
UniRef50_X1TG19: Marine sediment metagenome DNA, contig: S12H4_S15878 (Fragment)|unclassified	26.3956891222
UniRef50_H2FWA0	26.3723538311
UniRef50_H2FWA0|unclassified	26.3723538311
UniRef50_UPI00037E984B: hypothetical protein	26.3555680973
UniRef50_UPI00037E984B: hypothetical protein|unclassified	26.3555680973
UniRef50_UPI000380CE5C: hypothetical protein	26.3002409038
UniRef50_UPI000380CE5C: hypothetical protein|unclassified	26.3002409038
UniRef50_X0XP52: Marine sediment metagenome DNA, contig: S01H1_S28548 (Fragment)	26.2793540304
UniRef50_X0XP52: Marine sediment metagenome DNA, contig: S01H1_S28548 (Fragment)|unclassified	26.2793540304
UniRef50_UPI00026282D1: two component signal transduction response regulator	26.2632867258
UniRef50_UPI00026282D1: two component signal transduction response regulator|unclassified	26.2632867258
UniRef50_H0P1L8	26.2484626255
UniRef50_H0P1L8|unclassified	26.2484626255
UniRef50_X1SMM1: Marine sediment metagenome DNA, contig: S12H4_L02126 (Fragment)	26.1658993512
UniRef50_X1SMM1: Marine sediment metagenome DNA, contig: S12H4_L02126 (Fragment)|unclassified	26.1658993512
UniRef50_S2SYW7: FAD(NAD)-dependent oxidoreductase (Fragment)	26.0953137290
UniRef50_S2SYW7: FAD(NAD)-dependent oxidoreductase (Fragment)|unclassified	26.0953137290
UniRef50_UPI00036E53D9: hypothetical protein	25.9941213378
UniRef50_UPI00036E53D9: hypothetical protein|unclassified	25.9941213378
UniRef50_UPI0004735D4E: hypothetical protein	25.9496826389
UniRef50_UPI0004735D4E: hypothetical protein|unclassified	25.9496826389
UniRef50_UPI000415F0F0: glutamine amidotransferase	25.9066302799
UniRef50_UPI000415F0F0: glutamine amidotransferase|unclassified	25.9066302799
UniRef50_W0YZA8: Putative transcriptional regulator	25.8001325006
UniRef50_W0YZA8: Putative transcriptional regulator|unclassified	25.8001325006
UniRef50_X6D5Y9	25.7975650928
UniRef50_X6D5Y9|unclassified	25.7975650928
UniRef50_R8Z7H1	25.6539599643
UniRef50_R8Z7H1|unclassified	25.6539599643
UniRef50_S4S394: Ctc9 (Fragment)	25.4809400197
UniRef50_S4S394: Ctc9 (Fragment)|unclassified	25.4809400197
UniRef50_UPI0003B5D1CB: NtrC family response regulator	25.2725218537
UniRef50_UPI0003B5D1CB: NtrC family response regulator|unclassified	25.2725218537
UniRef50_UPI00047D0B9E: Fis family transcriptional regulator	25.1859485888
UniRef50_UPI00047D0B9E: Fis family transcriptional regulator|unclassified	25.1859485888
UniRef50_UPI0004760A7D: hypothetical protein	24.8888564579
UniRef50_UPI0004760A7D: hypothetical protein|unclassified	24.8888564579
UniRef50_X1HES3: Marine sediment metagenome DNA, contig: S03H2_S11766 (Fragment)	24.8346419162
UniRef50_X1HES3: Marine sediment metagenome DNA, contig: S03H2_S11766 (Fragment)|unclassified	24.8346419162
UniRef50_UPI00046CE346: hypothetical protein	24.5780589403
UniRef50_UPI00046CE346: hypothetical protein|unclassified	24.5780589403
UniRef50_R6Y1A8	24.4076536506
UniRef50_R6Y1A8|unclassified	24.4076536506
UniRef50_R6ERF9	24.1101888416
UniRef50_R6ERF9|unclassified	24.1101888416
UniRef50_W4RYD9: Integrase	24.0189654829
UniRef50_W4RYD9: Integrase|unclassified	24.0189654829
UniRef50_E4BCU1	23.9971155846
UniRef50_E4BCU1|unclassified	23.9971155846
UniRef50_UPI0001583E13: hypothetical protein BC1G_04611	23.7505444640
UniRef50_UPI0001583E13: hypothetical protein BC1G_04611|unclassified	23.7505444640
UniRef50_UPI00045EB6E9: hypothetical protein	23.7083188165
UniRef50_UPI00045EB6E9: hypothetical protein|unclassified	23.7083188165
UniRef50_UPI00046CFCCE: hypothetical protein	23.6953242176
UniRef50_UPI00046CFCCE: hypothetical protein|unclassified	23.6953242176
UniRef50_UPI00036348B5: hypothetical protein	23.6938553447
UniRef50_UPI00036348B5: hypothetical protein|unclassified	23.6938553447
UniRef50_UPI000372F680: hypothetical protein	23.6851870799
UniRef50_UPI000372F680: hypothetical protein|unclassified	23.6851870799
UniRef50_U7FJS9	23.5882260045
UniRef50_U7FJS9|unclassified	23.5882260045
UniRef50_UPI000262CFC8: signal transduction histidine kinase, nitrogen specific, NtrB	23.5699549902
UniRef50_UPI000262CFC8: signal transduction histidine kinase, nitrogen specific, NtrB|unclassified	23.5699549902
UniRef50_UPI00029B19C7: protein-P-II uridylyltransferase	23.5167313027
UniRef50_UPI00029B19C7: protein-P-II uridylyltransferase|unclassified	23.5167313027
UniRef50_K2SNL8	23.4834545940
UniRef50_K2SNL8|unclassified	23.4834545940
UniRef50_UPI00036B4BF8: Fis family transcriptional regulator	23.2921037979
UniRef50_UPI00036B4BF8: Fis family transcriptional regulator|unclassified	23.2921037979
UniRef50_X1PJP4: Marine sediment metagenome DNA, contig: S06H3_S14416 (Fragment)	23.2920187342
UniRef50_X1PJP4: Marine sediment metagenome DNA, contig: S06H3_S14416 (Fragment)|unclassified	23.2920187342
UniRef50_R6C1P3	23.0440598349
UniRef50_R6C1P3|unclassified	23.0440598349
UniRef50_J9GSL9: Glutamate synthase (NADPH) small subunit	22.9592740667
UniRef50_J9GSL9: Glutamate synthase (NADPH) small subunit|unclassified	22.9592740667
UniRef50_A0A011NND7	22.8781838050
UniRef50_A0A011NND7|unclassified	22.8781838050
UniRef50_A3WWG6	22.8282128646
UniRef50_A3WWG6|unclassified	22.8282128646
UniRef50_UPI0003B4B421: hypothetical protein	22.7673894928
UniRef50_UPI0003B4B421: hypothetical protein|unclassified	22.7673894928
UniRef50_Q12Q27	22.6755532283
UniRef50_Q12Q27|unclassified	22.6755532283
UniRef50_S2LPL5: FAD(NAD)-dependent oxidoreductase	22.4585242920
UniRef50_S2LPL5: FAD(NAD)-dependent oxidoreductase|unclassified	22.4585242920
UniRef50_G1WHD1	22.2447699340
UniRef50_G1WHD1|unclassified	22.2447699340
UniRef50_R9A008	22.2091331657
UniRef50_R9A008|unclassified	22.2091331657
UniRef50_UPI00036773A5: hypothetical protein	22.1866425594
UniRef50_UPI00036773A5: hypothetical protein|unclassified	22.1866425594
UniRef50_X1LRV0: Marine sediment metagenome DNA, contig: S06H3_S08095 (Fragment)	22.1105405627
UniRef50_X1LRV0: Marine sediment metagenome DNA, contig: S06H3_S08095 (Fragment)|unclassified	22.1105405627
UniRef50_UPI00046D6887: hypothetical protein	21.7552512109
UniRef50_UPI00046D6887: hypothetical protein|unclassified	21.7552512109
UniRef50_UPI00036267F5: hypothetical protein, partial	21.6380557598
UniRef50_UPI00036267F5: hypothetical protein, partial|unclassified	21.6380557598
UniRef50_UPI000426F849: hypothetical protein	21.3378199808
UniRef50_UPI000426F849: hypothetical protein|unclassified	21.3378199808
UniRef50_A9LZ86: Bifunctional uridylyltransferase/uridylyl-removing enzyme	21.2266856483
UniRef50_A9LZ86: Bifunctional uridylyltransferase/uridylyl-removing enzyme|unclassified	21.2266856483
UniRef50_UPI00047A394B: glutamate synthase	21.1520911010
UniRef50_UPI00047A394B: glutamate synthase|unclassified	21.1520911010
UniRef50_UPI0003764571: LuxR family transcriptional regulator	21.0825401667
UniRef50_UPI0003764571: LuxR family transcriptional regulator|unclassified	21.0825401667
UniRef50_UPI0003A77BBA: glutamine-synthetase adenylyltransferase	21.0603321639
UniRef50_UPI0003A77BBA: glutamine-synthetase adenylyltransferase|unclassified	21.0603321639
UniRef50_UPI0002558CF9: glutamate-ammonia-ligase adenylyltransferase, partial	20.9236331955
UniRef50_UPI0002558CF9: glutamate-ammonia-ligase adenylyltransferase, partial|unclassified	20.9236331955
UniRef50_UPI0003B3D2CE: Fis family transcriptional regulator	20.9213138819
UniRef50_UPI0003B3D2CE: Fis family transcriptional regulator|unclassified	20.9213138819
UniRef50_R6M784	20.6727662073
UniRef50_R6M784|unclassified	20.6727662073
UniRef50_UPI00045E9191: LuxR family transcriptional regulator	20.5413564099
UniRef50_UPI00045E9191: LuxR family transcriptional regulator|unclassified	20.5413564099
UniRef50_K1YC62	20.3092783505
UniRef50_K1YC62|unclassified	20.3092783505
UniRef50_A8M7G9	20.3092725646
UniRef50_A8M7G9|unclassified	20.3092725646
UniRef50_UPI0003F0A0C2: PREDICTED: glutamate synthase 1 [NADH], chloroplastic-like	19.5721895096
UniRef50_UPI0003F0A0C2: PREDICTED: glutamate synthase 1 [NADH], chloroplastic-like|unclassified	19.5721895096
UniRef50_A0A011NJX2: Transcriptional regulatory protein TdiR	19.2832313088
UniRef50_A0A011NJX2: Transcriptional regulatory protein TdiR|unclassified	19.2832313088
UniRef50_UPI00037A9485: hypothetical protein	18.7175974041
UniRef50_UPI00037A9485: hypothetical protein|unclassified	18.7175974041
UniRef50_D4CDH2: Pyridine nucleotide-disulfide oxidoreductase	18.6348161823
UniRef50_D4CDH2: Pyridine nucleotide-disulfide oxidoreductase|unclassified	18.6348161823
UniRef50_UPI000289BA15: Fis family sigma-54 specific transcriptional regulator	18.6115741425
UniRef50_UPI000289BA15: Fis family sigma-54 specific transcriptional regulator|unclassified	18.6115741425
UniRef50_Q3EYC9: Hypothetical cytosolic protein	18.4449325054
UniRef50_Q3EYC9: Hypothetical cytosolic protein|unclassified	18.4449325054
UniRef50_UPI000363143D: hypothetical protein	18.3888457918
UniRef50_UPI000363143D: hypothetical protein|unclassified	18.3888457918
UniRef50_UPI000467C5D6: Fis family transcriptional regulator, partial	18.3838681959
UniRef50_UPI000467C5D6: Fis family transcriptional regulator, partial|unclassified	18.3838681959
UniRef50_X1MF26: Marine sediment metagenome DNA, contig: S06H3_L02399 (Fragment)	18.3107905088
UniRef50_X1MF26: Marine sediment metagenome DNA, contig: S06H3_L02399 (Fragment)|unclassified	18.3107905088
UniRef50_N3H987: NAD(P)-binding Rossmann-like domain protein (Fragment)	18.1519590892
UniRef50_N3H987: NAD(P)-binding Rossmann-like domain protein (Fragment)|unclassified	18.1519590892
UniRef50_UPI00046FD263: hypothetical protein	18.0760352005
UniRef50_UPI00046FD263: hypothetical protein|unclassified	18.0760352005
UniRef50_UPI0002883DA1: sigma54-dependent response regulator of C4 dicarboxylate transport, two component DctD, partial	18.0607163994
UniRef50_UPI0002883DA1: sigma54-dependent response regulator of C4 dicarboxylate transport, two component DctD, partial|unclassified	18.0607163994
UniRef50_A0A024M8I8	17.9950798833
UniRef50_A0A024M8I8|unclassified	17.9950798833
UniRef50_X1CCA7: Marine sediment metagenome DNA, contig: S01H4_S23389 (Fragment)	17.9080074815
UniRef50_X1CCA7: Marine sediment metagenome DNA, contig: S01H4_S23389 (Fragment)|unclassified	17.9080074815
UniRef50_UPI00037D0D4E: hypothetical protein	17.8865056020
UniRef50_UPI00037D0D4E: hypothetical protein|unclassified	17.8865056020
UniRef50_UPI00047EB723: hypothetical protein	17.6408584928
UniRef50_UPI00047EB723: hypothetical protein|unclassified	17.6408584928
UniRef50_UPI000377DAF6: Fis family transcriptional regulator, partial	17.6037972076
UniRef50_UPI000377DAF6: Fis family transcriptional regulator, partial|unclassified	17.6037972076
UniRef50_D7AHB1	17.4265881066
UniRef50_D7AHB1|unclassified	17.4265881066
UniRef50_R6HA68	17.4061773483
UniRef50_R6HA68|unclassified	17.4061773483
UniRef50_K0DEH9	17.3741373467
UniRef50_K0DEH9|unclassified	17.3741373467
UniRef50_UPI0003711031: histidine kinase	17.3254078294
UniRef50_UPI0003711031: histidine kinase|unclassified	17.3254078294
UniRef50_A0A011PK68: Glutamate synthase [NADPH] small chain	17.2751253377
UniRef50_A0A011PK68: Glutamate synthase [NADPH] small chain|unclassified	17.2751253377
UniRef50_A6QBF4	17.2676857336
UniRef50_A6QBF4|unclassified	17.2676857336
UniRef50_UPI00016C42B1: (Glutamate--ammonia-ligase) adenylyltransferase	17.2593649802
UniRef50_UPI00016C42B1: (Glutamate--ammonia-ligase) adenylyltransferase|unclassified	17.2593649802
UniRef50_UPI000462BA1F: Nodulation protein W	17.1296091408
UniRef50_UPI000462BA1F: Nodulation protein W|unclassified	17.1296091408
UniRef50_R5G472: Putative nitrogen regulatory protein P-II	16.9304033685
UniRef50_R5G472: Putative nitrogen regulatory protein P-II|unclassified	16.9304033685
UniRef50_UPI00047C4FEA: response regulator FixJ	16.8599549987
UniRef50_UPI00047C4FEA: response regulator FixJ|unclassified	16.8599549987
UniRef50_Q5C0V8: SJCHGC05694 protein (Fragment)	16.8058037190
UniRef50_Q5C0V8: SJCHGC05694 protein (Fragment)|unclassified	16.8058037190
UniRef50_UPI0001FFED0C: bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase, partial	16.4400002052
UniRef50_UPI0001FFED0C: bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase, partial|unclassified	16.4400002052
UniRef50_X1IP53: Marine sediment metagenome DNA, contig: S03H2_S19333 (Fragment)	16.2564952109
UniRef50_X1IP53: Marine sediment metagenome DNA, contig: S03H2_S19333 (Fragment)|unclassified	16.2564952109
UniRef50_X0U794: Marine sediment metagenome DNA, contig: S01H1_S07801 (Fragment)	15.9359180177
UniRef50_X0U794: Marine sediment metagenome DNA, contig: S01H1_S07801 (Fragment)|unclassified	15.9359180177
UniRef50_Q8DIC0: Tll1670 protein	15.8041749652
UniRef50_Q8DIC0: Tll1670 protein|unclassified	15.8041749652
UniRef50_UPI00037CE245: hypothetical protein	15.7981679304
UniRef50_UPI00037CE245: hypothetical protein|unclassified	15.7981679304
UniRef50_X0YL56: Marine sediment metagenome DNA, contig: S01H1_S38224 (Fragment)	15.7961596910
UniRef50_X0YL56: Marine sediment metagenome DNA, contig: S01H1_S38224 (Fragment)|unclassified	15.7961596910
UniRef50_UPI0002E15DF6: hypothetical protein	15.7759387243
UniRef50_UPI0002E15DF6: hypothetical protein|unclassified	15.7759387243
UniRef50_UPI0003B39CEE: acetoacetate metabolism regulatory protein AtoC	15.7728945378
UniRef50_UPI0003B39CEE: acetoacetate metabolism regulatory protein AtoC|unclassified	15.7728945378
UniRef50_C6NWX0: Nitrogen regulatory protein	15.7674748839
UniRef50_C6NWX0: Nitrogen regulatory protein|unclassified	15.7674748839
UniRef50_UPI00025585C4: two component, sigma54 specific, Fis family transcriptional regulator, partial	15.7444876827
UniRef50_UPI00025585C4: two component, sigma54 specific, Fis family transcriptional regulator, partial|unclassified	15.7444876827
UniRef50_UPI0003773567: hypothetical protein, partial	15.7071919106
UniRef50_UPI0003773567: hypothetical protein, partial|unclassified	15.7071919106
UniRef50_UPI000362E04D: hypothetical protein	15.6272689941
UniRef50_UPI000362E04D: hypothetical protein|unclassified	15.6272689941
UniRef50_UPI00029B1577: (glutamate--ammonia-ligase) adenylyltransferase	15.5950157502
UniRef50_UPI00029B1577: (glutamate--ammonia-ligase) adenylyltransferase|unclassified	15.5950157502
UniRef50_UPI00035EF26C: hypothetical protein	15.4396164567
UniRef50_UPI00035EF26C: hypothetical protein|unclassified	15.4396164567
UniRef50_D9WTP7	15.3671942697
UniRef50_D9WTP7|unclassified	15.3671942697
UniRef50_UPI00047268AD: hypothetical protein, partial	15.2680652681
UniRef50_UPI00047268AD: hypothetical protein, partial|unclassified	15.2680652681
UniRef50_UPI00046CB35E: hypothetical protein	15.1981752661
UniRef50_UPI00046CB35E: hypothetical protein|unclassified	15.1981752661
UniRef50_UPI000479133E: hypothetical protein	15.1824871957
UniRef50_UPI000479133E: hypothetical protein|unclassified	15.1824871957
UniRef50_UPI000361B7EE: hypothetical protein	15.0575252597
UniRef50_UPI000361B7EE: hypothetical protein|unclassified	15.0575252597
UniRef50_U0FRL2	15.0375939850
UniRef50_U0FRL2|unclassified	15.0375939850
UniRef50_UPI0003711DF3: ATPase AAA, partial	15.0258896570
UniRef50_UPI0003711DF3: ATPase AAA, partial|unclassified	15.0258896570
UniRef50_UPI0003B5DFFB: ATPase AAA, partial	14.9897264937
UniRef50_UPI0003B5DFFB: ATPase AAA, partial|unclassified	14.9897264937
UniRef50_UPI000474FB06: response regulator FixJ, partial	14.9160000049
UniRef50_UPI000474FB06: response regulator FixJ, partial|unclassified	14.9160000049
UniRef50_UPI000319F4DA: hypothetical protein	14.8067718733
UniRef50_UPI000319F4DA: hypothetical protein|unclassified	14.8067718733
UniRef50_D3S996	14.7722274052
UniRef50_D3S996|unclassified	14.7722274052
UniRef50_W7WPY3	14.7057419211
UniRef50_W7WPY3|unclassified	14.7057419211
UniRef50_Q3EYD0: Hypothetical cytosolic protein	14.7001645969
UniRef50_Q3EYD0: Hypothetical cytosolic protein|unclassified	14.7001645969
UniRef50_J3XA81	14.6928670111
UniRef50_J3XA81|unclassified	14.6928670111
UniRef50_E7V3F7	14.6664243423
UniRef50_E7V3F7|unclassified	14.6664243423
UniRef50_R6YQI1	14.3992232237
UniRef50_R6YQI1|unclassified	14.3992232237
UniRef50_UPI0003B46B28: chemotaxis protein CheY	14.3573196044
UniRef50_UPI0003B46B28: chemotaxis protein CheY|unclassified	14.3573196044
UniRef50_UPI00042654AE: hypothetical protein	14.3389805870
UniRef50_UPI00042654AE: hypothetical protein|unclassified	14.3389805870
UniRef50_W5X5A5	14.3036995445
UniRef50_W5X5A5|unclassified	14.3036995445
UniRef50_UPI0004792504: histidine kinase	14.2993563642
UniRef50_UPI0004792504: histidine kinase|unclassified	14.2993563642
UniRef50_UPI00047A4107: Fis family transcriptional regulator	14.2876694977
UniRef50_UPI00047A4107: Fis family transcriptional regulator|unclassified	14.2876694977
UniRef50_E2SP31	14.2415835092
UniRef50_E2SP31|unclassified	14.2415835092
UniRef50_UPI000381F54B: hypothetical protein	14.2351449087
UniRef50_UPI000381F54B: hypothetical protein|unclassified	14.2351449087
UniRef50_F4QUN8	14.2296193119
UniRef50_F4QUN8|unclassified	14.2296193119
UniRef50_Q93SK4: USC2-5p	14.1261865416
UniRef50_Q93SK4: USC2-5p|unclassified	14.1261865416
UniRef50_UPI0003B6B12C: acetoacetate metabolism regulatory protein AtoC	13.9314294404
UniRef50_UPI0003B6B12C: acetoacetate metabolism regulatory protein AtoC|unclassified	13.9314294404
UniRef50_C6WMX4	13.9093863903
UniRef50_C6WMX4|unclassified	13.9093863903
UniRef50_UPI000369D898: hypothetical protein	13.8939476115
UniRef50_UPI000369D898: hypothetical protein|unclassified	13.8939476115
UniRef50_L1L0W3	13.7551857742
UniRef50_L1L0W3|unclassified	13.7551857742
UniRef50_UPI0003051CBF: hypothetical protein	13.7457785402
UniRef50_UPI0003051CBF: hypothetical protein|unclassified	13.7457785402
UniRef50_R5I6F2	13.7002851913
UniRef50_R5I6F2|unclassified	13.7002851913
UniRef50_R5I738	13.6666467710
UniRef50_R5I738|unclassified	13.6666467710
UniRef50_UPI0003662F78: LuxR family transcriptional regulator	13.6413933410
UniRef50_UPI0003662F78: LuxR family transcriptional regulator|unclassified	13.6413933410
UniRef50_UPI000375B7DE: hypothetical protein	13.5846827789
UniRef50_UPI000375B7DE: hypothetical protein|unclassified	13.5846827789
UniRef50_UPI00029A755A: Fis family transcriptionel regulator	13.3044821986
