# Gene Family	SampleDNA_Repair_Base_Excision_Abundance-RPKs
UniRef50_UPI0003B5FACF: DNA-3-methyladenine glycosylase|unclassified	11.8018330308
UniRef50_U7FJK6	11.7946905969
UniRef50_U7FJK6|unclassified	11.7946905969
UniRef50_K2F5I3	11.7105686798
UniRef50_K2F5I3|unclassified	11.7105686798
UniRef50_B3DVC8: Putative 3-methyladenine DNA glycosylase	11.6106062311
UniRef50_B3DVC8: Putative 3-methyladenine DNA glycosylase|unclassified	11.6106062311
UniRef50_UPI00047E7DB4: hypothetical protein	11.5543936687
UniRef50_UPI00047E7DB4: hypothetical protein|unclassified	11.5543936687
UniRef50_UPI00037A653B: hypothetical protein	11.5528677449
UniRef50_UPI00037A653B: hypothetical protein|unclassified	11.5528677449
UniRef50_UPI00016C4648: hypothetical protein	11.5067160847
UniRef50_UPI00016C4648: hypothetical protein|unclassified	11.5067160847
UniRef50_Q1C259: DNA ligase B	11.5006661194
UniRef50_Q1C259: DNA ligase B|unclassified	11.5006661194
UniRef50_UPI00037F47BC: hypothetical protein	11.4966570187
UniRef50_UPI00037F47BC: hypothetical protein|unclassified	11.4966570187
UniRef50_UPI0001BCEB8A: hypothetical protein	11.4800900822
UniRef50_UPI0001BCEB8A: hypothetical protein|unclassified	11.4800900822
UniRef50_UPI000419568D: hypothetical protein	11.4764390678
UniRef50_UPI000419568D: hypothetical protein|unclassified	11.4764390678
UniRef50_UPI0002DC48EE: hypothetical protein	11.3749051789
UniRef50_UPI0002DC48EE: hypothetical protein|unclassified	11.3749051789
UniRef50_UPI0003B611E2: hypothetical protein	11.3694666369
UniRef50_UPI0003B611E2: hypothetical protein|unclassified	11.3694666369
UniRef50_X0VLG4: Marine sediment metagenome DNA, contig: S01H1_S13046 (Fragment)	11.0250141783
UniRef50_X0VLG4: Marine sediment metagenome DNA, contig: S01H1_S13046 (Fragment)|unclassified	11.0250141783
UniRef50_UPI0003686987: hypothetical protein	10.9216505920
UniRef50_UPI0003686987: hypothetical protein|unclassified	10.9216505920
UniRef50_Q39147: DNA-3-methyladenine glycosylase	10.8939837965
UniRef50_Q39147: DNA-3-methyladenine glycosylase|unclassified	10.8939837965
UniRef50_UPI000200312F: DNA-3-methyladenine glycosylase	10.8740051057
UniRef50_UPI000200312F: DNA-3-methyladenine glycosylase|unclassified	10.8740051057
UniRef50_UPI0003744588: hypothetical protein	10.8303743443
UniRef50_UPI0003744588: hypothetical protein|unclassified	10.8303743443
UniRef50_UPI000375EF2F: hypothetical protein	10.7851308656
UniRef50_UPI000375EF2F: hypothetical protein|unclassified	10.7851308656
UniRef50_UPI00036DFA9A: hypothetical protein	10.7415988622
UniRef50_UPI00036DFA9A: hypothetical protein|unclassified	10.7415988622
UniRef50_UPI00046A91E7: hypothetical protein	10.7074347363
UniRef50_UPI00046A91E7: hypothetical protein|unclassified	10.7074347363
UniRef50_G2TGH2	10.6817813963
UniRef50_G2TGH2|unclassified	10.6817813963
UniRef50_UPI0004633DFC: hypothetical protein, partial	10.6524196475
UniRef50_UPI0004633DFC: hypothetical protein, partial|unclassified	10.6524196475
UniRef50_UPI0004053508: hypothetical protein	10.5524225365
UniRef50_UPI0004053508: hypothetical protein|unclassified	10.5524225365
UniRef50_UPI00047A31F1: hypothetical protein	10.5327060725
UniRef50_UPI00047A31F1: hypothetical protein|unclassified	10.5327060725
UniRef50_UPI0003EF6572: DNA polymerase, partial	10.5288700277
UniRef50_UPI0003EF6572: DNA polymerase, partial|unclassified	10.5288700277
UniRef50_I7TXA1	10.5263157895
UniRef50_I7TXA1|unclassified	10.5263157895
UniRef50_Q2FNA4	10.5259341517
UniRef50_Q2FNA4|unclassified	10.5259341517
UniRef50_UPI0003B462BB: deoxyribonuclease I	10.5051723701
UniRef50_UPI0003B462BB: deoxyribonuclease I|unclassified	10.5051723701
UniRef50_UPI0002628E64: single-stranded-DNA-specific exonuclease RecJ	10.4866751899
UniRef50_UPI0002628E64: single-stranded-DNA-specific exonuclease RecJ|unclassified	10.4866751899
UniRef50_UPI0002DE162D: hypothetical protein	10.4166932015
UniRef50_UPI0002DE162D: hypothetical protein|unclassified	10.4166932015
UniRef50_UPI0001850E45: DNA-(apurinic or apyrimidinic site) lyase	10.3516379157
UniRef50_UPI0001850E45: DNA-(apurinic or apyrimidinic site) lyase|unclassified	10.3516379157
UniRef50_B8D120	10.3234169726
UniRef50_B8D120|unclassified	10.3234169726
UniRef50_E1IEQ5	10.3162293680
UniRef50_E1IEQ5|unclassified	10.3162293680
UniRef50_UPI0003665D22: hypothetical protein, partial	10.1076428081
UniRef50_UPI0003665D22: hypothetical protein, partial|unclassified	10.1076428081
UniRef50_UPI0004746270: hypothetical protein, partial	10.0877717192
UniRef50_UPI0004746270: hypothetical protein, partial|unclassified	10.0877717192
UniRef50_B8HIQ9: DNA ligase 2	9.9893209785
UniRef50_B8HIQ9: DNA ligase 2|unclassified	9.9893209785
UniRef50_UPI0002627FBE: DNA polymerase I, partial	9.9562589427
UniRef50_UPI0002627FBE: DNA polymerase I, partial|unclassified	9.9562589427
UniRef50_A4E8P6	9.9345725745
UniRef50_A4E8P6|unclassified	9.9345725745
UniRef50_W5X5H8: Putative 3-methyladenine DNA glycosylase	9.9055218350
UniRef50_W5X5H8: Putative 3-methyladenine DNA glycosylase|unclassified	9.9055218350
UniRef50_UPI000174699D: formamidopyrimidine-DNA glycosylase	9.8684399121
UniRef50_UPI000174699D: formamidopyrimidine-DNA glycosylase|unclassified	9.8684399121
UniRef50_UPI00047C2ECD: hypothetical protein	9.8609899435
UniRef50_UPI00047C2ECD: hypothetical protein|unclassified	9.8609899435
UniRef50_UPI000190292F: hypothetical protein	9.8325099410
UniRef50_UPI000190292F: hypothetical protein|unclassified	9.8325099410
UniRef50_UPI0003B6EA33: DNA lyase	9.8322543754
UniRef50_UPI0003B6EA33: DNA lyase|unclassified	9.8322543754
UniRef50_UPI000255B845: transcriptional regulator Ada / DNA-3-methyladenine glycosylase II / DNA-O6-methylguanine--protein-cysteine S-methyltransferase	9.8004399531
UniRef50_UPI000255B845: transcriptional regulator Ada / DNA-3-methyladenine glycosylase II / DNA-O6-methylguanine--protein-cysteine S-methyltransferase|unclassified	9.8004399531
UniRef50_F2KN43	9.7657383048
UniRef50_F2KN43|unclassified	9.7657383048
UniRef50_UPI00038086AA: hypothetical protein	9.7057032878
UniRef50_UPI00038086AA: hypothetical protein|unclassified	9.7057032878
UniRef50_S2EIM7: DHH family protein	9.6246519465
UniRef50_S2EIM7: DHH family protein|unclassified	9.6246519465
UniRef50_A0LL02	9.5857513654
UniRef50_A0LL02|unclassified	9.5857513654
UniRef50_UPI0001F8584D: single-strand DNA-specific exonuclease-like protein	9.5553969751
UniRef50_UPI0001F8584D: single-strand DNA-specific exonuclease-like protein|unclassified	9.5553969751
UniRef50_UPI00037D4A0F: hypothetical protein	9.5408550402
UniRef50_UPI00037D4A0F: hypothetical protein|unclassified	9.5408550402
UniRef50_UPI000375D61E: hypothetical protein	9.5302750673
UniRef50_UPI000375D61E: hypothetical protein|unclassified	9.5302750673
UniRef50_X6C990	9.5117241178
UniRef50_X6C990|unclassified	9.5117241178
UniRef50_UPI0003B6E4D2: ATP-dependent DNA ligase	9.4513287434
UniRef50_UPI0003B6E4D2: ATP-dependent DNA ligase|unclassified	9.4513287434
UniRef50_W0TQ71	9.4406420286
UniRef50_W0TQ71|unclassified	9.4406420286
UniRef50_I7H422	9.4181896674
UniRef50_I7H422|unclassified	9.4181896674
UniRef50_UPI000378B6AA: hypothetical protein	9.3829433819
UniRef50_UPI000378B6AA: hypothetical protein|unclassified	9.3829433819
UniRef50_UPI000347ACC9: hypothetical protein	9.3471850786
UniRef50_UPI000347ACC9: hypothetical protein|unclassified	9.3471850786
UniRef50_UPI0003807B48: hypothetical protein	9.3283053839
UniRef50_UPI0003807B48: hypothetical protein|unclassified	9.3283053839
UniRef50_B1ZMR3: DNA ligase 2	9.3095364059
UniRef50_B1ZMR3: DNA ligase 2|unclassified	9.3095364059
UniRef50_UPI00046312F8: hypothetical protein, partial	9.2923328140
UniRef50_UPI00046312F8: hypothetical protein, partial|unclassified	9.2923328140
UniRef50_Q9T1Q3: Probable DNA polymerase	9.2801267486
UniRef50_Q9T1Q3: Probable DNA polymerase|unclassified	9.2801267486
UniRef50_UPI0003B3F2FE: DNA ligase	9.1286600521
UniRef50_UPI0003B3F2FE: DNA ligase|unclassified	9.1286600521
UniRef50_C0GF57: DNA polymerase LigD, polymerase domain protein	9.1183424145
UniRef50_C0GF57: DNA polymerase LigD, polymerase domain protein|unclassified	9.1183424145
UniRef50_UPI0004097254: hypothetical protein	9.0853803078
UniRef50_UPI0004097254: hypothetical protein|unclassified	9.0853803078
UniRef50_UPI0003648840: hypothetical protein	9.0407966684
UniRef50_UPI0003648840: hypothetical protein|unclassified	9.0407966684
UniRef50_W5XGN1: Transaldolase	8.9978620222
UniRef50_W5XGN1: Transaldolase|unclassified	8.9978620222
UniRef50_A0L6S1	8.9957028503
UniRef50_A0L6S1|unclassified	8.9957028503
UniRef50_V0SV41	8.9615076183
UniRef50_V0SV41|unclassified	8.9615076183
UniRef50_UPI0001B46638: hypothetical protein, partial	8.9588063291
UniRef50_UPI0001B46638: hypothetical protein, partial|unclassified	8.9588063291
UniRef50_UPI00046649EE: hypothetical protein	8.9273566286
UniRef50_UPI00046649EE: hypothetical protein|unclassified	8.9273566286
UniRef50_UPI00035FF8E9: hypothetical protein	8.8893509848
UniRef50_UPI00035FF8E9: hypothetical protein|unclassified	8.8893509848
UniRef50_Q3ICC5: Flap endonuclease Xni	8.8015002584
UniRef50_Q3ICC5: Flap endonuclease Xni|unclassified	8.8015002584
UniRef50_UPI0003640B55: hypothetical protein	8.7965950366
UniRef50_UPI0003640B55: hypothetical protein|unclassified	8.7965950366
UniRef50_UPI0003B42D49: 5-hydroxymethyluracil DNA glycosylase	8.7581564016
UniRef50_UPI0003B42D49: 5-hydroxymethyluracil DNA glycosylase|unclassified	8.7581564016
UniRef50_X5UKK0	8.7156311712
UniRef50_X5UKK0|unclassified	8.7156311712
UniRef50_X1F329: Marine sediment metagenome DNA, contig: S03H2_L08650	8.6451533701
UniRef50_X1F329: Marine sediment metagenome DNA, contig: S03H2_L08650|unclassified	8.6451533701
UniRef50_UPI0004695587: hypothetical protein	8.6274104312
UniRef50_UPI0004695587: hypothetical protein|unclassified	8.6274104312
UniRef50_UPI000464B685: hypothetical protein	8.6089586379
UniRef50_UPI000464B685: hypothetical protein|unclassified	8.6089586379
UniRef50_UPI000469C878: hypothetical protein	8.5216087801
UniRef50_UPI000469C878: hypothetical protein|unclassified	8.5216087801
UniRef50_X1EAE5: Marine sediment metagenome DNA, contig: S01H4_S16654 (Fragment)	8.5037807663
UniRef50_X1EAE5: Marine sediment metagenome DNA, contig: S01H4_S16654 (Fragment)|unclassified	8.5037807663
UniRef50_UPI000249109E: DNA repair protein	8.4838489937
UniRef50_UPI000249109E: DNA repair protein|unclassified	8.4838489937
UniRef50_W5YV15	8.4706059990
UniRef50_W5YV15|unclassified	8.4706059990
UniRef50_K2EQW5	8.4506621298
UniRef50_K2EQW5|unclassified	8.4506621298
UniRef50_UPI00036F586F: hypothetical protein	8.4038920826
UniRef50_UPI00036F586F: hypothetical protein|unclassified	8.4038920826
UniRef50_UPI0003B3D519: DNA-3-methyladenine glycosylase	8.3761422043
UniRef50_UPI0003B3D519: DNA-3-methyladenine glycosylase|unclassified	8.3761422043
UniRef50_X6FLV7	8.3540104829
UniRef50_X6FLV7|unclassified	8.3540104829
UniRef50_UPI00037A4260: hypothetical protein, partial	8.2517842601
UniRef50_UPI00037A4260: hypothetical protein, partial|unclassified	8.2517842601
UniRef50_UPI0003B4FA5B: DNA polymerase I	8.2499217718
UniRef50_UPI0003B4FA5B: DNA polymerase I|unclassified	8.2499217718
UniRef50_B9XYL1	8.2490966123
UniRef50_B9XYL1|unclassified	8.2490966123
UniRef50_UPI000428E3B0: ATP-dependent DNA ligase	8.2427074596
UniRef50_UPI000428E3B0: ATP-dependent DNA ligase|unclassified	8.2427074596
UniRef50_UPI000382080D: hypothetical protein	8.1387332606
UniRef50_UPI000382080D: hypothetical protein|unclassified	8.1387332606
UniRef50_UPI00025561BB: DNA ligase, NAD-dependent, partial	8.0591057138
UniRef50_UPI00025561BB: DNA ligase, NAD-dependent, partial|unclassified	8.0591057138
UniRef50_K2BNR8	8.0092678858
UniRef50_K2BNR8|unclassified	8.0092678858
UniRef50_J9FQ06: Secreted protein	8.0000000000
UniRef50_J9FQ06: Secreted protein|unclassified	8.0000000000
UniRef50_UPI000376EDC9: hypothetical protein	7.9996302472
UniRef50_UPI000376EDC9: hypothetical protein|unclassified	7.9996302472
UniRef50_B1ZZL9: Probable DNA ligase	7.9825292672
UniRef50_B1ZZL9: Probable DNA ligase|unclassified	7.9825292672
UniRef50_UPI0003B3749D: 3-methyladenine DNA glycosylase	7.9440019122
UniRef50_UPI0003B3749D: 3-methyladenine DNA glycosylase|unclassified	7.9440019122
UniRef50_W4TKE9: DNA polymerase I	7.9365079365
UniRef50_W4TKE9: DNA polymerase I|unclassified	7.9365079365
UniRef50_UPI0003B4CEF5: exodeoxyribonuclease I	7.9060393262
UniRef50_UPI0003B4CEF5: exodeoxyribonuclease I|unclassified	7.9060393262
UniRef50_X0RL20	7.9047903428
UniRef50_X0RL20|unclassified	7.9047903428
UniRef50_W7X488	7.8125000000
UniRef50_W7X488|unclassified	7.8125000000
UniRef50_UPI000237B781: ATP-dependent DNA ligase	7.7895437501
UniRef50_UPI000237B781: ATP-dependent DNA ligase|unclassified	7.7895437501
UniRef50_X1PC63: Marine sediment metagenome DNA, contig: S06H3_S21912 (Fragment)	7.7842788269
UniRef50_X1PC63: Marine sediment metagenome DNA, contig: S06H3_S21912 (Fragment)|unclassified	7.7842788269
UniRef50_UPI0003604BA7: hypothetical protein	7.7748478649
UniRef50_UPI0003604BA7: hypothetical protein|unclassified	7.7748478649
UniRef50_X1LWX9: Marine sediment metagenome DNA, contig: S06H3_L02952	7.7373057767
UniRef50_X1LWX9: Marine sediment metagenome DNA, contig: S06H3_L02952|unclassified	7.7373057767
UniRef50_X1QJV1: Marine sediment metagenome DNA, contig: S06H3_S25629 (Fragment)	7.7060582550
UniRef50_X1QJV1: Marine sediment metagenome DNA, contig: S06H3_S25629 (Fragment)|unclassified	7.7060582550
UniRef50_UPI000380276C: hypothetical protein	7.7050153026
UniRef50_UPI000380276C: hypothetical protein|unclassified	7.7050153026
UniRef50_UPI00035ED1A4: hypothetical protein	7.6923076923
UniRef50_UPI00035ED1A4: hypothetical protein|unclassified	7.6923076923
UniRef50_T0RSD7	7.6543006923
UniRef50_T0RSD7|unclassified	7.6543006923
UniRef50_UPI00037CD576: hypothetical protein	7.5975925769
UniRef50_UPI00037CD576: hypothetical protein|unclassified	7.5975925769
UniRef50_C7UBL2	7.5774971297
UniRef50_C7UBL2|unclassified	7.5774971297
UniRef50_UPI0003B5FFEE: ATP-dependent DNA ligase	7.5531621770
UniRef50_UPI0003B5FFEE: ATP-dependent DNA ligase|unclassified	7.5531621770
UniRef50_UPI000380A9D3: hypothetical protein, partial	7.3781783471
UniRef50_UPI000380A9D3: hypothetical protein, partial|unclassified	7.3781783471
UniRef50_H1KQM8	7.3686116091
UniRef50_H1KQM8|unclassified	7.3686116091
UniRef50_UPI000376064F: hypothetical protein	7.2846771621
UniRef50_UPI000376064F: hypothetical protein|unclassified	7.2846771621
UniRef50_UPI0003FCAA3D: hypothetical protein	7.2779794424
UniRef50_UPI0003FCAA3D: hypothetical protein|unclassified	7.2779794424
UniRef50_UPI000379B222: hypothetical protein	7.2539600322
UniRef50_UPI000379B222: hypothetical protein|unclassified	7.2539600322
UniRef50_UPI000255C054: ATP dependent DNA ligase	7.2474967809
UniRef50_UPI000255C054: ATP dependent DNA ligase|unclassified	7.2474967809
UniRef50_UPI0002193D92: DNA ligase, NAD-dependent, partial	7.2259320625
UniRef50_UPI0002193D92: DNA ligase, NAD-dependent, partial|unclassified	7.2259320625
UniRef50_Q6L195: DNA ligase	7.1868337084
UniRef50_Q6L195: DNA ligase|unclassified	7.1868337084
UniRef50_UPI00047D68E1: ATP-dependent DNA ligase	7.1682413554
UniRef50_UPI00047D68E1: ATP-dependent DNA ligase|unclassified	7.1682413554
UniRef50_F5SBN0: DNA polymerase LigD, polymerase domain protein	7.1596776199
UniRef50_F5SBN0: DNA polymerase LigD, polymerase domain protein|unclassified	7.1596776199
UniRef50_N1U3B1	7.1418202369
UniRef50_N1U3B1|unclassified	7.1418202369
UniRef50_D3EG05: DNA polymerase LigD, polymerase domain protein	7.1316355095
UniRef50_D3EG05: DNA polymerase LigD, polymerase domain protein|unclassified	7.1316355095
UniRef50_X1ARM6: Marine sediment metagenome DNA, contig: S01H4_S03274 (Fragment)	7.1228223999
UniRef50_X1ARM6: Marine sediment metagenome DNA, contig: S01H4_S03274 (Fragment)|unclassified	7.1228223999
UniRef50_I6TG67: DNA polymerase (Fragment)	7.0254222627
UniRef50_I6TG67: DNA polymerase (Fragment)|unclassified	7.0254222627
UniRef50_X6EDF1	7.0240275536
UniRef50_X6EDF1|unclassified	7.0240275536
UniRef50_A3DP49: DNA ligase	7.0185828914
UniRef50_A3DP49: DNA ligase|unclassified	7.0185828914
UniRef50_A0A028F607	7.0136744338
UniRef50_A0A028F607|unclassified	7.0136744338
UniRef50_Q7TYI9: Ribose-5-phosphate isomerase B	7.0103346089
UniRef50_Q7TYI9: Ribose-5-phosphate isomerase B|unclassified	7.0103346089
UniRef50_UPI00047C4EC8: hypothetical protein, partial	6.9563745462
UniRef50_UPI00047C4EC8: hypothetical protein, partial|unclassified	6.9563745462
UniRef50_J9CVW5	6.9224873048
UniRef50_J9CVW5|unclassified	6.9224873048
UniRef50_UPI0003B42E9D: 5''''-3'''' exonuclease	6.8491884720
UniRef50_UPI0003B42E9D: 5''''-3'''' exonuclease|unclassified	6.8491884720
UniRef50_UPI00047B3638: DNA ligase	6.8217112462
UniRef50_UPI00047B3638: DNA ligase|unclassified	6.8217112462
UniRef50_W8I393	6.6666666667
UniRef50_W8I393|unclassified	6.6666666667
UniRef50_UPI0003744B83: hypothetical protein	6.6115579574
UniRef50_UPI0003744B83: hypothetical protein|unclassified	6.6115579574
UniRef50_UPI000468C04E: hypothetical protein	6.5352904166
UniRef50_UPI000468C04E: hypothetical protein|unclassified	6.5352904166
UniRef50_R6A0D0	6.5159173420
UniRef50_R6A0D0|unclassified	6.5159173420
UniRef50_F0PHH8	6.5095890849
UniRef50_F0PHH8|unclassified	6.5095890849
UniRef50_UPI0003B6EBEC: 5''''-3'''' exonuclease	6.5071794914
UniRef50_UPI0003B6EBEC: 5''''-3'''' exonuclease|unclassified	6.5071794914
UniRef50_Q18H83: DUF123 domain-containing protein HQ_2548A	6.5037985134
UniRef50_Q18H83: DUF123 domain-containing protein HQ_2548A|unclassified	6.5037985134
UniRef50_A0A011PXE4: DNA-3-methyladenine glycosylase 2	6.4938460340
UniRef50_A0A011PXE4: DNA-3-methyladenine glycosylase 2|unclassified	6.4938460340
UniRef50_I3UTX7	6.4102564103
UniRef50_I3UTX7|unclassified	6.4102564103
UniRef50_UPI0003B37B1E: DNA-3-methyladenine glycosylase	6.3704451431
UniRef50_UPI0003B37B1E: DNA-3-methyladenine glycosylase|unclassified	6.3704451431
UniRef50_UPI0003782116: hypothetical protein	6.3365628937
UniRef50_UPI0003782116: hypothetical protein|unclassified	6.3365628937
UniRef50_UPI00031A175D: hypothetical protein	6.3274012617
UniRef50_UPI00031A175D: hypothetical protein|unclassified	6.3274012617
UniRef50_D1ASJ0	6.3018233486
UniRef50_D1ASJ0|unclassified	6.3018233486
UniRef50_UPI000237703C: single-stranded-DNA-specific exonuclease RecJ, partial	6.2893081761
UniRef50_UPI000237703C: single-stranded-DNA-specific exonuclease RecJ, partial|unclassified	6.2893081761
UniRef50_UPI0004759620: hypothetical protein	6.2856014490
UniRef50_UPI0004759620: hypothetical protein|unclassified	6.2856014490
UniRef50_UPI0003DE78CB: PREDICTED: DNA-3-methyladenine glycosylase-like isoform X2	6.2631085279
UniRef50_UPI0003DE78CB: PREDICTED: DNA-3-methyladenine glycosylase-like isoform X2|unclassified	6.2631085279
UniRef50_H1QFM2: ADA-like regulatory protein (Fragment)	6.2087905043
UniRef50_H1QFM2: ADA-like regulatory protein (Fragment)|unclassified	6.2087905043
UniRef50_A3CRI6	6.1732881911
UniRef50_A3CRI6|unclassified	6.1732881911
UniRef50_Q2J252	6.1446475262
UniRef50_Q2J252|unclassified	6.1446475262
UniRef50_UPI00041CEDB6: hypothetical protein	6.1180044553
UniRef50_UPI00041CEDB6: hypothetical protein|unclassified	6.1180044553
UniRef50_UPI00036B870C: hypothetical protein	6.0606060606
UniRef50_UPI00036B870C: hypothetical protein|unclassified	6.0606060606
UniRef50_Q8XD89: DNA ligase B	5.9949009598
UniRef50_Q8XD89: DNA ligase B|unclassified	5.9949009598
UniRef50_UPI00026C58D3: HhH-GPD family protein	5.9450967969
UniRef50_UPI00026C58D3: HhH-GPD family protein|unclassified	5.9450967969
UniRef50_UPI000378CB65: hypothetical protein	5.9260314399
UniRef50_UPI000378CB65: hypothetical protein|unclassified	5.9260314399
UniRef50_UPI0003A751D5: hypothetical protein	5.9042727726
UniRef50_UPI0003A751D5: hypothetical protein|unclassified	5.9042727726
UniRef50_G1VEX8	5.8970596942
UniRef50_G1VEX8|unclassified	5.8970596942
UniRef50_UPI000379F3A3: hypothetical protein	5.8906126824
UniRef50_UPI000379F3A3: hypothetical protein|unclassified	5.8906126824
UniRef50_UPI000473DE21: hypothetical protein, partial	5.8519889353
UniRef50_UPI000473DE21: hypothetical protein, partial|unclassified	5.8519889353
UniRef50_A8ARN4: DNA ligase B	5.8435200458
UniRef50_A8ARN4: DNA ligase B|unclassified	5.8435200458
UniRef50_K2BT30: Ku protein	5.7991484626
UniRef50_K2BT30: Ku protein|unclassified	5.7991484626
UniRef50_UPI000472020D: hypothetical protein, partial	5.7803468208
UniRef50_UPI000472020D: hypothetical protein, partial|unclassified	5.7803468208
UniRef50_UPI00037D4BC7: hypothetical protein	5.7675281566
UniRef50_UPI00037D4BC7: hypothetical protein|unclassified	5.7675281566
UniRef50_UPI00047C46A3: hypothetical protein	5.7529452046
UniRef50_UPI00047C46A3: hypothetical protein|unclassified	5.7529452046
UniRef50_UPI00036B96BE: hypothetical protein	5.6597098905
UniRef50_UPI00036B96BE: hypothetical protein|unclassified	5.6597098905
UniRef50_UPI000381D2CA: hypothetical protein	5.6377152489
UniRef50_UPI000381D2CA: hypothetical protein|unclassified	5.6377152489
UniRef50_UPI0004707483: DNA polymerase, partial	5.6327381416
UniRef50_UPI0004707483: DNA polymerase, partial|unclassified	5.6327381416
UniRef50_UPI00035CB793: hypothetical protein	5.5862922377
UniRef50_UPI00035CB793: hypothetical protein|unclassified	5.5862922377
UniRef50_X1DZH7: Marine sediment metagenome DNA, contig: S01H4_S07746 (Fragment)	5.5751575814
UniRef50_X1DZH7: Marine sediment metagenome DNA, contig: S01H4_S07746 (Fragment)|unclassified	5.5751575814
UniRef50_UPI000474281F: hypothetical protein	5.5555555556
UniRef50_UPI000474281F: hypothetical protein|unclassified	5.5555555556
UniRef50_UPI000365CDB1: hypothetical protein	5.5428768225
UniRef50_UPI000365CDB1: hypothetical protein|unclassified	5.5428768225
UniRef50_UPI00035F35FD: hypothetical protein	5.5248618785
UniRef50_UPI00035F35FD: hypothetical protein|unclassified	5.5248618785
UniRef50_C3Q0G6	5.5069271183
UniRef50_C3Q0G6|unclassified	5.5069271183
UniRef50_UPI00036909B7: hypothetical protein	5.4833394999
UniRef50_UPI00036909B7: hypothetical protein|unclassified	5.4833394999
UniRef50_X1RWA1: Marine sediment metagenome DNA, contig: S06H3_S29853 (Fragment)	5.4146711868
UniRef50_X1RWA1: Marine sediment metagenome DNA, contig: S06H3_S29853 (Fragment)|unclassified	5.4146711868
UniRef50_UPI00037C7368: hypothetical protein	5.3847279264
UniRef50_UPI00037C7368: hypothetical protein|unclassified	5.3847279264
UniRef50_D3CYU8	5.3475935829
UniRef50_D3CYU8|unclassified	5.3475935829
UniRef50_UPI000225FE6D: single-stranded-DNA-specific exonuclease RecJ	5.2711829225
UniRef50_UPI000225FE6D: single-stranded-DNA-specific exonuclease RecJ|unclassified	5.2711829225
UniRef50_UPI0002626B8A: DNA polymerase I, partial	5.2549376891
UniRef50_UPI0002626B8A: DNA polymerase I, partial|unclassified	5.2549376891
UniRef50_X5QDL1	5.2356020942
UniRef50_X5QDL1|unclassified	5.2356020942
UniRef50_F7XLN6	5.2184381204
UniRef50_F7XLN6|unclassified	5.2184381204
UniRef50_UPI0004727F25: DNA-3-methyladenine glycosidase	5.1102090858
UniRef50_UPI0004727F25: DNA-3-methyladenine glycosidase|unclassified	5.1102090858
UniRef50_UPI0004792672: hypothetical protein	5.0875197375
UniRef50_UPI0004792672: hypothetical protein|unclassified	5.0875197375
UniRef50_A1AT66: Ribonuclease H	5.0854409502
UniRef50_A1AT66: Ribonuclease H|unclassified	5.0854409502
UniRef50_UPI00047533BD: hypothetical protein	5.0505050505
UniRef50_UPI00047533BD: hypothetical protein|unclassified	5.0505050505
UniRef50_UPI000262ABB5: bifunctional 3''''-5'''' exonuclease/DNA polymerase, partial	5.0224911178
UniRef50_UPI000262ABB5: bifunctional 3''''-5'''' exonuclease/DNA polymerase, partial|unclassified	5.0224911178
UniRef50_UPI000471EB7F: hypothetical protein, partial	5.0151344493
UniRef50_UPI000471EB7F: hypothetical protein, partial|unclassified	5.0151344493
UniRef50_V0API9	5.0002118840
UniRef50_V0API9|unclassified	5.0002118840
UniRef50_B9TMV3	5.0000000000
UniRef50_B9TMV3|unclassified	5.0000000000
UniRef50_X7YQ84	4.9969264535
UniRef50_X7YQ84|unclassified	4.9969264535
UniRef50_A4WH24: DNA ligase	4.9715931394
UniRef50_A4WH24: DNA ligase|unclassified	4.9715931394
UniRef50_W7L1G5: Phage-related DNA polymerase (Fragment)	4.9469555823
UniRef50_W7L1G5: Phage-related DNA polymerase (Fragment)|unclassified	4.9469555823
UniRef50_H5UAD3	4.9011399768
UniRef50_H5UAD3|unclassified	4.9011399768
UniRef50_UPI0003A1349D: deoxyribonuclease I	4.8774662988
UniRef50_UPI0003A1349D: deoxyribonuclease I|unclassified	4.8774662988
UniRef50_UPI0003B65215: hypothetical protein	4.8757524787
UniRef50_UPI0003B65215: hypothetical protein|unclassified	4.8757524787
UniRef50_UPI00036A1C6C: hypothetical protein	4.8217255698
UniRef50_UPI00036A1C6C: hypothetical protein|unclassified	4.8217255698
UniRef50_V7ESN1	4.7786997728
UniRef50_V7ESN1|unclassified	4.7786997728
UniRef50_UPI000376AADB: hypothetical protein, partial	4.7376270747
UniRef50_UPI000376AADB: hypothetical protein, partial|unclassified	4.7376270747
UniRef50_UPI0003B40B7B: hypothetical protein, partial	4.7225047866
UniRef50_UPI0003B40B7B: hypothetical protein, partial|unclassified	4.7225047866
UniRef50_UPI0002895C76: hypothetical protein	4.7084548664
UniRef50_UPI0002895C76: hypothetical protein|unclassified	4.7084548664
UniRef50_UPI000479A9B6: hypothetical protein	4.7033455056
UniRef50_UPI000479A9B6: hypothetical protein|unclassified	4.7033455056
UniRef50_UPI00037BA4A1: hypothetical protein	4.6723485490
UniRef50_UPI00037BA4A1: hypothetical protein|unclassified	4.6723485490
UniRef50_UPI00047044C5: hypothetical protein	4.6442960315
UniRef50_UPI00047044C5: hypothetical protein|unclassified	4.6442960315
UniRef50_UPI00047EB35C: hypothetical protein	4.6441706655
UniRef50_UPI00047EB35C: hypothetical protein|unclassified	4.6441706655
UniRef50_M1ZFT7	4.6017080859
