# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-CPM
UniRef50_UPI0003EE2E48: PREDICTED: aldehyde dehydrogenase family 8 member A1-like, partial|unclassified	12.0661
UniRef50_UPI0003EF1D2C: hypothetical protein, partial	12.0536
UniRef50_UPI0003EF1D2C: hypothetical protein, partial|unclassified	12.0536
UniRef50_C3NLF9: SAF domain protein	12.0526
UniRef50_C3NLF9: SAF domain protein|unclassified	12.0526
UniRef50_R6NIY4: SAF domain protein	12.0401
UniRef50_R6NIY4: SAF domain protein|unclassified	12.0401
UniRef50_W3RLG5: Calcium-binding protein	12.0128
UniRef50_W3RLG5: Calcium-binding protein|unclassified	12.0128
UniRef50_Q1JUP4: Alpha-ketoglutaric semialdehyde dehydrogenase	11.9314
UniRef50_Q1JUP4: Alpha-ketoglutaric semialdehyde dehydrogenase|unclassified	11.9314
UniRef50_J3CNZ9: Gluconolactonase	11.9238
UniRef50_J3CNZ9: Gluconolactonase|unclassified	11.9238
UniRef50_UPI00036CF119: hypothetical protein, partial	11.8343
UniRef50_UPI00036CF119: hypothetical protein, partial|unclassified	11.8343
UniRef50_UPI0000D9ECFC: PREDICTED: aldehyde dehydrogenase family 16 member A1-like	11.7896
UniRef50_UPI0000D9ECFC: PREDICTED: aldehyde dehydrogenase family 16 member A1-like|unclassified	11.7896
UniRef50_S3XY80	11.7886
UniRef50_S3XY80|unclassified	11.7886
UniRef50_W0SFM5: Phosphoglycerate mutase 2	11.7842
UniRef50_W0SFM5: Phosphoglycerate mutase 2|unclassified	11.7842
UniRef50_UPI0003766B2D: hypothetical protein, partial	11.728
UniRef50_UPI0003766B2D: hypothetical protein, partial|unclassified	11.728
UniRef50_UPI00041B3BE4: succinate-semialdehyde dehydrogenase	11.7207
UniRef50_UPI00041B3BE4: succinate-semialdehyde dehydrogenase|unclassified	11.7207
UniRef50_A3ZNW4: Phosphoglycerate mutase family protein	11.6749
UniRef50_A3ZNW4: Phosphoglycerate mutase family protein|unclassified	11.6749
UniRef50_X1UIC0: Marine sediment metagenome DNA, contig: S12H4_S04771 (Fragment)	11.6725
UniRef50_X1UIC0: Marine sediment metagenome DNA, contig: S12H4_S04771 (Fragment)|unclassified	11.6725
UniRef50_H1KUU2: SMP-30/Gluconolaconase/LRE-like region-containing protein	11.6684
UniRef50_H1KUU2: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	11.6684
UniRef50_B1YLE0: Triosephosphate isomerase	11.6189
UniRef50_B1YLE0: Triosephosphate isomerase|unclassified	11.6189
UniRef50_UPI00035FFB9E: hypothetical protein	11.6073
UniRef50_UPI00035FFB9E: hypothetical protein|unclassified	11.6073
UniRef50_UPI000248FB23: aldose 1-epimerase	11.5712
UniRef50_UPI000248FB23: aldose 1-epimerase|unclassified	11.5712
UniRef50_P62423: Phosphoglycerate kinase	11.5375
UniRef50_P62423: Phosphoglycerate kinase|unclassified	11.5375
UniRef50_UPI0003820E7B: hypothetical protein, partial	11.5294
UniRef50_UPI0003820E7B: hypothetical protein, partial|unclassified	11.5294
UniRef50_UPI00047E8C17: hypothetical protein, partial	11.4571
UniRef50_UPI00047E8C17: hypothetical protein, partial|unclassified	11.4571
UniRef50_UPI00029AE8D8: ROK family protein	11.4124
UniRef50_UPI00029AE8D8: ROK family protein|unclassified	11.4124
UniRef50_UPI00046D8C38: PREDICTED: putative dihydroxy-acid dehydratase, mitochondrial, partial	11.3049
UniRef50_UPI00046D8C38: PREDICTED: putative dihydroxy-acid dehydratase, mitochondrial, partial|unclassified	11.3049
UniRef50_W4LVJ1	11.2705
UniRef50_W4LVJ1|unclassified	11.2705
UniRef50_D2S8W1: SMP-30/Gluconolaconase/LRE domain protein	11.2611
UniRef50_D2S8W1: SMP-30/Gluconolaconase/LRE domain protein|unclassified	11.2611
UniRef50_UPI000375F9BF: hypothetical protein	11.2487
UniRef50_UPI000375F9BF: hypothetical protein|unclassified	11.2487
UniRef50_UPI000363051F: hypothetical protein	11.1644
UniRef50_UPI000363051F: hypothetical protein|unclassified	11.1644
UniRef50_C7MA81: Gluconolactonase	11.1152
UniRef50_C7MA81: Gluconolactonase|unclassified	11.1152
UniRef50_UPI0003766482: hypothetical protein	11.1101
UniRef50_UPI0003766482: hypothetical protein|unclassified	11.1101
UniRef50_UPI0003B3C98E: hydroxypyruvate reductase	11.0744
UniRef50_UPI0003B3C98E: hydroxypyruvate reductase|unclassified	11.0744
UniRef50_UPI0003700B99: hypothetical protein	11.0307
UniRef50_UPI0003700B99: hypothetical protein|unclassified	11.0307
UniRef50_K6CYG5: SAF domain-containing protein	11.0142
UniRef50_K6CYG5: SAF domain-containing protein|unclassified	11.0142
UniRef50_UPI00036A5484: hypothetical protein	10.9877
UniRef50_UPI00036A5484: hypothetical protein|unclassified	10.9877
UniRef50_I4CD97: Altronate dehydratase	10.9479
UniRef50_I4CD97: Altronate dehydratase|unclassified	10.9479
UniRef50_Q8TUU1: Phosphoglycerate kinase	10.8943
UniRef50_Q8TUU1: Phosphoglycerate kinase|unclassified	10.8943
UniRef50_UPI00016A71F3: RpiR family transcriptional regulator	10.871
UniRef50_UPI00016A71F3: RpiR family transcriptional regulator|unclassified	10.871
UniRef50_UPI0004574CBB: PREDICTED: aldehyde dehydrogenase family 8 member A1	10.85
UniRef50_UPI0004574CBB: PREDICTED: aldehyde dehydrogenase family 8 member A1|unclassified	10.85
UniRef50_A7WZS8: Triosephosphate isomerase	10.7655
UniRef50_A7WZS8: Triosephosphate isomerase|unclassified	10.7655
UniRef50_UPI000380ED1D: hypothetical protein	10.7539
UniRef50_UPI000380ED1D: hypothetical protein|unclassified	10.7539
UniRef50_R4LE63: Gluconolactonase	10.7344
UniRef50_R4LE63: Gluconolactonase|unclassified	10.7344
UniRef50_V5VUB7: D-galactarate dehydratase	10.7225
UniRef50_V5VUB7: D-galactarate dehydratase|unclassified	10.7225
UniRef50_UPI00036F26F0: hypothetical protein	10.7082
UniRef50_UPI00036F26F0: hypothetical protein|unclassified	10.7082
UniRef50_D8K226: ROK family protein	10.6745
UniRef50_D8K226: ROK family protein|unclassified	10.6745
UniRef50_UPI0004752443: calcium-binding protein	10.6705
UniRef50_UPI0004752443: calcium-binding protein|unclassified	10.6705
UniRef50_K0Q5T1: Gluconolactonase	10.6388
UniRef50_K0Q5T1: Gluconolactonase|unclassified	10.6388
UniRef50_UPI0003B6B9F4: aldehyde dehydrogenase	10.5553
UniRef50_UPI0003B6B9F4: aldehyde dehydrogenase|unclassified	10.5553
UniRef50_R5XBW6	10.5482
UniRef50_R5XBW6|unclassified	10.5482
UniRef50_UPI00030B5AAD: hypothetical protein	10.5134
UniRef50_UPI00030B5AAD: hypothetical protein|unclassified	10.5134
UniRef50_UPI0003EC3F92: PREDICTED: fatty aldehyde dehydrogenase-like	10.4816
UniRef50_UPI0003EC3F92: PREDICTED: fatty aldehyde dehydrogenase-like|unclassified	10.4816
UniRef50_UPI0003798526: hypothetical protein	10.4512
UniRef50_UPI0003798526: hypothetical protein|unclassified	10.4512
UniRef50_UPI000466F07F: phosphogluconate dehydratase	10.314
UniRef50_UPI000466F07F: phosphogluconate dehydratase|unclassified	10.314
UniRef50_UPI00046FBE29: hypothetical protein	10.3069
UniRef50_UPI00046FBE29: hypothetical protein|unclassified	10.3069
UniRef50_UPI00035C41C9: hypothetical protein	10.2556
UniRef50_UPI00035C41C9: hypothetical protein|unclassified	10.2556
UniRef50_K6XV72: Regucalcin	10.2344
UniRef50_K6XV72: Regucalcin|unclassified	10.2344
UniRef50_UPI000478D622: hypothetical protein	10.1937
UniRef50_UPI000478D622: hypothetical protein|unclassified	10.1937
UniRef50_D8M454: Singapore isolate B (sub-type 7) whole genome shotgun sequence assembly, scaffold_20	10.1572
UniRef50_D8M454: Singapore isolate B (sub-type 7) whole genome shotgun sequence assembly, scaffold_20|unclassified	10.1572
UniRef50_F2U214	10.1481
UniRef50_F2U214|unclassified	10.1481
UniRef50_UPI000471D17F: gluconolaconase	10.1437
UniRef50_UPI000471D17F: gluconolaconase|unclassified	10.1437
UniRef50_UPI00016C4C2D: glucokinase	10.1317
UniRef50_UPI00016C4C2D: glucokinase|unclassified	10.1317
UniRef50_UPI00035FD37B: hypothetical protein, partial	10.1255
UniRef50_UPI00035FD37B: hypothetical protein, partial|unclassified	10.1255
UniRef50_A0A058WDQ6: SMP-30/Gluconolaconase/LRE-like region	10.0798
UniRef50_A0A058WDQ6: SMP-30/Gluconolaconase/LRE-like region|unclassified	10.0798
UniRef50_U1RCW3: Putative opcA protein	10.055
UniRef50_U1RCW3: Putative opcA protein|unclassified	10.055
UniRef50_B3QR05: ROK family protein	10.0258
UniRef50_B3QR05: ROK family protein|unclassified	10.0258
UniRef50_UPI0001D563DE: PREDICTED: aldehyde dehydrogenase family 16 member A1-like, partial	9.99119
UniRef50_UPI0001D563DE: PREDICTED: aldehyde dehydrogenase family 16 member A1-like, partial|unclassified	9.99119
UniRef50_UPI00037C56EA: hypothetical protein	9.98176
UniRef50_UPI00037C56EA: hypothetical protein|unclassified	9.98176
UniRef50_P94682: 4-(hydroxymethyl)benzenesulfonate dehydrogenase TsaD1	9.94215
UniRef50_P94682: 4-(hydroxymethyl)benzenesulfonate dehydrogenase TsaD1|unclassified	9.94215
UniRef50_X0T9N4: Marine sediment metagenome DNA, contig: S01H1_L08290 (Fragment)	9.90529
UniRef50_X0T9N4: Marine sediment metagenome DNA, contig: S01H1_L08290 (Fragment)|unclassified	9.90529
UniRef50_B4VUZ0	9.8995
UniRef50_B4VUZ0|unclassified	9.8995
UniRef50_L0KAK7: Altronate dehydratase	9.87545
UniRef50_L0KAK7: Altronate dehydratase|unclassified	9.87545
UniRef50_UPI00046F719D: hypothetical protein, partial	9.85549
UniRef50_UPI00046F719D: hypothetical protein, partial|unclassified	9.85549
UniRef50_X1R6W1: Marine sediment metagenome DNA, contig: S12H4_L04460 (Fragment)	9.8491
UniRef50_X1R6W1: Marine sediment metagenome DNA, contig: S12H4_L04460 (Fragment)|unclassified	9.8491
UniRef50_B3DRW0: Triosephosphate isomerase	9.83091
UniRef50_B3DRW0: Triosephosphate isomerase|unclassified	9.83091
UniRef50_UPI000367E8DF: hypothetical protein	9.82722
UniRef50_UPI000367E8DF: hypothetical protein|unclassified	9.82722
UniRef50_P31961: Phosphogluconate dehydratase	9.81072
UniRef50_P31961: Phosphogluconate dehydratase|unclassified	9.81072
UniRef50_UPI00036CA5FE: hypothetical protein	9.78387
UniRef50_UPI00036CA5FE: hypothetical protein|unclassified	9.78387
UniRef50_UPI0003B6C27F: 6-phosphogluconolactonase	9.75661
UniRef50_UPI0003B6C27F: 6-phosphogluconolactonase|unclassified	9.75661
UniRef50_K2JPC9: Regucalcin	9.72898
UniRef50_K2JPC9: Regucalcin|unclassified	9.72898
UniRef50_O29119: Phosphoglycerate kinase	9.70869
UniRef50_O29119: Phosphoglycerate kinase|unclassified	9.70869
UniRef50_UPI00037C57DA: hypothetical protein, partial	9.67395
UniRef50_UPI00037C57DA: hypothetical protein, partial|unclassified	9.67395
UniRef50_UPI0004070A83: aldehyde dehydrogenase	9.65521
UniRef50_UPI0004070A83: aldehyde dehydrogenase|unclassified	9.65521
UniRef50_W9HAL6: Gluconolactonase	9.62608
UniRef50_W9HAL6: Gluconolactonase|unclassified	9.62608
UniRef50_UPI00047B8CC4: aldehyde dehydrogenase	9.6241
UniRef50_UPI00047B8CC4: aldehyde dehydrogenase|unclassified	9.6241
UniRef50_UPI00047BB580: hypothetical protein	9.61973
UniRef50_UPI00047BB580: hypothetical protein|unclassified	9.61973
UniRef50_D5QCP9: IclR family transcriptional regulator	9.60603
UniRef50_D5QCP9: IclR family transcriptional regulator|unclassified	9.60603
UniRef50_UPI0002E73783: hypothetical protein	9.58448
UniRef50_UPI0002E73783: hypothetical protein|unclassified	9.58448
UniRef50_X1LX12: Marine sediment metagenome DNA, contig: S06H3_C00458	9.57778
UniRef50_X1LX12: Marine sediment metagenome DNA, contig: S06H3_C00458|unclassified	9.57778
UniRef50_UPI000360EDD6: hypothetical protein	9.51877
UniRef50_UPI000360EDD6: hypothetical protein|unclassified	9.51877
UniRef50_UPI00037EC8A7: hypothetical protein, partial	9.47321
UniRef50_UPI00037EC8A7: hypothetical protein, partial|unclassified	9.47321
UniRef50_T5KIK3	9.45183
UniRef50_T5KIK3|unclassified	9.45183
UniRef50_Q9Z8I3: 6-phosphogluconate dehydrogenase, decarboxylating	9.35145
UniRef50_Q9Z8I3: 6-phosphogluconate dehydrogenase, decarboxylating|unclassified	9.35145
UniRef50_UPI0003B79C7D: phosphoglycerate kinase	9.35031
UniRef50_UPI0003B79C7D: phosphoglycerate kinase|unclassified	9.35031
UniRef50_X1RT29: Marine sediment metagenome DNA, contig: S12H4_L01045 (Fragment)	9.29439
UniRef50_X1RT29: Marine sediment metagenome DNA, contig: S12H4_L01045 (Fragment)|unclassified	9.29439
UniRef50_Q111X0	9.13517
UniRef50_Q111X0|unclassified	9.13517
UniRef50_E6WX70: SMP-30/Gluconolaconase/LRE-like region-containing protein	9.05399
UniRef50_E6WX70: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	9.05399
UniRef50_M1FJX5: Protein yellow	8.97719
UniRef50_M1FJX5: Protein yellow|unclassified	8.97719
UniRef50_UPI000364583A: phosphoglycerate mutase	8.92932
UniRef50_UPI000364583A: phosphoglycerate mutase|unclassified	8.92932
UniRef50_P37754: 6-phosphogluconate dehydrogenase, decarboxylating	8.90759
UniRef50_P37754: 6-phosphogluconate dehydrogenase, decarboxylating|unclassified	8.90759
UniRef50_UPI0004771A52: succinate-semialdehyde dehydrogenase	8.87806
UniRef50_UPI0004771A52: succinate-semialdehyde dehydrogenase|unclassified	8.87806
UniRef50_U2HY39	8.87749
UniRef50_U2HY39|unclassified	8.87749
UniRef50_UPI000262D2C8: aldehyde dehydrogenase	8.85182
UniRef50_UPI000262D2C8: aldehyde dehydrogenase|unclassified	8.85182
UniRef50_UPI000363C02B: hypothetical protein	8.80869
UniRef50_UPI000363C02B: hypothetical protein|unclassified	8.80869
UniRef50_UPI00047C7FCF: altronate dehydratase	8.74744
UniRef50_UPI00047C7FCF: altronate dehydratase|unclassified	8.74744
UniRef50_W2GV60	8.73885
UniRef50_W2GV60|unclassified	8.73885
UniRef50_UPI000371222C: hypothetical protein	8.72026
UniRef50_UPI000371222C: hypothetical protein|unclassified	8.72026
UniRef50_D2PM28: Phosphoglycerate mutase	8.70411
UniRef50_D2PM28: Phosphoglycerate mutase|unclassified	8.70411
UniRef50_A8U3J0: Senescence marker protein-30 (SMP-30)	8.66328
UniRef50_A8U3J0: Senescence marker protein-30 (SMP-30)|unclassified	8.66328
UniRef50_UPI000382500B: hypothetical protein	8.57078
UniRef50_UPI000382500B: hypothetical protein|unclassified	8.57078
UniRef50_D6SUT5: SAF domain protein	8.55545
UniRef50_D6SUT5: SAF domain protein|unclassified	8.55545
UniRef50_T1A395: SMP-30/gluconolaconase/LRE domain protein (Fragment)	8.53284
UniRef50_T1A395: SMP-30/gluconolaconase/LRE domain protein (Fragment)|unclassified	8.53284
UniRef50_UPI000378FC39: hypothetical protein	8.51714
UniRef50_UPI000378FC39: hypothetical protein|unclassified	8.51714
UniRef50_E1V7V8: Aspartate-semialdehyde dehydrogenase (Non-phosphorylating)	8.48865
UniRef50_E1V7V8: Aspartate-semialdehyde dehydrogenase (Non-phosphorylating)|unclassified	8.48865
UniRef50_UPI000273AAE5: PREDICTED: phosphoglycerate kinase 1-like	8.44968
UniRef50_UPI000273AAE5: PREDICTED: phosphoglycerate kinase 1-like|unclassified	8.44968
UniRef50_F5ZJ16	8.4334
UniRef50_F5ZJ16|unclassified	8.4334
UniRef50_O86281	8.35389
UniRef50_O86281|unclassified	8.35389
UniRef50_UPI0002625740: aldose 1-epimerase	8.34768
UniRef50_UPI0002625740: aldose 1-epimerase|unclassified	8.34768
UniRef50_UPI0003B6928D: gluconolaconase	8.28997
UniRef50_UPI0003B6928D: gluconolaconase|unclassified	8.28997
UniRef50_A6TBU8: L-rhamnonate dehydratase	8.28073
UniRef50_A6TBU8: L-rhamnonate dehydratase|unclassified	8.28073
UniRef50_A0A015M5G9	8.14093
UniRef50_A0A015M5G9|unclassified	8.14093
UniRef50_A0A023XGK5	8.11306
UniRef50_A0A023XGK5|unclassified	8.11306
UniRef50_UPI000371342D: hypothetical protein	8.04275
UniRef50_UPI000371342D: hypothetical protein|unclassified	8.04275
UniRef50_L0DNP1: Esterase/lipase	8.00501
UniRef50_L0DNP1: Esterase/lipase|unclassified	8.00501
UniRef50_UPI00046AAA8C: hypothetical protein	7.98568
UniRef50_UPI00046AAA8C: hypothetical protein|unclassified	7.98568
UniRef50_Q89PN8: Bll3442 protein	7.97918
UniRef50_Q89PN8: Bll3442 protein|unclassified	7.97918
UniRef50_UPI000464F6B0: hypothetical protein	7.97399
UniRef50_UPI000464F6B0: hypothetical protein|unclassified	7.97399
UniRef50_Q8TMI8: Phosphoglycerate kinase 1	7.9588
UniRef50_Q8TMI8: Phosphoglycerate kinase 1|unclassified	7.9588
UniRef50_G8AZT9	7.93522
UniRef50_G8AZT9|unclassified	7.93522
UniRef50_R6D1U9	7.93226
UniRef50_R6D1U9|unclassified	7.93226
UniRef50_UPI00047B61B7: succinate-semialdehyde dehydrogenase	7.91937
UniRef50_UPI00047B61B7: succinate-semialdehyde dehydrogenase|unclassified	7.91937
UniRef50_UPI0003FDCB64: MULTISPECIES: beta-galactosidase	7.9021
UniRef50_UPI0003FDCB64: MULTISPECIES: beta-galactosidase|unclassified	7.9021
UniRef50_UPI0002DCBC33: hypothetical protein	7.8742
UniRef50_UPI0002DCBC33: hypothetical protein|unclassified	7.8742
UniRef50_D1PL01: ROK family protein	7.84617
UniRef50_D1PL01: ROK family protein|unclassified	7.84617
UniRef50_E6LDK9	7.83986
UniRef50_E6LDK9|unclassified	7.83986
UniRef50_UPI000429C726: hypothetical protein	7.80976
UniRef50_UPI000429C726: hypothetical protein|unclassified	7.80976
UniRef50_T0NGE7	7.73765
UniRef50_T0NGE7|unclassified	7.73765
UniRef50_UPI0003799E7A: hypothetical protein	7.69718
UniRef50_UPI0003799E7A: hypothetical protein|unclassified	7.69718
UniRef50_X5EA53: SMP-30/Gluconolaconase/LRE-like region	7.68464
UniRef50_X5EA53: SMP-30/Gluconolaconase/LRE-like region|unclassified	7.68464
UniRef50_UPI0003B58DEF: 6-phosphogluconolactonase	7.68186
UniRef50_UPI0003B58DEF: 6-phosphogluconolactonase|unclassified	7.68186
UniRef50_R2UT25	7.65417
UniRef50_R2UT25|unclassified	7.65417
UniRef50_UPI00038063C8: hypothetical protein	7.62853
UniRef50_UPI00038063C8: hypothetical protein|unclassified	7.62853
UniRef50_G8AU39: SMP-30/Gluconolaconase/LRE domain protein	7.58835
UniRef50_G8AU39: SMP-30/Gluconolaconase/LRE domain protein|unclassified	7.58835
UniRef50_X0YCH9: Marine sediment metagenome DNA, contig: S01H1_S40739 (Fragment)	7.53145
UniRef50_X0YCH9: Marine sediment metagenome DNA, contig: S01H1_S40739 (Fragment)|unclassified	7.53145
UniRef50_F7Y415: SMP-30/Gluconolaconase/LRE domain protein	7.49799
UniRef50_F7Y415: SMP-30/Gluconolaconase/LRE domain protein|unclassified	7.49799
UniRef50_W0JSG5: Dehydratase	7.48821
UniRef50_W0JSG5: Dehydratase|unclassified	7.48821
UniRef50_X1N0K4: Marine sediment metagenome DNA, contig: S06H3_S18184 (Fragment)	7.48784
UniRef50_X1N0K4: Marine sediment metagenome DNA, contig: S06H3_S18184 (Fragment)|unclassified	7.48784
UniRef50_X1L3R1: Marine sediment metagenome DNA, contig: S06H3_C01513 (Fragment)	7.4699
UniRef50_X1L3R1: Marine sediment metagenome DNA, contig: S06H3_C01513 (Fragment)|unclassified	7.4699
UniRef50_U2RR04: ROK family protein (Fragment)	7.46898
UniRef50_U2RR04: ROK family protein (Fragment)|unclassified	7.46898
UniRef50_UPI0004142FA9: hypothetical protein	7.43664
UniRef50_UPI0004142FA9: hypothetical protein|unclassified	7.43664
UniRef50_UPI00031B684B: hypothetical protein	7.42384
UniRef50_UPI00031B684B: hypothetical protein|unclassified	7.42384
UniRef50_R1CY72	7.35012
UniRef50_R1CY72|unclassified	7.35012
UniRef50_UPI0003B753CD: phosphoglycerate mutase, partial	7.34009
UniRef50_UPI0003B753CD: phosphoglycerate mutase, partial|unclassified	7.34009
UniRef50_UPI0003B3240B: aldehyde dehydrogenase	7.24913
UniRef50_UPI0003B3240B: aldehyde dehydrogenase|unclassified	7.24913
UniRef50_X1PNU8: Marine sediment metagenome DNA, contig: S06H3_S14540 (Fragment)	7.22006
UniRef50_X1PNU8: Marine sediment metagenome DNA, contig: S06H3_S14540 (Fragment)|unclassified	7.22006
UniRef50_UPI0003638901: hypothetical protein	7.19635
UniRef50_UPI0003638901: hypothetical protein|unclassified	7.19635
UniRef50_R5XIY1: ROK family protein	7.16136
UniRef50_R5XIY1: ROK family protein|unclassified	7.16136
UniRef50_Q13PZ6	7.12671
UniRef50_Q13PZ6|unclassified	7.12671
UniRef50_K9WAA9	7.117
UniRef50_K9WAA9|unclassified	7.117
UniRef50_Q9X0N9: Glucose-6-phosphate 1-dehydrogenase	7.09572
UniRef50_Q9X0N9: Glucose-6-phosphate 1-dehydrogenase|unclassified	7.09572
UniRef50_UPI0003B4FAED: hypothetical protein	7.05778
UniRef50_UPI0003B4FAED: hypothetical protein|unclassified	7.05778
UniRef50_F8I8P1	7.05153
UniRef50_F8I8P1|unclassified	7.05153
UniRef50_E1R0Z1: SAF domain protein	7.04906
UniRef50_E1R0Z1: SAF domain protein|unclassified	7.04906
UniRef50_UPI0003800B93: hypothetical protein	7.04799
UniRef50_UPI0003800B93: hypothetical protein|unclassified	7.04799
UniRef50_O83491: Glucose-6-phosphate 1-dehydrogenase	7.04035
UniRef50_O83491: Glucose-6-phosphate 1-dehydrogenase|unclassified	7.04035
UniRef50_F4XFM2	7.01993
UniRef50_F4XFM2|unclassified	7.01993
UniRef50_G0GQU5: Gluconolactonase	7.01365
UniRef50_G0GQU5: Gluconolactonase|unclassified	7.01365
UniRef50_UPI000471BF1E: fructose-2,6-bisphosphatase, partial	7.01214
UniRef50_UPI000471BF1E: fructose-2,6-bisphosphatase, partial|unclassified	7.01214
UniRef50_U5N4X3	6.97977
UniRef50_U5N4X3|unclassified	6.97977
UniRef50_W7QAH3	6.95718
UniRef50_W7QAH3|unclassified	6.95718
UniRef50_UPI0003715D05: hypothetical protein	6.94357
UniRef50_UPI0003715D05: hypothetical protein|unclassified	6.94357
UniRef50_S7FNR9: SMP-30/Gluconolaconase/LRE-like region domain protein	6.92813
UniRef50_S7FNR9: SMP-30/Gluconolaconase/LRE-like region domain protein|unclassified	6.92813
UniRef50_Q5SJR1: Triosephosphate isomerase	6.86731
UniRef50_Q5SJR1: Triosephosphate isomerase|unclassified	6.86731
UniRef50_G5KH13: Carboxy-cis,cis-muconate cyclase	6.86481
UniRef50_G5KH13: Carboxy-cis,cis-muconate cyclase|unclassified	6.86481
UniRef50_R5LBP5: SMP-30/Gluconolaconase/LRE-like region	6.85311
UniRef50_R5LBP5: SMP-30/Gluconolaconase/LRE-like region|unclassified	6.85311
UniRef50_J2IXE1: Gluconolactonase	6.82992
UniRef50_J2IXE1: Gluconolactonase|unclassified	6.82992
UniRef50_A0A052JJQ9: SMP-30/Gluconolaconase/LRE-like region	6.80332
UniRef50_A0A052JJQ9: SMP-30/Gluconolaconase/LRE-like region|unclassified	6.80332
UniRef50_U2TER3: ROK family protein (Fragment)	6.77381
UniRef50_U2TER3: ROK family protein (Fragment)|unclassified	6.77381
UniRef50_Q8CV23: Hypothetical conserved protein	6.77374
UniRef50_Q8CV23: Hypothetical conserved protein|unclassified	6.77374
UniRef50_K4I9L0: Gluconolactonase	6.7691
UniRef50_K4I9L0: Gluconolactonase|unclassified	6.7691
UniRef50_UPI000379E163: hypothetical protein	6.76154
UniRef50_UPI000379E163: hypothetical protein|unclassified	6.76154
UniRef50_C5BPR8: Senescence marker protein-30	6.75699
UniRef50_C5BPR8: Senescence marker protein-30|unclassified	6.75699
UniRef50_Q9YFS7: Phosphoglycerate kinase	6.66646
UniRef50_Q9YFS7: Phosphoglycerate kinase|unclassified	6.66646
UniRef50_UPI0003494C0F: hypothetical protein	6.66356
UniRef50_UPI0003494C0F: hypothetical protein|unclassified	6.66356
UniRef50_UPI000471792E: carbohydrate kinase	6.63085
UniRef50_UPI000471792E: carbohydrate kinase|unclassified	6.63085
UniRef50_Q04668: Pyruvate kinase (Fragment)	6.62169
UniRef50_Q04668: Pyruvate kinase (Fragment)|unclassified	6.62169
UniRef50_V7EE55: Gluconolaconase	6.54887
UniRef50_V7EE55: Gluconolaconase|unclassified	6.54887
UniRef50_UPI000471CC1E: hypothetical protein	6.54392
UniRef50_UPI000471CC1E: hypothetical protein|unclassified	6.54392
UniRef50_UPI00046D6DBE: hypothetical protein	6.53376
UniRef50_UPI00046D6DBE: hypothetical protein|unclassified	6.53376
UniRef50_UPI0004670282: gluconolactonase	6.50502
UniRef50_UPI0004670282: gluconolactonase|unclassified	6.50502
UniRef50_M6UA72: PF13660 domain protein	6.43793
UniRef50_M6UA72: PF13660 domain protein|unclassified	6.43793
UniRef50_UPI0003B579C9: glucokinase	6.43104
UniRef50_UPI0003B579C9: glucokinase|unclassified	6.43104
UniRef50_UPI000368C546: hypothetical protein	6.42772
UniRef50_UPI000368C546: hypothetical protein|unclassified	6.42772
UniRef50_I2AFG7: SMP-30/gluconolaconase/LRE domain-containing protein	6.41535
UniRef50_I2AFG7: SMP-30/gluconolaconase/LRE domain-containing protein|unclassified	6.41535
UniRef50_UPI00037DCFE1: hypothetical protein	6.39766
UniRef50_UPI00037DCFE1: hypothetical protein|unclassified	6.39766
UniRef50_W7SEV7: Alpha-L-arabinofuranosidase	6.35391
UniRef50_W7SEV7: Alpha-L-arabinofuranosidase|unclassified	6.35391
UniRef50_U1CVF1	6.35373
UniRef50_U1CVF1|unclassified	6.35373
UniRef50_X1G913: Marine sediment metagenome DNA, contig: S03H2_S01827 (Fragment)	6.34726
UniRef50_X1G913: Marine sediment metagenome DNA, contig: S03H2_S01827 (Fragment)|unclassified	6.34726
UniRef50_UPI000464D6F6: hypothetical protein, partial	6.28403
UniRef50_UPI000464D6F6: hypothetical protein, partial|unclassified	6.28403
UniRef50_UPI000422AC84: hypothetical protein	6.22247
UniRef50_UPI000422AC84: hypothetical protein|unclassified	6.22247
UniRef50_A0A009MS44	6.22117
UniRef50_A0A009MS44|unclassified	6.22117
UniRef50_UPI0003EF3D2A: betaine-aldehyde dehydrogenase, partial	6.21686
UniRef50_UPI0003EF3D2A: betaine-aldehyde dehydrogenase, partial|unclassified	6.21686
UniRef50_UPI00035D9A09: hypothetical protein	6.18958
UniRef50_UPI00035D9A09: hypothetical protein|unclassified	6.18958
UniRef50_C5EFR7: SAF domain protein	6.1515
UniRef50_C5EFR7: SAF domain protein|unclassified	6.1515
UniRef50_UPI000287CEF9: triosephosphate isomerase	6.12707
UniRef50_UPI000287CEF9: triosephosphate isomerase|unclassified	6.12707
UniRef50_I4HYB1: Atn1 protein	6.10079
UniRef50_I4HYB1: Atn1 protein|unclassified	6.10079
UniRef50_UPI00036A38DA: hypothetical protein	6.08033
UniRef50_UPI00036A38DA: hypothetical protein|unclassified	6.08033
UniRef50_UPI000476A43C: arabinonolactonase	6.0681
UniRef50_UPI000476A43C: arabinonolactonase|unclassified	6.0681
UniRef50_UPI0003B3B979: gluconolactonase	6.04344
UniRef50_UPI0003B3B979: gluconolactonase|unclassified	6.04344
UniRef50_UPI00028A2F89: putative gluconolactonase	6.02823
