# Gene Family	SampleEntner-Doudoroff_Pathway_Abundance-RPKs
UniRef50_UPI00016ADA98: probable succinate-semialdehyde dehydrogenase oxidoreductase protein|unclassified	4.9848929990
UniRef50_W5XBU2	4.9809641992
UniRef50_W5XBU2|unclassified	4.9809641992
UniRef50_G0A820	4.9739951540
UniRef50_G0A820|unclassified	4.9739951540
UniRef50_P39634: 1-pyrroline-5-carboxylate dehydrogenase	4.9577570361
UniRef50_P39634: 1-pyrroline-5-carboxylate dehydrogenase|unclassified	4.9577570361
UniRef50_UPI00037DF601: hypothetical protein	4.9219397742
UniRef50_UPI00037DF601: hypothetical protein|unclassified	4.9219397742
UniRef50_J2UDG9: Phosphoglycerate mutase	4.9087647083
UniRef50_J2UDG9: Phosphoglycerate mutase|unclassified	4.9087647083
UniRef50_E1TG67: SMP-30/Gluconolaconase/LRE-like region-containing protein	4.8917286930
UniRef50_E1TG67: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	4.8917286930
UniRef50_T2GY82: Senescence marker protein-30	4.8859319405
UniRef50_T2GY82: Senescence marker protein-30|unclassified	4.8859319405
UniRef50_UPI000478828A: hypothetical protein	4.8570253075
UniRef50_UPI000478828A: hypothetical protein|unclassified	4.8570253075
UniRef50_B9TMU8	4.8565342436
UniRef50_B9TMU8|unclassified	4.8565342436
UniRef50_UPI00047CC89D: gluconolactonase	4.8381439572
UniRef50_UPI00047CC89D: gluconolactonase|unclassified	4.8381439572
UniRef50_G1V3J5	4.8279586981
UniRef50_G1V3J5|unclassified	4.8279586981
UniRef50_A6DKU5: Regucalcin family protein	4.8210724578
UniRef50_A6DKU5: Regucalcin family protein|unclassified	4.8210724578
UniRef50_W7Z6C2: Gluconolactonase	4.8162910742
UniRef50_W7Z6C2: Gluconolactonase|unclassified	4.8162910742
UniRef50_UPI00047A4995: hypothetical protein	4.8036153602
UniRef50_UPI00047A4995: hypothetical protein|unclassified	4.8036153602
UniRef50_E4DVQ9	4.7991311890
UniRef50_E4DVQ9|unclassified	4.7991311890
UniRef50_P76149: Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	4.7850674830
UniRef50_P76149: Succinate semialdehyde dehydrogenase [NAD(P)+] Sad|unclassified	4.7850674830
UniRef50_G4C9B1: SAF domain protein	4.7846889952
UniRef50_G4C9B1: SAF domain protein|unclassified	4.7846889952
UniRef50_W7WVQ2	4.7846889952
UniRef50_W7WVQ2|unclassified	4.7846889952
UniRef50_X0VS79: Marine sediment metagenome DNA, contig: S01H1_S06436 (Fragment)	4.7623370580
UniRef50_X0VS79: Marine sediment metagenome DNA, contig: S01H1_S06436 (Fragment)|unclassified	4.7623370580
UniRef50_I0R0B9	4.7581388046
UniRef50_I0R0B9|unclassified	4.7581388046
UniRef50_D3RNS3: MOFRL domain protein	4.7506613968
UniRef50_D3RNS3: MOFRL domain protein|unclassified	4.7506613968
UniRef50_K4KQX6: Gluconolactonase	4.7331539925
UniRef50_K4KQX6: Gluconolactonase|unclassified	4.7331539925
UniRef50_UPI00028A1721: 3-oxoacyl-ACP reductase	4.7280734222
UniRef50_UPI00028A1721: 3-oxoacyl-ACP reductase|unclassified	4.7280734222
UniRef50_N1ZNG9	4.7271840996
UniRef50_N1ZNG9|unclassified	4.7271840996
UniRef50_UPI000376317A: hypothetical protein	4.7167217063
UniRef50_UPI000376317A: hypothetical protein|unclassified	4.7167217063
UniRef50_C0D6Q5	4.7015518231
UniRef50_C0D6Q5|unclassified	4.7015518231
UniRef50_W6U636	4.6984568098
UniRef50_W6U636|unclassified	4.6984568098
UniRef50_R5QI51	4.6957376300
UniRef50_R5QI51|unclassified	4.6957376300
UniRef50_W4CPK0	4.6670959119
UniRef50_W4CPK0|unclassified	4.6670959119
UniRef50_UPI0003B35522: glycerate kinase	4.6642840860
UniRef50_UPI0003B35522: glycerate kinase|unclassified	4.6642840860
UniRef50_F6B289: SMP-30/Gluconolaconase/LRE-like region-containing protein	4.6571270223
UniRef50_F6B289: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	4.6571270223
UniRef50_A8MAQ3: SMP-30/Gluconolaconase/LRE domain protein	4.6500749289
UniRef50_A8MAQ3: SMP-30/Gluconolaconase/LRE domain protein|unclassified	4.6500749289
UniRef50_I0JWG9: Putative ROK family protein	4.6498188881
UniRef50_I0JWG9: Putative ROK family protein|unclassified	4.6498188881
UniRef50_C3NAA5: SMP-30/Gluconolaconase/LRE domain protein	4.6447201365
UniRef50_C3NAA5: SMP-30/Gluconolaconase/LRE domain protein|unclassified	4.6447201365
UniRef50_K9SCX0: Phosphoglycerate mutase	4.6179704749
UniRef50_K9SCX0: Phosphoglycerate mutase|unclassified	4.6179704749
UniRef50_F7YXF3: SAF domain protein	4.6162970218
UniRef50_F7YXF3: SAF domain protein|unclassified	4.6162970218
UniRef50_Q2YBZ1: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1	4.6142706259
UniRef50_Q2YBZ1: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase 1|unclassified	4.6142706259
UniRef50_R0MG74: 3-carboxymuconate cyclase	4.6013358934
UniRef50_R0MG74: 3-carboxymuconate cyclase|unclassified	4.6013358934
UniRef50_Q12DF1: L-rhamnonate dehydratase	4.5967237464
UniRef50_Q12DF1: L-rhamnonate dehydratase|unclassified	4.5967237464
UniRef50_A0A010YSN0: Gluconolactonase	4.5769358212
UniRef50_A0A010YSN0: Gluconolactonase|unclassified	4.5769358212
UniRef50_A0A022M071: Glucokinase (Fragment)	4.5592319955
UniRef50_A0A022M071: Glucokinase (Fragment)|unclassified	4.5592319955
UniRef50_I7KQ75	4.5469764045
UniRef50_I7KQ75|unclassified	4.5469764045
UniRef50_E3H230: Putative opcA protein	4.5397870530
UniRef50_E3H230: Putative opcA protein|unclassified	4.5397870530
UniRef50_UPI00047E782F: regucalcin	4.5267424772
UniRef50_UPI00047E782F: regucalcin|unclassified	4.5267424772
UniRef50_UPI00026CAC4A: alpha/beta hydrolase	4.5207693445
UniRef50_UPI00026CAC4A: alpha/beta hydrolase|unclassified	4.5207693445
UniRef50_R7IF80: SAF domain protein	4.5087777299
UniRef50_R7IF80: SAF domain protein|unclassified	4.5087777299
UniRef50_Q8FT67: Triosephosphate isomerase	4.4989410365
UniRef50_Q8FT67: Triosephosphate isomerase|unclassified	4.4989410365
UniRef50_UPI00040B3844: hypothetical protein	4.4985942333
UniRef50_UPI00040B3844: hypothetical protein|unclassified	4.4985942333
UniRef50_M4S3I1: SMP-30/gluconolaconase/LRE domain-containing protein	4.4934678840
UniRef50_M4S3I1: SMP-30/gluconolaconase/LRE domain-containing protein|unclassified	4.4934678840
UniRef50_W1A6J2	4.4822566882
UniRef50_W1A6J2|unclassified	4.4822566882
UniRef50_UPI00037E30DB: hypothetical protein	4.4623479831
UniRef50_UPI00037E30DB: hypothetical protein|unclassified	4.4623479831
UniRef50_D3FCB2: ROK family protein	4.4500699852
UniRef50_D3FCB2: ROK family protein|unclassified	4.4500699852
UniRef50_Q13VF8: Oligoribonuclease	4.4469808227
UniRef50_Q13VF8: Oligoribonuclease|unclassified	4.4469808227
UniRef50_E0MS09: Gluconolactonase	4.4216743166
UniRef50_E0MS09: Gluconolactonase|unclassified	4.4216743166
UniRef50_F0G8H3: Ste24 endopeptidase (Fragment)	4.4052863436
UniRef50_F0G8H3: Ste24 endopeptidase (Fragment)|unclassified	4.4052863436
UniRef50_UPI00037C432C: hypothetical protein	4.3859649123
UniRef50_UPI00037C432C: hypothetical protein|unclassified	4.3859649123
UniRef50_C4L2L4: SMP-30/Gluconolaconase/LRE domain protein	4.3818658057
UniRef50_C4L2L4: SMP-30/Gluconolaconase/LRE domain protein|unclassified	4.3818658057
UniRef50_UPI000374C095: hypothetical protein	4.3801159168
UniRef50_UPI000374C095: hypothetical protein|unclassified	4.3801159168
UniRef50_UPI0003B789A5: coniferyl aldehyde dehydrogenase	4.3763245180
UniRef50_UPI0003B789A5: coniferyl aldehyde dehydrogenase|unclassified	4.3763245180
UniRef50_UPI0004134570: hypothetical protein	4.3563467978
UniRef50_UPI0004134570: hypothetical protein|unclassified	4.3563467978
UniRef50_UPI0003686D26: hypothetical protein, partial	4.3530180090
UniRef50_UPI0003686D26: hypothetical protein, partial|unclassified	4.3530180090
UniRef50_C6B9D5: Major royal jelly protein	4.3091852291
UniRef50_C6B9D5: Major royal jelly protein|unclassified	4.3091852291
UniRef50_UPI000248A3E3: aldehyde dehydrogenase	4.3017062459
UniRef50_UPI000248A3E3: aldehyde dehydrogenase|unclassified	4.3017062459
UniRef50_X1VNL1: Marine sediment metagenome DNA, contig: S12H4_S15133 (Fragment)	4.2959148558
UniRef50_X1VNL1: Marine sediment metagenome DNA, contig: S12H4_S15133 (Fragment)|unclassified	4.2959148558
UniRef50_UPI00047789CF: hypothetical protein, partial	4.2735042735
UniRef50_UPI00047789CF: hypothetical protein, partial|unclassified	4.2735042735
UniRef50_A0PN13: Succinate-semialdehyde dehydrogenase [NADP(+)] 1	4.2583661220
UniRef50_A0PN13: Succinate-semialdehyde dehydrogenase [NADP(+)] 1|unclassified	4.2583661220
UniRef50_L8HF24: SMP30/CGR1 family protein	4.2567911320
UniRef50_L8HF24: SMP30/CGR1 family protein|unclassified	4.2567911320
UniRef50_UPI000237B62D: calcium-binding protein	4.2533478788
UniRef50_UPI000237B62D: calcium-binding protein|unclassified	4.2533478788
UniRef50_UPI00047CDB6B: transcriptional regulator	4.2475441862
UniRef50_UPI00047CDB6B: transcriptional regulator|unclassified	4.2475441862
UniRef50_Q04JH4: Triosephosphate isomerase	4.2268838290
UniRef50_Q04JH4: Triosephosphate isomerase|unclassified	4.2268838290
UniRef50_R6TTY5	4.2253461302
UniRef50_R6TTY5|unclassified	4.2253461302
UniRef50_UPI000475A83E: hypothetical protein	4.2236386511
UniRef50_UPI000475A83E: hypothetical protein|unclassified	4.2236386511
UniRef50_UPI000262759B: glconolactonase	4.2148790623
UniRef50_UPI000262759B: glconolactonase|unclassified	4.2148790623
UniRef50_J1R1W4: SMP-30/Gluconolaconase/LRE-like region family protein	4.2122066380
UniRef50_J1R1W4: SMP-30/Gluconolaconase/LRE-like region family protein|unclassified	4.2122066380
UniRef50_S4XE23	4.1962651952
UniRef50_S4XE23|unclassified	4.1962651952
UniRef50_UPI0003C3A79E: PREDICTED: aldose 1-epimerase-like	4.1941298240
UniRef50_UPI0003C3A79E: PREDICTED: aldose 1-epimerase-like|unclassified	4.1941298240
UniRef50_A3U159: Putative transcriptional regulator putative regucalcin family protein	4.1785733545
UniRef50_A3U159: Putative transcriptional regulator putative regucalcin family protein|unclassified	4.1785733545
UniRef50_W1N3W6	4.1645483384
UniRef50_W1N3W6|unclassified	4.1645483384
UniRef50_UPI00036988EF: hypothetical protein, partial	4.1573951052
UniRef50_UPI00036988EF: hypothetical protein, partial|unclassified	4.1573951052
UniRef50_UPI00046846A4: 2-dehydro-3-deoxygluconokinase	4.1445442219
UniRef50_UPI00046846A4: 2-dehydro-3-deoxygluconokinase|unclassified	4.1445442219
UniRef50_UPI0003DEA36B: PREDICTED: aldehyde dehydrogenase family 2 member C4-like	4.1423939816
UniRef50_UPI0003DEA36B: PREDICTED: aldehyde dehydrogenase family 2 member C4-like|unclassified	4.1423939816
UniRef50_J8KE85	4.1284030205
UniRef50_J8KE85|unclassified	4.1284030205
UniRef50_D1BIG0	4.1222039065
UniRef50_D1BIG0|unclassified	4.1222039065
UniRef50_UPI0004706DA5: hypothetical protein	4.1182630986
UniRef50_UPI0004706DA5: hypothetical protein|unclassified	4.1182630986
UniRef50_X8B9U3: SMP-30/Gluconolaconase/LRE-like region family protein	4.1111535073
UniRef50_X8B9U3: SMP-30/Gluconolaconase/LRE-like region family protein|unclassified	4.1111535073
UniRef50_B6YWL5: Phosphoglycerate kinase	4.1046414061
UniRef50_B6YWL5: Phosphoglycerate kinase|unclassified	4.1046414061
UniRef50_UPI00047E8E1B: DeoR faimly transcriptional regulator	4.0951355718
UniRef50_UPI00047E8E1B: DeoR faimly transcriptional regulator|unclassified	4.0951355718
UniRef50_UPI0003824E9C: hypothetical protein	4.0815655983
UniRef50_UPI0003824E9C: hypothetical protein|unclassified	4.0815655983
UniRef50_A8FHJ2: Triosephosphate isomerase	4.0777697400
UniRef50_A8FHJ2: Triosephosphate isomerase|unclassified	4.0777697400
UniRef50_UPI00037E686A: hypothetical protein, partial	4.0773678651
UniRef50_UPI00037E686A: hypothetical protein, partial|unclassified	4.0773678651
UniRef50_UPI000367B41A: hypothetical protein	4.0531584517
UniRef50_UPI000367B41A: hypothetical protein|unclassified	4.0531584517
UniRef50_X8FG21: SMP-30/Gluconolaconase/LRE-like region family protein	4.0430649419
UniRef50_X8FG21: SMP-30/Gluconolaconase/LRE-like region family protein|unclassified	4.0430649419
UniRef50_A0A023D936: Transcriptional regulator	4.0413050804
UniRef50_A0A023D936: Transcriptional regulator|unclassified	4.0413050804
UniRef50_T0MR90	4.0393971062
UniRef50_T0MR90|unclassified	4.0393971062
UniRef50_N9BE24	4.0272157334
UniRef50_N9BE24|unclassified	4.0272157334
UniRef50_UPI000365AB07: hypothetical protein, partial	4.0207880287
UniRef50_UPI000365AB07: hypothetical protein, partial|unclassified	4.0207880287
UniRef50_U1YIM8	4.0034832295
UniRef50_U1YIM8|unclassified	4.0034832295
UniRef50_UPI000374B13F: hypothetical protein	4.0007915644
UniRef50_UPI000374B13F: hypothetical protein|unclassified	4.0007915644
UniRef50_UPI0002FEBE66: hypothetical protein	3.9902011785
UniRef50_UPI0002FEBE66: hypothetical protein|unclassified	3.9902011785
UniRef50_UPI00026C6A35: gluconolactonase	3.9804177217
UniRef50_UPI00026C6A35: gluconolactonase|unclassified	3.9804177217
UniRef50_D8IS14: Gluconolactonase protein	3.9803522449
UniRef50_D8IS14: Gluconolactonase protein|unclassified	3.9803522449
UniRef50_UPI0002E91582: hypothetical protein	3.9743623798
UniRef50_UPI0002E91582: hypothetical protein|unclassified	3.9743623798
UniRef50_W0NCK7	3.9684010652
UniRef50_W0NCK7|unclassified	3.9684010652
UniRef50_U3P6Q9: S-adenosylmethionine synthetase	3.9215686275
UniRef50_U3P6Q9: S-adenosylmethionine synthetase|unclassified	3.9215686275
UniRef50_UPI0003EF9AF6: hypothetical protein	3.9112045452
UniRef50_UPI0003EF9AF6: hypothetical protein|unclassified	3.9112045452
UniRef50_P30840: Aldehyde dehydrogenase 1	3.9104056615
UniRef50_P30840: Aldehyde dehydrogenase 1|unclassified	3.9104056615
UniRef50_G8ME88: SMP-30/Gluconolaconase/LRE domain protein	3.8605888388
UniRef50_G8ME88: SMP-30/Gluconolaconase/LRE domain protein|unclassified	3.8605888388
UniRef50_UPI0001A62021: aldehyde dehydrogenase, partial	3.8579600850
UniRef50_UPI0001A62021: aldehyde dehydrogenase, partial|unclassified	3.8579600850
UniRef50_K9DZX1	3.8519586500
UniRef50_K9DZX1|unclassified	3.8519586500
UniRef50_UPI00037AD6C9: hypothetical protein	3.8461538462
UniRef50_UPI00037AD6C9: hypothetical protein|unclassified	3.8461538462
UniRef50_W1VT46: 6-phosphogluconolactonase (Fragment)	3.8386981710
UniRef50_W1VT46: 6-phosphogluconolactonase (Fragment)|unclassified	3.8386981710
UniRef50_UPI0002629DDA: 6-phosphogluconolactonase, partial	3.8205148469
UniRef50_UPI0002629DDA: 6-phosphogluconolactonase, partial|unclassified	3.8205148469
UniRef50_K8JKU5: MOFRL family protein	3.8198666705
UniRef50_K8JKU5: MOFRL family protein|unclassified	3.8198666705
UniRef50_UPI0003B5AA9E: galactonate dehydratase	3.8178372531
UniRef50_UPI0003B5AA9E: galactonate dehydratase|unclassified	3.8178372531
UniRef50_UPI000365A9AE: hypothetical protein	3.8167819760
UniRef50_UPI000365A9AE: hypothetical protein|unclassified	3.8167819760
UniRef50_UPI00036F3C06: hypothetical protein	3.8032574385
UniRef50_UPI00036F3C06: hypothetical protein|unclassified	3.8032574385
UniRef50_Q1D8I9: Triosephosphate isomerase	3.7899082269
UniRef50_Q1D8I9: Triosephosphate isomerase|unclassified	3.7899082269
UniRef50_M2WBT3: Gluconolactonase	3.7855560292
UniRef50_M2WBT3: Gluconolactonase|unclassified	3.7855560292
UniRef50_UPI00016AE5EC: Transcriptional regulator, partial	3.7843256597
UniRef50_UPI00016AE5EC: Transcriptional regulator, partial|unclassified	3.7843256597
UniRef50_UPI0002F0143F: hypothetical protein	3.7624339664
UniRef50_UPI0002F0143F: hypothetical protein|unclassified	3.7624339664
UniRef50_UPI000237E473: carbohydrate kinase	3.7557206785
UniRef50_UPI000237E473: carbohydrate kinase|unclassified	3.7557206785
UniRef50_A0A017T8I7: Gluconolactonase	3.7256193843
UniRef50_A0A017T8I7: Gluconolactonase|unclassified	3.7256193843
UniRef50_UPI000364047D: hypothetical protein	3.7210062748
UniRef50_UPI000364047D: hypothetical protein|unclassified	3.7210062748
UniRef50_UPI000350BD0B: PREDICTED: aldose 1-epimerase-like	3.7176655788
UniRef50_UPI000350BD0B: PREDICTED: aldose 1-epimerase-like|unclassified	3.7176655788
UniRef50_V4RCD4: ABC transporter permease	3.7174721190
UniRef50_V4RCD4: ABC transporter permease|unclassified	3.7174721190
UniRef50_V7KAU7: Para-nitrobenzyl esterase (Fragment)	3.7062443350
UniRef50_V7KAU7: Para-nitrobenzyl esterase (Fragment)|unclassified	3.7062443350
UniRef50_R5KBB7	3.7037037037
UniRef50_R5KBB7|unclassified	3.7037037037
UniRef50_UPI0003FF2F61: hypothetical protein	3.6996950901
UniRef50_UPI0003FF2F61: hypothetical protein|unclassified	3.6996950901
UniRef50_UPI00047A95EE: hypothetical protein	3.6900369004
UniRef50_UPI00047A95EE: hypothetical protein|unclassified	3.6900369004
UniRef50_UPI00047EA252: hypothetical protein	3.6859931759
UniRef50_UPI00047EA252: hypothetical protein|unclassified	3.6859931759
UniRef50_X1NP72: Marine sediment metagenome DNA, contig: S06H3_S12359 (Fragment)	3.6766707366
UniRef50_X1NP72: Marine sediment metagenome DNA, contig: S06H3_S12359 (Fragment)|unclassified	3.6766707366
UniRef50_A0A038J3L4: SMP-30/Gluconolaconase/LRE-like region	3.6763785972
UniRef50_A0A038J3L4: SMP-30/Gluconolaconase/LRE-like region|unclassified	3.6763785972
UniRef50_R7EIS9: Poly(Beta-D-mannuronate) C5 epimerase 7	3.6585921002
UniRef50_R7EIS9: Poly(Beta-D-mannuronate) C5 epimerase 7|unclassified	3.6585921002
UniRef50_UPI00036DE20D: hypothetical protein	3.6377950052
UniRef50_UPI00036DE20D: hypothetical protein|unclassified	3.6377950052
UniRef50_UPI0003090581: hypothetical protein	3.6363636364
UniRef50_UPI0003090581: hypothetical protein|unclassified	3.6363636364
UniRef50_UPI0003B7052E: aldose 1-epimerase	3.6270541656
UniRef50_UPI0003B7052E: aldose 1-epimerase|unclassified	3.6270541656
UniRef50_A7ICQ4	3.6225267877
UniRef50_A7ICQ4|unclassified	3.6225267877
UniRef50_UPI0002484B47: transposase, IS4 family protein	3.5908797490
UniRef50_UPI0002484B47: transposase, IS4 family protein|unclassified	3.5908797490
UniRef50_UPI00037563AD: hypothetical protein	3.5732980558
UniRef50_UPI00037563AD: hypothetical protein|unclassified	3.5732980558
UniRef50_UPI0002627725: senescence marker protein-30	3.5704663326
UniRef50_UPI0002627725: senescence marker protein-30|unclassified	3.5704663326
UniRef50_UPI0004685261: hypothetical protein	3.5642130396
UniRef50_UPI0004685261: hypothetical protein|unclassified	3.5642130396
UniRef50_R0P6X1: 3-carboxymuconate cyclase	3.5628126644
UniRef50_R0P6X1: 3-carboxymuconate cyclase|unclassified	3.5628126644
UniRef50_W9H7F4: Gluconolactonase	3.5465388497
UniRef50_W9H7F4: Gluconolactonase|unclassified	3.5465388497
UniRef50_T0N1L3: Gluconolactonase	3.5463870232
UniRef50_T0N1L3: Gluconolactonase|unclassified	3.5463870232
UniRef50_Q9FIN1: Probable 6-phosphogluconolactonase 4	3.5365643952
UniRef50_Q9FIN1: Probable 6-phosphogluconolactonase 4|unclassified	3.5365643952
UniRef50_UPI0003EE2E48: PREDICTED: aldehyde dehydrogenase family 8 member A1-like, partial	3.5123995296
UniRef50_UPI0003EE2E48: PREDICTED: aldehyde dehydrogenase family 8 member A1-like, partial|unclassified	3.5123995296
UniRef50_UPI0003EF1D2C: hypothetical protein, partial	3.5087719298
UniRef50_UPI0003EF1D2C: hypothetical protein, partial|unclassified	3.5087719298
UniRef50_C3NLF9: SAF domain protein	3.5084736432
UniRef50_C3NLF9: SAF domain protein|unclassified	3.5084736432
UniRef50_R6NIY4: SAF domain protein	3.5048400310
UniRef50_R6NIY4: SAF domain protein|unclassified	3.5048400310
UniRef50_W3RLG5: Calcium-binding protein	3.4969059788
UniRef50_W3RLG5: Calcium-binding protein|unclassified	3.4969059788
UniRef50_Q1JUP4: Alpha-ketoglutaric semialdehyde dehydrogenase	3.4732050337
UniRef50_Q1JUP4: Alpha-ketoglutaric semialdehyde dehydrogenase|unclassified	3.4732050337
UniRef50_J3CNZ9: Gluconolactonase	3.4709904497
UniRef50_J3CNZ9: Gluconolactonase|unclassified	3.4709904497
UniRef50_UPI00036CF119: hypothetical protein, partial	3.4449410818
UniRef50_UPI00036CF119: hypothetical protein, partial|unclassified	3.4449410818
UniRef50_UPI0000D9ECFC: PREDICTED: aldehyde dehydrogenase family 16 member A1-like	3.4319116374
UniRef50_UPI0000D9ECFC: PREDICTED: aldehyde dehydrogenase family 16 member A1-like|unclassified	3.4319116374
UniRef50_S3XY80	3.4316326979
UniRef50_S3XY80|unclassified	3.4316326979
UniRef50_W0SFM5: Phosphoglycerate mutase 2	3.4303450421
UniRef50_W0SFM5: Phosphoglycerate mutase 2|unclassified	3.4303450421
UniRef50_UPI0003766B2D: hypothetical protein, partial	3.4139809848
UniRef50_UPI0003766B2D: hypothetical protein, partial|unclassified	3.4139809848
UniRef50_UPI00041B3BE4: succinate-semialdehyde dehydrogenase	3.4118570933
UniRef50_UPI00041B3BE4: succinate-semialdehyde dehydrogenase|unclassified	3.4118570933
UniRef50_A3ZNW4: Phosphoglycerate mutase family protein	3.3985320190
UniRef50_A3ZNW4: Phosphoglycerate mutase family protein|unclassified	3.3985320190
UniRef50_X1UIC0: Marine sediment metagenome DNA, contig: S12H4_S04771 (Fragment)	3.3978385893
UniRef50_X1UIC0: Marine sediment metagenome DNA, contig: S12H4_S04771 (Fragment)|unclassified	3.3978385893
UniRef50_H1KUU2: SMP-30/Gluconolaconase/LRE-like region-containing protein	3.3966494983
UniRef50_H1KUU2: SMP-30/Gluconolaconase/LRE-like region-containing protein|unclassified	3.3966494983
UniRef50_B1YLE0: Triosephosphate isomerase	3.3822305268
UniRef50_B1YLE0: Triosephosphate isomerase|unclassified	3.3822305268
UniRef50_UPI00035FFB9E: hypothetical protein	3.3788634389
UniRef50_UPI00035FFB9E: hypothetical protein|unclassified	3.3788634389
UniRef50_UPI000248FB23: aldose 1-epimerase	3.3683512476
UniRef50_UPI000248FB23: aldose 1-epimerase|unclassified	3.3683512476
UniRef50_P62423: Phosphoglycerate kinase	3.3585283616
UniRef50_P62423: Phosphoglycerate kinase|unclassified	3.3585283616
UniRef50_UPI0003820E7B: hypothetical protein, partial	3.3561895151
UniRef50_UPI0003820E7B: hypothetical protein, partial|unclassified	3.3561895151
UniRef50_UPI00047E8C17: hypothetical protein, partial	3.3351401666
UniRef50_UPI00047E8C17: hypothetical protein, partial|unclassified	3.3351401666
UniRef50_UPI00029AE8D8: ROK family protein	3.3221161096
UniRef50_UPI00029AE8D8: ROK family protein|unclassified	3.3221161096
UniRef50_UPI00046D8C38: PREDICTED: putative dihydroxy-acid dehydratase, mitochondrial, partial	3.2908403606
UniRef50_UPI00046D8C38: PREDICTED: putative dihydroxy-acid dehydratase, mitochondrial, partial|unclassified	3.2908403606
UniRef50_W4LVJ1	3.2808186698
UniRef50_W4LVJ1|unclassified	3.2808186698
UniRef50_D2S8W1: SMP-30/Gluconolaconase/LRE domain protein	3.2780845809
UniRef50_D2S8W1: SMP-30/Gluconolaconase/LRE domain protein|unclassified	3.2780845809
UniRef50_UPI000375F9BF: hypothetical protein	3.2744703794
UniRef50_UPI000375F9BF: hypothetical protein|unclassified	3.2744703794
UniRef50_UPI000363051F: hypothetical protein	3.2499349135
UniRef50_UPI000363051F: hypothetical protein|unclassified	3.2499349135
UniRef50_C7MA81: Gluconolactonase	3.2356125026
UniRef50_C7MA81: Gluconolactonase|unclassified	3.2356125026
UniRef50_UPI0003766482: hypothetical protein	3.2341126255
UniRef50_UPI0003766482: hypothetical protein|unclassified	3.2341126255
UniRef50_UPI0003B3C98E: hydroxypyruvate reductase	3.2237375297
UniRef50_UPI0003B3C98E: hydroxypyruvate reductase|unclassified	3.2237375297
UniRef50_UPI0003700B99: hypothetical protein	3.2110199554
UniRef50_UPI0003700B99: hypothetical protein|unclassified	3.2110199554
UniRef50_K6CYG5: SAF domain-containing protein	3.2061898598
UniRef50_K6CYG5: SAF domain-containing protein|unclassified	3.2061898598
UniRef50_UPI00036A5484: hypothetical protein	3.1984817008
UniRef50_UPI00036A5484: hypothetical protein|unclassified	3.1984817008
UniRef50_I4CD97: Altronate dehydratase	3.1868980621
UniRef50_I4CD97: Altronate dehydratase|unclassified	3.1868980621
UniRef50_Q8TUU1: Phosphoglycerate kinase	3.1713130912
UniRef50_Q8TUU1: Phosphoglycerate kinase|unclassified	3.1713130912
UniRef50_UPI00016A71F3: RpiR family transcriptional regulator	3.1645216233
UniRef50_UPI00016A71F3: RpiR family transcriptional regulator|unclassified	3.1645216233
UniRef50_UPI0004574CBB: PREDICTED: aldehyde dehydrogenase family 8 member A1	3.1584065799
UniRef50_UPI0004574CBB: PREDICTED: aldehyde dehydrogenase family 8 member A1|unclassified	3.1584065799
UniRef50_A7WZS8: Triosephosphate isomerase	3.1338217641
UniRef50_A7WZS8: Triosephosphate isomerase|unclassified	3.1338217641
UniRef50_UPI000380ED1D: hypothetical protein	3.1304380713
UniRef50_UPI000380ED1D: hypothetical protein|unclassified	3.1304380713
UniRef50_R4LE63: Gluconolactonase	3.1247520957
UniRef50_R4LE63: Gluconolactonase|unclassified	3.1247520957
UniRef50_V5VUB7: D-galactarate dehydratase	3.1212940632
UniRef50_V5VUB7: D-galactarate dehydratase|unclassified	3.1212940632
UniRef50_UPI00036F26F0: hypothetical protein	3.1171184563
UniRef50_UPI00036F26F0: hypothetical protein|unclassified	3.1171184563
UniRef50_D8K226: ROK family protein	3.1073285990
UniRef50_D8K226: ROK family protein|unclassified	3.1073285990
UniRef50_UPI0004752443: calcium-binding protein	3.1061579363
UniRef50_UPI0004752443: calcium-binding protein|unclassified	3.1061579363
UniRef50_K0Q5T1: Gluconolactonase	3.0969227055
UniRef50_K0Q5T1: Gluconolactonase|unclassified	3.0969227055
UniRef50_UPI0003B6B9F4: aldehyde dehydrogenase	3.0726200485
UniRef50_UPI0003B6B9F4: aldehyde dehydrogenase|unclassified	3.0726200485
UniRef50_R5XBW6	3.0705584566
UniRef50_R5XBW6|unclassified	3.0705584566
UniRef50_UPI00030B5AAD: hypothetical protein	3.0604320041
UniRef50_UPI00030B5AAD: hypothetical protein|unclassified	3.0604320041
UniRef50_UPI0003EC3F92: PREDICTED: fatty aldehyde dehydrogenase-like	3.0511735892
UniRef50_UPI0003EC3F92: PREDICTED: fatty aldehyde dehydrogenase-like|unclassified	3.0511735892
UniRef50_UPI0003798526: hypothetical protein	3.0423240428
UniRef50_UPI0003798526: hypothetical protein|unclassified	3.0423240428
UniRef50_UPI000466F07F: phosphogluconate dehydratase	3.0023792118
UniRef50_UPI000466F07F: phosphogluconate dehydratase|unclassified	3.0023792118
UniRef50_UPI00046FBE29: hypothetical protein	3.0003238709
