# Gene Family	SampleBacterial_Cytoskeleton_Abundance-RPKs
UniRef50_UPI000262C99A: sugar kinase	4.3750354168
UniRef50_UPI000262C99A: sugar kinase|unclassified	4.3750354168
UniRef50_C5R859: CobQ/CobB/MinD/ParA nucleotide binding domain protein	4.3520451849
UniRef50_C5R859: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	4.3520451849
UniRef50_F5TH48: CobQ/CobB/MinD/ParA nucleotide binding domain protein	4.3457955874
UniRef50_F5TH48: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	4.3457955874
UniRef50_Q92TK4	4.3456093106
UniRef50_Q92TK4|unclassified	4.3456093106
UniRef50_T0Z8L6: ATP binding protein Mrp (Fragment)	4.3410716843
UniRef50_T0Z8L6: ATP binding protein Mrp (Fragment)|unclassified	4.3410716843
UniRef50_UPI0003B54824: hypothetical protein	4.3291902418
UniRef50_UPI0003B54824: hypothetical protein|unclassified	4.3291902418
UniRef50_X8CHU4	4.3242626458
UniRef50_X8CHU4|unclassified	4.3242626458
UniRef50_T1AF26: Protein ParA (Fragment)	4.3227686248
UniRef50_T1AF26: Protein ParA (Fragment)|unclassified	4.3227686248
UniRef50_X8GYX9	4.3028668026
UniRef50_X8GYX9|unclassified	4.3028668026
UniRef50_UPI000374EC2C: hypothetical protein	4.2902646406
UniRef50_UPI000374EC2C: hypothetical protein|unclassified	4.2902646406
UniRef50_Q1D1Y3	4.2852161667
UniRef50_Q1D1Y3|unclassified	4.2852161667
UniRef50_H3WYL5	4.2573682978
UniRef50_H3WYL5|unclassified	4.2573682978
UniRef50_S5MFF7: Chromosome partitioning protein ParA	4.1998615165
UniRef50_S5MFF7: Chromosome partitioning protein ParA|unclassified	4.1998615165
UniRef50_D3HRC7	4.1892725487
UniRef50_D3HRC7|unclassified	4.1892725487
UniRef50_J6CY08	4.1841004184
UniRef50_J6CY08|unclassified	4.1841004184
UniRef50_J9FQI3	4.1841004184
UniRef50_J9FQI3|unclassified	4.1841004184
UniRef50_UPI000304549C: hypothetical protein	4.1799099061
UniRef50_UPI000304549C: hypothetical protein|unclassified	4.1799099061
UniRef50_H8GYN5	4.1626386979
UniRef50_H8GYN5|unclassified	4.1626386979
UniRef50_B2JAF5: Cobyrinic acid a,c-diamide synthase	4.1510679773
UniRef50_B2JAF5: Cobyrinic acid a,c-diamide synthase|unclassified	4.1510679773
UniRef50_F0T5R3: Virulence plasmid parA family protein pGP5-D	4.1493775934
UniRef50_F0T5R3: Virulence plasmid parA family protein pGP5-D|unclassified	4.1493775934
UniRef50_UPI0002E8B964: hypothetical protein	4.1430813294
UniRef50_UPI0002E8B964: hypothetical protein|unclassified	4.1430813294
UniRef50_E5G5N5: ParA family protein	4.1345431132
UniRef50_E5G5N5: ParA family protein|unclassified	4.1345431132
UniRef50_X1LS48: Marine sediment metagenome DNA, contig: S06H3_S05432	4.1292950758
UniRef50_X1LS48: Marine sediment metagenome DNA, contig: S06H3_S05432|unclassified	4.1292950758
UniRef50_E1JXS6: Cobyrinic acid ac-diamide synthase	4.1231343590
UniRef50_E1JXS6: Cobyrinic acid ac-diamide synthase|unclassified	4.1231343590
UniRef50_X0S7W2: Marine sediment metagenome DNA, contig: S01H1_C00110	4.1037475790
UniRef50_X0S7W2: Marine sediment metagenome DNA, contig: S01H1_C00110|unclassified	4.1037475790
UniRef50_B2HFL9: Hypothetical membrane protein	4.1006753888
UniRef50_B2HFL9: Hypothetical membrane protein|unclassified	4.1006753888
UniRef50_U2EDP1: Sporulation initiation inhibitor protein Soj family protein	4.0723376272
UniRef50_U2EDP1: Sporulation initiation inhibitor protein Soj family protein|unclassified	4.0723376272
UniRef50_UPI000399D622: hypothetical protein	4.0556085109
UniRef50_UPI000399D622: hypothetical protein|unclassified	4.0556085109
UniRef50_UPI0003474D03: hypothetical protein	4.0507329501
UniRef50_UPI0003474D03: hypothetical protein|unclassified	4.0507329501
UniRef50_U4BWK8	4.0481245553
UniRef50_U4BWK8|unclassified	4.0481245553
UniRef50_F2AZG6: DNA sulfur modification system-associated protein 2	4.0469746502
UniRef50_F2AZG6: DNA sulfur modification system-associated protein 2|unclassified	4.0469746502
UniRef50_UPI00035D66A8: hypothetical protein	4.0312205349
UniRef50_UPI00035D66A8: hypothetical protein|unclassified	4.0312205349
UniRef50_A0A011P538: Antiporter inner membrane protein	4.0284585456
UniRef50_A0A011P538: Antiporter inner membrane protein|unclassified	4.0284585456
UniRef50_UPI0003457DD2: septum formation initiator	4.0282313316
UniRef50_UPI0003457DD2: septum formation initiator|unclassified	4.0282313316
UniRef50_C8T0B5: Ftsk gamma domain protein	4.0082172513
UniRef50_C8T0B5: Ftsk gamma domain protein|unclassified	4.0082172513
UniRef50_X1QBX5: Marine sediment metagenome DNA, contig: S06H3_S09266 (Fragment)	3.9724419713
UniRef50_X1QBX5: Marine sediment metagenome DNA, contig: S06H3_S09266 (Fragment)|unclassified	3.9724419713
UniRef50_U1YEN4	3.9671769437
UniRef50_U1YEN4|unclassified	3.9671769437
UniRef50_C7D1Q8: ParA family chromosome partitioning ATPase (Fragment)	3.9613661814
UniRef50_C7D1Q8: ParA family chromosome partitioning ATPase (Fragment)|unclassified	3.9613661814
UniRef50_N0GK62: Protein mrp	3.9525691700
UniRef50_N0GK62: Protein mrp|unclassified	3.9525691700
UniRef50_R9KA62	3.9369917670
UniRef50_R9KA62|unclassified	3.9369917670
UniRef50_J0QZ06	3.9251882904
UniRef50_J0QZ06|unclassified	3.9251882904
UniRef50_UPI000375445D: hypothetical protein, partial	3.9229102782
UniRef50_UPI000375445D: hypothetical protein, partial|unclassified	3.9229102782
UniRef50_G2GWA5	3.9215686275
UniRef50_G2GWA5|unclassified	3.9215686275
UniRef50_K1T567: SpoOJ protein	3.9215686275
UniRef50_K1T567: SpoOJ protein|unclassified	3.9215686275
UniRef50_UPI00029B47CE: cell division protein FtsZ, partial	3.9215686275
UniRef50_UPI00029B47CE: cell division protein FtsZ, partial|unclassified	3.9215686275
UniRef50_F2LS44: Cobyrinic acid a,c-diamide synthase	3.9090986068
UniRef50_F2LS44: Cobyrinic acid a,c-diamide synthase|unclassified	3.9090986068
UniRef50_UPI0004103DE4: cell division protein FtsI	3.9040296623
UniRef50_UPI0004103DE4: cell division protein FtsI|unclassified	3.9040296623
UniRef50_P0A0U8: Penicillin-binding protein 2	3.8973827980
UniRef50_P0A0U8: Penicillin-binding protein 2|unclassified	3.8973827980
UniRef50_UPI000365BF6C: hypothetical protein	3.8910505837
UniRef50_UPI000365BF6C: hypothetical protein|unclassified	3.8910505837
UniRef50_J9DTM3: CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein	3.8906076667
UniRef50_J9DTM3: CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein|unclassified	3.8906076667
UniRef50_X0VRK8: Marine sediment metagenome DNA, contig: S01H1_S21622 (Fragment)	3.8902478966
UniRef50_X0VRK8: Marine sediment metagenome DNA, contig: S01H1_S21622 (Fragment)|unclassified	3.8902478966
UniRef50_UPI00037C530D: hypothetical protein	3.8887505140
UniRef50_UPI00037C530D: hypothetical protein|unclassified	3.8887505140
UniRef50_UPI0003B3C488: cell division protein	3.8774885350
UniRef50_UPI0003B3C488: cell division protein|unclassified	3.8774885350
UniRef50_UPI0003781056: hypothetical protein	3.8747257613
UniRef50_UPI0003781056: hypothetical protein|unclassified	3.8747257613
UniRef50_K1RFU4: ATPases involved in chromosome partitioning (Fragment)	3.8667752605
UniRef50_K1RFU4: ATPases involved in chromosome partitioning (Fragment)|unclassified	3.8667752605
UniRef50_F5YW89	3.8461538462
UniRef50_F5YW89|unclassified	3.8461538462
UniRef50_UPI00037165A7: hypothetical protein, partial	3.8314797910
UniRef50_UPI00037165A7: hypothetical protein, partial|unclassified	3.8314797910
UniRef50_B5GR56	3.8289449279
UniRef50_B5GR56|unclassified	3.8289449279
UniRef50_Q6TMX1	3.8289449279
UniRef50_Q6TMX1|unclassified	3.8289449279
UniRef50_D6E892: ATPases involved in chromosome partitioning	3.8269358606
UniRef50_D6E892: ATPases involved in chromosome partitioning|unclassified	3.8269358606
UniRef50_UPI0003640E29: hypothetical protein	3.8257142369
UniRef50_UPI0003640E29: hypothetical protein|unclassified	3.8257142369
UniRef50_X1FS24: Marine sediment metagenome DNA, contig: S03H2_L09256 (Fragment)	3.8099827495
UniRef50_X1FS24: Marine sediment metagenome DNA, contig: S03H2_L09256 (Fragment)|unclassified	3.8099827495
UniRef50_UPI00037B1A32: hypothetical protein	3.7987357434
UniRef50_UPI00037B1A32: hypothetical protein|unclassified	3.7987357434
UniRef50_UPI000472626D: chromosome partitioning protein	3.7866250486
UniRef50_UPI000472626D: chromosome partitioning protein|unclassified	3.7866250486
UniRef50_R5BFG4: ParA/MinD ATPase-like protein	3.7748765448
UniRef50_R5BFG4: ParA/MinD ATPase-like protein|unclassified	3.7748765448
UniRef50_A0L8B8: MRP ATP/GTP-binding protein	3.7680730008
UniRef50_A0L8B8: MRP ATP/GTP-binding protein|unclassified	3.7680730008
UniRef50_UPI00016B1A02: hypothetical protein, partial	3.7637470441
UniRef50_UPI00016B1A02: hypothetical protein, partial|unclassified	3.7637470441
UniRef50_UPI0003B4FC28: cell division protein FtsI	3.7550909459
UniRef50_UPI0003B4FC28: cell division protein FtsI|unclassified	3.7550909459
UniRef50_J8VU62	3.7439288848
UniRef50_J8VU62|unclassified	3.7439288848
UniRef50_R7N577: ParB domain protein nuclease	3.7186725170
UniRef50_R7N577: ParB domain protein nuclease|unclassified	3.7186725170
UniRef50_Z2EXB5: ParA/MinD ATPase like family protein	3.6909151119
UniRef50_Z2EXB5: ParA/MinD ATPase like family protein|unclassified	3.6909151119
UniRef50_A1THR0: CHAP domain containing protein	3.6893561848
UniRef50_A1THR0: CHAP domain containing protein|unclassified	3.6893561848
UniRef50_C7U179: Putative ATPase	3.6829054995
UniRef50_C7U179: Putative ATPase|unclassified	3.6829054995
UniRef50_K9VB41: Cobyrinic acid ac-diamide synthase	3.6653637249
UniRef50_K9VB41: Cobyrinic acid ac-diamide synthase|unclassified	3.6653637249
UniRef50_UPI00047125A0: hypothetical protein	3.6620572764
UniRef50_UPI00047125A0: hypothetical protein|unclassified	3.6620572764
UniRef50_E2SE97: CobQ/CobB/MinD/ParA nucleotide binding domain protein	3.6539300369
UniRef50_E2SE97: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	3.6539300369
UniRef50_UPI00026C6345: cobyrinic acid a,c-diamide synthase	3.6173027820
UniRef50_UPI00026C6345: cobyrinic acid a,c-diamide synthase|unclassified	3.6173027820
UniRef50_W5XQ13	3.6125022882
UniRef50_W5XQ13|unclassified	3.6125022882
UniRef50_W1HU35: Chromosome (Plasmid) partitioning protein ParB	3.6098901695
UniRef50_W1HU35: Chromosome (Plasmid) partitioning protein ParB|unclassified	3.6098901695
UniRef50_B5JW00: Cobyrinic Acid a,c-diamide synthase	3.5883920898
UniRef50_B5JW00: Cobyrinic Acid a,c-diamide synthase|unclassified	3.5883920898
UniRef50_UPI00046ADDED: cell division protein FtsQ	3.5448342012
UniRef50_UPI00046ADDED: cell division protein FtsQ|unclassified	3.5448342012
UniRef50_UPI0003807ABE: hypothetical protein	3.5401163202
UniRef50_UPI0003807ABE: hypothetical protein|unclassified	3.5401163202
UniRef50_UPI0003B4DC1D: cell division protein FtsB	3.5380426338
UniRef50_UPI0003B4DC1D: cell division protein FtsB|unclassified	3.5380426338
UniRef50_UPI000310B6BC: hypothetical protein	3.5211267606
UniRef50_UPI000310B6BC: hypothetical protein|unclassified	3.5211267606
UniRef50_X0XCH8: Marine sediment metagenome DNA, contig: S01H1_S31453 (Fragment)	3.5135243328
UniRef50_X0XCH8: Marine sediment metagenome DNA, contig: S01H1_S31453 (Fragment)|unclassified	3.5135243328
UniRef50_F7UGN7	3.5087719298
UniRef50_F7UGN7|unclassified	3.5087719298
UniRef50_R9KJP2	3.5081601029
UniRef50_R9KJP2|unclassified	3.5081601029
UniRef50_H2H221: Putative morphological differentiation-related protein	3.5041042759
UniRef50_H2H221: Putative morphological differentiation-related protein|unclassified	3.5041042759
UniRef50_J9YXT6	3.4797285111
UniRef50_J9YXT6|unclassified	3.4797285111
UniRef50_Q17VS0	3.4701934616
UniRef50_Q17VS0|unclassified	3.4701934616
UniRef50_B2JU69	3.4613493071
UniRef50_B2JU69|unclassified	3.4613493071
UniRef50_UPI00037C3FE1: hypothetical protein	3.4485526831
UniRef50_UPI00037C3FE1: hypothetical protein|unclassified	3.4485526831
UniRef50_UPI0003CFF9ED: hypothetical protein	3.4380254664
UniRef50_UPI0003CFF9ED: hypothetical protein|unclassified	3.4380254664
UniRef50_K9Y1M7: CobQ/CobB/MinD/ParA family protein	3.4323918694
UniRef50_K9Y1M7: CobQ/CobB/MinD/ParA family protein|unclassified	3.4323918694
UniRef50_UPI000319274D: hypothetical protein	3.4214446102
UniRef50_UPI000319274D: hypothetical protein|unclassified	3.4214446102
UniRef50_U2UC11: Chromosome (Plasmid) partitioning protein ParA	3.4172269664
UniRef50_U2UC11: Chromosome (Plasmid) partitioning protein ParA|unclassified	3.4172269664
UniRef50_X0S6N2: Marine sediment metagenome DNA, contig: S01H1_L06470 (Fragment)	3.3901289310
UniRef50_X0S6N2: Marine sediment metagenome DNA, contig: S01H1_L06470 (Fragment)|unclassified	3.3901289310
UniRef50_K9U8B7: CobQ/CobB/MinD/ParA family protein	3.3888877811
UniRef50_K9U8B7: CobQ/CobB/MinD/ParA family protein|unclassified	3.3888877811
UniRef50_D0RPV7: Chromosome partitioning ATPase	3.3880230240
UniRef50_D0RPV7: Chromosome partitioning ATPase|unclassified	3.3880230240
UniRef50_G9WYV5	3.3849197694
UniRef50_G9WYV5|unclassified	3.3849197694
UniRef50_UPI000346E45A: septum formation initiator	3.3798927575
UniRef50_UPI000346E45A: septum formation initiator|unclassified	3.3798927575
UniRef50_A9IEW2: Putative partition protein	3.3640536759
UniRef50_A9IEW2: Putative partition protein|unclassified	3.3640536759
UniRef50_UPI000469FBDA: hypothetical protein	3.3557046980
UniRef50_UPI000469FBDA: hypothetical protein|unclassified	3.3557046980
UniRef50_T4NNM4: CobQ/CobB/MinD/ParA nucleotide binding domain protein	3.3544972000
UniRef50_T4NNM4: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	3.3544972000
UniRef50_W2EQ62	3.3503285884
UniRef50_W2EQ62|unclassified	3.3503285884
UniRef50_Q3B464: ATPase, ParA family	3.3446229230
UniRef50_Q3B464: ATPase, ParA family|unclassified	3.3446229230
UniRef50_UPI0003014BAC: hypothetical protein	3.3115982291
UniRef50_UPI0003014BAC: hypothetical protein|unclassified	3.3115982291
UniRef50_Q3ARW0	3.3112582781
UniRef50_Q3ARW0|unclassified	3.3112582781
UniRef50_P0AD69: Peptidoglycan synthase FtsI	3.3019775726
UniRef50_P0AD69: Peptidoglycan synthase FtsI|unclassified	3.3019775726
UniRef50_E4BDK0	3.2834290088
UniRef50_E4BDK0|unclassified	3.2834290088
UniRef50_UPI00037B277E: hypothetical protein	3.2584131153
UniRef50_UPI00037B277E: hypothetical protein|unclassified	3.2584131153
UniRef50_R9KB95: ParB family chromosome partitioning protein	3.2500509084
UniRef50_R9KB95: ParB family chromosome partitioning protein|unclassified	3.2500509084
UniRef50_R6MR60	3.2467532468
UniRef50_R6MR60|unclassified	3.2467532468
UniRef50_UPI0003F79A3B: cobyrinic acid ac-diamide synthase	3.2453974846
UniRef50_UPI0003F79A3B: cobyrinic acid ac-diamide synthase|unclassified	3.2453974846
UniRef50_A1ZIK3	3.2368072373
UniRef50_A1ZIK3|unclassified	3.2368072373
UniRef50_UPI0004786136: hypothetical protein	3.2204858074
UniRef50_UPI0004786136: hypothetical protein|unclassified	3.2204858074
UniRef50_Q5XYX8	3.2098412827
UniRef50_Q5XYX8|unclassified	3.2098412827
UniRef50_UPI000225BF8B: cell division protein MraZ	3.1847133758
UniRef50_UPI000225BF8B: cell division protein MraZ|unclassified	3.1847133758
UniRef50_S4Y4N8	3.1648226253
UniRef50_S4Y4N8|unclassified	3.1648226253
UniRef50_H1Y1X5	3.1496592986
UniRef50_H1Y1X5|unclassified	3.1496592986
UniRef50_E3H4W5	3.1450783685
UniRef50_E3H4W5|unclassified	3.1450783685
UniRef50_UPI00036DCC6C: hypothetical protein	3.1436015468
UniRef50_UPI00036DCC6C: hypothetical protein|unclassified	3.1436015468
UniRef50_R7B3G3: POTRA domain protein FtsQ-type	3.1334297461
UniRef50_R7B3G3: POTRA domain protein FtsQ-type|unclassified	3.1334297461
UniRef50_E6SG88: ATPase-like, ParA/MinD	3.1332780680
UniRef50_E6SG88: ATPase-like, ParA/MinD|unclassified	3.1332780680
UniRef50_X1CVV6: Marine sediment metagenome DNA, contig: S01H4_S00625	3.1303376299
UniRef50_X1CVV6: Marine sediment metagenome DNA, contig: S01H4_S00625|unclassified	3.1303376299
UniRef50_UPI00034F9ACD: PREDICTED: iron-sulfur protein NUBPL-like isoform X4	3.1282022024
UniRef50_UPI00034F9ACD: PREDICTED: iron-sulfur protein NUBPL-like isoform X4|unclassified	3.1282022024
UniRef50_W1I1L7: Uncultured bacterium extrachromosomal DNA RGI00032	3.1142855502
UniRef50_W1I1L7: Uncultured bacterium extrachromosomal DNA RGI00032|unclassified	3.1142855502
UniRef50_H8MMY4: PT repeat/DnaJ domain-containing protein	3.1079989215
UniRef50_H8MMY4: PT repeat/DnaJ domain-containing protein|unclassified	3.1079989215
UniRef50_UPI000362E975: hypothetical protein, partial	3.0923238108
UniRef50_UPI000362E975: hypothetical protein, partial|unclassified	3.0923238108
UniRef50_D4PP33: Replication-associated protein RepB	3.0743530394
UniRef50_D4PP33: Replication-associated protein RepB|unclassified	3.0743530394
UniRef50_F2LSA8: ParB-like partition protein	3.0719461867
UniRef50_F2LSA8: ParB-like partition protein|unclassified	3.0719461867
UniRef50_UPI000225BF4F: cell shape-determining protein	3.0576115280
UniRef50_UPI000225BF4F: cell shape-determining protein|unclassified	3.0576115280
UniRef50_K1UMA2	3.0552599906
UniRef50_K1UMA2|unclassified	3.0552599906
UniRef50_X1M353: Marine sediment metagenome DNA, contig: S06H3_S08423 (Fragment)	3.0485228924
UniRef50_X1M353: Marine sediment metagenome DNA, contig: S06H3_S08423 (Fragment)|unclassified	3.0485228924
UniRef50_A1VBE1	3.0472347350
UniRef50_A1VBE1|unclassified	3.0472347350
UniRef50_N2NM37: CobQ/CobB/MinD/ParA nucleotide binding domain protein	3.0455852935
UniRef50_N2NM37: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	3.0455852935
UniRef50_T2INT0: Chromosome (Plasmid) partitioning protein ParB / Stage 0 sporulation protein J	3.0280750498
UniRef50_T2INT0: Chromosome (Plasmid) partitioning protein ParB / Stage 0 sporulation protein J|unclassified	3.0280750498
UniRef50_A0KAJ7: Cobyrinic acid a,c-diamide synthase	3.0171942611
UniRef50_A0KAJ7: Cobyrinic acid a,c-diamide synthase|unclassified	3.0171942611
UniRef50_K9ZGZ4: Plasmid segregation oscillating ATPase ParF	2.9948394045
UniRef50_K9ZGZ4: Plasmid segregation oscillating ATPase ParF|unclassified	2.9948394045
UniRef50_R9N142: ParB-like partition protein	2.9884177507
UniRef50_R9N142: ParB-like partition protein|unclassified	2.9884177507
UniRef50_R6W671: Chromosome segregation ATPase	2.9838809286
UniRef50_R6W671: Chromosome segregation ATPase|unclassified	2.9838809286
UniRef50_A6TV58: Cobyrinic acid a,c-diamide synthase	2.9714448141
UniRef50_A6TV58: Cobyrinic acid a,c-diamide synthase|unclassified	2.9714448141
UniRef50_S4RZ40	2.9562818591
UniRef50_S4RZ40|unclassified	2.9562818591
UniRef50_X1ATJ3: Marine sediment metagenome DNA, contig: S01H4_L01272 (Fragment)	2.9562229008
UniRef50_X1ATJ3: Marine sediment metagenome DNA, contig: S01H4_L01272 (Fragment)|unclassified	2.9562229008
UniRef50_W5WQK9: Chromosome partitioning protein ParB	2.9547392784
UniRef50_W5WQK9: Chromosome partitioning protein ParB|unclassified	2.9547392784
UniRef50_A0A009F2S4: CobQ/CobB/MinD/ParA nucleotide binding domain protein	2.9249269862
UniRef50_A0A009F2S4: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	2.9249269862
UniRef50_S5YXQ7: Chromosome partitioning protein ParB	2.9143416120
UniRef50_S5YXQ7: Chromosome partitioning protein ParB|unclassified	2.9143416120
UniRef50_Q7UT61: Probable partition protein	2.9006907809
UniRef50_Q7UT61: Probable partition protein|unclassified	2.9006907809
UniRef50_UPI0002E802CB: hypothetical protein	2.8997440744
UniRef50_UPI0002E802CB: hypothetical protein|unclassified	2.8997440744
UniRef50_UPI000474052E: hypothetical protein, partial	2.8901734104
UniRef50_UPI000474052E: hypothetical protein, partial|unclassified	2.8901734104
UniRef50_X1FI42: Marine sediment metagenome DNA, contig: S03H2_L00204 (Fragment)	2.8870157064
UniRef50_X1FI42: Marine sediment metagenome DNA, contig: S03H2_L00204 (Fragment)|unclassified	2.8870157064
UniRef50_V6PIB5: Partitioning protein A (Fragment)	2.8805865689
UniRef50_V6PIB5: Partitioning protein A (Fragment)|unclassified	2.8805865689
UniRef50_UPI00047E1B9F: septum formation initiator	2.8643408004
UniRef50_UPI00047E1B9F: septum formation initiator|unclassified	2.8643408004
UniRef50_UPI00037F69EC: hypothetical protein	2.8371099303
UniRef50_UPI00037F69EC: hypothetical protein|unclassified	2.8371099303
UniRef50_UPI00047D7A37: hypothetical protein	2.8253323761
UniRef50_UPI00047D7A37: hypothetical protein|unclassified	2.8253323761
UniRef50_C8WTT8: ATPase-like, ParA/MinD	2.8123370228
UniRef50_C8WTT8: ATPase-like, ParA/MinD|unclassified	2.8123370228
UniRef50_R5EEI2: ATPases involved in chromosome partitioning	2.8083836900
UniRef50_R5EEI2: ATPases involved in chromosome partitioning|unclassified	2.8083836900
UniRef50_D7I260: Flagellar synthesis regulator fleN	2.8015912645
UniRef50_D7I260: Flagellar synthesis regulator fleN|unclassified	2.8015912645
UniRef50_I4EMQ4: Cobyrinic acid ac-diamide synthase	2.7867954273
UniRef50_I4EMQ4: Cobyrinic acid ac-diamide synthase|unclassified	2.7867954273
UniRef50_D7GVF0: Predicted transcriptional regulators	2.7683421691
UniRef50_D7GVF0: Predicted transcriptional regulators|unclassified	2.7683421691
UniRef50_F6CUU1: ATPase-like, ParA/MinD	2.7612847411
UniRef50_F6CUU1: ATPase-like, ParA/MinD|unclassified	2.7612847411
UniRef50_D4MPS5: CobQ/CobB/MinD/ParA nucleotide binding domain	2.7523742301
UniRef50_D4MPS5: CobQ/CobB/MinD/ParA nucleotide binding domain|unclassified	2.7523742301
UniRef50_M1FEG3: Sporulation initiation inhibitor protein soj	2.7521651255
UniRef50_M1FEG3: Sporulation initiation inhibitor protein soj|unclassified	2.7521651255
UniRef50_C5AN87: Partitioning protein parA	2.7351188496
UniRef50_C5AN87: Partitioning protein parA|unclassified	2.7351188496
UniRef50_UPI00036AFAB8: hypothetical protein	2.7350934745
UniRef50_UPI00036AFAB8: hypothetical protein|unclassified	2.7350934745
UniRef50_G4SWA9: Cobyrinic acid ac-diamide synthase	2.7196744507
UniRef50_G4SWA9: Cobyrinic acid ac-diamide synthase|unclassified	2.7196744507
UniRef50_UPI000255D7C3: cell division protein FtsK	2.7185619626
UniRef50_UPI000255D7C3: cell division protein FtsK|unclassified	2.7185619626
UniRef50_Q6JB08: ParA	2.7171444823
UniRef50_Q6JB08: ParA|unclassified	2.7171444823
UniRef50_A8V5F2	2.7142127547
UniRef50_A8V5F2|unclassified	2.7142127547
UniRef50_B5ZG14: Cobyrinic acid ac-diamide synthase	2.7108144189
UniRef50_B5ZG14: Cobyrinic acid ac-diamide synthase|unclassified	2.7108144189
UniRef50_X8AY08: ParA/MinD ATPase like family protein	2.6903244796
UniRef50_X8AY08: ParA/MinD ATPase like family protein|unclassified	2.6903244796
UniRef50_K2CWZ6	2.6831430382
UniRef50_K2CWZ6|unclassified	2.6831430382
UniRef50_A3PWE8: Cobyrinic acid a,c-diamide synthase	2.6804631377
UniRef50_A3PWE8: Cobyrinic acid a,c-diamide synthase|unclassified	2.6804631377
UniRef50_R5P840	2.6539558477
UniRef50_R5P840|unclassified	2.6539558477
UniRef50_L3EN08	2.6336759324
UniRef50_L3EN08|unclassified	2.6336759324
UniRef50_T0ZUZ9: Cobyrinic acid ac-diamide synthase (Fragment)	2.6136478067
UniRef50_T0ZUZ9: Cobyrinic acid ac-diamide synthase (Fragment)|unclassified	2.6136478067
UniRef50_UPI00046BAABD: PREDICTED: iron-sulfur protein NUBPL, partial	2.5700498261
UniRef50_UPI00046BAABD: PREDICTED: iron-sulfur protein NUBPL, partial|unclassified	2.5700498261
UniRef50_C0EBS5: ParB-like protein	2.5686333595
UniRef50_C0EBS5: ParB-like protein|unclassified	2.5686333595
UniRef50_UPI00039CC5F4: chromosome partitioning protein ParB	2.5562136655
UniRef50_UPI00039CC5F4: chromosome partitioning protein ParB|unclassified	2.5562136655
UniRef50_UPI00041BB7E6: cell division protein FtsQ	2.5459988839
UniRef50_UPI00041BB7E6: cell division protein FtsQ|unclassified	2.5459988839
UniRef50_D4KZ85	2.5399689122
UniRef50_D4KZ85|unclassified	2.5399689122
UniRef50_R5R1H6	2.5070894941
UniRef50_R5R1H6|unclassified	2.5070894941
UniRef50_H6RPU6: Septum site determining protein	2.4870783536
UniRef50_H6RPU6: Septum site determining protein|unclassified	2.4870783536
UniRef50_X2MFA8	2.4762071004
UniRef50_X2MFA8|unclassified	2.4762071004
UniRef50_UPI0003808E77: hypothetical protein	2.4751465922
UniRef50_UPI0003808E77: hypothetical protein|unclassified	2.4751465922
UniRef50_L0GRB0: ATPase involved in chromosome partitioning	2.4531046937
UniRef50_L0GRB0: ATPase involved in chromosome partitioning|unclassified	2.4531046937
UniRef50_UPI000427897E: cell division protein FtsQ	2.4472043638
UniRef50_UPI000427897E: cell division protein FtsQ|unclassified	2.4472043638
UniRef50_UPI000415DCF6: phosphopantetheine--protein transferase	2.4303062135
UniRef50_UPI000415DCF6: phosphopantetheine--protein transferase|unclassified	2.4303062135
UniRef50_M6ZMI6: ParA/MinD ATPase-like protein	2.4026362847
UniRef50_M6ZMI6: ParA/MinD ATPase-like protein|unclassified	2.4026362847
UniRef50_UPI000248E679: plasmid-partitioning protein SopA, partial	2.4005520412
UniRef50_UPI000248E679: plasmid-partitioning protein SopA, partial|unclassified	2.4005520412
UniRef50_Q4UUD9: Flagellar biosynthesis switch protein	2.3911050011
UniRef50_Q4UUD9: Flagellar biosynthesis switch protein|unclassified	2.3911050011
UniRef50_K9Y2F1: Plasmid segregation oscillating ATPase ParF	2.3883569096
UniRef50_K9Y2F1: Plasmid segregation oscillating ATPase ParF|unclassified	2.3883569096
UniRef50_UPI0000F2F433: chromosome partitioning protein ParA	2.3873738294
UniRef50_UPI0000F2F433: chromosome partitioning protein ParA|unclassified	2.3873738294
UniRef50_X1GU01: Marine sediment metagenome DNA, contig: S03H2_L05043 (Fragment)	2.3863995644
UniRef50_X1GU01: Marine sediment metagenome DNA, contig: S03H2_L05043 (Fragment)|unclassified	2.3863995644
UniRef50_Q08TY1: ParA	2.3809783322
UniRef50_Q08TY1: ParA|unclassified	2.3809783322
UniRef50_X1N213: Marine sediment metagenome DNA, contig: S06H3_S01386	2.3702816133
UniRef50_X1N213: Marine sediment metagenome DNA, contig: S06H3_S01386|unclassified	2.3702816133
UniRef50_M9U1V4: Putative partitioning protein para	2.3549087560
UniRef50_M9U1V4: Putative partitioning protein para|unclassified	2.3549087560
UniRef50_B7KH02	2.3344994462
UniRef50_B7KH02|unclassified	2.3344994462
UniRef50_UPI0003B631B5: iron-sulfur binding protein	2.3301096982
