# Gene Family	SampleBacterial_Cytoskeleton_Abundance-CPM
UniRef50_UPI00047E0B77: hypothetical protein|unclassified	19.2819
UniRef50_UPI0002484E82: parB-like partition protein	19.2685
UniRef50_UPI0002484E82: parB-like partition protein|unclassified	19.2685
UniRef50_R5KPG6: FtsK/SpoIIIE family protein	19.2383
UniRef50_R5KPG6: FtsK/SpoIIIE family protein|unclassified	19.2383
UniRef50_X1N390: Marine sediment metagenome DNA, contig: S06H3_S15623	19.1989
UniRef50_X1N390: Marine sediment metagenome DNA, contig: S06H3_S15623|unclassified	19.1989
UniRef50_A0A016C5F6	19.1752
UniRef50_A0A016C5F6|unclassified	19.1752
UniRef50_UPI00016C006D: Peptidoglycan glycosyltransferase	19.1676
UniRef50_UPI00016C006D: Peptidoglycan glycosyltransferase|unclassified	19.1676
UniRef50_R6Y576	19.1535
UniRef50_R6Y576|unclassified	19.1535
UniRef50_E7NQ70: POTRA domain protein, FtsQ-type	19.1446
UniRef50_E7NQ70: POTRA domain protein, FtsQ-type|unclassified	19.1446
UniRef50_UPI00037C610A: hypothetical protein	19.0505
UniRef50_UPI00037C610A: hypothetical protein|unclassified	19.0505
UniRef50_A0A011NYB9: Cell division topological specificity factor	19.0179
UniRef50_A0A011NYB9: Cell division topological specificity factor|unclassified	19.0179
UniRef50_UPI000424CC72: cell division protein FtsK	18.9942
UniRef50_UPI000424CC72: cell division protein FtsK|unclassified	18.9942
UniRef50_W1VAR2	18.9486
UniRef50_W1VAR2|unclassified	18.9486
UniRef50_X8BK76: Putative membrane protein	18.8478
UniRef50_X8BK76: Putative membrane protein|unclassified	18.8478
UniRef50_UPI0002BAEABE: hypothetical protein, partial	18.7481
UniRef50_UPI0002BAEABE: hypothetical protein, partial|unclassified	18.7481
UniRef50_M2C7E4	18.7304
UniRef50_M2C7E4|unclassified	18.7304
UniRef50_X1TTV9: Marine sediment metagenome DNA, contig: S12H4_S06321	18.7268
UniRef50_X1TTV9: Marine sediment metagenome DNA, contig: S12H4_S06321|unclassified	18.7268
UniRef50_UPI00047114BD: hypothetical protein	18.688
UniRef50_UPI00047114BD: hypothetical protein|unclassified	18.688
UniRef50_S8B5Q5	18.6727
UniRef50_S8B5Q5|unclassified	18.6727
UniRef50_UPI0003498F8B: hypothetical protein	18.6585
UniRef50_UPI0003498F8B: hypothetical protein|unclassified	18.6585
UniRef50_Q7NHV1: Glr2434 protein	18.6363
UniRef50_Q7NHV1: Glr2434 protein|unclassified	18.6363
UniRef50_A4IYP9: CobQ/CobB/MinD/ParA nucleotide binding domain protein	18.6092
UniRef50_A4IYP9: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	18.6092
UniRef50_UPI00046FF91C: hypothetical protein	18.5454
UniRef50_UPI00046FF91C: hypothetical protein|unclassified	18.5454
UniRef50_U2RDB0	18.5242
UniRef50_U2RDB0|unclassified	18.5242
UniRef50_O87923: ParA protein (Fragment)	18.4928
UniRef50_O87923: ParA protein (Fragment)|unclassified	18.4928
UniRef50_D6TNI2: Polypeptide-transport-associated domain protein FtsQ-type	18.4479
UniRef50_D6TNI2: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	18.4479
UniRef50_E1QVQ2: Polypeptide-transport-associated domain protein FtsQ-type	18.4332
UniRef50_E1QVQ2: Polypeptide-transport-associated domain protein FtsQ-type|unclassified	18.4332
UniRef50_UPI0003643D3B: hypothetical protein	18.4213
UniRef50_UPI0003643D3B: hypothetical protein|unclassified	18.4213
UniRef50_G9C9Y9: IncC2	18.3773
UniRef50_G9C9Y9: IncC2|unclassified	18.3773
UniRef50_R9LTY3	18.3047
UniRef50_R9LTY3|unclassified	18.3047
UniRef50_C1D1L9	18.2485
UniRef50_C1D1L9|unclassified	18.2485
UniRef50_D7HWZ4	18.1757
UniRef50_D7HWZ4|unclassified	18.1757
UniRef50_UPI00041DCD47: sodium:proton antiporter	17.9953
UniRef50_UPI00041DCD47: sodium:proton antiporter|unclassified	17.9953
UniRef50_D0JYC7: Putative partitioning protein A	17.9665
UniRef50_D0JYC7: Putative partitioning protein A|unclassified	17.9665
UniRef50_M2C8A4	17.9459
UniRef50_M2C8A4|unclassified	17.9459
UniRef50_UPI0002D5B132: ParB domain-containing protein nuclease	17.9422
UniRef50_UPI0002D5B132: ParB domain-containing protein nuclease|unclassified	17.9422
UniRef50_UPI0003B6B3E1: penicillin-binding protein	17.9305
UniRef50_UPI0003B6B3E1: penicillin-binding protein|unclassified	17.9305
UniRef50_UPI00036940AE: hypothetical protein	17.8736
UniRef50_UPI00036940AE: hypothetical protein|unclassified	17.8736
UniRef50_J3J6C1	17.869
UniRef50_J3J6C1|unclassified	17.869
UniRef50_A0A052I7W3: ATPase MipZ	17.8064
UniRef50_A0A052I7W3: ATPase MipZ|unclassified	17.8064
UniRef50_A2RL26	17.7288
UniRef50_A2RL26|unclassified	17.7288
UniRef50_S2TMV3: Stage 0 sporulation protein J	17.717
UniRef50_S2TMV3: Stage 0 sporulation protein J|unclassified	17.717
UniRef50_UPI00021928D8: cell division initiation protein DivIVA	17.717
UniRef50_UPI00021928D8: cell division initiation protein DivIVA|unclassified	17.717
UniRef50_Q0S2V9: Possible sporulation initiation inhibitor protein	17.6209
UniRef50_Q0S2V9: Possible sporulation initiation inhibitor protein|unclassified	17.6209
UniRef50_A4SUL7: ParA family protein	17.4774
UniRef50_A4SUL7: ParA family protein|unclassified	17.4774
UniRef50_B1XQR5: ATPase, ParA family	17.3778
UniRef50_B1XQR5: ATPase, ParA family|unclassified	17.3778
UniRef50_G7TCM8: ParB family protein	17.3451
UniRef50_G7TCM8: ParB family protein|unclassified	17.3451
UniRef50_R5KE12: Sporulation initiation inhibitor soj family protein	17.3355
UniRef50_R5KE12: Sporulation initiation inhibitor soj family protein|unclassified	17.3355
UniRef50_D0WHG3	17.2659
UniRef50_D0WHG3|unclassified	17.2659
UniRef50_UPI0002FF3EF0: cell division topological specificity factor MinE	17.2466
UniRef50_UPI0002FF3EF0: cell division topological specificity factor MinE|unclassified	17.2466
UniRef50_C0EGN3	17.2452
UniRef50_C0EGN3|unclassified	17.2452
UniRef50_UPI0004668D32: cell division protein FtsI, partial	17.2218
UniRef50_UPI0004668D32: cell division protein FtsI, partial|unclassified	17.2218
UniRef50_R5D4W7: ATPases involved in chromosome partitioning	17.2159
UniRef50_R5D4W7: ATPases involved in chromosome partitioning|unclassified	17.2159
UniRef50_W6TUZ1	17.2058
UniRef50_W6TUZ1|unclassified	17.2058
UniRef50_C8N7W7: CobQ/CobB/MinD/ParA nucleotide binding domain protein	17.1699
UniRef50_C8N7W7: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	17.1699
UniRef50_UPI000464DA61: hypothetical protein	17.1549
UniRef50_UPI000464DA61: hypothetical protein|unclassified	17.1549
UniRef50_B2UCJ5: Cobyrinic acid ac-diamide synthase	17.073
UniRef50_B2UCJ5: Cobyrinic acid ac-diamide synthase|unclassified	17.073
UniRef50_X1LEB6: Marine sediment metagenome DNA, contig: S06H3_L01148 (Fragment)	16.9775
UniRef50_X1LEB6: Marine sediment metagenome DNA, contig: S06H3_L01148 (Fragment)|unclassified	16.9775
UniRef50_X8C2C0	16.9614
UniRef50_X8C2C0|unclassified	16.9614
UniRef50_UPI0003EB4585: hypothetical protein	16.954
UniRef50_UPI0003EB4585: hypothetical protein|unclassified	16.954
UniRef50_G8QYU2: ATPase involved in chromosome partitioning	16.9115
UniRef50_G8QYU2: ATPase involved in chromosome partitioning|unclassified	16.9115
UniRef50_D9PMV6: ParB-like partition protein (Fragment)	16.8954
UniRef50_D9PMV6: ParB-like partition protein (Fragment)|unclassified	16.8954
UniRef50_UPI00047194DB: chromosome partitioning protein ParA, partial	16.8877
UniRef50_UPI00047194DB: chromosome partitioning protein ParA, partial|unclassified	16.8877
UniRef50_E6NMS9	16.8767
UniRef50_E6NMS9|unclassified	16.8767
UniRef50_C0R8B6	16.8493
UniRef50_C0R8B6|unclassified	16.8493
UniRef50_R7CRU2	16.7646
UniRef50_R7CRU2|unclassified	16.7646
UniRef50_A8KU49	16.7563
UniRef50_A8KU49|unclassified	16.7563
UniRef50_UPI00035CED3E: hypothetical protein	16.7121
UniRef50_UPI00035CED3E: hypothetical protein|unclassified	16.7121
UniRef50_T1C4A9: DNA translocase ftsK gamma domain protein	16.7101
UniRef50_T1C4A9: DNA translocase ftsK gamma domain protein|unclassified	16.7101
UniRef50_Q0ALP7	16.5553
UniRef50_Q0ALP7|unclassified	16.5553
UniRef50_R7FER2: ParB-like protein	16.5446
UniRef50_R7FER2: ParB-like protein|unclassified	16.5446
UniRef50_S9RXZ0: Sporulation initiation inhibitor protein Soj	16.5428
UniRef50_S9RXZ0: Sporulation initiation inhibitor protein Soj|unclassified	16.5428
UniRef50_UPI0004706852: cell division protein FtsQ	16.5163
UniRef50_UPI0004706852: cell division protein FtsQ|unclassified	16.5163
UniRef50_L8EYU6: DNA translocase	16.4945
UniRef50_L8EYU6: DNA translocase|unclassified	16.4945
UniRef50_UPI00046A0461: hypothetical protein	16.4776
UniRef50_UPI00046A0461: hypothetical protein|unclassified	16.4776
UniRef50_M2CE14	16.4639
UniRef50_M2CE14|unclassified	16.4639
UniRef50_K1SAE2	16.4046
UniRef50_K1SAE2|unclassified	16.4046
UniRef50_UPI0003756765: hypothetical protein	16.3913
UniRef50_UPI0003756765: hypothetical protein|unclassified	16.3913
UniRef50_W8RWW8: Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like type	16.3631
UniRef50_W8RWW8: Scaffold protein for [4Fe-4S] cluster assembly ApbC, MRP-like type|unclassified	16.3631
UniRef50_K1U9L8: Transcriptional regulator (Fragment)	16.3178
UniRef50_K1U9L8: Transcriptional regulator (Fragment)|unclassified	16.3178
UniRef50_UPI000468EB10: hypothetical protein	16.3096
UniRef50_UPI000468EB10: hypothetical protein|unclassified	16.3096
UniRef50_X1M8C8: Marine sediment metagenome DNA, contig: S06H3_S04608	16.3095
UniRef50_X1M8C8: Marine sediment metagenome DNA, contig: S06H3_S04608|unclassified	16.3095
UniRef50_W8HR74: Putative chromosome-partitioning protein parB	16.3026
UniRef50_W8HR74: Putative chromosome-partitioning protein parB|unclassified	16.3026
UniRef50_L1MIS7	16.2542
UniRef50_L1MIS7|unclassified	16.2542
UniRef50_B1X2Y8: Probable chromosome partitioning protein, ParA family	16.2064
UniRef50_B1X2Y8: Probable chromosome partitioning protein, ParA family|unclassified	16.2064
UniRef50_E3IUU2	16.0161
UniRef50_E3IUU2|unclassified	16.0161
UniRef50_N8RH13: DNA phosphorothioation-dependent restriction protein DptH	15.9915
UniRef50_N8RH13: DNA phosphorothioation-dependent restriction protein DptH|unclassified	15.9915
UniRef50_E6LRR1: CobQ/CobB/MinD/ParA nucleotide binding domain protein	15.9671
UniRef50_E6LRR1: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	15.9671
UniRef50_H3RKS9: ParA family chromosome partitioning protein	15.927
UniRef50_H3RKS9: ParA family chromosome partitioning protein|unclassified	15.927
UniRef50_UPI000225F341: ParB family protein	15.8933
UniRef50_UPI000225F341: ParB family protein|unclassified	15.8933
UniRef50_K2JRI4	15.8258
UniRef50_K2JRI4|unclassified	15.8258
UniRef50_Q56QP9	15.7484
UniRef50_Q56QP9|unclassified	15.7484
UniRef50_I0IDS6: Putative chromosome partitioning protein ParA	15.7356
UniRef50_I0IDS6: Putative chromosome partitioning protein ParA|unclassified	15.7356
UniRef50_UPI000262C9FA: maf protein	15.7202
UniRef50_UPI000262C9FA: maf protein|unclassified	15.7202
UniRef50_X1NW62: Marine sediment metagenome DNA, contig: S06H3_S22595 (Fragment)	15.6816
UniRef50_X1NW62: Marine sediment metagenome DNA, contig: S06H3_S22595 (Fragment)|unclassified	15.6816
UniRef50_UPI00036D6955: hypothetical protein	15.596
UniRef50_UPI00036D6955: hypothetical protein|unclassified	15.596
UniRef50_A5ETS9: Plasmid segregation oscillating ATPase ParF	15.5942
UniRef50_A5ETS9: Plasmid segregation oscillating ATPase ParF|unclassified	15.5942
UniRef50_UPI000479BE5F: hypothetical protein	15.5745
UniRef50_UPI000479BE5F: hypothetical protein|unclassified	15.5745
UniRef50_UPI00047D311D: peptidoglycan glycosyltransferase	15.5657
UniRef50_UPI00047D311D: peptidoglycan glycosyltransferase|unclassified	15.5657
UniRef50_I3SIR0	15.5412
UniRef50_I3SIR0|unclassified	15.5412
UniRef50_UPI000262C99A: sugar kinase	15.5025
UniRef50_UPI000262C99A: sugar kinase|unclassified	15.5025
UniRef50_C5R859: CobQ/CobB/MinD/ParA nucleotide binding domain protein	15.421
UniRef50_C5R859: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	15.421
UniRef50_F5TH48: CobQ/CobB/MinD/ParA nucleotide binding domain protein	15.3989
UniRef50_F5TH48: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	15.3989
UniRef50_Q92TK4	15.3982
UniRef50_Q92TK4|unclassified	15.3982
UniRef50_T0Z8L6: ATP binding protein Mrp (Fragment)	15.3821
UniRef50_T0Z8L6: ATP binding protein Mrp (Fragment)|unclassified	15.3821
UniRef50_UPI0003B54824: hypothetical protein	15.34
UniRef50_UPI0003B54824: hypothetical protein|unclassified	15.34
UniRef50_X8CHU4	15.3226
UniRef50_X8CHU4|unclassified	15.3226
UniRef50_T1AF26: Protein ParA (Fragment)	15.3173
UniRef50_T1AF26: Protein ParA (Fragment)|unclassified	15.3173
UniRef50_X8GYX9	15.2468
UniRef50_X8GYX9|unclassified	15.2468
UniRef50_UPI000374EC2C: hypothetical protein	15.2021
UniRef50_UPI000374EC2C: hypothetical protein|unclassified	15.2021
UniRef50_Q1D1Y3	15.1842
UniRef50_Q1D1Y3|unclassified	15.1842
UniRef50_H3WYL5	15.0855
UniRef50_H3WYL5|unclassified	15.0855
UniRef50_S5MFF7: Chromosome partitioning protein ParA	14.8818
UniRef50_S5MFF7: Chromosome partitioning protein ParA|unclassified	14.8818
UniRef50_D3HRC7	14.8442
UniRef50_D3HRC7|unclassified	14.8442
UniRef50_J6CY08	14.8259
UniRef50_J6CY08|unclassified	14.8259
UniRef50_J9FQI3	14.8259
UniRef50_J9FQI3|unclassified	14.8259
UniRef50_UPI000304549C: hypothetical protein	14.8111
UniRef50_UPI000304549C: hypothetical protein|unclassified	14.8111
UniRef50_H8GYN5	14.7499
UniRef50_H8GYN5|unclassified	14.7499
UniRef50_B2JAF5: Cobyrinic acid a,c-diamide synthase	14.7089
UniRef50_B2JAF5: Cobyrinic acid a,c-diamide synthase|unclassified	14.7089
UniRef50_F0T5R3: Virulence plasmid parA family protein pGP5-D	14.7029
UniRef50_F0T5R3: Virulence plasmid parA family protein pGP5-D|unclassified	14.7029
UniRef50_UPI0002E8B964: hypothetical protein	14.6806
UniRef50_UPI0002E8B964: hypothetical protein|unclassified	14.6806
UniRef50_E5G5N5: ParA family protein	14.6503
UniRef50_E5G5N5: ParA family protein|unclassified	14.6503
UniRef50_X1LS48: Marine sediment metagenome DNA, contig: S06H3_S05432	14.6317
UniRef50_X1LS48: Marine sediment metagenome DNA, contig: S06H3_S05432|unclassified	14.6317
UniRef50_E1JXS6: Cobyrinic acid ac-diamide synthase	14.6099
UniRef50_E1JXS6: Cobyrinic acid ac-diamide synthase|unclassified	14.6099
UniRef50_X0S7W2: Marine sediment metagenome DNA, contig: S01H1_C00110	14.5412
UniRef50_X0S7W2: Marine sediment metagenome DNA, contig: S01H1_C00110|unclassified	14.5412
UniRef50_B2HFL9: Hypothetical membrane protein	14.5303
UniRef50_B2HFL9: Hypothetical membrane protein|unclassified	14.5303
UniRef50_U2EDP1: Sporulation initiation inhibitor protein Soj family protein	14.4299
UniRef50_U2EDP1: Sporulation initiation inhibitor protein Soj family protein|unclassified	14.4299
UniRef50_UPI000399D622: hypothetical protein	14.3706
UniRef50_UPI000399D622: hypothetical protein|unclassified	14.3706
UniRef50_UPI0003474D03: hypothetical protein	14.3533
UniRef50_UPI0003474D03: hypothetical protein|unclassified	14.3533
UniRef50_U4BWK8	14.3441
UniRef50_U4BWK8|unclassified	14.3441
UniRef50_F2AZG6: DNA sulfur modification system-associated protein 2	14.34
UniRef50_F2AZG6: DNA sulfur modification system-associated protein 2|unclassified	14.34
UniRef50_UPI00035D66A8: hypothetical protein	14.2842
UniRef50_UPI00035D66A8: hypothetical protein|unclassified	14.2842
UniRef50_A0A011P538: Antiporter inner membrane protein	14.2744
UniRef50_A0A011P538: Antiporter inner membrane protein|unclassified	14.2744
UniRef50_UPI0003457DD2: septum formation initiator	14.2736
UniRef50_UPI0003457DD2: septum formation initiator|unclassified	14.2736
UniRef50_C8T0B5: Ftsk gamma domain protein	14.2027
UniRef50_C8T0B5: Ftsk gamma domain protein|unclassified	14.2027
UniRef50_X1QBX5: Marine sediment metagenome DNA, contig: S06H3_S09266 (Fragment)	14.0759
UniRef50_X1QBX5: Marine sediment metagenome DNA, contig: S06H3_S09266 (Fragment)|unclassified	14.0759
UniRef50_U1YEN4	14.0573
UniRef50_U1YEN4|unclassified	14.0573
UniRef50_C7D1Q8: ParA family chromosome partitioning ATPase (Fragment)	14.0367
UniRef50_C7D1Q8: ParA family chromosome partitioning ATPase (Fragment)|unclassified	14.0367
UniRef50_N0GK62: Protein mrp	14.0055
UniRef50_N0GK62: Protein mrp|unclassified	14.0055
UniRef50_R9KA62	13.9503
UniRef50_R9KA62|unclassified	13.9503
UniRef50_J0QZ06	13.9085
UniRef50_J0QZ06|unclassified	13.9085
UniRef50_UPI000375445D: hypothetical protein, partial	13.9004
UniRef50_UPI000375445D: hypothetical protein, partial|unclassified	13.9004
UniRef50_G2GWA5	13.8957
UniRef50_G2GWA5|unclassified	13.8957
UniRef50_K1T567: SpoOJ protein	13.8957
UniRef50_K1T567: SpoOJ protein|unclassified	13.8957
UniRef50_UPI00029B47CE: cell division protein FtsZ, partial	13.8957
UniRef50_UPI00029B47CE: cell division protein FtsZ, partial|unclassified	13.8957
UniRef50_F2LS44: Cobyrinic acid a,c-diamide synthase	13.8515
UniRef50_F2LS44: Cobyrinic acid a,c-diamide synthase|unclassified	13.8515
UniRef50_UPI0004103DE4: cell division protein FtsI	13.8335
UniRef50_UPI0004103DE4: cell division protein FtsI|unclassified	13.8335
UniRef50_P0A0U8: Penicillin-binding protein 2	13.81
UniRef50_P0A0U8: Penicillin-binding protein 2|unclassified	13.81
UniRef50_UPI000365BF6C: hypothetical protein	13.7875
UniRef50_UPI000365BF6C: hypothetical protein|unclassified	13.7875
UniRef50_J9DTM3: CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein	13.786
UniRef50_J9DTM3: CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein|unclassified	13.786
UniRef50_X0VRK8: Marine sediment metagenome DNA, contig: S01H1_S21622 (Fragment)	13.7847
UniRef50_X0VRK8: Marine sediment metagenome DNA, contig: S01H1_S21622 (Fragment)|unclassified	13.7847
UniRef50_UPI00037C530D: hypothetical protein	13.7794
UniRef50_UPI00037C530D: hypothetical protein|unclassified	13.7794
UniRef50_UPI0003B3C488: cell division protein	13.7395
UniRef50_UPI0003B3C488: cell division protein|unclassified	13.7395
UniRef50_UPI0003781056: hypothetical protein	13.7297
UniRef50_UPI0003781056: hypothetical protein|unclassified	13.7297
UniRef50_K1RFU4: ATPases involved in chromosome partitioning (Fragment)	13.7015
UniRef50_K1RFU4: ATPases involved in chromosome partitioning (Fragment)|unclassified	13.7015
UniRef50_F5YW89	13.6284
UniRef50_F5YW89|unclassified	13.6284
UniRef50_UPI00037165A7: hypothetical protein, partial	13.5764
UniRef50_UPI00037165A7: hypothetical protein, partial|unclassified	13.5764
UniRef50_B5GR56	13.5675
UniRef50_B5GR56|unclassified	13.5675
UniRef50_Q6TMX1	13.5675
UniRef50_Q6TMX1|unclassified	13.5675
UniRef50_D6E892: ATPases involved in chromosome partitioning	13.5603
UniRef50_D6E892: ATPases involved in chromosome partitioning|unclassified	13.5603
UniRef50_UPI0003640E29: hypothetical protein	13.556
UniRef50_UPI0003640E29: hypothetical protein|unclassified	13.556
UniRef50_X1FS24: Marine sediment metagenome DNA, contig: S03H2_L09256 (Fragment)	13.5003
UniRef50_X1FS24: Marine sediment metagenome DNA, contig: S03H2_L09256 (Fragment)|unclassified	13.5003
UniRef50_UPI00037B1A32: hypothetical protein	13.4604
UniRef50_UPI00037B1A32: hypothetical protein|unclassified	13.4604
UniRef50_UPI000472626D: chromosome partitioning protein	13.4175
UniRef50_UPI000472626D: chromosome partitioning protein|unclassified	13.4175
UniRef50_R5BFG4: ParA/MinD ATPase-like protein	13.3759
UniRef50_R5BFG4: ParA/MinD ATPase-like protein|unclassified	13.3759
UniRef50_A0L8B8: MRP ATP/GTP-binding protein	13.3518
UniRef50_A0L8B8: MRP ATP/GTP-binding protein|unclassified	13.3518
UniRef50_UPI00016B1A02: hypothetical protein, partial	13.3364
UniRef50_UPI00016B1A02: hypothetical protein, partial|unclassified	13.3364
UniRef50_UPI0003B4FC28: cell division protein FtsI	13.3058
UniRef50_UPI0003B4FC28: cell division protein FtsI|unclassified	13.3058
UniRef50_J8VU62	13.2662
UniRef50_J8VU62|unclassified	13.2662
UniRef50_R7N577: ParB domain protein nuclease	13.1767
UniRef50_R7N577: ParB domain protein nuclease|unclassified	13.1767
UniRef50_Z2EXB5: ParA/MinD ATPase like family protein	13.0784
UniRef50_Z2EXB5: ParA/MinD ATPase like family protein|unclassified	13.0784
UniRef50_A1THR0: CHAP domain containing protein	13.0728
UniRef50_A1THR0: CHAP domain containing protein|unclassified	13.0728
UniRef50_C7U179: Putative ATPase	13.05
UniRef50_C7U179: Putative ATPase|unclassified	13.05
UniRef50_K9VB41: Cobyrinic acid ac-diamide synthase	12.9878
UniRef50_K9VB41: Cobyrinic acid ac-diamide synthase|unclassified	12.9878
UniRef50_UPI00047125A0: hypothetical protein	12.9761
UniRef50_UPI00047125A0: hypothetical protein|unclassified	12.9761
UniRef50_E2SE97: CobQ/CobB/MinD/ParA nucleotide binding domain protein	12.9473
UniRef50_E2SE97: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	12.9473
UniRef50_UPI00026C6345: cobyrinic acid a,c-diamide synthase	12.8175
UniRef50_UPI00026C6345: cobyrinic acid a,c-diamide synthase|unclassified	12.8175
UniRef50_W5XQ13	12.8005
UniRef50_W5XQ13|unclassified	12.8005
UniRef50_W1HU35: Chromosome (Plasmid) partitioning protein ParB	12.7913
UniRef50_W1HU35: Chromosome (Plasmid) partitioning protein ParB|unclassified	12.7913
UniRef50_B5JW00: Cobyrinic Acid a,c-diamide synthase	12.7151
UniRef50_B5JW00: Cobyrinic Acid a,c-diamide synthase|unclassified	12.7151
UniRef50_UPI00046ADDED: cell division protein FtsQ	12.5607
UniRef50_UPI00046ADDED: cell division protein FtsQ|unclassified	12.5607
UniRef50_UPI0003807ABE: hypothetical protein	12.544
UniRef50_UPI0003807ABE: hypothetical protein|unclassified	12.544
UniRef50_UPI0003B4DC1D: cell division protein FtsB	12.5367
UniRef50_UPI0003B4DC1D: cell division protein FtsB|unclassified	12.5367
UniRef50_UPI000310B6BC: hypothetical protein	12.4767
UniRef50_UPI000310B6BC: hypothetical protein|unclassified	12.4767
UniRef50_X0XCH8: Marine sediment metagenome DNA, contig: S01H1_S31453 (Fragment)	12.4498
UniRef50_X0XCH8: Marine sediment metagenome DNA, contig: S01H1_S31453 (Fragment)|unclassified	12.4498
UniRef50_F7UGN7	12.433
UniRef50_F7UGN7|unclassified	12.433
UniRef50_R9KJP2	12.4308
UniRef50_R9KJP2|unclassified	12.4308
UniRef50_H2H221: Putative morphological differentiation-related protein	12.4164
UniRef50_H2H221: Putative morphological differentiation-related protein|unclassified	12.4164
UniRef50_J9YXT6	12.3301
UniRef50_J9YXT6|unclassified	12.3301
UniRef50_Q17VS0	12.2963
UniRef50_Q17VS0|unclassified	12.2963
UniRef50_B2JU69	12.2649
UniRef50_B2JU69|unclassified	12.2649
UniRef50_UPI00037C3FE1: hypothetical protein	12.2196
UniRef50_UPI00037C3FE1: hypothetical protein|unclassified	12.2196
UniRef50_UPI0003CFF9ED: hypothetical protein	12.1823
UniRef50_UPI0003CFF9ED: hypothetical protein|unclassified	12.1823
UniRef50_K9Y1M7: CobQ/CobB/MinD/ParA family protein	12.1623
UniRef50_K9Y1M7: CobQ/CobB/MinD/ParA family protein|unclassified	12.1623
UniRef50_UPI000319274D: hypothetical protein	12.1235
UniRef50_UPI000319274D: hypothetical protein|unclassified	12.1235
UniRef50_U2UC11: Chromosome (Plasmid) partitioning protein ParA	12.1086
UniRef50_U2UC11: Chromosome (Plasmid) partitioning protein ParA|unclassified	12.1086
UniRef50_X0S6N2: Marine sediment metagenome DNA, contig: S01H1_L06470 (Fragment)	12.0126
UniRef50_X0S6N2: Marine sediment metagenome DNA, contig: S01H1_L06470 (Fragment)|unclassified	12.0126
UniRef50_K9U8B7: CobQ/CobB/MinD/ParA family protein	12.0082
UniRef50_K9U8B7: CobQ/CobB/MinD/ParA family protein|unclassified	12.0082
UniRef50_D0RPV7: Chromosome partitioning ATPase	12.0051
UniRef50_D0RPV7: Chromosome partitioning ATPase|unclassified	12.0051
UniRef50_G9WYV5	11.9941
UniRef50_G9WYV5|unclassified	11.9941
UniRef50_UPI000346E45A: septum formation initiator	11.9763
UniRef50_UPI000346E45A: septum formation initiator|unclassified	11.9763
UniRef50_A9IEW2: Putative partition protein	11.9202
UniRef50_A9IEW2: Putative partition protein|unclassified	11.9202
UniRef50_UPI000469FBDA: hypothetical protein	11.8906
UniRef50_UPI000469FBDA: hypothetical protein|unclassified	11.8906
UniRef50_T4NNM4: CobQ/CobB/MinD/ParA nucleotide binding domain protein	11.8863
UniRef50_T4NNM4: CobQ/CobB/MinD/ParA nucleotide binding domain protein|unclassified	11.8863
UniRef50_W2EQ62	11.8715
UniRef50_W2EQ62|unclassified	11.8715
UniRef50_Q3B464: ATPase, ParA family	11.8513
UniRef50_Q3B464: ATPase, ParA family|unclassified	11.8513
UniRef50_UPI0003014BAC: hypothetical protein	11.7343
UniRef50_UPI0003014BAC: hypothetical protein|unclassified	11.7343
UniRef50_Q3ARW0	11.7331
UniRef50_Q3ARW0|unclassified	11.7331
UniRef50_P0AD69: Peptidoglycan synthase FtsI	11.7002
UniRef50_P0AD69: Peptidoglycan synthase FtsI|unclassified	11.7002
UniRef50_E4BDK0	11.6345
UniRef50_E4BDK0|unclassified	11.6345
UniRef50_UPI00037B277E: hypothetical protein	11.5458
UniRef50_UPI00037B277E: hypothetical protein|unclassified	11.5458
UniRef50_R9KB95: ParB family chromosome partitioning protein	11.5162
UniRef50_R9KB95: ParB family chromosome partitioning protein|unclassified	11.5162
UniRef50_R6MR60	11.5045
UniRef50_R6MR60|unclassified	11.5045
UniRef50_UPI0003F79A3B: cobyrinic acid ac-diamide synthase	11.4997
UniRef50_UPI0003F79A3B: cobyrinic acid ac-diamide synthase|unclassified	11.4997
UniRef50_A1ZIK3	11.4693
UniRef50_A1ZIK3|unclassified	11.4693
UniRef50_UPI0004786136: hypothetical protein	11.4115
UniRef50_UPI0004786136: hypothetical protein|unclassified	11.4115
UniRef50_Q5XYX8	11.3737
UniRef50_Q5XYX8|unclassified	11.3737
UniRef50_UPI000225BF8B: cell division protein MraZ	11.2847
UniRef50_UPI000225BF8B: cell division protein MraZ|unclassified	11.2847
UniRef50_S4Y4N8	11.2142
UniRef50_S4Y4N8|unclassified	11.2142
UniRef50_H1Y1X5	11.1605
UniRef50_H1Y1X5|unclassified	11.1605
UniRef50_E3H4W5	11.1443
UniRef50_E3H4W5|unclassified	11.1443
UniRef50_UPI00036DCC6C: hypothetical protein	11.139
