# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-RPKs
UniRef50_UPI000366621B: hypothetical protein|unclassified	20.5212858141
UniRef50_Q98AN7: Orotate phosphoribosyltransferase 1	20.5063122201
UniRef50_Q98AN7: Orotate phosphoribosyltransferase 1|unclassified	20.5063122201
UniRef50_K2FAM0	20.4514171606
UniRef50_K2FAM0|unclassified	20.4514171606
UniRef50_Q9Y9D9: Orotidine 5'-phosphate decarboxylase	20.3895706402
UniRef50_Q9Y9D9: Orotidine 5'-phosphate decarboxylase|unclassified	20.3895706402
UniRef50_X0SYI2: Marine sediment metagenome DNA, contig: S01H1_S02738	20.2064241786
UniRef50_X0SYI2: Marine sediment metagenome DNA, contig: S01H1_S02738|unclassified	20.2064241786
UniRef50_UPI0001D2D4C0: orotate phosphoribosyltransferase	20.1387276394
UniRef50_UPI0001D2D4C0: orotate phosphoribosyltransferase|unclassified	20.1387276394
UniRef50_Q75CE1: Dihydroorotate dehydrogenase (quinone), mitochondrial	20.1269499597
UniRef50_Q75CE1: Dihydroorotate dehydrogenase (quinone), mitochondrial|unclassified	20.1269499597
UniRef50_UPI00036750B7: hypothetical protein, partial	20.0609024480
UniRef50_UPI00036750B7: hypothetical protein, partial|unclassified	20.0609024480
UniRef50_UPI00047BBF97: hypothetical protein	19.9302867426
UniRef50_UPI00047BBF97: hypothetical protein|unclassified	19.9302867426
UniRef50_UPI00046F8E4B: phosphoribosyltransferase	19.8602900527
UniRef50_UPI00046F8E4B: phosphoribosyltransferase|unclassified	19.8602900527
UniRef50_UPI0003648D57: hypothetical protein	19.8484893015
UniRef50_UPI0003648D57: hypothetical protein|unclassified	19.8484893015
UniRef50_UPI00035F1DC4: hypothetical protein	19.8413895900
UniRef50_UPI00035F1DC4: hypothetical protein|unclassified	19.8413895900
UniRef50_A8YXU7	19.4584417823
UniRef50_A8YXU7|unclassified	19.4584417823
UniRef50_W1Y626: Carbamoyl-phosphate synthase large chain (Fragment)	19.3831848052
UniRef50_W1Y626: Carbamoyl-phosphate synthase large chain (Fragment)|unclassified	19.3831848052
UniRef50_UPI00016B240E: dihydroorotate dehydrogenase 2	19.2027510370
UniRef50_UPI00016B240E: dihydroorotate dehydrogenase 2|unclassified	19.2027510370
UniRef50_UPI0003C7DD71: dihydroorotate dehydrogenase	19.1294068137
UniRef50_UPI0003C7DD71: dihydroorotate dehydrogenase|unclassified	19.1294068137
UniRef50_UPI0003B42CF2: amidohydrolase	18.7762766340
UniRef50_UPI0003B42CF2: amidohydrolase|unclassified	18.7762766340
UniRef50_R6EJQ8	18.7511843525
UniRef50_R6EJQ8|unclassified	18.7511843525
UniRef50_UPI0003627340: hypothetical protein	18.6938159443
UniRef50_UPI0003627340: hypothetical protein|unclassified	18.6938159443
UniRef50_UPI00037CBDBA: hypothetical protein	18.6498383515
UniRef50_UPI00037CBDBA: hypothetical protein|unclassified	18.6498383515
UniRef50_J9FU21: Ferredoxin-NADP(+) reductase subunit alpha	18.6115425459
UniRef50_J9FU21: Ferredoxin-NADP(+) reductase subunit alpha|unclassified	18.6115425459
UniRef50_F2L542: Carbamoyl-phosphate synthase, small subunit	18.4359272801
UniRef50_F2L542: Carbamoyl-phosphate synthase, small subunit|unclassified	18.4359272801
UniRef50_UPI0002E3A5FB: hypothetical protein	18.2805454414
UniRef50_UPI0002E3A5FB: hypothetical protein|unclassified	18.2805454414
UniRef50_R7QLP0: Stackhouse genomic scaffold, scaffold_374	18.2558261157
UniRef50_R7QLP0: Stackhouse genomic scaffold, scaffold_374|unclassified	18.2558261157
UniRef50_UPI00042C342C: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like, partial	18.2252332286
UniRef50_UPI00042C342C: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like, partial|unclassified	18.2252332286
UniRef50_X1GYH0: Marine sediment metagenome DNA, contig: S03H2_L07117 (Fragment)	18.1264915414
UniRef50_X1GYH0: Marine sediment metagenome DNA, contig: S03H2_L07117 (Fragment)|unclassified	18.1264915414
UniRef50_X2KVG3: Pyrimidine biosynthesis (Fragment)	18.1205714217
UniRef50_X2KVG3: Pyrimidine biosynthesis (Fragment)|unclassified	18.1205714217
UniRef50_P05379: Anthranilate synthase component 2	18.0417933419
UniRef50_P05379: Anthranilate synthase component 2|unclassified	18.0417933419
UniRef50_Q0W6Q2: Orotate phosphoribosyltransferase	17.9792445386
UniRef50_Q0W6Q2: Orotate phosphoribosyltransferase|unclassified	17.9792445386
UniRef50_R5TRG5	17.7961570236
UniRef50_R5TRG5|unclassified	17.7961570236
UniRef50_UPI0003A5A264: hypothetical protein	17.6464612589
UniRef50_UPI0003A5A264: hypothetical protein|unclassified	17.6464612589
UniRef50_W5YAE6: Anthranilate synthase component II	17.5806024644
UniRef50_W5YAE6: Anthranilate synthase component II|unclassified	17.5806024644
UniRef50_X1QGT1: Marine sediment metagenome DNA, contig: S06H3_S25914 (Fragment)	17.5545649049
UniRef50_X1QGT1: Marine sediment metagenome DNA, contig: S06H3_S25914 (Fragment)|unclassified	17.5545649049
UniRef50_T0MXD2	17.5485064981
UniRef50_T0MXD2|unclassified	17.5485064981
UniRef50_P58887: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	17.5338667949
UniRef50_P58887: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	17.5338667949
UniRef50_UPI000364238F: MULTISPECIES: hypothetical protein	17.4796069451
UniRef50_UPI000364238F: MULTISPECIES: hypothetical protein|unclassified	17.4796069451
UniRef50_UPI0003B3B040: MULTISPECIES: phosphoribosyl transferase	17.4017797602
UniRef50_UPI0003B3B040: MULTISPECIES: phosphoribosyl transferase|unclassified	17.4017797602
UniRef50_X0Y301: Marine sediment metagenome DNA, contig: S01H1_S44382 (Fragment)	17.2519988385
UniRef50_X0Y301: Marine sediment metagenome DNA, contig: S01H1_S44382 (Fragment)|unclassified	17.2519988385
UniRef50_UPI0004622EC5: dihydroorotate dehydrogenase	17.2475008631
UniRef50_UPI0004622EC5: dihydroorotate dehydrogenase|unclassified	17.2475008631
UniRef50_Q71AN6: Carbamoyl-phosphate synthase (Fragment)	17.1893415041
UniRef50_Q71AN6: Carbamoyl-phosphate synthase (Fragment)|unclassified	17.1893415041
UniRef50_D2NT51: Adenylate cyclase, family 3	17.0584096757
UniRef50_D2NT51: Adenylate cyclase, family 3|unclassified	17.0584096757
UniRef50_UPI0002DA5FFA: hypothetical protein	17.0549379805
UniRef50_UPI0002DA5FFA: hypothetical protein|unclassified	17.0549379805
UniRef50_P47276: Uracil phosphoribosyltransferase	16.9464522032
UniRef50_P47276: Uracil phosphoribosyltransferase|unclassified	16.9464522032
UniRef50_Q9UX34	16.9293464311
UniRef50_Q9UX34|unclassified	16.9293464311
UniRef50_UPI0003023621: hypothetical protein	16.8316732751
UniRef50_UPI0003023621: hypothetical protein|unclassified	16.8316732751
UniRef50_UPI0002E679EC: hypothetical protein	16.7901184987
UniRef50_UPI0002E679EC: hypothetical protein|unclassified	16.7901184987
UniRef50_K0TQF9	16.7117872882
UniRef50_K0TQF9|unclassified	16.7117872882
UniRef50_UPI0003702062: hypothetical protein	16.6559856753
UniRef50_UPI0003702062: hypothetical protein|unclassified	16.6559856753
UniRef50_UPI000237D846: oxidoreductase	16.6085196855
UniRef50_UPI000237D846: oxidoreductase|unclassified	16.6085196855
UniRef50_O08357: Dihydroorotase	16.5206728811
UniRef50_O08357: Dihydroorotase|unclassified	16.5206728811
UniRef50_Q97CT9: Orotate phosphoribosyltransferase	16.4505239675
UniRef50_Q97CT9: Orotate phosphoribosyltransferase|unclassified	16.4505239675
UniRef50_Q2FPQ2: Orotate phosphoribosyltransferase	16.3935039962
UniRef50_Q2FPQ2: Orotate phosphoribosyltransferase|unclassified	16.3935039962
UniRef50_C0W1L4: Carbamoyl-phosphate synthase small chain, CPSase domain protein	16.3189767754
UniRef50_C0W1L4: Carbamoyl-phosphate synthase small chain, CPSase domain protein|unclassified	16.3189767754
UniRef50_UPI0003708FAD: hypothetical protein	16.2956226357
UniRef50_UPI0003708FAD: hypothetical protein|unclassified	16.2956226357
UniRef50_Q1GBE7	16.1715678038
UniRef50_Q1GBE7|unclassified	16.1715678038
UniRef50_O29722: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	16.1529481698
UniRef50_O29722: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	16.1529481698
UniRef50_O58463	16.0979544626
UniRef50_O58463|unclassified	16.0979544626
UniRef50_X1NRJ5: Marine sediment metagenome DNA, contig: S06H3_S09864 (Fragment)	15.8564623684
UniRef50_X1NRJ5: Marine sediment metagenome DNA, contig: S06H3_S09864 (Fragment)|unclassified	15.8564623684
UniRef50_Q9HK16: Carbamoyl-phosphate synthase small chain	15.8313320454
UniRef50_Q9HK16: Carbamoyl-phosphate synthase small chain|unclassified	15.8313320454
UniRef50_V4S9Z9	15.6128809882
UniRef50_V4S9Z9|unclassified	15.6128809882
UniRef50_M6T8T9: Carbamoyl-phosphate synthase pyrimidine-specific small chain domain protein	15.6103742250
UniRef50_M6T8T9: Carbamoyl-phosphate synthase pyrimidine-specific small chain domain protein|unclassified	15.6103742250
UniRef50_X1DTC5: Marine sediment metagenome DNA, contig: S01H4_S25998 (Fragment)	15.5731674349
UniRef50_X1DTC5: Marine sediment metagenome DNA, contig: S01H4_S25998 (Fragment)|unclassified	15.5731674349
UniRef50_T0SNF0	15.5279691370
UniRef50_T0SNF0|unclassified	15.5279691370
UniRef50_O28034: Dihydroorotase	15.4679836589
UniRef50_O28034: Dihydroorotase|unclassified	15.4679836589
UniRef50_U3P6A1	15.4003783102
UniRef50_U3P6A1|unclassified	15.4003783102
UniRef50_UPI000161E6F6: Dihydroorotate dehydrogenase, mitochondrial precursor, partial	15.3304663097
UniRef50_UPI000161E6F6: Dihydroorotate dehydrogenase, mitochondrial precursor, partial|unclassified	15.3304663097
UniRef50_N0CMP6: Nikkomycin biosynthesis protein SanR	15.2505069536
UniRef50_N0CMP6: Nikkomycin biosynthesis protein SanR|unclassified	15.2505069536
UniRef50_Q9UX05: Dihydroorotase	15.2342464079
UniRef50_Q9UX05: Dihydroorotase|unclassified	15.2342464079
UniRef50_R9NV64	15.2034674817
UniRef50_R9NV64|unclassified	15.2034674817
UniRef50_UPI00029A2321: dihydroorotase	15.1793551472
UniRef50_UPI00029A2321: dihydroorotase|unclassified	15.1793551472
UniRef50_Z2DR14	15.1568896816
UniRef50_Z2DR14|unclassified	15.1568896816
UniRef50_R5Q697	15.0886007112
UniRef50_R5Q697|unclassified	15.0886007112
UniRef50_Q9UX33	15.0842154330
UniRef50_Q9UX33|unclassified	15.0842154330
UniRef50_A0RY85: Orotate phosphoribosyltransferase	15.0799692149
UniRef50_A0RY85: Orotate phosphoribosyltransferase|unclassified	15.0799692149
UniRef50_UPI0003B451DA: dihydroorotase	14.9291331277
UniRef50_UPI0003B451DA: dihydroorotase|unclassified	14.9291331277
UniRef50_UPI0004677544: para-aminobenzoate synthase	14.7781851174
UniRef50_UPI0004677544: para-aminobenzoate synthase|unclassified	14.7781851174
UniRef50_G7EAM2	14.7761610962
UniRef50_G7EAM2|unclassified	14.7761610962
UniRef50_UPI00035D6F82: hypothetical protein	14.6992672116
UniRef50_UPI00035D6F82: hypothetical protein|unclassified	14.6992672116
UniRef50_UPI0003621E95: hypothetical protein	14.6508964225
UniRef50_UPI0003621E95: hypothetical protein|unclassified	14.6508964225
UniRef50_UPI0003660F98: hypothetical protein	14.6089807591
UniRef50_UPI0003660F98: hypothetical protein|unclassified	14.6089807591
UniRef50_Q9M336: Uracil phosphoribosyltransferase, chloroplastic	14.5537273428
UniRef50_Q9M336: Uracil phosphoribosyltransferase, chloroplastic|unclassified	14.5537273428
UniRef50_W0BGL9: Carbamoylphosphate synthase small subunit	14.3139450053
UniRef50_W0BGL9: Carbamoylphosphate synthase small subunit|unclassified	14.3139450053
UniRef50_UPI000262CD0F: uracil phosphoribosyltransferase	14.2338875736
UniRef50_UPI000262CD0F: uracil phosphoribosyltransferase|unclassified	14.2338875736
UniRef50_X1A1N1: Marine sediment metagenome DNA, contig: S01H4_S02089 (Fragment)	14.2287053121
UniRef50_X1A1N1: Marine sediment metagenome DNA, contig: S01H4_S02089 (Fragment)|unclassified	14.2287053121
UniRef50_UPI000393F3DC: dihydroorotate dehydrogenase	14.1371500070
UniRef50_UPI000393F3DC: dihydroorotate dehydrogenase|unclassified	14.1371500070
UniRef50_Q9HM15: Orotate phosphoribosyltransferase	14.1277355313
UniRef50_Q9HM15: Orotate phosphoribosyltransferase|unclassified	14.1277355313
UniRef50_A0A011QVL0	14.0868901777
UniRef50_A0A011QVL0|unclassified	14.0868901777
UniRef50_UPI00034B7E33: MULTISPECIES: hypothetical protein	14.0030360487
UniRef50_UPI00034B7E33: MULTISPECIES: hypothetical protein|unclassified	14.0030360487
UniRef50_Q57690: Anthranilate synthase component 2	13.9375220672
UniRef50_Q57690: Anthranilate synthase component 2|unclassified	13.9375220672
UniRef50_UPI000287F998: aspartate carbamoyltransferase catalytic subunit	13.9296638232
UniRef50_UPI000287F998: aspartate carbamoyltransferase catalytic subunit|unclassified	13.9296638232
UniRef50_R5HZZ3	13.8752566780
UniRef50_R5HZZ3|unclassified	13.8752566780
UniRef50_X1G9E9: Marine sediment metagenome DNA, contig: S03H2_C04001 (Fragment)	13.6348214837
UniRef50_X1G9E9: Marine sediment metagenome DNA, contig: S03H2_C04001 (Fragment)|unclassified	13.6348214837
UniRef50_X1JM59: Marine sediment metagenome DNA, contig: S03H2_S20492 (Fragment)	13.5841593246
UniRef50_X1JM59: Marine sediment metagenome DNA, contig: S03H2_S20492 (Fragment)|unclassified	13.5841593246
UniRef50_UPI000370E1E9: hypothetical protein	13.4868214126
UniRef50_UPI000370E1E9: hypothetical protein|unclassified	13.4868214126
UniRef50_O13867: Uracil phosphoribosyltransferase 1	13.3871212732
UniRef50_O13867: Uracil phosphoribosyltransferase 1|unclassified	13.3871212732
UniRef50_UPI00040CC2DE: hypothetical protein	13.2469830406
UniRef50_UPI00040CC2DE: hypothetical protein|unclassified	13.2469830406
UniRef50_A3DM49: Orotate phosphoribosyltransferase	13.2355106012
UniRef50_A3DM49: Orotate phosphoribosyltransferase|unclassified	13.2355106012
UniRef50_X1MGY4: Marine sediment metagenome DNA, contig: S06H3_S02272 (Fragment)	13.0874318297
UniRef50_X1MGY4: Marine sediment metagenome DNA, contig: S06H3_S02272 (Fragment)|unclassified	13.0874318297
UniRef50_UPI00037CABE0: hypothetical protein	12.8718448230
UniRef50_UPI00037CABE0: hypothetical protein|unclassified	12.8718448230
UniRef50_B5XPP6	12.8288039749
UniRef50_B5XPP6|unclassified	12.8288039749
UniRef50_C1L3B7: Putative carbamoyl-phosphate synthase, small chain (Fragment)	12.7275402615
UniRef50_C1L3B7: Putative carbamoyl-phosphate synthase, small chain (Fragment)|unclassified	12.7275402615
UniRef50_UPI0004642621: hypothetical protein	12.7126592729
UniRef50_UPI0004642621: hypothetical protein|unclassified	12.7126592729
UniRef50_UPI0003710DD0: hypothetical protein	12.6579580008
UniRef50_UPI0003710DD0: hypothetical protein|unclassified	12.6579580008
UniRef50_UPI000409D90E: anthranilate synthase	12.6040675994
UniRef50_UPI000409D90E: anthranilate synthase|unclassified	12.6040675994
UniRef50_O28533: Orotate phosphoribosyltransferase	12.5696087046
UniRef50_O28533: Orotate phosphoribosyltransferase|unclassified	12.5696087046
UniRef50_E9DB51: Carbamoyl-phosphate synthase	12.5426725748
UniRef50_E9DB51: Carbamoyl-phosphate synthase|unclassified	12.5426725748
UniRef50_R6VJX5	12.5288382534
UniRef50_R6VJX5|unclassified	12.5288382534
UniRef50_UPI0003FFF235: hypothetical protein	12.5063755505
UniRef50_UPI0003FFF235: hypothetical protein|unclassified	12.5063755505
UniRef50_UPI000479E0D3: hypothetical protein	12.4972789529
UniRef50_UPI000479E0D3: hypothetical protein|unclassified	12.4972789529
UniRef50_D1Y1S2: Dihydroorotase domain protein (Fragment)	12.3948464969
UniRef50_D1Y1S2: Dihydroorotase domain protein (Fragment)|unclassified	12.3948464969
UniRef50_O29333: Orotidine 5'-phosphate decarboxylase	12.3159290906
UniRef50_O29333: Orotidine 5'-phosphate decarboxylase|unclassified	12.3159290906
UniRef50_Q752N9: Carbamoyl-phosphate synthase arginine-specific small chain	12.2875407275
UniRef50_Q752N9: Carbamoyl-phosphate synthase arginine-specific small chain|unclassified	12.2875407275
UniRef50_C7H822	12.2206502135
UniRef50_C7H822|unclassified	12.2206502135
UniRef50_T1AJ43: Carbamoyl-phosphate synthase small subunit (Fragment)	12.1482431347
UniRef50_T1AJ43: Carbamoyl-phosphate synthase small subunit (Fragment)|unclassified	12.1482431347
UniRef50_R6M784	12.1145872106
UniRef50_R6M784|unclassified	12.1145872106
UniRef50_Q4ZMW8	12.0548120297
UniRef50_Q4ZMW8|unclassified	12.0548120297
UniRef50_UPI00046FD751: hypothetical protein	12.0236331684
UniRef50_UPI00046FD751: hypothetical protein|unclassified	12.0236331684
UniRef50_C9RKD8: Dihydroorotase	11.9054624572
UniRef50_C9RKD8: Dihydroorotase|unclassified	11.9054624572
UniRef50_R5T6U9	11.8820957619
UniRef50_R5T6U9|unclassified	11.8820957619
UniRef50_U1QJM4	11.8773668423
UniRef50_U1QJM4|unclassified	11.8773668423
UniRef50_H7EPX7: Carbamoyl-phosphate synthase, large subunit	11.8546194658
UniRef50_H7EPX7: Carbamoyl-phosphate synthase, large subunit|unclassified	11.8546194658
UniRef50_UPI00035C30B6: hypothetical protein	11.8196207892
UniRef50_UPI00035C30B6: hypothetical protein|unclassified	11.8196207892
UniRef50_UPI0004623065: Dihydroorotase homodimeric type	11.7259330515
UniRef50_UPI0004623065: Dihydroorotase homodimeric type|unclassified	11.7259330515
UniRef50_UPI000478B8E0: hypothetical protein	11.6498912023
UniRef50_UPI000478B8E0: hypothetical protein|unclassified	11.6498912023
UniRef50_X1CCA7: Marine sediment metagenome DNA, contig: S01H4_S23389 (Fragment)	11.6393764403
UniRef50_X1CCA7: Marine sediment metagenome DNA, contig: S01H4_S23389 (Fragment)|unclassified	11.6393764403
UniRef50_Q9YFI5: Dihydroorotase	11.5870492924
UniRef50_Q9YFI5: Dihydroorotase|unclassified	11.5870492924
UniRef50_X0VD23: Marine sediment metagenome DNA, contig: S01H1_S05926 (Fragment)	11.5375137064
UniRef50_X0VD23: Marine sediment metagenome DNA, contig: S01H1_S05926 (Fragment)|unclassified	11.5375137064
UniRef50_P51362: Anthranilate synthase component 2	11.4801629455
UniRef50_P51362: Anthranilate synthase component 2|unclassified	11.4801629455
UniRef50_S6NZW8	11.4546928348
UniRef50_S6NZW8|unclassified	11.4546928348
UniRef50_O27186: Uracil phosphoribosyltransferase	11.3602639171
UniRef50_O27186: Uracil phosphoribosyltransferase|unclassified	11.3602639171
UniRef50_W1ADQ3	11.1521924602
UniRef50_W1ADQ3|unclassified	11.1521924602
UniRef50_O58450	10.9902825952
UniRef50_O58450|unclassified	10.9902825952
UniRef50_Q9Y9D8: Orotate phosphoribosyltransferase	10.9859191899
UniRef50_Q9Y9D8: Orotate phosphoribosyltransferase|unclassified	10.9859191899
UniRef50_F7YWH2: Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulfur cluster binding domain protein	10.8537118732
UniRef50_F7YWH2: Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulfur cluster binding domain protein|unclassified	10.8537118732
UniRef50_Q5W544: CAD protein (Fragment)	10.8332983524
UniRef50_Q5W544: CAD protein (Fragment)|unclassified	10.8332983524
UniRef50_Q6CTX8: Dihydroorotate dehydrogenase (quinone), mitochondrial	10.6255754057
UniRef50_Q6CTX8: Dihydroorotate dehydrogenase (quinone), mitochondrial|unclassified	10.6255754057
UniRef50_UPI0004761AA0: dihydrdoorotate oxidase	10.6216835974
UniRef50_UPI0004761AA0: dihydrdoorotate oxidase|unclassified	10.6216835974
UniRef50_R5EIX6: Carbamoyl-phosphate synthase large chain	10.6087074973
UniRef50_R5EIX6: Carbamoyl-phosphate synthase large chain|unclassified	10.6087074973
UniRef50_Q9YFI6: Putative dihydroorotate dehydrogenase A (fumarate)	10.5915482047
UniRef50_Q9YFI6: Putative dihydroorotate dehydrogenase A (fumarate)|unclassified	10.5915482047
UniRef50_A9V281: Predicted protein (Fragment)	10.5626492710
UniRef50_A9V281: Predicted protein (Fragment)|unclassified	10.5626492710
UniRef50_UPI0003946D6B: orotate phosphoribosyltransferase	10.3944754094
UniRef50_UPI0003946D6B: orotate phosphoribosyltransferase|unclassified	10.3944754094
UniRef50_X1ABS4: Marine sediment metagenome DNA, contig: S01H4_C04174 (Fragment)	10.3927998367
UniRef50_X1ABS4: Marine sediment metagenome DNA, contig: S01H4_C04174 (Fragment)|unclassified	10.3927998367
UniRef50_UPI0003657C1D: hypothetical protein	10.3706520387
UniRef50_UPI0003657C1D: hypothetical protein|unclassified	10.3706520387
UniRef50_Q6PDT9: Zgc:111913 protein	10.3408414698
UniRef50_Q6PDT9: Zgc:111913 protein|unclassified	10.3408414698
UniRef50_R4TYZ2: Carbamoylphosphate synthetase (Fragment)	10.3031640934
UniRef50_R4TYZ2: Carbamoylphosphate synthetase (Fragment)|unclassified	10.3031640934
UniRef50_R6M373: WGS project CAID00000000 data contig chromosome 08	10.1943885516
UniRef50_R6M373: WGS project CAID00000000 data contig chromosome 08|unclassified	10.1943885516
UniRef50_K2C0U7	10.1912148913
UniRef50_K2C0U7|unclassified	10.1912148913
UniRef50_UPI00046FFD41: hypothetical protein	10.0541163130
UniRef50_UPI00046FFD41: hypothetical protein|unclassified	10.0541163130
UniRef50_UPI0003A66388: dihydroorotase	10.0391513999
UniRef50_UPI0003A66388: dihydroorotase|unclassified	10.0391513999
UniRef50_Q08MC2	10.0000740749
UniRef50_Q08MC2|unclassified	10.0000740749
UniRef50_B1BJN1: Oxidoreductase, NAD-binding	9.9747412611
UniRef50_B1BJN1: Oxidoreductase, NAD-binding|unclassified	9.9747412611
UniRef50_A9WVI3: Uracil permease	9.9699208447
UniRef50_A9WVI3: Uracil permease|unclassified	9.9699208447
UniRef50_G9E741: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)	9.8789488958
UniRef50_G9E741: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)|unclassified	9.8789488958
UniRef50_UPI000372F0D2: hypothetical protein	9.7257151558
UniRef50_UPI000372F0D2: hypothetical protein|unclassified	9.7257151558
UniRef50_X1DZA3: Marine sediment metagenome DNA, contig: S01H4_S16226 (Fragment)	9.7231165806
UniRef50_X1DZA3: Marine sediment metagenome DNA, contig: S01H4_S16226 (Fragment)|unclassified	9.7231165806
UniRef50_R6MA47	9.6324121126
UniRef50_R6MA47|unclassified	9.6324121126
UniRef50_F9MWE2: Putative carbamoyl-phosphate synthase, small subunit	9.6284710845
UniRef50_F9MWE2: Putative carbamoyl-phosphate synthase, small subunit|unclassified	9.6284710845
UniRef50_UPI000362EC21: hypothetical protein	9.6236312055
UniRef50_UPI000362EC21: hypothetical protein|unclassified	9.6236312055
UniRef50_A2BJ25: Orotate phosphoribosyltransferase	9.5746500989
UniRef50_A2BJ25: Orotate phosphoribosyltransferase|unclassified	9.5746500989
UniRef50_Q8TXX9: Dihydroorotase	9.4166860158
UniRef50_Q8TXX9: Dihydroorotase|unclassified	9.4166860158
UniRef50_UPI00017F5916: carbamoyl phosphate synthase large subunit	9.4040173567
UniRef50_UPI00017F5916: carbamoyl phosphate synthase large subunit|unclassified	9.4040173567
UniRef50_G9E6W9: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)	9.2590627118
UniRef50_G9E6W9: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)|unclassified	9.2590627118
UniRef50_Q4R9S3: Chromosome undetermined SCAF25415, whole genome shotgun sequence. (Fragment)	9.2488414416
UniRef50_Q4R9S3: Chromosome undetermined SCAF25415, whole genome shotgun sequence. (Fragment)|unclassified	9.2488414416
UniRef50_L8FU87	9.1964988323
UniRef50_L8FU87|unclassified	9.1964988323
UniRef50_K1UCX7: Orotidine 5'-phosphate decarboxylase	9.1743119266
UniRef50_K1UCX7: Orotidine 5'-phosphate decarboxylase|unclassified	9.1743119266
UniRef50_T2RGQ7	9.1551491352
UniRef50_T2RGQ7|unclassified	9.1551491352
UniRef50_UPI00036C83BF: MULTISPECIES: hypothetical protein	9.0273966856
UniRef50_UPI00036C83BF: MULTISPECIES: hypothetical protein|unclassified	9.0273966856
UniRef50_Q4SZL3: Chromosome 14 SCAF11586, whole genome shotgun sequence	8.9366509003
UniRef50_Q4SZL3: Chromosome 14 SCAF11586, whole genome shotgun sequence|unclassified	8.9366509003
UniRef50_UPI00037A5E42: hypothetical protein	8.8728929137
UniRef50_UPI00037A5E42: hypothetical protein|unclassified	8.8728929137
UniRef50_R5BJS4	8.8447557775
UniRef50_R5BJS4|unclassified	8.8447557775
UniRef50_Q6BJG4: Carbamoyl-phosphate synthase arginine-specific small chain	8.8412783609
UniRef50_Q6BJG4: Carbamoyl-phosphate synthase arginine-specific small chain|unclassified	8.8412783609
UniRef50_Q9YEN3: Uracil phosphoribosyltransferase	8.6999298164
UniRef50_Q9YEN3: Uracil phosphoribosyltransferase|unclassified	8.6999298164
UniRef50_A8Y9S2: Genome sequencing data, contig C227 (Fragment)	8.6691339933
UniRef50_A8Y9S2: Genome sequencing data, contig C227 (Fragment)|unclassified	8.6691339933
UniRef50_K1U223: Dihydroorotase, multifunctional complex type (Fragment)	8.6050677815
UniRef50_K1U223: Dihydroorotase, multifunctional complex type (Fragment)|unclassified	8.6050677815
UniRef50_T1A2T8: Oxidoreductase FAD/NAD(P)-binding domain protein (Fragment)	8.5476329632
UniRef50_T1A2T8: Oxidoreductase FAD/NAD(P)-binding domain protein (Fragment)|unclassified	8.5476329632
UniRef50_UPI000200351C: pyrimidine operon regulatory protein, partial	8.4572352027
UniRef50_UPI000200351C: pyrimidine operon regulatory protein, partial|unclassified	8.4572352027
UniRef50_X1LI13: Marine sediment metagenome DNA, contig: S03H2_S30044 (Fragment)	8.4448354599
UniRef50_X1LI13: Marine sediment metagenome DNA, contig: S03H2_S30044 (Fragment)|unclassified	8.4448354599
UniRef50_C0QUA8: TPR repeat protein	8.3784260419
UniRef50_C0QUA8: TPR repeat protein|unclassified	8.3784260419
UniRef50_K0XFY6	8.3613711585
UniRef50_K0XFY6|unclassified	8.3613711585
UniRef50_F4GJI2: Dihydroorotase, putative	8.3599496681
UniRef50_F4GJI2: Dihydroorotase, putative|unclassified	8.3599496681
UniRef50_UPI00029B4966: hypothetical protein, partial	8.2657330715
UniRef50_UPI00029B4966: hypothetical protein, partial|unclassified	8.2657330715
UniRef50_J9GRS7	8.1138907176
UniRef50_J9GRS7|unclassified	8.1138907176
UniRef50_M4YKI7: Carbamoylphosphate synthase small subunit	8.0207627407
UniRef50_M4YKI7: Carbamoylphosphate synthase small subunit|unclassified	8.0207627407
UniRef50_Q5BER9	7.9728874206
UniRef50_Q5BER9|unclassified	7.9728874206
UniRef50_UPI0003BBF86C: PREDICTED: dihydropyrimidine dehydrogenase [NADP(+)]-like, partial	7.9629435248
UniRef50_UPI0003BBF86C: PREDICTED: dihydropyrimidine dehydrogenase [NADP(+)]-like, partial|unclassified	7.9629435248
UniRef50_F3ME46: Putative dihydroorotate oxidase, electron transfer subunit (Fragment)	7.7782300005
UniRef50_F3ME46: Putative dihydroorotate oxidase, electron transfer subunit (Fragment)|unclassified	7.7782300005
UniRef50_E5WE75	7.6126716152
UniRef50_E5WE75|unclassified	7.6126716152
