# Gene Family	SampleDe_Novo_Pyrimidine_Synthesis_Abundance-CPM
UniRef50_J9FU21: Ferredoxin-NADP(+) reductase subunit alpha|unclassified	59.6433
UniRef50_F2L542: Carbamoyl-phosphate synthase, small subunit	59.0806
UniRef50_F2L542: Carbamoyl-phosphate synthase, small subunit|unclassified	59.0806
UniRef50_UPI0002E3A5FB: hypothetical protein	58.5826
UniRef50_UPI0002E3A5FB: hypothetical protein|unclassified	58.5826
UniRef50_R7QLP0: Stackhouse genomic scaffold, scaffold_374	58.5034
UniRef50_R7QLP0: Stackhouse genomic scaffold, scaffold_374|unclassified	58.5034
UniRef50_UPI00042C342C: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like, partial	58.4054
UniRef50_UPI00042C342C: PREDICTED: carbamoyl-phosphate synthase [ammonia], mitochondrial-like, partial|unclassified	58.4054
UniRef50_X1GYH0: Marine sediment metagenome DNA, contig: S03H2_L07117 (Fragment)	58.0889
UniRef50_X1GYH0: Marine sediment metagenome DNA, contig: S03H2_L07117 (Fragment)|unclassified	58.0889
UniRef50_X2KVG3: Pyrimidine biosynthesis (Fragment)	58.07
UniRef50_X2KVG3: Pyrimidine biosynthesis (Fragment)|unclassified	58.07
UniRef50_P05379: Anthranilate synthase component 2	57.8175
UniRef50_P05379: Anthranilate synthase component 2|unclassified	57.8175
UniRef50_Q0W6Q2: Orotate phosphoribosyltransferase	57.6171
UniRef50_Q0W6Q2: Orotate phosphoribosyltransferase|unclassified	57.6171
UniRef50_R5TRG5	57.0303
UniRef50_R5TRG5|unclassified	57.0303
UniRef50_UPI0003A5A264: hypothetical protein	56.5506
UniRef50_UPI0003A5A264: hypothetical protein|unclassified	56.5506
UniRef50_W5YAE6: Anthranilate synthase component II	56.3395
UniRef50_W5YAE6: Anthranilate synthase component II|unclassified	56.3395
UniRef50_X1QGT1: Marine sediment metagenome DNA, contig: S06H3_S25914 (Fragment)	56.2561
UniRef50_X1QGT1: Marine sediment metagenome DNA, contig: S06H3_S25914 (Fragment)|unclassified	56.2561
UniRef50_T0MXD2	56.2367
UniRef50_T0MXD2|unclassified	56.2367
UniRef50_P58887: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	56.1898
UniRef50_P58887: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	56.1898
UniRef50_UPI000364238F: MULTISPECIES: hypothetical protein	56.0159
UniRef50_UPI000364238F: MULTISPECIES: hypothetical protein|unclassified	56.0159
UniRef50_UPI0003B3B040: MULTISPECIES: phosphoribosyl transferase	55.7665
UniRef50_UPI0003B3B040: MULTISPECIES: phosphoribosyl transferase|unclassified	55.7665
UniRef50_X0Y301: Marine sediment metagenome DNA, contig: S01H1_S44382 (Fragment)	55.2865
UniRef50_X0Y301: Marine sediment metagenome DNA, contig: S01H1_S44382 (Fragment)|unclassified	55.2865
UniRef50_UPI0004622EC5: dihydroorotate dehydrogenase	55.2721
UniRef50_UPI0004622EC5: dihydroorotate dehydrogenase|unclassified	55.2721
UniRef50_Q71AN6: Carbamoyl-phosphate synthase (Fragment)	55.0857
UniRef50_Q71AN6: Carbamoyl-phosphate synthase (Fragment)|unclassified	55.0857
UniRef50_D2NT51: Adenylate cyclase, family 3	54.6661
UniRef50_D2NT51: Adenylate cyclase, family 3|unclassified	54.6661
UniRef50_UPI0002DA5FFA: hypothetical protein	54.655
UniRef50_UPI0002DA5FFA: hypothetical protein|unclassified	54.655
UniRef50_P47276: Uracil phosphoribosyltransferase	54.3073
UniRef50_P47276: Uracil phosphoribosyltransferase|unclassified	54.3073
UniRef50_Q9UX34	54.2525
UniRef50_Q9UX34|unclassified	54.2525
UniRef50_UPI0003023621: hypothetical protein	53.9395
UniRef50_UPI0003023621: hypothetical protein|unclassified	53.9395
UniRef50_UPI0002E679EC: hypothetical protein	53.8063
UniRef50_UPI0002E679EC: hypothetical protein|unclassified	53.8063
UniRef50_K0TQF9	53.5553
UniRef50_K0TQF9|unclassified	53.5553
UniRef50_UPI0003702062: hypothetical protein	53.3765
UniRef50_UPI0003702062: hypothetical protein|unclassified	53.3765
UniRef50_UPI000237D846: oxidoreductase	53.2244
UniRef50_UPI000237D846: oxidoreductase|unclassified	53.2244
UniRef50_O08357: Dihydroorotase	52.9429
UniRef50_O08357: Dihydroorotase|unclassified	52.9429
UniRef50_Q97CT9: Orotate phosphoribosyltransferase	52.718
UniRef50_Q97CT9: Orotate phosphoribosyltransferase|unclassified	52.718
UniRef50_Q2FPQ2: Orotate phosphoribosyltransferase	52.5353
UniRef50_Q2FPQ2: Orotate phosphoribosyltransferase|unclassified	52.5353
UniRef50_C0W1L4: Carbamoyl-phosphate synthase small chain, CPSase domain protein	52.2965
UniRef50_C0W1L4: Carbamoyl-phosphate synthase small chain, CPSase domain protein|unclassified	52.2965
UniRef50_UPI0003708FAD: hypothetical protein	52.2216
UniRef50_UPI0003708FAD: hypothetical protein|unclassified	52.2216
UniRef50_Q1GBE7	51.8241
UniRef50_Q1GBE7|unclassified	51.8241
UniRef50_O29722: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit	51.7644
UniRef50_O29722: Probable dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit|unclassified	51.7644
UniRef50_O58463	51.5882
UniRef50_O58463|unclassified	51.5882
UniRef50_X1NRJ5: Marine sediment metagenome DNA, contig: S06H3_S09864 (Fragment)	50.8143
UniRef50_X1NRJ5: Marine sediment metagenome DNA, contig: S06H3_S09864 (Fragment)|unclassified	50.8143
UniRef50_Q9HK16: Carbamoyl-phosphate synthase small chain	50.7338
UniRef50_Q9HK16: Carbamoyl-phosphate synthase small chain|unclassified	50.7338
UniRef50_V4S9Z9	50.0337
UniRef50_V4S9Z9|unclassified	50.0337
UniRef50_M6T8T9: Carbamoyl-phosphate synthase pyrimidine-specific small chain domain protein	50.0257
UniRef50_M6T8T9: Carbamoyl-phosphate synthase pyrimidine-specific small chain domain protein|unclassified	50.0257
UniRef50_X1DTC5: Marine sediment metagenome DNA, contig: S01H4_S25998 (Fragment)	49.9064
UniRef50_X1DTC5: Marine sediment metagenome DNA, contig: S01H4_S25998 (Fragment)|unclassified	49.9064
UniRef50_T0SNF0	49.7616
UniRef50_T0SNF0|unclassified	49.7616
UniRef50_O28034: Dihydroorotase	49.5694
UniRef50_O28034: Dihydroorotase|unclassified	49.5694
UniRef50_U3P6A1	49.3527
UniRef50_U3P6A1|unclassified	49.3527
UniRef50_UPI000161E6F6: Dihydroorotate dehydrogenase, mitochondrial precursor, partial	49.1287
UniRef50_UPI000161E6F6: Dihydroorotate dehydrogenase, mitochondrial precursor, partial|unclassified	49.1287
UniRef50_N0CMP6: Nikkomycin biosynthesis protein SanR	48.8724
UniRef50_N0CMP6: Nikkomycin biosynthesis protein SanR|unclassified	48.8724
UniRef50_Q9UX05: Dihydroorotase	48.8203
UniRef50_Q9UX05: Dihydroorotase|unclassified	48.8203
UniRef50_R9NV64	48.7217
UniRef50_R9NV64|unclassified	48.7217
UniRef50_UPI00029A2321: dihydroorotase	48.6444
UniRef50_UPI00029A2321: dihydroorotase|unclassified	48.6444
UniRef50_Z2DR14	48.5724
UniRef50_Z2DR14|unclassified	48.5724
UniRef50_R5Q697	48.3536
UniRef50_R5Q697|unclassified	48.3536
UniRef50_Q9UX33	48.3395
UniRef50_Q9UX33|unclassified	48.3395
UniRef50_A0RY85: Orotate phosphoribosyltransferase	48.3259
UniRef50_A0RY85: Orotate phosphoribosyltransferase|unclassified	48.3259
UniRef50_UPI0003B451DA: dihydroorotase	47.8425
UniRef50_UPI0003B451DA: dihydroorotase|unclassified	47.8425
UniRef50_UPI0004677544: para-aminobenzoate synthase	47.3588
UniRef50_UPI0004677544: para-aminobenzoate synthase|unclassified	47.3588
UniRef50_G7EAM2	47.3523
UniRef50_G7EAM2|unclassified	47.3523
UniRef50_UPI00035D6F82: hypothetical protein	47.1059
UniRef50_UPI00035D6F82: hypothetical protein|unclassified	47.1059
UniRef50_UPI0003621E95: hypothetical protein	46.9509
UniRef50_UPI0003621E95: hypothetical protein|unclassified	46.9509
UniRef50_UPI0003660F98: hypothetical protein	46.8166
UniRef50_UPI0003660F98: hypothetical protein|unclassified	46.8166
UniRef50_Q9M336: Uracil phosphoribosyltransferase, chloroplastic	46.6395
UniRef50_Q9M336: Uracil phosphoribosyltransferase, chloroplastic|unclassified	46.6395
UniRef50_W0BGL9: Carbamoylphosphate synthase small subunit	45.8711
UniRef50_W0BGL9: Carbamoylphosphate synthase small subunit|unclassified	45.8711
UniRef50_UPI000262CD0F: uracil phosphoribosyltransferase	45.6145
UniRef50_UPI000262CD0F: uracil phosphoribosyltransferase|unclassified	45.6145
UniRef50_X1A1N1: Marine sediment metagenome DNA, contig: S01H4_S02089 (Fragment)	45.5979
UniRef50_X1A1N1: Marine sediment metagenome DNA, contig: S01H4_S02089 (Fragment)|unclassified	45.5979
UniRef50_UPI000393F3DC: dihydroorotate dehydrogenase	45.3045
UniRef50_UPI000393F3DC: dihydroorotate dehydrogenase|unclassified	45.3045
UniRef50_Q9HM15: Orotate phosphoribosyltransferase	45.2743
UniRef50_Q9HM15: Orotate phosphoribosyltransferase|unclassified	45.2743
UniRef50_A0A011QVL0	45.1434
UniRef50_A0A011QVL0|unclassified	45.1434
UniRef50_UPI00034B7E33: MULTISPECIES: hypothetical protein	44.8747
UniRef50_UPI00034B7E33: MULTISPECIES: hypothetical protein|unclassified	44.8747
UniRef50_Q57690: Anthranilate synthase component 2	44.6648
UniRef50_Q57690: Anthranilate synthase component 2|unclassified	44.6648
UniRef50_UPI000287F998: aspartate carbamoyltransferase catalytic subunit	44.6396
UniRef50_UPI000287F998: aspartate carbamoyltransferase catalytic subunit|unclassified	44.6396
UniRef50_R5HZZ3	44.4652
UniRef50_R5HZZ3|unclassified	44.4652
UniRef50_X1G9E9: Marine sediment metagenome DNA, contig: S03H2_C04001 (Fragment)	43.6947
UniRef50_X1G9E9: Marine sediment metagenome DNA, contig: S03H2_C04001 (Fragment)|unclassified	43.6947
UniRef50_X1JM59: Marine sediment metagenome DNA, contig: S03H2_S20492 (Fragment)	43.5324
UniRef50_X1JM59: Marine sediment metagenome DNA, contig: S03H2_S20492 (Fragment)|unclassified	43.5324
UniRef50_UPI000370E1E9: hypothetical protein	43.2204
UniRef50_UPI000370E1E9: hypothetical protein|unclassified	43.2204
UniRef50_O13867: Uracil phosphoribosyltransferase 1	42.9009
UniRef50_O13867: Uracil phosphoribosyltransferase 1|unclassified	42.9009
UniRef50_UPI00040CC2DE: hypothetical protein	42.4518
UniRef50_UPI00040CC2DE: hypothetical protein|unclassified	42.4518
UniRef50_A3DM49: Orotate phosphoribosyltransferase	42.4151
UniRef50_A3DM49: Orotate phosphoribosyltransferase|unclassified	42.4151
UniRef50_X1MGY4: Marine sediment metagenome DNA, contig: S06H3_S02272 (Fragment)	41.9405
UniRef50_X1MGY4: Marine sediment metagenome DNA, contig: S06H3_S02272 (Fragment)|unclassified	41.9405
UniRef50_UPI00037CABE0: hypothetical protein	41.2497
UniRef50_UPI00037CABE0: hypothetical protein|unclassified	41.2497
UniRef50_B5XPP6	41.1117
UniRef50_B5XPP6|unclassified	41.1117
UniRef50_C1L3B7: Putative carbamoyl-phosphate synthase, small chain (Fragment)	40.7872
UniRef50_C1L3B7: Putative carbamoyl-phosphate synthase, small chain (Fragment)|unclassified	40.7872
UniRef50_UPI0004642621: hypothetical protein	40.7395
UniRef50_UPI0004642621: hypothetical protein|unclassified	40.7395
UniRef50_UPI0003710DD0: hypothetical protein	40.5642
UniRef50_UPI0003710DD0: hypothetical protein|unclassified	40.5642
UniRef50_UPI000409D90E: anthranilate synthase	40.3915
UniRef50_UPI000409D90E: anthranilate synthase|unclassified	40.3915
UniRef50_O28533: Orotate phosphoribosyltransferase	40.2811
UniRef50_O28533: Orotate phosphoribosyltransferase|unclassified	40.2811
UniRef50_E9DB51: Carbamoyl-phosphate synthase	40.1948
UniRef50_E9DB51: Carbamoyl-phosphate synthase|unclassified	40.1948
UniRef50_R6VJX5	40.1504
UniRef50_R6VJX5|unclassified	40.1504
UniRef50_UPI0003FFF235: hypothetical protein	40.0785
UniRef50_UPI0003FFF235: hypothetical protein|unclassified	40.0785
UniRef50_UPI000479E0D3: hypothetical protein	40.0493
UniRef50_UPI000479E0D3: hypothetical protein|unclassified	40.0493
UniRef50_D1Y1S2: Dihydroorotase domain protein (Fragment)	39.7211
UniRef50_D1Y1S2: Dihydroorotase domain protein (Fragment)|unclassified	39.7211
UniRef50_O29333: Orotidine 5'-phosphate decarboxylase	39.4682
UniRef50_O29333: Orotidine 5'-phosphate decarboxylase|unclassified	39.4682
UniRef50_Q752N9: Carbamoyl-phosphate synthase arginine-specific small chain	39.3772
UniRef50_Q752N9: Carbamoyl-phosphate synthase arginine-specific small chain|unclassified	39.3772
UniRef50_C7H822	39.1628
UniRef50_C7H822|unclassified	39.1628
UniRef50_T1AJ43: Carbamoyl-phosphate synthase small subunit (Fragment)	38.9308
UniRef50_T1AJ43: Carbamoyl-phosphate synthase small subunit (Fragment)|unclassified	38.9308
UniRef50_R6M784	38.8229
UniRef50_R6M784|unclassified	38.8229
UniRef50_Q4ZMW8	38.6314
UniRef50_Q4ZMW8|unclassified	38.6314
UniRef50_UPI00046FD751: hypothetical protein	38.5314
UniRef50_UPI00046FD751: hypothetical protein|unclassified	38.5314
UniRef50_C9RKD8: Dihydroorotase	38.1528
UniRef50_C9RKD8: Dihydroorotase|unclassified	38.1528
UniRef50_R5T6U9	38.0779
UniRef50_R5T6U9|unclassified	38.0779
UniRef50_U1QJM4	38.0627
UniRef50_U1QJM4|unclassified	38.0627
UniRef50_H7EPX7: Carbamoyl-phosphate synthase, large subunit	37.9898
UniRef50_H7EPX7: Carbamoyl-phosphate synthase, large subunit|unclassified	37.9898
UniRef50_UPI00035C30B6: hypothetical protein	37.8777
UniRef50_UPI00035C30B6: hypothetical protein|unclassified	37.8777
UniRef50_UPI0004623065: Dihydroorotase homodimeric type	37.5774
UniRef50_UPI0004623065: Dihydroorotase homodimeric type|unclassified	37.5774
UniRef50_UPI000478B8E0: hypothetical protein	37.3337
UniRef50_UPI000478B8E0: hypothetical protein|unclassified	37.3337
UniRef50_X1CCA7: Marine sediment metagenome DNA, contig: S01H4_S23389 (Fragment)	37.3
UniRef50_X1CCA7: Marine sediment metagenome DNA, contig: S01H4_S23389 (Fragment)|unclassified	37.3
UniRef50_Q9YFI5: Dihydroorotase	37.1324
UniRef50_Q9YFI5: Dihydroorotase|unclassified	37.1324
UniRef50_X0VD23: Marine sediment metagenome DNA, contig: S01H1_S05926 (Fragment)	36.9736
UniRef50_X0VD23: Marine sediment metagenome DNA, contig: S01H1_S05926 (Fragment)|unclassified	36.9736
UniRef50_P51362: Anthranilate synthase component 2	36.7898
UniRef50_P51362: Anthranilate synthase component 2|unclassified	36.7898
UniRef50_S6NZW8	36.7082
UniRef50_S6NZW8|unclassified	36.7082
UniRef50_O27186: Uracil phosphoribosyltransferase	36.4056
UniRef50_O27186: Uracil phosphoribosyltransferase|unclassified	36.4056
UniRef50_W1ADQ3	35.7388
UniRef50_W1ADQ3|unclassified	35.7388
UniRef50_O58450	35.2199
UniRef50_O58450|unclassified	35.2199
UniRef50_Q9Y9D8: Orotate phosphoribosyltransferase	35.2059
UniRef50_Q9Y9D8: Orotate phosphoribosyltransferase|unclassified	35.2059
UniRef50_F7YWH2: Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulfur cluster binding domain protein	34.7823
UniRef50_F7YWH2: Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulfur cluster binding domain protein|unclassified	34.7823
UniRef50_Q5W544: CAD protein (Fragment)	34.7168
UniRef50_Q5W544: CAD protein (Fragment)|unclassified	34.7168
UniRef50_Q6CTX8: Dihydroorotate dehydrogenase (quinone), mitochondrial	34.0512
UniRef50_Q6CTX8: Dihydroorotate dehydrogenase (quinone), mitochondrial|unclassified	34.0512
UniRef50_UPI0004761AA0: dihydrdoorotate oxidase	34.0387
UniRef50_UPI0004761AA0: dihydrdoorotate oxidase|unclassified	34.0387
UniRef50_R5EIX6: Carbamoyl-phosphate synthase large chain	33.9971
UniRef50_R5EIX6: Carbamoyl-phosphate synthase large chain|unclassified	33.9971
UniRef50_Q9YFI6: Putative dihydroorotate dehydrogenase A (fumarate)	33.9421
UniRef50_Q9YFI6: Putative dihydroorotate dehydrogenase A (fumarate)|unclassified	33.9421
UniRef50_A9V281: Predicted protein (Fragment)	33.8495
UniRef50_A9V281: Predicted protein (Fragment)|unclassified	33.8495
UniRef50_UPI0003946D6B: orotate phosphoribosyltransferase	33.3106
UniRef50_UPI0003946D6B: orotate phosphoribosyltransferase|unclassified	33.3106
UniRef50_X1ABS4: Marine sediment metagenome DNA, contig: S01H4_C04174 (Fragment)	33.3052
UniRef50_X1ABS4: Marine sediment metagenome DNA, contig: S01H4_C04174 (Fragment)|unclassified	33.3052
UniRef50_UPI0003657C1D: hypothetical protein	33.2342
UniRef50_UPI0003657C1D: hypothetical protein|unclassified	33.2342
UniRef50_Q6PDT9: Zgc:111913 protein	33.1387
UniRef50_Q6PDT9: Zgc:111913 protein|unclassified	33.1387
UniRef50_R4TYZ2: Carbamoylphosphate synthetase (Fragment)	33.018
UniRef50_R4TYZ2: Carbamoylphosphate synthetase (Fragment)|unclassified	33.018
UniRef50_R6M373: WGS project CAID00000000 data contig chromosome 08	32.6694
UniRef50_R6M373: WGS project CAID00000000 data contig chromosome 08|unclassified	32.6694
UniRef50_K2C0U7	32.6592
UniRef50_K2C0U7|unclassified	32.6592
UniRef50_UPI00046FFD41: hypothetical protein	32.2198
UniRef50_UPI00046FFD41: hypothetical protein|unclassified	32.2198
UniRef50_UPI0003A66388: dihydroorotase	32.1719
UniRef50_UPI0003A66388: dihydroorotase|unclassified	32.1719
UniRef50_Q08MC2	32.0467
UniRef50_Q08MC2|unclassified	32.0467
UniRef50_B1BJN1: Oxidoreductase, NAD-binding	31.9655
UniRef50_B1BJN1: Oxidoreductase, NAD-binding|unclassified	31.9655
UniRef50_A9WVI3: Uracil permease	31.95
UniRef50_A9WVI3: Uracil permease|unclassified	31.95
UniRef50_G9E741: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)	31.6585
UniRef50_G9E741: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)|unclassified	31.6585
UniRef50_UPI000372F0D2: hypothetical protein	31.1674
UniRef50_UPI000372F0D2: hypothetical protein|unclassified	31.1674
UniRef50_X1DZA3: Marine sediment metagenome DNA, contig: S01H4_S16226 (Fragment)	31.1591
UniRef50_X1DZA3: Marine sediment metagenome DNA, contig: S01H4_S16226 (Fragment)|unclassified	31.1591
UniRef50_R6MA47	30.8684
UniRef50_R6MA47|unclassified	30.8684
UniRef50_F9MWE2: Putative carbamoyl-phosphate synthase, small subunit	30.8558
UniRef50_F9MWE2: Putative carbamoyl-phosphate synthase, small subunit|unclassified	30.8558
UniRef50_UPI000362EC21: hypothetical protein	30.8403
UniRef50_UPI000362EC21: hypothetical protein|unclassified	30.8403
UniRef50_A2BJ25: Orotate phosphoribosyltransferase	30.6833
UniRef50_A2BJ25: Orotate phosphoribosyltransferase|unclassified	30.6833
UniRef50_Q8TXX9: Dihydroorotase	30.1771
UniRef50_Q8TXX9: Dihydroorotase|unclassified	30.1771
UniRef50_UPI00017F5916: carbamoyl phosphate synthase large subunit	30.1365
UniRef50_UPI00017F5916: carbamoyl phosphate synthase large subunit|unclassified	30.1365
UniRef50_G9E6W9: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)	29.672
UniRef50_G9E6W9: Carbamoyl-phosphate synthetase-aspartate transcarbamoylase dihydroorotase (Fragment)|unclassified	29.672
UniRef50_Q4R9S3: Chromosome undetermined SCAF25415, whole genome shotgun sequence. (Fragment)	29.6392
UniRef50_Q4R9S3: Chromosome undetermined SCAF25415, whole genome shotgun sequence. (Fragment)|unclassified	29.6392
UniRef50_L8FU87	29.4715
UniRef50_L8FU87|unclassified	29.4715
UniRef50_K1UCX7: Orotidine 5'-phosphate decarboxylase	29.4004
UniRef50_K1UCX7: Orotidine 5'-phosphate decarboxylase|unclassified	29.4004
UniRef50_T2RGQ7	29.339
UniRef50_T2RGQ7|unclassified	29.339
UniRef50_UPI00036C83BF: MULTISPECIES: hypothetical protein	28.9296
UniRef50_UPI00036C83BF: MULTISPECIES: hypothetical protein|unclassified	28.9296
UniRef50_Q4SZL3: Chromosome 14 SCAF11586, whole genome shotgun sequence	28.6388
UniRef50_Q4SZL3: Chromosome 14 SCAF11586, whole genome shotgun sequence|unclassified	28.6388
UniRef50_UPI00037A5E42: hypothetical protein	28.4345
UniRef50_UPI00037A5E42: hypothetical protein|unclassified	28.4345
UniRef50_R5BJS4	28.3443
UniRef50_R5BJS4|unclassified	28.3443
UniRef50_Q6BJG4: Carbamoyl-phosphate synthase arginine-specific small chain	28.3331
UniRef50_Q6BJG4: Carbamoyl-phosphate synthase arginine-specific small chain|unclassified	28.3331
UniRef50_Q9YEN3: Uracil phosphoribosyltransferase	27.8802
UniRef50_Q9YEN3: Uracil phosphoribosyltransferase|unclassified	27.8802
UniRef50_A8Y9S2: Genome sequencing data, contig C227 (Fragment)	27.7815
UniRef50_A8Y9S2: Genome sequencing data, contig C227 (Fragment)|unclassified	27.7815
UniRef50_K1U223: Dihydroorotase, multifunctional complex type (Fragment)	27.5762
UniRef50_K1U223: Dihydroorotase, multifunctional complex type (Fragment)|unclassified	27.5762
UniRef50_T1A2T8: Oxidoreductase FAD/NAD(P)-binding domain protein (Fragment)	27.3921
UniRef50_T1A2T8: Oxidoreductase FAD/NAD(P)-binding domain protein (Fragment)|unclassified	27.3921
UniRef50_UPI000200351C: pyrimidine operon regulatory protein, partial	27.1024
UniRef50_UPI000200351C: pyrimidine operon regulatory protein, partial|unclassified	27.1024
UniRef50_X1LI13: Marine sediment metagenome DNA, contig: S03H2_S30044 (Fragment)	27.0627
UniRef50_X1LI13: Marine sediment metagenome DNA, contig: S03H2_S30044 (Fragment)|unclassified	27.0627
UniRef50_C0QUA8: TPR repeat protein	26.8499
UniRef50_C0QUA8: TPR repeat protein|unclassified	26.8499
UniRef50_K0XFY6	26.7952
UniRef50_K0XFY6|unclassified	26.7952
UniRef50_F4GJI2: Dihydroorotase, putative	26.7907
UniRef50_F4GJI2: Dihydroorotase, putative|unclassified	26.7907
UniRef50_UPI00029B4966: hypothetical protein, partial	26.4887
UniRef50_UPI00029B4966: hypothetical protein, partial|unclassified	26.4887
UniRef50_J9GRS7	26.0021
UniRef50_J9GRS7|unclassified	26.0021
UniRef50_M4YKI7: Carbamoylphosphate synthase small subunit	25.7037
UniRef50_M4YKI7: Carbamoylphosphate synthase small subunit|unclassified	25.7037
UniRef50_Q5BER9	25.5503
UniRef50_Q5BER9|unclassified	25.5503
UniRef50_UPI0003BBF86C: PREDICTED: dihydropyrimidine dehydrogenase [NADP(+)]-like, partial	25.5184
UniRef50_UPI0003BBF86C: PREDICTED: dihydropyrimidine dehydrogenase [NADP(+)]-like, partial|unclassified	25.5184
UniRef50_F3ME46: Putative dihydroorotate oxidase, electron transfer subunit (Fragment)	24.9264
UniRef50_F3ME46: Putative dihydroorotate oxidase, electron transfer subunit (Fragment)|unclassified	24.9264
UniRef50_E5WE75	24.3959
UniRef50_E5WE75|unclassified	24.3959
UniRef50_K2A256	24.2308
UniRef50_K2A256|unclassified	24.2308
UniRef50_A8PTU2	24.2179
UniRef50_A8PTU2|unclassified	24.2179
UniRef50_X0YAH3: Marine sediment metagenome DNA, contig: S01H1_S29447 (Fragment)	23.8656
UniRef50_X0YAH3: Marine sediment metagenome DNA, contig: S01H1_S29447 (Fragment)|unclassified	23.8656
UniRef50_UPI00046643A7: uracil phosphoribosyltransferase	23.8628
UniRef50_UPI00046643A7: uracil phosphoribosyltransferase|unclassified	23.8628
UniRef50_K7HYY9	23.0839
UniRef50_K7HYY9|unclassified	23.0839
UniRef50_UPI000374D4EC: hypothetical protein	22.5808
UniRef50_UPI000374D4EC: hypothetical protein|unclassified	22.5808
UniRef50_UPI000465A38F: orotate phosphoribosyltransferase	22.5695
UniRef50_UPI000465A38F: orotate phosphoribosyltransferase|unclassified	22.5695
UniRef50_I2GXU9	22.5341
UniRef50_I2GXU9|unclassified	22.5341
UniRef50_UPI0003763793: hypothetical protein	22.3856
UniRef50_UPI0003763793: hypothetical protein|unclassified	22.3856
UniRef50_UPI00029AA981: dihydroorotate dehydrogenase electron transfer subunit	22.3325
UniRef50_UPI00029AA981: dihydroorotate dehydrogenase electron transfer subunit|unclassified	22.3325
UniRef50_UPI0001A42D15: dihydroorotase	22.2919
UniRef50_UPI0001A42D15: dihydroorotase|unclassified	22.2919
UniRef50_UPI00037E7D3D: hypothetical protein, partial	22.1534
UniRef50_UPI00037E7D3D: hypothetical protein, partial|unclassified	22.1534
UniRef50_UPI000471F9A0: hypothetical protein	22.0089
UniRef50_UPI000471F9A0: hypothetical protein|unclassified	22.0089
UniRef50_G8D1H4: Carbomoylphosphate synthase (Fragment)	22.0071
UniRef50_G8D1H4: Carbomoylphosphate synthase (Fragment)|unclassified	22.0071
UniRef50_UPI00026C6A7C: outer membrane receptor protein	21.9183
UniRef50_UPI00026C6A7C: outer membrane receptor protein|unclassified	21.9183
UniRef50_R6YMA9	21.9052
UniRef50_R6YMA9|unclassified	21.9052
UniRef50_U7K2Q6	21.7854
UniRef50_U7K2Q6|unclassified	21.7854
UniRef50_UPI0003F9DDB2: anthranilate synthase subunit II	21.72
UniRef50_UPI0003F9DDB2: anthranilate synthase subunit II|unclassified	21.72
UniRef50_X1VQ73: Marine sediment metagenome DNA, contig: S12H4_S16546 (Fragment)	21.4908
UniRef50_X1VQ73: Marine sediment metagenome DNA, contig: S12H4_S16546 (Fragment)|unclassified	21.4908
UniRef50_X0X444: Marine sediment metagenome DNA, contig: S01H1_S27178 (Fragment)	21.4669
UniRef50_X0X444: Marine sediment metagenome DNA, contig: S01H1_S27178 (Fragment)|unclassified	21.4669
UniRef50_UPI0003F06DC9: PREDICTED: CAD protein-like, partial	21.2537
UniRef50_UPI0003F06DC9: PREDICTED: CAD protein-like, partial|unclassified	21.2537
UniRef50_B5TVN7: CAD (Fragment)	20.9894
UniRef50_B5TVN7: CAD (Fragment)|unclassified	20.9894
UniRef50_R5ZQT7	20.8727
UniRef50_R5ZQT7|unclassified	20.8727
UniRef50_UPI000473F3EA: anthranilate synthase, partial	20.7958
UniRef50_UPI000473F3EA: anthranilate synthase, partial|unclassified	20.7958
UniRef50_W4V5E2: Carbamoyl-phosphate synthase	20.4586
UniRef50_W4V5E2: Carbamoyl-phosphate synthase|unclassified	20.4586
UniRef50_B7R7M4	20.4582
UniRef50_B7R7M4|unclassified	20.4582
UniRef50_K1ERI0: Outer membrane receptor protein	20.4283
UniRef50_K1ERI0: Outer membrane receptor protein|unclassified	20.4283
UniRef50_X1HFK9: Marine sediment metagenome DNA, contig: S03H2_S04590 (Fragment)	20.3658
UniRef50_X1HFK9: Marine sediment metagenome DNA, contig: S03H2_S04590 (Fragment)|unclassified	20.3658
UniRef50_UPI00035D771A: hypothetical protein	20.3357
UniRef50_UPI00035D771A: hypothetical protein|unclassified	20.3357
UniRef50_UPI0004622400: carbamoyl phosphate synthase small subunit	20.183
UniRef50_UPI0004622400: carbamoyl phosphate synthase small subunit|unclassified	20.183
UniRef50_X1G2J0: Marine sediment metagenome DNA, contig: S03H2_S01632 (Fragment)	20.155
UniRef50_X1G2J0: Marine sediment metagenome DNA, contig: S03H2_S01632 (Fragment)|unclassified	20.155
