# Gene Family	SampleBiotin_biosynthesis_Abundance-RPKs
UniRef50_W4U5A6: Dethiobiotin synthetase	7.0617083058
UniRef50_W4U5A6: Dethiobiotin synthetase|unclassified	7.0617083058
UniRef50_UPI0003657E63: hypothetical protein	7.0492884364
UniRef50_UPI0003657E63: hypothetical protein|unclassified	7.0492884364
UniRef50_UPI00047B2C47: hypothetical protein	7.0193310774
UniRef50_UPI00047B2C47: hypothetical protein|unclassified	7.0193310774
UniRef50_UPI0003C7DFC4: AMP-dependent synthetase	7.0176905003
UniRef50_UPI0003C7DFC4: AMP-dependent synthetase|unclassified	7.0176905003
UniRef50_K9GY05: Biotin synthesis protein BioH	7.0144664984
UniRef50_K9GY05: Biotin synthesis protein BioH|unclassified	7.0144664984
UniRef50_UPI0001E8ED69: amino acid adenylation domain-containing protein, partial	7.0018675422
UniRef50_UPI0001E8ED69: amino acid adenylation domain-containing protein, partial|unclassified	7.0018675422
UniRef50_Q1QYD7: Carboxylesterase BioH (Pimeloyl-CoA synthesis)	7.0002186111
UniRef50_Q1QYD7: Carboxylesterase BioH (Pimeloyl-CoA synthesis)|unclassified	7.0002186111
UniRef50_UPI00030839FA: hypothetical protein	6.9930069930
UniRef50_UPI00030839FA: hypothetical protein|unclassified	6.9930069930
UniRef50_X5JN26: Similar to Transposase	6.9930069930
UniRef50_X5JN26: Similar to Transposase|unclassified	6.9930069930
UniRef50_UPI0001C37F48: amino acid adenylation domain-containing protein	6.9815277162
UniRef50_UPI0001C37F48: amino acid adenylation domain-containing protein|unclassified	6.9815277162
UniRef50_UPI00036E7BE3: hypothetical protein	6.9784930791
UniRef50_UPI00036E7BE3: hypothetical protein|unclassified	6.9784930791
UniRef50_UPI000361C847: hypothetical protein	6.9782041427
UniRef50_UPI000361C847: hypothetical protein|unclassified	6.9782041427
UniRef50_UPI00037850E9: hypothetical protein	6.9688359737
UniRef50_UPI00037850E9: hypothetical protein|unclassified	6.9688359737
UniRef50_UPI000421B816: oxidoreductase	6.9619485986
UniRef50_UPI000421B816: oxidoreductase|unclassified	6.9619485986
UniRef50_Q4BXR5	6.9581476344
UniRef50_Q4BXR5|unclassified	6.9581476344
UniRef50_UPI0003B791D2: long-chain fatty acid--CoA ligase	6.9547935333
UniRef50_UPI0003B791D2: long-chain fatty acid--CoA ligase|unclassified	6.9547935333
UniRef50_UPI00037F72EC: hypothetical protein	6.9508460965
UniRef50_UPI00037F72EC: hypothetical protein|unclassified	6.9508460965
UniRef50_UPI0002F140ED: hypothetical protein	6.9499952456
UniRef50_UPI0002F140ED: hypothetical protein|unclassified	6.9499952456
UniRef50_UPI0002491D2E: biotin biosynthesis protein BioC	6.9449486494
UniRef50_UPI0002491D2E: biotin biosynthesis protein BioC|unclassified	6.9449486494
UniRef50_B9TE03	6.9361367603
UniRef50_B9TE03|unclassified	6.9361367603
UniRef50_Z5X6U0	6.9329296133
UniRef50_Z5X6U0|unclassified	6.9329296133
UniRef50_UPI00037D90E9: hypothetical protein	6.9300376084
UniRef50_UPI00037D90E9: hypothetical protein|unclassified	6.9300376084
UniRef50_S3NND1	6.9251224380
UniRef50_S3NND1|unclassified	6.9251224380
UniRef50_UPI0003B396D8: AMP-dependent synthetase	6.9231581944
UniRef50_UPI0003B396D8: AMP-dependent synthetase|unclassified	6.9231581944
UniRef50_UPI000475C11C: hypothetical protein	6.9070780133
UniRef50_UPI000475C11C: hypothetical protein|unclassified	6.9070780133
UniRef50_UPI0003781BE5: hypothetical protein	6.8965517241
UniRef50_UPI0003781BE5: hypothetical protein|unclassified	6.8965517241
UniRef50_UPI000376B2F3: hypothetical protein	6.8932477837
UniRef50_UPI000376B2F3: hypothetical protein|unclassified	6.8932477837
UniRef50_UPI00037D8BC4: hypothetical protein, partial	6.8798407992
UniRef50_UPI00037D8BC4: hypothetical protein, partial|unclassified	6.8798407992
UniRef50_D9W5T8: Predicted protein	6.8768314585
UniRef50_D9W5T8: Predicted protein|unclassified	6.8768314585
UniRef50_B7QQB3	6.8757928709
UniRef50_B7QQB3|unclassified	6.8757928709
UniRef50_UPI000237B63C: acyl-CoA synthase	6.8555231329
UniRef50_UPI000237B63C: acyl-CoA synthase|unclassified	6.8555231329
UniRef50_UPI00046F128A: hypothetical protein	6.8493150685
UniRef50_UPI00046F128A: hypothetical protein|unclassified	6.8493150685
UniRef50_R5I6A7	6.8349684336
UniRef50_R5I6A7|unclassified	6.8349684336
UniRef50_V9DSB2	6.8185439272
UniRef50_V9DSB2|unclassified	6.8185439272
UniRef50_UPI00036FE499: hypothetical protein	6.8183249621
UniRef50_UPI00036FE499: hypothetical protein|unclassified	6.8183249621
UniRef50_UPI00047D6C36: 8-amino-7-oxononanoate synthase	6.8020382183
UniRef50_UPI00047D6C36: 8-amino-7-oxononanoate synthase|unclassified	6.8020382183
UniRef50_UPI000299DBCD: acyl-CoA synthetase, partial	6.7924426684
UniRef50_UPI000299DBCD: acyl-CoA synthetase, partial|unclassified	6.7924426684
UniRef50_UPI00036DE1C8: hypothetical protein	6.7923004011
UniRef50_UPI00036DE1C8: hypothetical protein|unclassified	6.7923004011
UniRef50_T0DFM2	6.7916609012
UniRef50_T0DFM2|unclassified	6.7916609012
UniRef50_UPI00047EF3CF: hypothetical protein	6.7890919664
UniRef50_UPI00047EF3CF: hypothetical protein|unclassified	6.7890919664
UniRef50_UPI0003743F2E: hypothetical protein	6.7735350690
UniRef50_UPI0003743F2E: hypothetical protein|unclassified	6.7735350690
UniRef50_UPI000311BF3E: hypothetical protein	6.7639122996
UniRef50_UPI000311BF3E: hypothetical protein|unclassified	6.7639122996
UniRef50_G7U6L2: Surfactin synthetase subunit 1	6.7576450955
UniRef50_G7U6L2: Surfactin synthetase subunit 1|unclassified	6.7576450955
UniRef50_A0A011QQP5	6.7567567568
UniRef50_A0A011QQP5|unclassified	6.7567567568
UniRef50_UPI000466AEDD: hypothetical protein	6.7343309932
UniRef50_UPI000466AEDD: hypothetical protein|unclassified	6.7343309932
UniRef50_G2GPZ3: LAL subfamily transcriptional regulator (Fragment)	6.7114093960
UniRef50_G2GPZ3: LAL subfamily transcriptional regulator (Fragment)|unclassified	6.7114093960
UniRef50_UPI00035C8B86: hypothetical protein	6.6905141853
UniRef50_UPI00035C8B86: hypothetical protein|unclassified	6.6905141853
UniRef50_UPI00036C5A7C: hypothetical protein	6.6701380908
UniRef50_UPI00036C5A7C: hypothetical protein|unclassified	6.6701380908
UniRef50_UPI0001BF5AD3: hypothetical protein SMAC_10644	6.6472644691
UniRef50_UPI0001BF5AD3: hypothetical protein SMAC_10644|unclassified	6.6472644691
UniRef50_UPI00045438AE: PREDICTED: very long-chain acyl-CoA synthetase	6.6424125612
UniRef50_UPI00045438AE: PREDICTED: very long-chain acyl-CoA synthetase|unclassified	6.6424125612
UniRef50_UPI0003B4612F: hypothetical protein	6.6149291902
UniRef50_UPI0003B4612F: hypothetical protein|unclassified	6.6149291902
UniRef50_UPI000365624E: hypothetical protein	6.6140288711
UniRef50_UPI000365624E: hypothetical protein|unclassified	6.6140288711
UniRef50_K1YGK4	6.5986805889
UniRef50_K1YGK4|unclassified	6.5986805889
UniRef50_UPI000376B2B5: hypothetical protein	6.5904266268
UniRef50_UPI000376B2B5: hypothetical protein|unclassified	6.5904266268
UniRef50_UPI000289FA2B: AMP-dependent synthetase and ligase	6.5888587890
UniRef50_UPI000289FA2B: AMP-dependent synthetase and ligase|unclassified	6.5888587890
UniRef50_V7NHB5	6.5860232335
UniRef50_V7NHB5|unclassified	6.5860232335
UniRef50_UPI000365DB9B: hypothetical protein	6.5765522897
UniRef50_UPI000365DB9B: hypothetical protein|unclassified	6.5765522897
UniRef50_UPI0003492F88: SAM-dependent methyltransferase	6.5718514844
UniRef50_UPI0003492F88: SAM-dependent methyltransferase|unclassified	6.5718514844
UniRef50_UPI000363BBFF: hypothetical protein	6.5422524111
UniRef50_UPI000363BBFF: hypothetical protein|unclassified	6.5422524111
UniRef50_UPI00046C3ABC: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like	6.5242817575
UniRef50_UPI00046C3ABC: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like|unclassified	6.5242817575
UniRef50_UPI00031DA82D: hypothetical protein	6.5192628418
UniRef50_UPI00031DA82D: hypothetical protein|unclassified	6.5192628418
UniRef50_UPI00037E56EF: hypothetical protein	6.5106007873
UniRef50_UPI00037E56EF: hypothetical protein|unclassified	6.5106007873
UniRef50_UPI0003F13616: PREDICTED: very long-chain acyl-CoA synthetase isoform X2	6.4985754526
UniRef50_UPI0003F13616: PREDICTED: very long-chain acyl-CoA synthetase isoform X2|unclassified	6.4985754526
UniRef50_UPI00016A4790: Methyltransferase type 11, partial	6.4935064935
UniRef50_UPI00016A4790: Methyltransferase type 11, partial|unclassified	6.4935064935
UniRef50_A0A010RTB8	6.4843618631
UniRef50_A0A010RTB8|unclassified	6.4843618631
UniRef50_UPI0003702D1C: hypothetical protein	6.4620385216
UniRef50_UPI0003702D1C: hypothetical protein|unclassified	6.4620385216
UniRef50_UPI00046D2175: AMP-dependent synthetase	6.4542886592
UniRef50_UPI00046D2175: AMP-dependent synthetase|unclassified	6.4542886592
UniRef50_A6EW77	6.4371706010
UniRef50_A6EW77|unclassified	6.4371706010
UniRef50_UPI000472E071: hypothetical protein	6.4289126797
UniRef50_UPI000472E071: hypothetical protein|unclassified	6.4289126797
UniRef50_UPI000479F53F: hypothetical protein	6.4268853428
UniRef50_UPI000479F53F: hypothetical protein|unclassified	6.4268853428
UniRef50_UPI00046ED761: hypothetical protein	6.4244696156
UniRef50_UPI00046ED761: hypothetical protein|unclassified	6.4244696156
UniRef50_UPI00047B4640: hypothetical protein	6.4133031017
UniRef50_UPI00047B4640: hypothetical protein|unclassified	6.4133031017
UniRef50_UPI000381B175: hypothetical protein	6.4120479401
UniRef50_UPI000381B175: hypothetical protein|unclassified	6.4120479401
UniRef50_Q9SS01: Benzoate--CoA ligase, peroxisomal	6.4113824122
UniRef50_Q9SS01: Benzoate--CoA ligase, peroxisomal|unclassified	6.4113824122
UniRef50_A0YB52	6.3803911612
UniRef50_A0YB52|unclassified	6.3803911612
UniRef50_M2V1G5: Condensation domain protein (Fragment)	6.3746637568
UniRef50_M2V1G5: Condensation domain protein (Fragment)|unclassified	6.3746637568
UniRef50_A0A040P954	6.3659723538
UniRef50_A0A040P954|unclassified	6.3659723538
UniRef50_UPI000382BCA7: hypothetical protein	6.3632852929
UniRef50_UPI000382BCA7: hypothetical protein|unclassified	6.3632852929
UniRef50_UPI00046A764B: hypothetical protein	6.3259962565
UniRef50_UPI00046A764B: hypothetical protein|unclassified	6.3259962565
UniRef50_UPI000470362C: hypothetical protein	6.3031316936
UniRef50_UPI000470362C: hypothetical protein|unclassified	6.3031316936
UniRef50_F4MM09	6.2893081761
UniRef50_F4MM09|unclassified	6.2893081761
UniRef50_I2NBJ2	6.2893081761
UniRef50_I2NBJ2|unclassified	6.2893081761
UniRef50_D7EUT9: Pol1	6.2862684561
UniRef50_D7EUT9: Pol1|unclassified	6.2862684561
UniRef50_UPI0003B34D4C: short-chain dehydrogenase	6.2806886080
UniRef50_UPI0003B34D4C: short-chain dehydrogenase|unclassified	6.2806886080
UniRef50_UPI0002D88DDC: hypothetical protein	6.2713437870
UniRef50_UPI0002D88DDC: hypothetical protein|unclassified	6.2713437870
UniRef50_UPI0003777198: hypothetical protein	6.2506044656
UniRef50_UPI0003777198: hypothetical protein|unclassified	6.2506044656
UniRef50_UPI000370B558: hypothetical protein	6.2401829906
UniRef50_UPI000370B558: hypothetical protein|unclassified	6.2401829906
UniRef50_C0Z788: Pimeloyl-CoA synthesis protein	6.2378198160
UniRef50_C0Z788: Pimeloyl-CoA synthesis protein|unclassified	6.2378198160
UniRef50_X8DCQ1: Thioester reductase domain protein	6.2284367819
UniRef50_X8DCQ1: Thioester reductase domain protein|unclassified	6.2284367819
UniRef50_UPI0003008934: hypothetical protein	6.2253798362
UniRef50_UPI0003008934: hypothetical protein|unclassified	6.2253798362
UniRef50_UPI00047742C5: hypothetical protein	6.2232305451
UniRef50_UPI00047742C5: hypothetical protein|unclassified	6.2232305451
UniRef50_UPI000474CF99: hypothetical protein	6.2209752322
UniRef50_UPI000474CF99: hypothetical protein|unclassified	6.2209752322
UniRef50_UPI0004676B28: hypothetical protein	6.2192438379
UniRef50_UPI0004676B28: hypothetical protein|unclassified	6.2192438379
UniRef50_S7KNM8	6.2111801242
UniRef50_S7KNM8|unclassified	6.2111801242
UniRef50_UPI0004695C67: cobalt ABC transporter	6.2089387629
UniRef50_UPI0004695C67: cobalt ABC transporter|unclassified	6.2089387629
UniRef50_UPI00046F9D19: hypothetical protein	6.1963394525
UniRef50_UPI00046F9D19: hypothetical protein|unclassified	6.1963394525
UniRef50_UPI000360B885: hypothetical protein	6.1921878744
UniRef50_UPI000360B885: hypothetical protein|unclassified	6.1921878744
UniRef50_UPI0004541C3E: PREDICTED: acyl-coenzyme A synthetase ACSM3, mitochondrial-like, partial	6.1810476929
UniRef50_UPI0004541C3E: PREDICTED: acyl-coenzyme A synthetase ACSM3, mitochondrial-like, partial|unclassified	6.1810476929
UniRef50_X8FGJ8: Solute carrier family 27 member 2	6.1742089666
UniRef50_X8FGJ8: Solute carrier family 27 member 2|unclassified	6.1742089666
UniRef50_R5NDM0	6.1734887738
UniRef50_R5NDM0|unclassified	6.1734887738
UniRef50_A6NYY7	6.1464159188
UniRef50_A6NYY7|unclassified	6.1464159188
UniRef50_A9A5K8: ATP-dependent dethiobiotin synthetase BioD	6.1246041165
UniRef50_A9A5K8: ATP-dependent dethiobiotin synthetase BioD|unclassified	6.1246041165
UniRef50_UPI00035E9C5C: hypothetical protein	6.1213107826
UniRef50_UPI00035E9C5C: hypothetical protein|unclassified	6.1213107826
UniRef50_UPI0001CC386F: coronafacic acid synthetase, ligase component, partial	6.1148150473
UniRef50_UPI0001CC386F: coronafacic acid synthetase, ligase component, partial|unclassified	6.1148150473
UniRef50_F2ZUV6: Non-ribosomal peptide synthetase (Fragment)	6.0876548736
UniRef50_F2ZUV6: Non-ribosomal peptide synthetase (Fragment)|unclassified	6.0876548736
UniRef50_J9FP42: Dithiobiotin synthetase	6.0865648007
UniRef50_J9FP42: Dithiobiotin synthetase|unclassified	6.0865648007
UniRef50_A0K0U3	6.0812294973
UniRef50_A0K0U3|unclassified	6.0812294973
UniRef50_UPI00026C792F: beta-ketoacyl synthase	6.0760297815
UniRef50_UPI00026C792F: beta-ketoacyl synthase|unclassified	6.0760297815
UniRef50_UPI000472389F: hypothetical protein	6.0703531486
UniRef50_UPI000472389F: hypothetical protein|unclassified	6.0703531486
UniRef50_L8UF90	6.0606060606
UniRef50_L8UF90|unclassified	6.0606060606
UniRef50_UPI0004730868: hypothetical protein	6.0559184611
UniRef50_UPI0004730868: hypothetical protein|unclassified	6.0559184611
UniRef50_UPI00034CC466: hypothetical protein	6.0555340167
UniRef50_UPI00034CC466: hypothetical protein|unclassified	6.0555340167
UniRef50_UPI00047612D3: MULTISPECIES: biotin--acetyl-CoA-carboxylase ligase	6.0396219779
UniRef50_UPI00047612D3: MULTISPECIES: biotin--acetyl-CoA-carboxylase ligase|unclassified	6.0396219779
UniRef50_H1QFW8	6.0345129511
UniRef50_H1QFW8|unclassified	6.0345129511
UniRef50_UPI00016A4AB6: AMP-binding domain protein	6.0313826054
UniRef50_UPI00016A4AB6: AMP-binding domain protein|unclassified	6.0313826054
UniRef50_UPI000380F4AB: hypothetical protein	6.0271072757
UniRef50_UPI000380F4AB: hypothetical protein|unclassified	6.0271072757
UniRef50_UPI0004662055: hypothetical protein	6.0241749397
UniRef50_UPI0004662055: hypothetical protein|unclassified	6.0241749397
UniRef50_UPI0003B4081B: biotin biosynthesis protein BioY	6.0116099369
UniRef50_UPI0003B4081B: biotin biosynthesis protein BioY|unclassified	6.0116099369
UniRef50_UPI00039A68F7: hypothetical protein	6.0026796606
UniRef50_UPI00039A68F7: hypothetical protein|unclassified	6.0026796606
UniRef50_G8X801	5.9973171678
UniRef50_G8X801|unclassified	5.9973171678
UniRef50_UPI0003773E1E: hypothetical protein	5.9970149791
UniRef50_UPI0003773E1E: hypothetical protein|unclassified	5.9970149791
UniRef50_UPI0003C3748B: PREDICTED: probable 4-coumarate--CoA ligase 1-like, partial	5.9934769562
UniRef50_UPI0003C3748B: PREDICTED: probable 4-coumarate--CoA ligase 1-like, partial|unclassified	5.9934769562
UniRef50_UPI000470CBC4: acetyl-CoA acetyltransferase	5.9445703097
UniRef50_UPI000470CBC4: acetyl-CoA acetyltransferase|unclassified	5.9445703097
UniRef50_UPI0003C11209: PREDICTED: gamma aminobutyrate transaminase 3, chloroplastic-like	5.9209322409
UniRef50_UPI0003C11209: PREDICTED: gamma aminobutyrate transaminase 3, chloroplastic-like|unclassified	5.9209322409
UniRef50_D5QFX5	5.9108099771
UniRef50_D5QFX5|unclassified	5.9108099771
UniRef50_UPI00046583CB: hypothetical protein	5.9088177798
UniRef50_UPI00046583CB: hypothetical protein|unclassified	5.9088177798
UniRef50_Q4C9M2	5.8921806798
UniRef50_Q4C9M2|unclassified	5.8921806798
UniRef50_T1AR93: Biotin synthesis protein	5.8747710809
UniRef50_T1AR93: Biotin synthesis protein|unclassified	5.8747710809
UniRef50_UPI0004662DB4: hypothetical protein	5.8666553104
UniRef50_UPI0004662DB4: hypothetical protein|unclassified	5.8666553104
UniRef50_M1ZS78: Putative non-ribosomal peptide synthase (Fragment)	5.8643662128
UniRef50_M1ZS78: Putative non-ribosomal peptide synthase (Fragment)|unclassified	5.8643662128
UniRef50_UPI0001E28275: coronafacic acid synthetase, ligase component, partial	5.8597901812
UniRef50_UPI0001E28275: coronafacic acid synthetase, ligase component, partial|unclassified	5.8597901812
UniRef50_Q55GB9	5.8250583301
UniRef50_Q55GB9|unclassified	5.8250583301
UniRef50_UPI00037CBC18: hypothetical protein	5.8193326713
UniRef50_UPI00037CBC18: hypothetical protein|unclassified	5.8193326713
UniRef50_UPI000378B136: hypothetical protein	5.8139534884
UniRef50_UPI000378B136: hypothetical protein|unclassified	5.8139534884
UniRef50_UPI00035D5F8C: hypothetical protein	5.8049232403
UniRef50_UPI00035D5F8C: hypothetical protein|unclassified	5.8049232403
UniRef50_F3L2W7: Long-chain acyl-CoA synthetase	5.7973929008
UniRef50_F3L2W7: Long-chain acyl-CoA synthetase|unclassified	5.7973929008
UniRef50_V6ZN14: Male sterility family protein	5.7890798207
UniRef50_V6ZN14: Male sterility family protein|unclassified	5.7890798207
UniRef50_Q08Y41	5.7565194639
UniRef50_Q08Y41|unclassified	5.7565194639
UniRef50_UPI0003F0DB09: PREDICTED: long-chain fatty acid transport protein 1-like	5.7496240998
UniRef50_UPI0003F0DB09: PREDICTED: long-chain fatty acid transport protein 1-like|unclassified	5.7496240998
UniRef50_UPI000474972D: hypothetical protein, partial	5.7471264368
UniRef50_UPI000474972D: hypothetical protein, partial|unclassified	5.7471264368
UniRef50_W0JUL0	5.7471264368
UniRef50_W0JUL0|unclassified	5.7471264368
UniRef50_UPI000382B80D: hypothetical protein	5.7392150901
UniRef50_UPI000382B80D: hypothetical protein|unclassified	5.7392150901
UniRef50_UPI00046F53F1: hypothetical protein, partial	5.7041395429
UniRef50_UPI00046F53F1: hypothetical protein, partial|unclassified	5.7041395429
UniRef50_UPI0003C74E1A: 2,3-dihydroxybenzoate--AMP ligase	5.6722398276
UniRef50_UPI0003C74E1A: 2,3-dihydroxybenzoate--AMP ligase|unclassified	5.6722398276
UniRef50_X7YQZ3	5.6497175141
UniRef50_X7YQZ3|unclassified	5.6497175141
UniRef50_UPI00046F8F2D: hypothetical protein	5.6414376292
UniRef50_UPI00046F8F2D: hypothetical protein|unclassified	5.6414376292
UniRef50_Q6G4Q8: Putative ABC transporter ATP-binding protein BH02760	5.6366074037
UniRef50_Q6G4Q8: Putative ABC transporter ATP-binding protein BH02760|unclassified	5.6366074037
UniRef50_X8FCU9: Male sterility family protein	5.6324027896
UniRef50_X8FCU9: Male sterility family protein|unclassified	5.6324027896
UniRef50_UPI000412EDF6: hypothetical protein	5.6314133405
UniRef50_UPI000412EDF6: hypothetical protein|unclassified	5.6314133405
UniRef50_UPI0002657AEA: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like	5.6311790489
UniRef50_UPI0002657AEA: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like|unclassified	5.6311790489
UniRef50_UPI00042505E4: cobalt ABC transporter ATP-binding protein	5.6277314689
UniRef50_UPI00042505E4: cobalt ABC transporter ATP-binding protein|unclassified	5.6277314689
UniRef50_UPI0004643AF4: hypothetical protein	5.6267470384
UniRef50_UPI0004643AF4: hypothetical protein|unclassified	5.6267470384
UniRef50_I6Y643: Tyrocidine synthase 3	5.5913425001
UniRef50_I6Y643: Tyrocidine synthase 3|unclassified	5.5913425001
UniRef50_UPI00037808E1: hypothetical protein	5.5859416454
UniRef50_UPI00037808E1: hypothetical protein|unclassified	5.5859416454
UniRef50_UPI00047732AC: hypothetical protein, partial	5.5826934028
UniRef50_UPI00047732AC: hypothetical protein, partial|unclassified	5.5826934028
UniRef50_UPI00037059AC: hypothetical protein	5.5575141742
UniRef50_UPI00037059AC: hypothetical protein|unclassified	5.5575141742
UniRef50_UPI00035C6F3D: hypothetical protein, partial	5.5557934765
UniRef50_UPI00035C6F3D: hypothetical protein, partial|unclassified	5.5557934765
UniRef50_U0ELX3	5.5549752204
UniRef50_U0ELX3|unclassified	5.5549752204
UniRef50_W9GPX2	5.5436117936
UniRef50_W9GPX2|unclassified	5.5436117936
UniRef50_UPI00037B4C82: hypothetical protein, partial	5.5388359258
UniRef50_UPI00037B4C82: hypothetical protein, partial|unclassified	5.5388359258
UniRef50_I4EPB4: Putative plipastatin synthase (Fragment)	5.5385159815
UniRef50_I4EPB4: Putative plipastatin synthase (Fragment)|unclassified	5.5385159815
UniRef50_F3FJ98: Amino acid adenylation (Fragment)	5.5288344052
UniRef50_F3FJ98: Amino acid adenylation (Fragment)|unclassified	5.5288344052
UniRef50_UPI0003B37A1E: biotin/acetyl-CoA-carboxylase ligase	5.5197990027
UniRef50_UPI0003B37A1E: biotin/acetyl-CoA-carboxylase ligase|unclassified	5.5197990027
UniRef50_H0HRW0	5.5005692509
UniRef50_H0HRW0|unclassified	5.5005692509
UniRef50_UPI000237A269: AMP-dependent synthetase and ligase	5.4913498261
UniRef50_UPI000237A269: AMP-dependent synthetase and ligase|unclassified	5.4913498261
UniRef50_Q4C3W1	5.4644808743
UniRef50_Q4C3W1|unclassified	5.4644808743
UniRef50_L0GH80	5.4615021311
UniRef50_L0GH80|unclassified	5.4615021311
UniRef50_J9FXI8: Protein containing DUF452	5.4576224884
UniRef50_J9FXI8: Protein containing DUF452|unclassified	5.4576224884
UniRef50_UPI00021A56F7: PREDICTED: long-chain fatty acid transport protein 4-like, partial	5.4527683107
UniRef50_UPI00021A56F7: PREDICTED: long-chain fatty acid transport protein 4-like, partial|unclassified	5.4527683107
UniRef50_UPI000473E7CF: AMP-dependent synthetase	5.4525091977
UniRef50_UPI000473E7CF: AMP-dependent synthetase|unclassified	5.4525091977
UniRef50_R7P862	5.4475062042
UniRef50_R7P862|unclassified	5.4475062042
UniRef50_X8E2U9: AMP-binding enzyme family protein	5.4450036681
UniRef50_X8E2U9: AMP-binding enzyme family protein|unclassified	5.4450036681
UniRef50_UPI000380FF3F: hypothetical protein	5.4349808651
UniRef50_UPI000380FF3F: hypothetical protein|unclassified	5.4349808651
UniRef50_UPI000255CE6F: acetyl-CoA acetyltransferase, partial	5.4274744096
UniRef50_UPI000255CE6F: acetyl-CoA acetyltransferase, partial|unclassified	5.4274744096
UniRef50_UPI0003666AC0: cobalt transporter	5.4162272526
UniRef50_UPI0003666AC0: cobalt transporter|unclassified	5.4162272526
UniRef50_Q08SK1	5.4116588826
UniRef50_Q08SK1|unclassified	5.4116588826
UniRef50_UPI00035D70FB: hypothetical protein	5.4070676624
UniRef50_UPI00035D70FB: hypothetical protein|unclassified	5.4070676624
UniRef50_UPI00036D038A: hypothetical protein	5.4034464765
UniRef50_UPI00036D038A: hypothetical protein|unclassified	5.4034464765
UniRef50_UPI0003721E40: hypothetical protein	5.3987499400
UniRef50_UPI0003721E40: hypothetical protein|unclassified	5.3987499400
UniRef50_L1P304	5.3969137944
UniRef50_L1P304|unclassified	5.3969137944
UniRef50_Q6P1M0: Long-chain fatty acid transport protein 4	5.3877226426
UniRef50_Q6P1M0: Long-chain fatty acid transport protein 4|unclassified	5.3877226426
UniRef50_UPI000345D60A: hypothetical protein	5.3832872295
UniRef50_UPI000345D60A: hypothetical protein|unclassified	5.3832872295
UniRef50_UPI0001C373FE: putative long-chain-fatty-acid CoA ligase	5.3644934528
UniRef50_UPI0001C373FE: putative long-chain-fatty-acid CoA ligase|unclassified	5.3644934528
UniRef50_UPI00038009A2: hypothetical protein	5.3618862754
UniRef50_UPI00038009A2: hypothetical protein|unclassified	5.3618862754
UniRef50_N6ZBG8: BioH protein	5.3543859112
UniRef50_N6ZBG8: BioH protein|unclassified	5.3543859112
UniRef50_UPI000363E985: hypothetical protein	5.3532759060
UniRef50_UPI000363E985: hypothetical protein|unclassified	5.3532759060
UniRef50_UPI00035DB53E: hypothetical protein	5.3450759958
UniRef50_UPI00035DB53E: hypothetical protein|unclassified	5.3450759958
UniRef50_C1B544	5.3433130698
UniRef50_C1B544|unclassified	5.3433130698
UniRef50_D4KFA9	5.3415219467
UniRef50_D4KFA9|unclassified	5.3415219467
UniRef50_B9TQH0	5.3129393654
UniRef50_B9TQH0|unclassified	5.3129393654
UniRef50_UPI0003B370DB: AMP-dependent synthetase	5.3105974717
UniRef50_UPI0003B370DB: AMP-dependent synthetase|unclassified	5.3105974717
UniRef50_M3HMI6: AAA domain protein	5.3090543917
UniRef50_M3HMI6: AAA domain protein|unclassified	5.3090543917
UniRef50_UPI0002489C7E: long-chain-fatty-acid--[acyl-carrier-protein] ligase, partial	5.3056545068
UniRef50_UPI0002489C7E: long-chain-fatty-acid--[acyl-carrier-protein] ligase, partial|unclassified	5.3056545068
UniRef50_UPI00016C50C6: acylglycerophosphoethanolamine acyltransferase	5.3047740983
UniRef50_UPI00016C50C6: acylglycerophosphoethanolamine acyltransferase|unclassified	5.3047740983
UniRef50_UPI0003810367: hypothetical protein	5.2875001068
UniRef50_UPI0003810367: hypothetical protein|unclassified	5.2875001068
UniRef50_UPI000344AD68: hypothetical protein	5.2731356008
UniRef50_UPI000344AD68: hypothetical protein|unclassified	5.2731356008
UniRef50_Q8RHL0: Energy-coupling factor transporter ATP-binding protein EcfA1	5.2671647193
UniRef50_Q8RHL0: Energy-coupling factor transporter ATP-binding protein EcfA1|unclassified	5.2671647193
UniRef50_UPI00028A36C0: amino acid adenylation, partial	5.2631578947
UniRef50_UPI00028A36C0: amino acid adenylation, partial|unclassified	5.2631578947
UniRef50_UPI0003299D9D: PREDICTED: very long-chain acyl-CoA synthetase-like, partial	5.2405203450
UniRef50_UPI0003299D9D: PREDICTED: very long-chain acyl-CoA synthetase-like, partial|unclassified	5.2405203450
UniRef50_UPI000375F801: hypothetical protein	5.2301083216
UniRef50_UPI000375F801: hypothetical protein|unclassified	5.2301083216
UniRef50_V7FGZ7	5.2222525225
UniRef50_V7FGZ7|unclassified	5.2222525225
UniRef50_UPI0003633A97: hypothetical protein, partial	5.2068429647
UniRef50_UPI0003633A97: hypothetical protein, partial|unclassified	5.2068429647
UniRef50_UPI000375F1BA: hypothetical protein	5.1944099058
UniRef50_UPI000375F1BA: hypothetical protein|unclassified	5.1944099058
UniRef50_UPI000346DA4C: hypothetical protein	5.1938043111
UniRef50_UPI000346DA4C: hypothetical protein|unclassified	5.1938043111
