# Gene Family	SampleBiotin_biosynthesis_Abundance-CPM
UniRef50_UPI0001FFF2C5: TetR family transcriptional regulator, partial|unclassified	18.7073
UniRef50_UPI00037D809B: hypothetical protein, partial	18.6921
UniRef50_UPI00037D809B: hypothetical protein, partial|unclassified	18.6921
UniRef50_UPI0003EF937A: hypothetical protein	18.6826
UniRef50_UPI0003EF937A: hypothetical protein|unclassified	18.6826
UniRef50_UPI0003C7F1B9: AMP-dependent synthetase	18.6507
UniRef50_UPI0003C7F1B9: AMP-dependent synthetase|unclassified	18.6507
UniRef50_UPI0004725783: hypothetical protein	18.6306
UniRef50_UPI0004725783: hypothetical protein|unclassified	18.6306
UniRef50_UPI0002627556: hypothetical protein	18.6153
UniRef50_UPI0002627556: hypothetical protein|unclassified	18.6153
UniRef50_UPI000477DA1A: hypothetical protein	18.5829
UniRef50_UPI000477DA1A: hypothetical protein|unclassified	18.5829
UniRef50_R7WKP3	18.5333
UniRef50_R7WKP3|unclassified	18.5333
UniRef50_K5Z060: Dethiobiotin synthase (Fragment)	18.4886
UniRef50_K5Z060: Dethiobiotin synthase (Fragment)|unclassified	18.4886
UniRef50_W7WXR1	18.4671
UniRef50_W7WXR1|unclassified	18.4671
UniRef50_UPI0003957C18: acyl-CoA synthetase	18.4015
UniRef50_UPI0003957C18: acyl-CoA synthetase|unclassified	18.4015
UniRef50_Q3SL01	18.3763
UniRef50_Q3SL01|unclassified	18.3763
UniRef50_A8TRR9	18.3639
UniRef50_A8TRR9|unclassified	18.3639
UniRef50_UPI000219784F: biotin--[acetyl-CoA-carboxylase] ligase and biotin operon repressor	18.3613
UniRef50_UPI000219784F: biotin--[acetyl-CoA-carboxylase] ligase and biotin operon repressor|unclassified	18.3613
UniRef50_UPI00045E88FF: hypothetical protein	18.2842
UniRef50_UPI00045E88FF: hypothetical protein|unclassified	18.2842
UniRef50_UPI00041873E5: methyltransferase	18.2748
UniRef50_UPI00041873E5: methyltransferase|unclassified	18.2748
UniRef50_UPI0003A998F6: hypothetical protein	18.1948
UniRef50_UPI0003A998F6: hypothetical protein|unclassified	18.1948
UniRef50_UPI000299E0AA: acyl-CoA synthetase, partial	18.184
UniRef50_UPI000299E0AA: acyl-CoA synthetase, partial|unclassified	18.184
UniRef50_UPI00047D01FF: hypothetical protein	18.1711
UniRef50_UPI00047D01FF: hypothetical protein|unclassified	18.1711
UniRef50_UPI00047B0155: hypothetical protein	18.1255
UniRef50_UPI00047B0155: hypothetical protein|unclassified	18.1255
UniRef50_A5LMD9: AMP-binding enzyme, putative	18.1121
UniRef50_A5LMD9: AMP-binding enzyme, putative|unclassified	18.1121
UniRef50_G9FC92	18.1121
UniRef50_G9FC92|unclassified	18.1121
UniRef50_J6CSZ0: FadD (Fragment)	18.0802
UniRef50_J6CSZ0: FadD (Fragment)|unclassified	18.0802
UniRef50_UPI0002E52B4B: hypothetical protein	18.0725
UniRef50_UPI0002E52B4B: hypothetical protein|unclassified	18.0725
UniRef50_UPI00026CA790: long-chain-fatty-acid--[acyl-carrier-protein] ligase	18.0683
UniRef50_UPI00026CA790: long-chain-fatty-acid--[acyl-carrier-protein] ligase|unclassified	18.0683
UniRef50_I6ZGV6: Linear gramicidin synthase subunit C	18.0408
UniRef50_I6ZGV6: Linear gramicidin synthase subunit C|unclassified	18.0408
UniRef50_UPI0002192826: biotin permease BioY	17.9937
UniRef50_UPI0002192826: biotin permease BioY|unclassified	17.9937
UniRef50_UPI00046507AB: long-chain fatty acid--CoA ligase	17.9628
UniRef50_UPI00046507AB: long-chain fatty acid--CoA ligase|unclassified	17.9628
UniRef50_L7VDW4	17.931
UniRef50_L7VDW4|unclassified	17.931
UniRef50_UPI0003650998: hypothetical protein	17.9009
UniRef50_UPI0003650998: hypothetical protein|unclassified	17.9009
UniRef50_UPI000476F957: hypothetical protein	17.8533
UniRef50_UPI000476F957: hypothetical protein|unclassified	17.8533
UniRef50_UPI0004708652: hypothetical protein	17.8489
UniRef50_UPI0004708652: hypothetical protein|unclassified	17.8489
UniRef50_UPI000465D55A: hypothetical protein	17.818
UniRef50_UPI000465D55A: hypothetical protein|unclassified	17.818
UniRef50_UPI00016A4968: hypothetical protein, partial	17.7436
UniRef50_UPI00016A4968: hypothetical protein, partial|unclassified	17.7436
UniRef50_N8VGJ7	17.6209
UniRef50_N8VGJ7|unclassified	17.6209
UniRef50_B8H233	17.5904
UniRef50_B8H233|unclassified	17.5904
UniRef50_UPI000289D44B: AMP-dependent synthetase/ligase	17.5286
UniRef50_UPI000289D44B: AMP-dependent synthetase/ligase|unclassified	17.5286
UniRef50_F3JRS2: Amino acid adenylation (Fragment)	17.4437
UniRef50_F3JRS2: Amino acid adenylation (Fragment)|unclassified	17.4437
UniRef50_UPI0003735E52: hypothetical protein, partial	17.4339
UniRef50_UPI0003735E52: hypothetical protein, partial|unclassified	17.4339
UniRef50_R7DJ43	17.398
UniRef50_R7DJ43|unclassified	17.398
UniRef50_UPI0003B74E90: biotin-(acetyl-CoA carboxylase) ligase	17.3712
UniRef50_UPI0003B74E90: biotin-(acetyl-CoA carboxylase) ligase|unclassified	17.3712
UniRef50_UPI00047BCE1F: Triostin synthetase I	17.3325
UniRef50_UPI00047BCE1F: Triostin synthetase I|unclassified	17.3325
UniRef50_UPI0003710F0D: hypothetical protein	17.3284
UniRef50_UPI0003710F0D: hypothetical protein|unclassified	17.3284
UniRef50_I2MT99: Non-ribosomal peptide synthetase (Fragment)	17.3241
UniRef50_I2MT99: Non-ribosomal peptide synthetase (Fragment)|unclassified	17.3241
UniRef50_E5UCF6	17.2633
UniRef50_E5UCF6|unclassified	17.2633
UniRef50_UPI0003796D1C: hypothetical protein	17.1877
UniRef50_UPI0003796D1C: hypothetical protein|unclassified	17.1877
UniRef50_UPI0004777D31: long-chain fatty acid--CoA ligase	17.1844
UniRef50_UPI0004777D31: long-chain fatty acid--CoA ligase|unclassified	17.1844
UniRef50_F3XNC0	17.1753
UniRef50_F3XNC0|unclassified	17.1753
UniRef50_UPI0004719CF9: hypothetical protein	17.1736
UniRef50_UPI0004719CF9: hypothetical protein|unclassified	17.1736
UniRef50_K0G6K3: Biotin synthesis protein bioC	17.118
UniRef50_K0G6K3: Biotin synthesis protein bioC|unclassified	17.118
UniRef50_UPI000226035A: hypothetical protein	17.0961
UniRef50_UPI000226035A: hypothetical protein|unclassified	17.0961
UniRef50_UPI0003B53D1B: long-chain fatty acid--CoA ligase	17.088
UniRef50_UPI0003B53D1B: long-chain fatty acid--CoA ligase|unclassified	17.088
UniRef50_M6LU34	17.0285
UniRef50_M6LU34|unclassified	17.0285
UniRef50_UPI0004697974: hypothetical protein	16.9923
UniRef50_UPI0004697974: hypothetical protein|unclassified	16.9923
UniRef50_UPI000372ECF5: hypothetical protein, partial	16.899
UniRef50_UPI000372ECF5: hypothetical protein, partial|unclassified	16.899
UniRef50_UPI0004754B11: hypothetical protein, partial	16.7976
UniRef50_UPI0004754B11: hypothetical protein, partial|unclassified	16.7976
UniRef50_UPI00047CC877: hypothetical protein	16.6989
UniRef50_UPI00047CC877: hypothetical protein|unclassified	16.6989
UniRef50_D8KN09: 6-carboxyhexanoate--CoA ligase	16.6889
UniRef50_D8KN09: 6-carboxyhexanoate--CoA ligase|unclassified	16.6889
UniRef50_UPI00037D0299: hypothetical protein, partial	16.6832
UniRef50_UPI00037D0299: hypothetical protein, partial|unclassified	16.6832
UniRef50_B1FQ84: Sel1 domain protein repeat-containing protein	16.6173
UniRef50_B1FQ84: Sel1 domain protein repeat-containing protein|unclassified	16.6173
UniRef50_UPI0003B7917F: biotin biosynthesis protein BioY	16.5944
UniRef50_UPI0003B7917F: biotin biosynthesis protein BioY|unclassified	16.5944
UniRef50_X2M4W3	16.4818
UniRef50_X2M4W3|unclassified	16.4818
UniRef50_Q58131: Acetylornithine aminotransferase	16.4066
UniRef50_Q58131: Acetylornithine aminotransferase|unclassified	16.4066
UniRef50_UPI0003633DCB: hypothetical protein	16.3022
UniRef50_UPI0003633DCB: hypothetical protein|unclassified	16.3022
UniRef50_UPI00035FCD18: hypothetical protein	16.256
UniRef50_UPI00035FCD18: hypothetical protein|unclassified	16.256
UniRef50_A0A024EJ81	16.2129
UniRef50_A0A024EJ81|unclassified	16.2129
UniRef50_U3AMW9: Biotin synthesis protein bioG	16.1587
UniRef50_U3AMW9: Biotin synthesis protein bioG|unclassified	16.1587
UniRef50_Q5H3N2: Putative transcription activator	16.1416
UniRef50_Q5H3N2: Putative transcription activator|unclassified	16.1416
UniRef50_UPI000367DDEC: hypothetical protein	16.1295
UniRef50_UPI000367DDEC: hypothetical protein|unclassified	16.1295
UniRef50_UPI0003816C82: hypothetical protein	16.125
UniRef50_UPI0003816C82: hypothetical protein|unclassified	16.125
UniRef50_UPI000464E243: short-chain dehydrogenase	16.1005
UniRef50_UPI000464E243: short-chain dehydrogenase|unclassified	16.1005
UniRef50_X8AUM7	16.0299
UniRef50_X8AUM7|unclassified	16.0299
UniRef50_UPI0001BC8B91: hypothetical protein, partial	15.7618
UniRef50_UPI0001BC8B91: hypothetical protein, partial|unclassified	15.7618
UniRef50_UPI00046CC9EF: hypothetical protein	15.6261
UniRef50_UPI00046CC9EF: hypothetical protein|unclassified	15.6261
UniRef50_V7M7Y4	15.6261
UniRef50_V7M7Y4|unclassified	15.6261
UniRef50_UPI0003F833AC: hypothetical protein	15.5591
UniRef50_UPI0003F833AC: hypothetical protein|unclassified	15.5591
UniRef50_D5ARH0: Biotin transport ATP-binding protein BioM	15.4962
UniRef50_D5ARH0: Biotin transport ATP-binding protein BioM|unclassified	15.4962
UniRef50_UPI00047ABE43: hypothetical protein	15.4928
UniRef50_UPI00047ABE43: hypothetical protein|unclassified	15.4928
UniRef50_UPI000475F7D1: dethiobiotin synthase	15.422
UniRef50_UPI000475F7D1: dethiobiotin synthase|unclassified	15.422
UniRef50_UPI00035D084B: hypothetical protein	15.408
UniRef50_UPI00035D084B: hypothetical protein|unclassified	15.408
UniRef50_UPI000255D276: acetyl-CoA acetyltransferase, partial	15.3848
UniRef50_UPI000255D276: acetyl-CoA acetyltransferase, partial|unclassified	15.3848
UniRef50_UPI00036052DC: hypothetical protein	15.3433
UniRef50_UPI00036052DC: hypothetical protein|unclassified	15.3433
UniRef50_UPI0003B6DC28: taurine--pyruvate aminotransferase, partial	15.3234
UniRef50_UPI0003B6DC28: taurine--pyruvate aminotransferase, partial|unclassified	15.3234
UniRef50_UPI00036CC7B4: fatty acid CoA ligase	15.3142
UniRef50_UPI00036CC7B4: fatty acid CoA ligase|unclassified	15.3142
UniRef50_X8AS12: Male sterility family protein	15.2691
UniRef50_X8AS12: Male sterility family protein|unclassified	15.2691
UniRef50_UPI000313D50B: hypothetical protein	15.1729
UniRef50_UPI000313D50B: hypothetical protein|unclassified	15.1729
UniRef50_UPI0002DB37C6: hypothetical protein	15.1427
UniRef50_UPI0002DB37C6: hypothetical protein|unclassified	15.1427
UniRef50_X7ZV83: AMP-binding enzyme family protein	15.0745
UniRef50_X7ZV83: AMP-binding enzyme family protein|unclassified	15.0745
UniRef50_UPI0004165F22: biotin biosynthesis protein BioY	15.0016
UniRef50_UPI0004165F22: biotin biosynthesis protein BioY|unclassified	15.0016
UniRef50_UPI000255C1A3: biotin biosynthesis protein, partial	14.9989
UniRef50_UPI000255C1A3: biotin biosynthesis protein, partial|unclassified	14.9989
UniRef50_UPI0001E300D3: thioester reductase	14.9264
UniRef50_UPI0001E300D3: thioester reductase|unclassified	14.9264
UniRef50_UPI0003B72430: biotin--acetyl-CoA-carboxylase ligase	14.7656
UniRef50_UPI0003B72430: biotin--acetyl-CoA-carboxylase ligase|unclassified	14.7656
UniRef50_UPI00042B2E4A: AMP-dependent synthetase and ligase family protein, putative	14.7275
UniRef50_UPI00042B2E4A: AMP-dependent synthetase and ligase family protein, putative|unclassified	14.7275
UniRef50_UPI00036F1C12: hypothetical protein	14.7145
UniRef50_UPI00036F1C12: hypothetical protein|unclassified	14.7145
UniRef50_UPI000467274D: enterobactin synthase subunit E	14.7066
UniRef50_UPI000467274D: enterobactin synthase subunit E|unclassified	14.7066
UniRef50_UPI000472E237: peptide synthetase, partial	14.6991
UniRef50_UPI000472E237: peptide synthetase, partial|unclassified	14.6991
UniRef50_UPI0003620378: hypothetical protein	14.662
UniRef50_UPI0003620378: hypothetical protein|unclassified	14.662
UniRef50_UPI0000397BC0: biotin biosynthesis protein	14.6508
UniRef50_UPI0000397BC0: biotin biosynthesis protein|unclassified	14.6508
UniRef50_UPI00037B33FA: hypothetical protein	14.6371
UniRef50_UPI00037B33FA: hypothetical protein|unclassified	14.6371
UniRef50_A0A022K1C6	14.6173
UniRef50_A0A022K1C6|unclassified	14.6173
UniRef50_X0U0B3: Marine sediment metagenome DNA, contig: S01H1_L09288 (Fragment)	14.5958
UniRef50_X0U0B3: Marine sediment metagenome DNA, contig: S01H1_L09288 (Fragment)|unclassified	14.5958
UniRef50_UPI00034C3C7C: hypothetical protein	14.5695
UniRef50_UPI00034C3C7C: hypothetical protein|unclassified	14.5695
UniRef50_UPI0001BF6219: hypothetical protein SMAC_10550, partial	14.4961
UniRef50_UPI0001BF6219: hypothetical protein SMAC_10550, partial|unclassified	14.4961
UniRef50_C0RMJ1: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	14.4506
UniRef50_C0RMJ1: 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase|unclassified	14.4506
UniRef50_UPI0003789B51: hypothetical protein	14.4113
UniRef50_UPI0003789B51: hypothetical protein|unclassified	14.4113
UniRef50_UPI00037DE31F: hypothetical protein	14.3726
UniRef50_UPI00037DE31F: hypothetical protein|unclassified	14.3726
UniRef50_UPI0004690B3F: TetR family transcriptional regulator	14.3222
UniRef50_UPI0004690B3F: TetR family transcriptional regulator|unclassified	14.3222
UniRef50_C3L463	14.3098
UniRef50_C3L463|unclassified	14.3098
UniRef50_UPI000404E07B: fatty-acid--CoA ligase	14.2077
UniRef50_UPI000404E07B: fatty-acid--CoA ligase|unclassified	14.2077
UniRef50_Q5R011: Heme oxygenase related enzyme	14.1111
UniRef50_Q5R011: Heme oxygenase related enzyme|unclassified	14.1111
UniRef50_UPI00037E9289: MULTISPECIES: hypothetical protein	14.0687
UniRef50_UPI00037E9289: MULTISPECIES: hypothetical protein|unclassified	14.0687
UniRef50_D5UHA5: 3-oxoacyl-(Acyl-carrier-protein (ACP)) synthase III domain protein	13.981
UniRef50_D5UHA5: 3-oxoacyl-(Acyl-carrier-protein (ACP)) synthase III domain protein|unclassified	13.981
UniRef50_UPI000255DE99: hypothetical protein	13.8997
UniRef50_UPI000255DE99: hypothetical protein|unclassified	13.8997
UniRef50_UPI0004650162: hypothetical protein	13.8765
UniRef50_UPI0004650162: hypothetical protein|unclassified	13.8765
UniRef50_UPI0002DE1359: hypothetical protein	13.8086
UniRef50_UPI0002DE1359: hypothetical protein|unclassified	13.8086
UniRef50_W4V6L1: Biotin synthesis protein BioC	13.8013
UniRef50_W4V6L1: Biotin synthesis protein BioC|unclassified	13.8013
UniRef50_UPI0002000CEC: hypothetical protein	13.7878
UniRef50_UPI0002000CEC: hypothetical protein|unclassified	13.7878
UniRef50_UPI0004759C9C: hypothetical protein	13.7651
UniRef50_UPI0004759C9C: hypothetical protein|unclassified	13.7651
UniRef50_UPI00036A2785: hypothetical protein, partial	13.7514
UniRef50_UPI00036A2785: hypothetical protein, partial|unclassified	13.7514
UniRef50_X8DK93: Male sterility family protein	13.7445
UniRef50_X8DK93: Male sterility family protein|unclassified	13.7445
UniRef50_UPI0002377741: acyl-CoA dehydrogenase domain protein, partial	13.693
UniRef50_UPI0002377741: acyl-CoA dehydrogenase domain protein, partial|unclassified	13.693
UniRef50_B1TGN6	13.6391
UniRef50_B1TGN6|unclassified	13.6391
UniRef50_W2D1X4	13.5332
UniRef50_W2D1X4|unclassified	13.5332
UniRef50_UPI0002D9583A: hypothetical protein	13.4617
UniRef50_UPI0002D9583A: hypothetical protein|unclassified	13.4617
UniRef50_UPI00037EC35E: hypothetical protein	13.4227
UniRef50_UPI00037EC35E: hypothetical protein|unclassified	13.4227
UniRef50_Q8XBV3: Enterobactin synthase component E	13.4011
UniRef50_Q8XBV3: Enterobactin synthase component E|unclassified	13.4011
UniRef50_UPI000345F4BF: hypothetical protein	13.4011
UniRef50_UPI000345F4BF: hypothetical protein|unclassified	13.4011
UniRef50_UPI0002555EE0: AMP-dependent synthetase and ligase, partial	13.3867
UniRef50_UPI0002555EE0: AMP-dependent synthetase and ligase, partial|unclassified	13.3867
UniRef50_K9Q7F5	13.346
UniRef50_K9Q7F5|unclassified	13.346
UniRef50_UPI00036B6AE4: hypothetical protein	13.3395
UniRef50_UPI00036B6AE4: hypothetical protein|unclassified	13.3395
UniRef50_UPI0002DF5C4C: hypothetical protein	13.2118
UniRef50_UPI0002DF5C4C: hypothetical protein|unclassified	13.2118
UniRef50_I0WD03	13.1942
UniRef50_I0WD03|unclassified	13.1942
UniRef50_I8SL29: Beta-ketoacyl synthase (Fragment)	13.1874
UniRef50_I8SL29: Beta-ketoacyl synthase (Fragment)|unclassified	13.1874
UniRef50_UPI000237B695: o-succinylbenzoate--CoA ligase	13.1076
UniRef50_UPI000237B695: o-succinylbenzoate--CoA ligase|unclassified	13.1076
UniRef50_N6VCE9	13.0806
UniRef50_N6VCE9|unclassified	13.0806
UniRef50_UPI00036686CE: hypothetical protein	13.0677
UniRef50_UPI00036686CE: hypothetical protein|unclassified	13.0677
UniRef50_UPI0002FC715F: hypothetical protein	13.0594
UniRef50_UPI0002FC715F: hypothetical protein|unclassified	13.0594
UniRef50_UPI0002E6E104: hypothetical protein	13.032
UniRef50_UPI0002E6E104: hypothetical protein|unclassified	13.032
UniRef50_UPI0003796A38: hypothetical protein	12.9021
UniRef50_UPI0003796A38: hypothetical protein|unclassified	12.9021
UniRef50_UPI0003B2E394: AMP-dependent synthetase	12.8991
UniRef50_UPI0003B2E394: AMP-dependent synthetase|unclassified	12.8991
UniRef50_UPI00035FB4CF: MULTISPECIES: hypothetical protein	12.8587
UniRef50_UPI00035FB4CF: MULTISPECIES: hypothetical protein|unclassified	12.8587
UniRef50_UPI00046439DD: hypothetical protein	12.7328
UniRef50_UPI00046439DD: hypothetical protein|unclassified	12.7328
UniRef50_A0JWS1: Cobalt transport protein	12.5281
UniRef50_A0JWS1: Cobalt transport protein|unclassified	12.5281
UniRef50_UPI000470FB6C: malonyl-CoA O-methyltransferase	12.4872
UniRef50_UPI000470FB6C: malonyl-CoA O-methyltransferase|unclassified	12.4872
UniRef50_B7RX93	12.4823
UniRef50_B7RX93|unclassified	12.4823
UniRef50_UPI00034A5AF9: hypothetical protein	12.4105
UniRef50_UPI00034A5AF9: hypothetical protein|unclassified	12.4105
UniRef50_UPI0002894604: dethiobiotin synthase	12.3705
UniRef50_UPI0002894604: dethiobiotin synthase|unclassified	12.3705
UniRef50_R5GBI4	12.3422
UniRef50_R5GBI4|unclassified	12.3422
UniRef50_UPI00046F3364: hypothetical protein, partial	12.3368
UniRef50_UPI00046F3364: hypothetical protein, partial|unclassified	12.3368
UniRef50_UPI000366FB0E: hypothetical protein	12.3309
UniRef50_UPI000366FB0E: hypothetical protein|unclassified	12.3309
UniRef50_UPI000426C1B2: acid--CoA ligase	12.2768
UniRef50_UPI000426C1B2: acid--CoA ligase|unclassified	12.2768
UniRef50_B4VR30	12.2158
UniRef50_B4VR30|unclassified	12.2158
UniRef50_UPI0003B555D3: biotin biosynthesis protein BioY	12.1749
UniRef50_UPI0003B555D3: biotin biosynthesis protein BioY|unclassified	12.1749
UniRef50_R4M5V1	12.1701
UniRef50_R4M5V1|unclassified	12.1701
UniRef50_F9Z7W3	12.1684
UniRef50_F9Z7W3|unclassified	12.1684
UniRef50_UPI000360591F: hypothetical protein	12.1496
UniRef50_UPI000360591F: hypothetical protein|unclassified	12.1496
UniRef50_UPI00036E83CD: hypothetical protein, partial	12.1194
UniRef50_UPI00036E83CD: hypothetical protein, partial|unclassified	12.1194
UniRef50_UPI00036E0775: hypothetical protein	12.1046
UniRef50_UPI00036E0775: hypothetical protein|unclassified	12.1046
UniRef50_J2H114	12.1002
UniRef50_J2H114|unclassified	12.1002
UniRef50_UPI00016AB6BC: acyl-CoA dehydrogenase, partial	12.0761
UniRef50_UPI00016AB6BC: acyl-CoA dehydrogenase, partial|unclassified	12.0761
UniRef50_X7ZWL9	12.0398
UniRef50_X7ZWL9|unclassified	12.0398
UniRef50_UPI000373B42E: hypothetical protein	12.0074
UniRef50_UPI000373B42E: hypothetical protein|unclassified	12.0074
UniRef50_UPI0003B785D8: hypothetical protein	11.9788
UniRef50_UPI0003B785D8: hypothetical protein|unclassified	11.9788
UniRef50_UPI000346853B: hypothetical protein	11.9566
UniRef50_UPI000346853B: hypothetical protein|unclassified	11.9566
UniRef50_B2TWJ9: Ankyrin-repeat protein A	11.9301
UniRef50_B2TWJ9: Ankyrin-repeat protein A|unclassified	11.9301
UniRef50_UPI000372DDB9: hypothetical protein	11.9242
UniRef50_UPI000372DDB9: hypothetical protein|unclassified	11.9242
UniRef50_O31782: Polyketide synthase PksN	11.915
UniRef50_O31782: Polyketide synthase PksN|unclassified	11.915
UniRef50_UPI0001850C29: hypothetical protein	11.9113
UniRef50_UPI0001850C29: hypothetical protein|unclassified	11.9113
UniRef50_X1R119: Marine sediment metagenome DNA, contig: S06H3_S20132 (Fragment)	11.8945
UniRef50_X1R119: Marine sediment metagenome DNA, contig: S06H3_S20132 (Fragment)|unclassified	11.8945
UniRef50_UPI00046F76A1: hypothetical protein	11.8932
UniRef50_UPI00046F76A1: hypothetical protein|unclassified	11.8932
UniRef50_G8G3S2: Microcystin synthetase subunit A (Fragment)	11.8665
UniRef50_G8G3S2: Microcystin synthetase subunit A (Fragment)|unclassified	11.8665
UniRef50_UPI0003AB5B4E: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like isoform X1	11.8654
UniRef50_UPI0003AB5B4E: PREDICTED: acyl-CoA synthetase family member 3, mitochondrial-like isoform X1|unclassified	11.8654
UniRef50_Q00594: Medium-chain-fatty-acid--CoA ligase	11.8603
UniRef50_Q00594: Medium-chain-fatty-acid--CoA ligase|unclassified	11.8603
UniRef50_UPI000474939C: ABC transporter, partial	11.851
UniRef50_UPI000474939C: ABC transporter, partial|unclassified	11.851
UniRef50_A1ASP8: NAD-dependent epimerase/dehydratase	11.8393
UniRef50_A1ASP8: NAD-dependent epimerase/dehydratase|unclassified	11.8393
UniRef50_UPI00046F2C69: hypothetical protein	11.8172
UniRef50_UPI00046F2C69: hypothetical protein|unclassified	11.8172
UniRef50_UPI00038080AA: hypothetical protein	11.77
UniRef50_UPI00038080AA: hypothetical protein|unclassified	11.77
UniRef50_UPI000400B408: hypothetical protein	11.7672
UniRef50_UPI000400B408: hypothetical protein|unclassified	11.7672
UniRef50_X7YSR4: Phosphopantetheine attachment site family protein	11.7196
UniRef50_X7YSR4: Phosphopantetheine attachment site family protein|unclassified	11.7196
UniRef50_UPI00036CE64B: hypothetical protein, partial	11.646
UniRef50_UPI00036CE64B: hypothetical protein, partial|unclassified	11.646
UniRef50_UPI0002ADB832: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like	11.626
UniRef50_UPI0002ADB832: PREDICTED: acyl-CoA synthetase family member 2, mitochondrial-like|unclassified	11.626
UniRef50_UPI0003830752: hypothetical protein	11.5767
UniRef50_UPI0003830752: hypothetical protein|unclassified	11.5767
UniRef50_G2P808	11.4971
UniRef50_G2P808|unclassified	11.4971
UniRef50_UPI0003728443: hypothetical protein	11.3345
UniRef50_UPI0003728443: hypothetical protein|unclassified	11.3345
UniRef50_UPI00026CDB7A: alpha/beta hydrolase	11.323
UniRef50_UPI00026CDB7A: alpha/beta hydrolase|unclassified	11.323
UniRef50_X8AYH5: AMP-binding enzyme family protein	11.275
UniRef50_X8AYH5: AMP-binding enzyme family protein|unclassified	11.275
UniRef50_M8CYM1	11.1795
UniRef50_M8CYM1|unclassified	11.1795
UniRef50_UPI000317F2B2: hypothetical protein	11.1403
UniRef50_UPI000317F2B2: hypothetical protein|unclassified	11.1403
UniRef50_UPI000379AFA4: hypothetical protein	11.1369
UniRef50_UPI000379AFA4: hypothetical protein|unclassified	11.1369
UniRef50_UPI000262A5CF: peptide synthetase XpsB	11.135
UniRef50_UPI000262A5CF: peptide synthetase XpsB|unclassified	11.135
UniRef50_X8ANJ7: Condensation domain protein	11.1181
UniRef50_X8ANJ7: Condensation domain protein|unclassified	11.1181
UniRef50_UPI0003957633: peptide synthetase, partial	11.1138
UniRef50_UPI0003957633: peptide synthetase, partial|unclassified	11.1138
UniRef50_R5ESP0: Biotin biosynthesis protein BioC	11.0608
UniRef50_R5ESP0: Biotin biosynthesis protein BioC|unclassified	11.0608
UniRef50_UPI0002FDB115: hypothetical protein	11.0472
UniRef50_UPI0002FDB115: hypothetical protein|unclassified	11.0472
UniRef50_UPI0002658EE2: PREDICTED: long-chain fatty acid transport protein 1-like	11.0329
UniRef50_UPI0002658EE2: PREDICTED: long-chain fatty acid transport protein 1-like|unclassified	11.0329
UniRef50_UPI000371CD28: acid--CoA ligase	10.97
UniRef50_UPI000371CD28: acid--CoA ligase|unclassified	10.97
UniRef50_B3EUD9: Leucine-rich repeat, ribonuclease inhibitor subtype	10.8514
UniRef50_B3EUD9: Leucine-rich repeat, ribonuclease inhibitor subtype|unclassified	10.8514
UniRef50_UPI000469C092: hypothetical protein	10.7174
UniRef50_UPI000469C092: hypothetical protein|unclassified	10.7174
UniRef50_UPI0004639942: hypothetical protein	10.6935
UniRef50_UPI0004639942: hypothetical protein|unclassified	10.6935
UniRef50_UPI000312E365: hypothetical protein	10.6647
UniRef50_UPI000312E365: hypothetical protein|unclassified	10.6647
UniRef50_UPI00046F5F61: hypothetical protein, partial	10.6258
UniRef50_UPI00046F5F61: hypothetical protein, partial|unclassified	10.6258
UniRef50_UPI0003656735: hypothetical protein	10.62
UniRef50_UPI0003656735: hypothetical protein|unclassified	10.62
UniRef50_UPI0002D2C7D8: hypothetical protein	10.6079
UniRef50_UPI0002D2C7D8: hypothetical protein|unclassified	10.6079
UniRef50_F8GWB9	10.6058
UniRef50_F8GWB9|unclassified	10.6058
UniRef50_UPI00038065BD: hypothetical protein	10.5077
UniRef50_UPI00038065BD: hypothetical protein|unclassified	10.5077
UniRef50_UPI00016A8415: thiotemplate mechanism natural product synthetase, partial	10.4987
UniRef50_UPI00016A8415: thiotemplate mechanism natural product synthetase, partial|unclassified	10.4987
UniRef50_UPI00035C1564: hypothetical protein, partial	10.4272
UniRef50_UPI00035C1564: hypothetical protein, partial|unclassified	10.4272
UniRef50_Q20XU9	10.4042
UniRef50_Q20XU9|unclassified	10.4042
UniRef50_Q8YPE1: Acetyl-coenzyme A synthetase	10.3525
UniRef50_Q8YPE1: Acetyl-coenzyme A synthetase|unclassified	10.3525
UniRef50_UPI0001BC96A8: thiolase family protein, partial	10.3146
UniRef50_UPI0001BC96A8: thiolase family protein, partial|unclassified	10.3146
UniRef50_UPI0003124F51: hypothetical protein	10.3091
UniRef50_UPI0003124F51: hypothetical protein|unclassified	10.3091
UniRef50_S6UK74: Peptide synthase (Fragment)	10.1588
UniRef50_S6UK74: Peptide synthase (Fragment)|unclassified	10.1588
UniRef50_UPI000479114D: long-chain fatty acid--CoA ligase	10.1438
UniRef50_UPI000479114D: long-chain fatty acid--CoA ligase|unclassified	10.1438
UniRef50_UPI000262694D: hypothetical protein	10.1348
UniRef50_UPI000262694D: hypothetical protein|unclassified	10.1348
UniRef50_B1KGY7	10.1216
UniRef50_B1KGY7|unclassified	10.1216
UniRef50_UPI00034BCC3D: hypothetical protein	10.0049
